unit_id,CapacityRetention,do_ChargeRate,do_DryRoomControl,do_set_CoolingPlateTemp
49,21.10648435493604,20.0,30.0,45.0
50,19.079141202359107,20.0,30.0,45.0
51,23.333767941672075,20.0,30.0,45.0
52,21.660043248360004,20.0,30.0,45.0
53,21.927811573291635,20.0,30.0,45.0
54,24.671386278599204,20.0,30.0,45.0
55,17.66686100207638,20.0,30.0,45.0
56,20.19716381162059,20.0,30.0,45.0
57,17.916545220089027,20.0,30.0,45.0
58,18.968649835699686,20.0,30.0,45.0
59,22.544604009516018,20.0,30.0,45.0
60,20.41761397052381,20.0,30.0,45.0
61,22.272845646491877,20.0,30.0,45.0
62,17.435718412891262,20.0,30.0,45.0
63,20.17118395926543,20.0,30.0,45.0
64,16.487208775072723,20.0,30.0,45.0
65,22.278092917094302,20.0,30.0,45.0
66,11.90015027703363,20.0,30.0,45.0
67,18.294208009211673,20.0,30.0,45.0
68,17.34323746687403,20.0,30.0,45.0
69,25.469146392698637,20.0,30.0,45.0
70,15.200877269729535,20.0,30.0,45.0
71,21.03501194088415,20.0,30.0,45.0
72,24.38897737274028,20.0,30.0,45.0
73,22.12191476647643,20.0,30.0,45.0
74,20.125282785316834,20.0,30.0,45.0
75,20.408607402721266,20.0,30.0,45.0
76,22.34605734229793,20.0,30.0,45.0
77,23.809955167645157,20.0,30.0,45.0
78,21.617577690316132,20.0,30.0,45.0
79,22.04486855120823,20.0,30.0,45.0
80,13.168672560035827,20.0,30.0,45.0
81,19.50176445177603,20.0,30.0,45.0
82,21.66265140265013,20.0,30.0,45.0
83,19.30248498513142,20.0,30.0,45.0
84,11.305280303998988,20.0,30.0,45.0
85,30.486875819930102,20.0,30.0,45.0
86,21.019325925311517,20.0,30.0,45.0
87,20.99720902502065,20.0,30.0,45.0
88,17.561879712763428,20.0,30.0,45.0
89,24.429732598512867,20.0,30.0,45.0
90,12.632560829803118,20.0,30.0,45.0
91,17.97176670486783,20.0,30.0,45.0
92,18.912147694538906,20.0,30.0,45.0
93,11.208329039104996,20.0,30.0,45.0
94,23.99169541134558,20.0,30.0,45.0
95,22.13302732356289,20.0,30.0,45.0
96,16.33860726144633,20.0,30.0,45.0
97,22.834865987504955,20.0,30.0,45.0
98,23.87704624678797,20.0,30.0,45.0
99,24.376735959135985,20.0,30.0,45.0
100,18.106541486114487,20.0,30.0,45.0
101,18.121546624881205,20.0,30.0,45.0
102,24.328325401576553,20.0,30.0,45.0
103,21.079697827481787,20.0,30.0,45.0
104,18.38558955266127,20.0,30.0,45.0
105,19.20514151040471,20.0,30.0,45.0
106,14.656946859823158,20.0,30.0,45.0
107,23.133085653135122,20.0,30.0,45.0
108,16.900021071266096,20.0,30.0,45.0
109,17.78986191748043,20.0,30.0,45.0
110,20.189088343997827,20.0,30.0,45.0
111,25.178763097426337,20.0,30.0,45.0
112,20.870356212391727,20.0,30.0,45.0
113,21.46369525310375,20.0,30.0,45.0
114,18.79881315818622,20.0,30.0,45.0
115,19.85168856548623,20.0,30.0,45.0
116,29.045503051777242,20.0,30.0,45.0
117,24.18755659950675,20.0,30.0,45.0
118,24.027962549369473,20.0,30.0,45.0
119,11.213347443650962,20.0,30.0,45.0
120,16.799957921947275,20.0,30.0,45.0
121,21.589382784547958,20.0,30.0,45.0
122,21.797856468060523,20.0,30.0,45.0
123,16.061792083320352,20.0,30.0,45.0
124,14.7260141069832,20.0,30.0,45.0
125,26.975198554310666,20.0,30.0,45.0
126,22.581303320420304,20.0,30.0,45.0
127,17.743494937889974,20.0,30.0,45.0
128,18.527521485765206,20.0,30.0,45.0
129,31.978660533394,20.0,30.0,45.0
130,34.365658635527424,20.0,30.0,45.0
131,20.92848342838179,20.0,30.0,45.0
132,21.349158515377443,20.0,30.0,45.0
133,19.688143221100248,20.0,30.0,45.0
134,23.33286814893026,20.0,30.0,45.0
135,23.127700128080072,20.0,30.0,45.0
136,21.99882344057899,20.0,30.0,45.0
137,20.91018738036662,20.0,30.0,45.0
138,25.631217219864034,20.0,30.0,45.0
139,18.994373523790397,20.0,30.0,45.0
140,16.235266061450446,20.0,30.0,45.0
141,25.310067119169965,20.0,30.0,45.0
142,14.734454931163965,20.0,30.0,45.0
143,16.31465724595237,20.0,30.0,45.0
144,22.93550443795703,20.0,30.0,45.0
145,20.54260358836394,20.0,30.0,45.0
146,13.954851021427867,20.0,30.0,45.0
147,21.948742208472673,20.0,30.0,45.0
148,21.012963944531005,20.0,30.0,45.0
149,12.911503673563903,20.0,30.0,45.0
150,23.156486670157307,20.0,30.0,45.0
151,11.455663561149736,20.0,30.0,45.0
152,16.712336617361053,20.0,30.0,45.0
153,17.119897842519695,20.0,30.0,45.0
154,20.59960399493157,20.0,30.0,45.0
155,10.615791654019015,20.0,30.0,45.0
156,19.040570514471757,20.0,30.0,45.0
157,22.138465463653286,20.0,30.0,45.0
158,22.859214274845897,20.0,30.0,45.0
159,23.339166753583008,20.0,30.0,45.0
160,17.0957164327048,20.0,30.0,45.0
161,19.94935164373928,20.0,30.0,45.0
162,17.62521135839459,20.0,30.0,45.0
163,18.72051353647802,20.0,30.0,45.0
164,19.74635856912166,20.0,30.0,45.0
165,23.381508614586323,20.0,30.0,45.0
166,22.765301294762736,20.0,30.0,45.0
167,13.114881885451803,20.0,30.0,45.0
168,19.122538207541645,20.0,30.0,45.0
169,25.138345718011628,20.0,30.0,45.0
170,10.867084371073656,20.0,30.0,45.0
171,19.16753495209941,20.0,30.0,45.0
172,21.350436800023903,20.0,30.0,45.0
173,28.048340227277023,20.0,30.0,45.0
174,15.050177606010521,20.0,30.0,45.0
175,25.163888801126134,20.0,30.0,45.0
176,14.255645967612033,20.0,30.0,45.0
177,20.78551454014765,20.0,30.0,45.0
178,24.111788472804,20.0,30.0,45.0
179,28.306790113917625,20.0,30.0,45.0
180,19.615552611275312,20.0,30.0,45.0
181,12.39023241583633,20.0,30.0,45.0
182,23.68879057069589,20.0,30.0,45.0
183,19.228557950675192,20.0,30.0,45.0
184,17.634710574803847,20.0,30.0,45.0
185,18.098927845790904,20.0,30.0,45.0
186,25.46743749142665,20.0,30.0,45.0
187,14.204594711328758,20.0,30.0,45.0
188,20.68419208776394,20.0,30.0,45.0
189,15.79992071129227,20.0,30.0,45.0
190,17.350881232540132,20.0,30.0,45.0
191,17.48780579115324,20.0,30.0,45.0
192,25.438107012895944,20.0,30.0,45.0
193,20.10553358289527,20.0,30.0,45.0
194,18.79583979414189,20.0,30.0,45.0
195,15.563491563180282,20.0,30.0,45.0
196,19.29794319842426,20.0,30.0,45.0
197,18.759179167673818,20.0,30.0,45.0
198,16.914112670978405,20.0,30.0,45.0
199,14.613345004420287,20.0,30.0,45.0
200,18.602691604680736,20.0,30.0,45.0
201,10.574537954993962,20.0,30.0,45.0
202,23.31793205452882,20.0,30.0,45.0
203,25.97855336022792,20.0,30.0,45.0
204,18.125568509238207,20.0,30.0,45.0
205,19.15609317660941,20.0,30.0,45.0
206,24.105226599982068,20.0,30.0,45.0
207,15.069005364842134,20.0,30.0,45.0
208,22.07569750338804,20.0,30.0,45.0
209,22.93683179796572,20.0,30.0,45.0
210,20.745920644620163,20.0,30.0,45.0
211,17.557692603804774,20.0,30.0,45.0
212,16.879353249590213,20.0,30.0,45.0
213,24.365467044271963,20.0,30.0,45.0
214,29.63179505990486,20.0,30.0,45.0
215,13.950539268185928,20.0,30.0,45.0
216,19.444440252674113,20.0,30.0,45.0
217,20.11289088855539,20.0,30.0,45.0
218,17.121561060056308,20.0,30.0,45.0
219,22.50467972260409,20.0,30.0,45.0
220,19.898523983264617,20.0,30.0,45.0
221,27.2125282822813,20.0,30.0,45.0
222,16.208855685994912,20.0,30.0,45.0
223,26.793149608731976,20.0,30.0,45.0
224,25.939763452650514,20.0,30.0,45.0
225,21.032690369446705,20.0,30.0,45.0
226,26.107734148885754,20.0,30.0,45.0
227,27.684253429770433,20.0,30.0,45.0
228,22.117918423932544,20.0,30.0,45.0
229,25.873961266265553,20.0,30.0,45.0
230,22.322152045890967,20.0,30.0,45.0
231,17.264870657012416,20.0,30.0,45.0
232,18.648205760880266,20.0,30.0,45.0
233,13.892394358211565,20.0,30.0,45.0
234,20.09616741679667,20.0,30.0,45.0
235,17.776600726607168,20.0,30.0,45.0
236,20.086336835355667,20.0,30.0,45.0
237,20.508049187805135,20.0,30.0,45.0
238,19.31466184543365,20.0,30.0,45.0
239,25.54606209565179,20.0,30.0,45.0
240,22.027735502995984,20.0,30.0,45.0
241,13.809533661808018,20.0,30.0,45.0
242,19.625726898307775,20.0,30.0,45.0
243,18.64372130666106,20.0,30.0,45.0
244,20.041127790959365,20.0,30.0,45.0
245,20.161321260060816,20.0,30.0,45.0
246,18.110363152248198,20.0,30.0,45.0
247,20.51660130363733,20.0,30.0,45.0
248,27.65893353847005,20.0,30.0,45.0
249,14.290201257404188,20.0,30.0,45.0
250,24.902297481183233,20.0,30.0,45.0
251,15.38274263142622,20.0,30.0,45.0
252,23.806289925503485,20.0,30.0,45.0
253,22.296690963464094,20.0,30.0,45.0
254,14.062010215707213,20.0,30.0,45.0
255,23.534324002594122,20.0,30.0,45.0
256,24.81567845345816,20.0,30.0,45.0
257,20.319775230229965,20.0,30.0,45.0
258,16.834517314462584,20.0,30.0,45.0
259,20.219284741526195,20.0,30.0,45.0
260,13.937421148350795,20.0,30.0,45.0
261,16.769704774489792,20.0,30.0,45.0
262,21.782727732326855,20.0,30.0,45.0
263,15.59342206359161,20.0,30.0,45.0
264,21.10861863939067,20.0,30.0,45.0
265,19.764980272024125,20.0,30.0,45.0
266,21.119351698997495,20.0,30.0,45.0
267,17.864707687798585,20.0,30.0,45.0
268,14.568634908408265,20.0,30.0,45.0
269,9.427454309657866,20.0,30.0,45.0
270,24.877431571776963,20.0,30.0,45.0
271,18.52388337063362,20.0,30.0,45.0
272,19.262526839345163,20.0,30.0,45.0
273,15.728832458887538,20.0,30.0,45.0
274,22.6673961000194,20.0,30.0,45.0
275,15.904902362609743,20.0,30.0,45.0
276,15.638937850638573,20.0,30.0,45.0
277,22.143263073243677,20.0,30.0,45.0
278,18.87297520606289,20.0,30.0,45.0
279,18.172983464144057,20.0,30.0,45.0
280,16.655323181226372,20.0,30.0,45.0
281,22.596607437770505,20.0,30.0,45.0
282,14.395645747856044,20.0,30.0,45.0
283,20.279348941518524,20.0,30.0,45.0
284,15.480603559945354,20.0,30.0,45.0
285,22.47370350559882,20.0,30.0,45.0
286,17.227456797110424,20.0,30.0,45.0
287,8.338985213396064,20.0,30.0,45.0
288,17.37622698828792,20.0,30.0,45.0
289,15.863917257062782,20.0,30.0,45.0
290,21.956611155028718,20.0,30.0,45.0
291,24.853834290420888,20.0,30.0,45.0
292,22.268586798824092,20.0,30.0,45.0
293,9.231343710209988,20.0,30.0,45.0
294,23.45421373705031,20.0,30.0,45.0
295,17.396833291185267,20.0,30.0,45.0
296,14.420020889600277,20.0,30.0,45.0
297,20.835320809313778,20.0,30.0,45.0
298,15.690196353820099,20.0,30.0,45.0
299,17.728289336507174,20.0,30.0,45.0
300,30.635591824709188,20.0,30.0,45.0
301,19.308475399758642,20.0,30.0,45.0
302,13.609290910392408,20.0,30.0,45.0
303,17.056846242852075,20.0,30.0,45.0
304,21.658255857396302,20.0,30.0,45.0
305,17.156023365798823,20.0,30.0,45.0
306,20.42669174865447,20.0,30.0,45.0
307,16.48016655971858,20.0,30.0,45.0
308,16.586541534123253,20.0,30.0,45.0
309,14.75550873940411,20.0,30.0,45.0
310,21.59941477296335,20.0,30.0,45.0
311,18.60691405559895,20.0,30.0,45.0
312,18.464283752859128,20.0,30.0,45.0
313,22.289559870751916,20.0,30.0,45.0
314,17.271570640133405,20.0,30.0,45.0
315,21.174084839352687,20.0,30.0,45.0
316,20.875343660627465,20.0,30.0,45.0
317,21.484258152458487,20.0,30.0,45.0
318,25.319938010358733,20.0,30.0,45.0
319,17.591965460141505,20.0,30.0,45.0
320,23.632491430336255,20.0,30.0,45.0
321,18.866649043216604,20.0,30.0,45.0
322,19.068422135265543,20.0,30.0,45.0
323,24.71138902117209,20.0,30.0,45.0
324,17.868178435313137,20.0,30.0,45.0
325,21.284563805574763,20.0,30.0,45.0
326,14.265336613082297,20.0,30.0,45.0
327,24.167267745149353,20.0,30.0,45.0
328,16.242689424061407,20.0,30.0,45.0
329,16.902432681260958,20.0,30.0,45.0
330,22.856405322116654,20.0,30.0,45.0
331,17.622819949131177,20.0,30.0,45.0
332,17.276151489842523,20.0,30.0,45.0
333,23.61134337620954,20.0,30.0,45.0
334,12.956707686039202,20.0,30.0,45.0
335,25.710408535103802,20.0,30.0,45.0
336,18.97163733282974,20.0,30.0,45.0
337,17.038432934590325,20.0,30.0,45.0
338,14.904295198931797,20.0,30.0,45.0
339,20.131703076623182,20.0,30.0,45.0
340,24.151096012513126,20.0,30.0,45.0
341,25.08753810526805,20.0,30.0,45.0
342,15.962225760053913,20.0,30.0,45.0
343,21.014396303243146,20.0,30.0,45.0
344,13.565499304390405,20.0,30.0,45.0
345,15.815605449759484,20.0,30.0,45.0
346,15.466640413382347,20.0,30.0,45.0
347,21.783583943880917,20.0,30.0,45.0
348,23.61225790667304,20.0,30.0,45.0
349,28.10563980950942,20.0,30.0,45.0
350,15.464353393967913,20.0,30.0,45.0
351,17.337178686436502,20.0,30.0,45.0
352,20.54148502609867,20.0,30.0,45.0
353,19.37166640199295,20.0,30.0,45.0
354,19.64224204520728,20.0,30.0,45.0
355,19.46465664700917,20.0,30.0,45.0
356,16.78483755647497,20.0,30.0,45.0
357,16.331428000018036,20.0,30.0,45.0
358,25.631747523508526,20.0,30.0,45.0
359,21.29818119108491,20.0,30.0,45.0
360,20.915365914881825,20.0,30.0,45.0
361,22.77919370310658,20.0,30.0,45.0
362,25.129670311240346,20.0,30.0,45.0
363,22.151965514880768,20.0,30.0,45.0
364,30.181435569926528,20.0,30.0,45.0
365,23.993142037976988,20.0,30.0,45.0
366,17.10229012635657,20.0,30.0,45.0
367,25.89350986027568,20.0,30.0,45.0
368,23.30100859805724,20.0,30.0,45.0
369,27.747830336808867,20.0,30.0,45.0
370,22.151173873889604,20.0,30.0,45.0
371,13.836419056602205,20.0,30.0,45.0
372,17.63509992843864,20.0,30.0,45.0
373,11.10087042202121,20.0,30.0,45.0
374,25.919530067456762,20.0,30.0,45.0
375,21.995321844307153,20.0,30.0,45.0
376,24.697654533674655,20.0,30.0,45.0
377,27.90315001302706,20.0,30.0,45.0
378,19.56569776437064,20.0,30.0,45.0
379,18.718147031917862,20.0,30.0,45.0
380,27.530075295621543,20.0,30.0,45.0
381,17.684464510398676,20.0,30.0,45.0
382,20.747268646834847,20.0,30.0,45.0
383,18.667666963485473,20.0,30.0,45.0
384,21.86426239373837,20.0,30.0,45.0
385,20.800784783945847,20.0,30.0,45.0
386,18.869433604119514,20.0,30.0,45.0
387,13.079744432616469,20.0,30.0,45.0
388,15.525904058221611,20.0,30.0,45.0
389,20.27177731924841,20.0,30.0,45.0
390,19.76132271201624,20.0,30.0,45.0
391,18.629762163088003,20.0,30.0,45.0
392,21.396695153700442,20.0,30.0,45.0
393,23.378247175680027,20.0,30.0,45.0
394,20.456351443956095,20.0,30.0,45.0
395,17.68433352854305,20.0,30.0,45.0
396,19.37376272519285,20.0,30.0,45.0
397,20.535725915509385,20.0,30.0,45.0
398,26.468384492938004,20.0,30.0,45.0
399,23.164642152602383,20.0,30.0,45.0
