unit_id,CapacityRetention,ChargeRate,do_ChargeRate
163,24.21005685432858,48.688387691509796,40.0
164,17.782300777844686,38.00630276459845,40.0
165,20.2883953801182,46.009454677495114,40.0
166,13.726306770263804,33.33392197934122,40.0
167,7.305799476205198,40.43475843503378,40.0
168,15.147009582223111,46.98257512218856,40.0
169,23.995957449313533,38.98308560829483,40.0
170,12.480039469910333,39.04014036351329,40.0
171,18.357090673683892,43.33770154298196,40.0
172,19.53379306945198,39.631455596056135,40.0
173,22.61082898331777,45.07059026830449,40.0
174,23.907411434207887,38.56647823521737,40.0
175,15.784468414738106,41.66828200641578,40.0
176,18.618948902945117,40.973843662797684,40.0
177,15.783190129728514,39.71533427808914,40.0
178,21.446839615521448,38.74352753698765,40.0
179,11.990223589135637,40.23875454036208,40.0
180,22.72531156629168,41.30843410054452,40.0
181,21.96396990730913,36.95116113157654,40.0
182,19.183983372241492,41.067289273111314,40.0
183,15.175772160519411,34.69163619858608,40.0
184,20.68890452979715,36.97987760211969,40.0
185,19.043713901106223,44.835744335511386,40.0
186,15.575044323795709,39.550950531174706,40.0
187,19.164589765997214,34.59422761732843,40.0
188,16.698069717283897,39.81294028809838,40.0
189,17.337908863819052,43.05284710558565,40.0
190,21.2607530559564,38.32014658885699,40.0
191,18.661048055926177,34.385545272060746,40.0
192,22.53193173293816,42.086018390408,40.0
193,18.688503182463236,42.346699859649604,40.0
194,23.405997356647262,41.99896604403216,40.0
195,17.556983435298662,35.19077610834512,40.0
196,8.982541540837737,36.21516321021514,40.0
197,18.138849139351144,35.59016999477899,40.0
198,17.93849098476026,39.45838430870021,40.0
199,14.673809026225804,43.22806626249139,40.0
200,24.154618428600944,38.665718947254085,40.0
201,19.043962600423097,39.47051019363891,40.0
202,19.84338723895498,38.11947127648156,40.0
203,17.160399359441335,39.27856914471073,40.0
204,19.65885291436009,40.12645350153481,40.0
205,18.038285909702914,44.76891418483499,40.0
206,19.739312757286744,41.22943420228192,40.0
207,17.9456881959941,42.32750203178747,40.0
208,21.920619603401647,41.69172252754768,40.0
209,16.832118976497874,38.22585314833492,40.0
210,13.716178377548431,37.745974442039014,40.0
211,14.308395686951572,35.25119316510243,40.0
212,9.421629323284018,40.19219983900454,40.0
213,18.79505320929388,37.333376950772916,40.0
214,9.518337477616663,45.2455631270325,40.0
215,12.466662702153075,43.81886405368253,40.0
216,23.596467908964517,40.853261154759416,40.0
217,14.57415344367319,40.275801978025136,40.0
218,6.462287840140034,38.79092250057863,40.0
219,19.71373507557382,37.842744340517655,40.0
220,17.809905991471652,41.154638821213204,40.0
221,25.30149182903446,39.75406777193115,40.0
222,20.171442097708315,38.63458160050951,40.0
223,22.136949659641527,37.48562865200322,40.0
224,12.094797074233062,43.12761398119532,40.0
225,7.755041061610298,37.899570503184535,40.0
226,11.834418992771338,38.06878573543965,40.0
227,22.939870545664267,42.38976747161384,40.0
228,13.930473877322086,39.99619333989109,40.0
229,11.317778674560284,41.685218232570165,40.0
230,20.83664273589951,37.5831087429755,40.0
231,17.890831639838176,39.30700972094065,40.0
232,28.216839864577253,48.09856102840711,40.0
233,13.616913238652055,46.82514149278736,40.0
234,19.170341225194303,38.95063245701588,40.0
235,11.70744400888461,39.317138920318136,40.0
236,14.612809777210147,36.16700356028237,40.0
237,13.165758143849475,37.7951976347896,40.0
238,17.499388193064807,41.2956828834483,40.0
239,17.44247649675757,39.808015659575084,40.0
240,18.6513594204803,36.51988517186262,40.0
241,10.790069455682346,39.53142530322171,40.0
242,11.53656928567563,38.5156160866872,40.0
243,15.395817471731066,39.34888639674732,40.0
244,11.52124914663219,44.01775531874008,40.0
245,12.439905969450974,38.24754039233797,40.0
246,17.465195976949246,35.119347906863744,40.0
247,15.341047586190678,39.86940476666055,40.0
248,6.444829398849847,41.81420219919415,40.0
249,24.62157344181004,38.94914515163935,40.0
250,24.09220079868908,40.19034568997269,40.0
251,18.137448824624922,36.90759955960473,40.0
252,15.854704567547953,36.53071148737863,40.0
253,22.576332997185702,44.948860106130375,40.0
254,13.954604816462686,40.3100614795766,40.0
255,19.76353408714553,43.14191577407241,40.0
256,17.899807564253305,36.009387539633224,40.0
257,9.102994156548217,37.35086881688719,40.0
258,13.207236371843432,41.74284887971143,40.0
259,17.36724971016329,48.82036200299397,40.0
260,18.495330677939744,40.77070429465449,40.0
261,7.2589475568013455,43.60862050385732,40.0
262,21.406099967874916,44.61172689829406,40.0
263,20.799530120988834,34.59157476756381,40.0
264,19.95158614249249,44.14592490181794,40.0
265,14.874742527146532,42.565689056585605,40.0
266,19.120250844287597,42.12786170015203,40.0
267,14.694240959497511,41.42892219322975,40.0
268,19.175158912998032,41.2371850246105,40.0
269,19.052496899738436,38.94445627588258,40.0
270,20.06599039161894,32.959367306148515,40.0
271,18.667009359569136,40.337764960048624,40.0
272,23.369642709472174,42.713972508497925,40.0
273,19.10786881382093,41.28721230301012,40.0
274,13.956393368841795,43.2823199250489,40.0
275,20.80024541893704,39.02148920329734,40.0
276,17.26707558564913,39.593327063153794,40.0
277,22.74032821206224,36.02030820550583,40.0
278,19.422664486875004,34.765770412668395,40.0
279,20.305628623557812,42.47803866654817,40.0
280,18.21980815976235,40.230208430351325,40.0
281,22.846064539027495,39.9936792586564,40.0
282,17.85107899819494,41.30086196527888,40.0
283,14.957836378992418,41.52480656068236,40.0
284,20.60536691164481,40.84213425404219,40.0
285,16.404688363036154,39.80070004697551,40.0
286,10.71539453431729,41.51784351246496,40.0
287,13.585302764888535,42.456883676218915,40.0
288,18.21730936610265,40.641083980002506,40.0
289,19.754863791117977,39.076664411750365,40.0
290,13.982092770913086,41.12611144600812,40.0
291,12.84010195859845,44.00714277795021,40.0
292,23.628989243902385,40.40795788816444,40.0
293,18.565462155606095,45.159009509184514,40.0
294,16.356368450458476,40.40047872645883,40.0
295,19.00149871873685,41.376035591675624,40.0
296,14.005988593993637,42.11022160611028,40.0
297,17.049669388467535,41.11133538602296,40.0
298,12.086450044286241,38.39283448538412,40.0
299,20.955166082441288,39.24544556885206,40.0
300,15.318733327970033,33.46930651323526,40.0
301,18.130565682920157,36.51185337289867,40.0
302,6.986488350007436,39.23022254983109,40.0
303,17.723793702594683,36.60790621652142,40.0
304,8.126703280435645,37.61649001553042,40.0
305,18.0524983881962,40.68457263117374,40.0
306,17.75942220890467,38.69515383206704,40.0
307,13.78299126940495,42.25451707780873,40.0
308,10.765402159873396,43.12123629614853,40.0
309,20.498318073017145,40.98510423693071,40.0
310,23.4204781004536,38.479850756,40.0
311,6.232355441660494,35.850790277966844,40.0
312,18.170148696217396,37.145441717111794,40.0
313,23.520584840394054,39.23603460205261,40.0
314,14.167841854493199,41.53413208195371,40.0
315,19.93324487652811,38.97566843566748,40.0
316,20.96449068947975,35.31893750180616,40.0
317,21.914271020504977,43.515238651847575,40.0
318,22.980253071391452,38.781868736863615,40.0
319,16.502909077842787,33.89379305633487,40.0
320,15.52135036669478,40.61563215539645,40.0
321,18.956220166986544,43.64501429082434,40.0
322,18.41365439468266,34.541425721056875,40.0
323,15.666353711154509,37.18367698731944,40.0
324,15.066653083140867,39.564234682713746,40.0
325,14.466824979842812,42.31379645135357,40.0
326,16.406013599236175,39.72798648358745,40.0
327,17.966685888950142,42.434216557432165,40.0
328,13.12446179458701,33.90307391528136,40.0
329,11.863252924791162,45.51730687126256,40.0
330,20.391598737370668,40.58725426545928,40.0
331,21.900248445186044,42.47532956126677,40.0
332,26.75273355858031,37.63636661487242,40.0
333,16.670708857497253,38.10325522104405,40.0
334,28.80072398914239,41.64087850480042,40.0
335,20.465159764497265,42.51930425534432,40.0
336,11.009572224450178,38.363403342913436,40.0
337,18.124798791681,39.518767548617085,40.0
338,16.48258292546106,41.275306337425185,40.0
339,17.03472951030872,39.702542420930484,40.0
340,14.273669944120957,36.53595938084967,40.0
341,14.44155466019173,36.66594791037626,40.0
342,19.184259788118332,44.65462233877037,40.0
343,18.618305203250493,35.58701505535666,40.0
344,13.103595753995467,40.94265056786068,40.0
345,5.790777647545296,39.50375686824125,40.0
346,17.71068868047551,33.08084253276757,40.0
347,23.307713908691273,48.55043752133673,40.0
348,14.37334787346353,36.537520105796965,40.0
349,19.037303469880527,37.54882304788146,40.0
350,18.839810269798683,47.194500474977865,40.0
351,22.974109022805123,37.573159568266895,40.0
352,8.35821286365753,39.40666276849096,40.0
353,18.21665215736997,41.03556724293744,40.0
354,14.739739565278768,40.73560324744036,40.0
355,14.434547616542211,43.52195769221999,40.0
356,17.526047019595033,43.72752698196183,40.0
357,12.095100921810582,39.84581034627679,40.0
358,17.80724140233243,46.51750943962793,40.0
359,17.034383294461854,43.910555334422334,40.0
360,11.700020970321209,39.94283023794901,40.0
361,17.05459693971881,41.32697489793006,40.0
362,19.79453718673384,40.177143750482095,40.0
363,17.25376563756173,38.55441469252477,40.0
364,18.496251345801767,39.1703683478372,40.0
365,24.36654873954516,37.00233599164814,40.0
366,8.11489049621601,43.762387384444324,40.0
367,20.131638193591336,39.863200481313804,40.0
368,11.76866383270735,42.483835069062685,40.0
369,13.19690533872987,38.23718584654492,40.0
370,12.19950187076963,39.44946998391359,40.0
371,14.02067701071423,43.39674806314637,40.0
372,15.042157837349642,40.34480350867395,40.0
373,21.134665136510964,33.24180622551055,40.0
374,18.84579772817929,38.014182853687146,40.0
375,12.235445787960924,37.3527197064063,40.0
376,19.767687296640904,41.89876587261017,40.0
377,17.00646438159877,41.85545402789206,40.0
378,17.12911768044165,40.97891513128351,40.0
379,18.169638229450694,40.76664151437967,40.0
380,10.05355023639664,38.947741957725945,40.0
381,19.08489343335673,39.60208727405542,40.0
382,19.21003095297292,40.232764838922236,40.0
383,20.425542514013763,40.71711120641324,40.0
384,16.038989088507297,37.82993042267772,40.0
385,20.619737257671623,40.46077594443341,40.0
386,15.003021167507582,44.51536911936372,40.0
387,27.563061305910978,41.29403853124671,40.0
388,13.66327994515732,43.27818553175205,40.0
389,22.42876145608611,40.31280937569126,40.0
390,17.57304992806812,37.04710416688875,40.0
391,20.887611901585345,39.947868522677844,40.0
392,22.22355869737772,37.846856923301125,40.0
393,18.014003300894267,39.131964329463656,40.0
394,19.485877064032657,40.473243417290426,40.0
395,20.876722861883664,40.59384019936406,40.0
396,16.541856330844492,39.991110280894276,40.0
397,15.486018583319574,44.092860314064744,40.0
398,9.738929827169448,41.59996694502405,40.0
399,13.638356565968321,45.90619214525139,40.0
