unit_id,CapacityRetention,do_ChargeRate,do_DryRoomControl,do_set_CoolingPlateTemp
186,25.8682563754188,15.0,50.0,45.0
187,18.079136238459668,15.0,50.0,45.0
188,25.416950079240262,15.0,50.0,45.0
189,20.56173782336387,15.0,50.0,45.0
190,14.327767085241888,15.0,50.0,45.0
191,21.389093103551286,15.0,50.0,45.0
192,21.240680589963485,15.0,50.0,45.0
193,13.861313949052239,15.0,50.0,45.0
194,26.685657529619657,15.0,50.0,45.0
195,23.2364926301148,15.0,50.0,45.0
196,21.154748131580963,15.0,50.0,45.0
197,16.93329296331958,15.0,50.0,45.0
198,20.875035067001587,15.0,50.0,45.0
199,14.655562509712727,15.0,50.0,45.0
200,17.537587101145455,15.0,50.0,45.0
201,20.11539930221982,15.0,50.0,45.0
202,13.297143407559842,15.0,50.0,45.0
203,28.57592561773751,15.0,50.0,45.0
204,18.040606377674468,15.0,50.0,45.0
205,26.84922764817859,15.0,50.0,45.0
206,23.88013414217105,15.0,50.0,45.0
207,17.695418434797308,15.0,50.0,45.0
208,21.84733069043535,15.0,50.0,45.0
209,21.05972198371774,15.0,50.0,45.0
210,21.192077813656123,15.0,50.0,45.0
211,19.17084301552849,15.0,50.0,45.0
212,12.843963526984444,15.0,50.0,45.0
213,13.493607478488086,15.0,50.0,45.0
214,23.264251992692614,15.0,50.0,45.0
215,22.00182290045473,15.0,50.0,45.0
216,22.803310538734483,15.0,50.0,45.0
217,18.42202238989708,15.0,50.0,45.0
218,20.46475017502399,15.0,50.0,45.0
219,15.395970912606643,15.0,50.0,45.0
220,18.427509213318118,15.0,50.0,45.0
221,16.53442185641849,15.0,50.0,45.0
222,22.68626630440421,15.0,50.0,45.0
223,22.43964416348109,15.0,50.0,45.0
224,20.60756031768532,15.0,50.0,45.0
225,20.215090219444143,15.0,50.0,45.0
226,20.975201728623954,15.0,50.0,45.0
227,16.721666844373846,15.0,50.0,45.0
228,16.608522918203455,15.0,50.0,45.0
229,24.23931325579203,15.0,50.0,45.0
230,20.192013725621557,15.0,50.0,45.0
231,14.092215811015247,15.0,50.0,45.0
232,24.471229483422096,15.0,50.0,45.0
233,15.73365014886323,15.0,50.0,45.0
234,19.62412750413885,15.0,50.0,45.0
235,21.16546285688108,15.0,50.0,45.0
236,12.525698893360422,15.0,50.0,45.0
237,19.173466949812727,15.0,50.0,45.0
238,23.663787589034897,15.0,50.0,45.0
239,20.11335648915453,15.0,50.0,45.0
240,16.221664066606447,15.0,50.0,45.0
241,19.58063352674222,15.0,50.0,45.0
242,21.3158209380921,15.0,50.0,45.0
243,17.308050099917796,15.0,50.0,45.0
244,22.891087176123435,15.0,50.0,45.0
245,20.13118778051618,15.0,50.0,45.0
246,22.0690708352341,15.0,50.0,45.0
247,27.344570854027232,15.0,50.0,45.0
248,11.538721098049086,15.0,50.0,45.0
249,20.558177352425044,15.0,50.0,45.0
250,18.10163089756643,15.0,50.0,45.0
251,22.454252583081672,15.0,50.0,45.0
252,21.075805468692074,15.0,50.0,45.0
253,22.162135958134016,15.0,50.0,45.0
254,20.41313588650764,15.0,50.0,45.0
255,25.018789623872582,15.0,50.0,45.0
256,24.66930292411909,15.0,50.0,45.0
257,24.465321223438636,15.0,50.0,45.0
258,18.811627250858717,15.0,50.0,45.0
259,19.035334990415894,15.0,50.0,45.0
260,19.992573473346948,15.0,50.0,45.0
261,19.099083567350913,15.0,50.0,45.0
262,17.93876739043284,15.0,50.0,45.0
263,18.595199919156002,15.0,50.0,45.0
264,20.56581644566183,15.0,50.0,45.0
265,27.77288965460155,15.0,50.0,45.0
266,22.319409262002893,15.0,50.0,45.0
267,15.736442220452025,15.0,50.0,45.0
268,20.883412416058242,15.0,50.0,45.0
269,26.294780260804995,15.0,50.0,45.0
270,11.634873306947352,15.0,50.0,45.0
271,25.425183254909424,15.0,50.0,45.0
272,11.769067287244374,15.0,50.0,45.0
273,15.451019416823156,15.0,50.0,45.0
274,22.588906737750236,15.0,50.0,45.0
275,32.2470591983005,15.0,50.0,45.0
276,15.715006353108784,15.0,50.0,45.0
277,20.74122508468828,15.0,50.0,45.0
278,29.721526973380975,15.0,50.0,45.0
279,17.06739222401409,15.0,50.0,45.0
280,28.956620735364744,15.0,50.0,45.0
281,21.000394383359357,15.0,50.0,45.0
282,21.885477154422073,15.0,50.0,45.0
283,17.63124488409068,15.0,50.0,45.0
284,22.373492629639838,15.0,50.0,45.0
285,14.461242667725527,15.0,50.0,45.0
286,19.34329054617503,15.0,50.0,45.0
287,13.971211780865554,15.0,50.0,45.0
288,23.521209161789248,15.0,50.0,45.0
289,22.07965928862103,15.0,50.0,45.0
290,17.038141468252707,15.0,50.0,45.0
291,16.34355442063438,15.0,50.0,45.0
292,26.31489782556467,15.0,50.0,45.0
293,17.953725864159257,15.0,50.0,45.0
294,25.62182322442995,15.0,50.0,45.0
295,8.820467218751158,15.0,50.0,45.0
296,19.75804682432863,15.0,50.0,45.0
297,17.723625104212235,15.0,50.0,45.0
298,20.292455230087366,15.0,50.0,45.0
299,17.916258735037864,15.0,50.0,45.0
300,19.427380596604856,15.0,50.0,45.0
301,14.36576122546878,15.0,50.0,45.0
302,22.9468330442446,15.0,50.0,45.0
303,24.367064533301928,15.0,50.0,45.0
304,20.644867533733265,15.0,50.0,45.0
305,19.066709529433847,15.0,50.0,45.0
306,22.246517476935654,15.0,50.0,45.0
307,23.161932391738205,15.0,50.0,45.0
308,19.995445376295237,15.0,50.0,45.0
309,24.68111999770079,15.0,50.0,45.0
310,18.098805042018693,15.0,50.0,45.0
311,21.792423856294697,15.0,50.0,45.0
312,25.39095919072105,15.0,50.0,45.0
313,17.19824896105058,15.0,50.0,45.0
314,22.465052774654165,15.0,50.0,45.0
315,19.793714669554298,15.0,50.0,45.0
316,16.286235966861824,15.0,50.0,45.0
317,14.773636765286838,15.0,50.0,45.0
318,28.230586155090442,15.0,50.0,45.0
319,15.53470697066995,15.0,50.0,45.0
320,25.80382877959642,15.0,50.0,45.0
321,20.73603259434053,15.0,50.0,45.0
322,27.224961790161892,15.0,50.0,45.0
323,29.484526002308186,15.0,50.0,45.0
324,16.49984709970388,15.0,50.0,45.0
325,21.252710360074985,15.0,50.0,45.0
326,16.934760563171672,15.0,50.0,45.0
327,18.88743944014298,15.0,50.0,45.0
328,19.24230117362276,15.0,50.0,45.0
329,18.43882032240944,15.0,50.0,45.0
330,18.388253567525563,15.0,50.0,45.0
331,19.012459543196897,15.0,50.0,45.0
332,19.658889136325374,15.0,50.0,45.0
333,23.75250401098569,15.0,50.0,45.0
334,18.61824927780659,15.0,50.0,45.0
335,18.30177804110713,15.0,50.0,45.0
336,25.305178564899457,15.0,50.0,45.0
337,19.85529572545252,15.0,50.0,45.0
338,10.829478833667253,15.0,50.0,45.0
339,24.963987673542285,15.0,50.0,45.0
340,20.0745233993835,15.0,50.0,45.0
341,18.619887699421522,15.0,50.0,45.0
342,23.855654482168184,15.0,50.0,45.0
343,21.75800511890011,15.0,50.0,45.0
344,12.930157982480582,15.0,50.0,45.0
345,23.35627983213192,15.0,50.0,45.0
346,24.832359637133667,15.0,50.0,45.0
347,17.378191249842445,15.0,50.0,45.0
348,17.96058508285298,15.0,50.0,45.0
349,18.702933459188984,15.0,50.0,45.0
350,18.374818290495423,15.0,50.0,45.0
351,12.504784482306558,15.0,50.0,45.0
352,13.742522474463703,15.0,50.0,45.0
353,22.837229217283134,15.0,50.0,45.0
354,19.40277040890689,15.0,50.0,45.0
355,21.938907927355245,15.0,50.0,45.0
356,16.70487450296918,15.0,50.0,45.0
357,17.88317490831897,15.0,50.0,45.0
358,21.39193194839214,15.0,50.0,45.0
359,17.770226116476103,15.0,50.0,45.0
360,23.61394087867455,15.0,50.0,45.0
361,26.879521906450954,15.0,50.0,45.0
362,14.36995158685005,15.0,50.0,45.0
363,24.05314772111572,15.0,50.0,45.0
364,10.538073767330541,15.0,50.0,45.0
365,15.034686673656562,15.0,50.0,45.0
366,22.22528497798546,15.0,50.0,45.0
367,23.499613429827242,15.0,50.0,45.0
368,16.457627979068434,15.0,50.0,45.0
369,25.619447926707654,15.0,50.0,45.0
370,16.984503843866776,15.0,50.0,45.0
371,19.646725350162924,15.0,50.0,45.0
372,29.00450976051145,15.0,50.0,45.0
373,28.097909821657957,15.0,50.0,45.0
374,16.306589272661906,15.0,50.0,45.0
375,21.947661844518073,15.0,50.0,45.0
376,29.627139684515086,15.0,50.0,45.0
377,19.424757971180707,15.0,50.0,45.0
378,18.916334745581043,15.0,50.0,45.0
379,11.466196130095453,15.0,50.0,45.0
380,21.005175569932955,15.0,50.0,45.0
381,23.629663167087443,15.0,50.0,45.0
382,20.08832117876461,15.0,50.0,45.0
383,13.287722777336985,15.0,50.0,45.0
384,15.916765006919018,15.0,50.0,45.0
385,22.752971392960884,15.0,50.0,45.0
386,13.426918720282494,15.0,50.0,45.0
387,10.252205308221198,15.0,50.0,45.0
388,23.49882638808112,15.0,50.0,45.0
389,8.540965471961302,15.0,50.0,45.0
390,19.349702383672703,15.0,50.0,45.0
391,24.273434033189112,15.0,50.0,45.0
392,21.712331986649573,15.0,50.0,45.0
393,23.15177923570562,15.0,50.0,45.0
394,19.394352167509854,15.0,50.0,45.0
395,25.010168964197575,15.0,50.0,45.0
396,20.713374969887266,15.0,50.0,45.0
397,21.300033816012593,15.0,50.0,45.0
398,16.32502131465268,15.0,50.0,45.0
399,18.743480395815467,15.0,50.0,45.0
