unit_id,CapacityRetention,ElectrolyteFillVolume,do_DryRoomControl,do_ChargeRate
180,22.27024187258246,73.62381863635184,75.0,15.0
181,17.208889855697322,40.51385764494407,75.0,15.0
182,16.881134408890098,57.28453108946372,75.0,15.0
183,25.35506174809074,51.121144072203016,75.0,15.0
184,10.065379944070564,35.09768542175864,75.0,15.0
185,21.28582268805222,39.61750917923498,75.0,15.0
186,19.285369445347055,40.705408043745855,75.0,15.0
187,22.444401449881155,59.435938824600356,75.0,15.0
188,20.801782621168663,31.17696199760061,75.0,15.0
189,15.672177301199813,70.16474255443538,75.0,15.0
190,22.155183674596437,49.02303917286209,75.0,15.0
191,20.59465463185677,50.75884727808445,75.0,15.0
192,19.917174712978778,60.99533021530689,75.0,15.0
193,15.806749817013566,56.43796335086409,75.0,15.0
194,15.223017350382223,55.081573693225664,75.0,15.0
195,18.096182931699353,49.16805961683561,75.0,15.0
196,20.91678576923229,57.06201273872721,75.0,15.0
197,20.054502901019646,26.728461203780313,75.0,15.0
198,16.21359593022304,52.956928024902844,75.0,15.0
199,16.213777726991943,54.00541321602882,75.0,15.0
200,21.73066052220172,48.60910845701507,75.0,15.0
201,18.906113533933432,59.45019000158154,75.0,15.0
202,25.752752425903267,47.5433288295154,75.0,15.0
203,15.129129003983648,46.31287981638837,75.0,15.0
204,19.216707648498918,48.91202134443867,75.0,15.0
205,17.606099198697763,62.106886348730335,75.0,15.0
206,11.576081412181294,45.28628858808962,75.0,15.0
207,12.757342929036128,58.2738640081577,75.0,15.0
208,16.92606124231191,54.91493784580822,75.0,15.0
209,21.664985579338538,61.1864189552756,75.0,15.0
210,18.508199499798376,60.35059434093961,75.0,15.0
211,15.489401229057053,37.30897150202245,75.0,15.0
212,17.36095120382856,32.25000369501876,75.0,15.0
213,16.02696565398458,56.32568668259656,75.0,15.0
214,13.76881705761787,45.15983443670088,75.0,15.0
215,11.08257236945852,62.33419141054385,75.0,15.0
216,17.492522131851377,45.05339951892109,75.0,15.0
217,28.011218521502578,48.322066410141225,75.0,15.0
218,24.2955934701248,64.18655060103877,75.0,15.0
219,15.319870382424783,32.726017910631626,75.0,15.0
220,18.078336000641933,32.41860464396474,75.0,15.0
221,23.505956033987847,37.385976815647254,75.0,15.0
222,9.612581098134518,54.974749861749935,75.0,15.0
223,19.976878212216196,55.56295301617687,75.0,15.0
224,14.446168517384695,39.04557688153218,75.0,15.0
225,14.82645645325373,68.70396908338162,75.0,15.0
226,23.742680970697812,56.58129591856883,75.0,15.0
227,13.986803752332676,52.24998843067019,75.0,15.0
228,9.096154919201224,45.89071926949287,75.0,15.0
229,16.162663015687876,49.53550933835664,75.0,15.0
230,14.180844784410553,60.78582515002998,75.0,15.0
231,24.81460378389737,61.140877453677135,75.0,15.0
232,19.975361085230002,51.64237388227261,75.0,15.0
233,14.76014751578324,49.18163940954277,75.0,15.0
234,21.13948887666011,52.18252734070052,75.0,15.0
235,20.728611594406804,41.551381709081284,75.0,15.0
236,24.138981662363964,71.2773517599874,75.0,15.0
237,13.98786368687556,39.96978944933324,75.0,15.0
238,20.033214826408905,59.17986136664933,75.0,15.0
239,24.253314524726495,47.09745195203646,75.0,15.0
240,17.996818717116565,42.79356922895899,75.0,15.0
241,11.207253578029754,49.10197938173078,75.0,15.0
242,25.30951580381941,63.55724248141919,75.0,15.0
243,12.977376840367072,42.86596339067827,75.0,15.0
244,17.780111195032823,50.55170388771223,75.0,15.0
245,20.966139370176386,35.33993907443643,75.0,15.0
246,15.588893346138688,53.2714045086481,75.0,15.0
247,19.940663094486546,63.2389086369101,75.0,15.0
248,18.528746185006554,48.24566945158506,75.0,15.0
249,18.162391349785644,54.97056180113209,75.0,15.0
250,17.96227121009575,36.99154189672232,75.0,15.0
251,16.06605913843081,47.285209266258654,75.0,15.0
252,22.769342912815954,43.25120053130866,75.0,15.0
253,17.50510790936612,74.93267814014605,75.0,15.0
254,17.597013339972907,32.90164347547206,75.0,15.0
255,19.270410102974203,32.35576197003048,75.0,15.0
256,23.038136847304052,52.02628766643234,75.0,15.0
257,10.829811767450858,36.31061179774463,75.0,15.0
258,24.134940721978733,68.01085917715788,75.0,15.0
259,12.75978662513859,32.26933619897706,75.0,15.0
260,13.861252692946595,43.927555456482146,75.0,15.0
261,16.16085086631182,29.40491049836544,75.0,15.0
262,17.291728981420167,47.339343489460674,75.0,15.0
263,18.735088795068716,46.30387107760377,75.0,15.0
264,19.89048882842604,66.36795259852803,75.0,15.0
265,23.296512329117785,33.31031250959239,75.0,15.0
266,13.57185557936137,23.06383147476204,75.0,15.0
267,17.187550227665895,72.05801389121402,75.0,15.0
268,13.107049626497576,73.5508367932192,75.0,15.0
269,16.668952249451713,30.76316295087327,75.0,15.0
270,21.591337341822623,48.11231109513391,75.0,15.0
271,9.77409855823792,41.839194059043884,75.0,15.0
272,16.350675544999547,55.62178195730107,75.0,15.0
273,18.894934443340823,55.73473678102592,75.0,15.0
274,19.306129762169146,29.894648693723003,75.0,15.0
275,21.694069623560495,35.43029013132068,75.0,15.0
276,14.383993948956958,49.81504596780786,75.0,15.0
277,19.16753145224893,43.90162249875362,75.0,15.0
278,22.79417570460818,51.51113125547831,75.0,15.0
279,12.35175379986896,49.588846675301355,75.0,15.0
280,18.383532537256556,48.94128099470482,75.0,15.0
281,18.52796515851736,74.1197294750457,75.0,15.0
282,15.410259709842869,64.26168921639743,75.0,15.0
283,18.833611723383573,41.328004301384105,75.0,15.0
284,16.492349370542826,48.63786409691925,75.0,15.0
285,13.220779879706711,56.1249335120813,75.0,15.0
286,17.180276830470465,47.4963654259491,75.0,15.0
287,15.52808706758847,62.692631903445026,75.0,15.0
288,14.521219331941346,36.92513454738995,75.0,15.0
289,13.960785368731043,43.38028684258265,75.0,15.0
290,24.332900616886626,33.25566400139795,75.0,15.0
291,18.27709088961104,30.80323210216695,75.0,15.0
292,22.42373590155814,35.824475917068575,75.0,15.0
293,13.637146613016494,26.013513418815272,75.0,15.0
294,22.020403384425798,62.18219582343749,75.0,15.0
295,16.522450305240742,43.008177755187646,75.0,15.0
296,15.10150441540403,53.92303020522501,75.0,15.0
297,22.504071379297553,49.075149597005755,75.0,15.0
298,12.75738829310307,47.01484803977529,75.0,15.0
299,14.376620402077702,49.940248356800474,75.0,15.0
300,20.501245358773048,56.25695293972003,75.0,15.0
301,12.441720129355595,43.885174925762755,75.0,15.0
302,21.885731231758964,43.78395670873906,75.0,15.0
303,14.931138740484654,32.74682219350341,75.0,15.0
304,16.466166770933434,59.519368733428514,75.0,15.0
305,12.174600470847812,37.484045930784,75.0,15.0
306,14.857651845534225,45.33940085283006,75.0,15.0
307,12.515978394822588,48.33668022107085,75.0,15.0
308,16.492025787029778,39.7834873160279,75.0,15.0
309,21.495346472759124,54.83221780511509,75.0,15.0
310,18.314598341942926,61.84324735783119,75.0,15.0
311,12.219531970584026,51.21305939529803,75.0,15.0
312,17.036014232544506,40.27361082917479,75.0,15.0
313,24.347449981619917,62.984305365100646,75.0,15.0
314,18.731759786666878,49.53351713883778,75.0,15.0
315,19.688588723561615,28.820558953218374,75.0,15.0
316,17.496461073538324,50.45882233453109,75.0,15.0
317,20.089677884426802,60.075584508966635,75.0,15.0
318,18.294062339617977,60.80511671350691,75.0,15.0
319,16.375149066180306,47.20124689324367,75.0,15.0
320,19.038815909855053,77.08666534336353,75.0,15.0
321,21.139023040187354,52.48164724300372,75.0,15.0
322,18.89480137794269,57.9982544289079,75.0,15.0
323,17.83234882401296,61.28492541762064,75.0,15.0
324,17.354398304778435,61.81090261297647,75.0,15.0
325,16.910939041501713,50.527875393945635,75.0,15.0
326,14.028734301139155,64.296957002382,75.0,15.0
327,14.524955015186555,65.50335024516573,75.0,15.0
328,17.022749568214845,49.506330196006246,75.0,15.0
329,12.07161947959769,54.81851379134941,75.0,15.0
330,20.07103909425361,66.26527068416439,75.0,15.0
331,20.104111428640003,36.24584077624339,75.0,15.0
332,15.060232468516862,35.82839902858381,75.0,15.0
333,21.31535660183322,55.395110301275786,75.0,15.0
334,15.055440938755279,33.978778108083965,75.0,15.0
335,11.599786046413133,56.47142250484686,75.0,15.0
336,18.288571345575093,65.15152110208868,75.0,15.0
337,15.989925260227547,53.865892601450696,75.0,15.0
338,16.34692732739549,57.68320532684523,75.0,15.0
339,10.859732780994673,60.89843990297507,75.0,15.0
340,19.136480133562205,55.49698738847429,75.0,15.0
341,19.57879052547836,50.020052646272035,75.0,15.0
342,17.869438561171638,40.614613196252414,75.0,15.0
343,20.629960669246838,40.563877861848184,75.0,15.0
344,12.154070021345676,54.46833697485654,75.0,15.0
345,16.957835460215023,53.57068489623996,75.0,15.0
346,19.688499780427396,48.77700906621743,75.0,15.0
347,15.303968404914146,63.13173982352027,75.0,15.0
348,16.786281490150696,26.25937557834,75.0,15.0
349,20.957277743980818,46.6031168937853,75.0,15.0
350,8.55605588710386,61.989154385853794,75.0,15.0
351,22.892513143499283,61.31927805249589,75.0,15.0
352,11.865888870664381,26.624742478203473,75.0,15.0
353,24.758422381047644,47.501834137407414,75.0,15.0
354,17.111248460959754,41.62624151122546,75.0,15.0
355,13.319656044386178,48.90107592504267,75.0,15.0
356,17.734418982605156,33.241972212362484,75.0,15.0
357,25.018987731524977,18.42340850476049,75.0,15.0
358,15.57787075179505,60.70001229126099,75.0,15.0
359,14.994317164915563,55.092131128601196,75.0,15.0
360,13.852210362940413,56.404504385948556,75.0,15.0
361,14.457869338895573,38.47364491205603,75.0,15.0
362,18.461181633427334,64.42450650735874,75.0,15.0
363,17.047888174765422,42.290782501649524,75.0,15.0
364,18.810878052564007,52.74350529117981,75.0,15.0
365,16.646616476506225,32.61322711031654,75.0,15.0
366,13.588158073661415,57.87112570925782,75.0,15.0
367,15.565366092460577,44.328940335917295,75.0,15.0
368,17.55026531053396,35.31080742865631,75.0,15.0
369,17.471704915009802,54.711881876562984,75.0,15.0
370,23.231438218397024,45.43530898751432,75.0,15.0
371,17.953983371273033,38.138324146134394,75.0,15.0
372,20.067083038992017,58.05653383200091,75.0,15.0
373,17.660300027922894,35.42975138407655,75.0,15.0
374,11.70516843354214,23.390664937435133,75.0,15.0
375,15.698046056625,49.745129038270285,75.0,15.0
376,19.6963391259417,44.15958114459866,75.0,15.0
377,19.64671944148256,55.210812159729294,75.0,15.0
378,6.145379549086336,44.50357801030137,75.0,15.0
379,17.16230977027713,74.27273996747125,75.0,15.0
380,22.548902023562654,74.2158275365316,75.0,15.0
381,15.729804411394644,51.46037958560818,75.0,15.0
382,11.120842941257202,46.27078125075882,75.0,15.0
383,22.899195494444047,83.89580131750942,75.0,15.0
384,16.53811319619799,24.407245876606623,75.0,15.0
385,10.738377447970288,62.969302371989706,75.0,15.0
386,18.696526280584617,44.53295396425502,75.0,15.0
387,25.836354980145472,61.1660724768742,75.0,15.0
388,21.60226810375673,60.93267984024228,75.0,15.0
389,11.103635936578488,83.8862195302197,75.0,15.0
390,13.98406315955509,56.24917307988386,75.0,15.0
391,15.23062447978376,57.29800708584956,75.0,15.0
392,18.577065921920425,24.53241426198216,75.0,15.0
393,20.702345168945214,41.24183155415863,75.0,15.0
394,17.160130782598856,58.202714099858675,75.0,15.0
395,21.12337606512664,53.25624187266907,75.0,15.0
396,9.430161699791498,52.92500078368298,75.0,15.0
397,21.665488801206273,59.81773467517552,75.0,15.0
398,19.027282857496854,35.95780317719601,75.0,15.0
399,11.819828240651805,62.04571985110286,75.0,15.0
