unit_id,CropYield,EC_Salinity,do_ph_acidifier
141,19.893147488307395,54.34898214966117,50.0
142,17.560000587293402,59.01250713141473,50.0
143,20.512636345421747,58.47431122508391,50.0
144,20.96632783576117,52.17844058095252,50.0
145,21.542782841192093,39.08493399902396,50.0
146,18.236285721957266,61.61111609193613,50.0
147,23.209092785847353,47.79498475143086,50.0
148,9.821881407825046,61.41295093438962,50.0
149,23.837461007815065,35.218506946278204,50.0
150,22.007921789888847,31.657902032599303,50.0
151,21.6093778553956,66.01793578135042,50.0
152,22.886002759882278,63.802380112868335,50.0
153,22.648065431768863,29.92988960355114,50.0
154,21.752058793901128,58.90226969934302,50.0
155,23.054859576740945,67.5022554771322,50.0
156,17.294911747981956,54.072301204851456,50.0
157,25.093270864016635,40.282503721643,50.0
158,24.27530895848245,46.5017221166049,50.0
159,20.8439991274279,47.824320174583946,50.0
160,14.23362223067819,49.531450668550164,50.0
161,20.797253442131982,57.07100538177337,50.0
162,20.237131866271564,24.727870024535022,50.0
163,26.677653959424024,60.277912066319885,50.0
164,18.979461364635977,41.18819581317112,50.0
165,20.66063302171656,43.688070936814626,50.0
166,17.383549634058404,67.2975552434952,50.0
167,18.532010295972967,36.39401840286585,50.0
168,19.680960035082464,53.09259741770976,50.0
169,18.05737439838766,51.496526590223255,50.0
170,18.086329941873576,51.6768769405867,50.0
171,17.024120186282307,35.25658070098775,50.0
172,17.300804181493202,58.727401658780344,50.0
173,24.99853854795574,69.75425665936163,50.0
174,19.308675351438133,53.49710714456898,50.0
175,26.304823343953558,51.74868854205652,50.0
176,20.663294693247433,45.16722922382347,50.0
177,18.909724203375113,51.47264503042527,50.0
178,22.385581710404324,47.93586412616213,50.0
179,23.938796844251037,67.43785993259966,50.0
180,15.406217192511662,33.0027031183848,50.0
181,21.125800699115157,56.676740730173975,50.0
182,23.04688168111146,51.69634278248576,50.0
183,23.581427260227564,60.31850064896745,50.0
184,23.87235194270583,62.67792266592082,50.0
185,24.149617581964687,59.967680500930925,50.0
186,19.363073214110432,57.77874933537956,50.0
187,19.16728080180761,55.781802211258956,50.0
188,23.9121853463523,28.954734749389488,50.0
189,17.688591121462373,82.29945316047258,50.0
190,19.233027122059493,47.82378374193172,50.0
191,24.952857754155787,54.275732675124345,50.0
192,21.05292619047756,50.620339445725946,50.0
193,22.813716969712907,65.39332220720532,50.0
194,20.661283161763563,64.00907220618835,50.0
195,19.208916606119327,51.45574739698243,50.0
196,16.7822750638948,40.46610427372491,50.0
197,19.34039039095662,56.91064053977852,50.0
198,16.976966721062844,56.61080031402608,50.0
199,15.709922985809577,71.56036414138042,50.0
200,20.555307887383794,46.37982803670248,50.0
201,22.11502712906257,60.07241049483357,50.0
202,20.194323272162304,56.57007333630431,50.0
203,15.252761722067222,41.72452408781582,50.0
204,17.291472490542823,38.27630365070994,50.0
205,20.74162177913756,54.41851871954879,50.0
206,22.624579911302654,59.3245431581594,50.0
207,19.721085083727587,35.06106704048508,50.0
208,24.079749438161446,57.815572103148554,50.0
209,21.909020500259423,49.9505615858917,50.0
210,16.149262793397615,49.24066110159896,50.0
211,21.99900500622224,53.606024925925595,50.0
212,17.26054543701075,52.62715085318522,50.0
213,15.85838872849226,57.1091530884419,50.0
214,18.57448144652677,37.76838201030611,50.0
215,22.283367671908106,41.03562321809089,50.0
216,22.31850229761237,46.416104542810835,50.0
217,23.565084136097568,40.84680216353428,50.0
218,22.086880047092656,55.66210316532317,50.0
219,20.351881083456554,47.31075677732958,50.0
220,17.586185881592474,51.922154164064075,50.0
221,19.974595009351177,53.553618270111755,50.0
222,27.049952454002437,25.73332578845845,50.0
223,17.32659237760007,52.91325141114045,50.0
224,14.348810050469005,70.97886096313225,50.0
225,23.98364224249824,45.3027797328823,50.0
226,21.741288383060393,66.06036059798188,50.0
227,16.30425635198724,44.742936436282584,50.0
228,13.827237242930444,55.81585789296607,50.0
229,22.618430503942538,36.51157933640633,50.0
230,17.651190751625663,47.74939819883281,50.0
231,22.95423877029512,54.730583374034836,50.0
232,20.03371331520076,24.061193097903978,50.0
233,24.780890729963097,47.99910947813321,50.0
234,20.953001744511457,67.14396306142253,50.0
235,25.287170438708195,32.71934958396413,50.0
236,21.51541841809383,40.16490856901911,50.0
237,18.24024012767802,52.53985623690065,50.0
238,17.88381824221027,43.47476042985817,50.0
239,24.537565634747846,50.232202783312616,50.0
240,24.28764614872538,55.627431233266066,50.0
241,13.149731115506953,59.055983468267506,50.0
242,22.33577740379577,62.865656218037344,50.0
243,21.083552297588195,42.73163449948695,50.0
244,23.951596638357586,64.12551740501097,50.0
245,25.61627328009316,47.28471834636575,50.0
246,21.22133257967309,41.575784623766616,50.0
247,24.137232977771728,44.452763267001316,50.0
248,19.199215973757283,32.33262637366858,50.0
249,16.8236139321678,49.424177441886165,50.0
250,17.595152026435255,30.831020809996556,50.0
251,22.8445287192293,69.08879142952114,50.0
252,21.43891549021676,70.76632758029629,50.0
253,18.261149131940765,57.726458933902705,50.0
254,21.569471729164047,64.28822780695538,50.0
255,24.5942409369724,58.233692874231494,50.0
256,26.300842262885386,64.0014158528703,50.0
257,20.853108955677573,59.27245850719269,50.0
258,19.344733889079503,63.75687789707364,50.0
259,20.35498322258477,60.16487419446863,50.0
260,16.191141690573506,42.94436322011084,50.0
261,23.968135820493732,35.272336279844254,50.0
262,19.43690130101929,55.58159138021108,50.0
263,20.737675758997693,43.233170797201275,50.0
264,18.81964236297616,66.85555232026391,50.0
265,20.629859216505743,32.67591811277844,50.0
266,21.72783790864697,41.07319279777805,50.0
267,18.550286447953564,54.07859473844287,50.0
268,22.666487431842057,41.21139732125332,50.0
269,19.775791153854243,59.101491951027675,50.0
270,15.788489425003453,29.172618135669698,50.0
271,18.616672932252104,56.04315184883653,50.0
272,18.76799574946108,43.294235451626,50.0
273,18.14014821890548,48.77370142642266,50.0
274,25.297792086997827,54.14343167475019,50.0
275,20.80825561838747,53.611790390969155,50.0
276,16.11731846880702,48.701021875869046,50.0
277,29.258964883576695,64.21728095899539,50.0
278,17.354079676584547,43.64888939609054,50.0
279,16.963242213785403,67.95600135180722,50.0
280,19.145345036071216,30.433692449254405,50.0
281,18.606034314393604,40.074674527008455,50.0
282,27.732044491488942,35.05936948369223,50.0
283,23.25744015732556,45.84173983256417,50.0
284,23.11134339955091,57.167581485576335,50.0
285,21.64798269590705,56.01716179261109,50.0
286,22.24202128697616,48.18979590209655,50.0
287,21.598467437710813,48.0921329772121,50.0
288,16.58342683286414,24.624135403354817,50.0
289,25.210728816155587,37.331440378047155,50.0
290,22.991810930490168,51.60314943217293,50.0
291,24.25216839618269,60.57612359262623,50.0
292,21.83780377955577,56.230036817956794,50.0
293,20.76895804030679,72.34163247385236,50.0
294,18.90908670345843,69.69957761211275,50.0
295,18.03795484175942,73.54198784244748,50.0
296,22.034266639254874,50.31562697387171,50.0
297,15.811369642348312,45.014740301744084,50.0
298,20.28853321349748,48.49504155813459,50.0
299,23.838209768830968,82.59072712788308,50.0
300,13.3201765801061,51.062484415406026,50.0
301,14.118521992627965,43.14624752800328,50.0
302,20.007752698222724,36.55425799620014,50.0
303,19.316945617027073,62.41135200320338,50.0
304,18.20606895728222,31.852003819901874,50.0
305,19.861907027642975,42.22155706372904,50.0
306,19.87172521638455,60.50875712110489,50.0
307,18.999428219531467,31.730566880141513,50.0
308,21.925116711931828,45.507851144875474,50.0
309,20.937900894644585,31.570812873118314,50.0
310,25.272924280956374,60.423338754862264,50.0
311,18.135133613735732,66.85812396894195,50.0
312,15.28022406948938,64.54703949080309,50.0
313,22.240779790414372,32.703778479962786,50.0
314,8.430424396539273,62.88631514229058,50.0
315,15.528052844362637,40.51905521671211,50.0
316,16.65165965569352,40.51858220897613,50.0
317,19.848843033547936,58.13081642879594,50.0
318,13.303060990344184,49.73773666249888,50.0
319,20.73985347982229,33.082740959206106,50.0
320,23.08864782693167,69.12073797842382,50.0
321,18.69910568863751,49.708964050177016,50.0
322,14.90009181675368,53.043233387053164,50.0
323,25.71366085677097,41.72008635038169,50.0
324,22.976682526287767,58.54190891109518,50.0
325,15.872475052250016,58.272272367692125,50.0
326,16.0988152212298,39.75578012491361,50.0
327,24.926300978834863,48.28341365478462,50.0
328,22.93398476870933,47.77777724985195,50.0
329,15.65045514245999,70.24393535730088,50.0
330,18.804567922991357,26.442439283871906,50.0
331,20.09197286018358,59.92798644557029,50.0
332,20.568124946215704,30.209707974141303,50.0
333,20.483663955620138,64.05339109877883,50.0
334,26.374855949773007,55.21793303713592,50.0
335,13.068784378922249,52.60339149317736,50.0
336,23.31191558307643,32.7149259759959,50.0
337,26.08081895907267,54.13483270118917,50.0
338,22.148583316873687,49.731839716323904,50.0
339,18.30919076431426,32.16974367882211,50.0
340,12.610421176636233,63.73858581391668,50.0
341,16.124101770061234,54.92517871462364,50.0
342,26.040539135069437,44.72056468353258,50.0
343,19.43531472198636,35.501463711088064,50.0
344,20.696684414404793,42.609007423362655,50.0
345,22.104064435615918,51.408977459766874,50.0
346,16.50576546947339,67.87637820579882,50.0
347,19.74761489365495,68.24613531380598,50.0
348,24.077411347355977,56.630656164461804,50.0
349,18.812285253327868,40.72981049991445,50.0
350,17.818588602058266,70.73108628018869,50.0
351,21.593065463563228,79.59282500684152,50.0
352,18.259082480618194,54.07764776016609,50.0
353,21.29571738463939,56.474627766557575,50.0
354,21.02307761811969,51.15215645999293,50.0
355,17.986779509148985,35.06712452191835,50.0
356,17.96640120816541,42.43088938745327,50.0
357,19.215257310240187,30.028080131527624,50.0
358,19.977848538705235,49.342325352892956,50.0
359,18.0360950413695,38.483137621188014,50.0
360,23.33959040108684,27.73927474817868,50.0
361,11.410162203069795,52.984386809195215,50.0
362,23.30662525654377,47.84313736452778,50.0
363,23.158811426002877,55.277736479652496,50.0
364,18.896705979985857,47.97797026101654,50.0
365,22.535821456950423,55.63662307144511,50.0
366,20.87286418834507,46.15061365257807,50.0
367,20.909294060260855,46.064493435150844,50.0
368,20.88580626881186,36.846890744127954,50.0
369,22.185547444510757,26.442936817931372,50.0
370,17.766831202301248,27.48633706785034,50.0
371,19.015533475876296,37.4102971401756,50.0
372,20.69841448192459,42.5613660544299,50.0
373,16.343839100448093,55.255491404438175,50.0
374,15.75765894347136,63.288532852679886,50.0
375,15.855253076214026,45.57272665492711,50.0
376,19.066230490725697,34.155647924885166,50.0
377,24.231623552975535,61.85397432382264,50.0
378,19.512271338930418,60.56115875598366,50.0
379,22.919047258598233,65.25213140213327,50.0
380,20.406234690287103,48.12898452209815,50.0
381,21.12478783249967,37.314806632373624,50.0
382,17.516218275286857,49.12172857920224,50.0
383,18.54397837301475,38.51386114446215,50.0
384,17.813886206926192,52.71375652052327,50.0
385,18.298976557543217,35.20449327324736,50.0
386,25.484993627230775,58.357002301629244,50.0
387,19.80920477940239,41.291769886997095,50.0
388,14.364931385167942,56.90279704427388,50.0
389,23.999670684491463,43.09336337464581,50.0
390,25.618555303121113,69.81871004645848,50.0
391,20.10415120987544,37.8653423561865,50.0
392,15.908456376726898,41.67366294319967,50.0
393,19.680908941155284,48.377226362765526,50.0
394,20.51339526299334,65.30325324959568,50.0
395,24.42451398322709,37.43936785559727,50.0
396,21.41790560660645,58.98803904341668,50.0
397,23.091982189310492,54.68627360197906,50.0
398,12.503883450570143,66.43787745372437,50.0
399,15.851409863757839,48.89002171791201,50.0
