unit_id,CropYield,EC_Salinity,do_iron_fertigation
85,14.987034501634849,40.98646375231132,50.0
86,25.19888722737275,61.83702211838173,50.0
87,19.532651960316016,33.082150366410104,50.0
88,21.599616300818738,64.68481300468581,50.0
89,21.489533471960556,63.066534469093675,50.0
90,21.09388935586826,41.69596685501332,50.0
91,14.762937572963644,46.98110764841818,50.0
92,17.375707529356212,41.80778817475323,50.0
93,17.290543594844785,40.83120505748627,50.0
94,22.4482836066213,57.078569318693,50.0
95,22.891139597955195,51.4487966153564,50.0
96,18.85844049896024,39.567732642168274,50.0
97,22.6680111666586,47.03344661548345,50.0
98,22.51787389993126,67.15912123192871,50.0
99,18.176585834709712,67.21984530749639,50.0
100,19.80208729142826,64.4929275442192,50.0
101,16.90148138125806,47.47685092800775,50.0
102,28.333526245258255,55.781584453902305,50.0
103,20.79622981590384,48.64744435049572,50.0
104,17.941678361018823,29.19629860246088,50.0
105,24.49922296525402,50.49302402372577,50.0
106,16.373879296268743,48.261893177195255,50.0
107,16.3187479982846,53.273427584790284,50.0
108,24.30109957568464,45.83674843888497,50.0
109,15.985235298362019,69.7476483902142,50.0
110,15.664822968900884,70.28111192026859,50.0
111,23.917813820042042,34.52187400726182,50.0
112,23.03955292463801,44.33905267292822,50.0
113,19.488291729210587,50.921986800861745,50.0
114,14.04739724205532,30.819907859664784,50.0
115,24.212449977154154,44.26798704582108,50.0
116,15.934706436460717,46.73228456823357,50.0
117,22.427470747638306,69.23609730676462,50.0
118,21.177294047030387,52.114208493571006,50.0
119,19.296255127189987,59.7083589755769,50.0
120,23.58350058739934,44.44270146799935,50.0
121,18.762932743699423,54.78642763129959,50.0
122,18.534529080315096,45.221562938885555,50.0
123,19.765246761467196,32.00557171357241,50.0
124,12.712169943817093,32.466217141424806,50.0
125,21.463259196266367,60.74660090001191,50.0
126,14.503554768427161,60.104201753317824,50.0
127,17.223585678526927,32.90572594555697,50.0
128,16.60091317399214,38.701779826607996,50.0
129,22.700380565260087,37.89389605572295,50.0
130,18.38932531702701,63.50008108233328,50.0
131,24.46540786981443,68.79088376279499,50.0
132,26.642962422464617,41.84092239021982,50.0
133,22.033077584395333,60.66261172708282,50.0
134,20.03457373552082,53.872840075633555,50.0
135,21.10105729061606,54.60030394511942,50.0
136,16.848710274824825,43.565869304301486,50.0
137,16.019692986377677,50.00873705551665,50.0
138,23.451259473178112,49.068610872336464,50.0
139,19.32109224742244,39.03533146996261,50.0
140,18.139138771460843,69.6618703654381,50.0
141,19.02047310225942,38.14182457596735,50.0
142,20.68361883178429,85.36601026320984,50.0
143,15.21579516958862,66.21594498139498,50.0
144,16.71307176801523,39.6358097481954,50.0
145,18.971307743645085,31.6611147078254,50.0
146,17.335705474330652,81.34537132562382,50.0
147,23.710879802813164,45.3686886696639,50.0
148,16.53241532877252,72.31612921126953,50.0
149,23.48628692005895,72.4708418759212,50.0
150,17.5899123582236,85.02565284808517,50.0
151,23.009669536451486,56.98316735310649,50.0
152,20.155464524522923,55.90881615085052,50.0
153,23.762935691948403,40.76832897202349,50.0
154,28.50723301790581,27.444641274473398,50.0
155,25.306327865001382,54.30091908312359,50.0
156,19.14237420423313,48.6724254935793,50.0
157,24.447107489767557,56.293234933737516,50.0
158,21.310135852836098,52.48244045706131,50.0
159,26.495016099012304,32.817838590940234,50.0
160,19.592610820144543,37.78688136335444,50.0
161,17.888126189390064,61.2789043515038,50.0
162,18.17364613523655,48.05171632247181,50.0
163,18.93191408413662,38.42089412217108,50.0
164,29.665958916496777,60.52597078497118,50.0
165,20.177795141207216,29.908861111572847,50.0
166,15.156247493689584,37.69955213692833,50.0
167,20.6984824876887,46.887194611644176,50.0
168,17.601423560100542,62.21817641446278,50.0
169,17.977195336622074,71.86469528446789,50.0
170,19.099172114061233,29.236494624960155,50.0
171,18.45184369375311,31.853852766769762,50.0
172,22.96642762798717,29.98175229030592,50.0
173,19.42215063717313,55.106181099772684,50.0
174,18.79185901435785,51.00287627420957,50.0
175,22.529815440579252,73.43726210925864,50.0
176,19.641438181754474,46.23652936677609,50.0
177,16.519728380322356,29.73740156685851,50.0
178,20.26881045889867,28.52961128101566,50.0
179,15.384058381097162,45.193566444474385,50.0
180,25.006920228286386,54.17205050380768,50.0
181,22.13128363367534,67.26450903885674,50.0
182,24.698108681563205,50.223345282906685,50.0
183,13.998132032764131,49.68248445912469,50.0
184,20.239655053198213,44.40114573162067,50.0
185,22.308878981067643,65.87670593654113,50.0
186,24.914601354838403,68.57823864849448,50.0
187,17.02170662705541,52.897648760072286,50.0
188,14.607550627935499,31.26675444053502,50.0
189,20.13256269317376,46.371512804046,50.0
190,21.198352700186863,32.31441154367854,50.0
191,22.348898807655125,33.67475340875096,50.0
192,19.715022435124425,44.285356453926866,50.0
193,18.217438637120477,54.553606971138905,50.0
194,16.43659588207135,53.79732156172632,50.0
195,19.178420652682565,39.67067960411628,50.0
196,19.618218466200517,44.9904949755974,50.0
197,14.021685156806006,63.179239640371954,50.0
198,18.747772330307605,36.28402410697829,50.0
199,23.30047735191486,31.735991133037658,50.0
200,14.50038410835659,46.76321513099643,50.0
201,22.04283772780261,39.041191344845075,50.0
202,20.19644447071093,21.43569644938044,50.0
203,17.928309367132186,40.331801519694125,50.0
204,22.06598300908126,43.75897280803452,50.0
205,19.983514002150287,45.766842822686996,50.0
206,14.78584906126591,35.29137433127538,50.0
207,24.235765149626967,50.685018650144116,50.0
208,17.617946472295614,61.092200156114046,50.0
209,19.361779004069675,32.465808137736644,50.0
210,17.1095365890079,66.18402706582187,50.0
211,21.217465226225112,41.10246997097195,50.0
212,24.803139286755844,72.00504844690828,50.0
213,15.10149496039939,67.14581138349517,50.0
214,14.318324817120182,57.226502067339275,50.0
215,16.57090271323272,71.26976290387495,50.0
216,13.90462000696439,31.115514253190852,50.0
217,20.29722104381657,64.17730876997655,50.0
218,17.20424334218646,54.17545828523594,50.0
219,18.176149447490346,28.62121961639208,50.0
220,22.431302515461645,50.52800544234018,50.0
221,25.57347180818416,44.392003864309956,50.0
222,24.42616030806333,53.48839448283079,50.0
223,20.40175603855792,71.34539958340929,50.0
224,23.654749144754124,78.04145992475243,50.0
225,19.959708402652264,50.40667275019529,50.0
226,17.31174759773747,57.56473691807427,50.0
227,21.63407661487029,48.44692900290269,50.0
228,22.343655253000335,50.272906206922336,50.0
229,21.783300058535637,62.55273753965104,50.0
230,21.201537004032083,45.97246551502671,50.0
231,15.913543690520692,35.934618661121746,50.0
232,22.571615670138414,35.91908132179335,50.0
233,20.008838218991897,46.13805366251239,50.0
234,19.40215060752316,40.231956476277134,50.0
235,23.62696864845546,45.70816545669072,50.0
236,22.048486651475116,41.779154206506306,50.0
237,15.643073152616829,37.20773716381152,50.0
238,17.928572391817575,42.431563981960245,50.0
239,16.492573964935787,49.33439337068245,50.0
240,20.03817877762062,43.16679371910136,50.0
241,18.452928476185775,58.47434268748737,50.0
242,17.190114939181505,58.541341130975816,50.0
243,22.22351288814754,73.2088506154326,50.0
244,15.095692324715891,38.10488335895964,50.0
245,19.611354660608956,60.94288153997408,50.0
246,18.324465444698,30.70444864451339,50.0
247,16.727572126441874,43.22199733126445,50.0
248,24.001199713539048,32.9289234747486,50.0
249,16.39287286090284,79.53678876712455,50.0
250,24.53270469458575,44.69468422044582,50.0
251,21.84098288463711,28.512196478710695,50.0
252,17.257594124663783,61.68867494617818,50.0
253,27.746256279799436,45.13970332648544,50.0
254,19.068054493961565,45.17699352427024,50.0
255,14.970360485069683,55.892246530163774,50.0
256,24.248393371469263,65.12715555611162,50.0
257,20.103461862003538,50.640997411229016,50.0
258,12.431855789179304,58.02976326646809,50.0
259,25.567472688102477,37.91141256738644,50.0
260,16.300384444522273,51.15742882266266,50.0
261,23.14821814452037,34.68678096170554,50.0
262,22.08298188450129,53.265944394024665,50.0
263,21.58293192384801,34.644741677921836,50.0
264,21.133726486142407,51.22941255173153,50.0
265,18.439494865498062,52.089613627312936,50.0
266,22.86780380161376,48.02628008334199,50.0
267,22.948915785720448,46.956822970131874,50.0
268,23.47999105334087,55.269360226837314,50.0
269,21.204562525207226,44.89871607742696,50.0
270,21.824676948789147,56.49966347923867,50.0
271,26.875857160337766,47.01737046083058,50.0
272,22.926515146614086,51.683311268160345,50.0
273,24.138181252897443,56.18954700863309,50.0
274,25.81644256728648,28.857127246784295,50.0
275,17.721045556969194,62.3554026811648,50.0
276,18.76175118080797,61.07292645088087,50.0
277,21.388176194358962,48.99272037554107,50.0
278,22.769731000248427,60.85107454834352,50.0
279,17.43607111106012,26.919887531374773,50.0
280,21.92310796777219,45.404289784134264,50.0
281,19.398703915328177,59.15609556559696,50.0
282,26.707566976355228,78.3648318039895,50.0
283,21.834376868481137,50.20066597490598,50.0
284,18.549367448063624,52.24757499819365,50.0
285,22.121797719647123,36.47104095730853,50.0
286,19.815349967724508,46.184266973418715,50.0
287,22.37131824436326,38.805387624913514,50.0
288,22.305504054866162,69.81775964287617,50.0
289,22.00392394853924,43.491647896617245,50.0
290,25.224099831865683,31.497464606026426,50.0
291,18.6464432810652,78.568639153307,50.0
292,22.955920065946394,39.852599137796545,50.0
293,19.33193705246461,51.781737577681646,50.0
294,14.290722238972407,48.747028962809985,50.0
295,20.327736358033146,70.17844854391707,50.0
296,22.321864553018315,59.95962869061149,50.0
297,23.695015118609998,47.541715226051465,50.0
298,19.067977237322722,68.7009340093577,50.0
299,28.229951417875178,57.509982999540156,50.0
300,22.80374995601592,32.245565387107405,50.0
301,17.924767626695015,57.78578949654139,50.0
302,20.933227724289786,44.877976508487336,50.0
303,17.103355524124723,42.20970600066301,50.0
304,22.366776539356504,69.27110528275342,50.0
305,13.564318848905863,53.222775795028696,50.0
306,14.474003144479068,36.839446393550745,50.0
307,20.878863638167452,58.23440412202613,50.0
308,20.31089755005562,66.0995207262989,50.0
309,18.987166273900108,58.4497727528489,50.0
310,19.990519511073103,44.33479708784985,50.0
311,20.36969559433489,62.36710434796757,50.0
312,19.788557935984535,43.57325582199697,50.0
313,19.683301745635536,36.36987419059708,50.0
314,23.376667835890668,50.11630180291661,50.0
315,18.07097635392341,45.793746571541014,50.0
316,19.640878674983753,20.117912598579288,50.0
317,20.472424497129147,62.206137263218515,50.0
318,17.110905066983086,47.93780486908789,50.0
319,21.56474382375123,44.60659909089327,50.0
320,22.1536079224358,66.97901010660102,50.0
321,24.43100305980799,32.32466488360576,50.0
322,21.88804428184556,47.507055763998096,50.0
323,17.081177265804428,64.4240430800633,50.0
324,21.088616974555677,40.19169439551148,50.0
325,18.15764598742213,53.517174517591776,50.0
326,17.011471163563254,81.34528579504749,50.0
327,18.603787254903096,33.86968941222263,50.0
328,24.836264025831248,53.119540781504426,50.0
329,19.481897802632098,33.99146865564188,50.0
330,19.075847583376525,44.820962967350184,50.0
331,22.388498250858323,54.19850682563274,50.0
332,22.348069177219518,62.60869345562537,50.0
333,22.572409308815217,59.00099333013367,50.0
334,22.49053114097611,59.183678049881706,50.0
335,16.5380737113708,59.46040027955253,50.0
336,19.517887484794564,42.21168160998766,50.0
337,23.78416939224674,41.30134763025462,50.0
338,25.177392933736687,66.79589911108228,50.0
339,12.37410762186245,63.20032694255564,50.0
340,21.90748909327564,70.99625227355043,50.0
341,18.78454165195703,48.31450539128616,50.0
342,21.55662220898031,37.83261464599809,50.0
343,20.482972709643047,32.147751462400734,50.0
344,27.307064078845983,65.17384235761197,50.0
345,28.25452884641179,39.128200596495084,50.0
346,18.00696309730181,42.8973480525399,50.0
347,18.796336023050305,48.82508678936049,50.0
348,15.858560067316482,56.795075366485726,50.0
349,14.992073250304271,48.82479200489162,50.0
350,19.20528599596782,50.530360893225925,50.0
351,16.728393021781663,40.5538234166772,50.0
352,20.41273109253755,69.21926172494429,50.0
353,25.256786075053828,66.03103476038882,50.0
354,21.685371669120315,66.04193660663107,50.0
355,20.217742857074896,57.02749768141781,50.0
356,21.949386942193044,43.49861771445764,50.0
357,24.90997970861694,57.69496856988353,50.0
358,17.075800677399016,37.05557001674663,50.0
359,22.355489870278113,57.93390419658941,50.0
360,19.406615272332438,46.864372797181716,50.0
361,16.609827662847042,54.199017112478295,50.0
362,26.593310228067548,66.80961795822697,50.0
363,19.85130858482403,86.4234459911111,50.0
364,17.48945869686362,48.52235017641408,50.0
365,20.464060051423797,49.25918445501041,50.0
366,18.316338001102988,30.994843070129427,50.0
367,19.336380191682814,40.449381681076304,50.0
368,22.63291037038429,53.297889521519274,50.0
369,24.64738605382335,61.80696442592371,50.0
370,17.76235176887711,45.68444554752624,50.0
371,21.761472169813015,54.13329567448429,50.0
372,20.916409680238356,69.70018001774059,50.0
373,21.28253354631187,28.01185932108944,50.0
374,19.51362162857494,55.47067400865934,50.0
375,20.57996447445242,53.608076798776395,50.0
376,16.18804269447532,34.496969982717246,50.0
377,19.667663702217,52.917282678705845,50.0
378,22.31358223424361,45.175844199368804,50.0
379,21.00878259728792,65.55146481709168,50.0
380,21.767157087776756,30.961986337313487,50.0
381,21.574210447278507,70.78289848574079,50.0
382,17.641127047106604,51.13531422317757,50.0
383,18.066973062943134,73.64818661791064,50.0
384,18.4090258114432,65.96952428909107,50.0
385,26.28800776513074,55.997560923679266,50.0
386,23.09640612561192,64.41438821064044,50.0
387,19.621544475393396,41.04412953744242,50.0
388,19.171466462255843,55.99330074188022,50.0
389,26.907811177284206,47.36312992773571,50.0
390,16.59464924272016,63.3990615150834,50.0
391,25.311405976056587,24.64414033898612,50.0
392,19.02706490573022,30.96470823166758,50.0
393,21.68016088773214,28.972372725596113,50.0
394,21.196700136107953,49.17751782819421,50.0
395,19.460121911527324,30.881313304737255,50.0
396,21.97952260288414,44.249713057469,50.0
397,24.241433514732694,53.08022800496019,50.0
398,22.0110702041785,49.05370018341043,50.0
399,20.078223936756,54.39847086041174,50.0
