unit_id,CropYield,LeafGreennessIndex,RootZoneTemp,do_ph_acidifier,do_iron_fertigation
97,50.29431387711806,31.366190201844322,70.28253461695545,70.0,50.0
98,51.14548238428731,30.588628538609306,55.33242978958319,70.0,50.0
99,50.37831055242312,30.388945068410067,54.183110245522776,70.0,50.0
100,49.525556452987715,31.432018569869793,43.337875109439935,70.0,50.0
101,50.66001089785783,30.27221024708314,52.59397607779067,70.0,50.0
102,48.43694174923919,30.39564257246888,43.061385301983535,70.0,50.0
103,49.735460236497744,30.778590122943324,60.812496916726694,70.0,50.0
104,51.121423176592785,30.097944945360037,31.308363924074055,70.0,50.0
105,57.317597637440905,30.64339360938132,67.6279194867353,70.0,50.0
106,50.29966942193642,30.873272056951773,49.513254131974605,70.0,50.0
107,57.73224960016051,31.022626334453165,40.847718749288504,70.0,50.0
108,49.63481320333899,30.699547035420334,53.291388723696066,70.0,50.0
109,50.891908734928734,31.15708334809639,50.49487591102377,70.0,50.0
110,54.96238420135476,30.99785857931083,45.05187191053333,70.0,50.0
111,55.6623930370404,31.25653817973017,53.12381305334644,70.0,50.0
112,51.07468647326448,30.564396941318442,42.90140090038341,70.0,50.0
113,47.57222991603205,29.988052782855494,31.152369077255386,70.0,50.0
114,50.4141316123769,29.937227283647392,42.597894934459276,70.0,50.0
115,52.88363522626777,30.607658998290923,42.76954760902338,70.0,50.0
116,54.08353727515024,30.268721093500282,56.67636441749265,70.0,50.0
117,48.608633607654305,30.691265139136448,50.29969955319496,70.0,50.0
118,51.485179995735784,30.417660699760617,54.663175067941076,70.0,50.0
119,45.40794375819454,30.021642012474107,45.978431215788305,70.0,50.0
120,49.58581549352557,31.003998572748518,37.136954404464966,70.0,50.0
121,49.40855070397183,29.77591407612813,61.45609075306371,70.0,50.0
122,53.52462296995043,31.844943043376123,37.265806640746995,70.0,50.0
123,51.34896936244945,30.35983211287154,40.31176575977582,70.0,50.0
124,47.96919757630608,30.598344003150952,55.1134290074358,70.0,50.0
125,49.641736630454844,30.79109604620982,72.45714141473972,70.0,50.0
126,46.77815138870397,30.73341833967683,46.04207535454323,70.0,50.0
127,52.92908885079553,30.683930298041847,50.36486491117251,70.0,50.0
128,47.61553453028558,31.206541676849884,52.21726854157885,70.0,50.0
129,55.16071840531673,30.924017357063743,74.88933196442325,70.0,50.0
130,50.14265110109841,31.063361800652103,66.16945855359528,70.0,50.0
131,51.26200637472524,31.01236828795592,69.81852927131366,70.0,50.0
132,50.898356983275015,30.215277423760234,36.82908838427212,70.0,50.0
133,48.97713671322599,30.836394016849134,42.80749560647421,70.0,50.0
134,50.095188364947575,31.079778529164745,39.41110802012623,70.0,50.0
135,49.70831181420438,30.090721666691977,55.77944128026796,70.0,50.0
136,55.00268707796884,31.02255592993106,45.83237946069685,70.0,50.0
137,50.65651262578383,30.040068160257892,60.9797750807505,70.0,50.0
138,57.8804332388476,30.608507329045608,53.435125949738115,70.0,50.0
139,44.00993710245979,30.94466670999887,72.93791728335734,70.0,50.0
140,45.17702779818167,30.48180405282924,39.22422478299943,70.0,50.0
141,50.14222636502701,31.053573527494134,58.027257245834186,70.0,50.0
142,44.901301491371576,30.878909167572054,34.438097204593475,70.0,50.0
143,47.40089517170557,30.397870825561203,36.69970937964095,70.0,50.0
144,47.476406710621966,31.570539598140723,67.48020517727844,70.0,50.0
145,50.20341604487231,31.431518617723015,53.19031656773616,70.0,50.0
146,54.13622841932064,30.378954014050404,74.7807279759441,70.0,50.0
147,53.50230944514219,31.440709800715418,68.12041869203476,70.0,50.0
148,52.9824185416493,30.75819617747319,53.25134024898038,70.0,50.0
149,53.43812900746715,30.599495420252513,52.01626048711995,70.0,50.0
150,53.10162903361381,30.108456532828583,60.168167270715735,70.0,50.0
151,48.317298815409714,30.297573199714556,57.754815067186414,70.0,50.0
152,44.863996537815325,30.502528959262293,47.59661770121719,70.0,50.0
153,50.40731253977302,30.722305172727214,32.26668657237516,70.0,50.0
154,45.61697056287056,30.552184954852077,56.67901278342906,70.0,50.0
155,52.75309520332808,30.111512320874283,50.30606989499002,70.0,50.0
156,53.66020561203301,30.895629317666515,30.980809635503935,70.0,50.0
157,44.93054367369275,30.720559402361456,68.87988214709135,70.0,50.0
158,48.649224563352895,30.7046909080112,53.23423920217359,70.0,50.0
159,52.61268946539189,31.185464963635646,62.47926360233742,70.0,50.0
160,46.23372035371384,30.792679995176425,61.89552278750969,70.0,50.0
161,49.89864006060501,30.559702362819195,83.5182907692487,70.0,50.0
162,52.90381585272757,31.37860244001893,49.78375022334107,70.0,50.0
163,46.86624817237108,31.04088538828457,48.480047524842874,70.0,50.0
164,49.88078833318303,30.994024893102367,45.590884758038655,70.0,50.0
165,53.374641357303354,30.206522640567943,59.007464557185514,70.0,50.0
166,48.114385346919,30.863751741224206,45.31861383734623,70.0,50.0
167,49.59307934965918,29.630654168398422,68.43665603596618,70.0,50.0
168,51.09739595732277,30.723385524873184,36.03642441316124,70.0,50.0
169,49.68435575110289,30.939561872148015,29.280587981502578,70.0,50.0
170,46.2982063931312,31.70499338377418,46.02644320975106,70.0,50.0
171,52.98745882009196,31.02677723290464,30.449008045100676,70.0,50.0
172,47.72063613412267,31.19227393124236,45.91739892413186,70.0,50.0
173,45.16904793263205,31.542975444218524,47.1293539222033,70.0,50.0
174,51.01172049694914,30.913260463521556,25.751796394657607,70.0,50.0
175,50.332656407093616,29.73020518670963,49.67148464888417,70.0,50.0
176,52.83201269889072,30.817270191484305,24.9672588564051,70.0,50.0
177,49.637595531401104,30.752205807199232,33.55503306178272,70.0,50.0
178,49.57829999148428,31.288853491078985,50.14704302255773,70.0,50.0
179,47.41910840152492,29.39734586802639,59.814575346409306,70.0,50.0
180,55.90162510812242,31.29859947599275,59.45171574170479,70.0,50.0
181,50.11807197037538,29.888230603084754,55.52761910685801,70.0,50.0
182,49.84455383661549,31.057291703035222,35.27016280400676,70.0,50.0
183,45.03135765701055,30.253012241009767,38.36011040956832,70.0,50.0
184,44.943543561502906,30.079549598304368,51.633171368150876,70.0,50.0
185,56.8863804325619,31.128652406417366,72.26324235337277,70.0,50.0
186,55.085830465952355,30.72468278867382,57.980699107958365,70.0,50.0
187,48.78309092832199,30.836467053581224,37.59138418143404,70.0,50.0
188,54.775270701973646,29.402329932105296,31.969577227128067,70.0,50.0
189,48.05347575244874,30.490722973219242,48.252864522638006,70.0,50.0
190,51.73930915940605,30.590580449531434,27.301701028451824,70.0,50.0
191,53.49686884576622,31.50585696045718,49.500879746941266,70.0,50.0
192,50.5804969940006,30.517208241490465,33.46505029815698,70.0,50.0
193,51.25226922067758,30.791411490015438,30.22290107014879,70.0,50.0
194,55.84835822299175,31.627782094406204,56.69050536866323,70.0,50.0
195,48.63341266221468,31.421383552676748,46.204182019368304,70.0,50.0
196,53.62536314617789,31.190718763211535,57.87076527859244,70.0,50.0
197,46.1023032311971,30.849494060739637,55.10160809028398,70.0,50.0
198,50.83763617433189,30.702058735912495,48.57355974931448,70.0,50.0
199,48.93524392708671,30.58468959334037,67.30401486046391,70.0,50.0
200,45.531160926709234,30.628471657672016,37.31293007421871,70.0,50.0
201,52.23998087730705,30.67290123147557,34.86819704019997,70.0,50.0
202,43.06975435055828,30.108588692169125,55.00566602391868,70.0,50.0
203,46.5065264844509,29.94863674270144,52.98894972205459,70.0,50.0
204,48.36579186302435,30.626745073973225,74.7387715541119,70.0,50.0
205,49.49512604683465,31.557090304046184,63.71743692203079,70.0,50.0
206,50.74692782587998,31.108448850361416,46.34028164856142,70.0,50.0
207,41.79784952960507,31.568441485105627,33.9558838012554,70.0,50.0
208,54.43421609980471,31.108903870867472,37.169402891346024,70.0,50.0
209,49.16817412029556,30.46825876326338,28.693401860860487,70.0,50.0
210,53.91646055193601,30.25518469485728,39.3659745538754,70.0,50.0
211,48.22312052418009,30.731474906671682,34.25740800292003,70.0,50.0
212,47.66139869515298,30.92713498355286,29.031210217393465,70.0,50.0
213,45.560012688254126,30.895655184213087,53.66472437843763,70.0,50.0
214,46.5504189134031,30.92420732970248,40.359395612669125,70.0,50.0
215,49.33318962915658,30.880348735296717,64.86720796792463,70.0,50.0
216,49.90794819512627,30.05202934565296,61.64794085378754,70.0,50.0
217,48.60435181099016,31.092826684079256,36.63709321759739,70.0,50.0
218,48.80579255970505,30.650466867322077,33.39844683764583,70.0,50.0
219,49.630815081173026,30.64989038300318,41.70580740353619,70.0,50.0
220,44.58765801249857,30.69720233180001,46.90820850995972,70.0,50.0
221,47.70673552982168,30.519620898273953,64.48231176059954,70.0,50.0
222,50.588771654405654,30.770453577008777,54.32938818360455,70.0,50.0
223,52.53506333247894,30.343625810788183,50.94445628719612,70.0,50.0
224,49.25702732396809,30.865066117872818,30.171595247203033,70.0,50.0
225,49.12715649618978,31.42123324303954,45.566015922600606,70.0,50.0
226,46.01888323848175,30.591394005741716,52.538052779303904,70.0,50.0
227,46.23149075636957,30.279471522751187,38.5424682173262,70.0,50.0
228,45.44578400795211,30.750238328467056,70.06124247577439,70.0,50.0
229,51.5545331973258,30.188438576241463,27.542418972369905,70.0,50.0
230,50.073087992768016,30.308670896142505,55.56288799529986,70.0,50.0
231,47.33216035836141,30.60120780057537,26.355682229807314,70.0,50.0
232,50.299145510052874,29.951339865964137,39.2178720273728,70.0,50.0
233,46.437082784823644,31.46910016146429,56.216159537246185,70.0,50.0
234,50.10526273816459,31.524840605499303,51.00515384308335,70.0,50.0
235,48.85045435312704,30.328120103987214,44.9226902191147,70.0,50.0
236,49.07464928271015,29.84249573010832,42.34906511466198,70.0,50.0
237,47.069382443074836,31.284740752212272,49.90052822747305,70.0,50.0
238,52.05122957584498,31.20150363772986,61.977666024240975,70.0,50.0
239,44.63300237239588,31.540663232006704,73.16482343461767,70.0,50.0
240,50.93869798562665,29.76356566863889,42.1870222060756,70.0,50.0
241,47.003463356374404,31.07684638497086,50.52308970473818,70.0,50.0
242,48.890189073262114,31.792770427900606,56.677190712006485,70.0,50.0
243,49.54994853174503,31.298829321561087,71.66492985607121,70.0,50.0
244,49.03829149184061,31.3713995794097,66.89977147031242,70.0,50.0
245,51.25981617606127,31.44772688979211,71.21988860115829,70.0,50.0
246,46.64743282415378,30.389152286550413,36.05831614574531,70.0,50.0
247,53.38426273492504,31.65502810550324,45.40406911170888,70.0,50.0
248,47.516004119123224,31.132735492869287,67.50199035293898,70.0,50.0
249,54.424953200999,30.587911982628082,49.83634876326303,70.0,50.0
250,47.110313117365145,31.029690256587557,35.39527693789613,70.0,50.0
251,48.06881235487713,30.306799952474737,46.41807081437142,70.0,50.0
252,46.77323202831753,31.078715843685668,51.04102707264884,70.0,50.0
253,52.124639695552325,30.9060433760382,45.485858539471955,70.0,50.0
254,55.177317064988614,30.54030279445602,51.10690990873326,70.0,50.0
255,47.30272715702788,29.77091327801655,60.25806150625786,70.0,50.0
256,51.58053054854513,31.367764645916207,52.584319314199675,70.0,50.0
257,53.00664111547311,30.514896411483008,46.64235448719914,70.0,50.0
258,53.54482086761522,29.74932836290175,58.50742244258813,70.0,50.0
259,48.57796685475975,29.031517369887304,59.49827591705573,70.0,50.0
260,49.18510955012019,31.392088856835063,62.63957804943174,70.0,50.0
261,46.21598892536922,30.969358831390117,66.06860205159529,70.0,50.0
262,54.959178465926165,30.864314860783754,48.512508309165604,70.0,50.0
263,53.59024737956716,31.590526674305817,72.64048142907278,70.0,50.0
264,52.24791148604808,30.912359543009806,47.222745293632016,70.0,50.0
265,50.96162204171445,31.225936604158086,46.875541524879225,70.0,50.0
266,48.613422592383955,30.41008041451308,69.91619078413318,70.0,50.0
267,53.09343253046822,29.103430787399326,66.08113973680324,70.0,50.0
268,48.25106225650092,30.511328089308932,46.886626487508074,70.0,50.0
269,55.585095479263735,30.29325507312508,37.570650042393176,70.0,50.0
270,47.57289290847663,30.607118814522742,47.31162081063976,70.0,50.0
271,49.51357560661767,31.073412145474187,48.631975004089455,70.0,50.0
272,45.71822236973917,30.712248212125367,49.379336204503424,70.0,50.0
273,48.05948821257717,30.51487671601991,42.61971536702469,70.0,50.0
274,48.60810747502074,31.31245879793762,50.39058580468475,70.0,50.0
275,57.075438070457,30.347695578505096,55.28839635612657,70.0,50.0
276,47.24487352522512,30.204689265124117,53.82477568733692,70.0,50.0
277,53.296244684463254,30.396486466914798,26.544937110462868,70.0,50.0
278,53.71300717422416,30.449895470207927,68.15639415686053,70.0,50.0
279,51.281661193467826,31.277447033669002,50.557559102681815,70.0,50.0
280,52.27309686565271,31.074093946460852,24.444723938623156,70.0,50.0
281,53.84815976313086,31.02291610230225,82.27687571808382,70.0,50.0
282,58.88538664842697,30.672971813885695,38.27448241874655,70.0,50.0
283,47.446122576921525,30.763330944250562,52.32957549420941,70.0,50.0
284,54.00406856554057,31.056052383573515,46.94257411322846,70.0,50.0
285,48.77139011010904,29.881150299671145,61.314227348424524,70.0,50.0
286,47.616361322895756,31.121791348498128,46.747154880974655,70.0,50.0
287,43.48343301385052,31.5740653640742,56.561185044009065,70.0,50.0
288,49.37906487505605,30.142816745004254,59.233122691008745,70.0,50.0
289,48.884460561659544,29.80465024816245,35.48543273767838,70.0,50.0
290,45.222405296369125,30.556663904184372,44.0250205704818,70.0,50.0
291,52.25617674913696,30.290452398282337,36.20113698009913,70.0,50.0
292,54.865836065588056,30.227721358773145,56.02043766144002,70.0,50.0
293,47.021881125090324,30.781455547721354,31.50580286184762,70.0,50.0
294,49.82271475599297,31.278568956542014,41.33378996854925,70.0,50.0
295,41.274912118879016,30.385648619990192,74.63381075504053,70.0,50.0
296,49.5394834406764,30.778004075398677,58.909460473828666,70.0,50.0
297,49.150073748326434,32.200968635992865,61.33190069281875,70.0,50.0
298,45.54472733123874,31.02436805647446,50.232803222051885,70.0,50.0
299,47.89007821217601,30.209105583427206,59.63034220238816,70.0,50.0
300,50.44558519316766,30.51207710952187,37.52709931506323,70.0,50.0
301,44.793306851133174,30.25457048482345,46.17234676482051,70.0,50.0
302,50.85746849860107,30.626147194676573,58.446632555725095,70.0,50.0
303,49.72708689190158,31.2497052746208,42.6282059908485,70.0,50.0
304,51.16488325750773,31.158725358971267,55.35405952653589,70.0,50.0
305,46.48274718077451,30.441716144569035,46.92059528802961,70.0,50.0
306,46.07024610714796,31.33809790353878,48.34945333408971,70.0,50.0
307,50.78363446781801,29.757931433512443,47.854458838061,70.0,50.0
308,50.795446962571944,30.664090579635243,55.300447128596616,70.0,50.0
309,48.30287758697488,30.585088663209355,59.54555439056771,70.0,50.0
310,44.450664057339424,30.417212940164774,81.27009236709553,70.0,50.0
311,48.66644596735749,31.117378442912155,48.409641888263465,70.0,50.0
312,56.4180310749022,30.328962048821968,41.70958382934319,70.0,50.0
313,45.67739987385745,31.11031529449962,39.468320347364184,70.0,50.0
314,52.28194459898363,30.590600905602827,45.83869384717935,70.0,50.0
315,50.6022695517964,30.663338239336642,66.61273619799194,70.0,50.0
316,47.312942243132134,30.764916138673875,50.26592109768922,70.0,50.0
317,46.738732628501275,31.53367998464704,75.74204857733986,70.0,50.0
318,56.37694407510337,31.063499538823834,59.348367448531164,70.0,50.0
319,50.61831198500117,31.05601122879209,58.97873830543383,70.0,50.0
320,55.951293652865836,31.0201180480814,49.53288154370088,70.0,50.0
321,46.28843483673857,29.866101226017268,51.37182077033368,70.0,50.0
322,47.63420569634297,30.183823494649882,47.95807589897777,70.0,50.0
323,54.807559883650775,30.738700326933582,33.25005854141619,70.0,50.0
324,48.51058497280615,31.738128081809418,45.865551535650724,70.0,50.0
325,49.25626303704109,31.79409072877927,56.40671550865038,70.0,50.0
326,46.887050417938276,30.196015420949678,56.6907619332646,70.0,50.0
327,47.86747250650985,30.720248319421437,39.98838809160944,70.0,50.0
328,51.91764102876186,30.1691611876348,47.517987545883436,70.0,50.0
329,49.98039887465075,30.883865084456666,51.44689184713469,70.0,50.0
330,54.46758115195438,30.005366418574713,67.45585110998198,70.0,50.0
331,48.35456639097314,30.855938645148502,57.05927543868937,70.0,50.0
332,50.40411517386712,30.192560878550612,39.348164031326114,70.0,50.0
333,54.09635525329397,29.74837169387736,60.598280612984354,70.0,50.0
334,47.95685663359605,30.60286112821351,47.30255650438465,70.0,50.0
335,52.64967843320698,30.705413031569357,50.668050992991205,70.0,50.0
336,54.64292995366098,30.071999928167944,44.567796793721435,70.0,50.0
337,49.920353332195155,30.882071046736826,27.664136291742075,70.0,50.0
338,43.941968636588776,30.50064685240961,59.120796857934195,70.0,50.0
339,53.418239069803114,30.9689537830449,38.200967366010985,70.0,50.0
340,52.79561539059398,29.988807171344227,36.193274105836124,70.0,50.0
341,51.607321535487316,30.713758612760877,47.54060995525252,70.0,50.0
342,51.67629189271274,30.072892655515922,62.05153995692454,70.0,50.0
343,50.90517721911807,30.51336576917189,45.551461568935714,70.0,50.0
344,45.86548337310006,29.863590974177527,43.6852240234207,70.0,50.0
345,48.076207887607985,30.404083606926715,51.17915172876793,70.0,50.0
346,53.120288901561615,30.947942376664663,46.81868365176902,70.0,50.0
347,53.30534400782682,30.477255189065094,53.98318129097329,70.0,50.0
348,51.3826103981055,31.876329634155177,44.77215061139299,70.0,50.0
349,47.449798917506996,30.827928835397387,33.61486039689555,70.0,50.0
350,54.26922792553551,30.56420057481088,25.67184871162594,70.0,50.0
351,46.34784887387223,30.792841753066746,38.532363331508414,70.0,50.0
352,44.55463801550643,29.81039565970188,78.39884022998756,70.0,50.0
353,46.703971006239954,30.550099000397925,48.03441551283995,70.0,50.0
354,50.70867686830508,30.393676918196935,51.38137833203031,70.0,50.0
355,45.693715297288065,30.009091729823783,47.39966370192876,70.0,50.0
356,50.629762352947665,30.062675490404423,45.22051678580859,70.0,50.0
357,48.67291766519522,30.11530672735306,50.32223788381222,70.0,50.0
358,52.22892939711753,30.927316633980663,51.38150098201136,70.0,50.0
359,55.05859654294099,30.85435918224881,47.68735232389709,70.0,50.0
360,51.90852146994235,31.607832551320758,55.71168146968775,70.0,50.0
361,55.4424150463383,31.117574796891763,38.51020930171057,70.0,50.0
362,45.284025325309536,30.62800452182546,56.057761814650284,70.0,50.0
363,54.243858232165195,29.94950366797776,48.689081444291126,70.0,50.0
364,43.44329026488987,30.618602329706793,37.76643618449605,70.0,50.0
365,48.38663790720392,30.621488895524955,59.099785898734794,70.0,50.0
366,51.378190215463924,30.262204019159512,63.60969547406689,70.0,50.0
367,50.48285817008636,31.477008254362783,33.235976545259014,70.0,50.0
368,49.234326427800674,30.97464249712074,59.59435586892269,70.0,50.0
369,56.272125793319006,30.62770665021155,67.34486548435252,70.0,50.0
370,49.8243006149981,30.830315258590232,52.91236711425248,70.0,50.0
371,47.99814760689918,30.243001011318018,67.48946166665546,70.0,50.0
372,52.9643094993653,31.163393965087668,47.37955723135541,70.0,50.0
373,52.27208843513815,31.47474236800117,69.10858712335981,70.0,50.0
374,46.292465408196804,30.363212656962343,55.52217356766181,70.0,50.0
375,55.98785510223093,30.698587385795587,54.41458848946356,70.0,50.0
376,56.27587849928847,30.361820838360426,56.15116975041753,70.0,50.0
377,53.16063432800944,30.710065665947962,34.2473811110923,70.0,50.0
378,51.206742619707406,30.107822564694327,48.08034262098083,70.0,50.0
379,44.74269298173359,30.28373230429514,40.858445397898585,70.0,50.0
380,50.196682430433796,30.550312038532518,40.37083742443962,70.0,50.0
381,54.01935287338897,31.613594904384463,39.3476081215343,70.0,50.0
382,52.82208323135623,30.964383361594457,37.48488772930523,70.0,50.0
383,46.0586172636181,31.54772264135852,46.767311458319455,70.0,50.0
384,48.30496317199133,29.879757925086338,71.01670879032979,70.0,50.0
385,49.93364039280627,31.06211206270631,51.828296524228435,70.0,50.0
386,50.199614059637,30.940375377805008,48.466588515751376,70.0,50.0
387,41.66185563003869,30.975392187041894,59.9630699368004,70.0,50.0
388,54.935432694578516,30.884281516940764,70.99589064405134,70.0,50.0
389,40.796267831166475,30.283850265162776,51.75943892600222,70.0,50.0
390,50.693571998538445,30.877688482810058,50.182819735044774,70.0,50.0
391,50.170815958906225,31.436159024251012,59.66035715951725,70.0,50.0
392,50.30246742229576,30.680300281158654,49.199140072505934,70.0,50.0
393,48.122372272255504,31.092537743465886,60.45905479334383,70.0,50.0
394,45.355706523663386,30.895133349173864,28.853476103061706,70.0,50.0
395,52.652058067289886,30.711653105791633,51.3075979992751,70.0,50.0
396,54.45098466675431,30.998762270466898,57.428308596294656,70.0,50.0
397,51.148657685748944,31.286447086485666,68.08939568151571,70.0,50.0
398,53.50508712140253,30.894075607574162,67.27149092323803,70.0,50.0
399,50.54820883883607,31.31111070488242,74.48372381758304,70.0,50.0
