unit_id,HarvestBiomass,TankTurbidity,do_set_FlowThroughRate
119,-16.87964085257184,67.53495026681297,80.0
120,24.31129373658765,66.61413382383992,80.0
121,-19.56738978073326,59.936964379071874,80.0
122,21.430430387168308,109.01023067931908,80.0
123,-6.644491954318921,76.30424730246037,80.0
124,-14.12590382755716,66.85421436830963,80.0
125,-0.3220443601640661,105.44563279550384,80.0
126,-0.3603344777885402,63.80307065509881,80.0
127,-17.135456842657568,76.83762684185956,80.0
128,-4.7857146039387155,65.05801516673353,80.0
129,-12.266797337386812,63.23652605347231,80.0
130,-14.032745881004708,84.12892520139833,80.0
131,-3.2309131985928543,82.1762231098393,80.0
132,0.12156427376084356,76.82548653492174,80.0
133,0.25870514532820543,89.34215608545087,80.0
134,-10.179606238872164,80.57893441023329,80.0
135,26.262948846969753,91.36360699131437,80.0
136,10.059888930121163,78.97155871918126,80.0
137,-16.260529489448245,75.38704767312286,80.0
138,-17.63763254963251,69.690647671194,80.0
139,-26.084811487092615,67.40300785378996,80.0
140,-14.823436513140596,74.77088780608166,80.0
141,4.977828021437771,78.76180194950163,80.0
142,-2.4063198883045516,56.90838800960191,80.0
143,-21.517385137821044,76.65437451174115,80.0
144,-28.778275773830153,67.82198789204858,80.0
145,-19.457714198474168,72.08834930991034,80.0
146,-19.578550609616315,70.52645096933432,80.0
147,10.469746514334844,102.26866444021739,80.0
148,2.437808706975906,77.04190516740434,80.0
149,-1.5074880166117346,71.44712438375177,80.0
150,-10.73051562178125,75.95795849864382,80.0
151,-2.12903950937084,91.89824288362651,80.0
152,-15.43564954601116,78.20964733940332,80.0
153,-10.16933456926262,78.29238354368103,80.0
154,-10.278441354978252,61.95478673412058,80.0
155,-12.910685456650683,64.2514500756174,80.0
156,20.535104654820724,91.55335755206616,80.0
157,11.906418848158019,87.29892202934452,80.0
158,-18.259023273497178,68.7419925127139,80.0
159,-13.648216566885118,71.23609488893855,80.0
160,-20.041815262163677,71.62273930478742,80.0
161,-16.177308795748853,86.89446583127038,80.0
162,-2.124512255166693,84.0675123085357,80.0
163,-5.61706567898685,72.11909154628205,80.0
164,-10.0700433807694,82.38511400867797,80.0
165,-28.604785161098214,69.08731842206898,80.0
166,-9.884582966390672,57.45123219907178,80.0
167,-7.136815131964402,74.97997019906504,80.0
168,-22.837236068099756,58.61176188837716,80.0
169,-14.61624389201132,86.69828545149402,80.0
170,15.239571406359477,94.86353711634312,80.0
171,-6.951655020753483,81.95847056850609,80.0
172,-6.970390614857681,88.45679726698748,80.0
173,-17.273590289152654,76.01823669230718,80.0
174,19.17247320844212,72.5160823609689,80.0
175,-19.6849373910193,53.444005209328,80.0
176,-13.888945260647892,82.07785554883408,80.0
177,-6.012955759853309,91.95575384166753,80.0
178,-22.6225623797888,64.13221140206535,80.0
179,12.952353603146946,79.81711551492539,80.0
180,-30.65680632737778,55.277509833796884,80.0
181,-25.35745482685573,68.44602946202012,80.0
182,-27.568871152750976,64.97830095206014,80.0
183,7.2786009031773995,77.67016564132571,80.0
184,-17.77626096613384,69.09866442337285,80.0
185,-5.093810925143121,56.52047284349394,80.0
186,-18.07296598910749,67.83878886429446,80.0
187,-18.696829014134856,87.91228988227381,80.0
188,-23.995397302337036,63.344453541398366,80.0
189,-7.907359546000997,74.90564879496605,80.0
190,-0.3926056551002448,97.67325476548733,80.0
191,24.108026241029602,76.7945282658089,80.0
192,14.11853112555144,86.6619918900995,80.0
193,4.469795583367655,63.68052227940181,80.0
194,1.2956820503054196,86.85325935068988,80.0
195,-23.64582371991187,65.02879365445722,80.0
196,-15.132982496951433,87.06765059274824,80.0
197,-12.26007334002434,71.7080773461893,80.0
198,-29.103344428274514,52.27520664400379,80.0
199,1.372243337453737,79.3901690099891,80.0
200,3.714242300048622,91.04014391429361,80.0
201,-19.139738961292608,63.768007816337516,80.0
202,-27.5781272133119,66.59955629876798,80.0
203,-11.081217237180594,72.67240555194705,80.0
204,-16.5574059636238,48.85636569913785,80.0
205,-19.35840765514847,79.0198671580227,80.0
206,-17.321670776260316,72.36506550786008,80.0
207,-27.852886706830386,54.22570307301104,80.0
208,-18.426986477617397,65.39127218056112,80.0
209,-15.69222206150992,77.85858410353222,80.0
210,-13.177646098956467,71.46442327542155,80.0
211,-2.616440336939866,98.90851901648239,80.0
212,1.5883443451347412,74.08039417484578,80.0
213,-18.17770183972759,58.82058436662956,80.0
214,-24.430005736850667,67.1570979107125,80.0
215,-9.687145407244515,88.31123396682923,80.0
216,-2.459992182858042,71.71556475876095,80.0
217,13.257037752647047,88.26014089244308,80.0
218,-0.672380338893193,76.68176373327404,80.0
219,-9.098938469572316,64.6292181135296,80.0
220,-20.076342575217424,51.739329296108366,80.0
221,-18.136326867371952,84.14054679903084,80.0
222,-3.3180671582419796,68.32320080550167,80.0
223,0.23081668546134693,93.48106441689046,80.0
224,-9.768738903758338,65.18737723643952,80.0
225,-30.85548645188336,59.635470173453996,80.0
226,-20.670265296254435,83.6757329162371,80.0
227,-20.148901196856627,53.58735214090164,80.0
228,-1.2395938933527888,100.23235294872919,80.0
229,-14.404668420281308,57.14340875444475,80.0
230,11.997265675288016,106.71560936375474,80.0
231,-17.04644636418422,68.67099257928889,80.0
232,-0.594159657853015,94.42866493337434,80.0
233,2.2011553664938655,83.02490080514256,80.0
234,-10.514329308573888,67.31899241639721,80.0
235,3.510437465897633,99.1263157616792,80.0
236,-27.60873089378488,69.62759749229282,80.0
237,-7.35774662739289,65.64698596306422,80.0
238,-11.525453206843341,64.56012747145652,80.0
239,19.952204495582958,98.41963976539954,80.0
240,-10.253257651028473,85.86793566110791,80.0
241,-16.17475083071738,62.62995275573416,80.0
242,-23.564489100612985,68.57483685174759,80.0
243,-4.682202573205003,66.0148997248902,80.0
244,-3.36795052410833,65.02364782821398,80.0
245,-22.695734076861402,63.58405498595419,80.0
246,4.2450536420783305,90.73988940214633,80.0
247,4.583572180520409,86.61344318974963,80.0
248,-18.07594717224423,81.42204354361336,80.0
249,-4.49406823453776,84.34468571629073,80.0
250,-10.560554423864296,57.73826491848567,80.0
251,-13.00007263992198,101.93850764569777,80.0
252,-26.350923815394655,67.10709796941572,80.0
253,-1.5565907544525004,95.53701476397462,80.0
254,25.212183468833793,97.04056190964954,80.0
255,-7.085491211553901,75.51883690630305,80.0
256,-10.860441638584975,85.33747865707552,80.0
257,-13.702226004655659,76.70994384829001,80.0
258,-3.703092860804608,98.4613882415805,80.0
259,30.322878138865498,75.6388133498036,80.0
260,2.0412208469398365,95.01795506484535,80.0
261,-21.16841749444926,79.37800881659786,80.0
262,23.500760437277833,79.97670488315542,80.0
263,-7.986135584025353,88.81235446233616,80.0
264,-2.2298318533388928,91.10939603842341,80.0
265,11.234675039169028,68.22443400695445,80.0
266,-23.174964724357892,60.56203199453772,80.0
267,-14.27089701250372,57.0469818154279,80.0
268,-13.663435473527205,71.91028180176848,80.0
269,-13.25391229225943,99.9842951897251,80.0
270,-25.412740064711876,64.99321780445221,80.0
271,7.195039603553488,63.008175428569224,80.0
272,-14.975959293280685,82.45137823630364,80.0
273,8.602203321392867,85.89024298123738,80.0
274,4.152827050274802,64.66413825092623,80.0
275,-9.549919867393564,77.09471703334115,80.0
276,-20.247206044028896,81.07551494664176,80.0
277,-16.163219510552008,79.93966458038301,80.0
278,-17.01758510024151,70.11816699359427,80.0
279,12.045121572183522,84.05969272025399,80.0
280,4.918430043879864,81.81099494904961,80.0
281,-11.521378765638925,82.34578969550041,80.0
282,-25.8900337642673,65.81146104486963,80.0
283,-23.517991604402397,61.89249992704597,80.0
284,-22.828044002701233,63.91095344361612,80.0
285,-23.525106500704332,66.45749772857293,80.0
286,5.715083653530288,79.63199418906808,80.0
287,-23.792896029979612,73.53057394015076,80.0
288,-9.60296374519086,59.64324919168538,80.0
289,-25.521981875394786,68.23886086538279,80.0
290,2.8780905230036606,88.9887277636243,80.0
291,-0.06433830802752277,82.79039001488006,80.0
292,-0.5616370085816822,76.84566625747995,80.0
293,-14.671470469632219,75.99857981514381,80.0
294,-34.74542837310134,43.03327340035967,80.0
295,-13.410613113148516,62.80977281676923,80.0
296,-11.168344911761697,65.31239512597247,80.0
297,-4.200926682446959,101.72475811236643,80.0
298,4.749225773391933,74.4370762732204,80.0
299,3.8255418600128115,71.8405617009149,80.0
300,34.81772251277271,82.52640464541263,80.0
301,-18.232456752867307,62.67789033459603,80.0
302,-6.0997911624902885,64.73146508341776,80.0
303,-10.595113501747488,71.88018458087762,80.0
304,-17.003258034634598,68.20813078517794,80.0
305,21.42616371387656,72.14605848632988,80.0
306,2.450712662897641,74.34498752375643,80.0
307,-12.24115931802846,89.37238953963794,80.0
308,3.0668488085414083,64.89565138882969,80.0
309,-12.39262091437592,74.90973528712095,80.0
310,-3.5481608173477657,83.35288912206904,80.0
311,-16.62469627328188,61.206439360857296,80.0
312,-5.366151913573384,103.31878093559222,80.0
313,0.32933563052987247,56.782792423374765,80.0
314,-13.574204968306596,64.52742619182268,80.0
315,-0.15664293136837948,92.6897162781561,80.0
316,29.92149395692017,78.5848847306775,80.0
317,-4.388781154770276,62.07653121751357,80.0
318,-26.120026926267272,65.40344853398418,80.0
319,-17.374747596334885,63.55982193448383,80.0
320,5.80069231656575,83.31805166299404,80.0
321,-6.528463593551487,92.14586590889836,80.0
322,-0.44667796910251845,73.25767685512982,80.0
323,19.627740850891858,77.82606462719619,80.0
324,-22.295419067103197,60.363820380733145,80.0
325,0.5242158101101957,55.017052867706425,80.0
326,-25.350280396345884,61.97526525844304,80.0
327,-1.6673286942451506,76.78848829023225,80.0
328,-20.696431575405448,70.24651747540221,80.0
329,-16.305423733460135,71.1930657837395,80.0
330,-1.972644958071668,69.17976147641863,80.0
331,-19.47497787704218,52.81604545398587,80.0
332,-4.849383313527756,64.10943276817864,80.0
333,-19.316445299738216,60.30471250680179,80.0
334,-5.709407719545359,80.10534602081367,80.0
335,-17.068354153816795,79.58309270661329,80.0
336,7.9669995143263534,92.93753298368044,80.0
337,-7.995980688140526,74.4930406253045,80.0
338,-17.159760943879306,71.25177580590476,80.0
339,-25.33570206060704,60.64371655631862,80.0
340,6.966983637757906,83.74584945283127,80.0
341,-0.7224383207002243,80.68108160702556,80.0
342,-17.392935370153666,78.24884138484965,80.0
343,-14.983013753924402,83.22787467840487,80.0
344,-29.49161276456446,53.668411732033434,80.0
345,-14.658921520705002,65.25312609285955,80.0
346,-14.984684372455796,88.56026465986169,80.0
347,-13.984132739378097,79.9474596894978,80.0
348,-8.099081211545283,85.86698368715786,80.0
349,-26.610322761800745,69.19493033130782,80.0
350,-5.328986614328055,81.98734678907398,80.0
351,24.42488978014344,88.92014248796572,80.0
352,-17.528343291425525,90.8455465205584,80.0
353,-2.1837872360582553,82.03400574179231,80.0
354,-6.161353292051125,80.1746325593182,80.0
355,-3.221563641500416,88.06940151593831,80.0
356,-7.970660320578119,84.43063377122643,80.0
357,13.67602676541605,68.73652610845784,80.0
358,-1.829462807610036,86.63671879113977,80.0
359,-11.146254089041296,73.29436239976182,80.0
360,-13.881856541316417,72.2493863851837,80.0
361,31.16073879679564,74.36955113306954,80.0
362,-6.512507611751275,80.96363973454646,80.0
363,-29.44641798006328,64.46434248189993,80.0
364,8.198937726192721,72.5201223913659,80.0
365,-24.415546540397592,65.11531645189758,80.0
366,-27.56280509438835,64.98576855483643,80.0
367,-14.455596400394516,75.97026404685676,80.0
368,0.7591582935997333,58.61475535217752,80.0
369,-10.689355676573308,82.38402986874429,80.0
370,-1.4290559049530456,73.61971949383837,80.0
371,-16.171952698217083,68.07631619784564,80.0
372,-15.615820957680778,78.06158289284053,80.0
373,-26.947133958828452,70.44003231527194,80.0
374,-10.54262571982507,83.38559504809226,80.0
375,-22.914519505007238,59.35153358866158,80.0
376,-28.84173021178622,68.72290434426857,80.0
377,1.2835711086039479,73.03071925068436,80.0
378,-2.3705214785454185,71.68994375244351,80.0
379,-2.366787652002456,57.012776237879336,80.0
380,-1.821114560554225,88.48287196567382,80.0
381,-5.2370599741940715,82.72044544948702,80.0
382,-14.81682058888077,61.5894405768537,80.0
383,15.029294991340244,81.27165557182467,80.0
384,8.0380341055007,105.20480933216542,80.0
385,-19.644079028627495,40.960394635282796,80.0
386,2.2992291688023814,84.54726485036126,80.0
387,5.960670646906699,80.71484800291736,80.0
388,-24.290911282313385,63.98905898750578,80.0
389,0.4672525963870452,74.92370678449873,80.0
390,-7.48156988063057,87.92804742164458,80.0
391,-10.799430909464022,75.57504139083208,80.0
392,-29.917802208088894,65.60604182567849,80.0
393,-24.77874982778955,76.64373493856363,80.0
394,-1.3929074587036192,90.69039196206894,80.0
395,-12.726872539174037,74.90977852495618,80.0
396,-23.13973538423888,70.66027924015815,80.0
397,-5.502122891048355,75.0557153952523,80.0
398,10.265083631047302,85.02493512457652,80.0
399,-16.351900403095577,74.22773461992118,80.0
