unit_id,JobThroughput,DiskIoWait,MemoryUtilization,CoolingAggressiveness
77,-38.95235170788206,40.59858248377937,51.29930390594788,29.025981243636785
78,-29.310744017837237,35.30242349014425,52.278370445058975,40.00173765080159
79,-37.50922195598534,40.100796649020346,42.796961913453885,29.726517446124387
80,-67.40952980866884,49.00488756432978,64.16203918794986,43.5742949485219
81,-33.8548098069308,31.813808562732675,81.606623687136,36.16803460916386
82,-43.283099613202836,63.692203985014274,45.64202447338443,45.00761463428699
83,-66.65468733452376,39.2813877655079,44.99921043374374,49.730916338104564
84,-36.528276858392175,22.855575607702637,48.21988519582983,31.85716773097904
85,-44.978283129811466,55.37985037255065,57.47586382745276,46.04596971728921
86,-69.3126507181914,46.17738924582891,38.591000418079446,56.34410947414192
87,-47.152717809822576,49.70722985161548,53.9973956182814,37.46213364462198
88,-37.44927606103795,55.04771032588215,62.015972861168045,48.47956130742617
89,-37.00738068837518,61.64890451989827,79.7291970884895,62.107540654353905
90,-48.97316465959517,42.930694306724924,52.24252358302124,39.9621797708041
91,-73.45120401151331,65.2149503601196,41.15732721814326,48.91644323326896
92,-24.770953510361764,56.043046191631866,44.568711770828116,40.28168611702313
93,-36.6092623067553,57.90070169771457,67.9954584256578,61.46168430864167
94,-44.26941964868789,51.647072622118586,56.13127594636194,21.794432789421474
95,-43.912551740611754,57.427022053109134,55.21249091366553,43.42107253195856
96,-21.992513655429608,67.55041563492068,38.877624047750516,38.80946183339852
97,-32.14577151629017,36.93835761378775,20.316366184779465,36.75766474296036
98,-48.04401392818841,61.384800409167624,47.67668886036345,42.393952299422494
99,-49.78285042595401,34.214339765668065,37.376587953570336,45.86688615368364
100,-41.81097770411108,47.451906806517414,60.61325951161243,40.13367963699869
101,-28.84019752089285,62.08236049364441,42.25937992247191,33.040836971609345
102,-29.55541053573814,43.38677156237501,46.04093904598333,28.704091556867983
103,-46.740755376021134,70.50619062294257,50.103225322510845,55.484231226633476
104,-42.306168552018526,40.480514082759775,32.56435951568255,39.10408646001938
105,-35.408630571650185,54.14102608253909,45.16728540548937,45.336075102579954
106,-45.35790824727487,48.149331056429034,47.4474817812278,56.296792698688634
107,-48.279470327081,69.92521097420062,40.76983025889108,47.819310271456665
108,-39.50798516442668,55.60933316262777,48.76120185778596,39.19372623742834
109,-52.44611724100223,27.878332654996054,49.49178151725836,41.92748692327823
110,-47.49493497728748,42.81323657177695,56.986873572547054,65.14477936838465
111,-66.07062432444638,31.46694504048878,30.675837888022503,49.26873272764333
112,-57.17517786129205,42.91281489064808,52.404190522570985,44.134091069198256
113,-39.20915239147,56.5736712071751,48.932679621318464,34.6183914352607
114,-26.741228866129774,61.43113851211198,63.539077931344515,38.55354538946273
115,-46.983950049350646,57.22055665884016,42.575731605027705,23.49518295717897
116,-20.607094844464697,37.80845688320937,50.17121319160805,36.23803566595026
117,-13.985054032526314,45.717075048825635,33.7606202276543,27.604359812866694
118,-20.266959142746003,35.68209597554518,62.971071923921926,50.536143172979344
119,-56.18525392114413,54.574969095130875,48.642697417358555,38.94297216887049
120,-38.6856751869611,65.12930990093915,66.14788708959182,56.3501045114625
121,-40.23891345523133,30.828151597010557,52.824064990542766,33.94232045937355
122,-50.7806839487241,64.89490153861077,59.35401582018385,33.911509251014685
123,-28.842110011914766,52.17732735354255,49.16194185705566,43.63037180280163
124,-43.38813784158005,54.870259173414134,59.03709040980359,39.04087179264943
125,-40.814173178257526,45.39102544981936,28.209243323585813,32.590404612775274
126,-29.94974090039089,29.689845128525413,39.615838868478455,38.44519816730491
127,-33.166848990635025,70.22043477976734,41.923442130679234,38.34570966169015
128,-39.62728232643486,42.84552449841968,61.63436229319155,47.160046035676885
129,-59.785601278906654,62.499319328900086,53.92683722526331,50.780792900599934
130,-30.714633218761684,55.56029838952906,47.583378422252125,41.64505941542219
131,-16.30553779746236,53.62758204670248,56.96760896911232,39.2561021205328
132,-57.9904105693227,60.75061800875615,53.36756093482759,60.72702344561287
133,-39.0352875403027,43.01550807948313,41.01200969248804,35.51403420660632
134,-37.56586099831585,50.89590937936123,37.005872135190515,21.469035738136053
135,-51.196947673388976,57.68727717521691,51.055916849524785,57.880404280345516
136,-45.91669192913902,45.85105021473089,40.000499907004496,42.7324394734422
137,-67.3110698145557,33.919260559217676,53.307595079447815,40.31569546088063
138,-26.515159949593276,60.86399496711291,61.536862758471486,28.314570162267497
139,-42.55926446835553,49.449310254517115,68.61113949791306,47.03890277031804
140,-34.19305626915777,53.20478808343421,54.57263219160713,53.548280914932384
141,-47.485181703685136,39.6426007283299,43.18958625413652,52.99127258202009
142,-53.49724768494311,40.071595713057455,43.57776242103624,63.51411506163166
143,-27.05286327909104,47.61064743020409,46.101697600418404,39.400438258060845
144,-49.257733054662545,53.265467439600556,18.20118342921004,32.61615085657681
145,-10.44477614687219,39.653489276957195,53.05581394033811,33.56138603975144
146,-48.05831239499133,40.86541827880491,63.49004737452841,42.95827034894156
147,-34.61853821374748,58.13865041120431,43.52309220371749,29.5106628081417
148,-31.101735583100893,63.97020285221327,52.378275700876046,24.547634767095484
149,-34.842630418061155,52.068589070136824,48.84238633523524,62.45477207330265
150,-34.848193035511066,43.96711020500746,41.43406244212697,31.340783276915786
151,-58.306545272445106,55.45656299326547,61.134106672099726,77.28304419301432
152,-56.68707904640996,59.16647057004166,44.6165125227185,49.84587620289381
153,-38.74438564547924,63.501509891889675,45.05632697756255,45.33588493584028
154,-47.52842773173513,29.89984773789304,57.65972667698161,33.666841283766615
155,-38.99373135829081,46.69043050453142,33.075927694673666,37.92677624920629
156,-22.45279872766569,63.39833489481469,47.25077329061055,34.38235012783605
157,-55.16428609402578,53.318393438586014,51.44479990139193,41.06626054423321
158,-67.24460047735958,30.67870685899564,53.57092988550355,26.469806767756225
159,-31.755293133708143,66.48675318918556,61.08539837992409,44.979634978007304
160,-37.82272529678315,41.641544036489236,52.229078270709714,20.486047497319298
161,-30.102444268799015,48.92950215834331,69.59407039754062,22.572213080237667
162,-21.842498391229643,59.90100833727714,35.481609753062884,35.663304659775115
163,-32.45690507692292,61.17320121911771,74.579617257187,34.240200947755014
164,-23.608679527154493,37.52903206513087,57.66518097118881,21.655066774865134
165,-47.71160725014395,51.477575677141886,76.88389922750946,29.479647078671356
166,-34.54051886026529,58.86448257698837,43.099791866647145,24.189583307929777
167,-42.80623670007515,48.74545674343102,45.999582186527576,31.34671110909712
168,-62.6491454161471,41.38358860072469,63.595770676750895,39.41384256021292
169,-45.28020540635371,66.13578382152781,37.82610123403664,31.732351590124047
170,-52.6729064945482,71.24963612440229,29.943903808618053,28.325315697877095
171,-17.29201390062726,52.44751068894969,49.532404009505086,23.9418849798207
172,-39.584026965530725,57.693367531176364,37.33241308143673,45.0065220522462
173,-33.64148009067033,37.97753299638168,57.2332583084344,34.1568968993859
174,-54.84539721685037,51.37592568981675,38.743900989140656,34.95505694145225
175,-41.71532738409731,51.053189234270135,37.475365796918084,46.58909813669123
176,-52.353307650349905,44.89653161202419,60.44606515441818,47.566594709679414
177,-52.038361782195956,52.4814268253293,85.12223457593936,49.771181222239804
178,-38.61805360651357,80.57764918406717,56.905226487418666,58.42564638713924
179,-12.786740054323941,39.5578324639723,57.474760389106244,32.142289030562715
180,-48.18566265118079,52.098115118068485,52.39257032974275,38.39407801116478
181,-29.421436616771917,32.06654421837664,34.51787330641695,38.59704385457559
182,-41.749592287514126,53.43576275722494,38.28632736915867,40.285604962690066
183,-45.1178892541691,55.010418338319695,52.00638543677359,31.36646160133983
184,-29.510913116375676,54.98076445712076,50.867235506960974,34.740836427903886
185,-31.21912364086569,56.495335075436145,57.43160113713559,50.7807201477342
186,-35.854415492526954,44.90904785444622,32.00442725823794,27.40333776664185
187,-39.36512514073106,51.59006387303023,68.10421941951789,41.26695231964763
188,-32.67089791418804,45.513572891770174,25.9871551753641,38.17475773282983
189,-16.626756736421925,56.43178434325718,29.06349550630099,36.665541023125485
190,-48.50974977676631,59.77597798640412,40.20105367789081,39.27483695922425
191,-45.510093711750294,54.01947317758485,31.387944329265604,24.980216882443642
192,-28.12671386604452,61.16053401417676,42.466875564839356,35.86855872474829
193,-26.71893395726722,68.29103403745239,27.29379761637152,23.698562105788394
194,-47.40390326255889,32.26420000114836,36.144130341370236,40.63859567176521
195,-32.76476175100592,37.54817398749531,58.74461470069477,37.34942781042846
196,-35.65244810859856,41.52637207375308,45.54713655018934,42.46449395632144
197,-56.45707268675697,58.86927953123166,39.33712086133585,64.03365569914492
198,-42.2835742049813,52.34400596823208,34.51785907401799,22.521478759932485
199,-40.18592103874131,46.06455641967808,64.04334770907167,47.920659729138144
200,-31.092765336574942,84.16734475371469,27.104256841298433,50.365358338429395
201,-43.820868602086584,69.80718925860822,36.73355403828109,18.522065538742407
202,-57.957738891585976,65.10493704489726,51.6891037079,57.26128321799952
203,-47.914041492955846,49.25555982384242,65.56813457979811,43.402701945036284
204,-35.82750701103157,44.41199139831984,51.54141179578948,40.172464525784804
205,-42.036177248264714,35.68063545806486,53.47194824997093,33.898648478469205
206,-7.187474296780005,56.11762340913223,70.83164651395843,48.992393211189885
207,-60.695652884223456,50.85381812810172,56.02431010134626,69.92448834787571
208,-25.047420778133464,30.96522747064094,58.776115118074095,46.94775467544984
209,-17.04107327961395,50.52591240814233,54.000401869852574,41.45462418534372
210,-43.50422107612088,47.89105322654346,41.269747281008314,38.087507869505764
211,-44.24312097531564,71.03686623244599,47.4152439886917,57.47115954261097
212,-32.88014643714137,47.573834054334036,50.3914542144165,31.72127868233686
213,-40.28743428454722,52.748084019945416,77.53391457394586,46.130933916420496
214,-36.01762491120726,47.70600501098533,38.9622865248846,48.66300561684649
215,-42.65596173955933,71.16227424805479,64.0457521765734,38.98433483802063
216,-61.380148514446624,62.5670433232181,55.998238950727774,44.800951922293095
217,-60.423203291368424,55.474767213758646,35.795576563626,51.69407061496606
218,-59.72078172310071,54.4882940133989,38.36039782412867,40.87647155323438
219,-38.19669500661118,52.07836745722621,38.46081217823598,29.61096192471232
220,-59.886042628206454,31.635740633207398,51.01349221165065,43.10850565232602
221,-8.492785896660788,61.360560515781124,53.22586667494114,35.22349224794117
222,-49.127992749244406,47.60646220562755,27.794410031677373,52.70770824275916
223,-43.885235711926974,30.395062850562695,60.970168198632045,49.769192358345045
224,-48.45330847961539,64.1761279760816,56.908401564699496,51.802762092502526
225,-30.535131612033922,25.290803161604266,79.50894013641371,42.861407569433915
226,-24.158477912795387,38.65923529731373,70.58971958999938,40.75653205193144
227,-57.56134102767448,34.43336216308708,31.302482003387862,34.78508592702819
228,-46.38306420235291,36.671350272306995,34.93159103938825,22.73190724855696
229,-35.063972659013224,53.98264999193771,36.45253327327955,41.66844275570207
230,-53.51871115096761,34.302802793547585,59.767829448880406,46.57383422817952
231,-19.84254888431289,23.511695289149092,46.62334794110848,7.9337785580697
232,-68.50904498778506,58.12945885781651,81.97155241067863,42.88638883920069
233,-35.674736636157355,65.98433019232169,59.235614846476395,53.597482382006014
234,-37.22779184463489,62.14353424131679,48.08654191610175,38.60986886702011
235,-48.88545193563994,52.35010591509925,54.53467974439057,31.25474236033743
236,-54.25860710888967,45.91117792730964,39.08325124330836,34.423802497130254
237,-23.91071471648042,67.0275130369753,58.33688486933949,26.645365152207674
238,-45.64092319766941,58.0055912494905,63.77067198382894,27.188326891289368
239,-46.36324716122294,34.538753626936945,43.17643562102868,39.67300016131165
240,-26.97975140458101,70.68019036099378,55.811873729456714,13.971856089398448
241,-52.820956353947366,47.821113734475674,3.6438772282761507,54.3424641406214
242,-30.909444773418755,37.6337199216054,69.84735482183892,44.97580870321957
243,-26.538768799611542,40.543806709878915,60.89842944420318,42.413359299276244
244,-24.486867940475094,56.78239383317427,55.13855155046754,40.199824917330524
245,-54.008341104611155,67.0322452055405,47.744227414100386,45.082141412601324
246,-60.31839039275939,48.279597652354106,38.084864321374006,47.75767282776286
247,-24.187918214489027,63.571034188814544,63.906507008762524,33.802806022199995
248,-12.244604687955981,51.191493728995596,27.765143953136132,35.88995343903271
249,-45.775685625853185,47.76600986845517,35.67416517892481,45.96103336732569
250,-36.18007048852282,45.949793002260215,50.90247419467342,35.8424972338349
251,-26.859573916845996,48.357537410984904,40.94790996018306,21.97019614188071
252,-18.10089047282376,44.03236027726573,40.64159019164627,32.64782796327861
253,-23.927874863374093,55.354220352736085,62.136749268239036,17.33616229585033
254,-23.62419160708838,47.33493467197972,41.345698314985796,34.488591412580206
255,-32.34354206771286,47.69570172057099,55.99376170177973,17.407967079565204
256,-36.81450699044828,50.43683104280686,77.14143729410263,47.65773026384347
257,-52.89252909436723,47.56701960462436,65.82148229061205,39.13040788094514
258,-35.45776720424627,71.89602253744381,37.659281133696894,45.89092721295873
259,-53.36295779685108,36.572233951092684,62.69171479482998,44.6782954289777
260,-55.417235522442375,45.922579258019624,23.138284602448245,38.272298843900046
261,-38.61265705792273,48.88148045554243,48.944239749430494,39.53657808675177
262,-37.40063302848084,47.36429258087805,70.45759918089979,45.452769765514624
263,-51.41135348184117,68.67594916605493,50.68018204316327,43.52961620327871
264,-37.67410898010628,52.094261112562265,23.55790928318159,47.63632858658591
265,-59.26363238513682,52.729590142989565,58.63054698327683,41.39496265694173
266,-42.746129112003445,41.28540616340845,48.58480197400302,33.83461366638278
267,-21.341034631502588,63.66508214052509,42.556508523081646,15.1368996499088
268,-20.186629027377737,49.49951479226273,74.37108449942811,15.098870202139995
269,-48.5331358799396,54.352532951889835,58.93368170897371,29.87472124416758
270,-30.495846267804946,50.789145649976604,47.85304235223843,29.418686383897807
271,-35.493721217688865,55.56108568010255,40.71388528268843,47.51669728886043
272,-47.96321583885472,45.52257182042592,38.08941206349417,57.33766720518805
273,-63.93346711425063,28.943532655550978,38.21590296439309,56.86046944094407
274,-45.70347450633075,25.368269379911894,58.14329079240943,32.25460017036292
275,-42.60157122764681,69.55763593386692,40.31234561005388,33.6879549491377
276,-51.95861608630568,64.49398927785123,30.935510305743104,55.881574466152856
277,-55.31320601129655,71.91420693226492,37.16397562578358,63.24779949802598
278,-33.380968983169055,46.4768003543464,54.64267945443705,56.01557326311214
279,-38.24345615331269,38.773424085160734,26.216052863820856,49.0569699791344
280,-60.66250003290281,53.59718777135024,28.675949415793966,61.519124206913176
281,-35.81418985641617,31.00209139092145,27.29690226432295,47.047774650272466
282,-24.326423620840412,42.435290551274996,38.78793251868851,41.70042716174304
283,-32.00190450308624,63.66511089012839,32.380638198568775,32.79316998264139
284,-50.34291166867281,36.036265051935985,48.06866648785691,37.24105010024167
285,-38.1655758617446,47.976851572744415,45.67870854137662,42.95505748451847
286,-42.4666860332393,53.728873449578096,44.472342537926046,41.40624955314597
287,-36.86497216873865,46.140674896080306,53.80202736351875,17.111986492470304
288,-52.87255109322416,55.09221616033948,62.18746512884627,48.31010438677366
289,-53.27261151406329,20.226571213166395,53.94494013681564,42.29268166332926
290,-35.91526009870594,51.72981849233464,59.5656726932887,52.65644153929761
291,-47.363968256643744,63.626058954621705,65.96817321491118,43.63295566905611
292,-35.2489204595732,26.359389471575895,59.84945227733094,51.546559509403764
293,-40.1319635866869,49.33510692542801,34.006860903050104,44.716217201193835
294,-52.82885228751023,45.78044397123141,46.73376739281201,51.97574858946854
295,-44.2696478523807,55.727221199553284,54.5808881692768,49.47607577818497
296,-34.196908877249314,58.3119127225992,60.32394306626526,59.61184466825609
297,-33.28341017845241,54.97762879668295,66.44203780602058,21.260845060030036
298,-43.636078367121556,68.22392956326365,38.64627465782959,47.64500289232217
299,-51.23511078060078,57.05598477265836,42.123553666797854,59.96464355507852
300,-41.44266351740435,49.66965694602397,52.59281270800836,43.21502385519209
301,-23.840522385002437,54.77790523914583,49.78331760827702,42.98186735606188
302,-52.947714610205445,60.92231053201808,38.753472373382564,58.44284287710446
303,3.3677612460216233,50.31990787463172,46.07795617836569,39.53239295208994
304,-40.74418765534404,42.02255940513686,38.61345787764624,41.22901316142413
305,-47.726116334309744,65.13997645667763,55.29282837882839,61.23433305535984
306,-52.13043339458857,43.317818330267514,75.90915455855978,29.660896629450797
307,-44.69647202710839,48.74032932823039,72.45953599750554,25.598952551431676
308,-38.77909675469471,75.46895005119309,34.85247804888691,34.051101923824135
309,-20.028149180103693,64.2984842309094,43.301032514864204,42.13325552621743
310,-28.149119714655043,38.28791318332892,56.90203124028776,38.16391069323391
311,-51.097122904234844,63.3427763683578,40.81885737522632,37.2172056314174
312,-33.70662100945735,48.47418900811196,54.21838815645912,31.14820095491696
313,-59.70883951981708,54.92105696685646,58.493827347636625,55.94043498500365
314,-22.84133440462738,56.294921369038995,56.69258543961616,60.07465798830797
315,-54.48860311876318,50.34341249478914,35.76029008687192,41.70547005689248
316,-49.47927600290207,40.01559849968001,61.82962201821945,64.66015816094617
317,-42.894688382590076,40.94644312071049,35.21027027287197,23.334759251269684
318,-36.59325224058535,51.80507199986404,68.26093673241914,56.32267067942779
319,-60.79132036217137,68.56124345394672,52.25083271406064,34.88457679760922
320,-29.64881473470798,62.152138625243616,61.20418923755097,27.49261666148021
321,-30.39536787036539,48.11038622644834,52.49335323018517,29.033911723392503
322,-27.8514805818352,58.89248980107275,50.70127517733829,34.89414458316651
323,-44.92132197580084,52.14217492794728,59.29221958057295,50.760303316412184
324,-45.44582732832064,36.21849588666483,50.90535698942177,33.681828629780995
325,-16.82518094494559,52.610377995061604,63.08457073701499,45.06264786621406
326,-53.124144426729295,41.545998237981664,63.64467998491213,57.93529091517684
327,-46.073664615459904,39.27885104424432,60.97908616812377,49.60247394004163
328,-38.52953686619555,36.017177962922354,55.470207137941365,46.76368125461018
329,-22.59939085236786,64.11477116949072,52.332124519192185,38.820384871207466
330,-52.40362964079345,46.91097695204415,66.76592435417709,43.22339927133741
331,-46.52895527331785,52.70392043314649,55.1146528853855,57.29040004346954
332,-40.39661104686402,66.1763688374996,46.56964803856259,49.50374011034909
333,-62.4721028142174,54.37439497568394,53.168007129642966,27.675742097717784
334,-37.246171996305954,45.990754052344855,58.88782799957093,21.07278394315395
335,-34.79936841858079,65.64312885416348,57.40845689984606,40.499719694245655
336,-1.9117385587884916,36.848072407708045,61.824573492939415,41.2236271717415
337,-36.82404351071066,55.219505578978406,61.25665324377226,29.386428083803423
338,-63.920743449752564,69.48041838305518,33.621186237622396,80.38014393762664
339,-59.363559118759724,55.77214382572021,84.22836597580273,34.42464821144812
340,-29.59545540958605,63.904806981906624,31.63762585342511,35.666674224822195
341,-46.19216432706795,61.68918978051042,33.41735452774335,41.404221539141545
342,-50.93097192479523,67.89688847630826,46.752848433696926,42.73553553803958
343,-9.766835134428039,54.11376056114286,52.46764348854708,35.67406013867955
344,-54.274753687499796,55.02163978615193,50.15298782483983,50.30667430202945
345,-44.445057397241165,28.678399167806102,64.6062758334855,39.10740930626832
346,-46.4680516102523,56.22463099647596,54.33387108967741,34.22476558239356
347,-33.51891793774958,50.615453475675075,56.22380298465221,41.52194704389248
348,-54.35892959034675,31.745984411462164,42.69445107799955,47.181411635352774
349,-38.60125867379961,44.41555711660154,45.66745985341498,56.48440157351058
350,-47.398609425627775,53.45672812513364,44.716537266106755,40.64869187810807
351,-54.213641921430124,38.707979841486356,34.171992884926226,22.931756634368135
352,-41.27616797638794,49.603732789909024,53.733087521782416,55.45306034244652
353,-39.252178933541884,54.889948726126335,51.2848263304699,54.11697351590872
354,-46.963246513065535,69.55705070213484,63.06703587373231,40.41674123299258
355,-39.87283108487878,51.227080270592154,56.1347269041845,38.332729368457066
356,-48.48566530097089,39.39367396281023,49.793414229006544,51.75943534634054
357,-29.902879584110288,53.901809935637374,35.029432045287635,33.315137942574424
358,-33.35633474376844,60.06841402413071,53.77162046808594,32.15867372715136
359,-46.50708804348484,46.36812108501965,44.071058808973135,47.0854970808581
360,-48.830921425249464,38.788032232019695,46.527515539321826,45.84878663927961
361,-40.37527180870361,77.59370597641554,40.41048895940987,56.74167843648619
362,-49.68802751919796,52.99469152175766,55.366906892790766,37.38251780275385
363,-38.27742704191739,45.54683700906021,44.30398110806425,35.54568783282459
364,-21.62951721409219,70.41572658971437,43.32837837136465,32.532677012069556
365,-18.3093224367296,36.32584756031942,82.01770926648405,40.017546574427556
366,-34.00246574957822,35.44132354924316,38.496757279906,22.069274532635188
367,-52.87781575263275,65.2760662148766,62.83015186982049,42.508285908926226
368,-56.08765591458922,65.15402721422937,52.669361349635984,45.42411220609535
369,-5.124292414012152,56.06499398367803,25.418732727571797,20.740614593885756
370,-27.37834340486838,28.6830776466967,25.8694179113691,27.476770404197627
371,-54.14913087101288,60.464167837200094,57.4986536978888,26.740650894575605
372,-39.52415173903358,40.92043180854076,38.07885517726895,43.44143610398774
373,-52.2563483388057,64.24435321443576,61.94382651750553,59.163632937076244
374,-46.289507738447966,74.02660959004581,44.86769320166508,38.61826767460273
375,-41.19934430253288,57.26154889734447,53.50643170362636,71.26035468310255
376,-50.18572274978338,39.644870310238666,53.546208536190896,68.80761038328225
377,-28.372099758118004,35.44378554246298,45.98787829959132,31.6345943642
378,-22.607003436782335,48.55996115370716,11.650620939031448,40.414220284607474
379,-37.02896156510383,64.9275819524179,47.994201745228686,23.28726474131117
380,-63.94120675475246,49.77617618404225,38.64019929427171,65.13021385550252
381,-40.76448526667184,62.56543179000501,51.87250947289442,50.911942804261614
382,-52.51722159838079,42.97717009080188,81.7593212655424,47.78123871377797
383,-29.067061940483196,45.19816395216444,67.10904750716773,33.46533723745373
384,-41.13116888697885,19.01652769630177,47.7194542431667,39.30990779118082
385,-49.538277706923445,41.65805070504889,73.13628159211947,27.081650722109526
386,-42.47924895975076,51.95226349276003,36.58206944154428,61.54683719232773
387,-39.43783412472857,48.7560030351153,58.44263628108964,45.88592917401795
388,-48.60804099283427,45.72020286027976,37.11209161089096,32.87708181678738
389,-44.38074225967094,43.000939331336205,55.72078665147133,39.85084050333901
390,-32.351829533436025,38.66678098382405,46.56620552466597,37.0151143214916
391,-65.64710351587641,42.8782890060763,54.23853992514459,56.51898274943775
392,-49.14984661584663,28.998633901320375,62.75708225622523,41.63206479346448
393,-32.34588382084983,55.20696504428663,60.99421195619124,24.36843947002147
394,-47.859375521825505,49.561760627740696,87.35948973638415,53.228758860512045
395,-42.287650112216305,48.361155829426664,35.70377855056387,42.10873253584438
396,-44.10847027583024,48.43506012532547,47.48189818617728,51.119168606916546
