unit_id,JobThroughput,do_cooling_setpoint_controller
96,32.21340860208175,75.0
97,25.58982964595088,75.0
98,17.79188160176388,75.0
99,32.51313386014719,75.0
100,47.30521316665009,75.0
101,29.13156697061009,75.0
102,26.71231568474155,75.0
103,42.76272734012934,75.0
104,40.30764897176883,75.0
105,39.34104346515501,75.0
106,50.40886399556357,75.0
107,24.26400977781101,75.0
108,38.01375297551883,75.0
109,40.51449589578893,75.0
110,33.38787381635146,75.0
111,24.066113343131917,75.0
112,53.86310355465586,75.0
113,40.22550038479187,75.0
114,51.30865647566054,75.0
115,33.911096019354474,75.0
116,35.56805307115143,75.0
117,41.34236780889864,75.0
118,36.19487457363262,75.0
119,41.152784690312295,75.0
120,48.43418517145193,75.0
121,35.895854217231886,75.0
122,35.26927128799127,75.0
123,23.4308913513948,75.0
124,42.480875052854664,75.0
125,30.2630955913088,75.0
126,38.3393527081119,75.0
127,32.043429508275096,75.0
128,38.6895908543323,75.0
129,24.019516095827132,75.0
130,28.027495323316973,75.0
131,37.7174892362217,75.0
132,24.739640220354932,75.0
133,35.58246611537831,75.0
134,37.261696777671915,75.0
135,70.7265867741643,75.0
136,26.56245423875906,75.0
137,62.29233513429384,75.0
138,60.79789724921828,75.0
139,40.337304545995266,75.0
140,35.069999816397306,75.0
141,22.02864471876885,75.0
142,54.55481856212868,75.0
143,47.201686221853535,75.0
144,27.07972326473446,75.0
145,28.352562438949427,75.0
146,37.92698203131124,75.0
147,34.07174635484467,75.0
148,33.74347696694792,75.0
149,22.449702060481528,75.0
150,42.71457835040975,75.0
151,52.7455169577135,75.0
152,46.76824233135975,75.0
153,52.7641303448246,75.0
154,29.68468680388952,75.0
155,22.002329642126313,75.0
156,49.20309810143607,75.0
157,45.67444194897516,75.0
158,43.362774107310464,75.0
159,33.16954080026139,75.0
160,39.64112432310921,75.0
161,55.67919430958353,75.0
162,47.2023510840044,75.0
163,39.60930055247596,75.0
164,26.48687475915672,75.0
165,53.73791264397597,75.0
166,34.13415546910841,75.0
167,29.064887459048173,75.0
168,33.14638567083244,75.0
169,30.163141984170345,75.0
170,38.35187371443829,75.0
171,59.81385777978716,75.0
172,30.07985142125824,75.0
173,41.25942233694451,75.0
174,34.2821431211677,75.0
175,19.847116961484844,75.0
176,66.46289905439009,75.0
177,36.63757572395173,75.0
178,23.359474279064308,75.0
179,36.16359367817675,75.0
180,7.0835108533770414,75.0
181,31.627556921062958,75.0
182,29.83988424481224,75.0
183,40.46834213665582,75.0
184,48.33081077755595,75.0
185,20.71052345437993,75.0
186,63.2474272335619,75.0
187,24.591793656921496,75.0
188,23.894089110408828,75.0
189,63.38128540888548,75.0
190,30.048446241483774,75.0
191,51.289728306268906,75.0
192,16.563854461732664,75.0
193,36.341355369089236,75.0
194,47.75194752683985,75.0
195,36.78243909511393,75.0
196,32.249771621932815,75.0
197,33.67505525309972,75.0
198,33.989028166045856,75.0
199,34.530520482200046,75.0
200,37.596784039302534,75.0
201,51.59320252246204,75.0
202,42.35193598108271,75.0
203,55.004534647534996,75.0
204,54.967351100569566,75.0
205,5.79672512166333,75.0
206,50.14649996555928,75.0
207,26.263139892577787,75.0
208,49.58846339453628,75.0
209,27.729213318644533,75.0
210,41.17706896561115,75.0
211,44.13661430764985,75.0
212,43.287689809748436,75.0
213,28.60155285860382,75.0
214,44.60567889007074,75.0
215,45.75533373952967,75.0
216,46.59757601384901,75.0
217,38.912678621603796,75.0
218,33.63538758769266,75.0
219,26.925099305305896,75.0
220,48.772277509369374,75.0
221,44.5279652531337,75.0
222,38.34638545786727,75.0
223,49.47209318350129,75.0
224,38.49022999623938,75.0
225,37.60042476964927,75.0
226,17.062660705914496,75.0
227,39.88223775112339,75.0
228,25.52905975592188,75.0
229,31.46261515848757,75.0
230,33.278576738535925,75.0
231,26.239368669685042,75.0
232,36.018758680237006,75.0
233,46.15501735349206,75.0
234,52.31914244975815,75.0
235,23.50311251414814,75.0
236,43.9907746050362,75.0
237,35.43403127343178,75.0
238,12.657446788953859,75.0
239,36.144865798960616,75.0
240,31.013946385235936,75.0
241,45.38415618474535,75.0
242,40.1987609698168,75.0
243,27.949222229123592,75.0
244,42.99771916619764,75.0
245,31.866713442127903,75.0
246,25.269823879199542,75.0
247,47.5093173042329,75.0
248,35.82807441716521,75.0
249,44.20371518607045,75.0
250,23.589754607167073,75.0
251,51.07096407835344,75.0
252,25.040677364221384,75.0
253,29.507883164162994,75.0
254,28.88933703738445,75.0
255,26.99312296612653,75.0
256,25.822450843475682,75.0
257,25.571964327523556,75.0
258,27.733902003754334,75.0
259,42.808043680586714,75.0
260,39.8275895299345,75.0
261,26.210352473826507,75.0
262,49.282318087242594,75.0
263,53.20371238909927,75.0
264,31.36845750680392,75.0
265,38.31965669385881,75.0
266,46.867914252736696,75.0
267,55.195515032524774,75.0
268,43.973432820171425,75.0
269,50.88845639982192,75.0
270,50.2258465018038,75.0
271,56.230805047702034,75.0
272,49.149869416850485,75.0
273,30.567767995178286,75.0
274,36.80654571117363,75.0
275,60.956601684696906,75.0
276,42.96942811730722,75.0
277,29.372788595651016,75.0
278,30.370065167772676,75.0
279,39.522865881889835,75.0
280,41.14402272397642,75.0
281,25.23443890154099,75.0
282,50.92831010395469,75.0
283,25.89481702761787,75.0
284,29.054343112239454,75.0
285,34.76207608097291,75.0
286,62.91804171698169,75.0
287,25.754620005997285,75.0
288,37.490078753499176,75.0
289,47.11589283934187,75.0
290,33.125431897318435,75.0
291,13.048690762948269,75.0
292,34.60812453777593,75.0
293,31.892113746247354,75.0
294,35.56365094510909,75.0
295,52.20498184196603,75.0
296,38.299487186660464,75.0
297,20.435635022460808,75.0
298,33.62759004090573,75.0
299,59.53996443658744,75.0
300,31.629323336010845,75.0
301,25.574014964284896,75.0
302,52.36308612624346,75.0
303,51.21634519722241,75.0
304,48.70299861300639,75.0
305,18.233542402250087,75.0
306,28.37408311976837,75.0
307,42.41707405998589,75.0
308,48.77605517906688,75.0
309,46.52392721335347,75.0
310,44.836998943089924,75.0
311,41.34979519899062,75.0
312,33.10486150419834,75.0
313,42.30404587903545,75.0
314,45.17262898036262,75.0
315,59.147115978674385,75.0
316,40.18953614417256,75.0
317,32.607800955914406,75.0
318,45.13440411307353,75.0
319,42.17959841316073,75.0
320,27.948840081771024,75.0
321,30.324635924062683,75.0
322,26.518140223908638,75.0
323,50.247084081349634,75.0
324,25.98437295067323,75.0
325,26.286823536369383,75.0
326,34.77161207556151,75.0
327,34.326496660415714,75.0
328,49.98126992547174,75.0
329,52.543598274661065,75.0
330,61.730000443423016,75.0
331,19.00023149818906,75.0
332,37.501859414531864,75.0
333,60.122801663036704,75.0
334,26.454679745374065,75.0
335,57.4561985996188,75.0
336,33.53987493577192,75.0
337,36.49100722346462,75.0
338,26.291435532586327,75.0
339,29.2545070819835,75.0
340,48.910749417095985,75.0
341,26.976410423694375,75.0
342,59.25727901944879,75.0
343,23.84283373929071,75.0
344,41.875862635864436,75.0
345,30.224491135759504,75.0
346,33.15876219176544,75.0
347,54.953110029197674,75.0
348,30.70540598736993,75.0
349,40.803733050538625,75.0
350,61.54830205708836,75.0
351,35.72291649713719,75.0
352,59.92080538124817,75.0
353,39.40217411708515,75.0
354,28.005581943385927,75.0
355,58.186816139453505,75.0
356,21.276175173128234,75.0
357,41.01429092912554,75.0
358,15.36419573709411,75.0
359,31.91790975516277,75.0
360,12.823621236324088,75.0
361,58.57966542103848,75.0
362,48.85120014965183,75.0
363,30.177180891959026,75.0
364,49.284986300343554,75.0
365,50.50824857100851,75.0
366,40.26272983511734,75.0
367,39.64626062288628,75.0
368,10.938271933391373,75.0
369,39.06227380152144,75.0
370,24.61629449284672,75.0
371,40.45208590664346,75.0
372,25.33265500541446,75.0
373,52.27330697398122,75.0
374,29.396386696532538,75.0
375,42.9949623961208,75.0
376,38.51628725713881,75.0
377,36.444486851523784,75.0
378,47.84936966956129,75.0
379,59.545383654690426,75.0
380,39.27731110056773,75.0
381,22.057257610542212,75.0
382,36.65495106403064,75.0
383,36.7766779528717,75.0
384,29.600840421129377,75.0
385,38.32862945597294,75.0
386,26.203018240314982,75.0
387,48.86664770661646,75.0
388,46.05172864649122,75.0
389,37.67004105497289,75.0
390,67.05108797225905,75.0
391,26.37086248713022,75.0
392,54.936312166221136,75.0
393,25.221139982924015,75.0
394,40.87849747400975,75.0
395,51.52441888144142,75.0
396,36.90240473245473,75.0
397,42.82045620865871,75.0
398,41.257517305990305,75.0
399,45.169742871623995,75.0
