unit_id,JobThroughput,do_cooling_setpoint_controller
71,14.269066598157982,40.0
72,41.88787733861116,40.0
73,22.543444464311357,40.0
74,26.98009344214543,40.0
75,21.027672935744707,40.0
76,18.835147124100597,40.0
77,-0.3378472782557349,40.0
78,13.972887293380321,40.0
79,21.134177979859444,40.0
80,26.375595830345475,40.0
81,17.09105311986105,40.0
82,21.43387538518737,40.0
83,23.28487299989144,40.0
84,11.719049444220186,40.0
85,26.974992103443793,40.0
86,9.819769915861903,40.0
87,14.56203549858948,40.0
88,31.243914887697652,40.0
89,16.074742731246197,40.0
90,28.77467913907347,40.0
91,15.127921938147608,40.0
92,11.257056537456064,40.0
93,51.46963445302435,40.0
94,2.2377994796837553,40.0
95,14.824194740563428,40.0
96,8.362256030689966,40.0
97,29.46541765945151,40.0
98,31.701169316614777,40.0
99,27.667141249518814,40.0
100,12.315894987754579,40.0
101,5.023351569154998,40.0
102,29.37667166230476,40.0
103,12.992181374544765,40.0
104,21.07684749061801,40.0
105,11.60861265021876,40.0
106,16.369031697875208,40.0
107,16.775651737217434,40.0
108,7.8467209068528,40.0
109,28.954491028533113,40.0
110,11.797851248721122,40.0
111,21.37388067316965,40.0
112,13.63597194370531,40.0
113,20.638106651540436,40.0
114,8.619983514334418,40.0
115,33.35441898071616,40.0
116,46.30473988572753,40.0
117,22.930394407132688,40.0
118,25.196267814113092,40.0
119,32.88409472072511,40.0
120,16.56316802028904,40.0
121,32.22341767700786,40.0
122,12.670623853173568,40.0
123,21.544380077117946,40.0
124,-0.21230589062543892,40.0
125,26.425460846064865,40.0
126,25.017881515271615,40.0
127,15.215190617586869,40.0
128,19.941035172653738,40.0
129,9.251582431260417,40.0
130,21.94483131612938,40.0
131,16.631969650596613,40.0
132,22.9152407630545,40.0
133,5.146089408016092,40.0
134,7.9804640031876515,40.0
135,22.445339285622705,40.0
136,21.282523274377034,40.0
137,17.80180719501098,40.0
138,42.58426288432588,40.0
139,16.163652902650202,40.0
140,5.567786726645666,40.0
141,21.598627405767267,40.0
142,4.948623692800539,40.0
143,39.375338338188364,40.0
144,28.257143197600612,40.0
145,30.839132129889627,40.0
146,12.844953375682813,40.0
147,24.74235710656672,40.0
148,10.89180046377558,40.0
149,20.32380942810064,40.0
150,23.996025060649167,40.0
151,10.627254640677036,40.0
152,4.88721920985048,40.0
153,29.826060977232256,40.0
154,24.7289031315727,40.0
155,23.89719421384817,40.0
156,0.7947747543908381,40.0
157,13.589961436498676,40.0
158,20.360982997271087,40.0
159,0.026315903493140613,40.0
160,16.234081835948313,40.0
161,22.522023921132728,40.0
162,17.40816694930955,40.0
163,16.338483182706216,40.0
164,18.40253791136233,40.0
165,29.314403409796306,40.0
166,13.72869064766034,40.0
167,21.02209425668431,40.0
168,21.477908211627685,40.0
169,9.0234354147258,40.0
170,19.997672055281484,40.0
171,12.568037085816325,40.0
172,11.420533620388456,40.0
173,16.896305172230118,40.0
174,28.79737744580994,40.0
175,-0.7898410211173001,40.0
176,13.968403384941398,40.0
177,23.2481984135516,40.0
178,25.851694101422773,40.0
179,14.502161228785198,40.0
180,1.7063277447983123,40.0
181,22.428660592779288,40.0
182,16.945694931954293,40.0
183,6.850722865603165,40.0
184,37.48401461309666,40.0
185,20.31511426670908,40.0
186,9.303237626867366,40.0
187,13.036328497720442,40.0
188,8.409910151020174,40.0
189,27.57693444507548,40.0
190,9.188774616268216,40.0
191,17.843076091590312,40.0
192,2.97680225670946,40.0
193,21.6750087333667,40.0
194,23.489927808675972,40.0
195,8.499195601149536,40.0
196,22.73111655127144,40.0
197,9.828031567819801,40.0
198,17.225234210674085,40.0
199,13.09494173287021,40.0
200,44.739531999149406,40.0
201,5.568325932533352,40.0
202,-0.6208906727524042,40.0
203,3.4210991538467193,40.0
204,8.387423191468041,40.0
205,40.97260798512758,40.0
206,9.82081178089727,40.0
207,12.251826219827691,40.0
208,34.63234598353119,40.0
209,19.068411243780687,40.0
210,34.514916431632926,40.0
211,12.524784945200636,40.0
212,12.987550120846542,40.0
213,30.289638385616858,40.0
214,16.830995730273276,40.0
215,20.504924609556323,40.0
216,-2.008786608661353,40.0
217,32.606156158755475,40.0
218,23.111148568340496,40.0
219,27.695070690388654,40.0
220,21.963767543601648,40.0
221,24.596880115176454,40.0
222,5.709733991580964,40.0
223,27.885520169637317,40.0
224,30.12228906192005,40.0
225,28.57043309907591,40.0
226,11.244468310019158,40.0
227,24.228905424062084,40.0
228,27.17381924785279,40.0
229,20.440415393463006,40.0
230,23.30102270196931,40.0
231,-0.17859405738631828,40.0
232,-6.747352385532819,40.0
233,22.781408812608447,40.0
234,14.663225747729589,40.0
235,22.09882100324485,40.0
236,9.543569806159368,40.0
237,10.759847001403852,40.0
238,21.79612981073864,40.0
239,22.476464491415975,40.0
240,4.810511802303752,40.0
241,-5.962853427679368,40.0
242,18.309301790886195,40.0
243,11.739498927514589,40.0
244,15.361481317252775,40.0
245,-3.8952054935708986,40.0
246,5.893784131805404,40.0
247,25.37540033892458,40.0
248,8.76860739386661,40.0
249,22.97851206930786,40.0
250,8.401437955312218,40.0
251,64.36052980702144,40.0
252,4.291397058326467,40.0
253,8.938690737027631,40.0
254,9.319909296491137,40.0
255,29.384240822422832,40.0
256,24.37554853815026,40.0
257,35.463899976190234,40.0
258,24.94706190951277,40.0
259,6.780962903725397,40.0
260,24.042034799650743,40.0
261,17.91128525338573,40.0
262,39.04822692337189,40.0
263,9.33914676496838,40.0
264,7.021688842465522,40.0
265,4.566994414968338,40.0
266,0.041626476385959066,40.0
267,15.538665178278073,40.0
268,16.36288016485381,40.0
269,24.99788623414937,40.0
270,14.086207660674104,40.0
271,19.942570913643102,40.0
272,3.982174612943116,40.0
273,3.684512906729142,40.0
274,16.851978022828874,40.0
275,43.009133510434445,40.0
276,14.041847688852876,40.0
277,16.190496917883344,40.0
278,18.10290257691633,40.0
279,21.758531602487608,40.0
280,10.640592558105906,40.0
281,16.94887928534602,40.0
282,29.18205636274899,40.0
283,7.253678735810719,40.0
284,16.394597795534,40.0
285,7.119674364855196,40.0
286,28.38802690792633,40.0
287,26.851640056516814,40.0
288,6.4378514605787505,40.0
289,13.84772768259065,40.0
290,9.14670176903255,40.0
291,46.46233862898197,40.0
292,10.909386323107162,40.0
293,13.798009560203331,40.0
294,17.784809032390978,40.0
295,14.324398256690232,40.0
296,38.117051964581755,40.0
297,20.896384012086948,40.0
298,8.893534862288426,40.0
299,-1.279538453506965,40.0
300,13.194574590361757,40.0
301,45.179595149501125,40.0
302,10.913538922527104,40.0
303,11.896399900952408,40.0
304,15.241000886033138,40.0
305,9.055356035636411,40.0
306,6.417458342008834,40.0
307,6.5283797506916335,40.0
308,6.6142355268044914,40.0
309,10.450602420961335,40.0
310,20.138652891373745,40.0
311,23.82025366587683,40.0
312,8.973504656425892,40.0
313,3.505737296571939,40.0
314,6.578098920304167,40.0
315,28.53178136491972,40.0
316,4.885136188788104,40.0
317,14.687707176777947,40.0
318,21.83587807597216,40.0
319,21.36567544191668,40.0
320,5.709964937784978,40.0
321,26.84548710067302,40.0
322,26.206027923987072,40.0
323,7.889443944731553,40.0
324,24.53676911584453,40.0
325,6.817405431156802,40.0
326,23.061142867803646,40.0
327,8.887664945359354,40.0
328,27.40077263798124,40.0
329,13.138639442639544,40.0
330,14.734990344521327,40.0
331,16.08253902421167,40.0
332,23.05607920357723,40.0
333,13.996384353719254,40.0
334,17.036202365274114,40.0
335,2.5354963497860776,40.0
336,6.766361730366821,40.0
337,25.166038236293005,40.0
338,27.14274888380259,40.0
339,21.28881924844539,40.0
340,19.431996902069024,40.0
341,9.109472381587617,40.0
342,10.863518612609353,40.0
343,27.723056211808174,40.0
344,34.88764279625211,40.0
345,12.667738438545765,40.0
346,5.850193582408126,40.0
347,24.662670352834514,40.0
348,9.842134088370898,40.0
349,70.4256057652402,40.0
350,-1.6545445149699987,40.0
351,19.515242682322057,40.0
352,14.732156010910034,40.0
353,4.193647135955256,40.0
354,19.762548435472684,40.0
355,7.483664999006538,40.0
356,17.262957398380728,40.0
357,2.9468747478678763,40.0
358,8.623799503280921,40.0
359,8.037760474714602,40.0
360,34.71113666101256,40.0
361,18.287826604601744,40.0
362,16.939532275740063,40.0
363,42.528275069812665,40.0
364,27.138589139477034,40.0
365,31.2150144755053,40.0
366,52.12144475578664,40.0
367,23.58750484606785,40.0
368,20.144722262369566,40.0
369,17.77395520055932,40.0
370,13.488386740087526,40.0
371,9.998011250222296,40.0
372,15.16797666493401,40.0
373,-4.531898147042419,40.0
374,8.534982715765695,40.0
375,25.255860124719288,40.0
376,14.89680391745831,40.0
377,20.272990917465563,40.0
378,15.897717762941536,40.0
379,13.00077005276103,40.0
380,22.46207684482759,40.0
381,12.931807278197654,40.0
382,18.787606780495473,40.0
383,8.009541095472732,40.0
384,27.860635888404076,40.0
385,2.833611394510026,40.0
386,12.417961754620102,40.0
387,14.868983552860929,40.0
388,9.261990424051387,40.0
389,8.294215537773244,40.0
390,17.445421549618864,40.0
391,3.552049192247229,40.0
392,4.68015498115791,40.0
393,34.11586079704514,40.0
394,15.964394650138178,40.0
395,12.463114603247975,40.0
396,61.77847191126323,40.0
397,13.108287137382863,40.0
398,22.9652410433531,40.0
399,12.361145350538791,40.0
