unit_id,CropYield,SoilMoisture,do_FertigationRate
87,27.198415466596554,78.49292532244017,80.0
88,24.867963320638697,68.13794062368434,80.0
89,27.617625019500608,64.19505534563643,80.0
90,23.894413905938745,74.60129281285616,80.0
91,27.271061303777845,80.104054714402,80.0
92,27.899567937129287,98.52131962568929,80.0
93,23.413011795746094,52.47921814478732,80.0
94,29.47901895065574,77.4463872514356,80.0
95,21.76100413611568,59.08768500372752,80.0
96,24.94673830052223,79.1102828787063,80.0
97,20.037292750267888,83.61051605335093,80.0
98,20.91546621241272,89.15106129075485,80.0
99,28.955927888721618,83.79917949073835,80.0
100,28.393467702031334,68.59752508649113,80.0
101,18.668397062989495,78.25390979945153,80.0
102,28.293471837446447,87.69710766381651,80.0
103,30.93292051246678,69.96247512283178,80.0
104,29.38909554087296,81.77551392272117,80.0
105,21.93001213357428,70.66285105784314,80.0
106,27.42987158899908,71.75932765602265,80.0
107,33.097191794806434,90.81804114621073,80.0
108,23.41260755841027,76.33334149744334,80.0
109,25.142908895205398,68.40273784055003,80.0
110,25.197562902609373,70.17594569607114,80.0
111,27.921844090831048,91.87648310296873,80.0
112,19.999100277313744,66.14701717782476,80.0
113,27.301619337454742,79.00812519780956,80.0
114,20.83720248376415,60.97215331674641,80.0
115,24.943211348489864,66.10341013778896,80.0
116,28.71388773246546,88.51917517380605,80.0
117,26.142766626086498,82.99533287126438,80.0
118,21.880434998050013,69.63361338801249,80.0
119,22.16595424760478,69.64882115204232,80.0
120,25.14020161293388,80.0871788169189,80.0
121,29.56308639429641,72.75941758720873,80.0
122,23.57814041466161,81.2569699891104,80.0
123,27.724677933638866,87.05081043222023,80.0
124,30.431477915162642,73.84213650021768,80.0
125,24.51648211842878,87.19921277566692,80.0
126,25.106563674845784,77.03663315774749,80.0
127,27.88146809226942,86.7753252564417,80.0
128,26.00785073897156,81.36139559565527,80.0
129,20.181674254956835,71.47877638172508,80.0
130,25.38441408025454,85.33158432076635,80.0
131,28.70799527345442,70.949155607115,80.0
132,22.204340484699337,87.36097902813796,80.0
133,28.122437578503362,82.67657476023143,80.0
134,22.359467219199985,66.22978023587781,80.0
135,27.598796267691604,59.96710174628942,80.0
136,25.825940865074728,82.70831255063173,80.0
137,24.983407385100207,64.12847788382214,80.0
138,20.968940112244983,46.27616331726342,80.0
139,25.657309258280875,77.42043117402423,80.0
140,26.50947562378184,74.7038792408989,80.0
141,28.318949069377496,93.60860241537053,80.0
142,22.774240698273047,61.94073071103237,80.0
143,28.41974749565898,74.43389519148857,80.0
144,28.874098628838098,90.20414684389507,80.0
145,31.43102532436855,85.81144507434833,80.0
146,28.200954478847848,90.75469270360213,80.0
147,28.139179271826787,68.62325608497659,80.0
148,19.35671119442527,81.2645082551989,80.0
149,31.36020366473892,89.17127881836649,80.0
150,32.6965942431373,77.90228424713558,80.0
151,31.165436886429767,75.71197934577914,80.0
152,27.39018315112785,62.33276519191513,80.0
153,27.0520514251576,65.26336465844203,80.0
154,28.713212652390705,82.43845210947056,80.0
155,27.247124405007536,81.46951474919273,80.0
156,24.463248310985456,71.20152289417393,80.0
157,30.473169031078296,66.24893001944079,80.0
158,27.352660567088396,69.57229108405737,80.0
159,32.009380932491425,95.34400734000833,80.0
160,18.692053998498128,66.5260137773161,80.0
161,28.469986863030478,66.83048712251434,80.0
162,23.811812722954823,62.82127649073694,80.0
163,30.325349017377484,66.56874036366005,80.0
164,28.08555177647422,92.00326738355922,80.0
165,27.482077117783255,68.25560291944187,80.0
166,24.25183734296173,78.45049165791463,80.0
167,27.00668108330771,90.64040184976251,80.0
168,26.60586834661498,81.68222437475717,80.0
169,23.936109585652435,72.69954992028894,80.0
170,24.442674017270427,81.9271340917859,80.0
171,25.513177897806603,68.38752994925741,80.0
172,26.02929564410558,88.41114572204374,80.0
173,28.73029882526002,66.9873573784812,80.0
174,24.30336288960992,71.32756859920751,80.0
175,35.41934677814455,100.98932933785868,80.0
176,25.220086078742437,55.955063721917064,80.0
177,28.18451589416044,87.58537866555113,80.0
178,27.110546943241356,72.0818792194095,80.0
179,28.89306668195301,81.5327436798814,80.0
180,22.17690923546796,89.89468437799539,80.0
181,30.43163762900839,83.50462068069208,80.0
182,31.15848225425568,86.74128634286528,80.0
183,27.633283239167575,67.28402692978804,80.0
184,27.151296544426966,60.59332807442479,80.0
185,26.99646557689336,83.04511952489126,80.0
186,25.958418053811105,60.333259551508405,80.0
187,28.440970130784724,96.64422470963217,80.0
188,30.983291741966593,94.16450787589365,80.0
189,24.540412229776003,65.87739718250224,80.0
190,26.67284803577425,83.78212156046322,80.0
191,35.29823314742718,83.57257292474966,80.0
192,29.389847317190828,103.64640827739481,80.0
193,29.31262842596587,81.22389159098806,80.0
194,23.92048875842203,54.04923555295571,80.0
195,26.8351361731609,62.54401047645569,80.0
196,19.13067835921929,61.5079244374426,80.0
197,31.28718286999996,99.04993726305351,80.0
198,25.03902382104362,84.4104037076484,80.0
199,23.322622288264252,84.80926464263025,80.0
200,26.926467496019313,75.29684918261263,80.0
201,27.484174658238825,70.21358661749748,80.0
202,26.076704523646008,64.67012096281962,80.0
203,23.394853271605236,69.66593258565211,80.0
204,22.208206283069664,60.75044833102084,80.0
205,27.177023277408033,104.75936749086922,80.0
206,33.516032738459536,84.9430446842685,80.0
207,27.85605187273796,74.9145129221104,80.0
208,28.066290544415633,60.92668936485078,80.0
209,23.94038964465493,75.22531190967212,80.0
210,20.974026624420684,68.65228039183123,80.0
211,28.754680910587727,74.65661021514194,80.0
212,21.460780561844324,62.15923075146601,80.0
213,26.551753272764017,92.32177215387692,80.0
214,25.824310275147788,74.09477383332737,80.0
215,24.592746629666053,61.73667098948901,80.0
216,25.55464169846107,59.820738358857724,80.0
217,32.3336539641631,87.97050540438883,80.0
218,29.102476339047673,75.22960416039282,80.0
219,28.628382407531106,89.58124286885229,80.0
220,23.96581843254935,69.5921174785852,80.0
221,21.206191600576727,60.61270792806324,80.0
222,32.831899848857226,78.13685411540052,80.0
223,24.114374530118123,67.1437726387247,80.0
224,23.995765839706674,79.5763186975497,80.0
225,35.37167651510507,101.02259692269827,80.0
226,34.147571278802666,88.98407017546509,80.0
227,23.958968260631444,82.79052750787628,80.0
228,23.73980464941863,95.11098308087675,80.0
229,24.708276765602957,65.68365890427994,80.0
230,28.605063958415805,75.75277485864025,80.0
231,30.051141489170192,91.52692601696509,80.0
232,21.37626705109486,60.96890173580282,80.0
233,29.051814429407482,67.38029589134318,80.0
234,25.452870008125643,63.46673232092227,80.0
235,31.537362306530035,84.29344472664168,80.0
236,28.380445835451074,76.83985352876932,80.0
237,30.263721869675006,90.0508858181747,80.0
238,26.189037502420724,95.56132900265561,80.0
239,30.95582593047625,81.8051628680955,80.0
240,31.316009280987505,86.97410234712555,80.0
241,20.710890859360813,63.441327191943515,80.0
242,30.68011626874811,81.36115932927476,80.0
243,28.229751802720294,81.83605772919593,80.0
244,27.73222713155955,68.53473026853943,80.0
245,28.944128093103153,69.37280827454003,80.0
246,30.465261169502543,92.74190269864637,80.0
247,31.65518182004961,70.53915809924958,80.0
248,23.59109029454823,68.64580540122884,80.0
249,22.241575526782775,66.10948668637734,80.0
250,24.61321732471716,84.49827545329768,80.0
251,27.534497411039013,71.21541621886618,80.0
252,24.124743188388987,74.53626320777796,80.0
253,24.76938971301717,84.33215808479638,80.0
254,32.085123912913495,84.86399770540987,80.0
255,32.24059650941152,97.54944758372295,80.0
256,34.16944215298034,92.35267569910255,80.0
257,33.900470066812304,98.39945465181123,80.0
258,31.483031241548456,84.9168688510853,80.0
259,24.499156659673673,66.52323308888008,80.0
260,23.838018459238082,75.16268224998375,80.0
261,28.662306084286048,78.45447556588208,80.0
262,23.970328756644317,58.771092390165485,80.0
263,24.039121316840532,58.82672879991407,80.0
264,27.260799168848294,84.87721665271994,80.0
265,25.677947616222653,66.14212040210647,80.0
266,28.37544203206009,70.57129648745816,80.0
267,25.64857758497089,68.55486543024988,80.0
268,29.504033169659607,78.40564085254582,80.0
269,28.06268251769309,82.38225535489595,80.0
270,22.147143391551694,61.40753487470246,80.0
271,24.006128944011255,58.53504333793458,80.0
272,25.5029094978413,68.33355345661022,80.0
273,26.064518571000384,82.14787615901255,80.0
274,33.835587217326704,86.92864737469021,80.0
275,25.101584336187788,52.52439802225621,80.0
276,24.003949965782923,71.01537803526325,80.0
277,35.459531072586365,80.3730179922873,80.0
278,38.63190476629252,75.80276992001173,80.0
279,26.24842801560663,80.57577284691503,80.0
280,27.187025630946888,74.07799098240609,80.0
281,22.455594001617953,76.29730995617768,80.0
282,30.709739580698653,59.76652161569787,80.0
283,30.421538588569064,87.69295979902955,80.0
284,28.668176267435612,78.45553094714788,80.0
285,27.947183420539037,76.59339219946148,80.0
286,22.52462576343528,32.83968129206341,80.0
287,34.28944879219941,87.27265883126283,80.0
288,27.052851793451126,66.17458319653034,80.0
289,30.7151440933877,59.999708120815846,80.0
290,33.08904470311201,91.04822649911804,80.0
291,28.65579100978355,91.95449456695829,80.0
292,29.29949980197856,84.93030974608064,80.0
293,31.885706373204187,87.35121908941153,80.0
294,21.302053511812,64.01530306260896,80.0
295,27.037060888783753,76.49371420640897,80.0
296,24.245559862093476,60.677047387881416,80.0
297,26.421253945222595,102.02077776658571,80.0
298,30.920935889150975,93.26882315894967,80.0
299,25.813248450007542,56.84284969378132,80.0
300,20.78214175789669,76.12293765923442,80.0
301,21.915754382502357,86.33168572209019,80.0
302,28.124273288551972,69.60163604449559,80.0
303,24.24807854720898,63.88510304851151,80.0
304,20.140545486743918,53.0479325836643,80.0
305,26.739193513347146,83.93758434125593,80.0
306,24.27954210436203,76.27026257337236,80.0
307,26.905448866278295,76.50952581363326,80.0
308,29.117807309073434,81.10459669407994,80.0
309,26.982466350104456,59.25064233489017,80.0
310,30.144287485493997,73.37847335665583,80.0
311,24.180559227023366,71.69317377595723,80.0
312,24.44197994504311,90.13630103464676,80.0
313,30.03279326114763,83.53439301405965,80.0
314,17.46970074779944,74.35252496016466,80.0
315,24.23206335586789,55.594366873419375,80.0
316,24.74874303354883,72.82223383580512,80.0
317,30.101158452651823,94.49201525486541,80.0
318,20.365457966018546,70.9572677475116,80.0
319,25.982780879373593,61.91215029287685,80.0
320,27.64434280451898,82.72513434930465,80.0
321,25.994410240456133,83.87817425420062,80.0
322,22.52973316251581,86.90809159666769,80.0
323,30.695800246840776,72.814415410162,80.0
324,29.146303203901525,85.27571450146526,80.0
325,25.487954303679714,91.39915760200877,80.0
326,20.61721527646282,62.56158972423096,80.0
327,33.523338978330116,92.76664727666596,80.0
328,26.9229692622298,50.02477556982322,80.0
329,21.198279069782362,69.10801584045709,80.0
330,21.250366455446983,44.70017246576048,80.0
331,26.905574618635896,87.644371227135,80.0
332,27.437297263697992,74.98261071178797,80.0
333,23.58600828024931,54.87613396241214,80.0
334,34.23236037042285,91.36163653537835,80.0
335,20.79603868489312,55.757546753800916,80.0
336,24.121357995628795,62.18026028094309,80.0
337,29.093193767296007,68.5348732920003,80.0
338,28.63199528450763,88.68228254819351,80.0
339,26.624383650608735,94.42972062375148,80.0
340,19.734979374477167,70.9439033413393,80.0
341,24.554918590445627,86.32268126627812,80.0
342,30.79808994908307,58.561309821624945,80.0
343,30.13169675833919,70.90278245433305,80.0
344,25.64816902285355,64.37887781242004,80.0
345,27.035310679835757,87.81737489113095,80.0
346,19.943637076601824,67.1106825027234,80.0
347,27.33976537084822,71.16421228021727,80.0
348,30.93559683850065,83.78394849429004,80.0
349,22.58749134339029,60.952715393993344,80.0
350,21.09473797723693,50.05105080163505,80.0
351,27.68885581466879,75.46800789831337,80.0
352,24.471810060766536,61.69929245837817,80.0
353,28.86734599613375,80.59680275025447,80.0
354,26.455788991939173,77.9831655164741,80.0
355,22.726271722550788,51.01673032172798,80.0
356,25.020774834745104,85.18007511014436,80.0
357,27.937234962236154,82.63324279388931,80.0
358,29.321711003373338,104.32617532121958,80.0
359,24.24635161709476,75.89255730801631,80.0
360,28.688228011587842,99.00270886148267,80.0
361,15.492284170501073,41.51529824740306,80.0
362,23.818527888922002,52.67106841106642,80.0
363,28.883509035339337,76.84395837321267,80.0
364,23.955102479346944,66.32196730919479,80.0
365,24.607664005759624,54.15130340334615,80.0
366,31.0891604528214,83.0977512802114,80.0
367,27.506567407792136,70.99087051644368,80.0
368,28.299565604528883,96.08652030640575,80.0
369,30.330407261789826,79.99808371325034,80.0
370,23.4546826772224,81.14345748757412,80.0
371,22.759583108837372,51.68963313521276,80.0
372,28.468685314283828,88.90721990914354,80.0
373,18.31181694673015,56.19617977153564,80.0
374,24.367252990797112,83.60271628829184,80.0
375,24.72281641439657,86.67411008366145,80.0
376,23.70342546255188,71.75905494081276,80.0
377,33.5963558884158,76.87505141839031,80.0
378,26.424978199484414,72.1145182569395,80.0
379,28.838778871876478,66.15301642424646,80.0
380,34.384442407492074,83.75638054306731,80.0
381,26.042944554553863,82.5883792855316,80.0
382,27.9086722376764,85.92963563855702,80.0
383,26.63601302464232,79.64966969423087,80.0
384,27.117545632860576,92.22988492264929,80.0
385,29.315880762090192,90.7725295811826,80.0
386,31.11827693179066,81.30170576901536,80.0
387,24.984170488668855,68.6314942190769,80.0
388,24.50910966190959,79.06044701931579,80.0
389,34.070262570508014,79.0381954623603,80.0
390,27.739145165834145,51.49348584633995,80.0
391,24.20125771465038,69.85104420577399,80.0
392,24.24584979569755,62.54527062878408,80.0
393,27.019921358970254,87.08875720001726,80.0
394,25.947660858894242,73.7173608838641,80.0
395,27.027222336381193,51.868136617558946,80.0
396,31.485706794344228,87.65987094736664,80.0
397,27.93191243438521,70.35649523916395,80.0
398,17.375754810688857,74.74876770866989,80.0
399,20.101293901672285,68.53272701440294,80.0
