unit_id,CropYield,do_iron_fertigation,do_light_controller
97,23.642322295542545,75.0,75.0
98,22.62108723422585,75.0,75.0
99,29.638777143891488,75.0,75.0
100,24.87642958578435,75.0,75.0
101,17.49821222193314,75.0,75.0
102,25.833752765290587,75.0,75.0
103,22.11415253202096,75.0,75.0
104,19.851789263738794,75.0,75.0
105,21.168363640873974,75.0,75.0
106,19.55483684617517,75.0,75.0
107,27.12050819231786,75.0,75.0
108,22.92685633239549,75.0,75.0
109,25.801055883985853,75.0,75.0
110,23.141457263221643,75.0,75.0
111,21.289263562761374,75.0,75.0
112,26.428843764944883,75.0,75.0
113,25.641691933024497,75.0,75.0
114,26.11208590329064,75.0,75.0
115,19.343296128110495,75.0,75.0
116,24.93455202333698,75.0,75.0
117,22.642350596985324,75.0,75.0
118,24.648223906319945,75.0,75.0
119,20.466238980169635,75.0,75.0
120,15.733381140699025,75.0,75.0
121,22.36135645390959,75.0,75.0
122,22.07457860654146,75.0,75.0
123,20.973513059186025,75.0,75.0
124,19.876172942876206,75.0,75.0
125,29.594024795857987,75.0,75.0
126,28.11243324712851,75.0,75.0
127,29.836986083409904,75.0,75.0
128,22.054659589241865,75.0,75.0
129,27.157556087863618,75.0,75.0
130,28.13175131639413,75.0,75.0
131,21.342754317636714,75.0,75.0
132,21.958772767370608,75.0,75.0
133,20.653073815478844,75.0,75.0
134,21.76914580438076,75.0,75.0
135,27.565439307303492,75.0,75.0
136,19.32415224544038,75.0,75.0
137,23.899406020528495,75.0,75.0
138,24.81274266631901,75.0,75.0
139,24.687384596850947,75.0,75.0
140,20.414607195279793,75.0,75.0
141,22.854267622977364,75.0,75.0
142,21.221549743227513,75.0,75.0
143,19.83204290057565,75.0,75.0
144,22.04528840080878,75.0,75.0
145,21.186063187851776,75.0,75.0
146,18.64434665672447,75.0,75.0
147,18.351783089839635,75.0,75.0
148,28.900700630003875,75.0,75.0
149,19.654191152710396,75.0,75.0
150,18.363098228091935,75.0,75.0
151,19.970695599113498,75.0,75.0
152,23.057902701925773,75.0,75.0
153,25.81787642549549,75.0,75.0
154,25.60617588629597,75.0,75.0
155,12.695483036048634,75.0,75.0
156,22.533879301731393,75.0,75.0
157,25.59405326102728,75.0,75.0
158,22.137115739707976,75.0,75.0
159,23.23926786505716,75.0,75.0
160,21.476271259938034,75.0,75.0
161,23.35232766556845,75.0,75.0
162,28.451961029721787,75.0,75.0
163,25.332324155680176,75.0,75.0
164,17.657726353757333,75.0,75.0
165,28.371364135020144,75.0,75.0
166,26.645119111320874,75.0,75.0
167,23.30062789093448,75.0,75.0
168,23.077474568749608,75.0,75.0
169,24.384079447720364,75.0,75.0
170,16.074790514866695,75.0,75.0
171,17.121719739625792,75.0,75.0
172,17.350690867272675,75.0,75.0
173,24.793693382979022,75.0,75.0
174,17.13066823262011,75.0,75.0
175,20.58968328207256,75.0,75.0
176,18.32399665203672,75.0,75.0
177,17.032600043399107,75.0,75.0
178,21.033176158272543,75.0,75.0
179,23.484355793839402,75.0,75.0
180,18.59784951100502,75.0,75.0
181,21.12762599204919,75.0,75.0
182,27.73861220123288,75.0,75.0
183,17.156946996241473,75.0,75.0
184,25.143192175824616,75.0,75.0
185,19.326591989093696,75.0,75.0
186,22.811567041786766,75.0,75.0
187,19.971909231146736,75.0,75.0
188,21.716293626350573,75.0,75.0
189,16.581316239776832,75.0,75.0
190,19.629451093698666,75.0,75.0
191,18.570372455286382,75.0,75.0
192,20.822960616577564,75.0,75.0
193,22.151669340899485,75.0,75.0
194,19.682086516359995,75.0,75.0
195,20.073515306168108,75.0,75.0
196,19.628918059023682,75.0,75.0
197,19.608110859115502,75.0,75.0
198,22.257332801845354,75.0,75.0
199,16.61485068274098,75.0,75.0
200,20.867339521168685,75.0,75.0
201,15.36770326762318,75.0,75.0
202,21.926827201589557,75.0,75.0
203,20.7181986537329,75.0,75.0
204,20.494696134294557,75.0,75.0
205,24.820924006762,75.0,75.0
206,24.720093504630135,75.0,75.0
207,14.375370791091612,75.0,75.0
208,25.239610483836433,75.0,75.0
209,26.592553385021834,75.0,75.0
210,19.633977470220042,75.0,75.0
211,20.471179036069856,75.0,75.0
212,18.421260033786897,75.0,75.0
213,25.471366750795678,75.0,75.0
214,21.609828794928497,75.0,75.0
215,18.334193264878426,75.0,75.0
216,22.41364216372106,75.0,75.0
217,17.560806266465512,75.0,75.0
218,21.32726014807242,75.0,75.0
219,21.833570466426828,75.0,75.0
220,22.139214044480408,75.0,75.0
221,25.725117827277217,75.0,75.0
222,18.717384922343918,75.0,75.0
223,26.834501899548016,75.0,75.0
224,22.99198510055564,75.0,75.0
225,21.759624871883588,75.0,75.0
226,22.29813025990535,75.0,75.0
227,27.692535931866125,75.0,75.0
228,27.747761107324852,75.0,75.0
229,24.466868164641163,75.0,75.0
230,18.026316982367664,75.0,75.0
231,22.35397280515853,75.0,75.0
232,18.330132705438132,75.0,75.0
233,22.57250899373259,75.0,75.0
234,25.894808758180172,75.0,75.0
235,22.002602099983964,75.0,75.0
236,20.71812471576153,75.0,75.0
237,18.314766137427075,75.0,75.0
238,25.22789178714411,75.0,75.0
239,28.139408250500985,75.0,75.0
240,23.49423249635502,75.0,75.0
241,18.386629401572286,75.0,75.0
242,21.910139521410464,75.0,75.0
243,20.250769984000883,75.0,75.0
244,16.99480609191515,75.0,75.0
245,24.24513319035844,75.0,75.0
246,18.68785026748225,75.0,75.0
247,18.826070824101933,75.0,75.0
248,24.763712273363133,75.0,75.0
249,14.681890121909227,75.0,75.0
250,23.11582900608022,75.0,75.0
251,21.65579584886391,75.0,75.0
252,20.833152280360704,75.0,75.0
253,23.206133141051236,75.0,75.0
254,17.358058332736462,75.0,75.0
255,23.218074750959037,75.0,75.0
256,21.761444216863385,75.0,75.0
257,24.035762539049898,75.0,75.0
258,19.550411427630063,75.0,75.0
259,19.727610394855326,75.0,75.0
260,19.70473071985251,75.0,75.0
261,19.197308287884933,75.0,75.0
262,16.975789596237128,75.0,75.0
263,19.822029051476818,75.0,75.0
264,23.23546379427537,75.0,75.0
265,20.07956586529177,75.0,75.0
266,23.55107941756746,75.0,75.0
267,16.54108432182019,75.0,75.0
268,22.39245173545442,75.0,75.0
269,18.70430052433902,75.0,75.0
270,22.559296768342847,75.0,75.0
271,20.39814320902813,75.0,75.0
272,19.798546324385804,75.0,75.0
273,15.291763938206415,75.0,75.0
274,25.219399713881035,75.0,75.0
275,20.17486949314707,75.0,75.0
276,19.786097707791143,75.0,75.0
277,23.799271688310284,75.0,75.0
278,24.254542553663786,75.0,75.0
279,20.83185449216258,75.0,75.0
280,21.337225705673404,75.0,75.0
281,23.68428680507544,75.0,75.0
282,17.44729642975085,75.0,75.0
283,24.71640705670392,75.0,75.0
284,22.58057843636632,75.0,75.0
285,25.863978237413086,75.0,75.0
286,19.0386812819956,75.0,75.0
287,19.940620780161638,75.0,75.0
288,16.932635749457237,75.0,75.0
289,16.522471546021915,75.0,75.0
290,24.838792963836447,75.0,75.0
291,27.43479531961964,75.0,75.0
292,21.02891064928194,75.0,75.0
293,18.32803157844628,75.0,75.0
294,25.18534959379503,75.0,75.0
295,20.335202652315573,75.0,75.0
296,16.83338665707583,75.0,75.0
297,20.050876625734823,75.0,75.0
298,23.431220443942827,75.0,75.0
299,19.941008880694366,75.0,75.0
300,26.52806458466914,75.0,75.0
301,24.089276359459767,75.0,75.0
302,22.877521357687996,75.0,75.0
303,19.654232285317722,75.0,75.0
304,26.81030451911413,75.0,75.0
305,25.963644656746602,75.0,75.0
306,26.506895050384674,75.0,75.0
307,19.634451482716656,75.0,75.0
308,22.99397430467898,75.0,75.0
309,20.55934688646465,75.0,75.0
310,21.961201679452003,75.0,75.0
311,20.29668924251343,75.0,75.0
312,19.01720398519341,75.0,75.0
313,20.2886989715276,75.0,75.0
314,21.192305639132435,75.0,75.0
315,26.549763360043173,75.0,75.0
316,27.346962474777946,75.0,75.0
317,25.22319107284799,75.0,75.0
318,25.014531872073842,75.0,75.0
319,20.84762195135575,75.0,75.0
320,29.702977858345044,75.0,75.0
321,22.419565920946763,75.0,75.0
322,21.65945127325186,75.0,75.0
323,30.999219599235367,75.0,75.0
324,25.36253112108378,75.0,75.0
325,27.45536422744286,75.0,75.0
326,18.840247803950955,75.0,75.0
327,29.34311841196878,75.0,75.0
328,16.917215311562277,75.0,75.0
329,20.30079306501735,75.0,75.0
330,20.478774313253677,75.0,75.0
331,20.244594361281514,75.0,75.0
332,23.85278836232672,75.0,75.0
333,26.55876924554272,75.0,75.0
334,17.865708660249076,75.0,75.0
335,23.317867927762734,75.0,75.0
336,28.975571638792854,75.0,75.0
337,24.425224807256917,75.0,75.0
338,16.9142507238437,75.0,75.0
339,22.572402328476095,75.0,75.0
340,23.372128548878408,75.0,75.0
341,20.86981437535032,75.0,75.0
342,16.523374568279827,75.0,75.0
343,24.0154397931006,75.0,75.0
344,16.74403546216169,75.0,75.0
345,20.155737642588797,75.0,75.0
346,19.441714382356,75.0,75.0
347,21.661919421380443,75.0,75.0
348,17.257917141158288,75.0,75.0
349,27.101646158627943,75.0,75.0
350,15.7924938240243,75.0,75.0
351,22.394369692638506,75.0,75.0
352,22.920159244614418,75.0,75.0
353,22.30999990630128,75.0,75.0
354,21.847281474162696,75.0,75.0
355,29.388081443428216,75.0,75.0
356,20.18235029378501,75.0,75.0
357,18.05247518778205,75.0,75.0
358,26.47205276034249,75.0,75.0
359,21.266359565601014,75.0,75.0
360,18.359012326955433,75.0,75.0
361,18.569549862457055,75.0,75.0
362,27.30880514606477,75.0,75.0
363,20.091307493609527,75.0,75.0
364,25.703240931710997,75.0,75.0
365,28.541933427986883,75.0,75.0
366,18.754317501176203,75.0,75.0
367,22.262817898798325,75.0,75.0
368,20.77672872938498,75.0,75.0
369,21.214862439899118,75.0,75.0
370,18.28946117878878,75.0,75.0
371,21.137007438447778,75.0,75.0
372,21.143938007056384,75.0,75.0
373,21.466346382236768,75.0,75.0
374,24.985728112564487,75.0,75.0
375,22.092873874498505,75.0,75.0
376,29.812423810716464,75.0,75.0
377,23.999191580021694,75.0,75.0
378,23.00090199935492,75.0,75.0
379,18.848235637313177,75.0,75.0
380,20.67637449916021,75.0,75.0
381,22.842742071973845,75.0,75.0
382,20.516122271278135,75.0,75.0
383,17.375444990761814,75.0,75.0
384,30.234296943634803,75.0,75.0
385,21.184114747322067,75.0,75.0
386,25.98470515557867,75.0,75.0
387,18.764717003800218,75.0,75.0
388,20.155511951003366,75.0,75.0
389,23.26115750319894,75.0,75.0
390,17.775029157133606,75.0,75.0
391,17.357365055890625,75.0,75.0
392,25.760567728608603,75.0,75.0
393,19.544577668412394,75.0,75.0
394,22.04119368065071,75.0,75.0
395,19.48858888700614,75.0,75.0
396,16.766194016310802,75.0,75.0
397,19.733968817517354,75.0,75.0
398,22.90127079065721,75.0,75.0
399,21.60788350838754,75.0,75.0
