unit_id,DissolvedO2Nutrient,IrrigationVolume
137,30.481461604505032,46.292008850020025
138,47.77648983525013,57.83664252684823
139,54.093422639153836,56.58131391373239
140,73.72677741201315,31.18918537404517
141,46.22008876395711,41.76583053959936
142,51.77442261594128,51.64466902418107
143,46.71357889737953,56.2171603507437
144,34.520773568728785,33.96759598162987
145,41.47860877343792,47.8266245417615
146,64.76659476700867,53.02595454360985
147,33.97496510149734,12.451219247216489
148,43.707866192370616,64.618615933404
149,59.75141982155041,52.92648153029301
150,58.277900821948464,65.69328223466691
151,57.3280251749071,46.6627152200715
152,65.55165528196883,65.99787767651587
153,65.25903673643448,42.038783339579595
154,51.986651384318414,44.91268229422093
155,71.33967418832549,39.2385588280477
156,62.20795729168661,44.915327706059486
157,14.405699986548306,38.843232231912346
158,30.325181907044744,62.059971832281796
159,55.578992814241616,49.11497060808713
160,55.40617706617562,76.51801166399747
161,35.26144911068859,40.37729508150967
162,33.3225170282231,37.363148053300456
163,54.33157119763485,54.6529997764676
164,71.93676220433713,64.46633151956095
165,80.41134947955209,40.27343573869673
166,38.88319893682264,54.8338452185215
167,55.46163483060545,43.21311066520991
168,58.63337190358921,40.7614492517244
169,52.22334970534303,51.429566224147024
170,65.01582844141943,44.16177777593451
171,49.745905102069436,48.53157493446602
172,35.79115197297507,47.419599060091485
173,58.813906058804136,50.709640556782254
174,31.02711124876077,44.006828154661946
175,38.06065937161472,49.17028156632967
176,54.92744794457643,55.917365368441594
177,47.29676482412976,50.69723857543381
178,27.06452531230727,69.5387652346876
179,45.43790065155309,51.94513391773985
180,64.99547319298654,46.124212368454934
181,48.33772830801559,44.23548646367901
182,38.18483762332499,50.42419569880184
183,37.80528456319459,55.33782166344865
184,56.30668974298393,62.18101337007518
185,49.04420088942445,65.40799564280093
186,46.07030032314226,35.65052255964284
187,55.10511731079376,30.824960610334585
188,36.0406465667673,41.74760604383294
189,37.098389581925666,35.76959795121292
190,33.25823031332896,41.53290321877793
191,41.93785970840094,49.72190304163783
192,49.35568187697346,66.87449345171393
193,63.88173529789903,71.80082032748659
194,45.23942024655729,49.242826358673724
195,35.82698471277877,51.482260827966186
196,70.90884242728532,20.528490035216613
197,57.41139463496864,26.419150036796278
198,74.27862295552457,30.256762319218574
199,35.42839058089873,26.058641164817793
200,51.718712958743694,49.89837756994375
201,25.78457815861254,56.49463866303671
202,79.97624329280985,53.17538498289529
203,78.57464915796723,48.20569022968635
204,57.2719450877909,41.064954457938136
205,34.360262708701015,37.09882938048881
206,38.18863876059948,54.440756152921765
207,66.70746318788096,47.99428779097047
208,51.73218731962421,50.556829377868965
209,39.72323878969487,58.83246315496842
210,45.31626731959618,49.94049816871156
211,48.24428734161101,50.83523919177303
212,56.1404766911028,33.4274454948724
213,49.59155702824609,42.62623806342573
214,24.03453480580265,54.94227355659962
215,50.089918678300755,53.02831540773624
216,54.9287281570919,61.61303663829673
217,69.23289228906393,77.46682206556862
218,45.181539816761344,46.333034404835644
219,64.19867456076443,32.40942761976788
220,47.68431700732273,51.61454596228866
221,45.62195016313659,26.917770169474878
222,62.49817499806105,51.69241220836397
223,63.07244909676732,49.50835799755801
224,52.70984355148781,46.43892590465009
225,74.65278542137652,41.99347947074362
226,47.34789020416529,39.36235439438126
227,54.35645537543965,32.315392075628935
228,67.43797328021326,63.096905610156995
229,45.483474672658815,51.00238269127264
230,55.46212911209599,41.33871046447311
231,40.37452867136576,47.76833363606535
232,34.806207977653614,54.97088709681319
233,44.57337524401168,49.17909048071057
234,62.871597049094206,37.55127047723637
235,58.40452742671707,44.723749888223466
236,57.27607630200125,39.85633066209537
237,43.379235212230746,64.61530829363836
238,61.99506921491243,54.76885990928035
239,48.544517216183415,31.133420396616167
240,42.979719381808906,45.81387852506045
241,58.53645110265221,63.49981475631758
242,52.60751724105655,38.01116480542378
243,42.10675314840745,64.4154991790502
244,27.521137493668263,62.09180763152952
245,48.50984880307588,57.11107522371608
246,33.077487363231654,55.890902200091205
247,75.78825283852021,57.471264529748495
248,27.98916070961929,35.22873482529365
249,54.202122635538764,53.6964255835592
250,55.06724473690498,61.51413274928848
251,55.08737247699285,67.17192016648748
252,50.08656344737181,60.93412149905889
253,53.51358414480759,66.13887342668306
254,42.6584739573061,53.05805967717882
255,57.5978003473742,60.69141902817923
256,46.24515651762714,55.34597133254324
257,50.6990310707746,40.605364841529806
258,37.87984036427883,58.74943735077857
259,53.852515511091006,41.93142014923331
260,36.52379242101211,61.94431281111595
261,59.902206749540134,65.68842514940951
262,61.264697510154065,61.685802587942945
263,56.40351838759819,42.19092466574718
264,63.70227940205923,48.505782752354264
265,52.51424990013033,51.511331211413726
266,32.53653415119989,40.124004208080756
267,39.31725839539903,76.48207469715214
268,58.97943715541169,53.80124785912922
269,37.93515106837543,55.22234639806469
270,35.80691924268756,44.39226252766801
271,41.11915006746834,46.53009055240125
272,46.943337966888926,38.846482549408734
273,37.32321433398841,51.286384466038356
274,36.7244266507917,76.6408344505275
275,48.98397725366196,54.82141549596119
276,23.635995979905246,68.45574520450126
277,49.402023654957055,57.034290158830956
278,31.242637683058703,40.12808214811825
279,63.28749127267901,37.93977112483608
280,56.86456629365395,49.47952120704847
281,50.927256035761296,60.87156024380244
282,76.60633087080235,23.01310851728862
283,57.70671171807794,35.851428213643764
284,76.74558114937753,33.615001158096064
285,54.037990544913356,63.65719423354959
286,57.70104787488697,62.41409325158418
287,58.43547824345472,68.51660835874617
288,62.18735338187844,55.627276442438735
289,32.08977672788526,57.458366402218246
290,72.36768613752702,59.933249179005855
291,52.66583142461759,63.180987190665626
292,27.77848500870738,71.94787245836945
293,40.025824694681326,72.91091461675855
294,58.271260262016035,45.68417811908522
295,49.71013807397254,53.36730939664447
296,58.59677084556482,56.9202225760362
297,56.92608793538754,46.03939198742689
298,42.47528376048503,29.246496682350354
299,57.87283131202414,37.97156341720579
300,53.54650008897616,45.26934998678744
301,46.59077470091179,43.99083554165299
302,35.456150527261094,59.82495869997015
303,50.512219415675936,74.13409291861574
304,63.9964893694313,46.78393097362093
305,44.7802614636532,54.46293420226878
306,75.7980131707067,44.47230295911688
307,42.907773168700395,53.59322692627718
308,63.35712104828052,41.68421672056592
309,32.68960369439546,70.66041228463558
310,47.03764435578918,55.33876110532916
311,34.137170788174394,37.782064316133486
312,27.871970306212674,45.032396557519
313,61.249724109456984,69.11702047872387
314,44.639686884807325,52.60715604053339
315,47.03834906818969,19.67013003114625
316,46.98677742922825,56.80567010240967
317,27.75150560914358,54.224547210505065
318,47.704036646154115,78.30841356305164
319,55.66400454807213,50.44435697759069
320,64.14174613687028,32.12696160161576
321,45.50157594080024,29.167416385932423
322,70.08851004793573,45.98218234762799
323,53.795883002131845,52.07997400835364
324,59.782055041829715,34.751704740708746
325,59.03463590583162,34.60617014612645
326,67.19451191323209,46.80394820897354
327,69.36781162509622,54.422398298186906
328,56.24809447726874,44.372391706313635
329,56.82516286971247,77.32748303848086
330,44.015180429351005,74.5874179417641
331,35.920483594960295,56.643434302187785
332,32.362649320123296,52.20695812982728
333,49.76447967867488,39.56764300575391
334,51.070644463623275,65.26124441424616
335,39.734317006095324,22.727274752707636
336,33.573563639605545,34.39896370005201
337,57.503184986202356,51.05370903246356
338,72.86910862680823,31.22918668904115
339,52.460120656873364,69.03260414127223
340,55.361817251049835,44.55908657112656
341,45.81917939278094,58.490118232117574
342,38.552964235869204,46.446825207048384
343,74.3093350470243,61.14076757237697
344,54.08006967343873,51.907557467325965
345,49.172346868912804,35.48761472730582
346,63.34033495691945,54.80089016557542
347,52.849826276710736,71.88026358983106
348,59.112842755265135,38.59985478073568
349,51.29998425048159,44.8418248561364
350,55.612812153046114,53.398693580404206
351,44.74272435430714,46.96404172765847
352,51.21596103474087,47.0882732470545
353,40.93462290900624,59.29875494824062
354,54.771632755745415,55.58815673362715
355,23.00378704217002,42.086486694773455
356,31.790493580731603,57.41740484447399
357,47.31170087559402,60.37665123071194
358,54.535723014856465,48.5014180139037
359,47.53646736907294,29.291207854939103
360,59.245727659260275,55.96485306214497
361,43.241960664371234,58.491510707794035
362,31.816198918042105,54.24391649762953
363,36.84699592180745,51.62061159242941
364,45.367002988284696,65.90253684771979
365,32.49923127537658,48.3375179119648
366,35.51994868003262,56.22889633837996
367,65.3010791352099,51.12780736283981
368,47.698877263647496,46.2218641931148
369,40.113227136234215,48.39817464321642
370,70.32302926830621,39.88649739640519
371,40.98076702632883,40.35503213224578
372,89.01669591772584,60.90264684104592
373,54.86926474481274,29.18387644280412
374,63.10555676431123,47.195857553487905
375,65.43098264395263,35.36833638628584
376,55.2058403277643,32.19095257269244
377,45.89153715565382,32.96918442458541
378,58.267099675020866,41.48594129468136
379,56.654963552415005,45.39188139667507
380,49.62317160881465,54.51654785250885
381,51.51849203238036,45.335901452559135
382,42.79446183720861,57.1704821839905
383,49.05622934884285,50.193176442810575
384,68.58502914313169,39.22614423804263
385,62.67804849995281,26.161012962382326
386,73.73935668515848,57.697534126208474
387,49.18652067058916,59.344195057745615
388,34.62206718537146,48.273329083657465
389,65.1624810572342,48.13088262070487
390,49.70784947282928,57.35037249615382
391,62.54324403330854,47.20656127212308
392,34.29818050066149,30.84097469189197
393,49.70846155167365,54.931963266579565
394,72.21901437671914,73.13452993869706
395,48.36566373750106,45.95234663656977
396,41.41388338871442,48.38873167059957
397,49.406563740847446,39.508362725569505
398,39.7570450960457,66.61847184042045
399,50.40430060762328,55.824668417930354
