unit_id,NitrogenPPM
321,56.08291582988877
322,37.7993452354603
323,43.447125291229284
324,55.25119872885416
325,58.917433536298816
326,51.226780441422726
327,24.192389655605112
328,83.66981451384235
329,69.5425517201864
330,57.10028017263664
331,48.653267301632596
332,26.779857611759066
333,43.288015628614296
334,52.51380864846138
335,63.20734576266102
336,54.50071416312332
337,48.98705300591515
338,50.41393298520946
339,55.34749454336113
340,54.1675940093637
341,56.00020592363722
342,67.74162322449817
343,45.52486831615733
344,53.28361798759954
345,59.49614911554888
346,55.64948094543374
347,35.57521943549945
348,52.36626216376936
349,64.17726734571552
350,48.94219414942438
351,48.43960662068701
352,47.805594852027774
353,44.74899341335303
354,48.77808420059977
355,61.46442013106571
356,75.05027650209844
357,69.84200386704306
358,41.88417031338858
359,37.95234385620979
360,48.22467168037547
361,43.74765082616492
362,35.23866676556739
363,48.25100942793349
364,47.92360635261695
365,67.12189953718914
366,75.22429714523318
367,53.52031660379946
368,34.80992109968682
369,53.41398706860744
370,44.775175809784784
371,53.77126690817114
372,43.78539212102083
373,45.49025871886239
374,62.58924346979022
375,51.863149275208606
376,49.18633639145005
377,49.236534161785926
378,67.00484739913898
379,53.488425615341434
380,51.6392176657585
381,55.6073714502905
382,58.96092924720432
383,50.26201737504689
384,58.74683068584454
385,47.81190543230798
386,67.86574295341781
387,65.34331812504102
388,56.45970701264847
389,65.31947494426588
390,56.16148818997207
391,26.481774432446844
392,48.925395991717586
393,66.12828807205142
394,55.47600528098829
395,56.82288268587867
396,34.45126923189941
397,33.303043130603676
398,36.773606279755136
399,54.70007717826009
