unit_id,CropYield,NitrogenPPM,do_iron_fertigation
214,18.993947625549296,49.81506396089385,50.0
215,22.58409390397784,53.78440447617665,50.0
216,22.900057541274894,72.51959172191403,50.0
217,23.830463012603477,21.92862317247821,50.0
218,22.74774979879697,30.75878484307857,50.0
219,20.655863185933143,63.25896800082717,50.0
220,17.855095874511132,31.162070982754873,50.0
221,20.298884712876124,59.958338502363446,50.0
222,27.506317321847348,29.835452065117543,50.0
223,17.801751024765775,40.70445766225508,50.0
224,14.654957650591314,62.527802217992935,50.0
225,24.63156754931154,52.11624145780761,50.0
226,22.839885210565754,68.47342147927318,50.0
227,16.608012340157202,54.69350641902754,50.0
228,14.392358862705223,48.37850822436853,50.0
229,23.086631129574982,64.11406617686697,50.0
230,18.542902333843042,44.33087089809499,50.0
231,23.208129452096586,36.50167803745093,50.0
232,20.398614837813845,59.67528245809473,50.0
233,24.95304514058219,71.80997903690283,50.0
234,21.127745409737784,26.13823008910051,50.0
235,25.466485475796787,71.45405558578975,50.0
236,21.830508489366853,82.71171821229734,50.0
237,19.005727618114147,55.84466402336611,50.0
238,18.194294058402157,49.58834680576677,50.0
239,24.784801188597672,44.57594766775656,50.0
240,24.690824570732392,67.95580011288332,50.0
241,13.539787669802973,25.901419195500868,50.0
242,22.725850373888278,34.60072530421024,50.0
243,21.359012981441225,47.7166721480949,50.0
244,24.160666852902825,63.73512934320995,50.0
245,25.851867610502858,48.19029196310701,50.0
246,21.682368989088747,41.0558387592277,50.0
247,24.490548709538807,35.831822065940884,50.0
248,19.66392530270558,67.3306616938158,50.0
249,17.414410152510953,40.10966356103257,50.0
250,18.02564577857084,47.521566200984154,50.0
251,22.96141300766468,65.88403540273582,50.0
252,21.608119444362995,49.720013047697044,50.0
253,18.393246917404145,60.129511230689374,50.0
254,22.49385950047037,32.110586614927755,50.0
255,24.81004053214985,47.80926292603893,50.0
256,27.16670953689509,35.70292890462897,50.0
257,21.783445555814758,63.01513182982939,50.0
258,20.41555667657933,36.09234219544896,50.0
259,20.74453322416991,74.56144539349005,50.0
260,16.319443132750127,48.57451936653833,50.0
261,24.3544871374437,59.72142794834537,50.0
262,19.716625421858446,32.78712294630047,50.0
263,20.931008415972048,47.511543265337984,50.0
264,18.898701559477075,49.29411601541605,50.0
265,21.116737847089322,35.94785980843986,50.0
266,22.023091858745033,63.182481192136635,50.0
267,18.803865811261247,45.03196189964766,50.0
268,22.817254860104107,31.449888388293143,50.0
269,20.060184721117423,54.34298677401702,50.0
270,16.10543325509148,45.8065106678706,50.0
271,19.16204297940723,42.75986316715284,50.0
272,19.31418812809032,48.025511682253764,50.0
273,18.580913772080066,55.36121427912206,50.0
274,25.530823597169256,32.33919654349684,50.0
275,21.32518554486261,50.99460047314609,50.0
276,16.699479387056286,51.87638331358195,50.0
277,29.87487761251859,47.53790032968481,50.0
278,19.176260835396562,54.57310252444203,50.0
279,17.32984660236774,45.34217444761722,50.0
280,19.83824116460683,56.35873908700287,50.0
281,18.961515852001753,53.91159077038227,50.0
282,27.920439196621388,42.88832097402877,50.0
283,23.498081521867377,60.72834528428053,50.0
284,23.624907184588544,56.67727180839707,50.0
285,21.937366719956973,50.42519397334067,50.0
286,22.67809775540595,49.450948318089154,50.0
287,22.76630145651497,72.23973959437635,50.0
288,17.64724429710617,60.062356637274355,50.0
289,25.83422061796862,54.71902168882518,50.0
290,23.407566118245967,60.37132590745512,50.0
291,24.537212610532556,47.486843490647374,50.0
292,22.071066148355182,39.46593350654452,50.0
293,21.71292160695946,44.80332750521309,50.0
294,19.224002295085057,31.768703806094003,50.0
295,18.24935397896815,51.24831961694758,50.0
296,22.480024380911317,52.22888762038167,50.0
297,16.120262530786093,55.93053223135985,50.0
298,20.935364801392392,38.56893689505411,50.0
299,24.100885282052293,45.31565428520458,50.0
300,13.822282985113947,43.583409140709534,50.0
301,14.471166459583163,39.41545562444953,50.0
302,20.724642441554252,70.33494857188683,50.0
303,19.83556672287443,48.73143735503594,50.0
304,18.33992058918971,54.20689010930381,50.0
305,20.384796304158574,36.13490911076753,50.0
306,20.033072346219402,39.40336879440738,50.0
307,19.545069331169902,62.618426479719396,50.0
308,22.184628436201578,55.831329918327526,50.0
309,21.59711466180645,67.90353301265826,50.0
310,25.593090055393347,41.89761940032068,50.0
311,18.407089499470885,28.496943595181747,50.0
312,15.65712546491841,56.55604622366625,50.0
313,22.692237700246125,48.4451030053874,50.0
314,8.523159401907666,68.7205956165541,50.0
315,15.817299426309148,4.898767117200485,50.0
316,17.039169965800873,40.5486890479965,50.0
317,20.13082495634534,65.58743540215379,50.0
318,13.581920054172281,21.93427469727184,50.0
319,20.991350908151148,23.15040120804561,50.0
320,23.4937315287079,55.525433593492515,50.0
321,18.838010529116815,74.85219273298046,50.0
322,15.354539722171097,62.07257433501793,50.0
323,25.989620528325933,55.41049367113633,50.0
324,23.23552434782071,53.66805558097284,50.0
325,16.076033863505316,55.581341845681834,50.0
326,16.355647159635943,34.970458061099706,50.0
327,25.386592639418676,61.786971801063395,50.0
328,23.38634202438732,51.2634554355777,50.0
329,16.104649897875802,49.11061290752444,50.0
330,19.28987173487099,70.23686253899031,50.0
331,20.537171611440773,65.85350934231349,50.0
332,20.883660350420108,21.317457186163843,50.0
333,20.732885630737677,54.99248297390014,50.0
334,26.54256215659492,44.37058441431007,50.0
335,13.583900165576729,45.9164247253863,50.0
336,23.619332136517208,35.00999350942122,50.0
337,26.538386554332345,42.87372427013282,50.0
338,22.32768786502648,48.05280933527804,50.0
339,18.692639893424374,51.62345404427977,50.0
340,13.021557107729745,82.24456708442413,50.0
341,16.421468965763882,42.09114730233063,50.0
342,26.22262647279682,76.88563992602113,50.0
343,20.564560865896567,43.107773389183095,50.0
344,21.268436334045216,40.85428833717065,50.0
345,22.219860101441032,59.01285341171287,50.0
346,16.88316119175539,33.66619780498126,50.0
347,20.486014419552614,47.834434363591754,50.0
348,24.537931054568652,59.41166812652968,50.0
349,19.17999523684697,46.24477647069556,50.0
350,18.150358812941512,25.214294377492347,50.0
351,21.764511248472978,58.69806448312035,50.0
352,18.658116290795594,48.85065051122045,50.0
353,21.862386272203096,43.61990063541349,50.0
354,21.17019395175263,40.64973589951838,50.0
355,18.344438382121727,41.72117403593383,50.0
356,18.52191333377353,50.49039899040027,50.0
357,19.324777479129853,67.42747644164996,50.0
358,20.15680461742971,38.356230253038746,50.0
359,18.39058601539817,67.09406396872589,50.0
360,23.451126539867815,53.23895782390216,50.0
361,11.801189078133586,62.28255372452874,50.0
362,23.799176910077723,54.00691962723733,50.0
363,23.42299437730739,54.286071890962724,50.0
364,19.101089067314728,56.57102421288273,50.0
365,22.83556091251267,54.861501405217204,50.0
366,21.581621984772895,48.71609058552213,50.0
367,21.143622482726002,47.504157655232675,50.0
368,21.345457638966604,69.25472435149005,50.0
369,22.614526018439495,39.895275545647785,50.0
370,18.22074545135991,60.016292349396814,50.0
371,19.805433999431997,34.86182827159354,50.0
372,21.283867832250078,59.611971551107395,50.0
373,16.563264562651682,34.31643969076759,50.0
374,16.187353203394412,51.58575790127375,50.0
375,15.969325270871067,84.92141470593818,50.0
376,19.45761761745627,53.13586075482956,50.0
377,25.193448770361144,36.53560268102327,50.0
378,19.82060193557418,39.75694056321437,50.0
379,23.03785051119134,45.21781309452351,50.0
380,21.36770350296225,36.40001112637002,50.0
381,21.35006655103947,72.24967857140064,50.0
382,17.880778524271076,44.320280715972245,50.0
383,18.764905122564212,61.978864105132985,50.0
384,18.086084623740398,48.98190133366925,50.0
385,18.647816995099312,30.121032226322566,50.0
386,25.97779902702028,54.276719748689246,50.0
387,20.085599383053363,53.174757143325635,50.0
388,14.904140700067533,59.011180491681834,50.0
389,24.974025152007854,42.30820696207843,50.0
390,25.993817223592387,52.51149649719753,50.0
391,20.51927650691056,52.41744496165529,50.0
392,16.267780907921964,22.746395831157255,50.0
393,20.18290824775521,30.808614412152313,50.0
394,20.815399868469594,43.71926820025878,50.0
395,25.005418490371497,48.00522253585537,50.0
396,22.133187881820085,42.70354050702069,50.0
397,23.475822984988262,55.137359808359115,50.0
398,12.707197523072189,65.08231430844052,50.0
399,16.124110972439922,67.66610207486195,50.0
