unit_id,CropYield,DissolvedO2Nutrient
154,16.98558909722044,51.144341411944644
155,20.932135063907204,50.79283504062747
156,22.22555020817385,53.52123022052754
157,23.491277358282673,31.360972561703264
158,16.660959269525485,57.96798268422735
159,17.809438306247657,57.456920181760786
160,22.84051143504307,55.75541406878757
161,18.312835964674427,45.79897753864587
162,19.854487458687572,56.09669482627158
163,14.85179256251243,46.62024062955214
164,16.684088461837607,55.583932648415534
165,20.660413815219883,52.609219086535475
166,16.266231394484407,76.440227816778
167,14.948540866419448,78.0419691085652
168,15.136442913366134,48.67876643059326
169,23.32526768062766,49.1799621349392
170,19.34149821215438,53.38236052018667
171,20.39162195580938,33.68503184424848
172,26.01744013270291,20.688111819273228
173,17.152188018963365,55.07056321460049
174,22.13896831787126,54.978384944131044
175,16.441804645591553,32.83653267147019
176,21.992227137819327,34.13775377929366
177,18.63845385942027,55.85726341821929
178,18.111573403855413,63.62377258427349
179,15.383408436112484,38.43469342576337
180,25.555684287496135,34.642655642358996
181,22.33515623882923,38.30351333883848
182,22.546858141658536,59.33992439022876
183,18.606017910743976,44.64111569605308
184,25.899530483084604,50.392368595989275
185,21.048978921050157,49.65793296141215
186,18.2310014794907,49.93828739537587
187,21.265941237852843,35.216320372588356
188,15.905502953385042,60.89588707483514
189,19.62106278904608,44.83666782853917
190,23.49864933705711,30.616004538869213
191,17.94117714835425,60.85721198679796
192,16.389144716553805,38.000753923760236
193,21.16704882515564,51.44740279264256
194,22.052882704045796,40.0072978615965
195,17.438327469036647,41.15398469403459
196,13.206644875857343,39.17702917064818
197,19.67621145314249,48.75813197465816
198,19.728391483089375,57.793658033505714
199,17.370137195716424,57.38021926634202
200,24.877623827217512,40.42597592721862
201,21.775390829202298,52.86606542590854
202,21.6181082424553,42.049181449934295
203,21.363671892114123,66.71310242875565
204,20.656454813322387,68.91004945034972
205,16.650722004107976,43.316615538727156
206,16.368597919218125,44.87698911367504
207,26.3508645738333,42.6749272954684
208,24.652152013483764,41.2994604911217
209,15.371865652315458,56.927155859997015
210,18.576095022635137,49.04624695835047
211,21.0817563924353,41.56379291416142
212,16.77899248081645,41.421489930730296
213,20.34775225244618,50.848261964652686
214,18.656179975579917,76.30593043674325
215,14.314792647531148,38.1388031484486
216,20.310658830861396,81.42738941463041
217,19.03507405096054,49.02078767322643
218,17.024303777608523,50.34531448267787
219,18.334682139391962,58.03093869198869
220,9.65946077450907,56.169254590123764
221,27.47143310907159,50.77813773286079
222,16.824102346194074,31.25279213647712
223,27.362940598640073,36.1849233065064
224,16.79932920854868,40.893416198866156
225,16.804528133567707,28.269243326545013
226,18.82293875971341,49.296055362761244
227,22.314287346377466,50.31118760455753
228,23.713987261400263,39.12412926667411
229,19.537261115218985,55.29391321621296
230,19.214907319333655,70.40707983812226
231,24.97275022713939,42.66807156816702
232,21.852269570430455,40.92813482254703
233,18.841838749965348,55.968485557033006
234,16.869071787790997,37.89417343230686
235,21.737830283200584,49.069006951471245
236,20.980854194714542,43.87498844860828
237,12.167538975995695,45.37402691258303
238,25.50016882679645,24.284742919060676
239,17.72404058565199,36.96617634948541
240,16.481036597085026,43.91741925846119
241,21.91749252015814,48.241470627588065
242,21.02118781869559,40.982257644782614
243,17.290911930682963,47.838134518546894
244,10.986899675999844,62.5754379940509
245,20.343044115314836,44.120132187800856
246,17.577888627967276,56.94529659405998
247,11.707260354232742,38.66015839158841
248,21.5280339412871,59.19956833743689
249,26.363429432230575,70.9464445371387
250,24.057905325401272,45.99146575741905
251,20.948087686819772,42.26881386042857
252,17.218800695283676,64.94706767428147
253,26.360363926938636,37.76182883101263
254,25.167577549089202,45.14318917037107
255,19.812987505976782,62.75447898272521
256,19.394329296716936,33.85152851347852
257,23.08505198028506,31.494119559710647
258,16.208571336760755,53.47844770808364
259,18.655995221270164,58.25538882530445
260,19.259645091706883,46.80068134095902
261,18.56527966865535,56.621018056566264
262,18.427419679291976,64.5200741716344
263,17.44619828966792,49.25611363920551
264,17.824529116218418,57.441138366100965
265,17.997462289623897,30.00698147073008
266,15.031643611105562,42.747430301946906
267,19.021362602373763,64.8512379951582
268,22.446345134923256,32.71970580475945
269,20.430284781935562,32.04491363811278
270,24.25908776003349,23.234365592037904
271,21.410664846873374,66.41449605521632
272,21.69201864280893,64.57658363192316
273,21.8437518480578,50.79788359464134
274,25.79535198666965,48.57197983743942
275,22.069026028360376,54.20276943442176
276,11.863303901878613,25.88936683778808
277,19.83061445739771,35.93475875758577
278,17.28919991057064,60.01161888485776
279,22.306700086889325,52.50715820937235
280,20.038581137127636,46.910368967591175
281,14.600244986407368,47.0686279229581
282,21.83585885276557,45.129495484712066
283,25.334677217879587,59.83277836691834
284,22.01970096450418,57.14276044152413
285,22.9666127087296,52.989270126889224
286,21.712772997619076,57.83494026785855
287,15.475987085852925,50.52678043142932
288,24.30306770472337,52.266775851087225
289,14.985890037817134,46.85764966707872
290,21.23187942368533,55.04402044025204
291,16.971849775244625,51.069608850248414
292,19.600630631189674,60.97896076255591
293,19.982048433901774,60.72244321163859
294,21.25535251471272,57.512571444964976
295,21.514170731364672,36.63879604042645
296,16.665189432475593,51.648671037955154
297,19.421297980836986,49.525878320100446
298,17.791561281685695,41.902345951486815
299,22.237155649118293,36.607029673037
300,16.812690624800318,34.85347217409612
301,16.024750657424875,46.73327505933957
302,17.360953268162753,56.581500846490144
303,27.023491416200912,41.956284723024254
304,13.110267811693245,35.24822624266172
305,13.335785238212246,50.24380266656166
306,24.35959971302119,58.708223797447395
307,21.340337428275703,85.41602153484949
308,12.96186030954716,44.276670221163265
309,19.22290262491997,52.897448419543885
310,21.784202701560968,49.8061277797159
311,15.334038612707918,50.76618234708082
312,23.07823333646018,51.93068469356762
313,20.3922074669533,50.14288379339595
314,18.259159995642527,33.03980318371984
315,15.79828742318247,39.088498520932525
316,23.92187068803838,69.39195957198683
317,27.581330287313023,62.43611236030423
318,24.01533675514234,46.2238247216988
319,18.002781494048676,36.434636443035096
320,24.037642823649197,55.89280601067425
321,19.294079545042756,57.09121097234859
322,22.355049411864986,4.001442796514335
323,15.760758712584837,57.881770133169915
324,23.795908033699348,43.52481499732199
325,18.722656636673225,44.57981193527763
326,19.008234216643974,32.4111832665969
327,19.338200433836583,37.310651863005546
328,15.533866102762424,40.483914505146096
329,15.270545788252274,70.37627425468277
330,19.60239648903937,73.26384420216124
331,23.939769386537606,36.6437809928055
332,24.148833896926963,55.378605757832794
333,12.002480778519685,42.55361743837397
334,25.17998902763987,50.45321772285757
335,21.881536933953935,44.53552337736113
336,21.066951511904453,36.838666046061924
337,18.086316726723553,51.97371788944307
338,16.09989732282783,48.66817074552961
339,18.11068190371967,44.336360421136895
340,22.266827651696598,46.716718965426864
341,17.040670609736186,46.036643903050056
342,18.63106307505014,61.35099318159138
343,23.726107240460873,66.71692679224581
344,14.407698534047814,38.329379264073154
345,13.686425203253616,43.360517950325665
346,23.95782458684291,41.111608390205014
347,19.449888168988412,70.63228808014628
348,10.136572190094547,52.7008373475889
349,18.907347043245576,38.93172623083007
350,18.0711524724601,61.16354979621135
351,22.553793769460647,37.51392093731055
352,15.907617328188406,63.13410113955106
353,23.71790460657739,60.74933484296344
354,12.039654778856697,57.98921712964138
355,21.16125936638612,58.945674719965645
356,23.047022136223983,52.36063188209779
357,20.530817556871188,67.83891653134144
358,18.40045517686272,49.409814491546584
359,17.60632903677751,74.01976019223721
360,16.539430867413362,50.686503289848126
361,16.245047260472848,43.180374278344324
362,22.24900587753364,38.91695724355259
363,23.52065975182363,49.78841377450631
364,18.528792548835714,39.96045371289918
365,17.345316597302897,38.05959477930171
366,12.950021331645564,64.95299640206466
367,12.701069285401793,69.22780435360873
368,17.005190889114612,49.05892204680557
369,18.434552907077084,51.987752590814964
370,20.769989733240035,49.95318570348475
371,26.833547652684715,65.01025552195229
372,15.136302211029594,42.48118113664671
373,21.76387619081382,59.02627223008786
374,21.177501038308204,53.71139896829335
375,25.586741523098297,38.28937176494647
376,16.79218159540257,39.248842444088496
377,17.454776635623183,62.38021337440565
378,20.0605198459212,52.420539659348385
379,20.816977994259457,32.13001722218207
380,14.763566490099732,48.884914974386845
381,19.07288752358094,47.76710415071913
382,21.074024003117273,63.5637490280474
383,19.146980146129202,70.43208721289022
384,22.61878594033686,45.20568180381757
385,18.156339501188114,32.64325316798995
386,14.931078105327414,46.62445656490858
387,23.286053694960266,69.51919924989184
388,19.098270327021385,32.85448944284775
389,19.280101061398604,50.6057062592548
390,19.11135617055412,50.35977405292035
391,21.34525797937603,36.44923988310383
392,25.06166443666229,49.95208754443575
393,20.978722298997404,43.45172944550255
394,27.70010907197033,59.706682577028594
395,23.514211350597858,44.79696103040073
396,24.25339846325354,52.076959502563916
397,20.854611209804137,71.2140050913736
398,19.763217505538535,40.83735050969658
399,17.77427675700517,34.86950366570777
