unit_id,PotassiumPPM
331,52.10627522110787
332,38.02409896234736
333,53.21486435262025
334,55.84420156630643
335,50.10890973445151
336,65.74509098993445
337,61.530161704415555
338,36.60640999646441
339,80.9271093730825
340,25.170942387654975
341,31.06634459544413
342,43.28553154608595
343,50.97555351910809
344,54.72865794147222
345,67.29420326970066
346,54.74269886384377
347,55.789340042748165
348,38.921828475949496
349,46.69329694030851
350,46.07212915232599
351,39.979381552892
352,43.23885078080296
353,51.311539736030966
354,61.608333912008064
355,48.342290784303955
356,51.54179490960754
357,34.24131714491973
358,57.751350100614914
359,38.99382400328688
360,40.8780956164288
361,37.48310655952205
362,55.422166548706194
363,39.50159242003924
364,41.651698707861236
365,80.54787770324381
366,43.82422902787023
367,58.38919394896765
368,49.66764231369245
369,27.261737555595655
370,23.245590149230196
371,52.918287483962814
372,35.43756651281566
373,63.226682642120586
374,48.67454602176205
375,45.313626478803805
376,46.54691639245828
377,47.949854431555046
378,11.152309092830835
379,51.857254919341194
380,32.56825855014189
381,54.12505597354068
382,83.15398383342051
383,65.8261325896459
384,52.81970033296788
385,65.52086092119661
386,37.328993091263236
387,60.243270438040994
388,37.631884583852795
389,50.585399682818846
390,41.494522610153105
391,58.50849956209402
392,54.102686985778604
393,64.79941379462807
394,88.19823680243651
395,37.66176882418205
396,46.30032339014283
397,46.01624539163452
398,55.94536143106891
399,62.30185196377802
