unit_id,TankTurbidity,StockingDensity
79,78.4458065384749,69.0387301623414
80,88.20663670739121,53.61317911652511
81,82.23859753345286,50.647480721932844
82,67.81880803532822,53.688599906695906
83,83.94498998174682,58.71702194317137
84,83.29449451940862,53.48690150700423
85,87.87210607844389,50.02945264613138
86,75.1532880725225,71.12885541306032
87,56.71235825136516,57.330422720578206
88,70.13912949574238,57.331413663268705
89,74.14779311537859,52.053421202564536
90,78.62558103630205,49.290833837292546
91,80.80243218566629,68.33830225118938
92,81.52256042555852,59.76774505371765
93,84.29868960126757,53.54497984469255
94,83.1412130035247,35.14651992534274
95,84.05125781033,47.92985757280488
96,66.26230343688995,31.27888231900523
97,65.94395263817515,49.8302873718161
98,64.84781286778853,57.80603040406876
99,88.34688810344159,52.256091931318394
100,68.0185217800638,60.5997986394084
101,67.33000549635914,29.7078443690603
102,70.11460538806621,36.28359651553936
103,81.09675336497577,60.64286958464827
104,79.62036758622193,41.738229557617494
105,27.532978677437956,45.412113663215806
106,79.32114257611885,44.201874060077046
107,75.95284760544658,53.64955656942585
108,67.2685577327935,46.957822329144115
109,71.05468959634275,50.88379734814935
110,67.30686010796859,50.64748046528405
111,88.89539852146734,55.690286198234254
112,73.24367018832956,47.503562845365096
113,79.35561915094732,46.32999366606761
114,89.65169145229109,33.03017179535599
115,55.312882231814854,40.1006026466445
116,71.54611894619903,50.274277217102906
117,82.81556095365187,41.88701990199766
118,79.98429701351193,72.83096142358235
119,89.47826522148773,47.173215992880486
120,82.20299268532662,27.974580866341892
121,60.7810024810651,23.95644518063729
122,67.54142494939272,56.692259731721265
123,70.56517444400525,18.959277944715005
124,79.29137111888465,15.339834644446562
125,73.58841645832565,30.482589769503782
126,80.74978750737515,21.82352420017565
127,82.01602199434338,44.84549172877743
128,78.51357648146895,32.874238736954396
129,73.97942750437227,51.4948391148199
130,62.03997210951368,51.61586927613423
131,76.17315152985277,40.67907033854078
132,66.43744077788868,47.19299296528721
133,98.93828117857689,20.12538754399229
134,81.23905442185674,33.6982944770242
135,56.12058309069173,40.56442334844767
136,90.43899166292076,54.41568151464228
137,66.97957028947545,27.944264313451797
138,74.31651419539091,58.00342602160863
139,82.43035062398236,40.208902578018005
140,57.71579155223898,36.29535834434582
141,83.8058390707352,68.37372719260541
142,82.31848448630967,43.55873444462297
143,75.85954495737845,43.354760627501214
144,71.18806838595735,53.93133127795211
145,89.65599094150994,35.21964583817416
146,79.59123675243477,55.5139873925251
147,95.78663341950683,47.736200328558766
148,72.02563224654105,40.189874639055105
149,79.08773713345568,36.08271799333342
150,92.00612070767738,58.14937780315684
151,64.86610220005873,66.09787049535618
152,89.66518765681901,55.780394940560655
153,80.12408462747996,48.32617875202423
154,80.48960999526241,30.403704638708014
155,76.12233627287416,23.38078732201911
156,83.06207339426727,31.679624642312255
157,85.50129646296362,46.34080074619601
158,72.49729318053477,56.206299945823076
159,51.064685435219204,58.789124374170186
160,64.27159776409117,53.59424645817814
161,79.16162298126959,42.51325609950256
162,66.53026663636511,54.18705790072134
163,57.431095378516964,58.75123851057902
164,77.64735446148993,54.552858686048815
165,79.06978479494691,52.40783185871426
166,57.1494294667541,39.32641033192262
167,78.13334085242087,34.641444421855915
168,67.93221972529714,48.01974698089096
169,73.6488452266573,42.259060447250825
170,74.42332845928904,40.35330121019886
171,78.35572039550566,61.71549110333771
172,91.93680387932504,36.67254658172809
173,77.7976328649717,62.587050438456984
174,77.19385883658194,35.68080054311061
175,54.234282620002446,60.03893146607916
176,66.23407422432513,34.940100353218405
177,79.53940870871348,53.921454732985445
178,75.26617414322378,46.1840742713745
179,62.365556047872516,21.96764785443203
180,69.01667387410129,49.40302285245576
181,72.61033110762973,60.29121877416185
182,70.14045919033606,44.07883669131241
183,60.83732876783884,38.42375436400579
184,75.4981293221671,55.340863588906196
185,83.79236116746654,53.46254385345238
186,99.89259288314446,50.95224387759066
187,62.72005327241746,56.231529129965175
188,66.94785203849233,44.03162149571612
189,93.75583393248652,74.6576474569847
190,78.21453930310834,63.316671491892485
191,73.65718920305135,59.498594651513706
192,68.6507691091529,59.71873397707364
193,88.79933839016795,51.04778640983515
194,84.0623099912007,55.6339097960498
195,85.48730878742244,47.68193405543661
196,86.62529122025428,27.327164254596088
197,79.04536774186127,29.886040890031452
198,76.80045184743705,34.5261573528152
199,67.23323339190983,40.40551833722223
200,63.24925302868993,41.723354232691335
201,78.38973326114444,51.61529878894153
202,77.93225071260014,52.57614030481398
203,67.83780060457599,11.89088046108714
204,74.62157164734897,35.46318564250467
205,86.00452689839528,50.310701252893665
206,86.33158787396269,59.52990948548728
207,89.51894744075491,52.060132086014576
208,77.01942109936998,56.90855876970939
209,50.51888671780372,56.874745824471084
210,63.18416295808316,53.55398591575303
211,102.31118124375568,34.45230302191077
212,77.47432542033411,51.68743081486487
213,97.16599111306867,44.673843835464744
214,76.81408429837663,40.81820601025225
215,73.87627495269271,68.37790273213145
216,54.83367069386344,49.663433661607996
217,87.62287668164926,51.36775967857266
218,64.27482507988026,36.946326960010765
219,82.91665113039588,58.54422789848875
220,72.543169862738,35.25444466798941
221,59.437772818765964,40.140593244494646
222,86.61744119439776,48.11051838072979
223,77.34475335827469,56.1262414879997
224,85.74672143419639,29.801840885973927
225,56.43620177103156,36.18555239773497
226,98.01503309083152,46.881387443404755
227,71.14984803330795,26.787874486043844
228,53.66236084793589,73.45735261463001
229,72.71891308675468,48.63056729813562
230,65.57566001055636,54.61544735104401
231,68.28737792024211,52.04729855320414
232,86.832471270677,68.9727134968848
233,71.74541354289013,49.922534915036664
234,78.51826381837786,22.825892013909524
235,80.77564960477258,63.68839516783391
236,73.67692976565154,48.99045355694138
237,65.41233200888824,54.90518469749384
238,92.99770139513278,33.53627554798763
239,62.38021570186557,52.94648943352311
240,99.66402313486341,24.617102197241145
241,83.76687366580086,53.23628665198427
242,71.75957386992673,30.656421655570725
243,82.33139930299362,51.04465049543563
244,49.369448812639895,48.03209205708194
245,71.6380704612927,54.714644895292395
246,97.7974638155536,32.13041632515125
247,86.11659499599438,46.12604254177512
248,82.68882407633541,69.32930257027473
249,81.55473133347854,11.01481082962116
250,80.70188465782422,53.36535999193785
251,78.94583251404711,52.39573532066335
252,73.52172122077386,56.90195772931178
253,103.2004450853869,74.67889047202569
254,72.36076429156907,32.170384617993385
255,50.4078897072386,26.351613544546954
256,50.69429376366913,35.76302987554842
257,69.99072553307666,34.4919069569657
258,87.18738377998456,35.526131772389824
259,71.02090568635043,44.469094123220366
260,57.184239221934774,47.35496705291444
261,80.86659064028622,34.23081266510797
262,82.65856895287214,49.827863907576535
263,77.50789201183431,39.50758165310438
264,75.04643089928277,71.39973105002753
265,61.10020460427792,36.430816333179386
266,74.60777599320879,38.697660814272
267,101.3203305968681,48.003020526412115
268,86.96587184135649,55.86119023459503
269,53.174101858065015,65.5797682232275
270,59.42269790925835,15.628955483557876
271,89.8693805560613,25.09910182462357
272,77.89792606511567,35.067125237679804
273,51.56118593981191,52.948211740432264
274,72.54315433950282,61.952977823033834
275,85.05748533530956,58.21576011879175
276,75.73082571843034,57.47441863840026
277,87.20865000286052,25.467125671564837
278,70.16027716225796,46.58074885764221
279,77.06257458069055,49.97656076552671
280,94.59096847842898,24.52424376360786
281,90.57036980486588,38.419727630093945
282,71.09833739541698,41.057860168251345
283,90.37921132267584,72.33429994526536
284,64.03359292271534,48.36379378233358
285,90.54695999107815,47.078338110751176
286,55.14354588276488,59.08980397461873
287,77.88321942416214,36.422526049244276
288,83.81906605232186,46.7883095139668
289,77.28832165748193,67.33694503146945
290,76.95725036091568,41.327728726652126
291,63.31595810719788,44.07142273087012
292,55.16122884391306,41.59398948046815
293,72.51479320514795,21.668650751714022
294,76.86835242733673,33.16416233789042
295,84.41632789641245,35.52615950701587
296,84.96152794155775,35.64886640727556
297,85.90172180094706,77.63054319823279
298,62.00186214430271,36.85874910784291
299,81.99684862331992,46.37781259382579
300,72.77465713671721,49.43521234891691
301,77.04001958343027,35.71023457384967
302,54.872681450538835,65.37506727788043
303,81.41698824256373,52.25922411845529
304,74.08193886747438,52.938371254096246
305,76.77793975859313,47.1189395052258
306,92.03755270462828,59.96501142060272
307,76.6749166915101,51.64179341588836
308,77.83807902795175,40.13070677477284
309,84.77222368049055,46.58035689371552
310,78.52548117050743,28.424394601022534
311,81.20745400256703,45.52233366767249
312,90.79473135297133,24.150766347381577
313,76.31586013290907,58.022746985352555
314,81.75375799055976,40.06994720285052
315,71.77634969990564,34.1533991957411
316,87.9580998554741,34.43381074953818
317,64.93472424755,44.792303060095385
318,53.72008856628052,61.646663758809595
319,81.55833489836726,50.87760429131683
320,64.9921585231844,42.16610561264159
321,74.39629565223751,50.46697156323073
322,92.93867528817397,25.575899281136994
323,77.04859084145846,56.00374981435709
324,67.38279582327681,46.385672381462165
325,53.61915056365038,31.133779220218155
326,62.14868308605825,26.20514898741277
327,95.5421588353571,43.402072584542594
328,56.866311048529624,51.962665415443084
329,86.74872897400132,51.8386936375429
330,88.23816641514871,49.48429615650049
331,76.21840939334238,33.93162447860063
332,72.78544219609154,51.35779729648859
333,74.20645644828434,56.912213527352385
334,70.4582205139603,45.770287744440616
335,93.48210869820188,36.79902782291586
336,77.32203086622538,47.68615474692223
337,82.82162241080286,42.98508126377393
338,68.10870888785256,56.15536814216882
339,52.2009045720597,43.19761552732216
340,75.49307020966698,33.09761291506792
341,67.18347015027038,44.62948525509982
342,57.964785569474046,58.328956049079416
343,52.756354404138065,38.835425472094954
344,58.1968527316737,12.59457909921252
345,72.1437590815205,44.47206061005082
346,67.33889502074248,53.03399035027014
347,84.67132659094685,16.480998573414038
348,77.30935432237234,39.29227120990364
349,62.19616993555346,48.30092411729478
350,80.62217076044412,22.321626394107632
351,85.47510962094613,61.87743475684809
352,80.808222333593,30.110055649083797
353,73.73382314682554,57.361927918327616
354,77.26688090588432,36.53692623962367
355,75.97252412822587,49.41149477446724
356,82.41273028446801,20.73943082410248
357,91.5747343934313,55.45439680089822
358,58.18508595176466,43.21119150599637
359,78.71573577472901,42.10542724889321
360,80.47631793696215,45.47394410684586
361,81.49210282647492,58.735808075641316
362,75.56153580375593,40.13769927878636
363,71.76435380595927,28.221526566033898
364,82.84896129451091,47.645501501118574
365,67.36184827793815,62.206746889437014
366,67.64385518896482,40.772970154955004
367,80.22325727176793,30.222452745217403
368,83.87964414504593,49.0737659485778
369,98.44346735642297,43.066302906784415
370,69.25729904416237,63.0536358096647
371,85.00498637005757,49.4836716569791
372,70.34851940759751,62.75561195997803
373,71.39383178241187,46.66715172457787
374,74.55715920809592,22.307360458069176
375,82.75064632715213,35.089850590359625
376,45.66430163995915,44.87922788185018
377,69.29254968936723,52.37129174361983
378,68.08117284646318,22.261251830243456
379,59.35930442823944,28.915540935067472
380,60.94667643655095,25.541337222243563
381,105.17546531366771,57.80656929430933
382,78.81841394575852,29.831278752665774
383,72.37454317431381,47.36021984839206
384,72.95799454256496,45.772299631945174
385,61.66521579970295,40.920233941128046
386,80.33710673920103,31.39219558435757
387,83.28349614850714,52.33186572616856
388,70.09893599217773,25.85243788304011
389,79.71918030034446,31.258380809406315
390,82.41022838033517,50.4432212624013
391,90.22751109194321,37.115756813675986
392,50.739615993863715,38.77586202836678
393,58.280032613310176,62.64426935019425
394,84.4679703655412,50.52387777639254
395,83.12674227070691,37.902300714836564
396,67.01356495926477,37.2499194909764
397,74.14666927551572,54.75678855745168
398,74.2160081487943,49.44801392899486
399,85.42147090529453,54.698856128835494
