unit_id,HarvestBiomass,TankTurbidity,do_StockingDensity,do_set_PelletSize
164,9.097043929431415,62.14540358782822,25.0,50.0
165,10.301622778423688,76.05436820976821,25.0,50.0
166,13.451162801519589,76.99967827821091,25.0,50.0
167,8.964282121910788,68.17753007574754,25.0,50.0
168,20.100072400874858,83.4343071485827,25.0,50.0
169,12.471257147964332,78.39542212632894,25.0,50.0
170,20.491078877494154,78.98885758624266,25.0,50.0
171,1.7567877773603928,49.52095122513728,25.0,50.0
172,19.18279239861829,85.89657618550852,25.0,50.0
173,13.976656449457868,65.16227667507529,25.0,50.0
174,13.392023597834235,80.03563597005589,25.0,50.0
175,11.512595091886435,83.08074567693548,25.0,50.0
176,11.919418315345021,84.04088489281911,25.0,50.0
177,10.78495508632982,84.96872023030198,25.0,50.0
178,15.593723313988715,82.20011482934817,25.0,50.0
179,8.092393159148067,70.68763936102492,25.0,50.0
180,4.268526495638926,56.47247583655097,25.0,50.0
181,6.176154677240948,80.13264183361284,25.0,50.0
182,13.790084200411993,80.49631162082771,25.0,50.0
183,9.14288483604439,67.71016665525248,25.0,50.0
184,1.9645498719965255,66.5883966041502,25.0,50.0
185,11.63536471304745,81.12824296954277,25.0,50.0
186,15.542480330186805,80.1040744426763,25.0,50.0
187,4.9421403359329705,74.35742522030742,25.0,50.0
188,10.18372801385326,77.88956120909292,25.0,50.0
189,24.880597362876156,96.98130833483259,25.0,50.0
190,7.050850951119343,65.35401507666926,25.0,50.0
191,7.968442281884614,81.45505272927139,25.0,50.0
192,15.95179477492723,87.80997770641956,25.0,50.0
193,8.434287900709464,73.47024279157331,25.0,50.0
194,11.304712479771485,72.18581428756606,25.0,50.0
195,12.813511944506997,89.6920239763447,25.0,50.0
196,15.858951479643174,92.46230376670054,25.0,50.0
197,14.22659549914902,69.46115767536773,25.0,50.0
198,11.711725844193236,74.82353233007841,25.0,50.0
199,7.262904435192311,64.18623042572753,25.0,50.0
200,9.123727052378507,73.33605436630096,25.0,50.0
201,14.483164829591257,71.28764137818794,25.0,50.0
202,4.339784966975794,77.84027952028175,25.0,50.0
203,6.418164401602792,72.129265081257,25.0,50.0
204,10.515855981700042,65.18735896882286,25.0,50.0
205,5.065071296217587,81.22147055655749,25.0,50.0
206,17.98260623694113,81.32376623325825,25.0,50.0
207,10.270684800963986,74.91829088692305,25.0,50.0
208,15.541289793285618,76.12911981133382,25.0,50.0
209,10.549382821170841,62.43615785145219,25.0,50.0
210,11.319270470927089,70.08885997132192,25.0,50.0
211,4.051208495244438,67.96856180060745,25.0,50.0
212,14.02651157828027,70.04319934239523,25.0,50.0
213,4.498719234858794,60.86641994771286,25.0,50.0
214,11.741835740970416,68.69610194919252,25.0,50.0
215,6.398830235594209,70.26147147050128,25.0,50.0
216,8.78632696353965,68.63801953494045,25.0,50.0
217,4.54355841154328,57.081671444391496,25.0,50.0
218,10.759053064487535,87.46182481729444,25.0,50.0
219,6.126334516760611,75.75045219558596,25.0,50.0
220,6.715185066731718,69.19633764855409,25.0,50.0
221,15.36824016022689,104.49909405262943,25.0,50.0
222,5.1583344446787756,81.18130967015811,25.0,50.0
223,11.079529828262526,92.53820106647308,25.0,50.0
224,10.480367185946903,90.4351918514258,25.0,50.0
225,9.229637297212014,75.80158318623559,25.0,50.0
226,13.13260431774423,92.2269732909742,25.0,50.0
227,7.075606586721394,74.78806332516332,25.0,50.0
228,10.085061381177947,59.67305964554774,25.0,50.0
229,10.380897323069616,84.6358859450634,25.0,50.0
230,12.836222937770799,67.5476164183298,25.0,50.0
231,6.785278557704686,62.62819979096949,25.0,50.0
232,7.873529051065503,78.74764581960271,25.0,50.0
233,8.046996417638725,66.3753533069551,25.0,50.0
234,9.326436185421912,69.47223890440075,25.0,50.0
235,7.381240038341889,66.287444604314,25.0,50.0
236,15.104128455488262,98.24658530693937,25.0,50.0
237,17.791861558268792,97.53899615240246,25.0,50.0
238,5.79892117460587,66.15666429488732,25.0,50.0
239,13.746331452289645,86.05148466718114,25.0,50.0
240,2.39494456711282,53.582052556015626,25.0,50.0
241,15.161068096494462,73.04879266388768,25.0,50.0
242,12.978952156583984,79.87033960112797,25.0,50.0
243,3.9899164360622557,57.56115226389463,25.0,50.0
244,8.287316270602535,70.41021888513393,25.0,50.0
245,15.367346475945812,75.65403167027371,25.0,50.0
246,4.472885292964486,68.6936920697497,25.0,50.0
247,11.779780474243342,85.41415167673543,25.0,50.0
248,7.231601351995597,66.41474114185395,25.0,50.0
249,5.672145418574104,78.5657231763468,25.0,50.0
250,9.05029379419976,73.09176090152357,25.0,50.0
251,6.006124812565311,68.20167192741602,25.0,50.0
252,9.786514560646802,75.78142297613267,25.0,50.0
253,15.156325188837082,89.84077314551912,25.0,50.0
254,11.337422451640547,89.88757151080492,25.0,50.0
255,13.273811992561145,82.25479145947273,25.0,50.0
256,10.70297550344886,68.09431410615004,25.0,50.0
257,6.165884160044714,64.98029577567154,25.0,50.0
258,7.842461826157702,74.65845863258434,25.0,50.0
259,14.339617540234254,70.2065713241847,25.0,50.0
260,7.77357973849098,82.24031936904902,25.0,50.0
261,11.076986325975652,70.63245643824666,25.0,50.0
262,11.84358445400481,87.66042265898612,25.0,50.0
263,13.851314525278756,93.78652682188249,25.0,50.0
264,10.913712481742033,65.01795240882453,25.0,50.0
265,17.054699077819663,84.71213356455343,25.0,50.0
266,13.28311675737124,76.95830194314992,25.0,50.0
267,10.010052376860294,69.71251393293483,25.0,50.0
268,18.511534267566255,94.62311294531116,25.0,50.0
269,11.56955469461358,73.6411004468409,25.0,50.0
270,7.418250848620357,84.91055643156864,25.0,50.0
271,7.124163038738402,78.42810752048297,25.0,50.0
272,13.363509060581631,78.97139844029601,25.0,50.0
273,15.048572095867737,78.90270578761219,25.0,50.0
274,3.9933235279376422,60.527164419201995,25.0,50.0
275,8.88792224455134,60.95326421147644,25.0,50.0
276,14.43458846736468,86.55453304739835,25.0,50.0
277,10.774870816181693,76.5171378155127,25.0,50.0
278,1.2391708533139631,46.328713037992415,25.0,50.0
279,6.506413596599652,90.03033984079607,25.0,50.0
280,25.08716235676512,96.13318592507662,25.0,50.0
281,17.652274951973624,79.4910892289915,25.0,50.0
282,11.071301250081447,75.71072334358202,25.0,50.0
283,8.619157346036541,68.14980200439547,25.0,50.0
284,14.290988459426735,84.37154821864866,25.0,50.0
285,9.817629557503462,87.89975518665396,25.0,50.0
286,9.343249382850331,81.09835321009379,25.0,50.0
287,12.374621413405555,89.36848914561419,25.0,50.0
288,12.97215422596099,88.05889022152337,25.0,50.0
289,13.727574324631462,71.75197526718624,25.0,50.0
290,15.647870898974345,92.59424504306811,25.0,50.0
291,10.78868748979323,81.62789464776509,25.0,50.0
292,11.749394647107374,61.670567036891555,25.0,50.0
293,2.252676994474537,62.31275111253484,25.0,50.0
294,12.922216875402889,79.53166202114969,25.0,50.0
295,12.591407714466152,87.83106708361201,25.0,50.0
296,0.5546109505675094,59.47043650817421,25.0,50.0
297,11.4184081187267,88.8455131483394,25.0,50.0
298,16.200327911666708,94.57799104019428,25.0,50.0
299,9.259253387565034,73.48874326876422,25.0,50.0
300,12.059049341172585,74.83284827017697,25.0,50.0
301,16.63622086146896,86.56075703478156,25.0,50.0
302,8.420713964202006,61.88114738156645,25.0,50.0
303,15.729842547405784,78.38918811012644,25.0,50.0
304,12.236356450419175,81.25509505460167,25.0,50.0
305,7.449764314491972,73.64883695692717,25.0,50.0
306,7.468835854078616,82.8238974825148,25.0,50.0
307,15.61670998827217,63.17577681394562,25.0,50.0
308,4.630854026319885,71.33499960431269,25.0,50.0
309,13.070497963197505,75.6206875469246,25.0,50.0
310,5.478935767489664,68.12913669516881,25.0,50.0
311,8.786681759729843,61.72679179774017,25.0,50.0
312,11.169055603579743,59.37288374046313,25.0,50.0
313,10.974694573636597,69.30612843035576,25.0,50.0
314,10.422007632806324,79.20955220475402,25.0,50.0
315,8.797460126222964,69.35498169193772,25.0,50.0
316,5.150659056832245,54.544445683807794,25.0,50.0
317,12.382218028429605,84.28108959085361,25.0,50.0
318,9.842864928241216,58.52104642517148,25.0,50.0
319,7.266988340488683,53.80842527915725,25.0,50.0
320,10.441364881182238,66.5652937789425,25.0,50.0
321,8.484482373100853,68.22781168628406,25.0,50.0
322,5.77716391487326,71.66657020701143,25.0,50.0
323,2.5254679407985874,67.98360894041294,25.0,50.0
324,12.80151866043734,88.61459613306423,25.0,50.0
325,12.051934323919593,70.55280032677365,25.0,50.0
326,13.479856804009296,92.20177019520636,25.0,50.0
327,10.457665765681607,63.5171337003,25.0,50.0
328,9.06441041929497,81.92483159073274,25.0,50.0
329,10.873396621151805,71.4272568048641,25.0,50.0
330,13.88942774948594,83.75923100885652,25.0,50.0
331,14.5986444411253,71.91524634953339,25.0,50.0
332,11.748716342141304,74.34216222568607,25.0,50.0
333,8.295897509149931,87.05250208522419,25.0,50.0
334,5.6701272958891,65.35803527134986,25.0,50.0
335,17.820461207118456,82.76206687741463,25.0,50.0
336,9.666410595790536,73.65439893176674,25.0,50.0
337,9.885890208161996,68.49161232043545,25.0,50.0
338,13.323426674054932,74.56515817563141,25.0,50.0
339,6.955200415407894,54.30655039665893,25.0,50.0
340,12.526039023948742,73.52824670297683,25.0,50.0
341,17.08906960376924,80.56494816071694,25.0,50.0
342,14.81466893724565,79.15994815852545,25.0,50.0
343,17.272227410003378,84.50824256980799,25.0,50.0
344,10.43931886059852,67.96433061838377,25.0,50.0
345,10.741054654676155,88.67610545308911,25.0,50.0
346,17.903243990157975,92.16305669434554,25.0,50.0
347,16.192314026537122,71.64690476259202,25.0,50.0
348,7.813108992594877,62.22232328987359,25.0,50.0
349,11.757939852699199,78.44889616923098,25.0,50.0
350,10.631073139961744,58.343023711763564,25.0,50.0
351,11.734664531765118,67.90575740346021,25.0,50.0
352,4.832485474130537,68.85835870834276,25.0,50.0
353,15.18186729802205,79.60424802610376,25.0,50.0
354,11.582181925849378,81.60444133435827,25.0,50.0
355,16.080036745504408,72.42113212625136,25.0,50.0
356,9.960599673112858,62.53771609161369,25.0,50.0
357,10.397857752397627,68.95675504452679,25.0,50.0
358,5.247635546578801,74.20951485701482,25.0,50.0
359,17.26254791405113,93.14725546605642,25.0,50.0
360,15.830316350005425,84.0576656071096,25.0,50.0
361,16.76741715671073,77.23800500270912,25.0,50.0
362,10.186307497887572,72.2644362826801,25.0,50.0
363,11.37108973284959,84.51058107661079,25.0,50.0
364,14.554693881395147,88.74634017947616,25.0,50.0
365,11.957379797775094,88.88035364415012,25.0,50.0
366,10.395616439613512,57.47228496021281,25.0,50.0
367,5.052492607664414,66.82246191057436,25.0,50.0
368,10.280945237809094,79.96359055220184,25.0,50.0
369,14.696164592182601,81.11522559813712,25.0,50.0
370,13.986841597201002,100.33479176884332,25.0,50.0
371,4.29722097213902,60.823656440619054,25.0,50.0
372,17.31728593560279,93.84407886907061,25.0,50.0
373,3.3798010720146907,67.68487285789807,25.0,50.0
374,14.792400513760544,70.87252978343473,25.0,50.0
375,5.380069755899019,74.02938852452834,25.0,50.0
376,18.305696480268615,74.06297825590289,25.0,50.0
377,15.09935703950742,77.46336349729457,25.0,50.0
378,14.071413228239035,84.27946018606482,25.0,50.0
379,8.687779000766191,78.58430560137751,25.0,50.0
380,9.100399732388725,83.35041649583133,25.0,50.0
381,9.51911397342952,63.40550107356198,25.0,50.0
382,10.809277088553928,61.171622898009865,25.0,50.0
383,13.098014902572942,82.07412936136527,25.0,50.0
384,18.466466455717796,86.2534364596462,25.0,50.0
385,14.292103670966934,71.16039576318798,25.0,50.0
386,12.723508619160203,81.56048444353877,25.0,50.0
387,6.437544120561535,84.19756760247522,25.0,50.0
388,13.666367071672152,73.5824664396305,25.0,50.0
389,10.507893840793512,73.38953401757283,25.0,50.0
390,14.535338098081365,87.27063096177692,25.0,50.0
391,16.069651138948792,93.56293604949705,25.0,50.0
392,10.6948252908065,82.25001936698324,25.0,50.0
393,18.50696470492045,87.32224381810451,25.0,50.0
394,7.205583887491439,67.6921408246689,25.0,50.0
395,11.309966188955407,78.5790485406173,25.0,50.0
396,0.31740007071508325,45.11711364447241,25.0,50.0
397,14.104598226730616,84.80875793451612,25.0,50.0
398,18.919384218953866,72.94045876814427,25.0,50.0
399,-3.349611370136354,39.74930396494733,25.0,50.0
