unit_id,ReadmissionRate,MedAdherence,LengthOfStay,BloodPressure,Sodium,Hemoglobin,HbA1c,Creatinine,FollowupDays
41,62.09266622191993,50.28865995136898,60.803658361111346,61.126011047704225,40.69576043160557,59.70989467742016,50.44785366160229,50.590094301888094,27.397815827823806
42,35.85846956659714,54.003592365916944,45.675233111900596,83.12014160906665,25.98991478091091,35.77640896932117,54.40583517993808,51.29426924930345,33.41499616480565
43,41.95292130362282,51.80778103700774,51.54196245975706,47.917024082426614,40.9755810264655,39.91788029415757,45.416010176645095,45.67526933290088,48.8342067076516
44,46.465004673913214,61.44386392075722,39.01688812017327,49.22918968904156,56.77016291402175,74.29296454157297,42.261457569909275,24.71928808246011,54.00127391766807
45,55.09141373795733,54.08032289991722,35.75970570540968,58.126363247696986,48.96546323109483,67.80566507067437,44.56001267442363,40.812651133506925,35.688666015408224
46,51.56418607874922,47.72905116784308,36.82103668520898,57.482641552885326,41.925865959407915,34.833964261102906,70.84133674844868,53.68304044691052,42.44235484050364
47,29.442111364980075,58.658889901867354,45.21396255162726,78.77238826860027,50.668182717666646,47.786669606062475,57.664147130962625,36.883762583113025,57.10402128831675
48,37.80535583722212,37.30505374660368,45.244818104939824,42.00978461656192,40.903387750933376,63.591413036072765,40.74625207245227,67.24184772130339,54.180573518625756
49,39.36007397729755,57.882420676807754,38.39886687288778,37.93320256321204,42.06747743388776,35.97539383336976,50.530684209779025,54.291889186404646,61.69338824897852
50,28.63739053767556,42.454375158988505,29.65344226650287,45.4299412205333,62.27910886075903,40.79802379247433,67.36011311313042,22.019792519678365,49.447591606143874
51,36.31222102285951,56.84683960006922,55.119744839380886,35.025315749578226,29.44284054917187,40.610958359048645,54.38155936323946,49.21964577850997,34.81821467324559
52,54.48183570495839,52.74474883925643,63.22509549840666,44.21538260341405,49.0700808500739,38.96051059326543,56.70650484806033,71.85495562524687,52.28215445290313
53,55.61333522572,58.22347844693006,36.07592679132226,39.44781050270755,68.11504960881454,61.94361760355801,45.856149452553055,57.816891161521674,59.30682670740692
54,30.0688748673308,38.51850052518995,34.938243254669125,35.60477425069649,73.11913335460089,60.98648865598071,84.65963980532183,44.28256158217886,47.71635247833706
55,31.627835753716376,40.482255701102076,34.56270618311804,52.31445077340164,36.50976087808115,50.931553705594816,42.19467263203809,56.58604186868257,51.48059734217249
56,42.36356168787743,63.5924511623634,40.72369775647184,43.17758454610392,42.98520205191043,75.94092335548414,38.321525315630005,54.84715146103841,62.36714286065357
57,60.147300258689285,47.42521199010768,38.906603004525394,32.544049933582876,41.87646780752121,55.967270896174334,55.42700034674481,45.22949435710822,37.094588629570346
58,29.741632224610967,66.6196669409749,37.84219241897191,66.28658822714105,47.10572880341396,57.948168594238126,48.25341674510744,60.250667059135225,56.00361392094538
59,23.833082527804322,48.18606262775327,35.02608505439831,62.75098362216404,46.68743797830962,69.53811731225083,61.614544487272404,45.09880856611657,41.09013533940859
60,32.65450053899497,48.1940868638958,46.7079810520716,27.94732657077577,57.9331107975343,46.78931937784007,48.88234010466876,50.370956609287845,22.36514069136539
61,34.02832839118261,77.31205127396875,41.69287951730747,36.52755127358305,49.256914509168816,44.93025053408442,42.07342836550932,42.401921561492415,40.4233389452447
62,25.13711673887354,43.56328329351768,18.689480872291377,34.02812612423812,70.19334907151348,32.124846659560376,62.564646586984715,44.43792040666489,28.911107492734242
63,47.680726479856304,54.38874449544105,47.27275538631105,61.27351577838441,55.590950158884596,64.9587598693269,54.19827591579339,44.17002851947068,44.287835537984044
64,58.60413186857644,49.36995141102835,46.52804700640417,75.03899780576768,46.837360149738956,41.51792488291649,62.00340489516344,31.831867595942512,62.06542933257114
65,48.945342991009234,52.16844508272279,38.50060856096471,54.463537104520036,31.223715982671063,58.09883641330043,57.17464198291538,57.26161680842107,46.62935378166128
66,63.56836599652084,28.66594495340448,45.96450176984579,52.769614157702094,46.096804910950006,33.69830454701253,38.63642419330835,57.934101012714905,45.88516946385491
67,27.08696875267102,51.45462456353177,26.852609187544097,49.80369508396129,70.60149126044247,54.78631460140547,28.149165573507357,48.4574404409408,50.12633619698504
68,56.19736872956332,62.63312699117924,54.447858324220896,50.8589283406086,49.78917457857981,57.54212179500697,69.08931771085952,24.450927744268704,34.8435279349943
69,63.917040067807484,52.89991621457621,34.981279207761226,53.58568675560405,49.76719009738486,60.15807242049665,48.96341948099678,36.14529814751988,64.43587198661268
70,32.00454273953565,52.19236959994705,36.25312838568576,64.46744742550928,49.16869323401832,33.82977309367231,48.66450568150118,78.09811974153449,60.97409185450669
71,44.24410359335494,54.16479410385049,53.052152201645235,38.46470779114851,43.919831709085294,57.24946707887685,52.842097794314746,68.77433230606644,53.618902348924
72,21.26813769879899,42.93254367727526,21.87936997855475,57.66512426793844,38.975360265225945,49.75168454296695,75.88900086649298,50.88793270871313,59.281337976253084
73,41.61967978692683,59.81192973383231,43.76674268543862,49.18098062601118,58.23621387746393,50.62874457532224,56.53801030512792,49.4612546693786,30.153641363973506
74,48.439332596352514,48.15321011044631,45.39849910404387,66.03193272410972,55.37392110328678,58.72664597564387,60.2983381081776,47.290076995206384,60.82318726339208
75,32.57610556692144,47.7009862111574,36.29677863671281,59.50039376000632,75.24810642618958,34.12797592059293,51.8055756520493,42.792110148040805,54.73809244966634
76,60.24600870389989,36.4537480923623,37.401778260370726,37.63317754514915,46.812489576206715,51.957984888113636,64.35527297034884,27.926601943412926,29.557719829083528
77,64.44085999868308,40.805391956864796,42.71613801563638,59.02943769147506,71.91217295528736,46.83793678547552,45.97577646161504,44.914334805987664,54.899453675836625
78,54.990637786244044,55.27711522255948,36.54051260865321,57.18397626840542,66.05985539453458,41.13068420737444,56.52261315453564,64.27779449657945,60.06801510693617
79,42.349568317094885,48.10417174123074,47.22152919347522,35.74384797451291,74.3536677831103,58.43016635878836,49.09628176633136,54.28409110198448,44.15490121324103
80,46.619857404990306,42.46961101368714,43.45630318719436,58.57019239072361,62.62135923418281,50.3092657838127,45.33419833115204,66.42267826837912,69.50453960553443
81,54.700268963451954,62.8197543981023,44.603305762488326,19.311111867242037,34.79737713375635,71.90678200414953,55.42478880352568,27.939093470489183,60.20629351291502
82,54.05653215622792,76.06276347145821,44.3207655565204,44.971763848673156,47.290598012248864,43.53531112437032,32.416682536720714,64.36611438665852,43.46941486899698
83,50.82623293807458,32.78219734844792,37.161335701639324,52.235924063022686,21.048512293596186,69.33421646463592,41.41438541278088,49.817106898299386,67.68842721211371
84,49.68820551161761,58.61124434270673,41.30099068959755,52.9791222679739,47.25766084838805,52.672358710123575,42.867468974451754,54.98641193939772,25.770022110078404
85,36.981918009641426,51.198911906244525,50.171674913923646,38.55192159002538,30.528764781695994,37.267423033967404,47.402284898511354,65.66097859955411,39.89856189930621
86,54.95394396555363,62.35163197925136,37.61526000639072,50.960114867031145,52.229812694697394,39.965255144865715,50.17939714371603,51.465579732151895,57.740766402539364
87,75.42072584419856,61.80873257014059,51.35966090564372,40.7450776717738,47.287483549347805,47.02627716691296,56.407276757222164,35.88886329222283,62.70629383874556
88,38.53283589525668,44.48091824351114,42.41510231580832,50.650614744140995,51.98093001919941,64.75246577680511,33.421908325054176,50.22726207799627,41.560046037345145
89,74.46803232365369,58.419609300841955,51.12510056389919,45.607700372414826,30.914913218008422,43.18140815953917,51.2408963252807,55.98135595728595,56.97985982324761
90,40.26971892171462,61.04649117632131,44.07096617338637,46.462045371257524,57.765326152886686,50.312911289441104,62.64313798280713,53.84328801793472,34.60660469590438
91,58.14247485593671,22.248350746593346,30.683755848083685,55.45488177924398,50.301120813132336,51.21735816286637,62.162755062940974,37.30682582519428,40.961621297693675
92,31.34356806829125,26.886743574436785,30.800791029023706,72.49304804677438,61.53440746735736,39.64060479164112,58.787104014381946,28.07062810287642,73.93924906790554
93,68.85524807033548,45.78681880764945,42.46493514261289,61.88373434463082,59.08671834304879,58.33630882896386,62.84321587059417,51.807768935710335,47.750112142698924
94,44.35527822866491,53.57587420267191,47.83754771852466,81.01065640065318,52.74595061028477,69.98026933702137,44.81474898437569,56.0440589725003,53.423265158194084
95,15.432157508174196,43.41556401412395,19.975967049289075,44.45266188240779,71.54492344885574,60.204062857972865,55.24280433363724,56.11267380367046,43.577379471170474
96,60.778371660045295,50.44194786096313,50.069078863363586,61.92074971688083,39.08243193306408,61.82848356462708,36.450975828533124,52.959280725628766,43.75547782294497
97,56.885887925190694,49.353985220734984,58.9746938019306,58.905563900776094,49.142934463616264,41.88854189837571,74.11611481515783,55.862505256390364,61.559943716868304
98,46.174924924377514,60.05270032183954,47.407080781893626,36.48063366785591,66.78480267772377,53.932314269902726,62.58679744952109,50.61519769079878,53.71684695200782
99,54.77996862941317,50.26404922135911,30.521781539453755,28.4335463392979,62.8154356741851,42.71104708314272,80.04869311601574,44.91806873914202,52.50369526281673
100,49.468144590539275,56.69949113603742,39.01126825477264,62.36463502091523,36.715728005651556,38.14588897772366,41.03244538552272,41.290047432277014,41.44061114591078
101,58.95863117264704,42.53284259988983,44.204266945120466,62.802885036057695,54.62014637125483,29.502770951325708,40.17756626868289,53.25554381164237,46.490784663071175
102,35.78930563441769,63.588409051081605,48.24073958502084,25.593272831560547,51.97327628472852,56.043207104951634,37.97480189497744,35.84508585002992,38.494839261450174
103,51.344298326023974,57.75978447681676,48.684994707815285,48.56403743246418,47.82071017357201,38.86191769593609,77.83125449138818,76.66505704275414,60.14437608755008
104,66.19871252213476,66.4745773232328,52.89421631883897,35.66527284346188,39.947211053142674,20.568338087815587,54.986510718884226,53.859642511535135,30.294360752415365
105,52.110265767760545,52.907932899797906,53.53243168888818,49.61489715855538,59.10269634824662,58.475026118760944,71.7591854560086,56.823658239550404,67.34798382329262
106,39.38450182680577,51.704387566556356,47.58651613696205,47.48504606894667,64.00459121673919,51.701231764070215,32.014437349295534,46.97029902458169,48.03376490046071
107,100.85231890563165,54.99533046997504,59.82696697694979,50.439353857999706,46.61402827361251,25.196127565835326,63.27970637418111,33.883832926038096,39.72946533176291
108,33.801867637253416,36.61173305500236,34.298545012285715,48.531393670707445,61.11013835520939,38.93811116157095,70.76312173338289,36.91028619710575,54.65351177186316
109,51.082940835905205,63.49707934347968,49.03326070401197,61.11096385940912,45.89586393830188,53.965607005405566,46.18806884774917,35.78231558266316,47.50231360585276
110,66.89644877621397,47.99069284846273,37.35538951474773,46.49936702211735,50.2071369987825,61.50145783333711,59.84474932003356,65.27972775383952,45.679385104772486
111,41.86572106204894,40.03950707035824,34.39129993238526,56.11810032606948,32.866782765547256,57.52985200367764,56.192239914006684,56.58420016676511,54.875418757800844
112,56.296096646955306,40.060455008447676,32.953655182098316,51.652228542243805,53.310093545796505,61.430608934503184,65.67572355063862,47.890886527492746,51.673274453253015
113,43.35523095476528,56.85286251440017,31.04793770293324,40.359920078294735,44.09969197346327,51.342093871599424,67.81200792972525,38.20481842685497,29.817070997008265
114,29.968744197092015,53.583480509905876,34.10337981124118,41.85587336098907,52.84586384294165,50.347306747922055,62.38834419838576,36.364396911112735,39.76306103961076
115,74.81726051402569,77.01103512240311,45.30241761201619,75.2338356779619,43.131048204307056,41.89050481512848,40.65756980677883,60.10429445649714,39.444216736619374
116,48.40339464562279,46.25337807213019,20.755598538277216,54.886530065821994,39.480719244978815,57.60038838884691,75.01371541043689,49.128788001265896,53.68859829265287
117,30.30529076409095,33.86007252279973,39.13954337115565,45.29159825701266,61.41965400285157,44.13528132519174,60.02864452944162,79.42687429111334,45.523463221988635
118,55.86268977707814,65.0257846958924,40.96000432185541,60.568230428000135,49.95035404508034,45.71230308343836,69.85357470536336,33.250456712239114,52.27644601672704
119,42.28197046928463,31.918849010888316,37.933194448734824,68.20142817662105,48.18645102999248,38.99615298224736,46.59294855030192,69.26712486194172,34.896091680664604
120,81.0028058937799,43.49261804791593,53.86257631624077,37.19211651079356,49.667944620794486,53.69407867970221,57.674096726999814,26.304325528067054,34.95053261696806
121,45.81422461233893,45.60180946442,25.877815674251373,50.723376688520716,32.356386671904936,55.82574870982001,45.4766094739648,56.551759406498064,66.13214389583048
122,46.32008560826422,73.47294986917329,34.20806434450073,31.02124902303784,71.46926092442835,47.64692443023551,63.80383708831331,45.56764894976932,38.54240568034122
123,67.99386955350026,35.898206791540986,45.41462024415649,39.52876426698869,52.57629805704321,48.837469770962215,62.4268917459953,58.959570954805834,39.46096900406827
124,45.6108771524906,24.721110652031083,30.372977750044846,63.69175570351287,48.32747716833375,50.18734193966577,79.72697927450955,56.12669867593526,57.56147332586885
125,47.018181413553165,49.61762943083686,33.412440568725586,29.0150081916573,51.08314984980022,66.37187095222977,71.35116334353665,53.43093287918054,69.22396824778033
126,57.64007219630264,36.88247285348747,41.15075645780394,37.48327573888394,47.76983094341345,46.29012481614143,49.66618557148054,45.356652819541,58.12806290424045
127,107.69410332827302,50.0086512863678,45.551174952857735,50.57640192574857,60.924047423107005,58.00041263993993,33.3165440369498,57.96936685160253,52.732167977495116
128,49.230496013873406,54.74063310331844,42.12068634909015,61.00228792512481,71.79371941233595,44.936212061608664,49.14531677420246,36.85261958064537,47.756547105062836
129,58.956978222279325,47.511019918672886,46.4711809912181,36.596198348189674,48.5061606394078,50.61926499616591,37.08547131524883,56.604506516064994,74.54928885427617
130,34.19574906677518,61.02592936879574,32.543786250687994,55.706968828761084,39.877912822550776,35.5913632685,40.43230161865831,24.155814982842262,65.7830671199317
131,46.55478617256207,66.20877005001311,53.53862194577177,62.70651793070655,59.377204565106474,52.0831626752952,39.617910329357926,61.9944306930597,70.2906516230573
132,55.830215581649924,55.1276120948237,41.9826654596404,83.96259650291688,48.4293332533598,34.354687935954324,49.21672939389122,57.52384599852325,35.56615447738647
133,64.15022269224161,50.14166812182477,50.31311808680356,66.50789537184612,30.033303311084794,46.34552470336094,57.5888614623514,40.27543387735654,46.82026810032609
134,77.7284865800109,58.30416126059775,46.404772445355285,12.345224675407335,50.32548011681048,27.90808691242602,40.686877780065,64.61104583951627,40.01380643439549
135,40.981703960847014,27.387508261325202,39.45750061365233,48.51547816551259,41.50370176204534,46.901782403891566,30.778131605785262,61.20606393833664,57.45145495261155
136,79.83719768738567,65.0243234653309,57.93218361168107,59.51814853110184,63.46498288495538,59.19014679356699,43.791798098829645,58.27043886410077,50.554431863240936
137,37.23963016954967,47.15550178985065,41.68893813237853,35.57640747326597,37.44498067008327,48.61620413106533,48.673742633999744,68.91709801901642,56.56384931996267
138,51.12921545357905,48.86152320832015,38.619270785070995,53.10945864830609,29.588932032613485,52.739160707026016,59.11791801058792,21.285992287793565,56.45690785949071
139,20.975163405035552,62.057745750148094,24.160348775038443,35.16682488441507,47.00098534819845,47.25970983862065,61.9289119675875,58.24779006279544,74.90168057415544
140,34.69844686612373,28.580456235695532,32.9506461143484,45.28532522795503,72.53039460203512,68.30788450055961,52.15673840745035,63.085938279424795,43.69046592886136
141,56.42166583224533,55.82718813920479,44.37086945334507,75.409215779169,38.21018880544082,46.23430587611194,28.710425527776664,45.67367863983246,64.60528104744833
142,57.15271007495648,72.21527999586966,64.58852329608162,60.08045076093513,33.68160276953934,61.50292182027902,37.37263385914996,33.57101448943827,42.12083781590512
143,30.903377471167413,52.80743428366823,30.585030431185995,28.536770680027725,38.772990035720575,83.05029368882906,55.175427383812035,51.709956689305955,37.39904125742753
144,48.67098741119319,56.795882011308535,28.33155549653489,39.335538986478284,45.87831395903702,31.330037480689274,47.62195745414104,65.39878759748548,73.73639513217852
145,39.752311309494964,37.91999264171305,38.02616151350458,68.73974179234882,61.53727972963573,41.026740782976546,32.894826654781966,28.49822639934688,54.5471209829664
146,76.42483085748374,51.012199263061476,56.86659363229415,51.020041177711136,31.7644653750003,42.432279046354395,47.193980445547226,55.5452359692586,67.2547793626202
147,57.19606346517041,60.59885684957897,58.23010062883049,56.789329706622546,56.92034935955369,56.466373423562935,54.0557939736097,38.13382046769828,72.97174239361263
148,78.16718083937623,55.224293054475446,76.20098515298685,36.18955585489353,19.370023549972473,37.69410060860803,68.16461704839516,52.665650476496594,45.82721484489251
149,48.313399911704245,48.09191681441082,44.48230504137754,53.79843234798233,55.50935165376297,52.737636676965444,48.6916543785242,59.02878552979848,57.303633414102045
150,44.3692286278836,38.96087828143025,32.451254412227925,43.13723649601765,67.99586558874176,38.808827344648215,29.414310611166357,45.05505575590545,65.60602605297173
151,38.85297077099961,53.13904648327515,44.095977127360364,67.59898997823389,67.13212527069821,64.02425205111226,69.9349664723225,41.60073199760255,57.05021742127856
152,60.9825828515571,41.702331464244736,45.66925896369656,57.72379517805023,41.55854875595135,57.02893764668902,53.369177692696674,38.01664740947479,45.07108437071288
153,45.800446855031986,64.28292478139979,35.2670990104965,54.404637022200916,55.02370324720083,34.888311249881724,61.47827772619061,66.49211503473192,36.94232251499863
154,36.785419347969395,50.82491454716136,50.319264670526145,34.11990272530565,30.581219928477847,56.656828871699766,48.94541904437308,39.23291232152566,56.85018500841995
155,33.17960986425628,68.23019888464103,35.31956536908344,58.59917070182725,45.47275559054256,5.807261140067453,63.19360381914677,55.786755062256816,51.50831837299912
156,55.30256402016961,63.91505919923352,40.49621987343241,62.04429789919164,63.1146487341934,57.17827158810811,53.36793633286914,11.760636897940007,32.814541201410684
157,21.67076332768079,51.66432013661192,22.96543267728538,48.31428028104827,49.58348948774789,60.61103319797712,36.783543763041074,39.00482051744176,67.66636557101128
158,27.85807780973449,48.382713189656855,10.976106410304057,38.53213315541363,50.763149532665835,35.04628177353355,38.729112400219506,50.85639289714074,58.611902839590606
159,53.28702127353748,67.66843193753907,51.116125717444156,64.98058133221548,59.1845958161819,59.688388556715125,46.891726899726045,44.44976180418969,63.781014619589335
160,41.288953970783375,43.89491271242919,44.20466676379146,39.350473348750484,59.113719304139465,57.67549714793243,28.69646127969782,47.40783232044786,65.16716533501312
161,53.82206408996556,53.78208619229213,35.62138609119376,44.3996525619338,44.19175518971759,48.88771400153333,48.11679749923533,58.296597587732194,83.13015839977307
162,54.558445812721814,54.473968285491786,42.858864405867074,37.97731369948073,58.68574013037961,64.98834848103336,38.97178010506387,27.144529564254107,48.84432770474878
163,39.95915851076315,43.07587958260535,51.084147737712755,33.33453527566557,52.09682307824137,46.17220556811679,21.39172750981092,67.68803759136794,50.54995388959195
164,62.796360166547345,35.31917404646075,32.885077444979856,57.177565628774616,41.4256583059341,35.167350404737306,49.91174112783466,45.750370465771304,45.89584827328063
165,48.609767280018225,40.44098420073402,43.05699728777115,55.681123941490455,38.57212545244573,53.48441342708596,41.58269878607798,63.700626047305775,58.119626519808534
166,32.415440314053306,62.60896484116753,40.25738874222781,63.52357369050345,53.08165071982079,51.28735944845208,39.49107671416359,31.34072095073274,43.36544003324608
167,70.5904038885458,43.28806929587906,46.422495125478264,48.012879813947244,67.11646857323692,29.46530173071024,42.36742697390751,35.140709619842085,61.22278562344085
168,37.43953596196951,55.0111018105307,34.736452670914574,76.83580844357469,55.58307347435277,77.57954542770445,65.52703423998057,52.37633828021548,41.80446948298778
169,31.267587808273028,44.17140000890111,33.73743578894579,32.175920249116416,52.472846844939895,74.27401502908045,39.17727358864405,78.73471082301906,23.594672089362795
170,30.158012421847523,65.56662373513937,31.720337016138576,51.56178869397124,40.327194290687636,49.2919393702788,31.539063302885268,31.731512482999907,45.046913263406175
171,38.53619578096783,51.2484373902169,33.98288542919634,36.98391237338185,46.0927914935206,43.36366764682111,63.64797916395174,64.91556780623858,33.206629922809924
172,38.369259011917386,65.60503701942206,48.94307411748027,31.409205496149593,27.717827455302317,61.0798861318333,45.62363255867349,56.39281794510717,41.96916322261442
173,55.48733668043364,43.905714298998774,71.8726792285911,73.14837477933175,72.13812235666086,86.76340046766397,52.74800792528275,42.11016708314681,45.65965463320485
174,72.87020917954028,43.66670753833748,44.94272754173342,34.307230464895966,32.14218059979285,57.65733008757296,33.732731354421496,31.12585707546333,28.50412822730634
175,84.91221478172194,43.34249586629042,45.32749254744452,63.20735910184335,50.46398320282543,53.82365346044882,53.70697081813352,72.07244228811386,46.79090564699984
176,52.278493525293136,61.099218327052846,50.50713163425585,52.89396640567692,58.428629273783194,29.626559495367253,44.92391072043319,62.6461342606585,27.995760110269885
177,25.785429473009078,45.22565056464387,23.554155890372726,39.88017944782361,54.61035910060177,38.07251131942403,18.924711399563556,29.812700590215503,39.25869093377558
178,60.99305929958067,56.12409986675486,49.215003851332355,53.52204208197404,77.96247076541603,37.1307942398323,80.61025627443883,57.61499730843046,51.04735065340112
179,31.505369856755518,62.488791723227415,31.688283792522313,44.78411964921629,32.56671386303844,64.04148902649985,41.183438067765955,44.31087915185059,63.14274632996138
180,42.748402077713315,58.157396983016596,26.6658510122497,47.858562969028085,30.90971065583113,55.427848007432544,41.33417194185337,36.42491275053046,64.96056118650479
181,35.170333424887886,48.526386436271395,37.11064521777083,37.7302888554744,52.338041171094126,63.84491287439655,55.04812941308737,46.78867245608516,55.58633048702343
182,66.13143443358322,52.678388814205256,36.59336782485128,43.29141285475245,61.97726620704261,45.73150850269555,20.645881717066946,46.61100771654023,33.653328841847156
183,45.497746131772836,19.831321226582155,46.06067259941475,79.7674910088619,74.38277829452683,32.807116773793844,27.900427657189486,26.409658695414578,38.22248853691467
184,41.09955716479053,44.61956484655362,28.374762930815454,9.763225946170905,59.073026144996355,53.225691515806986,62.149218075870735,54.38062664336336,48.75229773296194
185,83.26080977297406,55.5172337121951,36.815164281547354,59.6998633655897,32.81063791278724,38.53740910912639,48.48321371164484,40.6777745585903,72.8146257276766
186,40.646145131449536,65.43325418723421,33.54198735302177,47.88666736027007,32.55663385545325,67.19370122840986,68.90802755214709,52.72864833425762,61.3333355628497
