unit_id,SoilMoisture,IrrigationRate
98,81.81681843390605,58.94686219127875
99,80.26047429767856,42.26091784312119
100,93.25373287445171,41.13753057016666
101,84.58006578787028,42.70611512425049
102,51.1411768565793,31.846268240883155
103,78.19160239386272,56.76470258259681
104,79.25460818643796,41.87088770941045
105,72.3685236747384,32.56740205212528
106,72.82869191749442,69.86930454074842
107,82.21838544235176,26.018093979517776
108,82.57486445297363,42.17697409789576
109,79.11570592410152,35.44886618098158
110,101.61193900092574,32.81872135691097
111,61.39155436895967,22.67869823636505
112,72.42239419807623,25.117365680404703
113,63.611942030909766,37.09563887558372
114,78.46835881104737,27.491468324847226
115,65.91255407978308,44.75562390204698
116,74.209295724203,42.54167050762905
117,77.84785321218298,48.63181286840624
118,88.5727288191472,52.26157469464401
119,88.32239767734572,32.015929436919706
120,50.78729961164476,44.32601358686059
121,83.17417442920053,41.112773807586386
122,63.89841991625207,48.49085928119754
123,58.97688470677282,25.66095373422797
124,71.4683634375657,51.37464255604509
125,75.135284981309,38.852266143267066
126,82.06052812036633,34.29218131839346
127,76.20836803559583,45.19127306271227
128,52.16543024590866,58.271044228895995
129,74.8419325023279,16.091197822687626
130,71.65328947357415,41.81112463452485
131,65.12225593812494,58.84998180098442
132,60.3394991555717,46.21005767538944
133,80.48732348966077,45.99406394784878
134,74.7924110064375,39.59451040097443
135,74.531433984063,33.73088845578258
136,71.40795618411622,18.494560617364932
137,84.9520449079846,50.11199076736688
138,83.89772811452266,51.56990164464663
139,81.22590732767902,59.36535247420779
140,67.60206091892888,52.68779591266505
141,78.57513594813643,12.715506764647998
142,64.97058873659738,51.44698041155365
143,75.60781559996538,39.586021264819095
144,102.01102398478783,38.65016491185209
145,69.38784859740683,58.31409886847024
146,89.77999174924516,40.30815342862893
147,70.73633989161314,47.87103479204281
148,79.81946969257834,27.045016841740395
149,70.53520626268462,44.62198324648391
150,50.443074083595725,22.357921745806735
151,68.03072863494704,37.741613194204
152,81.25662203145362,28.82062763627195
153,80.44573613309942,43.334107391794824
154,78.29364484153169,28.61602616344801
155,68.676982253811,37.10344937553191
156,82.70903343631285,31.64587858800774
157,72.23336575265539,66.79640329077822
158,85.71160179831445,41.07627909302525
159,94.46057793688303,39.52169577300564
160,95.27358217250044,53.872192684768414
161,63.12190782396132,35.66160623483584
162,73.69969455124507,38.17585135000716
163,70.20120436896309,52.28170640161606
164,81.99356290860456,50.27532280003465
165,53.30722275594569,60.30293762415808
166,77.0108654841158,55.17325826367486
167,67.25646522881303,18.925061055137892
168,60.179531183438705,37.84551021691471
169,62.2614318875384,47.48644129107957
170,72.94210319355045,49.48906855717457
171,77.48575314405363,36.518705229258195
172,75.2800580220037,38.922419405562366
173,82.25359017018572,39.84868574447904
174,90.23818026184378,29.499229806805694
175,84.05138091466353,40.484694785496266
176,88.19063473299829,40.010572660847465
177,63.27215022295118,35.489321995306916
178,53.71036246371855,34.81868975608182
179,80.85735218709127,44.67833497916399
180,96.58308326373033,14.950130131991923
181,66.08481718259512,53.5179789361663
182,88.41861925743817,33.87152134853979
183,80.85003963619859,58.94879155843382
184,77.04514544366705,66.3414442426798
185,57.513569255304624,43.123740025014
186,81.37093616030438,45.44608928977759
187,70.81115172183404,37.924157143913355
188,75.47599980743581,15.64496159687501
189,93.80355516453534,44.990340541401494
190,58.04320393187256,47.46267136548709
191,104.04648489915567,38.86946983577819
192,75.3781068302626,55.01209251573917
193,88.55378247478006,48.15424631581001
194,77.65049613775048,32.11041569762103
195,62.135550925500254,38.9059328775235
196,77.23431734469679,31.20668737583264
197,69.34152652516386,40.84425488244826
198,52.63903916716644,34.44026322088247
199,57.67741524443251,30.384818985829803
200,107.28068381999746,71.4621791357675
201,80.48493115105924,48.236973114891256
202,77.92344593324584,25.32866934796109
203,82.79687582379023,44.158286341288445
204,108.87955688829948,23.185274954091053
205,76.39089695536816,31.352621838829457
206,76.23054357959757,46.56722686136119
207,63.53726456531493,34.33565057130709
208,75.0999052726949,33.19025463928381
209,86.0438767394591,68.32392430706582
210,73.43322502276628,52.884457087588956
211,84.29518548383857,30.067515944599652
212,59.82711058455192,16.922254822630755
213,87.70594967962279,42.44519839220769
214,97.41214293473125,43.073818156602535
215,78.30507844006691,51.14883567685594
216,52.6932549720036,33.8048410214869
217,74.65044721493285,35.08475406587314
218,56.83292135464256,40.123171801526176
219,57.880906084355736,51.44805479864081
220,83.73774519270503,41.1765610600488
221,91.60292724584349,38.73119363108902
222,57.28887688949482,54.19444284884027
223,69.7067868488368,31.818996568039754
224,67.84153723553301,70.46490818679797
225,60.07112203157042,28.13415644039197
226,63.76422891285304,40.49287595847298
227,73.46177848732218,57.452099685100954
228,57.33235931470117,38.71946466086698
229,91.81911073000582,27.571742213803894
230,66.43022606926209,57.99210989962401
231,67.70809487437067,37.65563982537218
232,78.57237749436939,33.35026123523272
233,87.45915137623174,48.77565791428297
234,88.93824256398493,57.19110287357563
235,64.57561772673525,45.53859811152695
236,63.29009703867462,36.58486947971878
237,80.17637865474502,41.671298197067415
238,58.94454432859282,47.19118678621169
239,59.34426666432357,16.629884220393325
240,81.69563252817213,28.421084690676803
241,71.97020261061125,16.480729628722617
242,77.62130749620135,65.40480937590797
243,85.61684341594162,70.14584996531978
244,68.13945907710105,37.024335012696525
245,89.81179077150028,58.48739632005962
246,68.02398723775981,44.327723704415774
247,65.65576006016705,55.93473176129015
248,92.38843534288583,46.927277626229646
249,65.7263033160184,44.771730390128646
250,102.87247636068258,44.06083685206334
251,77.96541132293143,40.78187752001294
252,68.64156800849106,28.072613091323994
253,94.1051795787504,30.540652706719577
254,74.76470422214786,57.88311921390367
255,84.06885370835568,43.635555596045684
256,90.08282618971839,61.36938798279443
257,77.9944265317726,48.73180919311337
258,80.61309316238427,9.38748049212692
259,75.36427828651972,25.47086139386689
260,76.47956822250947,46.72999523102396
261,69.04948155830832,33.37231991445304
262,72.32123226106006,42.55630857636589
263,84.53149617105205,63.04860464082336
264,63.79733553884244,46.075430089084655
265,78.21788353818616,40.37338328425281
266,62.861592995847865,38.62931552149402
267,74.75073081556646,43.666575196733746
268,66.01864304562561,42.01322696440673
269,71.08172947876172,46.0615413441451
270,84.55520651937977,35.07575741677581
271,66.02786497037104,25.727069526506014
272,69.16577249269773,41.72098688611661
273,91.99086149836457,46.68054068961149
274,64.28184743050569,31.19236031378899
275,62.97185288138371,35.554885194445
276,67.84390784883769,49.646262648894876
277,81.83289503989702,42.98285060469093
278,87.21539220848513,37.06378021631281
279,81.88404807607789,60.17118012449562
280,76.17296871656121,37.049744905855064
281,87.63075492684092,29.916770452676424
282,87.34797631504038,77.65199248917096
283,66.7682875557787,53.80376718864634
284,53.69983911513228,25.964467682566838
285,81.60998912206279,32.833767334690634
286,70.3533571012704,26.6852294880382
287,40.08511425220878,37.96591869757302
288,77.81493629205977,40.94821912397725
289,90.06466989140239,31.651119683386234
290,67.44926561949829,40.96676029674833
291,88.4419481499315,23.397717446650592
292,67.00684843548325,37.89280311272824
293,71.15862128069217,39.902220406783485
294,65.97198718015837,53.39640310975493
295,83.31004515762326,55.56466400043977
296,75.39560256686151,46.22359434540349
297,77.20806638928933,52.62578018181741
298,67.55080510096143,23.395053237957438
299,63.70378029085246,60.18816104840264
300,79.77516232564884,45.596889012387685
301,71.69414907825434,42.07665102933155
302,80.35711203643451,14.076146921512443
303,65.62295011896362,45.53605348373438
304,86.31851674190078,27.288849200798797
305,82.44473821549508,47.500533441260586
306,75.71803489787015,50.63043699882688
307,76.74763144722789,50.137961364902324
308,61.62684121899326,34.51265362904053
309,74.08760903532082,21.213214703628783
310,88.79197099343301,38.43347709504422
311,92.90258588554084,51.8151259372156
312,63.091493296921236,40.764895611059686
313,75.09131406125805,61.41881567845743
314,65.22464482585384,52.89852555074128
315,52.98916618102344,62.420875598671664
316,78.51259352038751,12.409661368493426
317,72.6532604149001,54.99833159764639
318,103.00125998150071,39.82338565086852
319,64.92507320642792,40.279662629377505
320,81.68831530532506,21.62554523212961
321,47.360075267131066,29.57460721686058
322,82.67029018639495,44.04500217592931
323,73.56876745321651,49.56466067963022
324,45.79980859247277,18.256428735462666
325,77.43355047503007,30.75825617463637
326,92.4574537938861,38.4206881657463
327,83.44220029805274,41.39207879753521
328,60.71916164723826,20.29022965473066
329,87.8149594905676,49.8178450253552
330,65.44376520734953,64.18725607261986
331,66.0999503200579,26.39629478065685
332,73.02320174261361,27.57221304355624
333,55.09375293442323,41.954179919732105
334,52.88043191552866,50.273292892565586
335,59.50168991445117,47.418185705458946
336,46.403349788877776,27.314995488570055
337,57.378654822724734,40.90865287156688
338,60.159660617814,58.98857583467458
339,83.3142470329479,40.42153021061029
340,51.21971213485416,30.08349351960328
341,66.51507279778689,34.747182811053555
342,72.24399684467092,37.170998483237014
343,68.22740363676434,42.50137358666828
344,59.291594649629005,34.2021308018881
345,81.7541117096362,33.37746505708992
346,86.53094273721337,52.48585148727155
347,66.21416473423562,27.828504017348177
348,96.16418290634165,6.279741365368994
349,85.1542700461758,44.285181798808495
350,55.61311195525117,54.349432447480375
351,79.1325094952491,52.64132317532869
352,68.32080261636564,39.45024314219664
353,51.76789582148352,54.902040233372304
354,63.81873475737562,32.23929779597141
355,74.38370990512684,32.71250566122341
356,65.11797604380958,31.965719887883573
357,68.45559780786493,41.82282056430191
358,94.25306883323876,22.092889363673972
359,53.72123104547951,48.54010507513103
360,72.02293183882588,62.1451936510698
361,78.43968311459774,51.94757079345598
362,97.13310771604341,39.04513050261186
363,56.03963492034983,16.558326749762678
364,70.60189377018878,5.932612097772564
365,90.53108701914354,32.50801595290912
366,82.09630821766885,56.479124686167324
367,88.4026846982164,39.564584681374576
368,82.2263586506495,54.98340775995493
369,72.03798954890259,18.695275067514146
370,72.25947275284148,41.90552453216932
371,79.03708433318869,25.18658507190062
372,58.903516736386194,47.48363990762281
373,54.20402472343337,54.81542109297635
374,78.42557313442776,74.38379256306095
375,78.71563949097735,27.664850267175037
376,80.17050706973814,46.98202231352941
377,87.82235412170544,32.86648278833782
378,103.66654021489059,24.768598548796287
379,82.93121998949931,57.25345076353833
380,87.37947257595104,41.92889230568915
381,62.429161692071034,47.18480134762342
382,79.75754283843385,38.00354146778665
383,68.58350595060978,18.76546958554669
384,77.79254618251173,32.7633664423937
385,78.33394317417948,23.22790534872645
386,83.9071218770183,25.259553340906997
387,69.62961292862137,24.793041969392288
388,68.43427846667542,36.0996987044059
389,68.82728870366297,33.29875836853654
390,75.12591902826891,34.90611040137315
391,77.59501290234626,41.39214899495814
392,59.56701876602022,32.1530367868076
393,80.92232640655594,38.67736635206916
394,60.3225409348803,37.11782241877539
395,74.36328684295378,46.897535049701176
396,79.29016600031129,38.53381722955403
397,76.74235920946305,43.881138188314075
398,75.4613789799482,53.09909176805829
399,71.40726966769128,29.119853400141704
