unit_id,ChamberFlowUniformity
362,25.336982430047296
363,38.83675654248729
364,69.33566540780699
365,50.1545872235927
366,37.81993682420353
367,45.09760686556852
368,64.89309545101601
369,44.59320809824486
370,46.27332094905428
371,67.1401950825831
372,72.29062420722876
373,30.50557316512652
374,50.36867787033632
375,64.52067717070791
376,48.18662081712683
377,51.71933120875081
378,44.36153727461338
379,51.96149873028688
380,69.83849669693778
381,57.78948736410114
382,49.13455504720065
383,51.9999405071996
384,41.99954232309278
385,50.73995773154506
386,42.68228597989101
387,56.605654367011795
388,43.17869666918583
389,41.96578925477353
390,55.69280817334004
391,51.19090646665093
392,41.44090304979073
393,41.26521828234266
394,49.37517147782755
395,66.98386945145322
396,38.04995687247063
397,60.976771161967186
398,42.79890195699785
399,46.10067059467272
