unit_id,CapacityRetention,do_ChargeRate
93,28.690614368727786,50.0
94,41.521595309428776,50.0
95,19.97133804243382,50.0
96,28.37262234867289,50.0
97,23.491704587735676,50.0
98,30.683856895066405,50.0
99,29.217654110157095,50.0
100,31.585325631961272,50.0
101,21.33813463079759,50.0
102,21.1360241402816,50.0
103,5.416513752394346,50.0
104,30.27337244235417,50.0
105,27.41251200418758,50.0
106,40.07392199286424,50.0
107,22.813847017768246,50.0
108,17.02146274413086,50.0
109,24.945184804932527,50.0
110,25.651057158854023,50.0
111,33.66885181480601,50.0
112,20.032141411757518,50.0
113,20.82094634513814,50.0
114,29.28580568725979,50.0
115,33.96497188001242,50.0
116,22.97375956809561,50.0
117,29.28346507272627,50.0
118,26.032064801835737,50.0
119,20.15749721536033,50.0
120,29.765452479917215,50.0
121,23.36630884808892,50.0
122,27.86191278576466,50.0
123,31.54961279419687,50.0
124,32.96825293546698,50.0
125,35.241867947111714,50.0
126,22.195335018134102,50.0
127,22.881001349751923,50.0
128,28.035331225791438,50.0
129,26.584222914786203,50.0
130,33.755100516002585,50.0
131,40.57610835474255,50.0
132,15.582087107051365,50.0
133,25.28634552838326,50.0
134,15.634734348166814,50.0
135,25.032636925761413,50.0
136,9.80832597690006,50.0
137,12.410409851616203,50.0
138,33.672809640986216,50.0
139,23.6478411384726,50.0
140,32.14069746754471,50.0
141,33.25337025264901,50.0
142,12.722853406176428,50.0
143,37.75824465450859,50.0
144,28.69363275338772,50.0
145,39.7752042169519,50.0
146,30.213973280275628,50.0
147,21.010273546273623,50.0
148,28.27958504405835,50.0
149,16.644109819059633,50.0
150,25.845301096252268,50.0
151,20.49843776591016,50.0
152,28.641639251973224,50.0
153,42.273570320304856,50.0
154,31.108082220372324,50.0
155,21.73293816625394,50.0
156,31.901742023288428,50.0
157,11.163513228486806,50.0
158,28.498033736347555,50.0
159,31.98014923757806,50.0
160,13.56033000919972,50.0
161,33.670702335624995,50.0
162,12.65000747911246,50.0
163,26.836838356552146,50.0
164,21.476736653432837,50.0
165,28.75432985791194,50.0
166,36.19824776696058,50.0
167,25.593301374865515,50.0
168,28.793201486569213,50.0
169,25.748970405980117,50.0
170,30.105292121533225,50.0
171,25.37616959422222,50.0
172,28.74062259836195,50.0
173,30.718962574504676,50.0
174,24.57086711052966,50.0
175,8.86680200979675,50.0
176,26.876096722533994,50.0
177,15.73937867395347,50.0
178,25.31648655254519,50.0
179,40.097437725848266,50.0
180,30.54893744932711,50.0
181,20.933105260047903,50.0
182,8.89090553534957,50.0
183,28.34558275226634,50.0
184,13.919450832035686,50.0
185,40.23043929448649,50.0
186,24.077080729605186,50.0
187,31.296820789380465,50.0
188,32.45040554099581,50.0
189,18.256564735111084,50.0
190,37.76115599201246,50.0
191,30.627169073996797,50.0
192,33.939001641040065,50.0
193,17.016495918640963,50.0
194,29.39491801217312,50.0
195,33.57094913795699,50.0
196,24.24703551412511,50.0
197,22.318482221978815,50.0
198,24.135057354202278,50.0
199,25.09726998158022,50.0
200,33.96758522994163,50.0
201,31.782851427791535,50.0
202,42.430159047977654,50.0
203,21.745542996974134,50.0
204,25.40484575695118,50.0
205,19.196658874348117,50.0
206,19.60900780059723,50.0
207,9.303001026523813,50.0
208,25.115602319565276,50.0
209,36.44122760732175,50.0
210,32.48495490267411,50.0
211,16.925875068414655,50.0
212,25.41913202131002,50.0
213,32.53232222521711,50.0
214,17.765830456015756,50.0
215,17.983400258013127,50.0
216,24.119539386612665,50.0
217,41.45237172531661,50.0
218,39.28475802389916,50.0
219,19.225339692618295,50.0
220,28.173435798724736,50.0
221,32.24717590634135,50.0
222,11.620995948813365,50.0
223,22.194215107137154,50.0
224,24.403353787955222,50.0
225,21.738350925833906,50.0
226,38.30697699576712,50.0
227,19.791899280861344,50.0
228,19.875229481669507,50.0
229,25.605140712436715,50.0
230,23.57576180110348,50.0
231,43.126491589693075,50.0
232,32.05113470311605,50.0
233,22.6302858699206,50.0
234,32.23578383067778,50.0
235,19.17026163756749,50.0
236,42.76119665653207,50.0
237,21.394201822826453,50.0
238,31.28777779539266,50.0
239,34.05986249465565,50.0
240,28.665499562698017,50.0
241,12.249875880865254,50.0
242,28.036213054228213,50.0
243,19.000662109064567,50.0
244,19.27644852077892,50.0
245,21.133963880656395,50.0
246,27.818512802592295,50.0
247,31.468544954380953,50.0
248,16.433187236149017,50.0
249,20.55166388205348,50.0
250,13.907527109322338,50.0
251,30.32037928913116,50.0
252,24.22546942989938,50.0
253,28.410853179068727,50.0
254,33.48595151622859,50.0
255,28.222051923390605,50.0
256,31.426851161342853,50.0
257,0.20083623851107513,50.0
258,34.997693048906115,50.0
259,19.465327419435667,50.0
260,10.174309658714806,50.0
261,20.23373162509199,50.0
262,27.570583537472405,50.0
263,35.229850147296204,50.0
264,31.03244440953144,50.0
265,34.11845815639402,50.0
266,19.975438574119266,50.0
267,21.731130509005553,50.0
268,18.03265645505307,50.0
269,4.6414695084659,50.0
270,30.485391918346476,50.0
271,20.023515882581542,50.0
272,31.32076990620404,50.0
273,30.65205320992528,50.0
274,30.626060656775586,50.0
275,42.14190847615219,50.0
276,20.91845022871128,50.0
277,36.17832673902925,50.0
278,34.39365320876549,50.0
279,10.326634251382375,50.0
280,25.256008975230166,50.0
281,18.32082598169123,50.0
282,18.530859665798204,50.0
283,22.53301142502708,50.0
284,20.990351134089185,50.0
285,20.173034285133895,50.0
286,20.28909522889057,50.0
287,32.09330831352637,50.0
288,20.696469810552692,50.0
289,17.82445275616834,50.0
290,36.64855709087207,50.0
291,32.59596145727368,50.0
292,33.73273316264896,50.0
293,15.238585265473752,50.0
294,33.23557154361939,50.0
295,17.51368485862126,50.0
296,23.121118668534667,50.0
297,33.1723072438144,50.0
298,15.888042154690634,50.0
299,25.44402252315676,50.0
300,30.68128659505317,50.0
301,14.853338582846057,50.0
302,23.89766821631183,50.0
303,20.109624321665915,50.0
304,26.14171807810118,50.0
305,15.170388839067146,50.0
306,31.24821399905904,50.0
307,21.909766508377004,50.0
308,24.423557934284222,50.0
309,30.124594863471962,50.0
310,27.88080475120871,50.0
311,4.07424158083568,50.0
312,24.613084026232862,50.0
313,32.63985588694843,50.0
314,27.448856082067252,50.0
315,18.341272812560536,50.0
316,20.30759927582081,50.0
317,24.84902911607762,50.0
318,27.18567351881879,50.0
319,25.445735929018745,50.0
320,28.527204604686492,50.0
321,38.49693656197905,50.0
322,20.741641683672047,50.0
323,31.301841229411583,50.0
324,26.329737389564922,50.0
325,30.703625802563614,50.0
326,22.392851488482115,50.0
327,20.15820098912335,50.0
328,20.97909410783403,50.0
329,10.347115577739913,50.0
330,30.179071748545564,50.0
331,32.95153196964305,50.0
332,25.279810408546926,50.0
333,30.187348470923162,50.0
334,14.904433741099808,50.0
335,20.13982674053928,50.0
336,22.42169470420161,50.0
337,21.12403484561626,50.0
338,23.30858016174488,50.0
339,16.185923255076112,50.0
340,33.91952179192494,50.0
341,25.456061765402133,50.0
342,15.613855658659867,50.0
343,30.282045035580232,50.0
344,6.686024402105907,50.0
345,21.079277075600622,50.0
346,33.26198557151707,50.0
347,29.36357708638136,50.0
348,31.60400201226052,50.0
349,26.117716951468257,50.0
350,13.447411037059062,50.0
351,33.699531568751745,50.0
352,27.242896771072424,50.0
353,38.403775552695166,50.0
354,23.96439064485033,50.0
355,20.188739433890113,50.0
356,33.786134626255766,50.0
357,37.026225712493975,50.0
358,25.677208787630043,50.0
359,30.084802226017946,50.0
360,18.130795066370275,50.0
361,25.64951320996994,50.0
362,16.075923556732853,50.0
363,21.890808292544136,50.0
364,29.282444070691103,50.0
365,24.695980313264243,50.0
366,18.266767132060302,50.0
367,13.907009916996598,50.0
368,29.847956628594687,50.0
369,16.66030696394415,50.0
370,39.7496605758898,50.0
371,27.92000934285532,50.0
372,25.613634658171254,50.0
373,25.017969439500625,50.0
374,20.122410655416047,50.0
375,25.173380027081624,50.0
376,29.877343053999013,50.0
377,26.08825563521886,50.0
378,8.796510341645991,50.0
379,28.724670259968185,50.0
380,28.456149036676067,50.0
381,30.560631307765135,50.0
382,22.614647701988176,50.0
383,37.12686444994005,50.0
384,24.532921591205348,50.0
385,15.065203997977898,50.0
386,24.052818632604357,50.0
387,39.504281826939504,50.0
388,28.571849628484312,50.0
389,13.706954310294314,50.0
390,18.54760513360432,50.0
391,23.70057543091285,50.0
392,21.12767529726892,50.0
393,21.294059623627966,50.0
394,24.166311548190095,50.0
395,28.115820648399364,50.0
396,11.109436064722054,50.0
397,24.128070448503586,50.0
398,32.12113925821037,50.0
399,17.250196480845684,50.0
