unit_id,CapacityRetention,AmbientHumidityBatt,do_ChargeRate
69,41.18489457730772,54.77454866475757,35.0
70,30.51376693063191,44.2177175352967,35.0
71,41.96549500118206,34.05733299003651,35.0
72,21.53371904832199,41.992942940521694,35.0
73,35.842072154989694,48.59219627445914,35.0
74,26.713828557575347,33.76613740248975,35.0
75,37.06141226803361,59.16644178510323,35.0
76,29.55778605983325,38.840868561991705,35.0
77,36.19998122830028,36.80037226265087,35.0
78,36.046131243173626,69.3147547877554,35.0
79,34.926224474657594,36.47418401156796,35.0
80,32.33907024638773,35.60822899778659,35.0
81,35.856194331198544,45.5297923291288,35.0
82,27.336542324828116,23.072584143452538,35.0
83,24.244908419281632,53.45098781222214,35.0
84,35.143086862301615,59.068718961912126,35.0
85,20.823038277309077,48.78817929704275,35.0
86,31.529400535284935,28.820154002720805,35.0
87,32.49662832636399,50.57181180383445,35.0
88,34.701155619297204,54.7264248703195,35.0
89,34.903390403186215,49.63671359894472,35.0
90,31.685185253263093,44.06901887609598,35.0
91,24.830419690262254,39.15235678047181,35.0
92,36.21778035028374,59.22658048710876,35.0
93,15.026534277488304,65.49778310355917,35.0
94,30.00619548485137,72.92385049032443,35.0
95,25.266371355664607,63.555394736203375,35.0
96,40.966958495698925,42.54914681420193,35.0
97,22.18442438729972,77.52190078690016,35.0
98,31.62456466967577,55.19579551817964,35.0
99,33.35871778894129,51.86625306691654,35.0
100,26.36823373542829,48.42879939704644,35.0
101,30.914086299846645,37.824925798340146,35.0
102,23.560654624908132,44.19739293532725,35.0
103,26.118452326698332,58.8277458121167,35.0
104,33.92330009599925,68.81634283272082,35.0
105,36.85810700240568,35.57824030386405,35.0
106,36.66667828008818,33.7240551305921,35.0
107,32.175844969242604,54.76371102336509,35.0
108,37.42918456858156,78.37614323221972,35.0
109,37.317921618157165,54.83060469643298,35.0
110,25.273970556532355,59.204469686797836,35.0
111,43.86168842819501,38.85121784296307,35.0
112,36.227958339014336,55.230011374274916,35.0
113,37.46161882315366,49.165029048094475,35.0
114,44.880027071521454,46.27627865258417,35.0
115,49.95382344964453,78.945187024105,35.0
116,24.60294982315957,24.519275364416742,35.0
117,31.65849182404087,50.612058448041836,35.0
118,32.069352959392866,44.10197891106054,35.0
119,27.62791313086827,43.080432674577025,35.0
120,32.13409224808795,35.16540784287332,35.0
121,20.61950838835826,40.74115489617015,35.0
122,29.62264278928944,51.361726723290055,35.0
123,25.425145004194224,34.198379744933256,35.0
124,25.450613630179063,33.31370224514022,35.0
125,30.547143588888975,38.32715075553262,35.0
126,20.66909708562666,53.35363360112574,35.0
127,37.532666013298886,78.51128657249807,35.0
128,33.796530724533355,53.3859603213978,35.0
129,43.37268951547658,41.73406510467261,35.0
130,38.93357132518888,25.649316394939362,35.0
131,24.016631595054545,61.24912715629461,35.0
132,25.667174834843262,53.63820526048596,35.0
133,24.13025774146026,31.75505347400838,35.0
134,32.553511772955346,57.09727320750508,35.0
135,32.57520287858293,53.29738433028818,35.0
136,32.60348950741595,47.70875418319535,35.0
137,41.21349708469339,38.34274228516558,35.0
138,18.711849347573793,43.37821408407103,35.0
139,36.279831766560044,35.598426291195786,35.0
140,32.543198695607835,32.40923842229456,35.0
141,29.943115368629346,46.4606516476866,35.0
142,43.58091270367568,52.859451119024534,35.0
143,19.824650525934782,52.4095081789266,35.0
144,27.779718773898338,58.177329707597465,35.0
145,37.07930819888363,34.98360580933521,35.0
146,39.77723821556842,60.64175773817576,35.0
147,37.515588187047186,48.162455133262526,35.0
148,29.655993014883194,57.607232054461115,35.0
149,39.098725737458956,65.69706160033482,35.0
150,20.64391327936368,36.69039373906249,35.0
151,34.381839694924416,52.00637563743059,35.0
152,32.82315550312501,63.0724616953873,35.0
153,32.329779393384,49.70146951339194,35.0
154,40.232405209591015,59.4060603812665,35.0
155,39.656809432332786,42.362115889250106,35.0
156,25.701362869620688,53.89151140872318,35.0
157,36.4830451490051,49.81341131516578,35.0
158,38.51595457441337,36.628012007502896,35.0
159,38.159717696408336,32.469044522604115,35.0
160,39.289957661579116,48.29328268401066,35.0
161,26.01632127528232,65.160763067927,35.0
162,32.86148730789236,51.8496911762812,35.0
163,32.39227763693113,65.33629531919031,35.0
164,34.35359245825731,78.31390325429055,35.0
165,30.962640043836164,42.36518906431645,35.0
166,24.9449216532683,65.22098517904388,35.0
167,30.070651823138373,45.73234325796826,35.0
168,26.59097864586704,45.36487863210102,35.0
169,34.25481438368492,44.49296256464291,35.0
170,36.668438713952064,60.24505966250113,35.0
171,43.33656448251652,52.53376214645899,35.0
172,33.79048662009645,42.41401521848063,35.0
173,30.64284528291439,23.23766558612072,35.0
174,38.14134312557638,50.174076532497836,35.0
175,30.876017653236357,33.97729005317217,35.0
176,33.799067338926086,22.772562412604586,35.0
177,27.002527317773225,56.10143963667399,35.0
178,31.82026152021563,47.93409225975834,35.0
179,32.486892335869705,67.99425387732876,35.0
180,45.54618939320256,28.12583184779418,35.0
181,32.02563357715758,35.07072140277435,35.0
182,43.869723476147634,47.47641446005523,35.0
183,30.42492667774814,46.41910518512973,35.0
184,34.753989556482495,50.25457701436635,35.0
185,24.263285488637674,38.699385115350054,35.0
186,46.6010416976621,57.003572041494266,35.0
187,25.62535628524401,29.54068376892773,35.0
188,27.765401235167467,41.88740656237821,35.0
189,45.24933445218178,49.04215611188929,35.0
190,35.60592172784804,64.13073611181265,35.0
191,39.25864405342723,60.930142076805495,35.0
192,33.874127343373374,55.05989457344837,35.0
193,32.919385774250784,52.36384826292484,35.0
194,32.16301188738884,51.031015322944306,35.0
195,28.373815231207008,38.935579119873886,35.0
196,22.408880599527198,46.061913097304846,35.0
197,30.388506639150037,77.529153010558,35.0
198,40.70147665234197,70.68349756205895,35.0
199,28.595329912562477,53.66694209531012,35.0
200,18.83624433932045,41.87020510978356,35.0
201,33.06429170587606,68.39038881541902,35.0
202,28.489046209496856,68.28041513828705,35.0
203,31.053240690976025,60.89859757417789,35.0
204,35.685417738796815,67.46290774090551,35.0
205,29.364157242046325,39.828562898248606,35.0
206,30.4651580392367,73.64390956851615,35.0
207,28.300361717602748,54.53547363151506,35.0
208,20.960178306125666,64.45567577264491,35.0
209,29.011012618312677,60.48816112391161,35.0
210,22.11517454305011,30.969019985942378,35.0
211,38.90864571314463,24.93443839138723,35.0
212,36.8152941512789,71.45920224000692,35.0
213,29.844014315106048,63.32779249978109,35.0
214,28.967668265588532,56.990163047451055,35.0
215,33.44851994653413,39.99826223755925,35.0
216,21.744102649040048,59.9770333020266,35.0
217,26.954907441662165,62.73042434414311,35.0
218,26.60522663957363,52.26988150568686,35.0
219,26.35385957906995,39.862568719078766,35.0
220,41.501295534498404,33.03809675349083,35.0
221,42.104437589946016,25.172265692890743,35.0
222,37.73540081988234,59.64539464709498,35.0
223,19.03172147254945,47.9479956072737,35.0
224,27.39168993098732,35.17016642932392,35.0
225,39.976320651883455,46.27960324218389,35.0
226,28.69551904899085,57.567085079216874,35.0
227,33.6568500930826,43.79463838444322,35.0
228,26.406263308583547,48.28114113913061,35.0
229,27.75350140944678,62.625082829234366,35.0
230,31.828301015851263,41.180042081549054,35.0
231,33.988411513183884,44.09476159247146,35.0
232,34.94992908080024,35.834713575474474,35.0
233,23.553497350136404,73.70029818531245,35.0
234,43.959121174515694,53.063810801013204,35.0
235,28.410800500071673,50.805550646528395,35.0
236,35.668603065732604,35.085007927563,35.0
237,33.00029751494813,40.08566700878613,35.0
238,36.84451446087907,38.29414879426957,35.0
239,24.19823243909112,43.59680407031434,35.0
240,33.64140633587091,25.14285124064112,35.0
241,36.60018165159402,38.6430419743614,35.0
242,35.095037033999816,79.22893887426007,35.0
243,31.661969113027542,41.258781185086754,35.0
244,26.592223203729617,44.121282959008354,35.0
245,33.340209696968174,37.04243222642877,35.0
246,41.01822309638496,26.5175274835557,35.0
247,26.094125445807006,45.89544431364094,35.0
248,34.440801329362294,74.86748678940995,35.0
249,16.596745143762185,65.79958177875304,35.0
250,46.38346593163747,39.85456522255105,35.0
251,18.82607713509821,65.1487649462218,35.0
252,23.07646979694696,56.39978747083113,35.0
253,46.98675863591644,35.88174585220435,35.0
254,37.008672589736875,63.599499496044984,35.0
255,27.284255324068898,44.21508414377987,35.0
256,33.04678205426311,37.53128984748057,35.0
257,20.989435977435452,32.03041931365491,35.0
258,18.312064352673133,56.53874598891498,35.0
259,37.304574892660355,40.57834416798155,35.0
260,26.704574637716444,46.089602887904874,35.0
261,31.160772668293404,47.033732756354624,35.0
262,25.408057321804716,47.2040467843897,35.0
263,43.28724254440847,66.67685068702788,35.0
264,36.40311864049094,40.826563420837914,35.0
265,33.24751702773631,36.807576889101085,35.0
266,29.717366646748033,53.15544125925749,35.0
267,28.243498692314667,58.64645937691081,35.0
268,34.848913329754446,51.534058368730584,35.0
269,32.85889385175163,40.321604498535386,35.0
270,38.42428619578022,48.162507719076395,35.0
271,39.43755123881792,50.520305251190926,35.0
272,29.1916018146399,51.800978014445434,35.0
273,24.988710479462032,68.13619944322716,35.0
274,44.77301038345294,29.88297604014221,35.0
275,19.0874736174421,51.948203791592874,35.0
276,28.93125169098641,58.87344686588553,35.0
277,48.734686231959486,30.622543106375314,35.0
278,35.5769428487157,57.6223618851776,35.0
279,28.996256854730426,58.58048419349836,35.0
280,39.02457840722188,45.83741416267535,35.0
281,38.20009856146426,50.307697801749285,35.0
282,26.140494961986423,52.72546821955111,35.0
283,42.20492891299625,36.894129072619435,35.0
284,25.264310422923693,35.678100978505036,35.0
285,31.383511415365962,65.5008250975035,35.0
286,48.301032653602334,69.08905939481859,35.0
287,32.95510856916341,33.150839678643116,35.0
288,45.45120481349265,65.34350773800948,35.0
289,29.767098160326732,65.60143167485269,35.0
290,39.07747858473333,46.427431429488884,35.0
291,8.319140444900317,30.672653310141392,35.0
292,34.24680675974686,79.4985055885055,35.0
293,29.451443847902567,48.39860353703472,35.0
294,21.212663600435814,53.757500822320345,35.0
295,45.98816962977616,47.63191078160841,35.0
296,20.900456140994347,29.638391694673054,35.0
297,29.727940917749084,25.284180142476444,35.0
298,36.11600990547044,49.476776460146674,35.0
299,49.21690219579089,47.43557715289862,35.0
300,35.2341484912782,37.14451535941511,35.0
301,20.28007143686019,45.74187164306896,35.0
302,27.850306241373534,42.721309436359014,35.0
303,42.900141032225854,55.80870807937629,35.0
304,30.712841387657587,63.82843609374554,35.0
305,36.67495296368261,57.92484607555892,35.0
306,24.464976071783283,32.64246309138775,35.0
307,41.6866876712816,49.806809369963084,35.0
308,38.21705754704979,45.69605890238239,35.0
309,32.92687222437814,39.49833063003796,35.0
310,31.548832065461173,59.3523578991635,35.0
311,32.29082059181998,55.93548102944684,35.0
312,39.093940443321884,35.83315587758446,35.0
313,35.61889137142547,45.08390910857925,35.0
314,28.854845182516264,63.79606754412329,35.0
315,31.42074268310134,58.35752962991782,35.0
316,30.845710398537236,59.56018682525412,35.0
317,36.25486249224613,46.74168769066861,35.0
318,25.62628328425693,46.31544955999938,35.0
319,18.44030212195357,29.644567443984663,35.0
320,26.956738712490928,32.98956594524144,35.0
321,40.88558149174832,47.430217029304806,35.0
322,33.002763642832,43.36591695048281,35.0
323,29.616181943479656,67.79039700560143,35.0
324,34.87996983697197,39.10806571026413,35.0
325,37.606641821930545,77.61806930199387,35.0
326,20.676523664006822,52.33648006449127,35.0
327,21.29565257283759,23.615917367076538,35.0
328,35.793955248632386,55.6742815865361,35.0
329,24.30962662053336,49.38062406585298,35.0
330,48.753310105514934,17.906773898476736,35.0
331,36.00556277236759,44.642764633644404,35.0
332,23.977362698035705,45.45759175546443,35.0
333,37.82139673374259,46.34176439772106,35.0
334,34.34143041413152,43.496473484401385,35.0
335,35.603564942553255,47.035548668403415,35.0
336,33.473564151920606,46.410951432618816,35.0
337,37.0744188079407,56.94713138197795,35.0
338,40.40672603078001,48.64731221603604,35.0
339,31.083156858985024,48.14377699861718,35.0
340,30.914675434766405,44.36209447459829,35.0
341,24.717107505316278,52.931752445980145,35.0
342,36.03619232064251,33.03136148541036,35.0
343,41.74774683260216,43.23374680995521,35.0
344,35.08092358361654,61.97893176522927,35.0
345,35.624914343339675,63.679332998366355,35.0
346,41.220211720682364,35.30278284211186,35.0
347,24.842833710863506,55.861180439578455,35.0
348,26.96806098945724,47.508864563409126,35.0
349,10.976633542343068,40.23093388486125,35.0
350,39.70208061940893,54.083523249592716,35.0
351,30.020523125033613,45.86272398824588,35.0
352,40.01698625153642,37.383757862182165,35.0
353,32.51614881195025,64.35362548250194,35.0
354,26.162914577177155,64.82898515217606,35.0
355,34.72469600511856,44.4273168151675,35.0
356,43.199963671833274,56.51073059608871,35.0
357,43.11229770101632,44.70824465067236,35.0
358,31.260140164335635,36.25887005923252,35.0
359,35.329781988731575,59.235963498321084,35.0
360,22.482343641394223,51.626249119990156,35.0
361,26.13243329951268,53.69090861079213,35.0
362,48.135079958298775,48.14794739005159,35.0
363,19.148282467874335,44.855665735428595,35.0
364,32.008442101805706,51.361977078474546,35.0
365,22.507580926882312,41.782633760141024,35.0
366,12.180230873084852,39.60804159192832,35.0
367,34.64986605778133,65.68917891728314,35.0
368,23.447890189164216,48.787972490397436,35.0
369,39.427203763061385,59.56370670261082,35.0
370,21.80121570246181,45.24188171844291,35.0
371,36.01069794526821,56.889359355785395,35.0
372,46.690951315749004,54.88913825411917,35.0
373,30.881998551629636,63.66798280213892,35.0
374,31.15510133279119,57.05515160417872,35.0
375,25.931174456847522,34.66661405787656,35.0
376,23.51727988112307,48.40547294649998,35.0
377,40.90049810067573,42.03000798124174,35.0
378,31.18156070079711,32.89297223302687,35.0
379,33.94864250541992,45.43725759431311,35.0
380,35.97195370270517,44.520375752602405,35.0
381,38.378336264656625,41.117300771275865,35.0
382,25.27353023057409,81.52668927014044,35.0
383,26.03805709291096,58.519178917185194,35.0
384,29.173630039797857,48.241315895836166,35.0
385,38.93705313890908,57.81594427985124,35.0
386,42.24666611349356,49.044343377233965,35.0
387,28.688445274556724,49.20783658433852,35.0
388,26.581700894212737,36.985131802471905,35.0
389,42.4752820042281,59.94529050139587,35.0
390,30.900283310283896,65.50199397396396,35.0
391,39.6763135500128,58.91782047986955,35.0
392,27.242282939369012,45.301130508617995,35.0
393,40.86159410601426,56.30838059221016,35.0
394,30.32039204701747,60.82671221780261,35.0
395,32.186322073452885,63.20615239374368,35.0
396,9.466135631930158,57.174754195480226,35.0
397,40.14545854432672,22.463618938812967,35.0
398,22.685375130770765,48.02492020878947,35.0
399,28.79531923475315,25.362970817715226,35.0
