unit_id,CoulombicEfficiency,CapacityRetention
83,16.94536391783246,39.690079140021
84,47.89703975500653,13.007388175813372
85,6.106814217709786,17.965753157410028
86,37.262179505553576,0.7135278263152265
87,-3.9082339167538525,24.31465830138836
88,17.849094582676816,13.800297338583308
89,27.39997666723172,11.495137242004642
90,-9.680411965671386,28.869342700434267
91,14.668509731599777,10.965747157960127
92,31.184269207670994,33.07813804930476
93,15.192984984768572,20.24597476415834
94,1.3797872492985306,38.18698190529195
95,16.837582181155888,25.479649062587747
96,45.338632177605874,-13.811928487394272
97,18.254957018762834,26.418120314781127
98,9.586068640905307,24.4229901240986
99,20.75230826360503,29.71257637043558
100,23.537087256889816,27.808043249320693
101,-3.893694233970084,23.76824535350499
102,-0.9225781904957842,42.53526211301151
103,39.61305050754695,15.991456169255088
104,-10.20823518504887,39.66009118089297
105,16.796544753650714,11.363033483383099
106,29.978052551131483,24.971359559879616
107,-18.229154910517416,19.407933848926177
108,30.974419386897864,27.76651088373402
109,30.487341847301867,31.024286509520334
110,23.406023596510828,22.325030979536837
111,53.505577100794845,-10.919810371894691
112,11.570967810670089,40.87893820597995
113,34.895599259426675,38.993785755252134
114,19.08262644172113,39.68220990050644
115,5.414525692609351,22.967036255342894
116,-2.444456450288257,33.30364094285933
117,11.271329961366263,14.740723276034801
118,28.578791512333567,29.147940036993656
119,0.12024770651206751,44.97999765312125
120,1.7039774067859828,30.006304415331517
121,-3.7364481721733007,22.430305536068104
122,38.70393550368676,-9.80981608388346
123,-1.9064812591031757,36.88463646634539
124,25.777892694247157,13.472723641769992
125,29.483466618473884,39.78453599648403
126,4.8783020121667064,17.746163874095735
127,12.089636374153724,22.143579014921258
128,33.59256830429917,5.351895903592402
129,3.1402089338315795,18.83451495307817
130,24.981949984749647,29.527703038961295
131,7.615234876927612,34.312583605663015
132,12.028139597008702,33.00451865650898
133,19.458648724256637,26.792079717702972
134,3.9361959613595987,35.3566213307451
135,9.538176018284693,24.995192225690918
136,2.7068705119674643,23.291974371587298
137,13.573021613863585,16.648691589472207
138,33.45516357583457,-2.4959887405878884
139,22.5035471623994,40.60185407209833
140,45.48778655417661,20.025014122545695
141,31.60784568511015,-7.3984481148083105
142,6.548510680982495,10.14141592743914
143,9.467161194460155,36.175769823299134
144,30.535008583458403,24.333840407246843
145,8.193708852971726,22.113333457402923
146,22.286946943306628,32.55551885691543
147,1.059409343455993,42.91219840630487
148,20.9165230751265,1.1684853153671717
149,35.47899788787191,33.45353563704316
150,-10.3848483538295,31.975634005280874
151,2.1339785649260428,36.90928284631287
152,37.5080908021358,4.094499012561057
153,16.078949071109424,18.936751589969226
154,8.992121183631516,17.083237986296645
155,13.094359406536821,23.73419404518231
156,5.381783845434829,20.56153168789346
157,19.908853623527033,12.053221391016496
158,15.820035954095555,40.36462982579867
159,-2.587787829310299,34.7773799186736
160,13.50754889264692,9.634052261583973
161,25.852626910402407,35.601003325060326
162,49.61509898385523,-4.343400951056569
163,19.58728874028145,25.22937841528595
164,31.760423427947963,29.89725816098153
165,18.505558009427567,32.346056118048274
166,36.64150193487031,6.2511808159337825
167,21.456144489589835,13.568867026394587
168,12.174760623549863,32.524463716961684
169,8.435934765537004,29.00207281491117
170,15.868098565416416,12.843357805966946
171,10.119862581949533,19.958900691621068
172,20.22924063016903,21.985594222889556
173,12.720947916985626,26.30597453061426
174,46.41480513814912,28.667819161417516
175,-1.120643456461023,23.794768494338086
176,-4.226717732862799,28.589985124392935
177,19.999378036257347,28.856956621742093
178,-14.08448974857295,46.43748464981748
179,19.483756569102013,20.869624102235512
180,24.84886004597856,32.741400574184546
181,10.474668467800134,26.143559814931425
182,-11.87016225267832,36.7016281584802
183,8.656811979706761,41.47021378476788
184,17.341309531318917,29.79624014597492
185,23.056165856654232,33.63194412583592
186,-6.5916158705774865,34.19537115669363
187,5.570747607231279,45.331888076767356
188,-5.411628641835774,37.49948509935494
189,11.639515878888052,34.96989176188616
190,19.800848359610146,32.98629385171109
191,16.164944981785617,13.739919266824204
192,20.822637521290225,31.3350581355267
193,33.14444682119235,3.335243587903691
194,32.179419598162966,10.634692365326302
195,5.7118555755991185,33.93700899719879
196,21.630203407258026,22.008965405599128
197,51.19263310374882,11.365093279166514
198,15.49576144361102,-1.7956783565031107
199,39.18977750382072,45.71781555400216
200,21.887270195029178,35.847521609528854
201,-5.911269666258818,38.34457328807337
202,11.755979680837303,30.14493212143981
203,12.8256653863084,39.369388588136474
204,30.294908962022276,21.367245130198345
205,15.42382590910888,28.40859147441358
206,3.067728092576967,24.493777242921436
207,12.92013817455242,24.19454891686776
208,14.08569604566927,36.528202211580556
209,22.01546418538496,18.060206563904487
210,31.598927300402693,19.220202734654986
211,8.639001546410958,16.204055172733398
212,11.200982443313798,7.557316784176161
213,11.809116146284119,18.401293710791798
214,18.702614182582927,22.63533739455074
215,14.249393860614951,50.874853500022425
216,5.848374905968167,38.02268333072903
217,35.525073789217096,19.37482519551789
218,11.334504668846977,40.68030210555177
219,6.563527913414292,36.99820303264599
220,1.9813192162791342,24.085238652161188
221,6.92031175875186,29.139810285340637
222,31.642928375292996,25.226849434234992
223,30.28358014153584,24.254574286064106
224,2.066458761801888,41.963939518518096
225,9.29723866777398,36.37350322930807
226,26.55342665325327,23.177558291177316
227,3.2472657471809034,26.59318515557681
228,40.04660320219686,-5.5282350546114
229,-1.9278062634181161,37.32499703217367
230,13.110328498759227,15.170160633942388
231,0.8888237253748343,37.490664719754456
232,7.886485001385736,21.071845800702242
233,26.622478539198575,25.260816761230323
234,8.917086730601826,25.990796281781655
235,33.188003656448494,33.78469468696685
236,42.86748677330196,13.935823253871902
237,-2.3656559550311638,27.570453923211662
238,8.563974059173454,38.711323889558514
239,-3.0211886170460485,17.372068644860725
240,7.242502916228613,37.26355865285328
241,29.2873832640024,40.87275816828259
242,10.250217920245401,27.10717841573912
243,19.97655358193335,28.97661870503488
244,3.790563742711784,34.319041621997364
245,34.83053746266623,1.0642664502683186
246,29.043522941697677,16.803153464358004
247,15.764125849758312,21.045645401556992
248,6.737419350174867,25.99159127611272
249,9.27876280694597,14.952645477549082
250,26.075879165679815,8.559284995235195
251,11.083201039200217,27.257017881373503
252,20.247069997383758,21.66070582299961
253,29.177827634454836,15.285426372557367
254,1.837920062794728,40.41494448389115
255,-2.512546919890049,32.732126360078816
256,38.444022142199316,-8.679434257569657
257,-4.827885351774771,28.631112211442314
258,22.74277738450038,14.463015616666002
259,18.62398131223585,38.56677819025005
260,46.43101940338853,8.830765345454678
261,11.306774636422157,27.99797126564932
262,27.047150428313593,30.474580973375488
263,8.44725812746165,26.8574957387682
264,18.022196269062874,12.499029534141709
265,39.32875899864657,28.490818074141043
266,35.93041039558904,21.737085795239025
267,8.971787975572301,46.927067277596706
268,34.1814913100724,24.6822630850412
269,41.079028571447914,10.257124891462679
270,36.143773902089094,13.44811902288257
271,1.696724453693374,31.887461860580263
272,55.293525008577404,2.427594025161299
273,22.59714184012453,48.76408466060185
274,47.319925682309034,14.897308294730516
275,3.5852407133845574,24.27800222361592
276,45.04918162749233,19.612242921480163
277,25.383797637569884,41.35935947891502
278,5.520090775267021,41.79425345836661
279,13.048067222920853,8.850736523401629
280,44.70747410058543,9.080724227962655
281,-4.533815678746626,31.730257800899324
282,19.8005172796717,19.503023995693344
283,14.67455415293672,35.0853776776787
284,15.830517276633474,25.358983838827196
285,13.30269129064915,29.323505135524293
286,26.71090602416892,30.24354702659248
287,18.10584782208461,29.40829005694609
288,15.073437232678879,26.725034256568758
289,43.393273371943344,1.7438519572641769
290,28.011212065573105,34.69944513170093
291,12.252603827634717,15.31177208640381
292,41.00781623301215,2.0201293956742887
293,-4.551573320878456,39.99213089865444
294,29.371748049339633,29.514534439043935
295,28.056301490451308,22.692389659034028
296,6.881207072659792,31.604505414565903
297,19.620102099780166,30.65293066903437
298,9.980396588030178,20.9701635137841
299,40.19840506503091,27.29292142620163
300,38.167761077482645,29.197227614402276
301,32.81211657277239,19.528409143903552
302,14.701742864669184,23.36821930988187
303,28.682506541054067,13.347390954733404
304,14.44145774730189,32.99395361602139
305,47.1968349520531,5.96266412015089
306,7.840008064232303,30.879361486666767
307,38.91139867258864,18.8443452452646
308,30.293878933470886,28.212759824146794
309,34.53903306321705,19.352639093231378
310,26.995714494314136,15.826623010909437
311,34.90167255511846,9.920845901983123
312,-0.2904979770516807,29.671177186548995
313,9.605749655381995,38.44600417454467
314,20.659026657349447,19.459970743840554
315,25.315596715619733,30.958548071607872
316,3.638973155919892,24.121564134396767
317,12.785919185768666,35.85068628065266
318,40.94246480332183,1.5558680179535633
319,-3.0233596428850475,38.650843639157635
320,58.33156131734458,10.827560899229955
321,21.615035144151086,20.065395819461102
322,22.222262264732343,25.72997078297857
323,36.23544424304427,26.034671528703665
324,31.636996685765737,-4.03693510470517
325,25.65626551502859,31.092588819475456
326,28.780913441336015,24.625534858361075
327,-13.11751370650904,30.14519743895886
328,25.817029438692884,6.226988220127528
329,-7.928577584230389,44.594891680567784
330,32.00945223673899,5.02704908410114
331,3.405844360242054,32.71548641232978
332,16.892528854979844,36.98802940173857
333,-7.83341782121175,30.31261722356468
334,30.07932837589714,25.067963770177098
335,43.48002913618037,20.69759238212814
336,42.15860654386273,15.049127438749384
337,4.520281070279381,4.706966588790884
338,37.56644140416141,13.72873543197198
339,24.67327097235242,31.975914471947135
340,22.226306917526596,32.910878106291314
341,20.750123259679228,25.95155389031301
342,13.795112447196546,43.77227192163551
343,51.949321561340184,15.94455065982393
344,22.39949499979802,13.616425442464909
345,6.712474984121608,38.757565570382674
346,47.89856811653071,10.239960274008707
347,-6.907204046949712,30.112123805361325
348,13.796571950467488,37.5453994402732
349,22.031550015399546,39.22154051095087
350,21.234404975113392,34.05625387056218
351,56.31083552532864,3.990351711355694
352,0.4831634751060445,16.479021335765143
353,51.81875598582234,1.3429812468114863
354,25.52848395168965,18.1949718269201
355,1.4197952760663117,28.405762076062395
356,24.711885727122088,36.255118623967256
357,16.874401591785883,36.801078487202
358,11.59482832233805,-0.07535092549514655
359,12.81841007051481,18.705208393934235
360,41.008169135416594,31.741668922680752
361,25.76273409642539,38.26735214671708
362,27.97690108585408,36.95986844758615
363,23.792988284866997,45.234495798649256
364,26.032753739530296,28.664515978115464
365,7.398621948711828,30.181658903233892
366,27.709648333081137,10.89432792924981
367,18.574462773691813,15.682256553969987
368,6.4833252170449285,0.3326048137696176
369,10.713904592627474,33.26964118669451
370,9.163608728014477,19.705792903941045
371,2.499281211585224,26.500445206275657
372,-1.4292010146149199,20.179897884361786
373,22.18647622253576,24.11972378220765
374,7.0329722753269355,21.42643117148389
375,13.031373689096762,38.128999802251
376,17.557504311318198,3.9468971538405433
377,30.254102773710386,33.42567858280944
378,5.2641296305969725,16.776705947582503
379,10.128650523156974,38.361772270753136
380,20.078149590162646,19.539904948546845
381,15.17628420394772,24.35631597868008
382,16.703888499922197,26.20770050140205
383,33.37503078914263,5.6345836841407415
384,19.990445880385572,22.87580039434698
385,-8.80963292149628,17.482282931786443
386,15.199770844847087,24.4203835560505
387,29.566443450083828,32.734981019666705
388,23.759553563645,41.359502815086984
389,19.61581574329581,23.161938115132173
390,14.598840010941283,29.81925049442739
391,20.732145652576573,29.850392174965755
392,29.188964364653238,10.603076260356655
393,9.82414658846351,31.1090010533909
394,1.7210647565958475,32.82036114014726
395,19.140733120961954,36.5148569964537
396,1.3150816011452555,15.338923151100028
397,-2.9267733411167,26.509683510460896
398,43.740995127557824,-5.133450895120353
399,19.4368517007023,-3.7749026307644833
