run,split,global_step,key,value,source
easy,eval,0,eval/all/generate/trajectory_time_completion_p90,437.6209402783774,eval_dump
easy,eval,0,eval/all/generate/trajectory_time_env_max,7.967326689977199,eval_dump
easy,eval,0,eval/all/generate/trajectory_time_env_mean,0.9805069733566294,eval_dump
easy,eval,0,eval/all/generate/trajectory_time_env_p90,3.4726707699242985,eval_dump
easy,eval,0,eval/all/generate/trajectory_time_llm_max,448.9618049636483,eval_dump
easy,eval,0,eval/all/generate/trajectory_time_llm_mean,284.0061656807808,eval_dump
easy,eval,0,eval/all/generate/trajectory_time_llm_p90,398.3313568569255,eval_dump
easy,eval,0,eval/all/generate/trajectory_time_other_max,60.57261400297284,eval_dump
easy,eval,0,eval/all/generate/trajectory_time_other_mean,27.555188803576552,eval_dump
easy,eval,0,eval/all/generate/trajectory_time_other_p90,53.409255553269766,eval_dump
easy,eval,0,eval/all/mean_positive_reward,0.2540951255534589,eval_dump
easy,eval,0,eval/all/pass_at_2,0.9333333333333333,eval_dump
easy,eval,0,eval/archetype/collider_selection/avg_score,0.12120874125874126,eval_dump
easy,eval,0,eval/archetype/collider_selection/episodes,10.0,eval_dump
easy,eval,0,eval/archetype/collider_selection/mean_positive_reward,0.12120874125874126,eval_dump
easy,eval,0,eval/archetype/collider_selection/n_episodes,10,eval_dump
easy,eval,0,eval/archetype/collider_selection/part_a,0.0766,eval_dump
easy,eval,0,eval/archetype/collider_selection/part_b,0.1833,eval_dump
easy,eval,0,eval/archetype/collider_selection/pass_at_2,0.8,eval_dump
easy,eval,0,eval/archetype/collider_selection/recompute_matches,True,eval_dump
easy,eval,0,eval/archetype/collider_selection/recomputed_avg_score,0.12120874125874126,eval_dump
easy,eval,0,eval/archetype/collider_selection/score,0.12120874125874126,eval_dump
easy,eval,0,eval/archetype/collider_selection/truncated,0.3,eval_dump
easy,eval,0,eval/archetype/collider_selection/turns,6.0,eval_dump
easy,eval,0,eval/archetype/competing_causes/avg_score,0.34571666666666667,eval_dump
easy,eval,0,eval/archetype/competing_causes/episodes,10.0,eval_dump
easy,eval,0,eval/archetype/competing_causes/mean_positive_reward,0.34571666666666667,eval_dump
easy,eval,0,eval/archetype/competing_causes/n_episodes,10,eval_dump
easy,eval,0,eval/archetype/competing_causes/part_a,0.3485,eval_dump
easy,eval,0,eval/archetype/competing_causes/part_b,0.35960000000000003,eval_dump
easy,eval,0,eval/archetype/competing_causes/pass_at_2,1.0,eval_dump
easy,eval,0,eval/archetype/competing_causes/recompute_matches,True,eval_dump
easy,eval,0,eval/archetype/competing_causes/recomputed_avg_score,0.34571666666666667,eval_dump
easy,eval,0,eval/archetype/competing_causes/score,0.34571666666666667,eval_dump
easy,eval,0,eval/archetype/competing_causes/truncated,0.1,eval_dump
easy,eval,0,eval/archetype/competing_causes/turns,6.4,eval_dump
easy,eval,0,eval/archetype/confounded_chain/avg_score,0.36865,eval_dump
easy,eval,0,eval/archetype/confounded_chain/episodes,10.0,eval_dump
easy,eval,0,eval/archetype/confounded_chain/mean_positive_reward,0.36865,eval_dump
easy,eval,0,eval/archetype/confounded_chain/n_episodes,10,eval_dump
easy,eval,0,eval/archetype/confounded_chain/part_a,0.3498,eval_dump
easy,eval,0,eval/archetype/confounded_chain/part_b,0.3875,eval_dump
easy,eval,0,eval/archetype/confounded_chain/pass_at_2,1.0,eval_dump
easy,eval,0,eval/archetype/confounded_chain/recompute_matches,True,eval_dump
easy,eval,0,eval/archetype/confounded_chain/recomputed_avg_score,0.36865,eval_dump
easy,eval,0,eval/archetype/confounded_chain/score,0.36865,eval_dump
easy,eval,0,eval/archetype/confounded_chain/truncated,0.2,eval_dump
easy,eval,0,eval/archetype/confounded_chain/turns,5.3,eval_dump
easy,eval,0,eval/archetype/confounded_reversal/avg_score,0.21870000000000003,eval_dump
easy,eval,0,eval/archetype/confounded_reversal/episodes,10.0,eval_dump
easy,eval,0,eval/archetype/confounded_reversal/mean_positive_reward,0.21870000000000003,eval_dump
easy,eval,0,eval/archetype/confounded_reversal/n_episodes,10,eval_dump
easy,eval,0,eval/archetype/confounded_reversal/part_a,0.1507,eval_dump
easy,eval,0,eval/archetype/confounded_reversal/part_b,0.2867,eval_dump
easy,eval,0,eval/archetype/confounded_reversal/pass_at_2,1.0,eval_dump
easy,eval,0,eval/archetype/confounded_reversal/recompute_matches,True,eval_dump
easy,eval,0,eval/archetype/confounded_reversal/recomputed_avg_score,0.21869999999999998,eval_dump
easy,eval,0,eval/archetype/confounded_reversal/score,0.21869999999999998,eval_dump
easy,eval,0,eval/archetype/confounded_reversal/truncated,0.0,eval_dump
easy,eval,0,eval/archetype/confounded_reversal/turns,7.0,eval_dump
easy,eval,0,eval/archetype/dose_window/avg_score,0.3575311188811189,eval_dump
easy,eval,0,eval/archetype/dose_window/episodes,10.0,eval_dump
easy,eval,0,eval/archetype/dose_window/mean_positive_reward,0.3575311188811189,eval_dump
easy,eval,0,eval/archetype/dose_window/n_episodes,10,eval_dump
easy,eval,0,eval/archetype/dose_window/part_a,0.4657,eval_dump
easy,eval,0,eval/archetype/dose_window/part_b,0.2741,eval_dump
easy,eval,0,eval/archetype/dose_window/pass_at_2,1.0,eval_dump
easy,eval,0,eval/archetype/dose_window/recompute_matches,True,eval_dump
easy,eval,0,eval/archetype/dose_window/recomputed_avg_score,0.3575311188811189,eval_dump
easy,eval,0,eval/archetype/dose_window/score,0.3575311188811189,eval_dump
easy,eval,0,eval/archetype/dose_window/truncated,0.0,eval_dump
easy,eval,0,eval/archetype/dose_window/turns,6.2,eval_dump
easy,eval,0,eval/archetype/hidden_subtype/avg_score,0.23096904761904763,eval_dump
easy,eval,0,eval/archetype/hidden_subtype/episodes,10.0,eval_dump
easy,eval,0,eval/archetype/hidden_subtype/mean_positive_reward,0.23096904761904763,eval_dump
easy,eval,0,eval/archetype/hidden_subtype/n_episodes,10,eval_dump
easy,eval,0,eval/archetype/hidden_subtype/part_a,0.1612,eval_dump
easy,eval,0,eval/archetype/hidden_subtype/part_b,0.34299999999999997,eval_dump
easy,eval,0,eval/archetype/hidden_subtype/pass_at_2,1.0,eval_dump
easy,eval,0,eval/archetype/hidden_subtype/recompute_matches,True,eval_dump
easy,eval,0,eval/archetype/hidden_subtype/recomputed_avg_score,0.23096904761904763,eval_dump
easy,eval,0,eval/archetype/hidden_subtype/score,0.23096904761904763,eval_dump
easy,eval,0,eval/archetype/hidden_subtype/truncated,0.1,eval_dump
easy,eval,0,eval/archetype/hidden_subtype/turns,5.8,eval_dump
easy,eval,0,eval/archetype/instrument_only/avg_score,0.2059222222222222,eval_dump
easy,eval,0,eval/archetype/instrument_only/episodes,10.0,eval_dump
easy,eval,0,eval/archetype/instrument_only/mean_positive_reward,0.2059222222222222,eval_dump
easy,eval,0,eval/archetype/instrument_only/n_episodes,10,eval_dump
easy,eval,0,eval/archetype/instrument_only/part_a,0.1238,eval_dump
easy,eval,0,eval/archetype/instrument_only/part_b,0.29359999999999997,eval_dump
easy,eval,0,eval/archetype/instrument_only/pass_at_2,1.0,eval_dump
easy,eval,0,eval/archetype/instrument_only/recompute_matches,True,eval_dump
easy,eval,0,eval/archetype/instrument_only/recomputed_avg_score,0.2059222222222222,eval_dump
easy,eval,0,eval/archetype/instrument_only/score,0.2059222222222222,eval_dump
easy,eval,0,eval/archetype/instrument_only/truncated,0.2,eval_dump
easy,eval,0,eval/archetype/instrument_only/turns,6.3,eval_dump
easy,eval,0,eval/archetype/surrogate_trap/avg_score,0.17893333333333333,eval_dump
easy,eval,0,eval/archetype/surrogate_trap/episodes,10.0,eval_dump
easy,eval,0,eval/archetype/surrogate_trap/mean_positive_reward,0.17893333333333333,eval_dump
easy,eval,0,eval/archetype/surrogate_trap/n_episodes,10,eval_dump
easy,eval,0,eval/archetype/surrogate_trap/part_a,0.1941,eval_dump
easy,eval,0,eval/archetype/surrogate_trap/part_b,0.18460000000000001,eval_dump
easy,eval,0,eval/archetype/surrogate_trap/pass_at_2,0.8,eval_dump
easy,eval,0,eval/archetype/surrogate_trap/recompute_matches,True,eval_dump
easy,eval,0,eval/archetype/surrogate_trap/recomputed_avg_score,0.17893333333333333,eval_dump
easy,eval,0,eval/archetype/surrogate_trap/score,0.17893333333333333,eval_dump
easy,eval,0,eval/archetype/surrogate_trap/truncated,0.5,eval_dump
easy,eval,0,eval/archetype/surrogate_trap/turns,5.3,eval_dump
easy,eval,0,eval/archetype/synergy_pair/avg_score,0.259225,eval_dump
easy,eval,0,eval/archetype/synergy_pair/episodes,10.0,eval_dump
easy,eval,0,eval/archetype/synergy_pair/mean_positive_reward,0.259225,eval_dump
easy,eval,0,eval/archetype/synergy_pair/n_episodes,10,eval_dump
easy,eval,0,eval/archetype/synergy_pair/part_a,0.183,eval_dump
easy,eval,0,eval/archetype/synergy_pair/part_b,0.3417,eval_dump
easy,eval,0,eval/archetype/synergy_pair/pass_at_2,0.8,eval_dump
easy,eval,0,eval/archetype/synergy_pair/recompute_matches,True,eval_dump
easy,eval,0,eval/archetype/synergy_pair/recomputed_avg_score,0.259225,eval_dump
easy,eval,0,eval/archetype/synergy_pair/score,0.259225,eval_dump
easy,eval,0,eval/archetype/synergy_pair/truncated,0.4,eval_dump
easy,eval,0,eval/archetype/synergy_pair/turns,5.7,eval_dump
easy,eval,0,eval/rpg_v9_eval_collider_selection/avg_score,0.12120874125874126,eval_dump
easy,eval,0,eval/rpg_v9_eval_collider_selection/mean_positive_reward,0.12120874125874126,eval_dump
easy,eval,0,eval/rpg_v9_eval_collider_selection/pass_at_2,0.8,eval_dump
easy,eval,0,eval/rpg_v9_eval_competing_causes/avg_score,0.34571666666666667,eval_dump
easy,eval,0,eval/rpg_v9_eval_competing_causes/mean_positive_reward,0.34571666666666667,eval_dump
easy,eval,0,eval/rpg_v9_eval_competing_causes/pass_at_2,1.0,eval_dump
easy,eval,0,eval/rpg_v9_eval_confounded_chain/avg_score,0.36865,eval_dump
easy,eval,0,eval/rpg_v9_eval_confounded_chain/mean_positive_reward,0.36865,eval_dump
easy,eval,0,eval/rpg_v9_eval_confounded_chain/pass_at_2,1.0,eval_dump
easy,eval,0,eval/rpg_v9_eval_confounded_reversal/avg_score,0.21870000000000003,eval_dump
easy,eval,0,eval/rpg_v9_eval_confounded_reversal/mean_positive_reward,0.21870000000000003,eval_dump
easy,eval,0,eval/rpg_v9_eval_confounded_reversal/pass_at_2,1.0,eval_dump
easy,eval,0,eval/rpg_v9_eval_dose_window/avg_score,0.3575311188811189,eval_dump
easy,eval,0,eval/rpg_v9_eval_dose_window/mean_positive_reward,0.3575311188811189,eval_dump
easy,eval,0,eval/rpg_v9_eval_dose_window/pass_at_2,1.0,eval_dump
easy,eval,0,eval/rpg_v9_eval_hidden_subtype/avg_score,0.23096904761904763,eval_dump
easy,eval,0,eval/rpg_v9_eval_hidden_subtype/mean_positive_reward,0.23096904761904763,eval_dump
easy,eval,0,eval/rpg_v9_eval_hidden_subtype/pass_at_2,1.0,eval_dump
easy,eval,0,eval/rpg_v9_eval_instrument_only/avg_score,0.2059222222222222,eval_dump
easy,eval,0,eval/rpg_v9_eval_instrument_only/mean_positive_reward,0.2059222222222222,eval_dump
easy,eval,0,eval/rpg_v9_eval_instrument_only/pass_at_2,1.0,eval_dump
easy,eval,0,eval/rpg_v9_eval_surrogate_trap/avg_score,0.17893333333333333,eval_dump
easy,eval,0,eval/rpg_v9_eval_surrogate_trap/mean_positive_reward,0.17893333333333333,eval_dump
easy,eval,0,eval/rpg_v9_eval_surrogate_trap/pass_at_2,0.8,eval_dump
easy,eval,0,eval/rpg_v9_eval_synergy_pair/avg_score,0.259225,eval_dump
easy,eval,0,eval/rpg_v9_eval_synergy_pair/mean_positive_reward,0.259225,eval_dump
easy,eval,0,eval/rpg_v9_eval_synergy_pair/pass_at_2,0.8,eval_dump
easy,eval,2,eval/all/avg_score,0.22661698702532038,eval_dump
easy,eval,2,eval/all/environment/accepted,0.0,eval_dump
easy,eval,2,eval/all/environment/archetype/collider_selection/episodes,10.0,eval_dump
easy,eval,2,eval/all/environment/archetype/collider_selection/part_a,0.1618,eval_dump
easy,eval,2,eval/all/environment/archetype/collider_selection/part_b,0.15,eval_dump
easy,eval,2,eval/all/environment/archetype/collider_selection/score,0.13784444444444444,eval_dump
easy,eval,2,eval/all/environment/archetype/collider_selection/truncated,0.5,eval_dump
easy,eval,2,eval/all/environment/archetype/collider_selection/turns,5.5,eval_dump
easy,eval,2,eval/all/environment/archetype/competing_causes/episodes,10.0,eval_dump
easy,eval,2,eval/all/environment/archetype/competing_causes/part_a,0.27599999999999997,eval_dump
easy,eval,2,eval/all/environment/archetype/competing_causes/part_b,0.2,eval_dump
easy,eval,2,eval/all/environment/archetype/competing_causes/score,0.22713690476190473,eval_dump
easy,eval,2,eval/all/environment/archetype/competing_causes/truncated,0.4,eval_dump
easy,eval,2,eval/all/environment/archetype/competing_causes/turns,5.9,eval_dump
easy,eval,2,eval/all/environment/archetype/confounded_chain/episodes,10.0,eval_dump
easy,eval,2,eval/all/environment/archetype/confounded_chain/part_a,0.35509999999999997,eval_dump
easy,eval,2,eval/all/environment/archetype/confounded_chain/part_b,0.29700000000000004,eval_dump
easy,eval,2,eval/all/environment/archetype/confounded_chain/score,0.32605,eval_dump
easy,eval,2,eval/all/environment/archetype/confounded_chain/truncated,0.3,eval_dump
easy,eval,2,eval/all/environment/archetype/confounded_chain/turns,5.3,eval_dump
easy,eval,2,eval/all/environment/archetype/confounded_reversal/episodes,10.0,eval_dump
easy,eval,2,eval/all/environment/archetype/confounded_reversal/part_a,0.0019,eval_dump
easy,eval,2,eval/all/environment/archetype/confounded_reversal/part_b,0.1854,eval_dump
easy,eval,2,eval/all/environment/archetype/confounded_reversal/score,0.09115,eval_dump
easy,eval,2,eval/all/environment/archetype/confounded_reversal/truncated,0.2,eval_dump
easy,eval,2,eval/all/environment/archetype/confounded_reversal/turns,6.4,eval_dump
easy,eval,2,eval/all/environment/archetype/dose_window/episodes,10.0,eval_dump
easy,eval,2,eval/all/environment/archetype/dose_window/part_a,0.195,eval_dump
easy,eval,2,eval/all/environment/archetype/dose_window/part_b,0.1306,eval_dump
easy,eval,2,eval/all/environment/archetype/dose_window/score,0.15655000000000002,eval_dump
easy,eval,2,eval/all/environment/archetype/dose_window/truncated,0.3,eval_dump
easy,eval,2,eval/all/environment/archetype/dose_window/turns,5.7,eval_dump
easy,eval,2,eval/all/environment/archetype/hidden_subtype/episodes,10.0,eval_dump
easy,eval,2,eval/all/environment/archetype/hidden_subtype/part_a,0.21459999999999999,eval_dump
easy,eval,2,eval/all/environment/archetype/hidden_subtype/part_b,0.33730000000000004,eval_dump
easy,eval,2,eval/all/environment/archetype/hidden_subtype/score,0.264075,eval_dump
easy,eval,2,eval/all/environment/archetype/hidden_subtype/truncated,0.3,eval_dump
easy,eval,2,eval/all/environment/archetype/hidden_subtype/turns,5.6,eval_dump
easy,eval,2,eval/all/environment/archetype/instrument_only/episodes,10.0,eval_dump
easy,eval,2,eval/all/environment/archetype/instrument_only/part_a,0.238,eval_dump
easy,eval,2,eval/all/environment/archetype/instrument_only/part_b,0.30710000000000004,eval_dump
easy,eval,2,eval/all/environment/archetype/instrument_only/score,0.2623119047619048,eval_dump
easy,eval,2,eval/all/environment/archetype/instrument_only/truncated,0.1,eval_dump
easy,eval,2,eval/all/environment/archetype/instrument_only/turns,6.8,eval_dump
easy,eval,2,eval/all/environment/archetype/surrogate_trap/episodes,10.0,eval_dump
easy,eval,2,eval/all/environment/archetype/surrogate_trap/part_a,0.3706,eval_dump
easy,eval,2,eval/all/environment/archetype/surrogate_trap/part_b,0.27040000000000003,eval_dump
easy,eval,2,eval/all/environment/archetype/surrogate_trap/score,0.3060502136752137,eval_dump
easy,eval,2,eval/all/environment/archetype/surrogate_trap/truncated,0.4,eval_dump
easy,eval,2,eval/all/environment/archetype/surrogate_trap/turns,6.0,eval_dump
easy,eval,2,eval/all/environment/archetype/synergy_pair/episodes,10.0,eval_dump
easy,eval,2,eval/all/environment/archetype/synergy_pair/part_a,0.18560000000000001,eval_dump
easy,eval,2,eval/all/environment/archetype/synergy_pair/part_b,0.37,eval_dump
easy,eval,2,eval/all/environment/archetype/synergy_pair/score,0.2683844155844156,eval_dump
easy,eval,2,eval/all/environment/archetype/synergy_pair/truncated,0.1,eval_dump
easy,eval,2,eval/all/environment/archetype/synergy_pair/turns,4.8,eval_dump
easy,eval,2,eval/all/environment/completed,0.7111111111111111,eval_dump
easy,eval,2,eval/all/environment/forced_no_answer,0.0,eval_dump
easy,eval,2,eval/all/environment/interventions,2.8555555555555556,eval_dump
easy,eval,2,eval/all/environment/invalid_id_fraction,0.03717649634316301,eval_dump
easy,eval,2,eval/all/environment/parse_failures,0.06666666666666667,eval_dump
easy,eval,2,eval/all/environment/part_a,0.22206666666666666,eval_dump
easy,eval,2,eval/all/environment/part_b,0.24975555555555556,eval_dump
easy,eval,2,eval/all/environment/queries_used,4.1,eval_dump
easy,eval,2,eval/all/environment/reward_error,0.0,eval_dump
easy,eval,2,eval/all/environment/score,0.22661698702532035,eval_dump
easy,eval,2,eval/all/environment/truncated,0.28888888888888886,eval_dump
easy,eval,2,eval/all/environment/turns,5.777777777777778,eval_dump
easy,eval,2,eval/all/generate/avg_assistant_tokens,10119.955555555556,eval_dump
easy,eval,2,eval/all/generate/avg_num_tokens,12867.533333333333,eval_dump
easy,eval,2,eval/all/generate/avg_tokens_non_zero_rewards,10292.147540983606,eval_dump
easy,eval,2,eval/all/generate/avg_tokens_zero_rewards,18790.37037037037,eval_dump
easy,eval,2,eval/all/generate/max_assistant_tokens,21673,eval_dump
easy,eval,2,eval/all/generate/max_num_tokens,23459,eval_dump
easy,eval,2,eval/all/generate/min_assistant_tokens,3700,eval_dump
easy,eval,2,eval/all/generate/min_num_tokens,5113,eval_dump
easy,eval,2,eval/all/generate/std_assistant_tokens,4990.208363298651,eval_dump
easy,eval,2,eval/all/generate/std_num_tokens,4738.583490172283,eval_dump
easy,eval,2,eval/all/generate/tokens_per_turn_max,8192,eval_dump
easy,eval,2,eval/all/generate/tokens_per_turn_mean,1751.5307692307692,eval_dump
easy,eval,2,eval/all/generate/tokens_per_turn_std,1829.0538387940092,eval_dump
easy,eval,2,eval/all/generate/trajectory_time_completion_max,708.2098262272775,eval_dump
easy,eval,2,eval/all/generate/trajectory_time_completion_mean,553.1035309530174,eval_dump
easy,eval,2,eval/all/generate/trajectory_time_completion_p90,671.1154340681154,eval_dump
easy,eval,2,eval/all/generate/trajectory_time_env_max,6.206636472605169,eval_dump
easy,eval,2,eval/all/generate/trajectory_time_env_mean,0.705283456057724,eval_dump
easy,eval,2,eval/all/generate/trajectory_time_env_p90,1.8408723435830325,eval_dump
easy,eval,2,eval/all/generate/trajectory_time_llm_max,676.5775898806751,eval_dump
easy,eval,2,eval/all/generate/trajectory_time_llm_mean,512.4538758652129,eval_dump
easy,eval,2,eval/all/generate/trajectory_time_llm_p90,626.4007444678341,eval_dump
easy,eval,2,eval/all/generate/trajectory_time_other_max,76.27500035241246,eval_dump
easy,eval,2,eval/all/generate/trajectory_time_other_mean,39.9443716317467,eval_dump
easy,eval,2,eval/all/generate/trajectory_time_other_p90,68.97893675998786,eval_dump
easy,eval,2,eval/all/mean_positive_reward,0.22703797467964135,eval_dump
easy,eval,2,eval/all/pass_at_2,0.8888888888888888,eval_dump
easy,eval,2,eval/archetype/collider_selection/avg_score,0.13784444444444444,eval_dump
easy,eval,2,eval/archetype/collider_selection/episodes,10.0,eval_dump
easy,eval,2,eval/archetype/collider_selection/mean_positive_reward,0.13923333333333332,eval_dump
easy,eval,2,eval/archetype/collider_selection/n_episodes,10,eval_dump
easy,eval,2,eval/archetype/collider_selection/part_a,0.1618,eval_dump
easy,eval,2,eval/archetype/collider_selection/part_b,0.15,eval_dump
easy,eval,2,eval/archetype/collider_selection/pass_at_2,0.6,eval_dump
easy,eval,2,eval/archetype/collider_selection/recompute_matches,True,eval_dump
easy,eval,2,eval/archetype/collider_selection/recomputed_avg_score,0.13784444444444444,eval_dump
easy,eval,2,eval/archetype/collider_selection/score,0.13784444444444444,eval_dump
easy,eval,2,eval/archetype/collider_selection/truncated,0.5,eval_dump
easy,eval,2,eval/archetype/collider_selection/turns,5.5,eval_dump
easy,eval,2,eval/archetype/competing_causes/avg_score,0.22713690476190473,eval_dump
easy,eval,2,eval/archetype/competing_causes/episodes,10.0,eval_dump
easy,eval,2,eval/archetype/competing_causes/mean_positive_reward,0.22713690476190473,eval_dump
easy,eval,2,eval/archetype/competing_causes/n_episodes,10,eval_dump
easy,eval,2,eval/archetype/competing_causes/part_a,0.27599999999999997,eval_dump
easy,eval,2,eval/archetype/competing_causes/part_b,0.2,eval_dump
easy,eval,2,eval/archetype/competing_causes/pass_at_2,0.8,eval_dump
easy,eval,2,eval/archetype/competing_causes/recompute_matches,True,eval_dump
easy,eval,2,eval/archetype/competing_causes/recomputed_avg_score,0.22713690476190473,eval_dump
easy,eval,2,eval/archetype/competing_causes/score,0.22713690476190473,eval_dump
easy,eval,2,eval/archetype/competing_causes/truncated,0.4,eval_dump
easy,eval,2,eval/archetype/competing_causes/turns,5.9,eval_dump
