unit_id,EthanolYield,OrganicAcidTiter
73,-33.62363093017419,37.9423551480432
74,-23.05706645261506,41.233018282967585
75,-42.63511752583064,55.56481257850564
76,-32.57449370469203,67.19430750299452
77,-31.282566655215987,50.16991643988376
78,-13.732807253889089,45.75032024465892
79,-58.11087985429733,48.93136747856776
80,-44.06211351140473,47.89712895793609
81,-24.253366784153606,60.042478888019794
82,-11.3188288343021,32.72711984550431
83,-61.975385753315656,56.79415747417362
84,-19.734985578051333,49.21674002034227
85,-32.54558210447008,73.01741770458075
86,-31.67482535825122,43.11785812553195
87,-32.137401202786286,43.67370764231394
88,-31.195271120917706,49.09349314543018
89,-50.88761986883185,55.17716178404704
90,-15.706447743924171,21.177988775165083
91,-34.679788765749606,55.87442571901347
92,-11.864325639260407,27.677385060862907
93,-20.066093629732563,35.19388008910929
94,-43.32140857566859,71.92566088540161
95,-39.28104932310414,39.369820863165685
96,-12.219018600457712,37.64072739463056
97,-31.75956360341138,43.67233834481818
98,-54.16555760987397,65.85629559250921
99,-32.39634310169339,44.33645870620502
100,-24.58909511306669,38.28339663987846
101,-22.109780934188194,61.87418796976142
102,-25.942984060307033,56.99065770936055
103,-16.85265360586512,52.59687201942378
104,-43.01822900967032,40.31862103106991
105,-31.75064179972565,61.094263587835925
106,-39.44647333756795,52.161291995899944
107,-37.8511961869396,72.15249166504043
108,-20.553355640373123,41.46030090161993
109,-46.19855710984612,60.44461490086638
110,-25.612464522613983,47.20265620323182
111,-55.55896361477627,45.07888959195686
112,-54.14444192209278,32.83043594288769
113,-44.44237733726139,43.844327884676794
114,-23.335599148259377,51.395440389995706
115,-35.13068997060467,42.27990992144768
116,1.816137158587619,38.67069483195213
117,-2.0899061161444283,24.05093305849758
118,7.57627834851826,7.968311153472982
119,-25.704077534984258,54.555524466043586
120,-19.03172837724026,40.04503945337114
121,-34.3912229080354,63.65381546705535
122,-40.73826129888205,63.62179638346115
123,5.4064479281058295,14.81774033371501
124,-25.70566983474444,51.327955209121264
125,-52.838977283477135,58.10688912074397
126,-27.963871185141784,42.83284611673537
127,-15.546923498497545,48.47339930602391
128,-25.535689673320157,27.910195001170415
129,-51.66528398826575,52.87809273105196
130,-18.804420437247785,36.219404007017644
131,-4.077211269167412,30.072541314213705
132,-53.02099455828664,64.9645514533019
133,-56.202806652005044,45.66150575225558
134,-53.2859790108252,44.375699030448274
135,-24.439879916933446,28.393336039735953
136,-38.37452549631836,30.967208725310687
137,-64.3378810670015,58.14005504734733
138,-39.04334481864811,58.93939888640574
139,-29.745417617850826,46.19320574415786
140,-16.856782257054736,36.73970211140877
141,-23.203626264242214,53.637728441407624
142,-50.988720179937715,48.69579451604483
143,-12.1921885070391,39.424606202823846
144,-48.783077849461684,41.20470504295648
145,-13.143238422704439,30.718781344946233
146,-34.92149763646114,35.824490816043635
147,-27.679088591249297,66.08738465871927
148,-6.921963368808677,34.98754845818627
149,-23.206924484648287,52.86363184068293
150,-43.50983571946349,43.888096043544394
151,-34.015881357531114,47.15170481453447
152,-47.87275638089847,51.551803730403044
153,-15.408735809790215,57.13776057258892
154,-47.654333009507454,39.108602174659886
155,-25.442588233110282,43.71668095174238
156,-34.5478566859883,57.81796857804552
157,-33.08947973816133,47.98443274180074
158,-51.40187435257336,62.077873929297205
159,-13.512481384332439,30.518017388216418
160,-34.56817480835845,42.89573336360074
161,-27.27309016876467,42.768827232770676
162,-35.76091438596842,51.10835042366755
163,-32.026030476111046,55.74493322106615
164,-14.454521561263011,36.07357879408296
165,-37.31913910137496,37.33136270151324
166,-40.613412370412775,45.805253141044226
167,-46.72446545485469,58.08834667536184
168,-48.105986093812696,57.772012521912195
169,-23.869655787223586,42.959264478308704
170,-52.41119947435659,58.41315851365563
171,-32.868771213174824,44.27394779035962
172,-10.709889311683728,46.01431692037436
173,-44.057059720831,41.244015549144514
174,-63.619667595781415,66.891704572156
175,-46.876239133886905,33.565753661629245
176,-41.308528543227126,45.30643104081163
177,-23.432749417539906,49.16596514751014
178,-27.330427070451137,55.700965504634354
179,-10.310508144930482,32.84045410490918
180,-43.31569886540444,44.37486634602477
181,-21.570303492667158,43.63106098333301
182,-45.305885655955684,68.16465754852037
183,-26.4109585829372,23.219131434840172
184,-17.381012813607292,25.433580859618914
185,-10.79781329545573,20.664520018571928
186,-39.224765779121235,50.28500283006568
187,-42.13086621942738,40.28158165288583
188,-40.81437925440526,40.016395978186466
189,-28.047042527371474,16.91066491828169
190,-44.80158780148443,56.87348964179352
191,-34.849688098705656,34.99284302264667
192,-8.390437948490163,30.4994983569593
193,-30.166702188510346,53.039517111855616
194,-31.82410855023159,58.16113678348315
195,-23.57454737348112,30.514817780301836
196,-24.26378445772105,28.595933965980365
197,-27.508268367340577,26.99663489360076
198,-55.579814016592074,43.41225426895353
199,-35.52110035661624,41.25461959932087
200,-4.437781718939249,36.03169981735663
201,-36.61738106654631,45.731226542107756
202,-49.31872552158259,62.827452305247064
203,-39.90034432162756,61.87368985445187
204,-26.671472943296028,28.70770074946131
205,-43.22229684207517,48.21889693803409
206,2.171645949975994,-11.35234740731505
207,-46.73896740580767,52.52533628626922
208,-41.03333812951111,17.553310785805742
209,-14.907018671857175,40.85423081927319
210,-31.296289520013183,29.73621518120632
211,-15.505075088971289,34.0543104037377
212,-13.596227534708348,33.07310412383792
213,-13.481148821124872,42.027588791412725
214,-15.737643546847602,33.0012555490609
215,-40.352914202918484,44.78120562271928
216,-44.192556114242386,54.15352838538801
217,-32.19612817416608,59.809101103772136
218,-53.3507952536897,36.40750217416939
219,-26.872085930058766,38.46734725702579
220,-29.83354437452861,65.83578920091752
221,-5.284908671136459,20.64304944951133
222,-22.850245711116166,25.772293560532532
223,-34.6320250311942,25.221774481863317
224,-10.008793206389964,32.42150444090362
225,-35.96449872778464,23.808374391732762
226,-17.008465880641758,-3.1274835147924804
227,-55.70596751163246,51.17405869130426
228,-41.991484104142856,60.08737706416643
229,-25.009185070697228,40.275090460990796
230,-42.60779972763188,42.79154044197526
231,-40.777594998586956,26.906768957913922
232,-30.279137064690246,51.01901124776817
233,-34.98834084325099,37.85612587940318
234,-43.57348655431911,61.207005910475836
235,-43.06650698525888,52.97629187404601
236,-54.78251314196859,46.60026389303873
237,-37.772906137517204,40.13920201531488
238,-25.723245554617808,37.23609690641203
239,-43.28245316951279,61.43448678937996
240,-30.35155330745846,48.17233845543678
241,-30.39022044308041,47.43941632050314
242,-27.664608614874723,34.452136469186264
243,-9.301868276119826,13.555861068607207
244,-22.76425944005328,38.34939388737461
245,-18.948339786550118,41.05182286369248
246,-21.362026405353863,45.2467598302053
247,-40.1677278248176,45.14499202089246
248,-1.78602506767586,18.50484221856157
249,-38.938258116467594,43.72692150336956
250,-39.294157337130535,36.32050383861503
251,-46.67024086587238,62.69545528239735
252,-16.805767903567027,34.38517195142318
253,-36.487754981730106,50.79919995620663
254,-4.679505549385663,49.016814270903524
255,-38.74635353286649,27.19681444170852
256,-20.689307552639512,44.12094809479243
257,-56.534223971211944,55.320559766940335
258,-27.40502979322656,56.49481154006486
259,-18.02681372573512,42.76351245541282
260,-21.527711916207064,61.17160134950714
261,-43.44588034475485,40.22900699708709
262,-25.230563023491822,29.705813660404186
263,-52.74159425159827,70.80613048612187
264,-17.477104835164234,26.36689658512569
265,-61.989913615149895,45.204055851704794
266,-42.59291054791502,46.48944747792975
267,-44.965728723279256,65.35203766830666
268,-23.177673622373426,44.482201699648066
269,-35.058454439983066,51.38195865313707
270,-22.417636471957387,23.799388203967624
271,-15.00011846454876,30.835196622205466
272,5.255722006822273,25.874668112206084
273,-49.99534657419768,36.55331302211762
274,-35.60180263278291,40.192326691915184
275,-54.87442923250491,48.22731411808044
276,-54.47744458774354,58.1507532123033
277,-30.79913448079685,54.91727906375154
278,11.48687413689912,30.171416229034975
279,-32.18882733730452,55.2032896532362
280,-37.07662654872065,73.3959919680453
281,-38.362472215342336,21.343150827977738
282,-46.923954303609804,55.53906710136941
283,-38.254350857780224,49.269228829396624
284,-19.890579435548165,23.36188159776803
285,-31.620156606309347,16.11939809608805
286,-44.23636791001644,32.8477080919325
287,-39.57835606484728,45.34859912542702
288,-52.57540525797356,61.6366291692524
289,-45.01160613174329,53.35452771962105
290,-25.918162762540106,47.693525966321374
291,-10.392476636499515,42.364212814337094
292,-16.576159992765383,28.003608264510106
293,-23.97540547203867,9.340759948480637
294,-29.651709398605846,34.922663109011616
295,-19.104689566804222,53.070831769583975
296,-3.2703063277485342,52.57202440825295
297,-51.15231480703776,39.10116369475773
298,-40.291872018175305,42.28874705836752
299,-45.03513328875758,58.65556158713366
300,-25.96056575272588,38.68970717042451
301,-15.372561906750668,30.891256799767824
302,-22.495152949875116,51.06299602263723
303,1.8958274262970027,2.005492463115397
304,-48.201766241265815,39.475706372300415
305,-30.765319494492612,49.89803972692965
306,-50.91629469275585,63.823589583695195
307,-20.425769694867515,45.84843596268702
308,-32.155280419494154,32.00674476284066
309,-14.223942970022232,45.355520093664865
310,-32.623573164132225,41.91788612485871
311,-36.498372260480174,57.443063085661805
312,-33.367475033387144,59.14437129799297
313,-33.50777715718469,64.78034163366623
314,-16.302378382824667,19.504526239619768
315,-45.054194556383706,49.61873247822523
316,-50.68942879978581,60.28779818852669
317,-42.74728602093221,13.356934686690145
318,-35.13134556277822,34.40326644348904
319,-60.789515662932594,63.49060527824028
320,-41.34329450132974,50.03659695134644
321,-32.59169881148092,54.42703969724611
322,-1.2784509237766386,25.989000163228592
323,-37.99731490669505,30.45151506157333
324,-39.54438883504033,67.10783923561732
325,-12.646238843066413,24.29261106301245
326,-43.330959878544235,41.722266355209825
327,-41.13317595298646,45.209603454540634
328,4.894949873581538,39.026762321021124
329,-27.9665558391302,41.409827806127424
330,-23.153204711375555,21.521271455326982
331,-26.454041063216952,39.868911714631885
332,-29.99768708189571,18.949625528929182
333,-37.37177598596793,48.367419634720164
334,-39.79249038671118,55.9080367390308
335,-24.135999570180793,40.45528164656341
336,-8.688959631834113,4.555635441226963
337,-30.80505707026052,57.075775485016734
338,-18.371415911958326,34.62514918615845
339,-40.79273198849179,31.70447912506344
340,-33.59978842998309,43.91057308445874
341,-46.833068542637726,53.21356590650975
342,-31.5865208915305,50.16267207002943
343,-1.1577929818386683,5.689268890402577
344,-30.337438111658823,58.49132339773983
345,-27.4068540581533,48.115725422355375
346,-33.58232413313605,20.626301278818225
347,-26.415969002299235,22.26836370559989
348,-28.77196207394162,52.51469363137249
349,-47.98052188807173,53.16701086878226
350,-47.66177929328455,56.11079264628872
351,-41.68684685621948,44.85284690938809
352,-22.18876149066095,35.28334535733419
353,-16.113965049296187,23.05558934290361
354,-46.451833953393766,65.03486142470462
355,-47.9122861792674,51.122586858582466
356,-42.58241872788128,47.83462550595321
357,-12.090741219188441,14.68830372833878
358,-25.200037743053993,43.80442118275405
359,-29.599258683347575,30.909493416941455
360,-48.885490372589906,38.5377388605228
361,-19.31811395015703,45.880673850070956
362,-46.788602935531905,40.16972346944753
363,-31.83127481654998,26.04462128998474
364,-38.97171477450486,38.124088572176824
365,-11.46273805891679,28.55807086519065
366,-33.87488909967858,22.965465927138727
367,-42.24526492156535,72.40648194448241
368,-47.881498592774065,42.14192072558214
369,-21.889649553653012,33.411976449347286
370,-39.14442574385175,38.97324267510958
371,-70.0748173557723,65.70558977605128
372,-28.92094284049168,37.89484460303182
373,-35.15469781310059,41.17421138927052
374,-45.79168115635655,65.23755024760304
375,-22.380900760655326,64.66561012403045
376,-20.620987188219214,44.91308387981641
377,-44.09349958210261,60.206288369733855
378,-9.462294169964528,32.031853515974504
379,-55.17035411809311,48.06674637993586
380,-68.11148104734335,35.47003571182185
381,-4.613357033158788,25.90454171818567
382,-43.423620489228455,60.11725363561873
383,-33.0348637900188,59.516832791402884
384,-33.25201002385026,46.3463336712095
385,-44.27571906560642,44.102457201608566
386,-14.002026465883297,38.58361789554657
387,-7.454636928414218,34.93325377740129
388,-52.304463610566884,54.31681036728602
389,-6.411116897016228,19.629582181972232
390,-32.12672438704276,46.17919270751354
391,-41.04171591556208,65.08272039014462
392,-30.257223580979208,34.88122789463025
393,-27.85327486442315,39.24558855429605
394,-37.10910422094165,39.45807108008637
395,-31.73991495684168,52.15383572248769
396,-30.462665617081825,26.043850180015284
397,-51.958900614135715,38.914233814584655
398,-23.80054994563087,63.22766073484673
399,-14.570096701416015,45.01713304731065
