unit_id,ChamberFlowUniformity,DepositionRate
68,49.09094462784747,26.98397104211135
69,41.38720937178883,42.589529837155844
70,51.42854862917187,56.346732505429145
71,56.040028362544085,24.99120995568012
72,51.672172051641724,26.088672494632743
73,40.703420411505626,31.63473216090854
74,43.09704703038846,51.39736092585366
75,66.19233378901737,47.87439949577264
76,53.11694217568998,24.387914656005
77,57.051130216391826,32.658295117279074
78,46.150301701712685,34.40068138142915
79,14.61824031865879,34.428447054358074
80,44.598238123161025,32.32589812485758
81,55.38168003545441,44.534263650488285
82,47.13714673827315,38.025766634697696
83,62.04293300203353,20.288594273411984
84,84.6560275122342,46.919903000573974
85,45.69185157212087,58.28950815412075
86,54.240463185299774,46.41623205526385
87,31.43650570212717,44.64523422803118
88,38.04489328551435,33.094157849002386
89,35.60655391506723,43.580314345063016
90,41.826556243892846,31.44281559723676
91,39.5609531685558,66.7125001565483
92,37.66768714096295,20.654319755563378
93,46.126294179546434,47.92945536373661
94,56.531814325662666,48.65594472718703
95,42.840308450538274,58.665498064396395
96,72.64169644286777,43.514709642215394
97,66.2716071416764,42.324884869684595
98,44.18427597424048,46.361739706563725
99,54.3021152637408,54.60555636904975
100,55.320669200822216,57.63479481419441
101,54.00112680901474,50.28417040759102
102,46.750642964891135,12.456870544906373
103,32.72209634920583,42.40778243749884
104,41.24070592554292,40.50737630068331
105,47.28443492219211,40.98848268084483
106,54.87980498983187,35.13630175365221
107,48.60398001005507,48.07998693553283
108,55.28926032929946,45.44181259980082
109,43.69664599041085,49.200596402323924
110,46.973270315745054,63.014093000259145
111,41.197067415096804,36.33246053232712
112,50.446975130284,37.49386266786628
113,36.797187682501544,26.711627757792492
114,41.6301672825249,38.250038652303324
115,62.15669844757358,30.96784841831296
116,57.513480864809864,37.879809280845954
117,76.81837732804827,35.10697708628707
118,53.57267958339219,52.919066828900284
119,51.48498941514519,52.21370953440564
120,46.76802159740232,14.718815833804095
121,63.67030120405326,37.45669105372716
122,41.720586120180684,32.592723970258774
123,48.91752771534276,18.47711648919266
124,57.855366500513945,40.145470795650844
125,33.363040303043256,47.79103458434491
126,39.20262413449555,38.88905035555478
127,35.49530402146187,37.95869498851177
128,45.70826089077157,32.24343421778221
129,51.431649379353594,32.553583526947335
130,53.56149751153685,36.24345833733207
131,49.32134035750102,25.630451918614632
132,37.07145190740851,20.378444677099466
133,60.05598221256794,39.322898125351486
134,27.887918359005894,44.725835877232136
135,45.176906465637636,27.58425930612487
136,50.56176758367628,39.79113784856502
137,39.83854969234082,49.439788506660975
138,58.148451961242195,46.6176986208091
139,67.12023739892108,45.955277000306246
140,51.02421691253231,29.00083343455566
141,45.99142345419485,38.2870249372224
142,55.45924839595878,35.984644169612736
143,65.76202387724118,37.891918267972486
144,47.184277746751086,62.62171571417454
145,34.9598857369897,36.89435209582885
146,56.49713856779893,54.60579883197345
147,90.55228190154571,31.472666735564083
148,73.73477855954312,40.690287787043374
149,36.04441331683139,34.38581249259227
150,49.11463065120823,11.711719811715325
151,47.79485258621496,33.63452313438357
152,43.72353494890695,52.96044314591194
153,64.64558087489523,51.36857813011368
154,59.95925637191884,36.41976945688738
155,39.940685211211246,36.08683057115358
156,49.35820021136745,49.26504659623705
157,44.00405842812362,42.48312712052483
158,51.62204536715889,51.1979311972174
159,33.60408647590528,57.545811525729576
160,52.18209914509873,47.4109416355808
161,47.779844852644466,30.411490713597743
162,53.24210938078277,39.25920888099781
163,44.912931807475466,28.22469856216844
164,37.36407415886526,50.83913578911179
165,52.08594812236753,15.460223364933185
166,67.48780871078228,48.23682562439596
167,42.964451157371194,28.45447892300958
168,56.804308103383036,22.268114030110993
169,41.496917838186484,25.578531163078477
170,59.945542896196,29.34486616552846
171,62.548535021835804,34.18636446421881
172,76.9501355896927,33.23508140301079
173,42.15619689012345,47.55032120915811
174,59.33319248254644,49.90996428773036
175,40.94366317231402,44.29215326803859
176,71.72648263545473,53.19907461498815
177,59.32313275767421,24.921994769852162
178,23.198217858324703,25.873452831857136
179,50.05545812527617,46.67937150715109
180,31.60615007902834,66.4648721960233
181,62.38601505676902,32.756663535804215
182,48.24913275196206,55.2183197174892
183,59.88558400501223,53.566320398221045
184,63.7074982048246,44.70816691756749
185,43.73283767305501,22.02442796205329
186,44.24675500214802,40.305186787131326
187,60.38661771800007,38.0699747183364
188,51.117630198665594,30.20128703787383
189,43.349625918166886,61.767277323815435
190,54.72603517660497,27.29976520360526
191,72.96020876847236,61.13144906570913
192,61.35394154250482,32.145464491844784
193,27.075492652314985,60.323108188582175
194,52.735725493586195,36.16614965267555
195,72.48361971579432,38.30460197454742
196,48.43457932482097,39.57280670758274
197,46.49608495515456,38.44123578382408
198,66.74238820279703,23.56623004559661
199,54.15105363599297,25.580510233815517
200,51.72028400033013,77.10152470226909
201,37.895662027615764,46.87344237753466
202,25.769947992416803,43.79077795677643
203,50.14284075713746,49.73573661967331
204,59.31353562293322,63.33460952182027
205,65.45978933877527,33.63975891441704
206,44.14408932557394,36.14298710051757
207,61.22982687520581,35.59930445157477
208,52.60076766559803,40.63842762010265
209,56.16855147902645,57.41299875475203
210,41.30084165089625,41.88183973722426
211,45.99392064799685,48.51827763780441
212,55.530371680260345,13.087184977370967
213,64.10313457766377,55.39097864377958
214,41.88565821909519,64.10815426879519
215,45.59580144715589,51.45226793930812
216,47.62096942765051,15.144197807410215
217,38.831404159594015,33.29223872025382
218,53.80999281795707,11.795507912798456
219,34.97473844914917,20.969097694255478
220,49.95463930382763,44.10947849068477
221,62.41232526134904,52.25344755430151
222,58.27161407004233,21.291612426941626
223,57.67164874551659,32.471384346384525
224,23.134852739071505,41.308437170846396
225,37.643410006294545,28.068084326304145
226,31.34799738397597,30.849881134647212
227,32.595289229963406,43.48844611989745
228,58.86041216076309,25.473946614045033
229,37.74354268325082,53.931073674907545
230,49.977710264745845,36.595631839358845
231,49.19291068054257,29.236654025815984
232,22.87265896754109,45.79069038206188
233,55.888436649081754,51.41091772096207
234,27.741558790899955,58.65683447762025
235,63.0719044283707,27.80579915515335
236,32.908076949243494,29.72815614927837
237,54.94274894545365,49.07929257277425
238,37.06866447678441,25.0786251096252
239,58.889962919886315,25.658380558042676
240,57.334892894433374,45.51199788436951
241,43.44948131834389,41.58316731042718
242,49.5757803841295,48.378438109519955
243,53.24592615187556,51.08940673020616
244,53.48656360782629,34.7275536066244
245,40.33905456269113,54.3388294059341
246,38.30460263677998,26.190208599971236
247,53.46239748980326,32.25110890894739
248,51.33675745941784,59.115474548363494
249,41.49824078569273,30.895258035587595
250,52.93632016604582,69.83145653041915
251,56.47526573967204,48.12689473001373
252,40.22245575401338,26.42346926225578
253,56.86478463743116,63.025625069273026
254,54.81105194178311,34.50855118913522
255,58.551611586811774,43.52504938034624
256,39.037565144941276,46.1787475622519
257,55.438801707886995,46.66639215244677
258,54.487600422596536,39.64785329512952
259,23.539074025004833,46.00181450642003
260,50.459417392907206,39.324462906225136
261,46.3013284011176,27.376543359503927
262,51.25323549381309,41.559666082987135
263,54.12770209556155,48.415286182266975
264,60.45688825959697,32.59085154864565
265,65.76753784577234,35.52461189254841
266,33.719995594387264,16.47794903269636
267,53.080531844417095,41.21353367286119
268,62.90672959973698,29.535460249505125
269,41.3554694887215,26.694822224406046
270,62.857225791537076,53.342876795659
271,31.424306809904916,35.55406313386834
272,38.766674209264416,35.70452294753775
273,47.72712618066207,53.61838657097717
274,70.58417331326314,22.862797116079523
275,62.99984257688441,29.25286137015271
276,55.23347301416509,28.76835629248538
277,55.56713672653754,49.73900888640356
278,47.90964821229095,52.3929843352403
279,41.66283130174013,48.69230127086824
280,67.41593096965545,43.85200537913411
281,56.28974768093156,51.897057505158564
282,76.71987816298125,45.33687999148334
283,40.62465952401658,25.00696691600004
284,54.86865822189722,15.631379403006555
285,50.8470042719092,44.22307275894392
286,39.66649207533253,32.34057489181405
287,60.143945351386705,-1.6101069608959504
288,29.437234162165133,41.993939765858556
289,53.721771703510626,47.78976395296855
290,54.24758066840452,30.049018658338774
291,51.69166985753992,51.09392437290655
292,32.63493651332368,36.82917964155589
293,42.06116204097241,35.718352520026706
294,48.732542320810644,42.51748822937937
295,47.62880985444396,47.29714382488984
296,65.55215932098224,37.82083699098989
297,63.994100701522456,44.060562104236794
298,63.16006222174766,33.243867868451275
299,56.05017796224165,31.95541317721262
300,34.87108348204438,44.43467555309278
301,42.41331793669985,41.1118752059128
302,68.13508066599007,42.48230025842811
303,66.39858842775988,19.464464657606335
304,51.92145072915902,50.05739796089526
305,49.605843383218506,41.774907592107596
306,44.77931504215862,47.277992575408355
307,38.86646118404403,51.768434907675605
308,62.1067311768827,32.23024918631907
309,61.425662831944074,34.91955081228368
310,41.417091661239894,56.443421579680184
311,45.78398884628837,66.8268708601732
312,47.56183088186556,30.039274318687635
313,42.59685002800894,39.26689368191896
314,46.684282972956865,32.884793911417454
315,46.72561252354345,14.510863237696709
316,38.611503770753565,38.17018986157868
317,49.67170212456644,42.73397367582344
318,52.346372231918195,71.03392228538846
319,54.54321762380221,34.90595762795458
320,53.20901397511659,53.6886401194024
321,59.466868223344626,14.033779548305318
322,54.679260611150745,52.01834245960905
323,46.39786940039551,35.624057905629435
324,39.04313290015931,10.599373704724977
325,59.55792020481341,51.81399038039467
326,43.21233574512091,62.05234325469359
327,53.12250709622069,46.25033195022482
328,38.54502261675905,26.881933399355862
329,56.36288047066201,61.25070988052983
330,38.12919848079259,34.04295974189679
331,56.23261011945306,35.6707606319216
332,57.12384072380597,37.04149588384939
333,69.04713891831403,20.416406254587045
334,69.27463484795697,18.921799956206105
335,32.875903913390076,25.518992006720776
336,58.35566074427442,14.144493348485954
337,25.310341582379294,27.36543385323497
338,42.51599580574524,34.14458879659096
339,37.99835707892417,47.68410455967764
340,54.348571934112314,9.117200910665538
341,47.748479690429676,37.09899956920183
342,42.110408323051224,38.40080060532563
343,67.16819579464463,38.645870816048394
344,56.52426595835828,20.574130801666588
345,46.09023909373342,41.05067704041128
346,61.286987411620025,48.712683529056804
347,44.871745907591006,34.14522031477696
348,65.4545179633995,59.11139708904443
349,44.10342421040275,54.64801531164332
350,43.84560188592192,21.797191462987605
351,55.90904563207336,44.095012422067434
352,38.51515322755406,26.521468983886216
353,41.51624771495965,23.863905936736263
354,56.05799802879127,32.58796935762362
355,52.793224489160075,38.56306812587262
356,51.33327344708691,31.20537797729269
357,45.05614989986572,38.554463057398394
358,43.27899234784903,60.957962265497585
359,45.75033039684547,21.539552225802503
360,47.38574237857431,33.45070270946555
361,72.65975829309957,39.127316066567204
362,26.330796400294382,60.51280857558316
363,42.526106424298625,18.342917233588658
364,59.20315119228394,27.744035676304698
365,56.003360867952594,63.1660955981878
366,29.288346242367293,50.16306335998511
367,76.24653812316018,48.528274192611434
368,44.967254497184854,39.882548049428074
369,39.76588015022783,30.00268328732102
370,41.2111554992165,38.73720808293465
371,50.44731679071518,34.65656803849068
372,53.021670879927846,25.5552781957386
373,55.416913415419856,25.96571457451286
374,55.354225712097794,44.67868020317417
375,42.98454180669063,40.39116038181616
376,46.81506701514799,46.80333908739739
377,43.099460756987234,51.25644356866394
378,31.08216847266555,68.62826975688041
379,43.67897987997385,48.239414399319784
380,71.21650306575955,49.91920861187622
381,57.9619479406901,25.462158570414434
382,41.76429077730228,46.31476466071702
383,33.335959460461595,35.25596776418156
384,62.21226050886049,44.9324368712642
385,40.77095752973376,44.31330198693675
386,46.61380351532243,45.85735938460809
387,55.671227202937445,38.73552421162773
388,34.29399590292154,35.99417048308591
389,66.29488243166084,25.581239171495117
390,52.09562255509814,40.42255650457695
391,77.85639556858047,42.28528503119081
392,49.24867538957554,33.898824734232846
393,44.65986545255304,44.58809167280965
394,59.02301302200057,20.819696104524493
395,38.494317523618314,36.836159338654554
396,51.77224272061516,41.71734590073616
397,40.76445254303652,40.70220697270798
398,42.74348337620325,39.02622355503134
399,58.198543635689745,30.07318707995235
