unit_id,ReadmissionRate,BloodPressure,Sodium,Creatinine,Hemoglobin,HbA1c,LengthOfStay,FollowupDays
24,62.37257769218848,40.636997440717295,50.924012987832356,46.141248940824795,34.2510691513427,58.86317816048735,59.38891884444984,59.77776705937903
25,46.87565527476854,54.486577916090866,37.60621375867305,38.588805382369635,48.48623677306949,60.35526064947861,46.19722674238155,65.87050643486191
26,54.08798082258894,16.23851160939709,59.9011684437838,40.45512381525794,61.376204140162926,42.884083594358664,21.661407376159033,42.52737387875898
27,31.446055761859633,54.61408444433718,67.08632622877627,38.83583940100469,40.30445865560063,34.12556092277528,42.03674537283649,67.82950862195428
28,76.92387835702874,26.484869833278527,52.624230344332815,67.09288384677643,68.14667738643601,60.86180735985407,45.36264728706532,53.27562838042287
29,45.39098302288685,68.42628025015267,45.85745148391458,31.831933556912954,51.26933444741481,58.34502199134501,44.49792098662299,52.21649624692774
30,40.38492515231913,50.85150627481805,42.29781113909543,35.096042919922695,49.960582820814366,64.17215379355144,38.563788035291665,52.2795982330197
31,42.14577474565071,41.18711828395571,35.292468542339684,47.78961060167965,45.052248487532985,51.75480501104111,31.24829504658114,38.30168210259359
32,51.6271061629218,45.16694391340513,61.81033074923702,62.18363863837832,48.749201181322306,28.09421831608984,48.64394907547318,65.69656123835834
33,29.163331767579294,49.688389999836055,47.10618903363183,80.29858938270806,40.62621596474496,51.796536894578324,29.518974673970657,36.843397592573744
34,32.42352868877718,63.736240834878984,59.981823324459825,33.14874059838142,46.7009741535166,46.49942857683788,35.08157655973571,48.87780354827949
35,51.439205757217415,52.73896281752699,52.21308502641231,61.45284204441103,65.72929518928473,73.46855985239489,44.92193797202687,48.95838492790838
36,26.371836059314006,27.201805718389387,54.12129539669956,56.1785793016071,59.133858990539196,35.30147135992545,28.213866796663115,57.03946525894951
37,48.443552784319785,47.03156740966567,51.755009699815055,60.44541131710284,42.248927069383555,36.197794515388495,33.76890162741818,40.47867620723462
38,59.52086062055925,53.229246906946024,64.86067722042071,40.21377091893407,23.39688079036281,45.21702351696751,45.18575748340948,39.51879938971302
39,79.07965008556738,56.04217915394816,44.050520373712025,44.118441107195174,43.18927294669085,37.80031861044829,45.735840656844665,51.6764008662948
40,58.97061148062774,39.59072623135421,65.15962161493177,41.504674513130695,58.68882691337468,39.94532780920786,43.99141228056265,33.080417658403526
41,65.59323858331206,40.28154384379326,63.00859585384591,43.40822713614467,37.22717222642665,44.748814835005746,35.25223765939232,52.58756535120613
42,22.379864044912892,27.9219797023245,27.428893009147483,57.79436497697983,49.8465589337037,40.74432026784843,17.143885515105378,55.386661695769824
43,28.337478557713652,55.739276089403035,45.26214994602417,36.869785726353854,58.126827382407654,31.941994312226097,40.77034914601741,39.88366005394583
44,48.37140345089527,58.76384318784697,53.6944678538801,47.742182396147875,68.45230642032303,38.32815314504715,41.477304371283644,31.867541702118658
45,56.31223186174858,44.36227690246594,56.05104660613078,78.59892829289166,28.90092614042999,55.27913796756739,37.961881245275165,58.61410006626028
46,38.174720292876145,47.782113420515714,74.67093717418014,66.1609767708615,66.56908505827022,43.94578891751572,37.62219653295579,51.750914356016956
47,32.854148077674594,27.89988570417652,45.61287240835446,39.07408437854844,25.276278832841683,61.174053753880905,30.408952726613286,65.34169132386236
48,66.29985646063429,55.936234165967406,37.37528318224369,36.72398266852088,55.050452391081635,43.072836858719505,50.13541758793595,50.95541587674289
49,33.265871872474385,59.23365452189052,45.642207136426386,65.34925951691817,79.25208438935232,64.0817791335175,25.51563182618927,67.63630545936009
50,81.63440254280849,68.10158895722688,40.77848521724347,60.61866519293675,49.75935682389302,33.11574679277434,36.69727850560107,34.71329728670819
51,71.70129694347565,52.85450411854458,43.948258535037795,43.524241575919824,62.95741632672786,37.621087253520024,53.87932955546198,50.492831536800395
52,58.619965682944105,57.676483133984036,50.50108625023573,46.792913400127354,30.34145028972394,48.754784798820694,37.472216302717655,58.96664316063121
53,14.362516855077557,66.28041434046693,50.75901818354263,35.10490686302976,55.47795386527658,54.03058956128667,24.19831745526048,36.87008035998078
54,65.57580457181957,28.895751305206275,22.84640465783129,59.25362981992031,44.54379796078404,48.01255819181222,56.98802422977908,60.66447551311373
55,40.051487752167205,36.99520615521414,46.076234987527485,43.93933892360728,54.15638363682393,51.771964018303436,29.090223077555283,58.17942955476011
56,58.37414662928294,53.83813182657216,47.358122788961765,60.68660328715546,55.99637116122998,51.26825129101496,28.255183879120818,57.09651486479208
57,43.312252330219025,43.66209565406972,58.23529979893832,61.553607639976875,47.78772379303696,56.74337101577217,45.97395925943262,62.93028113139147
58,76.70409988928999,50.345301988555256,40.594347944781404,52.55916247305385,32.84684233862503,37.04778152993916,51.97996485304385,34.81358001693567
59,58.55777699700421,55.32752448964386,50.3710871729208,39.250928586354874,45.458892238721134,56.74481746265578,43.74708101034501,66.38640335356811
60,41.694364750717284,33.08588951489684,50.04570308976306,66.10229282563441,44.374590682900774,54.22992776765497,31.981610940331457,35.089672617927015
61,76.67449253387102,54.600693860547146,42.20559595701824,40.677966211723316,39.58135070300344,45.13140143720473,29.32066545690954,56.718535729344964
62,36.52886800751165,29.32252904612099,57.6878807939244,57.8753433888003,64.59277213938097,72.44874630989398,22.07433841443558,63.86045264644428
63,44.661638309821264,82.18121859179016,58.36045747770132,72.76841513181138,41.374075465898336,46.19877362538329,43.56859510414806,40.42504667429205
64,78.22568698432025,23.441936337076793,43.911242103222385,56.84071972845041,41.99429635581438,48.49164643620475,37.06404492079489,56.86659542935482
65,53.758979813530814,45.165562443277636,39.02568395749447,31.935832236990507,39.78369986554608,55.12225220995992,66.02576439256157,73.51109532836786
66,37.66278821726764,42.45344460780488,75.69311061711855,52.33034326580948,42.89390782659166,42.983943698136194,44.22368442831941,36.19688658464597
67,59.2918349546076,58.787065073725394,43.964326454764596,66.05953844463025,59.90084767666671,61.28374681681868,52.29135052477326,82.7696905691983
68,42.20451837329064,46.73499339258324,45.30450719827594,52.64078910826106,58.0814121399867,46.35976720089005,22.918847257785927,61.14705290524885
69,54.96667968970551,52.07571494028388,30.988648701842116,48.46711003285235,61.120660195264186,57.35464416241885,43.79968511712566,65.59008290205811
70,41.160638320362224,41.66184035844977,58.063569085361664,28.620568461583417,44.78051795686169,56.80647659416337,50.28677906269537,37.7546497055979
71,35.233409432298544,50.896911373790275,22.051513289864655,46.71931530980552,45.147237575280414,42.13649196115474,31.52940759783546,62.464348361303486
72,36.18940111943385,55.133969028631824,50.64213161745175,74.94178226924646,45.284995856590804,57.62505266211383,45.43512003062258,46.249746610637764
73,67.07885789563339,24.436230963299057,57.644778129047516,48.17154243963448,60.929401349466964,50.150567021202804,50.155217673393146,47.05317225498711
74,46.317206610991704,69.284555748804,69.48603880591833,54.69426404737052,71.01110453881383,51.71869001481556,52.816886121180495,40.40845917435399
75,35.92377277046067,59.11926559000319,55.07006317128612,59.100053451330226,59.06835559413874,40.13518800072896,42.521910760646286,48.08123269589538
76,53.634988060755504,61.031557931165594,51.21526447021441,46.037305237961824,45.6312729110435,71.77962666147724,55.591923004163924,52.003124119418324
77,63.26406610088418,43.34645352674751,68.54310162832492,61.41665673105617,52.990571236363216,58.983895576320535,60.17758757122944,35.790021080945905
78,64.93911757208593,51.89493607274102,64.67729431867343,31.019646211408887,61.26139770224139,41.99112553835731,45.244186537689345,38.640628869438245
79,45.71414147051181,42.80185069429933,41.708130185166624,62.64531695242666,20.493726373597916,45.19358668537388,36.38905888994326,52.394960930192354
80,47.50413191207727,69.09403103585099,54.26242765853378,40.087206331066994,43.146093868269794,72.73121430135059,18.67845995537059,49.95638878538656
81,30.187243966619942,54.12458221985955,37.99810307127765,42.511963005030665,56.45483225758308,46.11426108706729,30.682235570121158,44.71041972863667
82,41.451224279907294,53.24905720406602,52.56858873873605,44.94192168084677,56.06710427807254,45.87693443619377,53.156088557731564,52.270540485425
83,47.36384944600358,40.34192325111889,56.64038668278379,48.25527343709199,47.77400069746858,52.70091758806228,17.287288223467176,55.7596519354193
84,59.01929583259066,50.465709719416786,74.91764261034291,39.730711605646775,34.36231977161771,46.06883624578333,48.73043687263178,62.156116438466555
85,57.55738939183149,63.16266491851572,67.89424604753907,51.63161295158413,45.85843739899065,46.25787881390558,43.03883733866391,49.89779138031879
86,41.96311974014923,56.81570171284967,49.115996376915106,43.527630078204716,67.48693751034018,82.08570212186845,42.23634758591402,47.723643096549544
87,39.325693823684574,41.21829311436069,61.334341421084574,51.666736222684506,60.61671988576261,50.85782911897413,34.71901856359485,49.21110243577742
88,56.02108521643694,53.29288247519409,42.755863166119056,51.37952612758986,59.00206426806723,31.4070780864099,56.65891550046897,77.36734913474795
89,79.86058826436964,47.07862076838407,51.993257884340984,67.68461674422953,61.23725317138613,25.62843971330711,44.36119705273978,57.94677357966333
90,23.985010348143835,57.9596144219817,51.10488928124107,43.97021741467668,49.62670704678328,60.39556193570362,24.619092302737776,65.91405279452866
91,59.9301244957233,44.49091661491967,48.86984054754731,49.17242228619403,8.35348892826091,83.75117160897396,37.32522894991766,43.97371568753251
92,43.45025268513158,46.2367773130142,52.125280073199605,43.934216022276836,37.1087354701203,43.95041970159787,51.01507854356412,53.24997224433904
93,37.12832213485708,52.09922783655875,46.54948920855091,45.66615841874128,66.74680434972241,30.69236303789871,44.46045481426681,34.3838914827439
94,45.05201318737202,49.30017016114775,57.90941250039381,35.09753260308071,44.29072091940046,62.86353170292974,18.9128320974109,47.55890394608061
95,32.24800849972105,53.09336938257347,36.05194372031281,53.4919714112048,57.66314898172552,35.51030651094546,20.565680111344857,53.27154477016409
96,48.55592413330701,38.348885044669444,47.56083438473372,52.18720310202359,55.10750173925897,44.610981412396235,59.51881299848736,49.31327033359887
97,45.995601559278555,35.05161351897834,50.35855476561912,31.904350809325518,39.995759748222184,30.868829818203483,30.586011101682995,46.11730554281201
98,62.690626495888566,46.198194492742424,59.9039325764563,60.33609049425002,76.5324443341379,46.40554087284289,30.90113143874722,45.251290280588094
99,18.380389165530318,53.009177764760395,51.219359075668024,43.714466176690195,54.00345095242894,57.18868675359198,18.93920039338233,58.57379593907349
100,30.908245266262888,40.03372579198485,49.71939814936212,57.266884416686295,54.27471885095007,58.49397773457504,40.76304611243517,63.55991706107296
101,43.5624607365861,76.80952912281082,64.10050924332236,51.30213799456623,59.4743310358668,45.1174474506703,46.691464827310455,57.21338204924378
102,62.990544381973294,73.50715992007203,44.18126965321466,50.560720729104034,39.50558845930881,52.37621568879949,55.55976396670597,45.29183154743001
103,65.57187164174105,47.22216401331195,55.25709753021162,34.132309571510554,56.81305515043286,44.215290374783926,54.9941963394142,53.17180079463111
104,60.40282179457331,46.78033026923161,61.76143919181515,46.038357160872735,62.809614149432605,37.968432313982504,41.520494799258366,38.24675282757198
105,72.22242176217046,32.054829797700016,56.87342307173333,48.854508321588895,63.6389581541729,41.40349096167457,39.17161075034088,47.618615254520506
106,63.52018957747127,53.33412465860037,56.025499155325264,57.056837753031616,39.74553939737363,35.149075720046476,48.26666104575769,56.35849284357503
107,36.14807008848476,65.61557495364025,58.89741173904166,47.12892278640935,38.48803209691192,52.36567384971631,37.875020773119175,50.855208580183486
108,44.59487689709485,43.47153148659719,48.1657993848936,31.517670722968713,38.48952119335543,29.64247349381597,32.0588557902488,35.934422564148505
109,77.45316165547658,61.44398734564074,52.601883983421125,50.13527488580648,57.31265853333235,46.6383904417942,38.220203053066506,36.899655591231266
110,63.41820649853736,55.557280360160874,51.99937589815553,61.360425880764105,58.52268166766981,51.49745735398811,44.626461657531074,53.21347356198187
111,88.03355892759322,38.98241505905693,61.550969580657174,56.801661209612895,75.43934237622736,70.32837528749303,36.81390327910345,42.99701976562018
112,52.07114292807179,41.47636732169926,40.68926879371265,61.714981251697715,36.01125720071016,57.478704191230094,29.812113673987476,37.08520546522674
113,27.21489677683154,37.652631771451006,28.321151818708145,51.83794603497552,76.2670057154348,43.103496051297235,25.52021036734202,63.52751701248959
114,50.27496636209016,49.09738354941105,44.64290282199159,57.755259553660274,34.96428121470577,43.30378247652449,55.55434761035091,13.08808484597471
115,43.97331976581764,31.787250563816524,53.495300307557656,37.974968707360496,48.20311572023036,65.89566848579064,42.42428947159597,40.63165063591963
116,41.80841050801503,46.81843612708869,64.7159022911828,52.90424383307882,34.60891583353905,52.74528154355891,37.0915729430421,60.1583488237378
117,46.21942395495057,49.84939867926718,54.56605864185351,36.291173406024534,52.358078222805446,51.11240958906473,40.33724531427696,58.497203664646435
118,41.14700315537232,33.043004017120786,55.5597331441979,27.99739946325365,44.71003749514363,21.91012962797707,46.73288142380114,73.18018212260593
119,57.87242297289752,25.226381123003964,49.77672718427284,25.168477071250813,53.87583814855754,63.36997678399192,42.71042130376065,50.64900374573499
120,38.85349507747184,48.42359311709362,40.085970732120806,47.36844114758307,83.86995055471985,55.54873425572089,43.75481421798669,40.67513191984767
121,41.63296884606498,70.90013771768216,65.55825315021418,45.90619488426794,50.21949127752547,41.974185985865795,30.44933192358894,44.614830143854576
122,75.76758220580861,40.31660774437792,34.444970008862136,47.6213402740955,67.02331043116776,54.63636715447281,43.02370257882905,52.294068064089565
123,38.491521325364324,39.776721929019224,40.36273923918087,44.419782218889765,44.82211365432954,49.49662309114022,54.07246471638935,55.134487047644754
124,57.334784953284796,58.64809556139499,73.36725285086604,31.23742324562796,58.63674130445234,44.64360986320635,39.921819268693355,49.326128146264224
125,76.40878167954155,48.34019611015866,45.397839537342186,72.45229655133501,60.128284529868964,39.69823570070072,52.30180133782573,48.17547231250723
126,57.61149124835741,30.174950109250197,43.4583418764513,33.648587647259305,74.76469131705713,27.75257260805747,38.45559361113657,43.27255570893177
127,42.79569705148367,43.783268107474214,75.02205863710967,48.63731527682606,54.38893275022868,60.85329498960179,60.09925509688843,57.22139394698047
128,40.33902222213117,65.53736037576375,31.587852324374374,41.61168585461531,56.67417945025187,44.61535775004242,39.39948949790403,59.22822463772523
129,50.84916465126283,40.2966731804962,45.109756679598995,56.33047743654154,40.33124774016247,63.134334490450655,21.044608260003677,47.083354588932906
130,37.09304222158807,49.138719004982676,51.20379797887021,62.08663833774226,54.438677530062584,53.956345447154725,30.786368080474947,78.55469748565775
131,50.40806962087067,44.156801513088304,45.9738218037915,51.97249057803258,64.60662735006447,50.52304999441254,37.29317921632437,36.85608140504194
132,70.0817088525636,70.06555966460034,51.30879122559492,70.28550790733463,51.1184746130011,49.637368462602055,29.062399416098494,65.15361958761673
133,23.745789001113845,69.92167731668404,37.49721632950602,59.427867022833226,71.76509844944786,47.07266847251226,15.27850459400426,46.07836347511562
134,42.484921120011464,66.2825248145367,46.70935445186524,63.61105694093505,67.8235818298351,45.75085905175229,28.424028721679342,49.86230288056362
135,33.41650830190957,61.22451341360396,51.10141722441455,61.760993816154354,48.26878331034213,72.08015593050433,27.537432941067507,45.17492307774175
136,35.148421846123604,60.457355253254185,63.98363657863883,51.51030773141467,39.98549739021134,42.55360254412959,33.434568556366976,28.167587403258054
137,50.48234575705597,45.550089135863224,75.70818788924427,59.1341809648427,42.43900417932426,64.02834710059543,10.703024764176101,45.4577230118937
138,62.546125393846154,61.17575880917303,55.1833454363548,60.988068201555,48.27273912014484,36.528360948733415,42.77037878980602,61.56615551381367
139,52.738314218828464,45.07631037443646,71.45734501101562,47.304747356137185,35.599785864136784,52.063758800155,43.619257863495314,38.76857210627274
140,33.627691010055955,60.73237799814016,62.962394765358724,26.517676713568854,29.410697672334447,40.531118765153686,28.974803184135062,61.12262806833631
141,86.75465225351466,56.1666477899237,52.54087480045449,44.54459626126721,53.04327119708059,50.24061803875516,42.9159155450168,63.90322930504481
142,43.57475225390696,68.04021064131891,35.668622474193704,66.79198650088374,55.8981743404356,52.40090318601173,29.613286063083184,51.80761393309522
143,36.444078072904745,55.942022872493645,45.76240232903564,45.96855479456045,60.46995420988982,56.839343963501136,15.847732669439011,22.054194002908034
144,63.36123885624196,30.554564194674793,49.616447725575014,50.47400106097658,52.29158807936949,46.54292621366919,46.73122910995515,31.177852557753976
145,32.876675764504334,47.99640882313761,31.135867036192707,35.053343957495045,44.936701589099606,23.84845085608154,22.828944021394786,69.78652086225802
146,29.59912889148372,35.058786450596976,67.96855510681199,35.854875221349694,65.98591563827374,44.9930074223271,25.73943922915791,67.22242896460185
147,48.69317714948995,47.41432144660321,41.621007236450836,51.78867776751381,72.21431705285781,53.4266629909788,43.9520389115563,47.608974230493445
148,31.76709197419891,41.260335432680115,69.50556960183363,23.624690274934256,41.655801309889675,58.957957867149574,40.2660989717922,28.324065661076958
149,63.936381953974205,65.42686459693992,61.179965040390634,51.339101029161945,37.25469021914286,42.86434534127862,61.26413915066414,37.850928157172575
150,35.42619946841922,54.63686883421426,61.78422671420512,62.80319064510822,45.93223203326387,52.842380471032925,38.787263983034734,34.19101740862363
151,56.32196724395146,47.95085320124071,36.42526275387299,79.34974712194918,67.00153711725034,68.02105511867937,42.281304212404564,50.45188728213904
152,57.382034661286916,32.77505656067005,53.19904299732929,57.155183912272804,61.961350527968875,54.34766579319259,35.18418153632485,52.28098887458321
153,63.180618702784855,49.466478017621185,47.99219268752457,34.021735973004354,27.96851267553838,42.44951153102551,52.01565113842211,42.632028339769164
154,41.176545628718884,57.339297931014904,46.713839750931626,57.5270553371162,44.3257310304089,48.738253579504054,35.9647585965914,34.50328196772358
155,27.929615738425134,73.48062332818415,53.462565709019636,56.92358211680834,24.699630523233285,52.91559713448608,22.04950855920282,64.27172073132184
156,81.00379530680503,41.51851889595314,43.23645110428244,64.64890320542617,48.28968892952649,28.646812687599592,60.095086531111086,59.008251343300785
157,28.11220342154826,59.86264170927364,72.57151755472312,55.065591618735816,52.98382789459327,73.24726711799217,33.18131043410537,50.031958612978435
158,69.214516758904,59.30395600869293,63.631515633571745,48.65801967319955,31.2692678259531,77.73123092559831,36.464386086877326,59.90789742442613
159,55.33030792491799,45.98977196348339,45.05238054663633,54.48109022367565,61.11495417767289,35.89248235504939,61.85750811829139,49.90947594862616
160,84.10750902582342,39.02343875963322,58.40467902479344,38.32245291000562,60.386293682837135,46.901093485302816,47.45625410906687,44.528434337158494
161,40.50298367878426,45.85878589000582,74.31529898195545,34.98965275820852,58.806412350927395,43.138305251365956,36.92382235867579,23.697944103783698
162,47.381251821861,74.79445409559716,33.020101641508,52.661432774244915,42.53296059611138,26.316533999086257,45.107550540350985,29.219194378550775
163,59.70165978401173,82.14707166871152,42.44749051714057,49.33428662742033,45.1607412712602,31.33382324900218,50.55935611902759,47.17926215624466
164,62.321515255805444,55.90155040563334,41.018958881699135,25.630914746281665,54.79981136368909,36.03545509126372,39.585936109583116,40.35936279686895
165,75.54069399828634,39.54355935973902,65.41108098197209,37.11453802164338,56.62740550295546,55.324432730532315,34.7562975765922,45.60006099330683
166,41.75739020967247,64.25733707132628,72.60037210484323,51.35461096561139,65.38200593796181,44.763712706491766,21.5176759576443,39.60860293178055
167,59.06773586605062,55.58401972171266,63.993448397504814,53.6780641955155,38.711051921745174,47.79238409219218,34.95382382934418,37.789921745521156
168,45.542106538043925,37.53335520694038,24.944166894331154,44.390097307422565,32.86318710562877,68.86913006869878,12.11162448753874,57.12384946773112
169,35.05323065159802,47.602497435336346,54.492543175315205,41.7258169638203,20.968488820322982,69.62083498091849,43.18400726038504,48.4593063294392
170,39.51672111011754,59.136637185600854,54.19196229959702,45.85159091315563,44.153340946172534,55.219768305158006,28.075865177872604,61.06463643662548
171,33.53754171832788,64.11074672325502,40.11497467565347,51.97177747596569,59.337304198654856,41.39556797278597,34.59350173892806,59.09861627887149
172,44.53050542809195,28.913859454183815,71.37880466493576,42.65702657466084,63.75133674755912,54.83381905962867,54.8958481024436,56.75387556366155
173,39.929154486862714,34.982205073262186,56.78160629436347,64.91784854120935,64.91708695392309,42.046090262496456,33.00358384338035,40.879841084877185
174,55.82578639998217,40.25803115171248,59.148378694320535,57.55910424104566,55.2261993963139,42.67775617344901,19.41508084676388,57.170013288093756
175,55.44502803494446,47.63797199301115,28.30949166578168,61.85398884324287,61.53697449420119,45.58657388434939,40.98693929575532,43.064365566624495
176,67.44968749159446,34.43401328028635,41.1472556705377,51.59230878561534,52.996518965205865,55.23503025615983,42.49892468006173,73.32816883974725
177,40.41995656693829,34.42344673816238,38.07462138679182,41.48508780412379,61.55561240178397,58.90123433928633,33.11615775643371,62.174739859555736
178,59.79802956431143,48.43607667384168,41.76875318466621,51.05084327586496,51.58939011036998,27.418066389359726,44.29918211100359,57.196043265887226
179,37.87449657917632,47.27092842498104,36.33768627970574,44.34496726158628,36.790911584345714,33.1767287936325,40.82188846652959,39.244659688033806
180,47.456300190193645,58.28402093692666,52.55680913284123,52.35136733368401,50.6892512264317,58.69999105369717,24.052095748244614,24.972029271232827
181,38.114848420899975,56.48636964916964,46.85233084299895,31.357206235188343,37.6441262506939,27.982628043357195,31.634812743052066,54.7993444108931
182,70.33139441928996,39.37095439366167,55.051056122133055,65.94879070606667,50.88624676060686,47.91203911883154,54.388151283278404,49.60704957207574
183,44.25917415130918,37.541726737873496,54.69190112406828,50.414098443751264,34.35414805878867,71.50883366034665,53.408062710694836,43.16910067608991
184,34.6118952207073,43.82776575355006,59.52740516020148,44.65867175003441,49.35169503088007,53.0108420828952,43.769458182116715,48.2958291576699
185,42.04740247813456,54.04637582242539,39.932420310782575,57.83725739599852,21.991602089809803,51.360206721194714,48.52229565956395,35.12951442483344
186,51.460148946459405,75.93193189814865,59.00398220171468,44.31330387090926,40.363727897769344,52.68625412061125,21.009367377232117,54.980467323559985
187,39.75742088661229,29.413447409631054,48.22980582544218,58.14989477270784,51.860057376727326,46.875351252198016,45.01104343960042,63.543498827027676
188,49.9952006000384,58.69303297265138,74.09290886834344,55.48131246044302,52.453953990632634,33.60176280755003,39.9710104735552,60.69570585435243
189,34.51811433770736,36.407479195700965,21.540814001676118,57.353863864194096,43.67483551004914,31.799251341671,30.859496816423146,63.296953721420905
190,57.62940582578089,57.13138871994465,60.515809929648825,64.34062904855031,47.7503287401711,60.14407197016345,47.57194490651332,32.293578045455604
191,41.01987610563711,26.237400305778515,53.72643950210363,44.327313395077475,54.79427173061673,66.89519135151501,34.08403742577527,58.64791816492826
192,42.12977340507208,46.440680025507405,45.175488717953016,53.528712802160335,37.03605708931149,56.26207680538489,47.98321890941772,48.00445915262949
193,77.59640583538177,48.9722971061245,60.034318888621414,53.695349333513676,41.666108513092944,37.52306723094226,54.274571256296596,63.20452440082014
194,58.169135724810005,43.329461837607134,43.720920764672755,50.863249603814005,29.690396285756755,54.352889203740396,44.140924069295345,59.80792808613155
195,36.36850530814727,56.04185593941871,57.04176284075514,59.191555426712085,56.476579472869,58.08361682142964,38.92955328679314,40.3681051720138
196,40.179265406458285,47.58955828840861,48.82795091457754,51.59071759965303,52.88825760720991,50.753766868386975,43.70329806043906,32.69294399252542
197,46.584232498274766,40.30552314823294,33.279979066163456,50.75121104255498,65.7733141967739,65.89608652463869,33.955041577833995,24.32391023669479
198,78.62459753004944,41.431224986511786,42.713418954953596,61.85035874886145,48.85078889313611,56.053171389911846,37.407207658087735,38.44684615385652
199,46.09816574853764,54.43662839134643,61.349545641020896,51.16609978570575,42.28508036822086,38.45492901091417,45.47491364805298,31.926520122370505
200,42.85491262349973,60.27953040297366,49.45384583875668,37.079992967877104,64.69355571041146,40.501070932761195,57.18403723656004,80.3073940517195
201,60.32765379694576,58.200513514748906,64.94590648986771,42.630708191900034,45.45443619462448,57.61747306189987,45.53564471710162,49.36028402148055
202,46.67795036999774,44.454389063646374,37.59553320643618,59.218872827584356,48.42862801427466,58.63306822913557,24.479041365515812,25.854551492135684
203,57.699522496610996,39.76620656919307,55.26913599779608,51.579479334867216,68.22801872847563,49.074624125760785,41.692452637289826,56.56859486445077
204,41.06245148832206,21.641286204974705,54.77253452152562,46.03390568803232,48.88476895799591,46.666540474265354,36.663950511362174,60.15003884630466
205,51.46412266032183,40.783926028323336,40.441434127690705,47.165140376757144,53.99103229148848,39.09947231635523,29.26773082705126,39.727397730214314
206,60.452954171341844,45.139508140499586,47.0876366345329,56.61583680756165,53.181897162975815,49.02723525702632,42.07451022937285,69.15852861665084
207,51.47517163689909,37.89846414621803,37.44969295881168,58.828777919470184,55.2366951693278,68.43190498109674,36.91454077526007,26.07250166403182
208,32.123489314842026,59.03295220926293,59.36654692068028,75.75306431483509,38.94896305732431,32.823191577820566,35.57658275497735,47.44073410515841
209,32.63716850375535,49.517640323577176,57.44410379336113,41.353260681256145,43.09246337362691,26.997267899787214,32.604505230364246,42.208710272048776
