unit_id,ProductTiter,do_FeedWaterFlowRate
246,41.39599806167229,0.0
247,35.3140019579227,0.0
248,23.206882284477775,0.0
249,19.58044746328907,0.0
250,31.265699185653464,0.0
251,26.886381885404038,0.0
252,25.734151997458024,0.0
253,30.775698392936306,0.0
254,35.16583340949222,0.0
255,42.43724379561468,0.0
256,36.35639347561593,0.0
257,42.16945420252836,0.0
258,32.49101399184053,0.0
259,23.145190388936786,0.0
260,28.545910391367354,0.0
261,32.73409260245341,0.0
262,22.25878611417998,0.0
263,20.33696422751213,0.0
264,36.255987713129095,0.0
265,25.81375114612511,0.0
266,30.659711183234116,0.0
267,26.15714662832826,0.0
268,33.498899502399276,0.0
269,31.395963304585003,0.0
270,21.815053522118472,0.0
271,19.68212126171035,0.0
272,24.629201288894865,0.0
273,32.438946466845216,0.0
274,42.92428870199471,0.0
275,18.955550212329104,0.0
276,25.120495849325785,0.0
277,39.90281940307359,0.0
278,24.523745410845983,0.0
279,32.777247721251754,0.0
280,27.944769346603795,0.0
281,24.360234657467267,0.0
282,28.518283145774348,0.0
283,39.560635855256024,0.0
284,32.002909040792474,0.0
285,32.59493421428219,0.0
286,9.226534439943784,0.0
287,33.952194340549966,0.0
288,22.633036690754203,0.0
289,28.88743650053418,0.0
290,44.20567054702159,0.0
291,36.385086034225104,0.0
292,36.19430227742042,0.0
293,34.40937164769762,0.0
294,19.095118736323013,0.0
295,30.96449496076769,0.0
296,20.898619170167656,0.0
297,41.19505883127646,0.0
298,38.93447485848182,0.0
299,19.13768966575932,0.0
300,24.272094134688334,0.0
301,29.072243661459634,0.0
302,26.223169772333552,0.0
303,20.818775992712478,0.0
304,14.997264763376688,0.0
305,34.19483384488383,0.0
306,27.508396769530112,0.0
307,29.328457535398922,0.0
308,31.97481517785355,0.0
309,24.592899764426136,0.0
310,30.93352668167018,0.0
311,26.13324121222982,0.0
312,31.978330736134414,0.0
313,34.12989286579412,0.0
314,21.086538495722174,0.0
315,25.199050136362324,0.0
316,29.005247920584537,0.0
317,41.67913670896446,0.0
318,21.797777860471406,0.0
319,27.242706533448867,0.0
320,30.707338420985643,0.0
321,33.19848332057894,0.0
322,28.49118853477009,0.0
323,30.78656940063243,0.0
324,36.32992840716997,0.0
325,36.96583306745774,0.0
326,21.397102086677325,0.0
327,41.688681622066966,0.0
328,23.853110686786984,0.0
329,18.21120081033345,0.0
330,11.699952601199321,0.0
331,34.99870707124561,0.0
332,31.902251682753864,0.0
333,17.786956390518803,0.0
334,45.684813550617605,0.0
335,18.556702035553663,0.0
336,20.924686872875316,0.0
337,28.047930839072848,0.0
338,36.35964547168255,0.0
339,34.576840894061576,0.0
340,19.428875552943254,0.0
341,33.326897039859304,0.0
342,29.037599476587282,0.0
343,27.76400667016389,0.0
344,23.892566190029626,0.0
345,31.27907658767126,0.0
346,18.87783777751023,0.0
347,23.691799056665122,0.0
348,36.84863626628578,0.0
349,20.95311858524508,0.0
350,14.134581804137333,0.0
351,32.2206860022236,0.0
352,21.822586093517153,0.0
353,31.785798763492636,0.0
354,31.738932527993754,0.0
355,18.627679844846515,0.0
356,31.003162164232553,0.0
357,34.831060695376344,0.0
358,45.27509667095381,0.0
359,28.172637360176633,0.0
360,38.60956166613248,0.0
361,8.520321101614822,0.0
362,15.44551285023273,0.0
363,34.242477561007874,0.0
364,23.162761540110267,0.0
365,19.641914435908756,0.0
366,35.57615052296536,0.0
367,31.500210798871752,0.0
368,40.03194105888459,0.0
369,36.006923418400866,0.0
370,27.430475129868547,0.0
371,15.49110978629786,0.0
372,34.90843978253592,0.0
373,11.74699734076971,0.0
374,31.675109132050565,0.0
375,30.44575086130815,0.0
376,23.700274982788965,0.0
377,32.50233957245548,0.0
378,28.291527388860132,0.0
379,28.09378462704643,0.0
380,39.09928179314322,0.0
381,31.755877604313,0.0
382,37.2633992222627,0.0
383,33.172481101938516,0.0
384,37.30813946549941,0.0
385,39.613904254884616,0.0
386,36.124324386534994,0.0
387,24.366844013535577,0.0
388,28.333335811567807,0.0
389,33.377938298589285,0.0
390,19.124394473329314,0.0
391,26.120412350932757,0.0
392,25.371072469941698,0.0
393,33.58604379671846,0.0
394,27.492395904401025,0.0
395,20.47220435267887,0.0
396,36.64677847700118,0.0
397,28.222627449204143,0.0
398,16.67519070108211,0.0
399,18.132148664826545,0.0
