unit_id,ProductTiter,DissolvedOxygen,Temperature,do_FeedWaterFlowRate,do_ChelatorDosing
63,35.807748245573464,82.15030513381713,29.81753926573615,47.0,60.0
64,31.784446739488953,77.50175345025056,53.97609685744497,47.0,60.0
65,27.60136356139514,69.82035538893014,42.17856087491851,47.0,60.0
66,26.466292882107865,80.14640782052378,51.597129919687035,47.0,60.0
67,37.06740600257762,89.74083012812369,60.44319022148602,47.0,60.0
68,21.923802492630383,62.450189830306996,29.614035244496243,47.0,60.0
69,12.184872206804595,55.08632701330161,37.06060190531702,47.0,60.0
70,32.55830085333384,72.28614236232083,16.85989381578279,47.0,60.0
71,21.660089477493525,61.621622162316164,39.28070925714267,47.0,60.0
72,18.36322595148025,68.17669646181474,65.60359597292674,47.0,60.0
73,27.86494410614327,84.83685755680096,67.84197595988212,47.0,60.0
74,35.313491607146766,77.9850021468826,43.13679807270376,47.0,60.0
75,38.98342938329655,90.4659153825577,62.706275343440225,47.0,60.0
76,22.91326960284458,67.81532563693175,35.20916085911281,47.0,60.0
77,28.24230111579063,77.66613881705352,45.047278299995796,47.0,60.0
78,20.885072452640372,55.75851936972801,29.03545882973106,47.0,60.0
79,32.46544847242037,75.91307994678967,80.07518427190278,47.0,60.0
80,20.19986182553082,65.78522984522637,73.92445953853638,47.0,60.0
81,34.685341887681766,78.20736316683427,38.655402652227046,47.0,60.0
82,32.19798621383255,63.13590566910574,39.30362766502303,47.0,60.0
83,32.34580961451127,76.73085401693818,39.26079846430186,47.0,60.0
84,35.257543935280296,86.62079951360005,32.25707372634928,47.0,60.0
85,24.978214060086376,66.01755507699022,34.27849860858579,47.0,60.0
86,45.29937294235873,101.85830276217469,41.514637470671985,47.0,60.0
87,37.324998486615996,67.10057530316212,70.66955314982859,47.0,60.0
88,18.879793728128394,62.74118261712151,37.83048680705285,47.0,60.0
89,36.01076168359042,88.45258003364982,52.98506146321497,47.0,60.0
90,22.117944703393245,70.12287969247119,65.8451952770958,47.0,60.0
91,42.39904740037837,103.18321153256781,59.679463640089956,47.0,60.0
92,27.535788464729265,73.03561474988138,47.48628285929336,47.0,60.0
93,30.104976245364725,73.98007700314972,40.3025012565905,47.0,60.0
94,41.3218583510854,89.40404465259334,41.74365665141081,47.0,60.0
95,22.763486820877247,69.14635144527293,61.953594973494305,47.0,60.0
96,27.360730987281983,67.91915461305258,59.661493580508726,47.0,60.0
97,27.543005633247695,63.59322004143373,35.264451888517755,47.0,60.0
98,32.38672750737078,84.31767417283602,54.96747989913006,47.0,60.0
99,31.322546241475987,80.31692876408786,28.71480507882632,47.0,60.0
100,41.900856016634044,89.1105781797758,40.14078561675502,47.0,60.0
101,24.37899073731673,60.354957516224054,59.03033713801364,47.0,60.0
102,21.0697367944018,61.20903385128452,41.18500596204191,47.0,60.0
103,19.92018979414214,64.82065304344843,14.68277000264112,47.0,60.0
104,35.09657933418851,82.42254475120053,43.57495675597035,47.0,60.0
105,26.498983314469598,72.03243055477047,76.76203558085213,47.0,60.0
106,42.85323512949248,81.01213441950402,56.08672857658253,47.0,60.0
107,19.355531265346563,53.704890881436654,66.71180948983695,47.0,60.0
108,26.87767350541893,76.00377918341702,90.64084172746983,47.0,60.0
109,23.857064967030873,61.42474965774904,57.870716451997225,47.0,60.0
110,30.096615157375844,72.7927220639331,19.856962071017826,47.0,60.0
111,34.620702488774775,84.5142519467049,52.36553513723632,47.0,60.0
112,25.069863221327672,68.28782702276705,64.96809503482427,47.0,60.0
113,22.272028180495134,62.38546975958532,58.66052670062004,47.0,60.0
114,35.33922333288177,99.39675479847723,65.7106273893993,47.0,60.0
115,38.753728007605936,95.66164562169249,42.73840501829127,47.0,60.0
116,25.531033103931435,62.80046377650092,34.13068078124522,47.0,60.0
117,32.28640246631622,84.98409584587534,52.02433644532363,47.0,60.0
118,30.93153402296718,69.60805048903156,55.35850430575505,47.0,60.0
119,31.282384238022935,81.91572045727267,58.86031924572653,47.0,60.0
120,39.438264092641475,87.90274124459256,46.60782577697693,47.0,60.0
121,19.884180911396456,64.8096649465632,49.82057674319256,47.0,60.0
122,28.958541220878466,73.15666312283531,56.46417034215524,47.0,60.0
123,34.49825789961488,81.89781836915277,50.15310295710946,47.0,60.0
124,42.72828412341763,79.90517138448108,68.92032288549146,47.0,60.0
125,31.566870770860568,85.88862758622977,45.36401476289344,47.0,60.0
126,29.847254035369332,86.41338552516342,81.24412122121426,47.0,60.0
127,29.001652062424192,83.70316318732364,48.03870731504901,47.0,60.0
128,32.79752508559362,74.33316942854482,66.45059107033916,47.0,60.0
129,26.05799629398971,59.49546134993609,78.67514704634138,47.0,60.0
130,32.923149003126504,79.36049224723686,56.80757311514022,47.0,60.0
131,41.21855425094181,92.2623496216435,65.63841401581634,47.0,60.0
132,17.611509921058772,59.28367992767498,49.3844573617927,47.0,60.0
133,27.672403097137654,69.21839299839888,54.507439218135445,47.0,60.0
134,25.38346674939062,76.59653486705365,41.38073890414044,47.0,60.0
135,33.74986623100172,86.68399076987836,58.037397291057296,47.0,60.0
136,28.280990553098913,72.18655589593949,33.72103694682036,47.0,60.0
137,24.697274134929373,65.71684892429467,71.0786132752636,47.0,60.0
138,33.318443193800576,71.95833146649277,39.88315152590449,47.0,60.0
139,29.37277641851801,71.75529752521626,56.11739657261816,47.0,60.0
140,30.195758343314612,77.87502867727798,36.69471174546651,47.0,60.0
141,40.49896707046443,92.43961190612274,68.38907383282103,47.0,60.0
142,16.973162077391226,53.602920203028056,72.97288380625272,47.0,60.0
143,36.09849896885024,76.37495157126783,34.89607950096536,47.0,60.0
144,33.674002868395235,77.6226083286657,17.67916121822551,47.0,60.0
145,37.2692108068685,93.86131183129191,44.46562152945256,47.0,60.0
146,29.963228084936297,78.75881371607399,61.00270885529558,47.0,60.0
147,20.815945988205478,64.44015042227176,75.24125998615168,47.0,60.0
148,27.36785901470068,71.28353250253689,43.22353524804057,47.0,60.0
149,27.544571891337576,70.9421013230383,70.54513433621227,47.0,60.0
150,29.82718463265216,73.88250269784062,63.682841687547,47.0,60.0
151,24.887316060378325,61.52365970547708,45.64603667208663,47.0,60.0
152,32.151998593948086,66.04770824528973,64.52827671323807,47.0,60.0
153,42.90754588474266,100.5328943314122,34.01960878279968,47.0,60.0
154,43.703591775720675,99.82388491862031,70.24211960057335,47.0,60.0
155,26.89865797829854,72.84694254982766,47.21840009563186,47.0,60.0
156,37.87452008639462,86.13679897266823,52.22475048944016,47.0,60.0
157,25.524845997321112,71.14036513009381,44.726143022808444,47.0,60.0
158,30.027744698454516,73.8171038351438,70.69815231869921,47.0,60.0
159,35.44710766722974,82.88251819318464,49.41153773798436,47.0,60.0
160,18.815810560017407,49.06575165174362,50.24443647948765,47.0,60.0
161,38.578546752099356,92.14550612693039,58.90474979097422,47.0,60.0
162,19.319884772584814,53.82804302898276,33.52429506435977,47.0,60.0
163,34.26538579839416,73.69165567008483,39.17393658228983,47.0,60.0
164,31.617144956307413,77.56286932674116,37.088353512539804,47.0,60.0
165,34.84589951222201,90.92228019658569,24.982596357069923,47.0,60.0
166,43.6651110483148,83.20354381056677,71.88552383354875,47.0,60.0
167,44.57205711135078,104.88690079252758,42.823466767993075,47.0,60.0
168,27.54905045721915,62.55032764669906,46.94343878438342,47.0,60.0
169,21.848092967844472,57.84612920680695,42.128195774948864,47.0,60.0
170,28.075340339264685,77.800446508222,71.98364417640425,47.0,60.0
171,20.717909103475925,61.82291301514083,56.91352812267752,47.0,60.0
172,27.55010579203261,70.02901286470723,51.539077959796366,47.0,60.0
173,38.90708362197084,103.10423197389412,59.97272321634456,47.0,60.0
174,23.963365331351437,69.72045983706349,70.85564820125789,47.0,60.0
175,14.43223634704332,58.21259151618117,34.05319382351342,47.0,60.0
176,34.014051497206104,80.53547366187381,73.03528360977792,47.0,60.0
177,19.172596712155205,61.01259303302199,58.7723716605848,47.0,60.0
178,28.999082229465344,76.99085337844033,54.83521387064938,47.0,60.0
179,47.89732372560307,100.69582608692832,56.2201492789587,47.0,60.0
180,37.56352073298007,87.1156435414465,64.1679657437414,47.0,60.0
181,26.12947188368966,54.54034209869142,79.63785886440611,47.0,60.0
182,29.307218984774558,77.40517452291375,43.32428999582547,47.0,60.0
183,42.64868721696931,90.03255437608516,57.45140635374798,47.0,60.0
184,19.46000212263215,61.98437267080321,64.41810058056407,47.0,60.0
185,37.85623500903793,87.18140037444435,44.848897123513694,47.0,60.0
186,34.144158493054,84.58718528640964,42.886490473515366,47.0,60.0
187,33.98457550537283,72.51489948268787,28.769707706889207,47.0,60.0
188,36.08224438363509,82.9208158365354,7.395698445919173,47.0,60.0
189,25.26431901903091,64.94305572346357,35.93818647189881,47.0,60.0
190,37.679729790939426,80.99667903994647,34.988145423501386,47.0,60.0
191,34.71941629285646,82.74347084393149,41.62952407156108,47.0,60.0
192,37.60317086432014,92.9119360967835,69.64791295214754,47.0,60.0
193,25.28143430690193,60.57041591722448,50.24202877078376,47.0,60.0
194,27.276766563037594,76.15030903278141,50.15839006071498,47.0,60.0
195,31.672361126017734,75.78605675627833,17.17035313917539,47.0,60.0
196,30.918212066872208,60.40640407898934,26.63075110539725,47.0,60.0
197,36.322313065469196,83.90954225705225,54.69747909786145,47.0,60.0
198,27.044219638273876,69.04867743116762,65.52472887467266,47.0,60.0
199,26.340770926127753,71.09696894213316,33.34668633221426,47.0,60.0
200,39.08102547723177,84.09117062745456,20.6575195512193,47.0,60.0
201,32.31687646617173,77.59311402133946,72.01786831315948,47.0,60.0
202,42.35917839729342,87.71851224140808,73.32016346630778,47.0,60.0
203,23.713180743166113,57.569730990319236,54.67377040824125,47.0,60.0
204,31.041182744025754,70.01353066077884,54.846230372917525,47.0,60.0
205,31.027108174321317,78.05194324325521,28.276708701339004,47.0,60.0
206,18.994562495765525,59.01713569103406,29.595289056187404,47.0,60.0
207,21.06216970695926,55.976930154231994,48.73801947202605,47.0,60.0
208,28.791739333712975,71.84545617776112,54.474701386944474,47.0,60.0
209,37.350579746700795,88.13715579269123,63.58529005454603,47.0,60.0
210,32.083643590520865,83.14978842308538,66.09845135259906,47.0,60.0
211,24.99726599887656,64.10774136033884,56.87536255559712,47.0,60.0
212,29.5838122933039,72.11488505841646,70.15198236517723,47.0,60.0
213,29.262428860729887,81.10621541113518,37.57894754987073,47.0,60.0
214,23.21164722301127,55.63172763005155,48.2496946393624,47.0,60.0
215,18.88653981223392,61.24464642079597,48.4910556403513,47.0,60.0
216,29.416291755284746,73.67459736359939,55.65480327930805,47.0,60.0
217,43.8824991127925,80.73849218160854,48.420531222673205,47.0,60.0
218,40.92614795258511,95.44564351306606,36.20280587817332,47.0,60.0
219,27.004711725113076,78.93770380295564,65.35963948270948,47.0,60.0
220,30.88069814709887,76.79118487230691,62.68805057524966,47.0,60.0
221,35.50156396169731,68.28114842417317,32.03050918282312,47.0,60.0
222,18.95685570043191,64.02083693339965,40.583467287293786,47.0,60.0
223,30.585214274794758,65.21285040368062,40.80772981039061,47.0,60.0
224,26.873757270768763,77.99580891031714,63.40403028406791,47.0,60.0
225,23.362375853693454,59.8754899040531,77.4883098489082,47.0,60.0
226,38.916633108297795,87.14700748922606,43.53720239686843,47.0,60.0
227,20.688210738509262,56.056317082688395,59.296438795358554,47.0,60.0
228,15.919345541027871,55.814807794610395,63.27016744695147,47.0,60.0
229,32.990563347227166,86.12536718859191,60.85449368059001,47.0,60.0
230,23.49697614133028,67.72371022265118,40.16198443501525,47.0,60.0
231,43.84541632839908,91.93254238274457,64.30221201303988,47.0,60.0
232,38.098318223295905,98.42127448173024,44.05014875107567,47.0,60.0
233,25.512987999003478,71.27130179980409,43.6707092627947,47.0,60.0
234,40.48567316888527,100.62638653543168,65.06262036462338,47.0,60.0
235,34.363398875910285,76.92067900043973,44.37567786209419,47.0,60.0
236,41.88852992006024,98.02777996425549,45.14290444109661,47.0,60.0
237,25.55483072273808,73.3555044288561,68.95460902593406,47.0,60.0
238,31.094533861247317,77.5526450119762,38.215113055713786,47.0,60.0
239,41.0730261604129,85.36353066269899,48.166627086830836,47.0,60.0
240,29.56084811022539,68.45681492586091,30.540277639341006,47.0,60.0
241,19.365531448668357,56.691630479947094,55.724656274043646,47.0,60.0
242,39.17094681586547,78.65324735198676,43.217914603505626,47.0,60.0
243,23.672431897520106,65.97890217807668,39.33488052723094,47.0,60.0
244,29.33928882445469,70.33725924516054,73.51118104725052,47.0,60.0
245,32.85458050118182,67.87921547329496,67.98090142084305,47.0,60.0
246,27.384504189246442,74.94440507639253,59.60130128869063,47.0,60.0
247,33.047939351547434,77.56787807363321,72.21717154786369,47.0,60.0
248,28.28552346000386,64.04750987633646,54.784744912152036,47.0,60.0
249,29.88138196624113,69.52650642228365,42.23517517140136,47.0,60.0
250,28.465788172434014,72.5557085660134,58.3525070634614,47.0,60.0
251,30.878475375949883,83.41723669980158,55.01222621788382,47.0,60.0
252,34.49771090855762,69.89677722929726,46.45588501717046,47.0,60.0
253,34.69348446636115,96.50869685009313,35.23016411719968,47.0,60.0
254,32.45935276882463,88.6759641166605,37.541104706977016,47.0,60.0
255,37.01786607604579,92.29307812224286,17.911665680522532,47.0,60.0
256,36.55982091169689,77.58367701306811,64.61232601651217,47.0,60.0
257,17.62644642156677,57.31107547183752,46.83748904037685,47.0,60.0
258,42.374407630579086,87.73038681541101,82.24804779884529,47.0,60.0
259,23.661282563750184,63.43989651483664,38.97289351729982,47.0,60.0
260,21.612357647112475,67.0951187526655,33.50690353907454,47.0,60.0
261,31.6816413024575,88.967489225841,54.69391995195979,47.0,60.0
262,28.47186311883678,67.34217840533506,49.69016742817426,47.0,60.0
263,33.45230064706511,79.46730800873726,59.51491416137288,47.0,60.0
264,33.600302967120086,84.10870578967695,33.60613669043016,47.0,60.0
265,38.121202961465364,86.22504690121077,41.11658267598111,47.0,60.0
266,20.086820666968816,51.52155597236297,66.5791312496487,47.0,60.0
267,27.662715490346958,66.33016979744535,57.33014907005067,47.0,60.0
268,21.641732998089505,54.196961951693936,36.39912426568722,47.0,60.0
269,27.079369883814476,71.41019183574791,36.52330094869635,47.0,60.0
270,36.94238042041104,87.09140721352439,52.87974831327161,47.0,60.0
271,17.288045467288143,51.96378792823177,65.06224073150405,47.0,60.0
272,30.94284614991005,81.97146251995312,79.61638934053877,47.0,60.0
273,32.01164030358406,78.1661226264604,65.58984901386484,47.0,60.0
274,31.27342805309798,73.1390822223439,73.61979636136476,47.0,60.0
275,39.880379001909354,95.19838346220412,32.63606917129679,47.0,60.0
276,27.11069857379583,80.24430575438879,33.73686543901224,47.0,60.0
277,34.72423345183665,80.21736857747179,44.75337722306887,47.0,60.0
278,32.216623796470785,63.33029071537849,47.31747421802104,47.0,60.0
279,22.744771424351505,66.15249480795411,49.780666876863805,47.0,60.0
280,27.590017338646092,60.79874182157096,79.15896401272231,47.0,60.0
281,30.744974439676124,73.17443476437784,46.98479859785401,47.0,60.0
282,24.438901166424216,65.90158987895663,66.84518253326767,47.0,60.0
283,27.412821181651662,59.798337257643446,39.743580196992156,47.0,60.0
284,30.217141966430642,89.23321624488057,20.928508104793412,47.0,60.0
285,26.541026914467306,74.93083057165882,47.94670167984054,47.0,60.0
286,25.869199308232318,63.365533290486965,33.659515416432576,47.0,60.0
287,27.48494767268441,68.23853280827583,92.5410488389666,47.0,60.0
288,26.4818723527571,76.53047518431418,62.71974300327568,47.0,60.0
289,22.78534309707958,57.504418423801525,28.47673021690809,47.0,60.0
290,41.71099964728718,96.5267267685796,30.80477911991659,47.0,60.0
291,31.241430118123812,82.25323797335241,21.389041719095335,47.0,60.0
292,34.0098448996142,69.5784358608314,75.69211470618866,47.0,60.0
293,21.733868204810367,55.02012929456074,75.27477822505472,47.0,60.0
294,40.7542095029257,99.76803345033177,63.78363217393882,47.0,60.0
295,23.952092052242488,51.90878698844241,11.760270387944082,47.0,60.0
296,27.76704653570977,75.40164333699417,55.672856067412894,47.0,60.0
297,39.4940843954637,94.67672579376838,54.72496512045445,47.0,60.0
298,25.195385841409635,79.04599873213996,68.22172508979588,47.0,60.0
299,23.35567173906303,71.21820978704325,73.4717289998296,47.0,60.0
300,34.02180719533127,79.07034329498994,53.287491242377044,47.0,60.0
301,18.87774191418292,57.301703768931105,62.044678678720935,47.0,60.0
302,34.42839206479442,67.77043060956323,43.954919408530685,47.0,60.0
303,26.269138301150566,63.58255032409691,59.45495699658255,47.0,60.0
304,28.72530234488539,75.44057155145538,40.41891356420136,47.0,60.0
305,20.117967512286487,59.53754384787475,49.62910809077243,47.0,60.0
306,26.716956532160182,73.38951949784192,60.95629784144792,47.0,60.0
307,24.406387370186458,77.00919909443255,46.49506192597961,47.0,60.0
308,30.42818652917793,79.37503118509558,25.648591495545165,47.0,60.0
309,38.12583021176475,89.953357093985,9.938503243303806,47.0,60.0
310,34.54212052619202,86.70281050887243,40.643761545957055,47.0,60.0
311,18.110408013490435,56.27007138212908,47.64576816034025,47.0,60.0
312,29.24773790929705,70.51432362128809,32.451776027712256,47.0,60.0
313,38.18582704359058,78.28920600790623,38.602886428149304,47.0,60.0
314,30.9028798991139,72.09604570539243,5.8996730130389485,47.0,60.0
315,31.624216567731164,69.14142199809962,42.04012531677598,47.0,60.0
316,30.474186803126564,80.12824488722981,27.690591077649415,47.0,60.0
317,31.827607449217847,74.58858915272423,53.968464263758555,47.0,60.0
318,31.159678701370844,76.54099334430805,34.403403679152795,47.0,60.0
319,29.199193639991094,83.62001323450099,43.19063086688765,47.0,60.0
320,31.453246837599036,79.0745452204603,42.8191571259632,47.0,60.0
321,35.77159957656563,81.76161438198258,51.715597818606206,47.0,60.0
322,30.03938632121933,75.00854211265562,54.31401789445835,47.0,60.0
323,34.8157946991395,96.23901972507714,67.89059358546575,47.0,60.0
324,27.47628968090712,56.99718145407525,60.283989439875626,47.0,60.0
325,28.817200618550434,70.49403691534586,29.76900538594884,47.0,60.0
326,19.61159699121979,56.50159660506979,54.68638770960436,47.0,60.0
327,21.653382755446632,55.90608191720824,65.07510021567975,47.0,60.0
328,24.945330663943494,55.14075614949599,44.24737197498429,47.0,60.0
329,23.693163226802206,72.4184967196782,74.34867795790184,47.0,60.0
330,34.9940819690411,89.16143408321422,34.38003250572257,47.0,60.0
331,33.47183329633225,73.7144932783276,37.32374358494775,47.0,60.0
332,26.07712035262994,69.37570187490535,39.864739538674364,47.0,60.0
333,34.06254054116691,76.80192218261578,50.03986171954064,47.0,60.0
334,23.800404528553674,56.91763478379056,42.90178880402968,47.0,60.0
335,20.918140377530374,68.21854361220186,44.02888902013877,47.0,60.0
336,31.052135723810494,77.23131871808029,40.013498044841704,47.0,60.0
337,28.72993315842169,70.6766718369438,33.46446627306926,47.0,60.0
338,28.59309056516497,76.35533929215099,70.42961099676462,47.0,60.0
339,21.655641704928193,64.29257594923152,48.54295300981979,47.0,60.0
340,34.6402795845023,83.03912587218524,64.36275673880881,47.0,60.0
341,32.154567569889096,70.62798189615856,50.84523206833343,47.0,60.0
342,29.979663446549495,66.88157473690376,61.12019582565029,47.0,60.0
343,34.83662186250658,82.80573119707194,37.713044658399355,47.0,60.0
344,20.008061341766673,59.918209348339055,44.75359416108745,47.0,60.0
345,29.82126628872517,79.11328138806296,52.09263002740903,47.0,60.0
346,36.21513586019964,95.69959024714753,49.498146205233304,47.0,60.0
347,27.07352674519471,67.61290930704753,50.95102641676942,47.0,60.0
348,29.917501083094233,72.77267287240815,48.92170162749486,47.0,60.0
349,34.66639452902333,77.1855004358813,55.82979877814885,47.0,60.0
350,17.75066622791901,68.48181483606045,54.04117709357434,47.0,60.0
351,35.203340383144685,74.17533173386212,63.66415935666112,47.0,60.0
352,22.586301415835056,60.37339548045056,40.953388016495204,47.0,60.0
353,40.44697257472229,84.43848664424347,58.1823946623867,47.0,60.0
354,29.67455797753386,63.968781554415806,40.85582307095572,47.0,60.0
355,24.61383410526378,66.25162366937803,45.23489438061479,47.0,60.0
356,31.413950379457933,79.10402054073717,44.94717559961596,47.0,60.0
357,44.18937389740348,101.94493636048276,46.4195208402324,47.0,60.0
358,28.278791193250736,77.33577923618914,25.851517833585866,47.0,60.0
359,27.395790054424094,74.25578556424293,55.72134994727175,47.0,60.0
360,25.37118722583339,70.01047346689471,28.598072676691373,47.0,60.0
361,29.255362203900255,79.48496553348714,49.7555031213096,47.0,60.0
362,28.739631241101286,69.45501580086365,67.12390945311664,47.0,60.0
363,27.222225632328264,69.27664615999338,31.289952504678972,47.0,60.0
364,32.29238424059506,81.76021645326998,31.924667285447832,47.0,60.0
365,31.411287337876644,80.95199905897299,49.649702788516535,47.0,60.0
366,27.517058302684653,83.14306500970814,35.04531863966265,47.0,60.0
367,24.459759639759685,69.78973197985606,52.77968863029221,47.0,60.0
368,31.58498017156891,71.66798063863634,60.57944490864656,47.0,60.0
369,30.948622864882296,82.2516412963456,74.05614275525811,47.0,60.0
370,44.616274751717334,109.65827081376726,58.69744749165698,47.0,60.0
371,30.91137075453176,72.46841667116382,33.78215053573382,47.0,60.0
372,34.37252365806098,78.56047410729161,40.424227539263896,47.0,60.0
373,30.434182315743122,72.78146222357253,53.69707093839414,47.0,60.0
374,23.460509217356822,68.64105666683353,40.03592705110151,47.0,60.0
375,28.221446525056084,71.4653382695324,30.696695481611062,47.0,60.0
376,32.13091164942762,71.01073479011143,52.4478954649596,47.0,60.0
377,32.98402604390627,72.41619705475416,58.6823584139015,47.0,60.0
378,13.441203263474375,55.71521434064075,57.462524542914004,47.0,60.0
379,30.210733882386872,78.10505328587655,54.63906115983986,47.0,60.0
380,38.54424014518989,89.54950989454929,35.54462294756559,47.0,60.0
381,26.903751492767515,74.78523206599291,52.767642563694615,47.0,60.0
382,21.1702449760971,60.46657001099849,27.39333524830205,47.0,60.0
383,39.237117369382915,96.6130092005246,28.335002149776443,47.0,60.0
384,27.073644277290647,66.08734311918278,59.48573720644291,47.0,60.0
385,18.544595373655937,54.37714594473788,44.897953183761615,47.0,60.0
386,29.572573669305633,68.87118802214431,44.026096166014256,47.0,60.0
387,41.085957051142195,77.75517910259789,52.56462899705809,47.0,60.0
388,37.088727998134246,85.08213307354424,60.953607470962794,47.0,60.0
389,21.392690695095716,71.29722533390412,37.31081988957657,47.0,60.0
390,25.61516492968287,69.57043942611676,37.63350705134794,47.0,60.0
391,27.61705141723724,71.85160160650298,52.91240337327354,47.0,60.0
392,31.94195321256201,75.91975267089221,50.35326585658874,47.0,60.0
393,31.67179703157379,65.02440864432317,69.94326612619739,47.0,60.0
394,24.115435162806214,58.85193720155272,51.86949880762124,47.0,60.0
395,37.806337120523736,94.16362789608145,65.59592407321001,47.0,60.0
396,18.33934826181181,64.35576121461452,44.198013484220056,47.0,60.0
397,37.20789202380569,88.96534979301455,32.25523600161452,47.0,60.0
398,28.86112696954959,61.782483943916226,42.13484329891491,47.0,60.0
399,23.037815788639264,75.61543837550877,60.734377282318775,47.0,60.0
