unit_id,ConversionEfficiency,EffluentByproduct,do_set_AgitationCat
354,-34.75172887977244,48.829544032321884,50.0
355,-44.11384342691587,57.4458547975448,50.0
356,-35.43680639396525,53.818123029873995,50.0
357,-52.55166278713654,66.91808677654164,50.0
358,-34.02125955769022,38.86308039131792,50.0
359,-29.195116336711113,51.07653101874635,50.0
360,-27.338994738482977,55.255370502633795,50.0
361,-27.192210206851804,20.848738550398963,50.0
362,-21.7243213481864,59.025114903855595,50.0
363,-26.163455453819275,35.29052875042665,50.0
364,-29.62720281588892,33.45816548066761,50.0
365,-2.725520301246606,20.517581395901562,50.0
366,-16.661968107746436,12.170359893349906,50.0
367,-47.524064367117354,48.2350048829028,50.0
368,-34.232758288404476,45.31122591324303,50.0
369,-13.822949260481398,33.07493949051807,50.0
370,-18.39076841041156,38.27036515903162,50.0
371,-41.169838518245285,53.09199253129403,50.0
372,-31.131389008091983,57.003127050904865,50.0
373,-45.92726063597615,54.41320499206627,50.0
374,-21.816677805866547,25.895761652535093,50.0
375,-43.948306621974396,50.78046742840536,50.0
376,-24.793601008203407,52.65506499398729,50.0
377,-31.07366698387949,72.23012977510577,50.0
378,-58.867432638512895,39.51366318375174,50.0
379,-41.89921630246728,63.85035523259564,50.0
380,-19.222845091657142,19.286410071953537,50.0
381,-41.588955009329915,49.41860159333797,50.0
382,-1.7913714331519293,27.666773783450523,50.0
383,-27.816899643796148,46.59519540416076,50.0
384,-31.964724787554573,35.802361738958254,50.0
385,-39.87554064325015,40.51935439652476,50.0
386,-35.55456946134034,72.03774152905896,50.0
387,-45.75778792816992,25.63099050859931,50.0
388,-32.62296396305411,36.77917571896316,50.0
389,-47.219382809907216,60.2892367372002,50.0
390,-31.507501960233157,12.491970860567005,50.0
391,-47.17810142304215,60.37377521866357,50.0
392,-27.33789435136821,34.949131331173355,50.0
393,-21.236755095675214,38.4492323238847,50.0
394,-40.31098060051203,49.0603250608207,50.0
395,-14.496613754340288,41.362786527524335,50.0
396,-49.04879962785956,44.98483821189361,50.0
397,-31.876539700476105,52.455387195990475,50.0
398,-33.523716577957735,67.54723462764106,50.0
399,-19.21441707706074,27.29321084119871,50.0
