unit_id,ConversionEfficiency,EffluentByproduct,PressureDropBed
76,-49.5880873625867,57.0839267868608,45.67966095611406
77,-20.260171952325628,36.516138226966724,69.58224563958998
78,-43.77312236205264,35.13550290340956,39.23150632347276
79,-2.5385805137110413,18.990549067263938,58.04190510335475
80,-47.61283853412183,41.93555049266247,59.98148289444008
81,-39.20964278670959,53.720808423794445,40.546751086769646
82,-33.27793617889313,28.069260643001062,39.65326590903189
83,-29.299318042299138,39.563583675783406,49.63105162114505
84,-27.051691210363003,45.0274156634785,56.77235738642405
85,-29.619127820908982,52.462153055477046,43.51885906435591
86,-12.181184494785214,33.10160743585262,52.77769674193932
87,-9.95729980926859,-9.072421934365366,48.534427470450254
88,-29.30818893364444,59.8823686884048,59.610734058700004
89,-47.56289053979292,44.5576162247681,57.77673439467653
90,-18.622717865875064,44.19722008176166,41.40118506799848
91,-15.026901100234639,47.33471174350313,61.75971089667834
92,-7.74520904244091,42.46449908946588,38.27178880498663
93,-35.139665266374486,52.75933193216784,59.524069399378114
94,-42.59625430798257,15.057984168723554,46.17554521896509
95,-32.437243829504425,43.63336387205824,39.76224082772245
96,-39.43596944454535,37.41972627156264,40.88164786873562
97,-43.25378140070569,38.20957955517106,53.5073865617943
98,-35.5701905763343,54.15030194754319,52.88864558510384
99,-16.673442793512354,26.027101641386167,46.13036727282179
100,-49.14790098029813,53.957264899429866,54.83264866100959
101,-47.06733014927081,38.857258363751534,44.26548752412376
102,-25.842710664809612,35.633222800115355,40.994908017535984
103,-52.446722373129944,48.87389463681648,59.62794327718052
104,-60.973047603852535,65.36448745277563,41.720258333191985
105,-14.422641644795814,19.088774904996928,67.88709372226516
106,-47.21541150463247,38.09113283645704,35.7109998075901
107,-14.46041448691085,12.16979885765714,50.91870551966311
108,-52.8499097442307,53.36226459866163,56.819541857064024
109,-22.656425395013308,24.408933391407636,54.70583714042759
110,-43.92833623645504,53.71663817997656,52.72090862502596
111,-27.816423713484454,47.450946569989945,53.9915056590362
112,-41.5177291774132,41.61031520344793,52.045888807600335
113,-12.835946572100381,31.976789904340983,61.256185802019445
114,-24.005246626557305,65.94584334872441,32.012704795340575
115,-35.43942176569322,63.314044623523316,36.6326694160918
116,-30.287297027658035,33.1160449182192,63.86347263347441
117,-38.60353831708046,44.765304608672935,36.55606989593264
118,-26.612053651608203,34.24119411298686,45.07382236006329
119,-34.08786240129042,76.48224588645624,42.244992109195096
120,-34.61293775831934,61.36518888861808,45.626207412126035
121,-15.073629214524914,26.51215692993331,53.30924281507647
122,-45.6562644614573,50.692041731405595,40.75306989828081
123,-29.65289323286755,31.99882018637689,65.11464042724785
124,-35.06353818519131,35.6909678968963,53.09900191867
125,-19.123238209118227,34.5784535338307,47.47830317959399
126,-38.855843233374664,58.979376753859235,64.84504157253316
127,-36.34002799131157,60.90573817996514,72.46052608968131
128,-50.080223397080275,31.014118604715335,55.37093308629873
129,-35.15737238936992,25.080397812618106,53.572320200233015
130,-21.36402932560735,36.587393940207704,38.258412455089484
131,-31.52513972313554,45.15808344583233,62.89289851920623
132,-43.92152643345124,42.850715362552755,39.57413611647855
133,-41.14328747337054,46.040550865882125,64.57129068441573
134,-49.322821469347424,57.05611801584706,42.02880240254195
135,-40.33467590307473,49.733028157215905,57.14978288697016
136,-56.103070393201094,45.030757281816754,55.07369270374858
137,-36.62209792961754,39.26299054994463,62.074228356769595
138,-44.09319874576518,38.52458644781631,39.33664577220885
139,-31.81303250578624,38.99500419339768,46.714482882132394
140,-2.5447422701345737,14.620872682630502,43.47924862716034
141,-39.80905119208438,50.13757726081199,43.70918311115363
142,-45.45075740680112,41.36313441710002,43.981485370511386
143,-35.07597868830614,26.308357478391184,77.82870580088021
144,-27.4068238977533,58.73447765016991,62.72490304264586
145,-24.595721987335793,30.652388903064733,43.772547440121365
146,-12.346775953870365,39.9383141596409,60.50170939321884
147,-18.559282375523765,41.59012118674367,33.98603514183938
148,-38.37527162379797,40.11491024553533,53.40850726283316
149,-37.37127552938797,41.81607855222728,58.45776730718142
150,-26.849062908118356,33.932532320076845,49.38860726586271
151,-40.127827950607504,44.09833294227141,42.60128652695014
152,-32.78854789824621,21.968132327119964,37.47626114783237
153,-1.855080133142542,30.895355884433776,50.51140771144705
154,-44.798747465087494,75.27242194720796,51.63835082435339
155,-44.423802278375646,49.447563176644046,54.57023566395298
156,-51.9259757203321,48.87079896641794,46.20524773354538
157,-51.20184854979407,36.96449296446064,49.70362482239138
158,-27.891794165782706,48.58736799019156,60.825074992286744
159,-27.903515221113857,39.87884332684044,55.32983386547447
160,-46.47995016713898,37.35999533169331,69.39335767075073
161,-39.915848735839624,55.951956264688036,51.24928714753642
162,-35.94654077465297,42.0867793236995,54.74184757374657
163,-40.17495104001229,50.02179078514596,66.69323170857568
164,-39.20084597399456,38.497683741414775,40.51383025804643
165,-54.628639944420165,67.97692567514379,56.50558894191573
166,-40.32509753731432,19.810087853141166,83.76609085719714
167,-45.118896072036364,52.214074001557165,39.511631222272236
168,-16.63833948284307,15.902323698957602,70.86130133781099
169,-15.498486304825809,18.696495953240643,48.510898512852044
170,-17.037753074275614,36.514980252227495,67.50809315682581
171,-12.726146358528153,19.376919901050687,40.0066607255138
172,-2.2338228521131978,27.7262899885133,66.4623786030466
173,-28.74083736279726,56.63787928863881,44.3402121515503
174,-36.41965060710255,43.96759882859146,58.90270408491886
175,-47.03166992333749,57.62552679054366,62.933896424717354
176,-25.54881181193397,59.80820955179244,28.089693854629452
177,-45.92158621701909,48.05175841749763,49.95010899482486
178,-33.55651220823329,35.873410167452974,46.95641575182639
179,-27.700369374777203,56.1090433196954,50.475375813850555
180,-30.74239212982377,49.806289299623,71.34968151709158
181,-35.51423523253422,33.709700468760595,46.859010379651465
182,-48.51509860356966,63.88166839655991,42.65625005345525
183,-47.60665588956735,53.13678291953205,42.33628020709832
184,-50.379805143727104,45.63112898840266,27.53344539738075
185,6.59873048397149,8.634499529860776,51.920608832694015
186,-50.9382271563786,53.26293267932028,68.50057764147537
187,-28.329089727480078,42.22652041418791,58.36023139203697
188,-44.39321035112385,46.97862166816342,62.168226270321234
189,-47.00775869491698,51.96575393405894,40.750995935581166
190,-27.29690219421027,36.27959503649412,54.83771063597417
191,-33.42447291788323,39.982020139500754,57.3982975998901
192,-26.905005624443753,39.19621804928964,51.27023785920998
193,-42.1615354124265,41.2236842912704,63.181066197420655
194,-30.942931396579826,44.82721948428413,58.96257152464208
195,-4.305727921401222,5.5546279837674755,52.72679263770396
196,-43.59415315934787,28.619785949952217,53.17877129713189
197,-37.46826450026972,44.58928399623977,56.259437145713285
198,-37.22882232394368,52.04069262474628,42.88439554970037
199,-11.4269858255321,40.67416568479825,43.94424591511262
200,-39.636987524494444,31.82731392437464,38.118018840007245
201,-26.846296618262485,41.06343170974681,69.5308445331691
202,-23.680005924351203,30.529320211548605,65.08382780634433
203,-17.819007467874457,16.526582147706655,66.57302594598335
204,-16.20780705062608,19.788577096250975,51.20620841740301
205,-39.85733345961513,49.27428597253501,37.58402600886265
206,-27.818472025612927,38.66020419486922,39.076716819372734
207,-43.19679026365201,36.456767837357305,36.95044016889887
208,-34.03170667091576,34.597986423046166,58.26560662764882
209,-5.602504773153278,36.90599821056339,47.62456750882818
210,-12.227095716445262,34.31880728348185,60.27639264247812
211,-27.21101759109159,45.237691828272894,34.53031354584978
212,-35.304706051131845,45.92730718864705,58.437368748325405
213,-26.49243913569189,47.61793210437885,45.14801624667475
214,-51.152377002784874,32.52408022798989,41.975223653931565
215,-44.74164979544174,54.19076221502225,71.70079924225695
216,-38.85648130053773,49.236174881127944,63.63093925667662
217,-40.936102421879106,31.04360895555798,45.367332264400225
218,-31.18128293510629,59.44371239393554,46.46379388146952
219,-52.705954871803094,69.7474958651516,73.40766171540459
220,-29.25422543318782,37.0673446093532,68.09355298955131
221,-43.02358247017988,32.6670111593981,32.03685853950249
222,-45.69883669150186,53.454309093122916,52.46192418453717
223,-52.16005164325461,45.55729370667886,46.213975816853115
224,-45.69462288330131,56.53514212514556,38.31247541049889
225,-33.16755640646088,45.406915272626556,87.7320741363101
226,-28.712486431673405,57.3721050297436,42.682850380375946
227,-32.95503306164534,50.83951433179015,52.27535156803157
228,-16.720310129031184,17.13419104361522,56.0095343226025
229,-30.51437099258392,28.895261304570276,45.72458250217785
230,-31.934226365783523,51.868155929622176,49.2630739416748
231,-24.969149361033924,25.33339017587256,38.60916643077046
232,-36.249681678059645,60.47303157781178,50.79408942863388
233,-35.544758388003295,54.274401823094195,58.93214128831311
234,-30.351805093091905,57.683267761279936,32.49833575322624
235,-35.02519730562008,45.79257527572665,60.09241316590361
236,-31.07160812270008,41.444319819940624,52.311324229144006
237,-26.030910785024446,37.40318651043533,42.19128597620664
238,-23.03529745497967,53.26614155871616,48.41418085301605
239,-48.146764303507595,39.29744237216802,59.63558444029457
240,-39.07719143425934,35.28457690914615,44.73213933759706
241,-44.90023932008384,33.33357596980344,64.98926737340351
242,-41.93943856276581,44.97252557305258,33.74404200293305
243,-18.224992963228328,36.89296309276561,57.01886447463881
244,-56.890687465844486,52.07786327712985,37.035608462103475
245,-63.103151605100486,44.02540797962208,40.36832080556093
246,-9.198771263045366,37.70880698991314,16.776787355659764
247,-36.408253368345264,53.69276738870694,51.93645133920647
248,-44.15823618273548,45.021290672157534,35.98629132659695
249,-38.932193739365744,43.70782174870597,28.700115809508297
250,-54.318141834519714,65.60928608640496,55.781955651827346
251,-39.34784964257514,44.383712183372964,45.874704455507825
252,-59.14742680621771,51.50958220453093,41.056334308457394
253,-23.834821012646692,53.865919018095546,45.42565640412327
254,-32.65668591260512,58.73275375094247,49.265970578258184
255,-34.39546379258516,50.889889137500646,56.18609158312027
256,-52.018631482065345,43.99349836040392,44.73864479030892
257,-52.603636310993075,56.36022184628363,70.26136324004902
258,-28.522974965726675,35.40420682938847,53.788167489637615
259,-27.176708616556944,32.95282046897835,39.187638650015586
260,-45.46240837758512,69.43731348762256,52.31133754525289
261,-38.23970333974307,64.91048458323982,55.28061084466756
262,-37.40063792850061,35.172331382242085,47.332267238039044
263,-17.62095559082023,30.90944221641939,45.464770783265855
264,-31.993025606467334,57.327794168485745,46.19245620050324
265,-33.115501805186135,56.124972619490435,38.87965015948113
266,-50.18163259916805,38.72811514678842,52.259924060274145
267,-49.00329097297183,48.04333391256914,57.74088337051633
268,-39.69100198997775,28.60738941304055,76.71741816836253
269,-46.0456489040176,65.75141612522222,64.85828737592254
270,-46.08837617028685,53.6160506794212,38.86819703334797
271,-20.46239492182154,15.902724605765663,59.40929563136139
272,-28.94580407521279,32.48670647250395,35.10011325434862
273,-34.79971147422335,48.28974115070276,36.63050892634097
274,-37.93101939399473,37.96114593251639,47.86175582476962
275,3.0851686610322298,12.931250754977734,27.80515656995569
276,-44.85577394097568,60.55173093095354,55.8257466058192
277,-30.579585229760998,24.205810320121333,45.88489262162383
278,-27.813340739632466,27.177636276104653,60.39507619765284
279,-44.082041982345224,48.14125250285714,48.51454099253611
280,-43.76276395865589,32.88992221643654,33.40592617016121
281,-38.4985574804739,42.04122680695362,52.93697014830081
282,-39.97520169056591,59.425210323182036,70.47382022868034
283,-55.001446602029006,49.24278781481541,54.16340142044157
284,-29.305135248813528,69.89285416949242,36.86704028866245
285,-41.9939368319836,45.801419266509775,33.78973154667507
286,-47.65863547579225,53.784017750253255,42.858972827845285
287,-27.413065008408754,18.86798291896081,31.08349578468168
288,-31.515493802155504,49.8973367979605,56.07822418041585
289,-39.55190988839023,39.034021150967114,66.15626030082441
290,-33.751462612052634,63.87204728001025,28.63775887174335
291,-19.9935179824439,52.433765283357396,70.18127887451972
292,-33.68803622432884,37.1826194245626,41.84912331205347
293,-34.1499527722966,22.784191480214883,45.307905704787885
294,-50.863933981799875,61.294982828617066,55.23767620268633
295,-42.99118928008725,37.147551193689274,51.228217774193084
296,-33.577471580637614,52.43663802023099,40.31135562493263
297,-46.917878243909584,63.9997622481017,53.30360602489491
298,-28.37863071253331,53.474998141308724,29.80095225310831
299,-32.36130264052995,55.645384072375464,54.31026234232757
300,-39.956220015409635,46.634790916297106,56.491244917808345
301,-47.794517856530135,52.306035539269416,27.775021475230066
302,-47.27961076025258,35.24030710926971,60.354236018331804
303,-38.59741278653095,24.357823748184487,45.95100927395734
304,-36.32951025670988,43.381344559560176,42.60548654893896
305,-35.23086415127937,38.96422530078302,63.21578400747383
306,-19.320087051336564,27.58189652187798,45.83912874119521
307,-33.62628310052807,51.14686642131115,44.66186886687421
308,-29.640895611581254,39.16582524816028,57.781441507919645
309,-37.84901455962708,52.78641928956401,55.94319165358349
310,-38.800063563241174,44.15930997916937,41.429623006357154
311,-27.281730558737955,53.78622108490216,41.59708807726095
312,-53.50901112755839,47.37670856336797,41.76181185411467
313,-34.85852699280476,44.72378043413755,33.50295623354189
314,-48.055965641797115,32.49670222917855,48.26482601860833
315,-49.41599609576774,43.44564344690451,57.06543194795514
316,-44.30858228773543,60.75813930348149,43.53433214522197
317,-34.688922277929954,55.5580468482868,61.14139546380691
318,-53.186183608101345,47.26925342142101,48.36078871839207
319,-47.795553037160495,71.05880338190784,52.071445760096964
320,-2.65029294540703,43.560068876623156,54.45660203905077
321,-3.986925321659564,19.52834873592658,59.220276206085245
322,-49.07984668566331,62.40837234247229,42.78496265136165
323,-38.47124469226445,57.086676064649645,66.26246477755939
324,-44.98379096000641,18.560089116450975,60.63012994796691
325,-12.296318331704642,7.749408097124631,39.74862735850374
326,-25.05157272788538,52.2455435443637,27.01568510680569
327,-16.55704188077456,30.12802571868587,55.70437699188095
328,-19.880588627873884,27.860685299725503,54.78405988992075
329,-60.15626407446345,57.971280853856186,36.088719842223256
330,-37.56351206538637,54.4091674994222,46.712720597025836
331,-34.32406250948213,23.63958503508657,51.58819549806394
332,-37.69556879431461,43.08588978221291,61.8274562434577
333,-50.6209378464861,55.13559611118721,52.84347949275145
334,-54.008297321942344,37.02457181215786,39.60751772051631
335,-17.546552835107757,49.725411971950905,64.30689218025068
336,-36.164678656797086,48.06780060758406,48.07563494786859
337,-34.453849115847724,35.711029795056454,52.072920899193875
338,-41.61397256105006,58.27689776560938,60.49491719017428
339,-29.625810234819525,37.80214906263163,58.65436707083786
340,-22.90896456465496,21.337067310884382,60.89821244765345
341,-3.089556038698113,0.8526203025596271,37.962123657111505
342,-46.52432449910595,38.31354602687031,61.440573609485526
343,-31.398187879250983,48.40189305295616,72.79191452452213
344,-59.81676162183349,59.967007984628545,40.48291100027599
345,-33.820621577098194,44.94210473452355,52.13789174219148
346,-38.047146038300326,62.80347500779105,28.07533056469447
347,-34.60109430340242,28.8303769860861,71.33311734345874
348,-16.715422065745358,18.479430177331892,47.62440887098006
349,-27.808475543803837,41.33922512144637,48.26907034180028
350,-50.3430948124229,59.61654818424212,63.876891416408306
351,-32.751719781528465,40.732244557084265,67.97984033480788
352,-9.608313083933606,-9.17782724384098,49.3652032001579
353,-38.974497855091755,44.86911424891018,54.23868001194593
354,-39.760294577673534,26.856854274858065,47.5174038070109
355,-34.671305918702785,40.099265382162486,61.26523545695916
356,-25.067592180197934,29.65360942782235,46.812479403610666
357,-36.59898482163601,57.45347337386677,35.13834402323657
358,-48.70389247652792,54.88587088790197,46.67319766996242
359,-20.322055873282565,28.93863188636442,43.36284884261162
360,-43.351807770957755,52.032454673875066,61.177448570792784
361,-36.871501436981106,41.381642379324404,52.16674849300993
362,-36.55907727291758,59.26906922997585,60.360313215857616
363,-40.65282111741868,46.206964896403385,58.268830776558914
364,-31.620098238350486,51.856940835865736,64.19106911538489
365,-44.4894021485058,36.53035397012226,59.245765360179924
366,-48.80782826535488,54.66530198661411,69.58700784980086
367,-31.3314521679339,70.63166677346746,38.161130763007705
368,-31.271919218648556,19.861421769126665,40.33796475758589
369,-52.80539425930319,61.65096354326779,57.69112669869311
370,-34.318312530226066,60.60681825391566,63.06520777225512
371,-19.14036945669634,22.42946957340736,55.47377381759117
372,-32.392911004501194,45.565074314909005,46.0849574755359
373,-25.252270518337205,38.57560741345316,63.787528660041495
374,-40.17208184034884,37.73537373812765,38.87124339203829
375,-22.054560511313962,28.303576369715955,29.863986843900904
376,-60.07081201359664,38.50468309947356,70.02384878562562
377,-26.210416080827326,34.729646400045965,31.749600042957454
378,-40.12634389941858,44.19579727259734,57.896258818983284
379,-34.53301795049128,45.475833293785996,62.76594356797396
380,-24.029639008858197,55.6490615100717,53.19121120960702
381,-13.787579563667238,24.644495352327937,66.3603789223236
382,-38.37740314438184,26.471142430186884,53.100922653677884
383,-37.46426785406078,59.77939258583702,55.483405368029224
384,-23.602671419040057,30.245357971866113,36.68278292552954
385,-39.58974765072628,34.152412590722896,48.00139239043249
386,-44.65764821928682,50.4382040271466,55.54681024248239
387,-23.93104361458597,31.183323963190766,61.244406015518635
388,-40.19778540202968,54.98133020947014,38.98788746962678
389,-37.53270773240409,63.819013648782686,24.674978134739977
390,-38.4065642769445,47.735837895503515,58.70194062119129
391,-34.624744523315634,40.96474555574474,75.714806167577
392,-38.8660117317489,50.14995524218508,61.650431426882285
393,-45.59225816975849,39.32504968161316,49.543131611312965
394,-51.67718422344487,45.81861096726897,49.46423916663765
395,-31.39100053984934,65.22001503649986,51.086216726532335
396,-53.548123115880045,46.53815938458504,34.61324634512377
397,-45.121802575124676,62.91582423543822,47.123080716040704
398,-23.676586688758814,17.717709291283906,50.851957276358696
399,-43.08275635063292,62.54344374561555,62.59749826744055
