unit_id,ProductTiter,ViableCellDensity,Osmolality,do_FeedWaterFlowRate
124,27.44626627781442,79.90517138448108,62.31192555967809,10.0
125,28.4759597709029,85.88862758622977,42.19954821458811,10.0
126,16.1378553808337,86.41338552516342,56.450422868014876,10.0
127,15.132987772719044,83.70316318732364,52.33659829784986,10.0
128,22.652556069928558,74.33316942854482,53.91082067007762,10.0
129,18.79794961355099,59.49546134993609,56.08395627712147,10.0
130,27.83154052338329,79.36049224723686,54.49619939497575,10.0
131,35.30782684734218,92.2623496216435,56.224414780349036,10.0
132,7.948071778156376,59.28367992767498,39.03002466094457,10.0
133,14.788706625169018,69.21839299839888,65.63813084690862,10.0
134,10.71363697952773,76.59653486705365,40.698494566033766,10.0
135,18.49595997909685,86.68399076987836,36.93728069286948,10.0
136,4.582964602552131,72.18655589593949,46.17480546264707,10.0
137,5.012141838153008,65.71684892429467,60.79509664145497,10.0
138,27.169523770401995,71.95833146649277,50.32909273492188,10.0
139,17.976684610073807,71.75529752521626,34.108040303158425,10.0
140,26.02830337788802,77.87502867727798,33.133321277883766,10.0
141,27.27343022480715,92.43961190612274,43.11422233489091,10.0
142,3.070393984306114,53.602920203028056,37.64786055646439,10.0
143,29.882525663863547,76.37495157126783,53.51907844210277,10.0
144,19.589910601501703,77.6226083286657,62.89000119650139,10.0
145,34.1301413879634,93.86131183129191,47.158093104753995,10.0
146,24.672522102405658,78.75881371607399,45.16576491090356,10.0
147,12.901352564747308,64.44015042227176,38.37834340633439,10.0
148,21.988704347133424,71.28353250253689,57.23318420083141,10.0
149,7.779329393874411,70.9421013230383,56.409327517590874,10.0
150,17.802602990038746,73.88250269784062,34.350736837592024,10.0
151,15.029944736014775,61.52365970547708,52.2643696180297,10.0
152,23.074216273230256,66.04770824528973,41.5360014067344,10.0
153,33.945608607351026,100.5328943314122,27.354965283649985,10.0
154,24.024817570039303,99.82388491862031,61.80665738087548,10.0
155,14.099654222614067,72.84694254982766,56.21948762467972,10.0
156,24.783278555661116,86.13679897266823,63.48512853803188,10.0
157,3.438088001504642,71.14036513009381,73.26186883809955,10.0
158,24.378278501652684,73.8171038351438,62.47912293896256,10.0
159,25.948667427295035,82.88251819318464,52.7909881235369,10.0
160,6.607682995241856,49.06575165174362,36.89077652651039,10.0
161,28.997885022434915,92.14550612693039,44.73834569576565,10.0
162,4.428553841700136,53.82804302898276,49.40595124965985,10.0
163,21.406193871595665,73.69165567008483,52.41013522366548,10.0
164,17.149457612892682,77.56286932674116,37.2730984766982,10.0
165,24.237320450655385,90.92228019658569,60.749784017489105,10.0
166,30.062036593372174,83.20354381056677,36.113203254087,10.0
167,19.349001222576867,104.88690079252758,37.18298668587907,10.0
168,24.91219787095879,62.55032764669906,61.72903419472857,10.0
169,20.882121534379227,57.84612920680695,31.610069034058277,10.0
170,23.676277668954356,77.800446508222,47.77038714405673,10.0
171,16.505642459649216,61.82291301514083,53.22450461541631,10.0
172,21.613496763421477,70.02901286470723,43.649396127248586,10.0
173,22.54453107876289,103.10423197389412,45.415093047148304,10.0
174,16.682335960280103,69.72045983706349,57.845898198778414,10.0
175,3.636305640597527,58.21259151618117,63.08906180579002,10.0
176,17.395584958049763,80.53547366187381,53.89333869284133,10.0
177,10.07361595653966,61.01259303302199,51.68317736691117,10.0
178,22.774266800725332,76.99085337844033,35.1911831114994,10.0
179,32.55132703092092,100.69582608692832,35.14048418400241,10.0
180,25.85224177019061,87.1156435414465,44.71570473759437,10.0
181,13.142843303300243,54.54034209869142,60.66227327422557,10.0
182,4.534778297625584,77.40517452291375,56.36305674526999,10.0
183,22.32994717108486,90.03255437608516,72.42943365751286,10.0
184,8.607289030215572,61.98437267080321,63.0368916947569,10.0
185,36.70194191275763,87.18140037444435,41.25584622346265,10.0
186,16.731881305142377,84.58718528640964,40.6244663769778,10.0
187,23.060466280133284,72.51489948268787,35.38013177510356,10.0
188,25.602612275427454,82.9208158365354,60.85368301868681,10.0
189,12.096116428066363,64.94305572346357,54.167553104423575,10.0
190,29.857156730871743,80.99667903994647,61.991189107278004,10.0
191,23.630511885258908,82.74347084393149,29.227977830841922,10.0
192,28.02310116544723,92.9119360967835,42.84257424041669,10.0
193,13.924332657876905,60.57041591722448,56.013431832559675,10.0
194,20.668840609379235,76.15030903278141,52.57680208129672,10.0
195,30.991142895769883,75.78605675627833,56.733253120287706,10.0
196,18.742371436949302,60.40640407898934,38.55768348157448,10.0
197,14.953386691033858,83.90954225705225,52.900422487867274,10.0
198,14.970987743235876,69.04867743116762,60.39368928822985,10.0
199,19.636407311271157,71.09696894213316,31.466201481270552,10.0
200,29.37804182467145,84.09117062745456,63.48739844942005,10.0
201,22.204218138348235,77.59311402133946,40.481213576139446,10.0
202,38.33364157336929,87.71851224140808,55.927765874291936,10.0
203,15.746388031842391,57.569730990319236,31.937592143873587,10.0
204,20.010878944794403,70.01353066077884,25.681265884967107,10.0
205,15.093425404407872,78.05194324325521,44.178470593030696,10.0
206,12.410514951308302,59.01713569103406,38.02028103024289,10.0
207,2.20100978054591,55.976930154231994,30.16371332208827,10.0
208,19.502805994942197,71.84545617776112,30.47361975949287,10.0
209,30.57228160249551,88.13715579269123,37.03747248242525,10.0
210,22.741521556274684,83.14978842308538,22.186218329676635,10.0
211,11.603992676528783,64.10774136033884,43.241995029604624,10.0
212,16.68262436255636,72.11488505841646,58.46570845924911,10.0
213,26.07669135598716,81.10621541113518,76.76786592603597,10.0
214,10.87199584795449,55.63172763005155,72.34744741900529,10.0
215,12.604078623120559,61.24464642079597,68.68907110605302,10.0
216,17.262895526050333,73.67459736359939,44.330512126375936,10.0
217,36.98060733104908,80.73849218160854,59.295502554723654,10.0
218,35.427362154099555,95.44564351306606,64.72752259478406,10.0
219,12.74076410299435,78.93770380295564,57.388612040490735,10.0
220,19.86299023254239,76.79118487230691,36.87661267509172,10.0
221,25.059399331772685,68.28114842417317,46.95434167882833,10.0
222,5.642475145019388,64.02083693339965,64.52058592650405,10.0
223,15.463156254337395,65.21285040368062,58.40033273245539,10.0
224,19.080049502480122,77.99580891031714,63.307503353216745,10.0
225,12.000379426637906,59.8754899040531,48.56235801112319,10.0
226,31.2517104488674,87.14700748922606,66.04317787757829,10.0
227,9.318072355504855,56.056317082688395,51.407261911368366,10.0
228,13.511491059767161,55.814807794610395,32.23559725744909,10.0
229,21.822503859852556,86.12536718859191,37.29974376154619,10.0
230,14.538890975302246,67.72371022265118,43.19847027505085,10.0
231,37.18664923813297,91.93254238274457,50.31540282041831,10.0
232,26.45234597861806,98.42127448173024,55.93431801691656,10.0
233,15.291208236005646,71.27130179980409,52.95804926283733,10.0
234,22.467456085413467,100.62638653543168,54.37956272059207,10.0
235,12.128541030335676,76.92067900043973,42.13809973201531,10.0
236,38.60797882002077,98.02777996425549,51.1516720304361,10.0
237,13.951626986290442,73.3555044288561,29.72001325953447,10.0
238,26.22561746159367,77.5526450119762,50.76968620474266,10.0
239,30.03919451383847,85.36353066269899,57.35670153073055,10.0
240,24.047372661118246,68.45681492586091,64.95070114069505,10.0
241,5.99437009043341,56.691630479947094,34.720425683093474,10.0
242,23.11411558379887,78.65324735198676,38.639458690917216,10.0
243,13.938148188558113,65.97890217807668,41.474653205677996,10.0
244,15.551831661551182,70.33725924516054,61.660063005868885,10.0
245,17.231086306793348,67.87921547329496,73.27244158133364,10.0
246,21.516447116199465,74.94440507639253,40.53657617283276,10.0
247,24.6886930787418,77.56787807363321,73.56043097010252,10.0
248,12.501411134154027,64.04750987633646,37.40231034746283,10.0
249,14.394846489201864,69.52650642228365,45.32186203453585,10.0
250,7.584838850900993,72.5557085660134,51.34347991049655,10.0
251,23.198825401873854,83.41723669980158,53.3580798288277,10.0
252,17.51704236789881,69.89677722929726,80.13116562854259,10.0
253,21.89225793519653,96.50869685009313,31.849405620586502,10.0
254,25.094829049959454,88.6759641166605,63.28713295092466,10.0
255,18.131714218786467,92.29307812224286,48.15439605048249,10.0
256,26.78960164604247,77.58367701306811,53.72089295132081,10.0
257,-4.417384624066877,57.31107547183752,36.10814787813187,10.0
258,25.973562479495854,87.73038681541101,50.16592327590508,10.0
259,13.836752420041217,63.43989651483664,50.54447905659843,10.0
260,2.986357154629972,67.0951187526655,40.21884551152462,10.0
261,15.32702871577476,88.967489225841,69.66239957778961,10.0
262,19.85239271740504,67.34217840533506,50.73844762497756,10.0
263,28.465344021383565,79.46730800873726,59.451803105555456,10.0
264,25.1038293338254,84.10870578967695,51.238241654124586,10.0
265,26.361493975263024,86.22504690121077,54.355479137889496,10.0
266,14.244227087555274,51.52155597236297,68.88314399892391,10.0
267,14.613993260031489,66.33016979744535,51.862149464970116,10.0
268,14.949107798357893,54.196961951693936,56.78577080277129,10.0
269,-2.8791618300605375,71.41019183574791,53.87860718759337,10.0
270,20.813369951787717,87.09140721352439,43.42815582488654,10.0
271,13.899645335038144,51.96378792823177,54.23477029368252,10.0
272,23.8464212624589,81.97146251995312,38.03805429120307,10.0
273,24.150660502560235,78.1661226264604,56.23778246714449,10.0
274,24.11049984115668,73.1390822223439,48.85060785837514,10.0
275,37.44552647504586,95.19838346220412,22.196796739012015,10.0
276,14.733213880774967,80.24430575438879,48.2786095750429,10.0
277,29.75368786992334,80.21736857747179,57.40020224458076,10.0
278,27.742566791011612,63.33029071537849,42.982615108976155,10.0
279,6.065403946595282,66.15249480795411,46.98707173348943,10.0
280,19.168373814655435,60.79874182157096,50.0001951735799,10.0
281,12.498079644875595,73.17443476437784,29.355259613065616,10.0
282,13.774289700498391,65.90158987895663,63.12310154062513,10.0
283,16.981530937115277,59.798337257643446,66.42462074531612,10.0
284,12.83435190834048,89.23321624488057,26.495097442359484,10.0
285,16.04528464484101,74.93083057165882,70.53955925007467,10.0
286,15.955209902455678,63.365533290486965,58.6269622133606,10.0
287,22.729233852438185,68.23853280827583,46.81901421809119,10.0
288,14.100149373927128,76.53047518431418,38.16988710708223,10.0
289,10.763294022476288,57.504418423801525,52.17465491175286,10.0
290,28.69683389743191,96.5267267685796,66.43810955540796,10.0
291,24.917627795098397,82.25323797335241,49.477067779075774,10.0
292,27.956134174777226,69.5784358608314,60.500249328169,10.0
293,8.905897806467902,55.02012929456074,33.17361015980215,10.0
294,27.285197250144154,99.76803345033177,66.73324306762193,10.0
295,9.656958220523961,51.90878698844241,49.3686807034031,10.0
296,14.275801695761658,75.40164333699417,63.496198943067434,10.0
297,27.257661851794108,94.67672579376838,68.82552022172456,10.0
298,7.92813667238092,79.04599873213996,33.86604017325637,10.0
299,17.052664914917536,71.21820978704325,44.249285486551045,10.0
300,27.250520780414508,79.07034329498994,55.74299207980337,10.0
301,10.893300451496756,57.301703768931105,52.684949835899346,10.0
302,17.07833880685806,67.77043060956323,51.224632949603546,10.0
303,12.033880009283807,63.58255032409691,34.57304339627467,10.0
304,18.765724440324714,75.44057155145538,39.428408723620066,10.0
305,5.545050808976897,59.53754384787475,33.77333617272497,10.0
306,24.634055510064393,73.38951949784192,68.4191740035754,10.0
307,13.774048230674568,77.00919909443255,41.68377019663706,10.0
308,21.391830913386123,79.37503118509558,44.55910901514235,10.0
309,23.7113792403554,89.953357093985,50.88124910760472,10.0
310,20.994500648578967,86.70281050887243,40.678943726619984,10.0
311,-3.1928313673430138,56.27007138212908,27.33444918972713,10.0
312,15.73097375495017,70.51432362128809,76.26584691460279,10.0
313,26.425210983479523,78.28920600790623,48.03942363107972,10.0
314,22.489088155368535,72.09604570539243,35.21913656518987,10.0
315,11.639377510887684,69.14142199809962,42.86861502987881,10.0
316,13.084222038592872,80.12824488722981,50.039538447675554,10.0
317,19.086095978250633,74.58858915272423,48.63862369455491,10.0
318,20.685709893473714,76.54099334430805,48.92786282938576,10.0
319,19.952213600584763,83.62001323450099,69.75359404193391,10.0
320,20.695850844290664,79.0745452204603,20.810839843497575,10.0
321,30.504145210959162,81.76161438198258,29.863272828106357,10.0
322,16.410735991646288,75.00854211265562,54.88796256299783,10.0
323,26.33418428359936,96.23901972507714,45.94873231086417,10.0
324,20.893083840911313,56.99718145407525,53.551441458285495,10.0
325,25.56304134219858,70.49403691534586,22.576052332068958,10.0
326,15.555048814978923,56.50159660506979,54.98581733210197,10.0
327,13.606448467686288,55.90608191720824,35.237435234240564,10.0
328,10.684623087242457,55.14075614949599,32.5663467519292,10.0
329,1.4083759521527526,72.4184967196782,68.7215497007289,10.0
330,21.32436579714132,89.16143408321422,29.35242829449852,10.0
331,24.582425908508654,73.7144932783276,32.31490734090764,10.0
332,19.83912146914443,69.37570187490535,59.817582791987064,10.0
333,24.85952981090576,76.80192218261578,70.00095180140283,10.0
334,7.634735539323995,56.91763478379056,43.51056535390071,10.0
335,14.7375229845048,68.21854361220186,48.24465631157447,10.0
336,15.741064132366086,77.23131871808029,31.094735510988947,10.0
337,14.52822600467692,70.6766718369438,40.166885639410644,10.0
338,12.090605303666361,76.35533929215099,50.00976405611723,10.0
339,7.1900288224754485,64.29257594923152,42.32472913619809,10.0
340,28.993875963270035,83.03912587218524,34.85145767373399,10.0
341,17.591658494397688,70.62798189615856,11.744077156408615,10.0
342,8.669195449690442,66.88157473690376,50.82070788802301,10.0
343,26.00759670064657,82.80573119707194,50.83492370821875,10.0
344,0.346014476931924,59.918209348339055,69.47623804010206,10.0
345,10.691281784214022,79.11328138806296,28.42806742195894,10.0
346,26.20639388528665,95.69959024714753,52.10160003900149,10.0
347,22.95485223021848,67.61290930704753,60.11608557262534,10.0
348,25.00359766944189,72.77267287240815,44.482313680928726,10.0
349,20.277893935235593,77.1855004358813,43.449298068069574,10.0
350,9.851950778020324,68.48181483606045,61.111490527526115,10.0
351,28.68996010515175,74.17533173386212,56.58064298855601,10.0
352,21.432740008663945,60.37339548045056,29.878595378261764,10.0
353,31.822258108063668,84.43848664424347,65.38680087975003,10.0
354,15.773667403570482,63.968781554415806,60.80309472794936,10.0
355,11.547375869077715,66.25162366937803,53.68126619178301,10.0
356,27.39362673208259,79.10402054073717,47.691461865743904,10.0
357,31.55446564674385,101.94493636048276,49.66234260264957,10.0
358,16.084620706067255,77.33577923618914,53.19680290806389,10.0
359,22.39430900549738,74.25578556424293,44.37603738407565,10.0
360,10.053249734032276,70.01047346689471,64.78110970474431,10.0
361,18.862966253585235,79.48496553348714,62.152426996236095,10.0
362,6.237793319131885,69.45501580086365,46.29140354158491,10.0
363,16.23450409825506,69.27664615999338,36.808832272811976,10.0
364,23.880919950710148,81.76021645326998,48.66230651151841,10.0
365,19.01180049832469,80.95199905897299,38.68839115444797,10.0
366,10.104151850661228,83.14306500970814,33.64278791715708,10.0
367,6.75526348995964,69.78973197985606,53.684160522758546,10.0
368,23.6754392485255,71.66798063863634,47.52507086171845,10.0
369,7.004218001426899,82.2516412963456,38.2345762191701,10.0
370,32.04497020980481,109.65827081376726,55.565267680463144,10.0
371,20.16203901132604,72.46841667116382,25.929380778976657,10.0
372,16.103922936169056,78.56047410729161,45.32102546430564,10.0
373,18.332690425562333,72.78146222357253,46.2551675797182,10.0
374,14.680934248005288,68.64105666683353,52.7357657384951,10.0
375,18.999845605888137,71.4653382695324,37.99360341758985,10.0
376,23.51414301544993,71.01073479011143,56.597630238074,10.0
377,18.403271357802566,72.41619705475416,44.28558110068638,10.0
378,3.666893052851611,55.71521434064075,50.34734727034381,10.0
379,22.800387663522123,78.10505328587655,46.79521074381732,10.0
380,22.678843161445272,89.54950989454929,39.979889504105174,10.0
381,25.574128060560398,74.78523206599291,33.86829310372237,10.0
382,14.780017749418963,60.46657001099849,49.0018133599174,10.0
383,32.1624270121791,96.6130092005246,36.748016937624655,10.0
384,19.41807778301646,66.08734311918278,45.122685063015794,10.0
385,10.286708124767674,54.37714594473788,44.20438303216971,10.0
386,17.52289394306439,68.87118802214431,56.226840587205544,10.0
387,32.171330400645346,77.75517910259789,52.89290787399868,10.0
388,21.07879426793274,85.08213307354424,64.76861170685325,10.0
389,5.060006511007025,71.29722533390412,52.21379253112718,10.0
390,11.512116229310662,69.57043942611676,58.442199389326284,10.0
391,20.318352406011577,71.85160160650298,61.619361355183145,10.0
392,12.793987979037627,75.91975267089221,60.019695536352046,10.0
393,13.51349548677495,65.02440864432317,41.266339281222926,10.0
394,19.10247171137206,58.85193720155272,54.89094909856835,10.0
395,21.09343760074503,94.16362789608145,57.432384536693235,10.0
396,5.250841382739966,64.35576121461452,33.307881790594024,10.0
397,18.08753354308509,88.96534979301455,47.30864658225037,10.0
398,24.322559849664625,61.782483943916226,39.18957616556178,10.0
399,11.676155772173217,75.61543837550877,55.63103656737912,10.0
