unit_id,ViableCellDensity,FeedWaterFlowRate,Osmolality
317,44.03892910617657,42.73397367582344,43.76541153867524
318,72.47521103359391,71.03392228538846,52.8264825594658
319,81.67408841296317,34.90595762795458,25.916425266644225
320,70.29983321522145,53.6886401194024,41.82935458352373
321,75.09879682084235,14.033779548305318,49.636548300293846
322,68.30559106820473,52.01834245960905,37.01992562764722
323,89.4893457527246,35.624057905629435,53.23141896275136
324,60.186802400523646,10.599373704724977,41.19819720648269
325,70.56678521983515,51.81399038039467,65.13855979365886
326,88.08491881253796,62.05234325469359,36.44596420843239
327,84.49821274242039,46.25033195022482,44.22376954514863
328,68.62054737908265,26.881933399355862,57.68692657320438
329,74.09878248348623,61.25070988052983,55.064175164037145
330,48.26995194630532,34.04295974189679,40.50890909708083
331,51.23013087566406,35.6707606319216,50.583434636902815
332,72.61351376905354,37.04149588384939,74.952388739458
333,89.55136658241861,20.416406254587045,43.38423739531278
334,64.21816237681033,18.921799956206105,65.23794808229745
335,47.037570923837514,25.518992006720776,53.903499690494606
336,64.65012655916128,14.144493348485954,65.33928432182482
337,71.0829303038393,27.36543385323497,22.45727968868566
338,52.91783505709093,34.14458879659096,51.83116181943969
339,60.54435741105626,47.68410455967764,57.19732662636171
340,87.32266160789736,9.117200910665538,38.33419204927295
341,79.54078987790696,37.09899956920183,68.54242895598173
342,82.02016933338858,38.40080060532563,49.653562350703005
343,80.7026781859021,38.645870816048394,60.060318539840516
344,77.96149003489818,20.574130801666588,54.831393018481684
345,71.37360689455852,41.05067704041128,64.72795647090399
346,82.45999135478291,48.712683529056804,64.62675855809951
347,73.13772264152004,34.14522031477696,69.78175536912299
348,69.37580402361905,59.11139708904443,37.79497112784214
349,72.43881260750149,54.64801531164332,60.2600404842795
350,54.50815009527425,21.797191462987605,60.24025260927275
351,84.59656976846233,44.095012422067434,74.92765790765083
352,79.41840029680384,26.521468983886216,53.21274015150745
353,72.65291044296184,23.863905936736263,39.90114825599555
354,77.2004665953255,32.58796935762362,55.79766666807889
355,84.65050418360563,38.56306812587262,44.02469171135359
356,94.2166757812773,31.20537797729269,53.08044034655516
357,72.36386360417205,38.554463057398394,45.03738876980212
358,74.37565693968723,60.957962265497585,70.58954266686587
359,82.90880777468435,21.539552225802503,33.663586316723986
360,80.87235426306563,33.45070270946555,76.2694547744437
361,77.67532034103509,39.127316066567204,41.031809382639686
362,72.59384752682924,60.51280857558316,48.8616108075855
363,65.70557231701713,18.342917233588658,50.95086857142539
364,85.03929448241338,27.744035676304698,49.73139977670525
365,67.97907620131038,63.1660955981878,35.85544578999856
366,80.1733448849038,50.16306335998511,53.99542156210408
367,81.68548497107449,48.528274192611434,52.74672039248631
368,86.12408056097733,39.882548049428074,44.14401527947388
369,79.65075381210366,30.00268328732102,49.45031197384583
370,62.46154294359231,38.73720808293465,54.9277627887859
371,74.76261917439497,34.65656803849068,54.038935870547604
372,67.41940563784465,25.5552781957386,43.074989349068616
373,70.25060203849606,25.96571457451286,53.51200090079961
374,81.51734291948837,44.67868020317417,40.40681700239979
375,86.0890260150373,40.39116038181616,74.66939328742815
376,78.93279158928621,46.80333908739739,64.50731370593728
377,97.56764527020256,51.25644356866394,50.23491021274699
378,95.67289525277762,68.62826975688041,73.67732336002459
379,76.12597084042004,48.239414399319784,38.26532499822606
380,70.3729465464815,49.91920861187622,42.90658405629627
381,78.85013661623782,25.462158570414434,39.0724517735196
382,83.30805136891887,46.31476466071702,50.961265752289826
383,86.38585811085133,35.25596776418156,58.99508689211979
384,70.98944729503276,44.9324368712642,50.076285126140554
385,66.19156773390823,44.31330198693675,43.815011447569525
386,74.56395912492648,45.85735938460809,27.069722456094503
387,74.70294754820087,38.73552421162773,10.080991245404881
388,99.49797183436065,35.99417048308591,52.926034133617826
389,70.69894453605147,25.581239171495117,67.4762138171593
390,75.07914022226852,40.42255650457695,54.18683399709728
391,95.88888706593556,42.28528503119081,48.63913980718709
392,74.53345408294537,33.898824734232846,71.15460878634808
393,91.21781423092969,44.58809167280965,78.39748271476995
394,69.4508722072844,20.819696104524493,65.85677270860542
395,80.72268532859866,36.836159338654554,51.8526269781199
396,83.8810227632688,41.71734590073616,49.75055649845787
397,67.82308665729882,40.70220697270798,41.8851202622235
398,66.8195876883143,39.02622355503134,62.497098837398894
399,64.7066460226144,30.07318707995235,30.30742033935085
