unit_id,ProductTiter,CO2Level,pH,ViableCellDensity,Osmolality,do_FeedWaterFlowRate
75,34.27625030427109,45.60139869839476,41.85629241009356,82.744054647739,42.18227954684571,0.0
76,34.88699684005583,42.030279618139446,42.64942115424217,83.751779617726,54.592999160069645,0.0
77,35.19137659760657,51.09598365151586,42.461593191342246,76.50961845295163,35.22144239165983,0.0
78,36.54900204046333,61.8963695418348,47.031058281656136,90.3982798270026,51.28271803189748,0.0
79,32.4758293784667,48.69938774232531,30.14200325874506,75.31304168179621,42.59522842225852,0.0
80,18.689049660740043,32.288295946563416,30.665228520750897,63.67794041643365,61.44877240281301,0.0
81,31.401160341008744,52.6050474293056,45.47150666621349,75.19883363973102,56.87188293928439,0.0
82,35.29776365863602,65.61317826546195,34.150026198506225,89.20817637114487,44.939922227791556,0.0
83,30.39570912918865,50.30438596313093,53.92451236709633,73.2341832550813,42.79481000832696,0.0
84,18.995176023616768,57.427641273918745,70.26878304415915,60.80895313080743,40.779432821435584,0.0
85,45.869367178123326,43.50301469041855,35.35945613362125,96.93739710721015,63.82084497700497,0.0
86,30.200273197449686,29.6281077416324,47.854208747934074,73.30934413899891,69.6970261970656,0.0
87,29.525951999721798,68.26671539164309,56.54376298886879,67.20775290897897,78.57434784547493,0.0
88,30.265929142608464,41.12888796127474,53.552045585483896,81.8768233464258,69.5191666147023,0.0
89,37.780016506349575,54.50711244230092,41.38745842668436,87.38548197858367,48.71727464986853,0.0
90,22.107286593290624,44.924844176722374,46.186572053902346,68.66882183017377,57.866610645285284,0.0
91,34.05030259628077,57.427685780324495,42.594000589346145,94.04126121599201,53.24885974688464,0.0
92,24.388938218977515,42.76688318598918,37.59066647063132,53.079111395658686,37.592591579894034,0.0
93,21.775079030539008,43.29383859997252,57.05202345731582,79.6847347241996,70.08454644380181,0.0
94,32.91912964490176,32.27573212141987,58.354418279825076,57.98795910713203,43.966000461416684,0.0
95,33.22758472225824,61.98988595816854,54.15574513012557,79.66944256227619,70.78479609460409,0.0
96,26.046929512100377,26.474591270786217,35.75863968985822,69.68083665122639,54.93940882460456,0.0
97,34.63256271152394,64.71851199244429,29.8865922119697,78.81714774383931,37.81163462742535,0.0
98,36.242401013735495,62.20189986799496,41.4729268114366,81.52713293570922,46.010108655390624,0.0
99,33.646618730305754,74.87079131807494,41.76353767143705,76.89627274174634,42.28527763409678,0.0
100,26.93328291325245,53.75405301646741,57.21548298950524,63.082414718681456,43.33729835046403,0.0
101,28.55120687911003,59.511965767102495,57.28277892997906,80.63333288258852,37.844179577935954,0.0
102,35.16982525524462,43.499268690265424,52.13124581877968,75.17750160848543,47.480039475791266,0.0
103,32.09169922977891,57.588152462397744,52.30660311056431,83.22381724394558,46.0765659759106,0.0
104,30.55225882476457,47.8748072110257,36.77593787640413,81.90246823867663,64.94909593435271,0.0
105,30.848076008303305,24.86027400341201,46.56661173129588,71.85241689487648,67.51184120348478,0.0
106,25.731934741427718,53.77948411942531,39.367899305537065,77.21037409746381,72.61969531064125,0.0
107,31.818852575882993,53.861264673212716,48.910865286599005,74.52085389537494,43.3827582762089,0.0
108,24.91813873638521,36.51147006176766,43.230030420330735,72.02056056265837,34.31479908629727,0.0
109,24.36576131797736,51.08312530466984,48.950080451201885,62.428434532645966,34.82216578717437,0.0
110,30.85910463125605,39.2712597609251,54.2262257998363,80.5586108457644,50.502618157594355,0.0
111,40.72395321689005,54.86600262917804,41.11256384696839,95.83333968723558,43.70704985913266,0.0
112,28.482806166140637,63.74991315857094,47.46912468778473,63.944322610286385,48.39797710496098,0.0
113,32.96788462007344,50.80930806219076,59.54157556645277,77.38411945648777,40.41276980109478,0.0
114,27.138497840730402,57.136373603076095,40.37531195784812,68.4377791800606,65.57700893103029,0.0
115,30.410042554139043,44.436595093001706,54.71475950508143,80.51693454672353,35.584833937317555,0.0
116,45.46870892948182,51.626833698540565,46.0992322681566,105.12247400593786,43.22357977779942,0.0
117,35.774274058217884,51.66550016859515,48.64117267984061,81.43029137459298,52.561712234791386,0.0
118,38.044668901250844,63.03451274574083,74.396404108945,85.76028727510037,56.84596489424938,0.0
119,19.422753043255472,49.96781359750871,36.88313781607927,64.53699466883977,42.160663898239136,0.0
120,29.093993609169964,47.19831219563142,48.05459495022247,80.52633045759809,41.395117585640975,0.0
121,34.12123922853048,50.93600182809702,54.14070497475292,87.06884276049965,74.9804246470364,0.0
122,32.598211016548845,65.08176894124854,59.60439772189819,76.83494172858167,56.051616555571165,0.0
123,18.329199960219093,72.70777903729018,48.32951363019368,54.62039175521988,34.05405105086903,0.0
124,19.683850690209624,47.066302384896304,44.541617572675584,51.590848373720675,62.62868017658011,0.0
125,39.062656963612184,61.210407779470195,45.41756025279786,84.5623235588589,56.09191762709111,0.0
126,33.54976871689553,39.00935583816819,54.79401369874966,72.16828930757279,34.84257543392905,0.0
127,24.720612959791154,32.7532489164677,69.35564150265397,56.570635143293146,54.293584962704514,0.0
128,26.255357600177106,52.354877651868854,30.563154565246673,65.8470576463465,59.64503382891789,0.0
129,47.41012413414727,56.26342773481812,33.21554462555117,95.13595299309597,57.876605583049674,0.0
130,51.61738644328428,56.48558571183042,51.31691533710873,100.70789034010777,53.48857388812537,0.0
131,33.57877937522038,49.80214770031604,51.36562796002543,78.42860147084251,53.837168312999054,0.0
132,31.287335956766533,53.51272287396416,34.14797472499926,79.13559603051513,60.38031140878555,0.0
133,32.56529502435247,35.15932295686297,50.990345358645406,80.92530518990824,46.24826298808512,0.0
134,35.17436153192991,44.9380628849724,59.20422395317014,78.98141856321668,57.51681265983635,0.0
135,29.692038803196045,28.622192747660122,65.70237055116165,66.87272448451428,36.670683660931985,0.0
136,35.42724827051973,53.691638432744696,71.08409538446956,90.71564272464576,63.34891996561007,0.0
137,30.01602756947162,16.128849460252,69.67720841157873,68.70898034607708,51.774242650975836,0.0
138,39.73015409805735,51.48973699158715,67.44426415635094,87.22488366644542,49.921962759992255,0.0
139,27.990549115036927,58.53240748157627,39.19145911540925,60.808762485040035,48.803966826803745,0.0
140,22.34978978962818,60.88259155212427,75.45122063752741,62.37623338833914,58.03195651767218,0.0
141,40.52576588057924,53.9276812541342,60.617365684343675,98.37734400319638,33.87504134026529,0.0
142,19.61757578475785,57.19570800120149,54.57429880971213,50.89920687236016,50.50166904803437,0.0
143,22.62652304381089,43.99084966724603,55.316162730962326,67.78118321408023,56.81393007578751,0.0
144,33.026655652987685,45.75637576522346,30.650099923312915,76.27882146233658,59.50834400452003,0.0
145,31.748208517629102,54.87563811545968,54.450109351884095,80.31044804517258,51.780241378916394,0.0
146,20.03366642587993,40.9648553882968,68.58119190282972,62.89314133560023,39.27939586270244,0.0
147,36.323020317598925,52.04176734114991,40.618207279618915,92.39162494184919,66.43587819158236,0.0
148,27.323939558745778,52.85720579705585,49.01945761314558,59.49818631071874,37.56557424748398,0.0
149,18.767453306331525,71.82262535296871,59.163585818087526,64.05229738781242,38.18826756649011,0.0
150,34.9194316871993,51.05425032181627,57.30241291619128,85.44205480295778,61.11330632532699,0.0
151,18.20191838842298,38.85085308945844,55.17957794792571,64.29387331292705,59.58664057143035,0.0
152,24.092383635645593,30.10876349353103,46.54667793197882,65.13832530175928,49.264546666942366,0.0
153,24.234564651436617,57.913203587772,49.29616190784378,54.01042343703343,43.31408541387934,0.0
154,28.1673856289516,29.93847286951789,59.86245581427147,61.865283209654855,47.584584659411696,0.0
155,21.822286240884544,54.07726293242878,50.24146366786563,74.4547949742604,57.102379157595706,0.0
156,28.94871239547762,45.03194412954139,60.95391496745,74.33088884761521,37.21022854367791,0.0
157,30.735784907990343,35.40413563853299,85.40485318182155,70.38772027326605,64.77919044540435,0.0
158,37.266225111650705,77.63701301739945,45.825266060909286,90.48184212948365,45.44963852185198,0.0
159,32.92707718348195,51.34222225266759,71.40174330296887,74.69167451205183,78.04621183504553,0.0
160,25.74866487246795,37.70931989340339,43.146992287961496,68.98439961319023,43.744276100561656,0.0
161,32.08903130226698,45.33465155635178,56.320283559242995,86.05619870792628,39.78319578190727,0.0
162,19.17574794349699,63.234884675985484,60.449288315347054,43.18272943786158,53.820871795735314,0.0
163,24.84750351498354,40.05212221119218,40.17876069755502,61.61303841202298,70.23388815329912,0.0
164,31.981160841584945,50.88105068902038,50.08497392814155,78.48226603387117,48.503815892579496,0.0
165,35.58559358643359,40.394495170566586,58.53189427542156,80.88525755977959,64.47885533779159,0.0
166,34.449100285073634,51.3572367343841,80.87859596019337,76.76130837210901,33.688939714507214,0.0
167,18.831552985359153,32.610716934913334,57.980957447504636,55.79714188156736,48.92771609830345,0.0
168,27.93916853196282,40.63969446680226,53.541092048249126,68.5708059728979,46.82622901318865,0.0
169,39.23011793443269,50.24640012125367,78.37373377486767,79.32446139916811,57.148538358553296,0.0
170,20.36378612389574,56.97095790902128,43.181708914708764,73.61813791860082,36.02757631438688,0.0
171,29.25523975661653,51.7074373283576,51.00522566849808,78.57918704254385,29.460185686260022,0.0
172,33.18640012818918,52.82879365060476,64.70531706073153,85.6617328881185,53.10097401834192,0.0
173,43.444290123613655,54.72322422922781,46.29670215043808,94.64913582549036,74.73887157654688,0.0
174,22.731456702311576,57.2888390591677,30.343426105145447,70.35168250819989,57.02800966107955,0.0
175,36.97163533281156,56.63460139295809,28.084435886785894,83.43892725453335,30.115269449284828,0.0
176,22.172063937260493,47.22016099595376,44.37518535621531,58.712340311402066,31.713318628182787,0.0
177,36.07670070042335,50.496705375010805,62.74939526475393,87.37394990896169,44.687345941930076,0.0
178,37.97654222587659,55.553147366828014,27.88561069839592,86.18697460307243,58.26602735526854,0.0
179,45.21538174400404,33.32933451144932,45.72343512386681,95.41320901640644,58.82492198329054,0.0
180,32.347242900812084,46.28557363928532,63.30792658823691,90.46068628285892,101.10093709170653,0.0
181,15.996250712036465,72.89928174247757,53.29028375077654,44.547306713791606,58.76597068352297,0.0
182,32.89695088126436,59.179925032540375,46.36411367867245,71.98137412441028,54.975031886893944,0.0
183,27.316591070530897,55.769886067950736,72.65356030417458,69.13167583972799,53.88626973161975,0.0
184,27.300585969356653,60.83022615245487,48.31530635559311,71.86293658919821,38.28326449835007,0.0
185,29.940173309280592,56.11483856705661,38.91585304095654,79.02767982473948,38.24135278411152,0.0
186,37.63561117930842,60.41254769803605,57.84426106582372,82.85922066838516,36.97450128857516,0.0
187,20.106953358962965,35.49181978349894,73.08227558177292,64.54175143035701,38.12159721872423,0.0
188,35.61869718037602,53.59137883560941,82.20326864564393,97.421784565424,43.3028805418489,0.0
189,24.89251863424024,68.6649766416996,36.230287667065014,66.10671968132426,38.11566614055173,0.0
190,27.839940967493632,65.01211852299438,56.62273601849196,79.14026856334557,60.06129394030105,0.0
191,26.89616833502671,65.12534853194789,57.78848059538639,72.3668874007324,52.13442630794944,0.0
192,41.09754890770551,49.404055939702666,87.6761810850536,96.00016550654652,43.53984596906823,0.0
193,32.60408185193227,21.981241701785258,51.786966639036216,80.84764255680152,44.43529711161715,0.0
194,29.94454310162328,62.23222758036027,37.810338935587346,77.2747741216568,52.85997505395085,0.0
195,22.140776421771264,52.8833929356898,60.66730211947453,68.14676285741749,77.00044134734969,0.0
196,27.857985326011857,48.60158415888766,64.52968651315005,67.52956516139405,54.48338313825885,0.0
197,28.838800512157654,52.39941725352087,52.611109131198305,75.38268155042668,60.51322993771655,0.0
198,25.782339219587843,31.489353508375913,60.472013857113105,74.57255896070069,60.30680713921318,0.0
199,19.785248505336114,48.051586828437905,40.479358472286656,56.329796597502224,45.00577915135768,0.0
200,27.603027592548433,40.50526500494031,55.7856056121255,68.70777623801786,66.21178605094828,0.0
201,15.22055231681504,39.90746542164423,57.32987527041274,55.26653813860457,71.00972680364188,0.0
202,34.987531680118984,92.732066190178,57.733496703217156,87.47414655632517,54.034161866173285,0.0
203,41.45353995919469,52.59588865753283,45.01688973140829,95.23679939213619,32.17823493141542,0.0
204,27.11922279010481,62.03314520392038,56.08214556442137,66.91688353191356,57.89578756253632,0.0
205,29.211855409261418,18.10014225625865,55.86425308230343,75.4353120530255,51.31924162888424,0.0
206,34.15656431496941,41.26563024155277,82.08899036098956,79.8581852453654,50.80735041244033,0.0
207,26.10778493787699,58.708764965305406,53.73315956278681,76.6838250251242,59.917183398337826,0.0
208,33.22493354985564,41.092899189071446,41.47460516651931,78.00233910178326,48.785274862160065,0.0
209,35.978223689947775,56.529471329332225,45.992349693363664,75.4426767820096,68.082542937297,0.0
210,36.842681303593615,44.766539052006316,68.72631543633872,98.81391262401473,34.2658362775172,0.0
211,25.757057424477587,49.1166322576205,72.65776022969843,62.31112088875299,44.61848373332961,0.0
212,29.655201484673434,44.699259133762084,27.950520722782286,81.70628461836255,39.42224337302388,0.0
213,38.995317950416705,56.22242477067329,58.71497418541466,90.6106272772228,53.16766136770797,0.0
214,43.93567095192451,44.65484157955305,44.03753594435925,90.91069819738318,46.14639718182609,0.0
215,22.461020294070636,52.104764566217305,27.7496051945526,69.30047102216004,62.16085275080516,0.0
216,28.280946722327602,40.95347237501761,36.19739401610893,71.6383115987591,56.131614028585695,0.0
217,35.113908577240515,60.47262074930747,57.86176390327546,90.04984312837144,52.62603654725332,0.0
218,22.514615314205862,44.933164820472115,52.1420011258327,56.195928419568766,49.09708463658783,0.0
219,33.02838135140579,38.66756286559579,71.19395263980932,75.21155627148326,54.21289592246631,0.0
220,29.139918773438474,40.83881131878716,54.43188872440927,63.758219003544006,50.43617710076181,0.0
221,42.60946970072631,40.50310619812511,72.45778497376145,83.15857437344626,50.16818789531787,0.0
222,23.50096580370286,39.9381476439751,63.979869240154784,65.33859046604887,33.84863283381134,0.0
223,39.6562841528,48.23381463771995,49.32895800031772,84.54488641879638,41.344448575883085,0.0
224,36.98011210953088,67.07407639339768,80.59544939052017,81.29818646064709,51.92536982756732,0.0
225,31.877266607085264,58.33572553371789,57.94798605404512,78.40631397827698,33.91943082981699,0.0
226,40.25954819257374,48.89009229417152,36.650060612610446,90.26485658282738,32.54619924870073,0.0
227,40.50392287394685,38.320846350124604,43.75201690387278,76.52065765296356,53.52786944818157,0.0
228,33.968512357941826,47.64965502516892,51.318683948306564,76.1588799261468,49.65055041446541,0.0
229,42.66084395784964,55.590097721426076,39.61706741324049,92.03108779981882,58.76425858655159,0.0
230,36.36720086970663,58.518097925522376,48.09897007593556,90.00821084288593,54.593947181832505,0.0
231,26.39185939431487,42.131463698063165,42.68752880800046,73.7126663752529,73.82806821333104,0.0
232,30.085443027307917,56.879733057367886,40.05299976349754,72.21534457348066,50.709029274931545,0.0
233,20.81041672329398,56.37426156131014,46.94005524752535,56.19359659925038,60.863808767387304,0.0
234,29.75989980395097,70.3846501352703,43.528928450638496,73.92628785067905,35.73294606568287,0.0
235,28.626755557083943,38.862759140875795,45.68381863786161,74.90303519281956,70.63939428457529,0.0
236,30.937309003457177,60.02012702796942,52.322117449481055,76.8663778112633,56.11020088588254,0.0
237,29.885968686997014,37.18909206895343,46.71290913983987,77.41137494228266,54.063422658035776,0.0
238,28.143863151697367,59.29625827721077,35.08996268676533,74.90377613027209,39.31603050590863,0.0
239,37.441422679424925,54.56962275913243,59.5157662005102,84.8444416477278,47.897162679813775,0.0
240,32.853055918980964,71.1988011206573,59.64342562758111,79.60869000553751,52.68341299254678,0.0
241,19.41198964229882,36.54465526645063,65.94013227351725,60.71597857298927,34.24832272506686,0.0
242,30.408753390209796,50.481415478909234,49.257216598757246,76.18627801535538,63.18593265939071,0.0
243,29.446847719028277,63.6277490017934,44.24031726916326,76.13771224267215,28.199241345749517,0.0
244,31.452096917717547,39.0156492350859,50.12628566035347,86.94968322896452,63.355950788721046,0.0
245,29.745485349776047,59.20403751308911,48.42048455871344,73.32372718526197,43.71684199599038,0.0
246,26.513296444403217,43.05272926608431,63.71990917406286,68.09550692174543,74.35100441681205,0.0
247,34.98645616513859,43.50485202030018,53.46155505296693,89.71640222499744,59.15937140900943,0.0
248,40.570384259426476,23.980880603797214,43.51314657755704,87.789970066672,58.04463145071776,0.0
249,24.371444805591732,47.23022731891943,48.31954479590932,68.37336108319633,58.63307203272886,0.0
250,38.736109437730214,36.9995983281312,63.990226849266286,89.97639615906431,73.4537653606958,0.0
251,21.703426802189945,64.66401550766525,63.97109203567908,59.07119582319474,50.48379980587513,0.0
252,36.99458164649311,53.84856631589326,62.15025597202434,84.96545744533768,36.60462727385438,0.0
253,34.71903974280334,45.70024853015941,68.99131736012075,81.62021755753523,68.04766874351617,0.0
254,26.76241669298068,37.51335418560001,50.172052082967966,82.4488373410815,42.00335567056822,0.0
255,34.51516554495103,39.42607071490311,49.828908607659116,80.37670942192706,39.6929403848353,0.0
256,38.99201704296212,78.47605834400737,37.11685892435594,90.25695415422123,40.92223964244609,0.0
257,27.92160532881191,53.4173982018791,43.467483835681584,58.957108513645075,44.060415690130654,0.0
258,29.556344275330506,65.69330634020419,42.82144418105487,78.03018888805266,64.75240963595311,0.0
259,30.797799254739342,47.62663863688234,56.330497119046456,81.90685520750155,40.529112600196925,0.0
260,21.124812824737663,59.29898658155446,48.899364515459055,68.83597607732257,46.334018731910994,0.0
261,25.09214647713809,61.60735119047678,59.11613324771594,71.73236405323836,36.01177059164595,0.0
262,36.838025886325916,46.113772619637345,40.33893995088331,87.84822753864623,40.04271433607392,0.0
263,24.151176739084857,64.89731053710064,64.36966081610215,75.90429783630205,68.72684163888222,0.0
264,34.44948906988847,54.74620139746605,41.63088970406406,84.09403576939161,50.68187447756985,0.0
265,26.947216841488277,41.65671812040647,65.96686938144165,63.07673027339604,47.53146388807594,0.0
266,30.73733717585393,47.032737453839346,49.72192350213513,70.72958708554398,63.87732486621112,0.0
267,27.321468885378724,26.938842408740886,61.750298309274655,80.6276411387324,52.63155359989252,0.0
268,22.456746949597168,44.87416153250501,41.64808167203871,63.969305231337934,66.26322520483235,0.0
269,12.399180593822567,47.41160504779401,51.42737062789418,50.65938100534822,26.86848979723153,0.0
270,39.10118235553891,21.619023191581142,51.23524162730772,90.3140407382613,41.820713494798156,0.0
271,25.28332900489179,69.8187017773128,69.95662221266771,59.0018073369637,51.92019883282339,0.0
272,30.46261085582472,45.265630141960784,46.013766470063665,81.7696162183506,31.794562403811227,0.0
273,24.426777533160326,57.360547101555326,47.883755519235486,70.9931468072131,69.03285009412616,0.0
274,28.930795097512693,43.65383270310905,57.66475979247184,66.64534357435778,53.749631100112914,0.0
275,28.284736429384413,49.447876620669284,42.83584493544023,72.58319346255927,63.7341887371444,0.0
276,22.27279872632063,52.307332787118405,78.29550509325523,64.17143634031216,51.18214089930237,0.0
277,30.17298761971096,46.586457029480094,36.94231797712132,67.471817019617,47.46710017974775,0.0
278,27.58223839495047,33.88573445314435,41.31713085905057,63.24373280867268,59.874625604826115,0.0
279,27.867531379452895,53.9170428573499,34.2948326715012,74.79098949218876,27.542669217738087,0.0
280,24.30266556531079,52.52896519351896,34.49553618442458,70.73002278138993,64.55768409505481,0.0
281,37.215534295697815,54.87730874715887,12.421179323870739,85.72276371099811,43.1468890565184,0.0
282,22.332788991957386,46.206485635659554,24.00382966182577,66.97720434330385,56.12632414674498,0.0
283,32.758876357158265,51.559443891018766,57.814089953099504,73.82851107158052,43.72483248058865,0.0
284,20.62219489645444,53.79295307150796,43.69519484865947,56.0745896135076,51.84764386621988,0.0
285,35.78515897148248,63.015500359402196,43.44665976998633,79.10184038761346,42.23972474004785,0.0
286,25.46690747276028,48.156961149840505,48.66941445321049,63.748871355076034,45.0372887404903,0.0
287,11.589664994930855,66.24774579030883,39.283568218566586,53.12196816445904,52.12603308233503,0.0
288,28.804270330090734,46.38093399912895,27.66848582582351,83.80242180267685,53.37855882309474,0.0
289,22.796611014566924,49.569100092250366,69.20522537939088,62.79325958240837,39.790527470983484,0.0
290,29.981266625929532,41.888531472991936,49.99450392204295,67.27972626736583,35.681436861297804,0.0
291,35.68538750874548,61.149094203716245,51.096293000501824,81.72553990966638,54.13766097638367,0.0
292,34.08406258255848,77.09526369668448,52.231997977119676,79.75124416542812,66.56273765437068,0.0
293,15.918416897321691,50.363862958933616,66.99797328204357,65.03042133250908,44.483746672136775,0.0
294,34.7017459655523,42.20693843326247,78.87852073541556,70.68296388013545,43.53339748071452,0.0
295,26.180998309409276,56.12092190413286,30.241699395581858,68.25077370241803,63.235787268711164,0.0
296,22.394483233928888,43.35408819648728,59.84564773944567,72.77674184375918,29.51827434943306,0.0
297,33.723205096347826,72.24081295485601,50.71074192845425,88.6641144202886,29.83374555288772,0.0
298,23.703283248700174,59.17699451616252,41.90837716326428,67.10595627315946,38.26084440044682,0.0
299,25.59254386469883,47.07434930432425,37.10437653919632,68.43488639211984,45.61632988172827,0.0
300,43.86585360401693,63.57990854961791,57.452594320195004,85.42034923773902,64.02405773056282,0.0
301,28.209256584002183,60.67865990662512,48.02412982119646,75.95876952298363,40.957015722338596,0.0
