unit_id,WaferYield,do_set_GasFlowArgon
158,-4.294539395049645,82.0
159,5.691109848443362,82.0
160,23.42492731674783,82.0
161,0.10686208576884959,82.0
162,11.566861802490855,82.0
163,10.154715425163538,82.0
164,-5.01918577955016,82.0
165,8.101693313750909,82.0
166,9.001197141881939,82.0
167,-3.075860084312666,82.0
168,4.527552364557172,82.0
169,9.22351937081087,82.0
170,-4.437068164480889,82.0
171,5.19564508932388,82.0
172,15.222486675946998,82.0
173,25.128283001372864,82.0
174,0.9442531799737717,82.0
175,-5.409151355470707,82.0
176,9.779866741315747,82.0
177,18.338017103824495,82.0
178,3.82319036336592,82.0
179,9.826987592482846,82.0
180,9.448117683007306,82.0
181,6.258303978875818,82.0
182,-9.929949502183057,82.0
183,16.140113698082992,82.0
184,-14.348224279893392,82.0
185,-6.136206875425686,82.0
186,17.88624708935383,82.0
187,-4.999097920981599,82.0
188,-0.7407875100262351,82.0
189,14.587127426383962,82.0
190,1.5661052010817218,82.0
191,8.55672140777721,82.0
192,15.398096522490917,82.0
193,10.514300209091967,82.0
194,14.624441106331442,82.0
195,10.333643218025255,82.0
196,14.254025787140165,82.0
197,-0.8112823954941275,82.0
198,5.698123270238114,82.0
199,-3.6959575265481304,82.0
200,-1.0896568290209796,82.0
201,-6.057727654428606,82.0
202,-4.527828953393227,82.0
203,25.524500307715936,82.0
204,-2.3115797902254025,82.0
205,18.277655741230337,82.0
206,20.839432993673302,82.0
207,15.03308102409639,82.0
208,4.176872075886256,82.0
209,5.9837646753781835,82.0
210,-3.9255705443159252,82.0
211,14.985708001811787,82.0
212,-7.417137637706558,82.0
213,-6.037569515527329,82.0
214,15.572899136315751,82.0
215,0.5277608156504803,82.0
216,37.580300098431906,82.0
217,5.823588637717783,82.0
218,6.356268641270274,82.0
219,19.657659327301072,82.0
220,9.922985109600347,82.0
221,4.9320957016518765,82.0
222,7.66441511488226,82.0
223,9.14441957121099,82.0
224,11.431543728866032,82.0
225,-4.940652034920477,82.0
226,29.734810518066528,82.0
227,21.46451446004635,82.0
228,12.84569132281647,82.0
229,21.31384704465056,82.0
230,7.02670838262511,82.0
231,0.9701011803068798,82.0
232,7.655685900478798,82.0
233,20.239801220791612,82.0
234,3.8988770588056587,82.0
235,9.7408051751325,82.0
236,1.1026041371579982,82.0
237,4.16289273645058,82.0
238,7.990813671600806,82.0
239,11.997076059135509,82.0
240,12.831210351863024,82.0
241,-1.0810171426175188,82.0
242,11.054416724490414,82.0
243,-2.966011193619993,82.0
244,5.023272117683113,82.0
245,9.6186079615652,82.0
246,14.881909809520225,82.0
247,12.634909960147924,82.0
248,-0.7998322231091866,82.0
249,-4.976750991904158,82.0
250,11.500790388269921,82.0
251,11.792395802887764,82.0
252,11.69573209555828,82.0
253,7.698392721759925,82.0
254,-3.5723023202150745,82.0
255,22.30208184322244,82.0
256,9.245783045763762,82.0
257,9.962142603987381,82.0
258,1.208483781165481,82.0
259,-2.0811335442715415,82.0
260,7.720941037071484,82.0
261,8.193603132623945,82.0
262,18.37102862850588,82.0
263,-1.6974994442258542,82.0
264,1.529216140491425,82.0
265,9.936267899959518,82.0
266,12.215249719804241,82.0
267,5.303896065273618,82.0
268,8.466331961576916,82.0
269,-1.004158633232676,82.0
270,-5.061121102419818,82.0
271,11.486591923115164,82.0
272,-7.902597668753307,82.0
273,-8.548245405762634,82.0
274,11.130810341129552,82.0
275,8.93290560331782,82.0
276,2.8157169511491023,82.0
277,8.104347433230862,82.0
278,7.395248341106592,82.0
279,11.6899926438566,82.0
280,11.77801369775679,82.0
281,11.538642597303584,82.0
282,-4.261270608904051,82.0
283,-6.78357082500397,82.0
284,4.661764164274905,82.0
285,-3.1418549652004604,82.0
286,6.78338249192831,82.0
287,5.608186999974803,82.0
288,10.757492211629824,82.0
289,16.713841855326663,82.0
290,-2.049834587932403,82.0
291,2.3831391135070765,82.0
292,6.385525842590351,82.0
293,9.569656854023433,82.0
294,11.856880410991469,82.0
295,2.092274955531412,82.0
296,4.99068293876214,82.0
297,-6.922660929050486,82.0
298,12.416031815685187,82.0
299,-9.507452053078051,82.0
300,0.8601380446806726,82.0
301,-2.6756584149019202,82.0
302,2.511584454413766,82.0
303,18.651130077923,82.0
304,-1.536962458419766,82.0
305,-6.638955404972631,82.0
306,28.055953511078695,82.0
307,14.678730797517025,82.0
308,6.520205454818395,82.0
309,11.497041541368556,82.0
310,36.86763177611723,82.0
311,4.692649320731303,82.0
312,24.019074390326978,82.0
313,6.7015655367190465,82.0
314,-0.7193768134355965,82.0
315,-0.882494210803373,82.0
316,-1.0705870630670118,82.0
317,5.680883864786602,82.0
318,8.589096627919695,82.0
319,-15.465117482612365,82.0
320,9.034237267720123,82.0
321,14.527304602438656,82.0
322,24.82125681953301,82.0
323,17.532800535117506,82.0
324,7.9420066427510605,82.0
325,2.5634746951798175,82.0
326,5.892473676722032,82.0
327,5.918541403053824,82.0
328,13.232163523466124,82.0
329,-2.0853408309363015,82.0
330,-3.858396587163707,82.0
331,-3.5018764501344286,82.0
332,-4.95679093284582,82.0
333,15.423889300063562,82.0
334,-4.17018415713748,82.0
335,-5.414038010415165,82.0
336,16.004605492465384,82.0
337,-3.1168557945482838,82.0
338,5.189786865661252,82.0
339,5.757499967524162,82.0
340,1.73244733710892,82.0
341,12.305643311098034,82.0
342,13.071063157288483,82.0
343,2.707361621136552,82.0
344,10.040736762309129,82.0
345,8.84067638875819,82.0
346,-0.9669625937010162,82.0
347,-0.41210923129169164,82.0
348,-5.191161183097121,82.0
349,5.798949900391234,82.0
350,-4.828542207178275,82.0
351,-5.677248931904359,82.0
352,5.265155302291591,82.0
353,16.962976193549096,82.0
354,8.825540914376283,82.0
355,14.774614032186527,82.0
356,-3.7592769752422193,82.0
357,-2.991561335109877,82.0
358,0.055649407949605656,82.0
359,-7.405116293312517,82.0
360,6.36465157772286,82.0
361,9.119896428620347,82.0
362,17.306976415063243,82.0
363,5.365029253059324,82.0
364,-4.417913009339968,82.0
365,0.9874130101137029,82.0
366,7.6015054148659615,82.0
367,15.78098221494253,82.0
368,-10.195080462054937,82.0
369,5.686683240525738,82.0
370,-7.191538142195952,82.0
371,2.357601265065238,82.0
372,12.789164358243148,82.0
373,26.686269292502953,82.0
374,-0.15650155038625924,82.0
375,-3.302108559879984,82.0
376,9.629144359601831,82.0
377,-1.0407723718460575,82.0
378,-11.826715252027512,82.0
379,-6.447381734452717,82.0
380,-0.2099047279723708,82.0
381,5.363800523007347,82.0
382,10.559864427497523,82.0
383,15.035313880543105,82.0
384,3.1702602414164147,82.0
385,15.571467966633465,82.0
386,-9.046302954252896,82.0
387,9.35631595395859,82.0
388,3.6085012888010404,82.0
389,-7.366299672550825,82.0
390,10.380104796196967,82.0
391,17.311703518254824,82.0
392,2.68675193744502,82.0
393,13.17401506322499,82.0
394,6.405131603532954,82.0
395,40.587360891229544,82.0
396,-6.632554201394769,82.0
397,6.996080912253907,82.0
398,9.24733087994981,82.0
399,10.564955345366993,82.0
