unit_id,WaferYield,HumidityFab,SlurryConcentration,EtchPower,do_set_GasFlowArgon
27,10.521573052749918,33.97908268056453,64.53659435900069,26.376444983649275,75.0
28,9.382023365624061,47.12658176361476,43.06893733072443,59.54085756490325,75.0
29,9.750587220448946,65.5248877292705,61.25408972022697,67.79693907338473,75.0
30,-1.4196415716153594,41.228997815145384,43.631158390351544,43.76347881886751,75.0
31,2.329409660042613,63.893150081869855,47.50043854389345,44.28799611590208,75.0
32,3.4624310007715993,57.10091291230278,40.704559204719956,76.68784109509407,75.0
33,26.780935790394093,35.90207961123606,37.253994987285004,106.6889696716568,75.0
34,27.516699302040905,44.57428960898432,66.32086496237696,25.03255421112483,75.0
35,7.789608058346618,39.882697268800875,55.6342964047293,75.98515188566572,75.0
36,10.556380500199744,64.06959825114848,59.257200808305285,63.96775697392614,75.0
37,28.040613818313528,27.848695622622728,50.497441687468786,84.41818412814457,75.0
38,2.9612272168563525,39.07930897014934,58.47085335631555,85.12628606380713,75.0
39,-2.8508637968732526,55.49566371502708,48.564279423976146,70.27484367900617,75.0
40,2.7709823784482532,58.885839100489726,27.39861021736333,64.3286343319026,75.0
41,6.5560220368683,60.58864271843077,63.97949210689375,58.96530636696386,75.0
42,1.2214521809457586,59.96443287207712,52.67749587195688,36.34523883654316,75.0
43,-1.1147018448339272,64.2710437659045,41.64128206769405,62.27848382270844,75.0
44,0.3860397863907534,46.35522967982136,40.584078726638566,54.232007225314575,75.0
45,6.691300049855878,72.74208727578237,45.025443572421686,88.11136101195414,75.0
46,23.412735934246793,67.09933222764798,65.9713139933015,35.19754377447256,75.0
47,-5.843315515817318,24.962385563119597,43.39884323485714,58.08795656857876,75.0
48,2.1513461400631555,20.46470710030124,43.93498867897079,57.20295290015932,75.0
49,11.34742120990478,49.659799387970516,50.2633867457866,73.04343204769243,75.0
50,3.7406781451793623,50.71119337356919,68.88568102010197,39.05817417004897,75.0
51,0.6217278356753351,64.46385334792782,56.026563894126944,59.31260761439068,75.0
52,14.792715550383015,57.6059328232474,48.52661137324462,57.57105638041612,75.0
53,-6.864736411189557,38.00927532432234,52.92373122909903,26.519225216981265,75.0
54,15.688350859627864,60.99115037922412,43.86334092184737,81.55600347406508,75.0
55,-5.04829979883209,61.76268567305523,56.156055584116906,59.28136631171759,75.0
56,16.77537160263436,60.473235335026885,29.657013307004647,86.35518497521807,75.0
57,4.07037746061936,65.96768329628405,55.383362025778275,69.31905597545276,75.0
58,3.228868319508438,45.74982827548992,51.250906676474095,69.5918798941746,75.0
59,8.502407809343563,49.445346382721,53.30480107479992,77.09371222071623,75.0
60,5.113782697339615,54.605570712627944,35.35191719289109,73.69302301573953,75.0
61,4.986319908735592,48.63523612269876,61.06044125106443,60.26241513263754,75.0
62,0.8584595418599488,71.4772949346037,54.47789276706568,37.53111723865077,75.0
63,-2.7475633184234747,83.34686518485458,63.9140420615713,49.53179542858857,75.0
64,-12.327344894842192,53.59229470339663,44.79975353546035,36.8992950432098,75.0
65,0.7137441592604628,53.178398774243476,41.26640030076729,63.708596692246864,75.0
66,6.558943151548514,57.24015217982273,47.29031277079037,63.153241527549454,75.0
67,0.34595600989253583,54.114885242321485,50.24491295303578,70.19983290097146,75.0
68,3.4755750041970153,47.43299596870535,31.08210144685045,5.309122927038771,75.0
69,13.409441015428603,33.089517435968276,55.78076188910293,70.02869314569978,75.0
70,4.797358535192621,81.79323534618584,51.89512006328749,31.073633985374222,75.0
71,8.075045681955313,60.51612900979478,66.74997683777369,52.36647846292019,75.0
72,-3.0693685633336303,32.64729674270651,70.01660054938372,36.490952798510364,75.0
73,1.1254328512663143,66.96680979877976,58.567817006613616,60.36287876642364,75.0
74,6.869746442729683,65.8260665936974,60.004544714726855,11.86784406110419,75.0
75,4.421155551323698,62.54384869185121,45.3355583254921,65.598387850101,75.0
76,5.767853446884341,38.48175771502014,42.68124826540835,50.08293886041574,75.0
77,-8.128842006492622,63.194511980843,52.5425479359441,36.12593201898799,75.0
78,8.687104977417341,40.17706784788819,48.58551475359496,68.49117604561097,75.0
79,11.550373684357382,45.870753485055204,73.3410474185851,77.62808214747744,75.0
80,10.632447838741902,36.338137156579315,48.76402631183323,64.04967634873728,75.0
81,4.229261470306403,38.8347080575809,48.057799068208666,67.33803775616485,75.0
82,25.973711267202596,28.448075769817443,59.83263616679055,98.23395321647425,75.0
83,0.04391783632290214,33.699488283217256,47.42687822496322,51.76249502452039,75.0
84,-0.3342402419028532,45.941270031412756,78.21820474779939,62.41536603758738,75.0
85,-7.9265566589636185,39.77789715183435,38.04726700813421,58.753591581487406,75.0
86,4.613965458874792,57.20206390579514,44.349845036791585,40.69012253535016,75.0
87,-1.378250343277847,57.6122079725741,53.21286901429311,67.152835687819,75.0
88,7.101865231858118,29.35077599820885,36.391239921900535,82.86849083536428,75.0
89,11.38643418760704,58.787407133202436,45.84942720262518,85.49790306663678,75.0
90,3.329769566122904,55.76000813889028,48.870517370228455,26.204491823779236,75.0
91,1.493554671584215,62.79128190017211,69.6413201204657,60.5444548319473,75.0
92,47.09757649058165,50.88852399195375,47.68111853570023,100.49118772914434,75.0
93,12.72438758278916,57.63760018062418,63.76235079460175,89.2281591077046,75.0
94,8.85340127041409,51.022374847460824,47.21398213844751,74.86805882790823,75.0
95,2.4791244245211086,53.8023457235908,54.57009478395593,58.655629013633856,75.0
96,17.905779605628986,35.533965614180296,44.763315542823115,88.29566389109587,75.0
97,-6.770053288910038,54.102211999516726,51.484890812515566,57.299841846987725,75.0
98,11.678190094022522,48.62845409215819,38.09024811244231,80.54549026117795,75.0
99,14.44868629196127,47.924391093451135,64.4075614872218,79.97563685869139,75.0
100,13.643667919346516,38.2678037963703,24.865739252712075,49.043903447159,75.0
101,5.891543997010142,52.45765710179391,53.60292184071006,81.5862260119755,75.0
102,6.102582372718808,34.620607826729625,41.53320915268354,72.78397865261692,75.0
103,26.20137977163521,65.09456096823943,42.70442213931009,67.58091022133587,75.0
104,21.790349224810868,44.65667114722958,56.42656365146413,41.72085836532969,75.0
105,19.99101450435881,46.95553513164427,64.0420131320684,88.70154536999878,75.0
106,16.851832837995566,31.12529346586042,39.395098352714825,41.74217886426444,75.0
107,14.995450133338009,53.68382528297362,47.2557277359065,80.69855035058573,75.0
108,1.992396125619658,42.189378055482905,70.00008309745226,65.41624686719129,75.0
109,0.15534933169599352,47.12401506503998,65.31560764457427,55.311474802700545,75.0
110,1.4625698205586801,69.46755066739397,58.51911462607388,60.1504769568051,75.0
111,15.479845579286403,64.18822794879844,63.22953632052974,82.3025146666705,75.0
112,-3.6448474710428638,57.99145444710337,48.22930110054738,75.90001875836252,75.0
113,2.5549854203110782,39.943583463696626,20.057219004580098,49.1390489316809,75.0
114,13.06282747751553,51.79979863805738,68.772860992275,79.15550646821116,75.0
115,2.3049415570731187,62.609053356198565,56.449007676098596,68.14274237985468,75.0
116,7.625942236490766,61.36154575741035,54.392858561101846,73.2249694272725,75.0
117,12.635551268686593,51.03088891609029,33.0646448478804,79.27018260231536,75.0
118,-9.709180104118966,67.35230735730087,30.872610488492864,41.5894067379141,75.0
119,6.969388688928763,68.29523361567897,36.46381595928494,70.46057991764194,75.0
120,44.97426876981398,51.58280514181488,56.999192017282056,74.70668414591114,75.0
121,-0.7568217251334128,72.62184592195104,70.54954098490278,57.39169050186135,75.0
122,11.095950027038933,53.88998266605989,46.014605767967495,36.499135610086036,75.0
123,6.884062617826599,68.19560297020931,59.126634136552404,61.81115231773026,75.0
124,5.456866901288891,46.59109389059416,46.071700386228464,61.65705963836021,75.0
125,0.05039738089027557,48.883017952011365,42.603340518909285,47.035242589711984,75.0
126,0.4449787944719743,74.873342533521,58.577977414275416,29.6889711096676,75.0
127,-2.912990654201911,40.92958510030199,46.59808143967502,48.347592397920145,75.0
128,2.77577070847149,42.116905560168405,56.88274568667118,45.42711415115524,75.0
129,-10.885940470896106,48.462014056238694,46.037373454569426,31.092798895734123,75.0
130,16.390706749398124,51.37510478745048,45.63177129712005,91.00676902859874,75.0
131,0.23901453949989548,48.678339960072094,34.56544103108526,41.47794436898179,75.0
132,8.885445998385073,44.53011422898506,55.03307028893208,54.68266032365387,75.0
133,13.022192224043893,70.50517672492194,48.17093551569367,58.33695355588612,75.0
134,3.0434205166097783,82.16765324961159,31.983948105617173,59.2283881401215,75.0
135,23.302483850873777,49.867675716807604,66.29715408356958,45.32924419209864,75.0
136,10.441488450266485,50.11245109876283,61.18378162937981,49.01839888065572,75.0
137,8.526009347934115,31.280365827740294,59.37310747930939,76.62207018832103,75.0
138,-2.702743705529336,58.52680315653755,19.01218630238044,59.45680867460584,75.0
139,-1.4721640033677392,56.02625038453238,62.17069016410106,67.24019519657838,75.0
140,9.423560413317368,48.21643795412155,22.181857659338508,70.39267540521458,75.0
141,3.2046128795961253,64.45453343523457,48.05166348594173,33.29007079563503,75.0
142,17.72665005887012,31.577396514333095,37.102877310626326,75.17191320911414,75.0
143,10.738680149742343,53.0240758713456,36.559823534295695,79.32156242344784,75.0
144,13.837032797611636,38.79331710548507,46.24985944302311,97.01260923494178,75.0
145,-1.046930852100119,46.04550099561579,68.88505617458279,56.16315092145083,75.0
146,8.952724982213565,42.150805143236575,48.62411545588418,76.78837198103395,75.0
147,16.029733611093633,59.84322326594143,67.05805056011265,59.283541493635134,75.0
148,24.347069470316434,41.44242538181085,52.643784590507565,86.5577223112914,75.0
149,6.465082136459085,66.98776245470756,47.853674042614415,51.08394729235337,75.0
150,-2.479236167995798,62.591562469322824,49.192196296973904,53.92639164475239,75.0
151,2.8165594839047237,30.259780827133454,49.998700628266704,48.82210834136911,75.0
152,6.711353148156255,34.41140231863878,43.36908871866294,73.26527315248924,75.0
153,-3.396369785328403,67.13205779540982,44.01016884496262,52.38235477633096,75.0
154,9.154466275664843,37.49730145035591,70.13772415702023,72.4569731406599,75.0
155,-2.6135143053336254,39.34637348860114,52.11703349333562,53.25149744654491,75.0
156,15.330992037830448,36.98165359273393,45.30511434386827,50.42307162398306,75.0
157,7.7260307017146035,66.18973346946788,52.79545262260492,36.739371173179606,75.0
158,-12.517094190702654,41.04523919301535,54.9419822805175,37.78439602603969,75.0
159,-4.159349554180462,33.170378263793275,51.732182925230354,52.650226201216725,75.0
160,1.4888507099957233,70.41999203794822,50.55361063405062,63.60620839771156,75.0
161,13.168302461706233,48.34461823623239,25.575158683168624,79.4937750039333,75.0
162,4.218463434579512,47.46112095407034,55.01214656706275,52.54364823362943,75.0
163,4.970678871321312,50.18975166184114,65.55482853396803,55.417921571285504,75.0
164,2.8621896691274227,48.724478173118584,44.794740003856525,61.20716424880727,75.0
165,5.424955505898088,51.23931367369782,40.435361660504746,83.28105162613495,75.0
166,-4.835084035980186,25.635942449741123,37.82299783041493,39.68673249779574,75.0
167,9.02157056260282,54.346234592492785,49.14767496520805,75.00210583125153,75.0
168,-0.9773856790365132,44.361632771385075,40.3494405180827,69.41613071957991,75.0
169,3.23256468385429,61.53520863114069,37.75668545009746,63.59381429891533,75.0
170,12.474191400751362,59.82273924309735,4.999636091051862,43.99427529328567,75.0
171,20.514165062100517,59.191637962656664,30.068197634899093,89.27599706361764,75.0
172,18.51235151291923,48.795131306010404,30.569839916087826,85.72241477205719,75.0
173,5.46052085711849,70.94978126722935,37.116453859166356,70.95665725201752,75.0
174,15.67032511874589,59.00717001446416,49.00354851127807,33.93880461056349,75.0
175,12.773267593736403,45.61126284610274,34.27725689388915,91.5344783950363,75.0
176,-3.936958620135661,52.44542032660595,36.50142531373231,54.14670985448483,75.0
177,17.107279904324447,64.79032413787245,19.045009508964096,77.85288526863259,75.0
178,-14.340414369209743,32.39104436415539,42.91063020038164,42.204733227232104,75.0
179,9.272778172060082,73.36996199337986,54.8818137232144,44.3450098190825,75.0
180,-7.910799641329937,31.867509379734294,50.17861524284048,56.206393398742435,75.0
181,-2.486531167029349,52.2204817623214,43.9185047664211,60.78825024710982,75.0
182,-3.092213767602818,57.97488500725665,47.07321696719633,62.03188016895787,75.0
183,8.420037096440446,56.60322456896408,65.19904068760478,45.46399272465019,75.0
184,7.436472878419327,48.98650272535245,46.25483188746787,72.59907888757837,75.0
185,7.53300105423563,45.4583101870723,58.125530481641825,60.369990784822285,75.0
186,9.353267426284752,40.81307312012735,62.31959663892083,81.99745449137968,75.0
187,19.01885425691527,57.270153804271004,58.51595281304834,102.81050670339579,75.0
188,3.021757964984197,26.839203313877547,66.97930470270141,69.46378530695469,75.0
189,1.1506990776049553,51.960361559719864,43.968682566817094,42.52464392104833,75.0
190,17.564644345336916,45.88999393784443,45.387587893840966,73.24826041320784,75.0
191,24.545112199499073,40.65423740301048,46.984787901179324,36.006602516871865,75.0
192,29.29909288802181,55.391541685736854,47.80874269386078,78.92850471457119,75.0
193,0.7096575030952748,52.333414832903856,54.82293439865557,28.23191324777496,75.0
194,-4.476899930973733,48.86363593336984,51.847999683920605,32.90149893030824,75.0
195,-10.039503402899694,41.05493952142383,56.69350573392295,48.135292984577966,75.0
196,15.423446907534037,53.060029948264145,43.40091848838156,88.71372522412855,75.0
197,8.417607416776148,41.39882761688075,59.75791077509119,68.12061871893907,75.0
198,-3.186846833641811,57.87062457697323,34.55924177811077,62.10786110373316,75.0
199,5.317166314879264,34.5800359707325,41.8661656311751,39.25219453209426,75.0
200,15.332501039178027,81.89299591562997,29.303699170047615,61.9905093251097,75.0
201,10.549765339337046,42.059469197329776,49.78872969130029,77.70383377556938,75.0
202,9.372074732115069,41.79185556328129,47.642541812125955,85.22584542004009,75.0
203,9.391682987043383,31.834799916859225,44.31381500291653,73.91052402516651,75.0
204,2.6847362370049845,29.318557733206607,44.266980804310656,66.56408386792616,75.0
205,16.03053349873042,43.21518770709195,63.052171789377304,94.84995244734017,75.0
206,16.345994776614035,46.20279402678845,51.20324464921047,87.00069390821854,75.0
207,0.9866665440220193,25.405990282063158,53.765598611923906,71.28953536692192,75.0
208,-9.304968497971167,50.26288268982129,32.97252857596348,43.92825965319089,75.0
209,1.0852858893434638,31.238263229038616,46.96447534426662,60.68585179915554,75.0
210,-3.2913477100202484,42.81295138151536,55.63892132499921,49.39101057809042,75.0
211,26.45880401034327,50.71876110856146,32.461212589695634,91.87498853022879,75.0
212,0.9532078538091804,49.96201119569208,42.98244619389011,34.45930322383202,75.0
213,-0.4998724303423576,44.81523605964073,72.79046030202697,53.47051473489572,75.0
214,6.02586746922747,43.233058232130155,28.650328556826462,78.95513436193681,75.0
215,7.9233611472742345,40.327689232298646,72.52092322558501,63.21544850776148,75.0
216,8.118509227002463,52.241493224766735,55.920874292568406,56.631197002342155,75.0
217,8.474332412948886,65.21964166871963,29.65265369894263,40.70365684127337,75.0
218,18.390069040662617,74.92527317267276,58.63134364289964,80.75809768114948,75.0
219,17.578069315013458,45.874464352850254,46.46002161812532,82.69106078965127,75.0
220,4.964870296769951,40.34501833479681,54.60154372945927,73.03084950325032,75.0
221,10.387450486640361,40.8178057936677,29.263926378648154,81.98695351310255,75.0
222,12.604382069386073,69.73039370325213,50.998940831072005,71.7388433577259,75.0
223,1.6739983849453866,54.69616109128531,75.83608181754953,40.65398199148244,75.0
224,2.5464912064460865,47.97653505513371,27.466496012559574,55.51118121790499,75.0
225,-4.481532336252386,30.059282533901765,30.770532779931024,65.4658445382755,75.0
226,-4.9966399897537945,40.56039018033222,51.148237944741034,51.169264942909436,75.0
227,-3.6035630394654965,38.684386831864735,41.90094057034272,54.939660939507164,75.0
228,7.677159269781312,39.01639058547061,59.15640717024913,53.25897281242148,75.0
229,-9.716761845964117,62.1150185686478,56.423773819231585,34.70981407828763,75.0
230,14.38914345500854,54.26137305438637,68.88380709767955,56.15618944297756,75.0
231,8.610694090356677,67.86054127494444,43.935194617130065,82.9636358977446,75.0
232,11.46346183733922,43.30077822550543,62.2056630942906,56.92209411908042,75.0
233,-2.4625033116796287,71.24710695157837,61.604290104854535,26.5567199448095,75.0
234,6.099017065021716,42.598597168581165,54.13543684868758,57.65176072742852,75.0
235,12.898486006169657,53.19293915259335,64.98247537757963,63.64160967622331,75.0
236,-11.557746031721658,82.86999767480853,47.61337684384281,47.99473430068349,75.0
237,7.4985257639625384,56.28999398859514,56.56028373784431,64.86731965609542,75.0
238,1.2709484531217328,72.98437301067916,50.55718412943028,57.061108623688774,75.0
239,8.267853402759537,56.334229559754476,37.50418599030143,32.671344031796714,75.0
240,4.9541989350826015,38.44655898877316,47.508618543518786,64.33133425510732,75.0
241,-3.068611763070945,76.17389247573011,32.121307333111886,50.796205746078044,75.0
242,3.811892299110151,36.93835046092029,60.18956650619624,75.55766067227115,75.0
243,-8.37794962817628,50.48679226578839,58.03868196969612,24.02632246727586,75.0
244,-2.9824584994371395,53.93723550959305,57.19231654049617,34.26528419708151,75.0
245,-9.164334043088354,54.9055668078249,57.13628399041394,42.42739016694788,75.0
246,3.2055485208342254,44.65332815337562,56.383284271531245,43.037636176486934,75.0
247,25.660219385956168,35.965677967949944,26.806996131964304,80.1449730215567,75.0
248,6.42173605404558,52.56966374632365,43.8214352349006,79.18067563275528,75.0
249,7.5100261083380175,57.17293882111816,34.81110074570268,66.47325697360428,75.0
250,-2.984137836358403,58.73109986075796,61.766572511786336,45.68381025432416,75.0
251,15.198877709873885,71.7180040960145,36.53945969321478,88.46925844183157,75.0
252,-4.382782091905464,57.25382589561371,53.37303284398832,61.95760715474386,75.0
253,15.305415050114306,59.241597815945184,61.225585985944484,66.52782437562568,75.0
254,40.093495594767965,36.9782182363567,25.496890846248217,83.06811320306164,75.0
255,8.830214268113604,45.89522296127305,29.069354677409226,70.21469326676613,75.0
256,-7.893953302962645,36.015748896375605,47.48572103003787,42.78358434338118,75.0
257,5.072726460378221,47.26054831511818,42.30505028379555,63.57774694592341,75.0
258,8.411434493897803,39.711090447154724,60.48568156082608,59.895386667672255,75.0
259,45.394069712597286,38.402602800045756,55.345175511802964,69.45422582475955,75.0
260,21.40082002935544,51.58684830760188,66.54294880572071,83.3879768692424,75.0
261,5.129739837773899,44.78423771738105,61.813900835163494,77.3275872167159,75.0
262,20.470989652268585,66.58037423900902,40.15536909760887,41.51050076095706,75.0
263,18.81747819495291,67.5986077639646,65.33567554519337,85.96743764739067,75.0
264,2.7801427541303747,60.81088448245874,63.8653941766488,54.13364900990631,75.0
265,4.92710838115709,63.76275130778064,49.20858961068966,24.929445686045703,75.0
266,-8.37663510138659,47.92902334147867,25.209232270495193,49.07852380296592,75.0
267,9.032149330832603,44.444702853574206,56.79242792475473,70.70269240562436,75.0
268,1.1276192373351466,30.62340222384649,24.715414569403016,58.18072433237606,75.0
269,-7.278260443541244,41.49309539586352,57.79447378658435,51.990572371344385,75.0
270,12.404547207191516,55.55127057424244,39.505666675244406,88.0946217027099,75.0
271,24.561435358893743,63.90145001185837,53.175454712088325,73.23162771119601,75.0
272,7.394510939285962,48.39982788088286,31.157533988669112,73.35927753774571,75.0
273,21.158727402738403,74.8493212615626,37.825927027285104,69.38734985699298,75.0
274,19.674846766700792,47.80103379125197,51.556612271614135,65.99100136019187,75.0
275,15.484158663153485,45.12868744686702,56.04500353787347,81.63809239097839,75.0
276,34.19172084350675,52.876614337410665,60.859267633516104,128.79934541014725,75.0
277,9.67646362084863,39.0529683999479,66.14718852256766,74.95903053624745,75.0
278,-2.6665771138705,42.62138236083142,38.99837583845591,56.735796735409984,75.0
279,9.705551598653953,53.9575711381559,65.54077194977057,38.12978525041988,75.0
280,2.346011635310788,71.55735142038219,63.072993226448475,33.075958246864744,75.0
281,1.4745871814276446,48.962152727472905,55.432606651406296,53.39548325188884,75.0
282,-2.73654163106334,37.81193562034295,57.50719059094962,64.51955307939703,75.0
283,7.407073535936326,35.42816472664208,71.08177355365629,77.17415233479086,75.0
284,-9.15559654572458,52.24768611012593,33.14775846424452,45.47262715177513,75.0
285,-3.82795913795767,54.41555745366618,28.834294511944123,54.059240679908314,75.0
286,0.3412807795417119,38.45496942623353,60.73200771278213,30.798021330715734,75.0
287,3.086369394631212,35.24044733654002,27.316933296535247,75.18160026354624,75.0
288,-7.493717803624732,45.57318572610411,54.53200575742164,31.914114493817564,75.0
289,-7.280108850840548,66.25812197739997,27.87351641132073,52.97040598573611,75.0
290,9.6410534005296,54.28915855842961,32.52782211199288,55.37526154797619,75.0
291,2.751052470664259,40.792778001180494,43.06819448450878,45.08086875616196,75.0
292,0.19337277760786087,48.10370321911273,72.16962338989212,41.766953681862006,75.0
293,11.245139798929781,41.373053441347906,59.07665149518663,76.09383733268452,75.0
294,4.542150577305572,30.3829234004261,54.075252421508246,85.66790533901325,75.0
295,4.7610348465247885,35.3749322540039,40.51612482732012,65.92355669898153,75.0
296,19.890349367929137,52.32875253973998,57.523972694390004,92.17752529911623,75.0
297,18.194720913862927,54.601762382383534,59.754149536970374,78.66722223492678,75.0
298,6.370064707154253,59.70065950418021,61.298087073461055,47.72764947622364,75.0
299,7.469717673753347,6.3559773499596925,62.883913427947654,47.2269096850119,75.0
300,37.84854901403023,43.39157052672261,34.15872022845569,50.455777281268894,75.0
301,-7.105583673025849,56.80462524623153,27.540777454603095,48.673956922851204,75.0
302,-3.8325573257896766,37.82564624486144,44.80897598350159,40.59964694928834,75.0
303,7.12547402974137,41.99556086150933,43.41459886024438,63.58781952517554,75.0
304,8.20597425119541,40.67247036141713,45.35252087803759,69.57189719652682,75.0
305,25.361286707651008,51.499086462727306,52.04569379605477,51.836914730462425,75.0
306,8.672711404469446,51.49957034729494,29.744105914102832,52.32320392974478,75.0
307,6.219897803620428,48.611366496082724,42.71667067631084,69.593889829518,75.0
308,15.125067272883692,49.21087106541637,37.03946218210251,61.967578073294426,75.0
309,3.251119023474133,30.856107392234936,58.38599557586667,63.458930776236066,75.0
310,8.82675136374011,65.90018698817735,50.371149366648915,67.31588648861181,75.0
311,1.6008355429374541,35.05981349029083,48.996073798991574,65.2166315766108,75.0
312,5.807301573668498,75.56768656734691,53.974398326750425,62.109422957484384,75.0
313,5.558789450762007,48.53889819228696,46.30002465928235,36.38184082071765,75.0
314,1.8395974967979785,53.86518772106808,46.408028294673386,61.60812634197244,75.0
315,4.574389484362184,61.55374282879059,44.25199135587795,44.72062756818248,75.0
316,18.053708757694107,31.376433565683556,63.46803531782589,15.721485301674932,75.0
317,2.467631757817223,32.06507985686113,48.33399209352697,39.68824359701506,75.0
318,-5.227580673484406,65.15831350309708,39.52453612578822,62.266973783567956,75.0
319,-10.625355725995622,70.23110320040769,41.64906526887473,40.8202040428349,75.0
320,20.64967698588146,64.10171691718028,50.26546325345652,76.2884104368868,75.0
321,12.029014886349836,50.823618749810294,52.881837894913076,69.53214874288415,75.0
322,5.1810989661318505,33.42941630556257,50.980256073424286,44.58558603690154,75.0
323,20.080286314915437,49.03330183969131,63.71993421747056,45.56687674930144,75.0
324,-5.74572929901041,36.43521020755963,44.88282750555582,53.10088599587075,75.0
325,-3.2951442405476,44.25892704898966,32.47166340705671,18.871734382911054,75.0
326,-9.907136898748297,60.53728451865749,35.82525954670646,41.59834036227387,75.0
327,6.445850748021647,47.36440268223217,65.05776298282169,52.33843794117858,75.0
328,-6.770897723142083,31.76817640952508,29.18865780521013,45.54371373905658,75.0
329,5.344602380590647,37.0529680661105,48.0038776580883,67.34373251753716,75.0
330,20.359453458600385,62.60178199379695,24.18696095295286,81.11778967452479,75.0
331,-1.5953863723143487,14.57229487560538,56.38110619963032,56.3657986349048,75.0
332,3.2429887427447284,42.624419915358075,42.68053796600825,46.290608875703136,75.0
333,-6.55692239577785,77.29502899645937,69.95088267601189,48.900329069504124,75.0
334,11.966979952799138,57.648422013159546,63.54227006653211,68.56005197551404,75.0
335,-4.963607660601823,48.21519682281415,55.21623116617341,53.70850930131304,75.0
336,9.92136520958881,18.875280555087638,74.32974519394462,43.468626077172615,75.0
337,10.25181751713074,35.244250304004055,52.719905047372016,69.34165422651027,75.0
338,-2.641208984574035,48.031087020699005,60.21306272014723,51.73118233744571,75.0
339,-2.673235333387476,42.89663540233467,51.59086189835261,69.07088042851612,75.0
340,-3.44872840976652,52.7198528664825,63.76297416974918,20.04042978056665,75.0
341,7.634344680884254,63.14252204653064,40.15766394610958,56.680605342982844,75.0
342,8.425491267682906,54.753555711316146,60.451036413253576,75.08879819011194,75.0
343,-0.014531020957553764,47.673798812551105,48.35239711324815,55.65783648515267,75.0
344,-5.207444713848923,43.690368987182836,53.53267694173369,65.50212740085547,75.0
345,4.706405829146425,64.49893362010562,38.44063404840123,64.63114131310762,75.0
346,11.063408205024782,72.37748106811877,35.47580556876849,81.32164411347212,75.0
347,10.787815834259607,51.46485024865197,39.70693966868341,80.99025058713501,75.0
348,7.101512418481089,48.645706725208946,62.80278550815164,57.346933877865126,75.0
349,-1.4740662094459474,39.51277125547785,46.420243104734276,71.26727108023972,75.0
350,4.115743413103865,53.83065528115625,27.618879669369647,52.91721907223454,75.0
351,8.32116194685086,50.22600823177028,35.111384557386415,19.380418487522306,75.0
352,3.9902926286093825,65.27731266851602,54.5046403901862,74.24607049878554,75.0
353,7.851633498970037,22.113672611107283,35.952116393282076,61.16797350584733,75.0
354,12.404657352391727,45.8137518998062,35.93708084422329,76.51234911634266,75.0
355,10.307051032293742,42.49903742112592,41.11306634528199,68.38172616956916,75.0
356,17.575885495020227,50.07093573048899,58.33764218799326,87.90483481873991,75.0
357,4.12775420239492,49.56046538294549,35.772626355066386,12.091604791183052,75.0
358,-3.0183768486899263,74.93346760917404,50.953765858032895,41.623689620265836,75.0
359,-0.43179435557343115,37.52724349263064,55.03858879705699,52.65252732438597,75.0
360,14.380075451491134,48.82992919858128,57.203676712920306,83.75657079027907,75.0
