unit_id,ConversionEfficiency,EffluentByproduct,ReactorPressure,do_set_FeedMoisture
32,-56.172394464302954,63.27265389628029,81.02771802629398,30.0
33,-39.44433120759555,38.5239186411032,69.75537081320003,30.0
34,-67.81009514612475,37.950769460569326,47.66533777663301,30.0
35,-52.25094044103973,39.58469629337916,53.69126491866573,30.0
36,-36.41768825091461,24.060822453476646,66.8655059823546,30.0
37,-60.99814047046868,55.13694547983509,66.83164775296797,30.0
38,-46.60749562796197,42.59318280284242,67.33614295478525,30.0
39,-23.90290930618217,19.85953905672282,83.60851300700054,30.0
40,-34.71640722640776,24.466396777945548,78.33975790923374,30.0
41,-49.949555034343156,62.305294098284435,75.18500501036216,30.0
42,-13.35740859038011,42.47942506798263,79.36610284187884,30.0
43,-44.21537074401431,50.42293203919525,69.19889115173866,30.0
44,-43.17923246625864,57.89128702578932,82.35806935934899,30.0
45,-26.63656717651239,32.490357488276324,70.5769475943881,30.0
46,-42.5480603693063,35.58203373336453,80.8112568062527,30.0
47,-21.1294599190754,29.47672454705767,86.16734296838041,30.0
48,-46.38411618566778,51.155506537634395,101.31433565178968,30.0
49,-50.81072802605494,76.88951745623297,77.84295006415155,30.0
50,-29.805631008032183,46.84380597307661,74.90537891011925,30.0
51,-46.469335447828996,46.893974876415996,64.82240016432112,30.0
52,-28.689841887179504,35.40402158865,57.09056906943581,30.0
53,-50.791040020345385,40.19748210557761,69.30570521431393,30.0
54,-48.84186298387536,59.05499738907137,85.89912348473445,30.0
55,-47.91912024061759,77.63970894572762,72.6312893082838,30.0
56,-37.804613313384934,38.9491046817625,87.2414911519217,30.0
57,-26.75668964439196,17.957689499989918,71.8755431545645,30.0
58,-22.29411883145111,14.238264926527211,88.33987657775822,30.0
59,-41.36866662634516,59.60236825191975,78.96385980756202,30.0
60,-38.62005319962202,42.690775228141625,62.329464561705834,30.0
61,-53.812445364166194,44.91096108670688,64.13000538602874,30.0
62,-45.516985426738486,40.85195510262564,75.90784355654242,30.0
63,-57.8053902851021,39.49648954571528,55.65483187847658,30.0
64,-41.89978292616195,33.7167697815553,84.26418542515538,30.0
65,-44.69582702314828,62.18711600310772,68.60781005472232,30.0
66,-26.494219315179592,16.6810218544275,91.71168705565152,30.0
67,-48.76582392622332,43.88742479906208,73.33726929643343,30.0
68,-33.35382448592156,44.45885390733634,83.72422919208628,30.0
69,-43.25275392947106,44.87998494606228,83.11295429222295,30.0
70,-55.13550216320535,59.17867200057658,80.96863970428376,30.0
71,-38.91157279082195,48.179708127711926,86.67085000173219,30.0
72,-59.23571853155738,44.5676275298505,61.01326134282295,30.0
73,-61.87956830642753,63.308820564236285,68.25638299866291,30.0
74,-37.06069993690934,26.31151095557804,73.6741706082661,30.0
75,-40.46675810823902,53.63418799691799,70.50317284946621,30.0
76,-17.549468417034348,2.246574832556611,79.69439800460566,30.0
77,-58.069828573749966,32.236614785949094,99.00315831047041,30.0
78,-29.93499151609058,37.9294778855529,85.6013432341903,30.0
79,-37.319675645314334,33.46621211700926,72.12720689581982,30.0
80,-43.40739910436984,47.35072267620162,69.99711096884852,30.0
81,-36.67586472006204,50.812643824526155,76.04049741435483,30.0
82,-43.60566989722514,57.02185413807547,66.88197377459396,30.0
83,-54.50525442519162,65.10992386559101,65.8399393353047,30.0
84,-30.896168880509485,34.68503387451221,93.75231712671949,30.0
85,-51.25997477291275,24.828842650288973,60.28548419265905,30.0
86,-47.83016395434767,47.161735015278595,68.85369181927571,30.0
87,-38.97496045455593,48.1852488645564,76.52634156451144,30.0
88,-45.058691337973954,54.202867027648594,65.37601882110299,30.0
89,-44.672961780014326,57.569802594315476,69.90295293137949,30.0
90,-41.36916750967649,44.306913911132916,64.63251685768208,30.0
91,-49.5428517142435,41.5147888709491,72.47760248483814,30.0
92,-40.25134789049074,33.707178717164695,80.21820613345139,30.0
93,-54.986051431937234,52.6572746306771,48.20219030228761,30.0
94,-47.95500999224502,58.80261205238421,78.8361115718413,30.0
95,-23.703844760541244,37.79480435960246,67.52561457995448,30.0
96,-30.870848025246172,52.77301617714713,94.0623155672935,30.0
97,-34.15767646652738,53.41493312522853,63.25242433154872,30.0
98,-41.07544888506925,54.412954144036256,71.97056243230693,30.0
99,-24.65438317237348,19.758682639502513,74.66592703230657,30.0
100,-38.56489809882123,33.22613206694513,64.65140871080975,30.0
101,-22.4751398701498,26.547935206152946,78.36486773314728,30.0
102,-45.99261354986328,64.16999927251489,56.643492674102596,30.0
103,-53.62664409290946,56.892140537762344,63.83386806840881,30.0
104,-31.771152619474005,38.676865092112756,77.6721577748314,30.0
105,-50.51386052177601,61.661416073855655,78.06841834629806,30.0
106,-27.316346621411437,34.0217977254056,80.5731784394146,30.0
107,-31.875478009096124,12.28649233330731,79.48300218199118,30.0
108,-27.832904286855694,54.53529973770414,83.40754022416404,30.0
109,-7.915810270602833,30.13468167521105,85.72527564561028,30.0
110,-34.393420926531256,67.3287785004645,72.02774190201819,30.0
111,-14.005035414699782,41.847074148867776,79.67907283599862,30.0
112,-47.66265967736042,35.19837999152752,74.96190011957718,30.0
113,-18.641184085800035,26.94006858673805,73.17705742502476,30.0
114,-20.210299717584192,14.565693692762453,103.79263189194754,30.0
115,0.6463635520177782,27.39044617288942,82.75995387434035,30.0
116,-19.319433567829915,23.612349014184254,67.62100886826732,30.0
117,-39.20224016309819,62.72429017375497,74.97514456269545,30.0
118,-47.51577063863343,29.173946136803174,73.80927823126349,30.0
119,-27.849394897209653,21.50660541270001,60.93475560752097,30.0
120,-16.69124093059404,24.63424286855114,74.80555872706844,30.0
121,-62.859577516181915,60.02107191002261,57.07702399248288,30.0
122,-35.63722158387404,47.64043388379355,77.07857652172073,30.0
123,-36.82594117581675,46.044441928385424,68.9770394577328,30.0
124,-46.8726134278239,49.77570766776061,85.15031655361888,30.0
125,-39.4610898220094,43.23669967440329,74.62317315732825,30.0
126,-37.24735157695016,32.61763155535269,68.34299606712926,30.0
127,-40.24034894208959,45.24058092612459,87.80381841006707,30.0
128,-33.50485237769742,34.30084358536012,78.73603386960013,30.0
129,-20.23438034241438,39.69824824835772,95.00621926653737,30.0
130,-28.961311640044915,10.027466186772788,90.5625293140798,30.0
131,-36.35133960489509,54.89563861024249,69.68604374612352,30.0
132,-51.03638512893597,41.22518454087125,59.748553826287576,30.0
133,-50.93890547835269,50.91331755331201,65.19416004612658,30.0
134,-49.81985444734666,58.2677964394249,78.44074577102984,30.0
135,-14.578816261263993,27.591360586532904,70.64290325967262,30.0
136,-36.750548489621586,10.554984180233914,78.32041426329086,30.0
137,-7.065232927413828,12.945285992651195,96.78651827912067,30.0
138,-45.93095173870456,38.50437778996445,54.58966081998085,30.0
139,-40.59148012654199,31.768978376745054,75.23567749458591,30.0
140,-51.848305347729955,56.432041860401796,85.88070872188936,30.0
141,-23.687674704890338,41.28804332487797,74.03194101132723,30.0
142,-44.676534990232014,49.92195909066978,92.73321815132064,30.0
143,-40.53880817044912,47.07521129102918,53.914924072926034,30.0
144,-26.49515044346959,12.872811432472872,71.86172290651017,30.0
145,-0.1967017055579987,8.449027030528697,74.51408940368269,30.0
146,-39.93302312803047,50.74947981365289,89.31976627393281,30.0
147,-19.44998691178572,36.2064409839392,72.56979811087184,30.0
148,-40.85542472722634,45.920752171374104,74.35058315845707,30.0
149,-48.85692872575506,56.76297227769816,77.4786277574332,30.0
150,-54.75311282624832,42.709963997544094,56.419883191839844,30.0
151,-49.19022679891463,53.384002641162176,82.56326780726562,30.0
152,-50.94745345674738,68.62418994027439,85.28720011487742,30.0
153,-35.539368559844824,27.922639332852626,61.116634990782174,30.0
154,-39.539385946848675,64.67586106085847,74.0565262369388,30.0
155,-26.08260378153564,66.5902277530993,71.27536362024448,30.0
156,-57.434748081443786,74.90917513271455,80.40361578487546,30.0
157,-34.09095168714889,38.51475606934754,77.928592869307,30.0
158,-32.744989740768915,49.239745612211706,80.03804505092525,30.0
159,-41.482684127388396,45.19123767834993,91.50461099457259,30.0
160,-30.724086554913022,24.445092216159708,86.9988937073813,30.0
161,-42.87902611253843,45.29392883917401,58.999010471519014,30.0
162,-37.181161149030785,42.35194107469615,74.16350400224384,30.0
163,-43.91496217194382,54.60662921871325,71.29334947521124,30.0
164,-32.55680044682677,86.4075900943455,68.15224955236641,30.0
165,-27.944030688335513,37.16370770400251,68.86941104511418,30.0
166,-51.319368761070436,24.424384476127607,74.26039243591246,30.0
167,-50.347593451221954,46.970477622138475,66.49321878305581,30.0
168,-34.058387598903195,35.56158088609958,67.16650944131932,30.0
169,-40.67047484808064,50.55283320086124,86.9621001208373,30.0
170,-47.26215441803754,43.21605911571325,70.4157583364985,30.0
171,-31.43045028787531,38.748637082012316,97.499829785596,30.0
172,-43.15788883803036,33.365234689666394,84.43066487746675,30.0
173,-58.391776915485785,29.770029829420118,69.63109171891399,30.0
174,-12.34393414640875,18.173230076279246,82.49335485869057,30.0
175,-56.85073525687362,76.35450381405977,81.66772198800228,30.0
176,-35.202729887242974,48.16698043564013,82.37885405868913,30.0
177,-53.63692544404573,48.249210239749154,64.05852407504948,30.0
178,-27.129360401577415,23.982307214056092,74.41978846554586,30.0
179,-50.202605226348695,46.689245312966534,83.70313900652161,30.0
180,-56.948252102333726,42.49964947665386,92.72903502840666,30.0
181,-30.42082134377473,23.818589419096313,78.03672689932273,30.0
182,-34.91353426888952,40.304139919287216,85.31008594488505,30.0
183,-63.31183187708593,55.82485231923725,78.38363244125269,30.0
184,-3.3150541748679174,12.649654755725107,71.76234587598118,30.0
185,-53.341644290750764,48.213616570371464,59.329278514850564,30.0
186,-39.63017091383498,79.31272024387494,88.79868583468394,30.0
187,-50.880094224966726,45.01888976662144,71.76647667885912,30.0
188,-48.243848087698424,30.44226172440099,72.42849172018275,30.0
189,-14.2080687318063,13.054429901598873,92.96871847212456,30.0
190,-35.35581864549941,44.64815681995917,82.91342183548105,30.0
191,-33.16723903110852,39.42758506189569,80.04662596326393,30.0
192,-55.33569185490483,42.15988394415079,83.46094116945774,30.0
193,-19.74590882571462,40.077268555254534,67.72483471766591,30.0
194,-42.16799745377178,23.56773957582995,71.58955539733427,30.0
195,-36.00640808276584,32.05470991583911,76.99323151473479,30.0
196,-58.578332082140676,49.75615443173394,62.24893216754212,30.0
197,-48.66868916990307,40.44970028372268,84.71105598985716,30.0
198,-34.294437451269374,18.37400203891775,91.95081873716347,30.0
199,-45.03755629987933,46.92730691514322,69.13204534459304,30.0
200,-53.85110994493119,44.637340592245984,56.615086229316255,30.0
201,-48.328707168541335,49.176608047771865,82.579836985589,30.0
202,-54.12196264220511,48.7845519101583,74.73863152784554,30.0
203,2.326062771996237,8.699967045095377,88.66324532147372,30.0
204,-62.1731631579126,43.663140968973536,74.6221778311026,30.0
205,-7.0178448761383425,28.135828189424938,61.264824178894834,30.0
206,-54.16534306181535,36.1613211677186,82.8747077054865,30.0
207,-60.325596996694244,45.03398640413903,71.33204566976966,30.0
208,-62.85971989230315,68.38138999052106,52.76872044215657,30.0
209,-32.091808313850116,34.342095836386434,78.65364392638912,30.0
210,-50.224701110766915,51.267238953050615,54.55725648281926,30.0
211,-35.460758645629824,27.853136966736272,80.95247367870067,30.0
212,-39.74229702913414,69.36323018648412,77.47052696044712,30.0
213,-8.491467246431261,12.338226321181043,72.1050347874347,30.0
214,-37.02216159395111,38.64057111608136,74.79398322609654,30.0
215,-44.09512788292238,32.065114458367766,68.45839736301664,30.0
216,-53.564094257123664,54.65856939602503,76.62669345761046,30.0
217,-37.455829015143046,36.02817537558174,67.45579209698226,30.0
218,-48.02108674855386,51.39939313687983,69.52643054890497,30.0
219,-45.35760773008662,38.35118595090522,63.98738527183485,30.0
220,-40.66692031621789,39.661795126088826,85.07241855747799,30.0
221,-45.48901933640488,42.55918147432078,74.13228495983228,30.0
222,-48.23249949795378,42.615039368438474,76.66046062341107,30.0
223,-45.05511184219654,62.30310280189947,57.36166547377443,30.0
224,-60.05017731475307,63.93119393448009,59.39404166154092,30.0
225,-2.7109053372126146,22.80541494638458,71.7651569362031,30.0
226,-29.777083820241366,33.37302244156721,76.26065760168181,30.0
227,-51.462985548012256,35.34779219304103,75.03068977461879,30.0
228,-29.08547130346294,48.210732747327086,60.63654495945885,30.0
229,-32.25392346067378,51.549051495575505,72.52240363090998,30.0
230,-29.164564542847497,31.101884051790606,71.92637421922025,30.0
231,-42.91431619753798,40.948769133833665,93.06722617036733,30.0
232,-57.287613033487645,41.85923389334617,89.43599996129907,30.0
233,-54.04960708948033,44.20313051510848,62.97502260327741,30.0
234,-26.93151657993139,26.66379290760132,94.36579182845259,30.0
235,-18.251440249629027,4.059904863262311,71.86020230219624,30.0
236,-35.540670383126624,35.396114006199184,75.02370423217117,30.0
237,-23.769704239946655,21.395361585090217,83.49131372510938,30.0
238,-47.228897864238846,22.437405840379444,74.52039430489756,30.0
239,-42.26649383789166,38.507994511273075,65.90191594633107,30.0
240,-52.91464782831555,44.96994423634637,81.86151274687698,30.0
241,-47.45761896570394,67.59323311788776,89.68219191931678,30.0
242,-39.017474081873736,30.746832676733725,81.87062180025391,30.0
243,-50.57016089721811,74.69638620970528,76.6684651828781,30.0
244,-47.23176113000771,47.25631586819419,69.6082525879313,30.0
245,-39.036781640372666,60.875817163303495,91.60351869980168,30.0
246,-48.9858614061002,39.59301432244606,89.02158161169797,30.0
247,-30.847844768184796,27.39367213556877,63.0799644218944,30.0
248,-44.117145158670965,42.47207099643454,76.64392014239552,30.0
249,-61.0130524173409,76.7080545428702,60.762019549830924,30.0
250,-38.255080268260905,31.204712679247294,95.98491233997437,30.0
251,-39.506794836665584,46.636370608384986,50.10125590119178,30.0
252,-53.399538755486056,58.34006596300847,71.48553197991144,30.0
253,-45.25958749353057,51.367311261601294,93.87197273153788,30.0
254,-32.57820406118379,46.22763690830926,87.23864969984928,30.0
255,-10.76352531379839,4.073241324983,64.20855932176352,30.0
256,-34.44328387299287,61.142658198186076,64.91083263711805,30.0
257,-54.01132853123666,53.27075380072745,55.97796635047124,30.0
258,-26.53211207078622,11.159986328427559,62.713367431104395,30.0
259,-42.67133396598797,47.04151685238468,85.39463209468202,30.0
260,-23.90341636709957,22.888258885090913,66.24617951746771,30.0
261,-29.286707266411838,31.896107359347916,78.85360924387265,30.0
262,-45.79127543883325,38.304464218557015,55.74931834201469,30.0
263,-51.20782590942362,55.12586211486706,91.01314107787984,30.0
264,-35.71069155031256,56.81084834630964,85.6184084137676,30.0
265,-54.37417685852135,39.0213655736329,80.17763009058388,30.0
266,-50.06047551484661,51.63836342401427,69.69567366262872,30.0
267,-64.77439267334168,55.058129806719634,72.99369257901769,30.0
268,-57.347477099581475,39.42622783902858,73.33148781132974,30.0
269,-38.50393288122195,49.39669845035979,71.20586072740274,30.0
270,-41.412086926369355,43.184500202829064,84.1144184168467,30.0
271,-32.289201086683924,53.65825108325363,71.0609143418249,30.0
272,-50.22723663006609,39.41950716052735,71.99764566929831,30.0
273,-53.70403999279737,47.76347032662526,79.62845363628574,30.0
274,-26.706653605586986,36.65624429055155,86.08062441665753,30.0
275,-41.226470236927696,37.963919608673905,56.50389627738861,30.0
276,-38.30405389239036,55.842739122154086,76.09889795881956,30.0
277,-38.55048077913097,28.516264505060718,100.2738806566945,30.0
278,-35.305293345976125,36.766279194917544,74.9010504479543,30.0
279,-56.5124251323634,25.329155977688163,65.623121125786,30.0
280,-42.2201092428626,56.82453238397917,78.58211258597365,30.0
281,-40.39383928868784,52.60758295173923,84.73384222371156,30.0
282,-47.59805516587818,44.07004290501647,60.81053264328784,30.0
283,-29.145007891461454,25.743688486559027,97.51021478181,30.0
284,-45.57188948826436,40.329664758223565,69.05994460237557,30.0
285,-48.724133284327294,62.78157508985443,73.83748293893669,30.0
286,3.2973705655892402,-6.74323318079453,88.8094696389412,30.0
287,-28.92407041913357,32.10649686611906,73.40355127975577,30.0
288,-37.97542336363582,61.480271516771815,95.86240862897213,30.0
289,-35.6101330731717,50.24699160820867,67.53959346534113,30.0
290,-49.25031309182083,56.209274541945014,84.40707452275218,30.0
291,-59.83669168158089,35.510917649517225,54.39706925895899,30.0
292,-56.26562793476856,63.3441204454357,71.82832692536013,30.0
293,-31.05234045691492,21.278530580973168,72.74442974181129,30.0
294,-45.90059559094285,69.17983605719303,63.45377792870359,30.0
295,-41.5493379270473,65.1890480922467,97.88444667220014,30.0
296,-58.28152479772134,56.75116453013748,58.96839437292724,30.0
297,-56.48498398479886,50.18447145336415,73.70425527221111,30.0
298,-49.853600696990334,45.21277907413208,80.34077296154184,30.0
299,-28.97625328167929,61.23760328727697,104.47569629603734,30.0
300,-15.904558808752626,40.751431055011196,80.53959864120247,30.0
301,-44.711681788692786,41.51092513712423,59.80394239126632,30.0
302,-47.18269043800333,50.29188968154047,71.9036720516689,30.0
303,-30.188652567205835,42.75522250404425,99.14466086004867,30.0
304,-55.34144558475592,34.393248897696765,67.21560163040992,30.0
305,-33.83107090875389,30.481939565902753,85.63596835306898,30.0
306,-58.955995890478185,60.017853435188485,69.91210995349074,30.0
307,-54.31970347803585,42.669899383839066,90.52008538867264,30.0
308,-52.26425597248558,70.77239133427635,88.26237710967047,30.0
309,-53.13287551888131,64.70343504572047,80.50265789620573,30.0
310,-50.28376544378239,43.20033073123366,67.38649223519232,30.0
311,-33.00037904370814,39.50162868297007,79.3189134156672,30.0
312,-27.06469777616876,51.38338431756867,93.26436889647007,30.0
313,-42.946097372837194,32.99139034250599,89.46879727649353,30.0
314,-43.23391317433746,55.57377533651998,70.09589675083139,30.0
315,-29.899407346399958,31.206187167454203,72.9199503612297,30.0
316,-59.066695340336956,65.60728075681048,75.70382259398932,30.0
317,-44.47482617985127,41.035758467163014,76.4678651586348,30.0
318,-40.776375896311016,18.129959469577408,68.34610664757561,30.0
319,-60.43467243700968,61.88717843336567,50.589433546033064,30.0
320,-44.84028187199844,64.3656414836934,70.6417801720007,30.0
321,-14.51369209255321,17.693612213410503,80.20761338870578,30.0
322,-44.32848511581745,35.77171111008867,63.991422475160135,30.0
323,-44.00429654586189,49.734595154664255,80.61256154975669,30.0
324,-31.542797972053634,25.30643121320673,68.45280994145769,30.0
325,-37.17403226393739,63.63976144245895,87.19196452058166,30.0
326,-38.306875104975326,45.17301866664539,63.246601898311944,30.0
327,-61.64248712846842,51.62624885092587,65.9058220123493,30.0
328,-19.658234113237782,20.999301970979023,73.20599483561361,30.0
329,-45.05232086600474,53.14749347850007,72.78582905871566,30.0
330,-30.846056687068586,24.739697294587767,96.0885654425964,30.0
331,-12.764392642769124,12.927071557024103,86.44250619523605,30.0
332,-68.32483120044009,38.28099365806168,58.30695178320112,30.0
333,-52.76987641247044,60.87319242484716,80.21848209206738,30.0
334,-36.02189665107606,32.670935091663345,77.31618532245943,30.0
335,-20.58583485885162,35.556156442166646,100.08228869690193,30.0
336,-39.78044758047072,54.27329393345696,81.01001404615619,30.0
337,-34.664776251022836,62.940161439381626,76.10766136890267,30.0
338,-29.07594894587913,63.606097443947775,72.4850805895437,30.0
339,-33.53872414186203,28.414534145219648,78.33164952657579,30.0
340,-22.28148651204063,47.05527135339816,80.7312416316478,30.0
341,-41.97332778739217,59.0764808275498,64.9692437188233,30.0
342,-39.44248786366137,41.15537404387169,85.35995226137288,30.0
343,-14.831291856053014,33.412107811412575,74.43852186688915,30.0
344,-29.737001268602114,47.135090273762074,66.5166686712179,30.0
345,-45.285130851072026,56.838440736864285,71.51715456870129,30.0
346,-36.41478662876784,18.119051281847927,96.24611045591153,30.0
347,-46.23323117302293,55.848975435489976,69.81771452894317,30.0
348,-52.970259750506244,38.434899750548055,74.93915383165165,30.0
349,-23.678384497626023,23.292892359895653,44.685164320072005,30.0
350,-35.80645436808468,59.973018735723684,89.40812485285002,30.0
351,-28.803483969159274,32.685816160740075,77.70398566867098,30.0
352,-44.817091454229235,23.473470774809638,86.69146775547297,30.0
353,-53.9764396820472,42.49404550683497,74.36594090671707,30.0
354,-50.1164943298767,69.83659972062544,64.02985449021784,30.0
355,-46.30212117368592,46.12312040425964,76.62755940878205,30.0
356,-27.41609760737873,47.72842368859114,88.94821970254189,30.0
357,-41.166787529254705,61.62104953767555,95.33920328397981,30.0
358,-46.69555443518925,10.506721961491792,83.1384346633436,30.0
359,-48.1991570490033,68.0922510073355,80.18374205334094,30.0
360,-40.13168213295073,34.00802128608034,61.08189333448954,30.0
361,-52.78836044043607,51.09886484003,69.15768612053651,30.0
362,-24.206392243227388,36.521018743671355,86.52815374946722,30.0
363,-60.42812634354438,52.44113402203679,51.392669944775946,30.0
364,-35.20523187180362,31.846044892303404,73.17079840106638,30.0
365,-54.48231583459784,28.829919331152723,62.97313059127205,30.0
366,-52.570219869923406,36.5486180921865,50.55895691702851,30.0
367,-22.109267681163885,38.650623299828084,80.77007340645747,30.0
368,-46.98688441478965,40.893869551246176,69.78597267844897,30.0
369,-32.64064208590293,45.18275518860855,88.8092418793005,30.0
370,-43.62620995424995,46.20356251450134,69.17111507785333,30.0
371,-40.492323633386995,53.29429215269878,79.11161252521894,30.0
372,-51.544478975264305,65.09026792090464,89.46856658693969,30.0
373,-61.97605111272475,53.141240686947,81.76410021341775,30.0
374,-59.1914519630471,55.70918803162395,76.64974919903595,30.0
375,-44.04818746740693,34.537574209540495,60.774119183261334,30.0
376,-60.74554625289451,53.503442173653006,67.04864151611196,30.0
377,-36.30315150980934,20.121512793093014,88.6940705122369,30.0
378,-49.4997088017269,54.14995869545232,67.60234701754561,30.0
379,-44.924717257753926,54.418188768794444,87.36252675798592,30.0
380,-29.624474546316147,27.477024535646194,79.36327935927731,30.0
381,-52.47138784786404,57.234566877202624,74.08606312679386,30.0
382,-42.79296195876533,53.58098869991195,67.20580734255259,30.0
383,-40.997058300395516,50.5754653401376,75.1696849801381,30.0
384,-62.69127250891494,48.36207236070672,72.92234864972481,30.0
385,-40.423124251775505,60.798153677857414,83.78937118097144,30.0
386,-49.74341566930152,43.19770476391804,88.15417501209154,30.0
387,-27.669080293574865,36.86767053279968,71.06552612715141,30.0
388,-54.82470485158111,45.359169344253,71.55000250265472,30.0
389,-35.871504936934,38.970208697413604,89.20263501806411,30.0
390,-34.3519596080415,13.75683074723188,83.79641371501405,30.0
391,-40.72012630592113,52.715972484741194,86.79720534622413,30.0
392,-41.267612116656544,40.586261342125766,79.94977461740007,30.0
393,-3.9748624844217693,-2.920825430617656,83.21040354417289,30.0
394,-58.38623321342887,51.12711358793565,67.68517935540454,30.0
395,-41.28921895110208,31.72373103908574,79.50564775317225,30.0
396,-57.78220781316879,50.39933622065562,30.687558966560776,30.0
397,-40.17986468852949,28.93674373398994,84.82034608518443,30.0
398,-63.947246585521945,60.408702594214795,58.84236812054579,30.0
399,-49.22522072211101,46.919744404684415,68.37195599326384,30.0
