unit_id,ConversionEfficiency,ReactorPressure,FeedMoisture,EffluentByproduct
39,-60.58394578042357,67.15452487713391,44.44124213457096,43.4292232696574
40,-40.020966397292526,58.4839422869537,40.12667182376556,42.19941471273688
41,-40.118697710239154,73.28846197002053,32.16588888001209,51.16486149657158
42,-22.634325335616516,71.67706938122126,42.643473500099056,33.593728662916014
43,-49.89469667025498,71.64135631045964,38.966837835852225,50.66730230877898
44,-36.08020555023837,76.4414477989893,56.50950621641593,61.689275199645515
45,-48.21286697338808,67.66819579506723,55.84121913552734,52.34844340389311
46,-7.25437283005023,92.88400015246732,76.13894278528315,20.150862968438563
47,-51.367942207851904,72.04107417982284,41.923755294709345,67.56139984120756
48,-47.12903300491501,86.55441288159409,48.37928630464196,55.67786093735198
49,-56.0111747477079,77.30456672444,55.6822717639405,50.7251430742426
50,-35.6831011008896,72.89725718584552,65.75330101269887,24.096849891105265
51,-42.946328471599294,86.4786944406541,43.87267099963798,33.66774526939032
52,-12.419153363467718,74.52713615014659,41.98300174723077,31.918248979706824
53,-53.66977533291474,93.01321153333006,29.930695081762043,55.72575273537476
54,-37.162927951635496,61.532332168616186,38.487891052138174,56.07578104789293
55,-52.093174152556415,57.18367789634706,29.234024243915155,37.467217903510054
56,-41.779253849204366,78.13763294840125,50.118897973162035,49.67679586627925
57,-46.41653237378772,73.88679315118172,70.0677861924497,49.61635624357551
58,-38.33897611488545,68.02131122178672,43.91223396728752,43.71178853265599
59,-49.11511592652741,64.61542846179249,57.086774078045536,39.26239715829321
60,-37.33746691973232,70.46182367575538,45.77176740622926,36.829995449551056
61,-38.82479614672201,82.89785206413688,35.66311712617313,50.56944540522596
62,-24.139248080300618,75.22046080402968,49.69355706796544,36.737397653413296
63,-50.76558714978602,72.90512639614656,37.95155675433393,58.55256174087396
64,-38.3389285684332,82.39943689801724,50.32019360989835,45.103117375855625
65,-39.81971773597208,72.71517680093082,41.43518482739812,64.11920358802347
66,-44.375415464599406,71.79505553187659,16.298903657384685,58.516897148786896
67,-45.80132872676624,56.16552759281824,47.289614507570434,51.51483691742268
68,-28.400596371646436,59.32237516904441,55.48922116169523,21.62956498214903
69,-20.69045190526743,78.10570372776529,48.091694631771944,34.176097842972275
70,-24.145606330436237,69.61038165573174,65.95390911292236,15.638354294719461
71,-25.977735213400877,73.27620828817757,52.91839065016261,26.691084675611112
72,-27.998930102775276,52.41320457153355,51.454295784351274,35.00172573552395
73,-56.22074912198402,85.36052266989053,26.447783434904412,55.86797134618948
74,-20.619401237635024,66.04163999021327,46.59823152852205,15.572546391021492
75,-49.70576348377895,53.53160168629264,58.35956022561791,42.17797843513806
76,-42.80354635457591,92.93911644924762,47.39582774367872,27.848424273288394
77,-49.04913340250133,90.21094185994627,55.83010126673403,46.231977422325116
78,-52.18686229432116,70.22087156464123,56.49569041473865,54.27533667656181
79,-42.7121143269841,80.84305847030895,43.28902297232507,35.58001331679779
80,-28.81520059770703,77.70032047789459,46.34136953397247,42.98245868639657
81,-42.551203759895856,81.36836887299518,50.5338428652246,69.66582126852262
82,-36.854165905680695,66.07705293646642,43.583374332654174,64.37245317451567
83,-31.619303911135965,66.62792554706671,57.0241419975729,16.48363104249911
84,-45.89640283234825,74.57769826999265,63.80833140615487,66.42271384030653
85,-50.79589441409303,57.03508663708565,68.99922889523118,52.05146373018982
86,-28.427980367285883,75.45372899957451,74.63570944950888,24.19978304752653
87,-48.202895835691066,57.07004225501757,46.91900751024226,67.11331312778555
88,-54.13075220031676,75.85144103351294,44.596561469189496,61.87790514770541
89,-50.80542877692062,67.85938222479021,50.16212859505524,69.57628574000643
90,-24.47993249954637,77.31170171337565,56.29727623529146,11.680604756247199
91,-56.8189943367445,66.42158509402208,49.4920317451571,41.00574672249938
92,-19.462699649168147,74.68182208520899,57.63827499925256,14.234633178555967
93,-59.10956029264013,76.57532616968649,47.18049770831571,71.38861911769938
94,-45.12178839290864,74.1599505004965,66.48325682378986,50.42542979345511
95,-48.757244593479385,90.36879885616432,57.47843266010996,46.08613605672123
96,-43.50470613786322,85.76050391738578,36.3334281511426,36.78746221149568
97,-61.398904188210864,74.89838016125692,57.213768562407104,44.01291574871262
98,-39.92599399176056,81.17217582823736,52.85377383573049,59.597403342501984
99,-46.373574973643045,84.62184676151314,54.9654719444729,50.35894960230313
100,-34.06544254157438,84.67010461451262,47.39824963304617,47.16788694311877
101,-51.40907273178143,51.07339788603916,50.41424955805117,64.4046323784088
102,-37.02857933978006,57.25836806284734,50.95387249446548,45.12310358291168
103,-16.098074659296095,74.2691494972431,45.52425737017682,4.705351012042776
104,-16.69826919706793,71.30726945784582,31.108649509985835,40.9992454332703
105,-34.94714681730813,68.71417704277626,30.27435779097798,49.8793594889295
106,-15.280269058137899,77.59609327043017,47.143525822049696,23.142933794185122
107,-57.14208221799495,70.65632827751912,33.09740270720838,70.34983263582893
108,-45.863324730337595,60.65933627100067,35.598442395945305,0.8895874776318209
109,-45.53727518977905,70.0732700978213,56.91272215623705,63.60807026015969
110,-46.35353023608276,75.15914383940842,50.648952822788516,58.581659396713576
111,-55.44282043336003,83.74565325787685,47.94618298741088,36.492179435981846
112,-62.67241448961696,64.3008697314389,53.73604020868788,58.02691379876933
113,-50.10238354821999,83.83657335672702,33.267796797495485,55.77257637263111
114,-38.75926643852716,72.83809530584884,39.79277624393876,53.64613085201035
115,-40.01233541778436,77.09183376922128,62.43905069574539,49.343496493690836
116,-41.751333802189706,75.9404467059957,39.99755525314808,62.423041465207405
117,-47.48019257051801,80.87967438567833,54.19422299514605,49.20703648796053
118,-53.179832615849726,61.13688611195849,52.3471637942629,37.86192244974098
119,-47.243927990812594,66.40470755962873,41.39152600793512,35.625119489816676
120,-13.408369008927636,64.26805864803872,51.7706697691631,22.636796994124232
121,-53.81383452767033,62.27210007342511,31.95495336018212,59.50536782117125
122,-18.50070035196228,88.58066804280635,67.39012977037639,38.31438667379938
123,-22.0592557190755,77.82343515642152,45.65967789171964,31.714977115249187
124,-50.64928192078995,73.84151611771273,41.94255467833753,58.50163536911358
125,-41.668945278017134,105.48663835621569,44.43283582513294,57.406455766687536
126,-33.08741486560032,60.604553977270655,53.77194778509611,47.56163035217388
127,-58.04063119387219,72.94284481344513,43.1843952543264,63.72546749551113
128,-25.98556817673862,72.12558419455164,39.18601663519136,35.313243764888455
129,-32.591154405821186,71.49722997611131,50.48625482752082,36.0716806252192
130,-42.20591920658836,80.33761910061028,64.22425983015195,62.050417347517765
131,-34.03615321283907,82.95853807313236,43.680359837175,47.489860912994345
132,-39.3819770083586,73.47779834312134,48.93947352626939,43.14085107145179
133,-22.932022269738447,80.65382953266574,45.782152708733584,52.639929553680986
134,-39.03486622640702,69.1273687077814,77.73534659985998,52.29139854160859
135,-14.598034639073482,94.54328650696822,68.55724467433527,19.53833291005548
136,-28.90619726602349,86.91846832568001,64.4293633059031,37.0648331213923
137,-47.36141263418696,77.7019137618466,61.94095439032205,59.80473876348773
138,-53.79483414983738,67.25829668468114,69.75221865162608,43.88009431248126
139,-56.14998177855525,59.49765200721387,50.60186261708182,48.06259979587438
140,-41.7933404393075,75.13017412517823,53.14831055636742,25.52645083927906
141,-29.010104816093435,82.66876956299615,32.29476490919469,34.5905423912187
142,-30.676797927100708,61.26673138033938,53.158947529888906,46.89360741613343
143,-49.60115189594046,72.39989431507516,51.82086522256953,52.535591035252025
144,-60.327030061242034,73.39209385924057,70.67157343355277,60.61639010954881
145,-58.835152216561944,69.79094601130143,45.69978035483183,55.61914523142441
146,-52.79300198398738,73.78312428084365,30.06019040222842,63.60368030987748
147,-25.183145463425824,105.36544933694897,41.50435597233168,40.565320450383105
148,-33.48016524661482,81.8208998314385,48.00864622512982,23.629139114833837
149,-27.1525912478323,72.46709464474417,34.24725081426718,33.81464801528525
150,-42.29248947927979,80.4676002918282,58.943638613450865,60.423914794737314
151,-31.304400335744212,89.43753941508874,44.047475603130565,51.349324380610824
152,-54.91431455736552,78.21165585936977,39.404276422123054,55.770998473706086
153,-45.33790795216025,85.92653480017,53.98202207168171,57.502761425566895
154,-49.34947011444666,60.05241273655038,60.09965550876333,38.88758689354802
155,-43.507619197580716,61.05767367838069,82.12476112080374,55.46120458087929
156,-25.222447949071906,95.597853970193,51.29616297724043,49.677488385283255
157,-26.363124899116535,87.14966817063822,67.74463132980853,29.535242019423062
158,-46.75168909404993,66.31827401096905,42.17514700780457,41.35204852999739
159,-43.10396423738358,70.34474080689728,65.08423016243644,57.580837247955074
160,-43.74099262584598,78.58883817611841,73.40650202435306,47.85933588228102
161,-40.27418914935468,80.02852883832486,62.72507199614817,47.27261330259727
162,-40.779390922062845,71.63461807616768,53.07550291331348,35.11951832069841
163,-41.79627710028296,69.77601910643348,31.710082032995036,18.835777056848524
164,-32.51296873303671,83.14114476302345,50.38979309675682,35.45333530238884
165,-59.555662166380564,68.67710268066512,38.85944694827959,51.01575028652651
166,-26.43615807970633,60.21396562153781,34.00963355232987,35.33023474783849
167,-43.09864631421818,78.95713162086126,45.50022010177025,51.99429762019522
168,-40.6302485242501,60.82153667335238,43.580356850091995,38.99378839678576
169,-37.09675849049894,86.52151184084099,50.428573619478854,53.38172301529403
170,-23.93245217634661,92.91350921822094,59.668920608916146,27.26957390581779
171,-41.68343149384953,86.66354321318187,49.31353022983411,40.663108814054574
172,-41.284900336267434,88.2989149704002,84.49639978724093,54.50193659172022
173,-36.641907837313376,78.92712952132952,43.9878816348553,33.866436611677884
174,-9.91397073140771,65.70849805159438,58.583787765845685,8.871611849835338
175,-49.68068545689367,49.33221671724776,46.598315594985074,50.92697238836696
176,-30.390396612956835,77.32440373625208,67.15843674273762,49.83451478148068
177,-44.52359540298008,87.29230487843083,54.283278213148904,62.555075262452036
178,-58.52347002164113,60.62105786961909,40.84243394281066,39.34131096191548
179,-17.632951132136057,84.2294723572249,62.89514713515336,22.308580548580796
180,-55.99318461101699,56.97505289864193,51.21811734715764,61.30233034732749
181,-57.61507605815298,62.086225653762426,55.63769243105009,32.56304779494204
182,-38.336553955892114,67.19354204473956,49.6793198319252,52.67848616719469
183,-42.69016338615874,78.84294251816344,31.98740335059577,36.1833039276447
184,-36.181745444948525,54.46320319632515,40.48468425513213,49.890802395223226
185,-31.711605589423456,57.16983180838633,59.10342133166169,19.335016836997553
186,-49.2635038161094,72.44304532807766,32.38847023904674,40.97844078521253
187,-43.08933814622358,87.55950988945288,61.78482861006056,47.44112091172235
188,-61.25095859993899,69.82715836276842,51.67512292653957,57.10489323882392
189,-34.12591255770486,76.70441315133968,55.48321826458037,50.16692267118478
190,-38.21338649010437,99.77361827732818,54.6725616258515,68.00975251818566
191,-10.810593553333186,76.54858789833868,55.10687318896942,18.206189356150723
192,-32.907446442794004,83.66938244317464,42.24480896838611,29.371906819076266
193,-26.71321978256235,67.38885046228593,42.64476351069609,18.206412998443717
194,-44.98972260377289,85.71771474047291,51.373716175179155,33.6428974102712
195,-52.016876724808114,63.33033399997338,60.03090766730645,41.81990714832196
196,-59.17233325020098,81.6863574999349,36.60213278050001,57.693485841513
197,-42.71804136880631,76.8673460824441,41.912488510593256,59.86339473320744
198,-49.687497010060945,50.007424457337834,47.14355722126419,59.86622399905442
199,-42.81642855734218,82.22891908658687,58.53317974790231,37.361642802766035
200,-20.539545729517737,83.66282066054534,57.994117973894035,27.74935920267399
201,-36.17209665583966,71.3627518773561,60.10375093427791,44.4868291933992
202,-57.42990218650655,68.44763924872876,31.18340731737114,48.67192764187176
203,-39.58067947482365,77.51641367002016,46.91582674618869,33.60537963172416
204,-42.6591782549929,58.50491559522274,44.80949632014374,36.07527207195087
205,-52.30038811073371,82.22442456023487,57.12870125032283,44.05988348526436
206,-47.72558343022655,78.79165368304912,49.403576444870495,52.623715589711864
207,-47.53465555219702,58.7429509914018,55.47792887814771,44.75731100025665
208,-39.22778112703154,65.43917149235786,34.145858679479275,36.56999055351588
209,-55.301792674278786,77.51271470862731,77.8591044728002,59.585755100867246
210,-45.08897973570459,72.57011393537397,48.36744843778492,41.80399334720889
211,-34.84749282632479,96.90810914420378,54.17602915048313,51.123155739055235
212,-20.470194840413217,82.93075849361567,56.85026278916868,46.63116151645401
213,-39.89655885059523,65.61742705744429,39.06731263265288,57.14242921770066
214,-50.37172072940226,68.59247994750139,63.332213867508635,53.58590736043364
215,-55.45003561055295,93.08143045866588,45.35556716122225,47.13625560835103
216,-44.09548716810445,81.05414556284688,24.44713526788795,30.091315600008404
217,-17.220098363784327,91.01918317204589,57.69400243989609,38.290828788502694
218,-43.04333569776079,78.40314427131611,58.69805430172501,48.80537178110613
219,-23.67107168055528,61.634285664925926,64.12048272285232,64.29163965817432
220,-60.58015296043572,55.1134714555478,42.63699788486167,49.91411094910251
221,-58.84626133734824,84.53848586915025,58.131796219441576,56.02457155444577
222,-38.6075606748452,73.01704239956729,34.853303409272414,33.28574561005693
223,-40.43777977995987,90.9277866951489,60.70278533829473,58.91242106113165
224,-37.27841683474319,63.7906227500428,60.993978045186715,35.778257492611395
225,-58.8998564490462,54.235255986231685,30.44890553267203,43.52737693233498
226,-45.560556788760046,72.95973899813835,49.106297283119865,58.340897500058524
227,-36.36204875259854,55.35080142075296,60.957973754983215,48.478695465849
228,-37.71320523142463,96.83619323935358,65.12091496577317,53.886093557751366
229,-42.45767236093364,59.47571396343484,52.97460932196849,50.269728259938645
230,-37.7223105345369,101.42115187921038,42.866873241600146,40.09245845680493
231,-40.58271666382226,72.45172121191706,41.4382077110767,53.556991434623484
232,-24.792050704323824,91.57278960881271,53.91152670337571,50.18304265071022
233,-22.26141850374309,86.54172652367109,50.86707150057578,29.452393686089184
234,-50.524404499414814,77.31218328192189,34.36294173165979,51.3767774753248
235,-48.660520330470106,98.82709187315345,52.9751177465386,34.194740716480936
236,-68.40732942930956,69.80116206692934,52.76149051150604,35.03583426029469
237,-44.46242029032374,63.644628847537795,41.78576760853742,42.904501506782665
238,-42.90909601730279,70.72225374351882,48.9871690124958,42.068289720355565
239,-8.255174081672441,94.27514791050767,46.246161038943086,29.346143125760168
240,-47.518087340700525,88.70605367779523,76.2866174994474,20.861945925723965
241,-45.76917481698801,56.86064942021389,44.357157816130034,32.76963307404627
242,-57.694759427067694,78.41190357667428,54.59478298847976,61.988411885021556
243,-56.67244530775462,67.69846748786146,38.168652738162216,30.714524723204754
244,-41.19151338245726,74.00944159675086,40.2213389320978,35.344517358583886
245,-50.99506772241728,65.8808034250918,59.28971119774825,47.97521362980218
246,-31.21240581561249,80.41323706774448,55.133870449678554,43.088300047956665
247,-18.98648024681553,87.64238633864903,65.5950463143625,35.57341559439406
248,-37.420602628714654,79.57189844193447,57.02623858314109,44.102456472087454
249,-37.71671359128687,78.02064382060668,57.41118058139095,49.34758225270546
250,-39.493232258573336,61.46739565046204,44.794779614475715,35.16807326779094
251,-43.04767199167306,91.00867464452007,74.11940986628585,73.61075674793621
252,-34.3379924493242,68.54521924547898,59.179865760020775,35.20408197097298
253,-41.17505794661903,87.50480818232009,57.2651659522129,54.313622901338725
254,-18.52156343553969,86.90237137474202,53.61634645570523,10.216626030541828
255,-35.48149569350904,78.06792072923174,43.40852836459218,53.48695152172333
256,-58.297666551781,84.06686467894855,39.41578185674109,28.49375120989746
257,-35.36547573485559,70.87560463699258,46.11488387194132,66.28477475845429
258,-43.68047637374451,95.62328913748418,42.52344318548736,80.45926560835635
259,-10.018254015541716,68.45510780519284,50.89978700671245,24.03252161922233
260,-40.55403969769586,92.91497929410323,24.86599044621448,47.21462601971862
261,-58.484145368983846,75.82437270643227,49.87059686897778,63.44633198249264
262,-19.19098786307149,79.80280118810299,23.25752337622583,18.888092184103854
263,-47.22116018550037,88.02464143043699,56.49592846388539,46.5614319507785
264,-37.618020834521076,76.55409936575514,48.84883504877934,24.46201628994368
265,-24.81605560317466,66.67393249140784,41.0435018425976,26.074991943973878
266,-55.83533127251318,57.79456195843701,56.29873509924646,58.67632307397249
267,-41.860511609872226,51.119530524756456,38.404070081454265,68.41234483052096
268,-46.45752605314389,74.473021995008,42.53154114274425,40.546231179533486
269,-45.740600067375716,98.5134763140032,48.53027097976366,51.768586286217754
270,-62.02317025031133,70.34314264680589,32.43319794643031,51.0809014073308
271,-26.450293435406742,62.79529796926325,68.01276242267484,58.41393912304629
272,-53.92122190082391,72.84914589737484,59.73158915535099,38.36638053034579
273,-20.23115960823389,76.24035086665216,51.51105545979196,32.02645784865896
274,-22.441987448951075,68.9708339800693,43.94323532576483,42.96008126407379
275,-40.363155378703574,73.09602902046763,55.66456724519781,51.06977956286486
276,-42.74459792482725,80.54595625203088,49.533649039120654,45.12890872763156
277,-43.298368579873085,78.6323853638367,53.104678995844935,56.64553421740781
278,-50.0620294102426,67.79115630427293,62.94748326822541,43.17257860362319
279,-25.922463913544046,80.28493437906918,53.144333255919896,30.61897359715896
280,-35.16658840779611,80.6437347719951,68.2490626128329,25.451370663424917
281,-35.17778258442363,81.69767210401646,39.85559984766406,48.58571407127193
282,-53.483217522039624,68.74873283616861,42.377781145817806,56.56298605937651
283,-41.320054573708454,71.02008788712499,37.53059696010113,52.916290924248905
284,-55.707156319032,61.4143357959834,56.45596584454099,49.96657205315826
285,-44.98479737639934,61.248257593796104,65.61689407456258,62.038855325172534
286,-26.569626490034107,73.77323789056202,54.52034832949733,30.237811055837515
287,-61.9702186231843,72.59259940442854,49.22578378304727,48.91979477905786
288,-38.24741094145357,59.56355822845895,71.80082158113227,49.01343555068721
289,-55.00210508920764,62.322558499294566,42.04297447764413,62.32151029166852
290,-28.51483233083455,86.73690230849769,60.56907373668594,61.862590694206524
291,-41.23952930882108,81.16049377141611,61.274819790333375,51.8229897577177
292,-39.892615239604275,77.46428570467083,20.744246476865992,19.80151775164527
293,-46.46647665003623,74.59650049945165,36.202919688908544,58.77266604506758
294,-62.02576154689777,54.69170212420838,24.788625720995498,43.07080401557254
295,-54.00435858479002,69.94023500663954,41.698158679117704,48.887886606135744
296,-57.574575176901455,69.55741606751464,41.86429321071259,49.19367464339912
297,-34.40199478156681,95.68418558763979,53.90389812952863,46.559406410281866
298,-25.222169702192872,81.36817148590224,55.67383543711629,30.233291933738155
299,-17.95768768468336,74.10491568777837,45.10729405979458,28.395530203171024
300,-11.119441190147834,87.18646976516358,47.20338558898648,21.317500540713887
301,-46.609705225267746,56.42880256386638,43.34370245711468,68.48361286721122
302,-27.92471774674813,76.87034985031424,62.197187372116716,17.47570656085448
303,-39.33724063038673,69.68116785045339,53.01083352536544,42.419312910045946
304,-46.163037291400215,78.71207061324411,33.71073364857773,66.29868879893989
305,-14.285195578791093,68.97972359370225,55.27698027205542,18.372213753434362
306,-21.43154726939448,80.69814863527449,48.92870221513761,48.40173180180308
307,-44.48862020620591,90.22494270232657,56.45439378048431,60.30157177245081
308,-25.002793030711064,69.95590241416835,57.44646181964547,47.52159660936705
309,-41.24910640617373,74.46353654161067,50.47600919765469,30.708573807428024
310,-34.15515918241193,79.27338155360289,55.48732613413374,34.207505383947556
311,-45.02782278698121,65.65169623889632,47.863746218528426,38.17955132920726
312,-41.63916615370806,99.28155878322369,45.025136306017146,64.47301493818308
313,-23.551055304291765,55.225746831264054,64.45860555939016,2.2560952921924873
314,-42.71902466526462,61.595985469070335,35.13229490214929,55.68515703113523
315,-25.721123496400608,93.84574639779272,46.005961258325364,56.77789045302258
316,-10.21440433342441,84.8534723048312,40.30047727624154,30.909272544303867
317,-37.408514747390626,60.08269147275371,41.264900708807886,44.25942479234386
318,-56.886383958837584,65.86085946783066,30.12205183078305,54.46334992248206
319,-50.98396989054128,67.2994599053305,25.092302252135926,52.77205106888476
320,-35.79714024964727,81.11050507725646,68.21470310180023,33.908589882153
321,-29.282768480303265,83.8701949355339,35.806640572915185,51.21356684575878
322,-34.794532911736965,77.59250032179371,48.17433620910879,56.878128694624706
323,-9.207632909885081,77.66055354863973,38.51022341473362,16.811432361769132
324,-57.276531885775455,67.75274004104095,49.013179700078844,30.510146665381424
325,-19.702025578821864,59.78555329019971,38.64447248614914,13.042117884305185
326,-47.65702373681802,48.00858251104591,53.49656414606514,29.91614217494812
327,-32.75338199170923,72.0015695483491,57.43205563361353,34.723683793421785
328,-54.41842146456661,72.56746474854734,54.77396884820918,47.63328412023194
329,-50.25972576898049,62.219710265499764,70.29770308688416,39.122169164551
330,-30.12864177502977,70.53483628901232,50.3565111588048,41.763052377256244
331,-54.367550494864155,54.72937797089217,54.33903960896458,26.072315847704672
332,-27.09680211217492,71.13200611318989,50.514536312231,21.1968833871896
333,-59.71042363951585,65.41586941649471,68.4713274478348,49.14850634698261
334,-46.35362131128085,80.61560447337762,66.24961802147972,40.02794797312409
335,-56.98371911013094,74.18463866220074,31.341450112593485,48.1841190440163
336,-43.70201530030416,93.20348818021772,28.162351854196896,62.29470761025283
337,-45.290673238021405,84.12433315067845,30.94428790903942,34.96540060609004
338,-57.426422008050906,68.16299442687657,60.51625057832255,31.8845555496699
339,-55.36794617143899,58.21049700461698,28.192623927757936,44.689426890790955
340,-15.391208498770219,86.19251977109073,48.3332619992213,19.074255267584583
341,-35.94346354840619,69.43528037936784,45.35848117561148,36.303141197658476
342,-43.74137274566908,77.62260927939528,64.5904689900118,50.975056792186265
343,-46.27275791324382,90.4921476300454,56.27937102448294,49.0318104866158
344,-42.47924495239535,57.78045868435341,68.78515790661203,60.60692498762347
345,-37.161220701821854,63.12624698243397,23.11096049111716,32.41710689793965
346,-59.966346475255854,83.90321463597856,63.657964979446646,52.78405893046582
347,-52.125899475190884,74.3394734970895,55.674998464133175,56.68139206281403
348,-37.0212949406196,90.23583697184439,51.33430201356359,60.1662405532925
349,-51.29800425174261,70.96438826690613,49.80409221704189,52.46147434952773
350,-44.80324036913043,72.98622497778223,53.57195522752213,51.04174662839495
351,-14.799070295278916,89.75090410163574,53.6222446150966,35.9019811775587
352,-54.383573431001786,87.37848506415368,65.43964624232422,67.11584201221832
353,-40.205574295552275,88.39118659766397,58.90807952077802,34.731004306478454
354,-35.842837657479876,72.92680140251694,30.90761320198486,38.57268371020644
355,-37.732285128390174,90.46980722581043,32.65573747223748,56.04056995340267
356,-49.65006383547215,76.52109707316365,47.67640810348793,38.15675816288092
357,-18.249233113327737,60.4787304199257,45.37274608129,16.826245963367253
358,-38.93886679429449,90.7435380387283,37.09746496730997,8.51458183234536
359,-44.41890389322555,74.67558948115412,57.46225876733703,62.914924061545044
360,-58.023528372068995,77.43067470387378,50.80002153510385,62.95816565171029
361,-17.860109487002685,83.19330750796301,29.3325644549924,2.9786336983798476
362,-40.75407655222545,81.10064829169764,49.78875066528495,36.59623304225977
363,-64.10228667335474,62.86274123491112,68.06365260228695,66.39353504962796
364,-29.106462445550175,72.14146035973681,46.25845766818793,47.99731319436359
365,-57.53542025045732,66.01457416155692,55.03931470213372,52.657550819060965
366,-55.603366647213804,64.4254631418448,51.25884171871365,54.168928488952716
367,-46.393922978433295,67.7445628932479,51.43425325452956,45.55102426955326
368,-24.780608989086737,55.57544014095005,49.2802044664299,34.410327211877565
369,-50.93086258316072,84.82171053210509,48.64153174172782,67.41696669319347
370,-31.275844538383186,79.09348099065284,52.3969315635963,20.9484710318513
371,-36.96150059835697,64.77408989913215,50.250231842547144,49.42060643492309
372,-40.636846523590286,77.49283474510855,67.69382138015924,23.314487460479363
373,-39.952776250048515,74.88526715800022,62.541317534122896,68.90619579586789
374,-45.28743002687534,87.207554060656,49.30624120335639,50.559745523652104
375,-65.55986646206549,59.054572689086726,64.63302313245869,57.22873536541057
376,-53.069787401046646,68.1578866549143,53.465223478045516,42.98541160087002
377,-28.127933230789615,70.34176748139852,67.14122895574636,28.913351570557914
378,-45.88701387616213,77.56331756125734,55.13720945680873,44.62355642176309
379,-38.252697951855474,66.46552935516537,43.27964205015665,26.742204834334487
380,-40.133362340020426,84.32142877535921,58.92629194473289,31.535955973494875
381,-38.84947020049086,76.11335642704374,49.55411534203853,38.48884894659372
382,-53.12692864909996,60.90844513360344,40.459910948071894,53.31184919051044
383,-6.939975777410675,79.47742189556601,57.77963053142741,16.8982515251821
384,-36.647203307785965,103.63852351287565,40.457198258035966,36.12366847920196
385,-59.96797581014845,43.615811760019575,75.22370543702982,29.009060421003255
386,-28.160616579511636,81.04589531382335,33.914467559254206,40.8404008256821
387,-19.07669849135189,82.04624460906945,53.54111991660438,53.765683421386484
388,-42.82821009357354,66.57062816680994,53.37222337728129,74.39732256138862
389,-21.802349727974626,72.51342122787611,56.789610363769874,32.990259945844
390,-47.3103922723946,96.97778372464293,42.84193026633446,45.462854958127075
391,-50.47441175997979,76.16181326320904,49.64402724401252,32.5322207126941
392,-58.66547265831221,65.86857549180156,52.95329768065033,46.507816936443504
393,-50.82064132579162,66.93644976431716,49.246901046490606,55.75790147815358
394,-34.62048835056224,97.20280955059167,47.61017514311917,62.19538173621246
395,-35.1722185747594,69.8082520496436,42.40511578195905,55.4510162635506
396,-53.112970636725734,66.24001941882545,41.17402006914884,34.5638130332007
397,-38.8705414594298,78.612478351864,41.89312518735946,11.476042126654253
