unit_id,ProductTiter,DissolvedOxygen,ViableCellDensity,pH,Temperature,do_set_GlucoseFeedRate,do_set_GlutamineConc
54,17.721507211033895,69.11336272641326,70.99781041601851,57.59769089311429,60.8542320915558,75.0,75.0
55,29.402739248081964,100.87830284959928,94.33721905855322,71.21754340281291,36.81572844041646,75.0,75.0
56,24.701740035620666,68.65043226454557,71.98350580413282,53.067410416650674,42.39560513323972,75.0,75.0
57,21.304920620121415,70.47193876680119,70.99683699269158,63.068737516447314,40.711303953057396,75.0,75.0
58,20.635881369994753,80.54140485279149,83.05219304385794,56.512964966056884,57.84442328910654,75.0,75.0
59,16.11053060896394,63.96688953331912,67.32198121561434,43.11778752371739,43.72303032015012,75.0,75.0
60,20.23259996589242,75.20959564952867,67.49537523811101,64.6509016540308,63.96743715241806,75.0,75.0
61,22.47501855363231,79.96044896437418,76.33517556593488,35.08030953000455,56.184976213203036,75.0,75.0
62,20.656110549056365,67.14177847741877,72.13400877556765,54.00399100531088,33.89233354984552,75.0,75.0
63,18.713329787582733,67.51224640577134,68.31105546455686,46.85879991658402,28.166468072591954,75.0,75.0
64,21.41349360285118,81.60247767074127,94.54987777764269,70.68439891834083,53.44212180727479,75.0,75.0
65,24.662486587329703,78.43551404036512,89.28147093406693,64.41144133226895,38.039911531802254,75.0,75.0
66,23.664508691446645,95.37975066108895,87.1534767193115,45.71447457947922,38.39277895453913,75.0,75.0
67,19.147335071192,78.19875217522102,74.39731011761708,40.45966853976966,61.59230248254756,75.0,75.0
68,20.15100551903469,75.24964428842227,75.22425628095391,47.676861750704276,43.35517516989833,75.0,75.0
69,18.891037765837254,65.59999209867021,65.11620026050743,31.144093328018077,49.604932448690676,75.0,75.0
70,16.81995679213163,66.88836964550238,66.52711094316896,48.66854940857296,56.26131320505935,75.0,75.0
71,24.027416301970305,66.00446531508297,63.80428770019735,54.90347292167994,67.17097902746688,75.0,75.0
72,17.16395455479575,80.62026510874747,83.90990345939223,51.64818056801902,51.36753896924925,75.0,75.0
73,20.47649811066607,72.7152894792506,72.29460826456997,44.68231185659602,48.14058759455999,75.0,75.0
74,20.170602501287007,84.62853434754872,78.81795025975089,59.338716950139,51.25560202554278,75.0,75.0
75,25.795717210361346,80.25509058123583,81.4729555286242,23.913035244750866,28.393205774477916,75.0,75.0
76,27.04078712266669,83.38388833589677,80.48693471692998,26.5505883654325,51.009889087621765,75.0,75.0
77,21.26348688271332,63.163262863646,63.61989297938174,61.18074280691428,54.32466527054356,75.0,75.0
78,15.465107037025897,73.34784340975428,70.16584078520205,58.369738547087394,58.495934393335645,75.0,75.0
79,16.918731913178693,76.44243481801693,73.29736556678904,49.51645281468146,46.337517883525535,75.0,75.0
80,27.289295878320026,96.6528048480468,100.5900555580912,47.48616521104247,77.25660282396285,75.0,75.0
81,23.860342357183704,84.98796744261307,85.77225102525837,46.18469358551543,23.56562970310407,75.0,75.0
82,24.209179484617636,89.97544088696135,84.0777762141648,63.2938127398714,27.175865690188342,75.0,75.0
83,17.340059704713127,80.49464864619074,79.20411542564683,39.60635074438913,65.1630521225692,75.0,75.0
84,19.232545252290855,83.3357155542805,88.138989603587,51.34081079127185,32.46525376080512,75.0,75.0
85,23.537282815324915,80.81119125348003,85.08890736608524,43.68327214871253,44.150233797979936,75.0,75.0
86,18.121679191973953,64.14406329924297,71.12321932490137,60.72026121990115,69.54062896073879,75.0,75.0
87,18.121811571047093,70.42355209271567,76.55973285615944,40.644229529881315,46.72947200510466,75.0,75.0
88,17.940637884165078,65.40100208365834,77.7201156544371,37.995145659220995,50.82574978053858,75.0,75.0
89,23.952910355786923,59.47881037120824,58.30434534791988,41.68721784023086,77.48898483316229,75.0,75.0
90,16.261229502664513,69.66436388115343,80.39628520320308,48.80594648598509,48.9474834525631,75.0,75.0
91,23.972967034822236,83.91801328588421,78.12352423335811,53.57977451632272,61.47103320172323,75.0,75.0
92,27.418010141805052,74.53410079491562,77.32840973412915,38.16574030701976,65.33598541593494,75.0,75.0
93,18.757865048400006,73.0289587769982,77.93782079433883,54.06472353637384,53.25185572844236,75.0,75.0
94,22.389191359868757,66.89156563183559,63.9083361011948,29.137630584898233,70.23122883982394,75.0,75.0
95,25.50111426687354,71.81037824265593,73.40112529884861,50.12078016455602,83.76727230847368,75.0,75.0
96,20.73601577444434,58.011079716739104,65.50227426732575,56.350455884182715,44.339439994119886,75.0,75.0
97,19.087201886568227,56.96503415018084,67.04006395705608,32.382240156416,41.1888428346172,75.0,75.0
98,19.098326283996553,69.90957522209531,58.57377917380708,61.17299405066944,46.51942388019486,75.0,75.0
99,22.23359606744863,78.19240083713503,72.11476861787672,46.441035521173944,72.05885677401763,75.0,75.0
100,21.973608445195975,70.65333654339324,71.84000864411453,32.35741013963615,52.79965649307043,75.0,75.0
101,23.755908667105793,75.58703898750285,75.07067752682639,31.67201079744812,47.669391036170005,75.0,75.0
102,24.676523172884792,81.98484563535328,77.14892272105848,68.97881674992963,57.148194816628056,75.0,75.0
103,25.469972502759003,83.63125969632368,91.69635220654826,57.12950439482008,56.92829151140164,75.0,75.0
104,22.521470472101505,76.95270602817858,85.95793111266003,40.141740999481065,23.795382219667683,75.0,75.0
105,23.28397838756589,82.5244373065776,82.10708593219994,51.70113421369264,60.90381789788466,75.0,75.0
106,18.838706642934802,63.194558446716144,56.474003798650834,50.956349959276466,42.01342169623278,75.0,75.0
107,17.69241319809064,84.00917301181698,85.90860118660379,41.4621729163805,44.05208910720927,75.0,75.0
108,18.654988625697058,71.2032914266494,56.406450602653294,38.555350112746936,42.963688013126664,75.0,75.0
109,27.187084350450515,78.30302864949182,84.78390096804374,59.2415397774418,48.11932163169404,75.0,75.0
110,19.946958780180776,72.81885521371926,66.09562687629699,35.59827780881965,46.51311259813738,75.0,75.0
111,29.111618459663333,73.69002933555878,75.19423121686043,46.06198570847148,47.41528998383066,75.0,75.0
112,24.74207271851014,72.55702395115144,65.65905267520013,55.01851918268758,52.12786337181287,75.0,75.0
113,19.986491234640013,64.07083799080617,68.2577427519138,61.14373994908925,73.3928167654548,75.0,75.0
114,24.836245736275334,86.30496286309713,90.66179564540633,52.19942457541962,36.40383542148999,75.0,75.0
115,21.73529508255719,75.58462924177266,78.62381392944947,64.08736045527878,28.820990511933722,75.0,75.0
116,27.060609022263158,90.91672470081734,91.71095303238427,40.71286293147567,46.49686740873657,75.0,75.0
117,24.86897259142736,89.74307553022898,86.74357989832194,61.07428081977626,35.73252755468471,75.0,75.0
118,18.495712894094094,71.87564718289747,73.95395295817835,35.10535711120244,61.06800510408142,75.0,75.0
119,16.854585443311155,52.74765093036647,63.533124580951565,58.035956851893175,70.07705086180086,75.0,75.0
120,17.536874867696504,65.78903579845179,67.50638213007882,68.16619635791818,51.164212268324675,75.0,75.0
121,19.943798826688496,67.21400838458025,61.27192817855671,54.935140261710295,37.03786088109932,75.0,75.0
122,22.73963745403001,84.25006796409706,82.98074299551038,35.976224634083685,50.8490845110467,75.0,75.0
123,27.011510575124678,96.25894198025917,89.57919677099787,52.07314101644449,37.62974121851762,75.0,75.0
124,19.70401469395363,82.74113988491196,83.12731385652894,46.71481843524791,62.693068728382485,75.0,75.0
125,24.50384583466894,76.96464251548093,74.7910086402802,43.788333532872755,49.90720695275479,75.0,75.0
126,24.339910860795218,90.53658477208923,83.71318277286457,37.761861346640075,56.03371400502643,75.0,75.0
127,29.614528202797956,84.83421288383761,92.40284617412883,40.00035050482883,48.731394969132104,75.0,75.0
128,21.57655216947054,77.5262595446306,81.62038516729694,55.11312649412781,32.619478348896926,75.0,75.0
129,22.740044266615236,56.70263381297532,64.06142369655753,46.614450650438606,50.941158804224656,75.0,75.0
130,19.741909963211334,63.58040162851961,60.7743486244027,65.10169876138086,51.67761417052223,75.0,75.0
131,20.66651615271681,64.23392725204687,66.56286164654247,63.97866569465171,31.961132823884668,75.0,75.0
132,19.214743837040483,76.7963898253852,72.07645407886118,63.34808496605388,37.713246088696174,75.0,75.0
133,27.739584418038216,74.3064639496475,87.26858944383085,46.94254909467217,85.92763447719187,75.0,75.0
134,14.598304613905793,55.215376474993846,56.92230612866492,43.40343053117753,56.18226045708028,75.0,75.0
135,21.149208559964933,71.7395188391422,73.56867899135348,48.72155957598527,38.05986781535209,75.0,75.0
136,24.514851205789007,65.86215416342276,69.89600525308401,48.470889113188136,42.876448841235536,75.0,75.0
137,29.576765068243517,85.32461225804859,81.85912520497232,36.20808166735575,55.50547299594895,75.0,75.0
138,25.761731451962238,96.33986461272086,92.03914917183144,38.768535921159334,39.50259246096792,75.0,75.0
139,20.868350557794997,67.02977816234288,64.55590536392728,38.4062518151024,36.732341539886626,75.0,75.0
140,21.84302178808764,69.9336019251523,76.27419756193603,60.897434241413485,48.45011534348997,75.0,75.0
141,27.499475716306495,93.17318029095397,88.55082297331802,58.864585352583646,22.995468005500314,75.0,75.0
142,20.49331387229342,83.31806274443424,76.35760275630314,35.195412408568274,28.878706072022286,75.0,75.0
143,27.091404010568997,83.50347542458144,82.9271093177234,48.54660877911481,36.562645791033916,75.0,75.0
144,21.793679532995363,81.66944960877831,78.76223331889186,58.46978821385699,50.66892513503949,75.0,75.0
145,22.801612873551147,74.02760917106971,85.59140026253068,65.10822478609883,48.74460729820699,75.0,75.0
146,24.769196811832007,80.69627689377452,75.17409103162996,41.76703673052596,67.06430926649398,75.0,75.0
147,15.53573402562392,69.59989220405282,70.08055543499647,59.92879351386635,68.02201439561307,75.0,75.0
148,14.012446972930528,69.47596008761927,64.05286815758728,62.103848549004574,41.33799750770884,75.0,75.0
149,21.665597671675197,80.38562337130558,79.16440076670267,43.808355505745894,38.608217223830955,75.0,75.0
150,21.608841476621098,85.02008263380216,88.14236359818412,51.45329044023541,54.9300518959682,75.0,75.0
151,18.07897120032143,71.1295188014552,60.315001976737136,47.07429949652663,30.754013306957084,75.0,75.0
152,17.04480113759876,85.28871300939994,79.48895511707701,58.99324649851434,45.89664365352492,75.0,75.0
153,25.40780586321294,94.83694898114975,95.63590090109915,39.113770088039885,53.689346305901,75.0,75.0
154,22.416465691880394,76.74758950050247,67.32135786124282,41.32262681854056,67.67936039627224,75.0,75.0
155,20.887606690891108,79.75432802006019,80.8469275538014,72.53840204752774,56.08374587535784,75.0,75.0
156,26.078963022782577,97.66763036729931,95.73043307927958,70.21213682545762,59.11488267865553,75.0,75.0
157,24.83435908019274,78.39242413375898,76.10628859047442,49.96127207994016,48.408156053671334,75.0,75.0
158,17.768056596012645,74.41299460314735,69.24522275589642,57.78929684355832,70.19731528391962,75.0,75.0
159,23.934541355251,78.15313566058362,71.28099282629883,69.95903003052078,52.63621155484913,75.0,75.0
160,20.799260875485892,75.66610886363843,73.27001504333323,38.90467384537331,39.789088523530125,75.0,75.0
161,18.6490462432755,64.51819773894474,67.99618120421617,55.54857384291168,43.13440261126302,75.0,75.0
162,22.271423092143888,87.06453305352021,86.16962216503462,53.209356456093715,39.94343604029926,75.0,75.0
163,20.21461493559005,68.45654667775781,73.82613197996403,48.71898220795955,27.592797199445123,75.0,75.0
164,23.97773800502389,89.02141909513611,86.48641640619401,47.888210365977976,50.10430295959154,75.0,75.0
165,25.759021248436106,98.45209860910568,87.0124487046789,66.66173627699428,64.0683531470369,75.0,75.0
166,21.33541992499489,56.22161746417324,62.245074225382716,39.28403715164395,51.522871333831965,75.0,75.0
167,20.72433233910016,63.979192933169784,64.54348730061447,49.23357892276697,71.71450972819073,75.0,75.0
168,16.210040428693667,75.46167296608323,75.1156837393032,46.393942376149006,39.21102977023349,75.0,75.0
169,22.869072578310938,75.26041788913474,87.43181997874103,31.096259101341992,65.85234115320887,75.0,75.0
170,20.534365605387706,73.81901835572448,76.27070729052426,54.827360753493004,54.85075071514107,75.0,75.0
171,23.820607002465152,101.9076187332145,105.03646454000858,61.686525337554734,62.70346493605772,75.0,75.0
172,19.745476939288274,68.17681422860619,70.70048674144456,49.541583642294185,53.23820673872556,75.0,75.0
173,23.046699423438863,75.98946948266328,67.60938315084877,58.02911445162374,60.89197077092229,75.0,75.0
174,22.300875848171213,68.61885038987732,76.29567345680879,45.74273422958325,51.57678358489175,75.0,75.0
175,19.904944997657385,80.00230332337327,87.56551738666224,54.13753956678536,65.62066860651733,75.0,75.0
176,25.54835184666564,56.01488710886529,51.22919631437962,35.09944648576378,51.25745339092008,75.0,75.0
177,17.869162265768935,73.02643519140884,76.4555950017376,51.12579728867147,41.530625766479325,75.0,75.0
178,17.62469932206557,60.88864381558433,65.65100016264005,36.384722788274395,55.328841755266716,75.0,75.0
179,22.515724275583995,64.57325368467767,68.66848374393015,37.60577100860721,37.07019670035184,75.0,75.0
180,26.185537321085256,88.61453651646531,81.97496811373824,30.61893602170652,48.74742589454235,75.0,75.0
181,19.532588279857954,81.66604414858831,75.2266571647376,46.82292651532261,43.10506026493901,75.0,75.0
182,18.21573767844929,74.36467673182496,71.77027326071618,66.56143603442436,21.141246664109456,75.0,75.0
183,21.184877280339443,83.75869968490017,84.19367581809806,59.003530195932505,48.157159770768224,75.0,75.0
184,22.362495998659206,56.527597957206716,62.73140879001137,56.955114133797885,32.668898901385575,75.0,75.0
185,23.11823721697704,67.863270422622,61.23942070856572,30.828673091437977,41.869317323275006,75.0,75.0
186,18.157046386680847,66.522033010682,66.5729854475093,47.09293735952021,77.37614410968267,75.0,75.0
187,22.22396858393365,92.25385979613455,92.89213186323161,56.5557253281353,52.84501134280148,75.0,75.0
188,22.884037507368372,87.90675873187035,79.11911144573904,33.09623973747954,35.42406448123323,75.0,75.0
189,18.702671157890997,77.93120943297099,77.7418128841188,55.822447297519254,49.05178142228917,75.0,75.0
190,17.14606433906877,68.88729871699914,59.53894307487663,50.32202212911324,66.25883447434131,75.0,75.0
191,24.857944607694236,80.8784781902897,77.80440185857165,38.335318795754745,38.81144995976145,75.0,75.0
192,22.765439146216593,75.8643962997843,85.49563664512796,69.9377760355599,36.335331633036326,75.0,75.0
193,21.50807695620097,47.493044145690995,49.86328489213169,57.66574435272323,43.403441474144394,75.0,75.0
194,20.12417479616896,61.44641965408197,63.30125961601214,58.319020140302634,44.6444378989821,75.0,75.0
195,21.843098949997007,43.75151614321527,40.878088522087936,66.99590854620368,28.57562698224338,75.0,75.0
196,18.146737362072457,66.75459686366071,69.47163743007796,28.162036456880255,61.588818828209,75.0,75.0
197,23.060982443888776,69.76958601515481,65.41158811752554,46.43958986453583,54.18711208264831,75.0,75.0
198,22.117836689770392,108.08626431418745,111.90439609660024,57.76044209216778,66.32831893973648,75.0,75.0
199,25.095925206198935,77.92049414004838,79.59887750690939,32.063294644205044,35.47457983122117,75.0,75.0
200,19.672510879159578,61.96657489539392,62.94951651352518,59.03544505693456,53.20409196360625,75.0,75.0
201,22.032911838603503,87.69244993300399,83.39964103290978,55.6969850592416,30.148636175519748,75.0,75.0
202,25.956874234991204,61.203210863688746,55.26026890713239,40.077164271521156,54.69297266252666,75.0,75.0
203,22.987658426509388,91.54084121347604,93.60217338462708,52.136275784948516,60.65042962835637,75.0,75.0
204,21.547997256561366,69.91977134746192,68.22712839020167,45.17493424479777,55.29067798897581,75.0,75.0
205,24.73508884357533,82.4103220776573,81.60396836230042,65.084419508018,51.26737652818595,75.0,75.0
206,19.82285822364999,74.2576469719857,74.68488173572806,43.13799337414516,34.10001030556685,75.0,75.0
207,15.707723121098478,61.88303545224264,57.84361101747375,52.94569339930232,38.791835901994205,75.0,75.0
208,25.889199755628084,79.81883064627239,69.71764184873224,32.298170923955865,53.844175232390064,75.0,75.0
209,17.64936843925335,54.048883856721986,55.72270229123146,66.32083659708465,46.12337775307153,75.0,75.0
210,17.09019536564574,70.4166069895682,65.58606728978653,50.63666667552155,27.19724935256455,75.0,75.0
211,24.625416607822892,77.1482647390186,86.55963371052957,41.34456823307239,49.95190778625756,75.0,75.0
212,19.45614896146847,76.80803368895874,76.20839586253399,49.17538748254224,52.55119674027435,75.0,75.0
213,15.049105518288618,36.8505367630525,46.78543046747525,42.28176183202051,34.227944285501195,75.0,75.0
214,18.760778818955156,63.06467716719643,62.5730943960675,70.16294978335847,62.77146538939985,75.0,75.0
215,26.21000651272079,98.80331299221548,95.42467797736329,54.91350891704071,43.387932553729065,75.0,75.0
216,27.153093329142756,89.87694561220631,87.34941835971568,38.46661704014995,52.8856862465429,75.0,75.0
217,19.95904165501616,58.44586872817732,62.72974787119533,41.39192472746715,50.308974935250546,75.0,75.0
218,21.008450570713013,67.63274742309953,67.3520824879965,54.74706090887013,35.4695563466153,75.0,75.0
219,21.616684788038796,78.48504701330204,83.02272500742504,46.970602106661026,29.81225130827977,75.0,75.0
220,27.64769678053653,75.04646576271062,75.21031797696493,54.879556579112936,64.7713705816688,75.0,75.0
221,20.58538723851517,59.49694487817435,56.33759694600509,59.2709145489635,46.745396427427956,75.0,75.0
222,21.696838852224992,77.54404328105967,83.57547603150002,49.67791765840348,40.49838992190793,75.0,75.0
223,24.14597312049748,84.46821117542407,86.88254003286289,30.032489187724053,48.685144856287984,75.0,75.0
224,23.331666393626723,77.96769345076457,74.6136679022604,50.12020036595575,45.338578337019705,75.0,75.0
225,24.425472267853664,85.88308395327196,85.62547679262705,58.68786954879085,38.890459467889315,75.0,75.0
226,23.22387094857141,77.79373336478477,72.752979201657,41.06309316653651,57.493102633580456,75.0,75.0
227,18.66921171072047,67.35395198888354,76.86329311006372,39.55913743317507,55.397918775385776,75.0,75.0
228,23.56183605147278,68.8012977052805,70.28567303200603,43.54571841578488,42.86113820806849,75.0,75.0
229,22.470077070502555,81.50191574284693,81.72592763799445,39.072774548360556,34.65743550274549,75.0,75.0
230,24.91276851947311,96.80411678758983,101.25499181671236,58.88418945597077,63.352456792320645,75.0,75.0
231,21.977307002797257,79.76190264133314,72.09891003888683,53.34166642029239,34.791039089001586,75.0,75.0
232,25.585416036730447,83.6665543876042,89.22998184308709,49.792470446005794,54.644110009781706,75.0,75.0
233,22.02300817642386,72.82141952620223,72.4506173157173,25.76559167678998,64.87213839855735,75.0,75.0
234,18.315437518396546,85.77249607571811,87.65861455112733,43.440461043661884,35.2329577210449,75.0,75.0
235,18.520627006581556,88.48366094363845,91.15682259873475,46.337029045562915,40.16400595580449,75.0,75.0
236,24.178367895288478,89.01624609737699,84.19656391840613,66.62977801085236,55.12226995837555,75.0,75.0
237,26.40041879898886,113.37156465019449,100.41880201410163,55.50934357065973,39.17730913841504,75.0,75.0
238,19.134771035278,81.69824816115822,73.58421929073506,61.1169628853053,34.659527427653266,75.0,75.0
239,26.44203671873673,66.72426717398008,68.0895216364906,65.11908869748986,47.16369060635885,75.0,75.0
240,17.86349238642536,70.7087366020516,76.08195453058539,52.92383787410715,57.01837980986103,75.0,75.0
241,23.6144464257929,86.51530595242771,87.2237744321103,35.17224843015477,47.06107873914935,75.0,75.0
242,15.424723768319186,104.31522138276297,99.56772962238949,68.51385878570063,41.84882924048475,75.0,75.0
243,25.28214324949693,99.85038236050936,103.7902830680736,64.38786398210841,47.046819038549586,75.0,75.0
244,24.977579857079853,75.23534371641776,76.90133217787965,40.34248235841504,32.36014265532474,75.0,75.0
245,20.049721939905837,62.39149426029772,65.24773290037523,56.92064656027723,51.84596084482827,75.0,75.0
246,26.07245253583087,72.20124756528618,75.79087847037206,51.6774038166814,55.12651655636318,75.0,75.0
247,20.43733309329341,78.87133446392251,78.6571455277299,47.71988681977341,59.741810349263055,75.0,75.0
248,21.285158329650674,64.76154795010794,64.40944210208136,50.04791701479177,41.34758317955842,75.0,75.0
249,19.841229108020247,67.98466142414554,82.4004318412171,42.64559942862209,46.624304976991475,75.0,75.0
250,20.309679398011824,90.96709711921436,90.98841972343548,65.21611634251617,41.15384766773109,75.0,75.0
251,20.511385016165065,75.20635311025904,78.95280358500003,55.46958533425633,53.62077413910366,75.0,75.0
252,23.249494511089296,103.44511013734562,103.22224601685392,47.62465757420645,64.30284571974829,75.0,75.0
253,24.24508123000019,65.14087719953814,68.45498748877691,62.4873830690651,38.959328002013244,75.0,75.0
254,23.449637739823185,79.9590489598206,80.64884951553509,61.188942855233975,45.846283527519134,75.0,75.0
255,22.605497025663155,76.9026839849608,73.59421055292499,56.828749298147905,68.05570160853497,75.0,75.0
256,18.71286317195355,55.34922837731801,59.99339858330226,49.72960096591143,43.83385083984787,75.0,75.0
257,16.731016627589007,60.04945588538481,53.96357753154597,44.06328797711805,32.43187703842215,75.0,75.0
258,25.35521337111207,78.08868485646659,67.28524533054838,31.412933306525463,42.5889524607247,75.0,75.0
259,26.150033102749724,87.30980934804342,93.13573284211508,62.59060697343606,58.692947833535435,75.0,75.0
260,21.246609406351485,103.93018736431975,89.7046105782334,17.316615960586617,54.220728947895125,75.0,75.0
261,23.938971448881553,76.92976505187056,73.39264643467641,41.72825034924476,35.78741494672856,75.0,75.0
262,27.718105994987027,92.21110674608991,89.82389603507131,53.30092650412488,36.92794004552739,75.0,75.0
263,16.106102966964144,47.6996544943571,45.64345657425312,62.798252638748,54.268884467218115,75.0,75.0
264,18.013167502913213,49.151722290761136,52.65613632667998,54.67683964574177,55.8800380449523,75.0,75.0
265,18.821743752342716,65.07372449935141,67.57437813633257,39.95415992091763,26.957677713866843,75.0,75.0
266,27.20386222135807,48.695588009243274,47.84215028114079,63.6645261536881,53.99508088488098,75.0,75.0
267,22.79756039096035,83.41421935747992,78.76195616225772,49.65319630826478,51.214118574893874,75.0,75.0
268,24.73649991795198,78.34722368328106,85.21670552420396,42.30730691746389,27.785674082090416,75.0,75.0
269,29.1038704326683,84.74107442629638,80.74786098226143,55.37420721797706,26.548178968336295,75.0,75.0
270,21.448610181026588,97.14423572435135,88.6863451053154,71.81763491548378,37.48602119115186,75.0,75.0
271,16.392360149729946,60.97956436687977,67.3612742062893,53.39133676877792,32.117633216848425,75.0,75.0
272,20.224923358406986,77.74210097778823,87.10963729552645,50.18419431046914,30.929664048785543,75.0,75.0
273,19.9985726524196,73.47920284717402,87.50585460230968,81.14460644071903,60.94651464963834,75.0,75.0
274,25.982422939265756,81.58208272020893,88.84322919934522,23.67360906089813,37.843428685463586,75.0,75.0
275,23.907964317828068,72.98345099632168,75.41651396425303,62.27019752200598,49.49785485731668,75.0,75.0
276,19.315220387760245,64.87537063610088,57.20899414134644,64.48098483084362,52.8298447144199,75.0,75.0
