unit_id,ProductTiter,ViableCellDensity,do_set_GlucoseFeedRate
89,20.93192004312021,79.61990750500048,25.0
90,19.97104266493148,59.10967499548285,25.0
91,20.410548878790816,63.28314833747949,25.0
92,19.45383736007542,65.55629904766687,25.0
93,21.529684695110355,66.32158725965849,25.0
94,25.353633019339306,67.13003490705647,25.0
95,19.95565429430144,52.91092110880676,25.0
96,28.423691475992985,103.48281804948562,25.0
97,27.93021212951811,83.41722021867281,25.0
98,22.041738129543983,85.68853725917207,25.0
99,19.277814143317272,55.490106892853916,25.0
100,28.16715766187395,89.94109402714005,25.0
101,19.365580520641238,63.942915670518275,25.0
102,20.08167221026566,87.23799930728461,25.0
103,27.372575624403673,78.7722834461928,25.0
104,21.747763237703747,80.96052703667466,25.0
105,26.055571100529185,84.74405348015803,25.0
106,23.704070612293137,98.16487768000891,25.0
107,16.680636014342266,72.80362710295205,25.0
108,24.645744042535718,89.349293138246,25.0
109,23.746782501268843,71.79440547515242,25.0
110,19.321209080030794,75.90293787607163,25.0
111,26.133204570905917,92.23387454858563,25.0
112,16.953863884131533,81.06485664026256,25.0
113,22.015620560569968,70.55439574607806,25.0
114,22.05487209009775,67.24506449837612,25.0
115,21.712616634233036,54.56697569684282,25.0
116,22.153645973729297,70.26130476877897,25.0
117,23.52512065256046,74.37630370149397,25.0
118,23.07185028150187,90.6499897470831,25.0
119,25.358027521344642,74.20890403173618,25.0
120,17.823520847846837,78.31127158662488,25.0
121,27.731667698765396,79.07435938540878,25.0
122,26.919159332976104,80.07755717820683,25.0
123,21.66078965630279,64.1806167069975,25.0
124,25.875414347951303,87.60758355136143,25.0
125,23.63795458702859,95.17219086569362,25.0
126,21.406933137281634,62.014677357494094,25.0
127,23.436049247357268,77.04926571008217,25.0
128,23.938104422288113,69.68952655580765,25.0
129,20.52329239524196,89.45591842838886,25.0
130,26.032998497408656,72.1199433934201,25.0
131,26.07015691234543,77.50499022096892,25.0
132,24.440809010319583,90.31730968419525,25.0
133,25.845902134684838,62.136122250802856,25.0
134,20.607696325571197,73.2795724316419,25.0
135,19.290147033688953,58.128756899269106,25.0
136,18.19478795374042,74.09861137729743,25.0
137,22.348450412872914,87.45983185687078,25.0
138,21.138273686937445,74.85073490483154,25.0
139,22.2191919077915,66.52916833927044,25.0
140,24.102538617642246,75.38881031161367,25.0
141,16.458292145167803,81.42094994654443,25.0
142,20.472142034901317,74.42932155669389,25.0
143,23.874817100061907,66.80006637935466,25.0
144,18.22482579534022,49.68470496179825,25.0
145,20.745781894333653,89.54241398677226,25.0
146,25.25164769691975,69.17066011347433,25.0
147,26.408534061509013,83.82439651926649,25.0
148,20.984215871760885,80.26188725722156,25.0
149,24.87545304419688,52.18168226971506,25.0
150,21.96099792469711,81.91885526005395,25.0
151,25.139518546083103,81.48654405326384,25.0
152,21.6141619368718,76.81181377096004,25.0
153,20.366420435451136,64.72192924442396,25.0
154,22.473165651452746,81.01683988114979,25.0
155,20.9384520971049,78.32370885187943,25.0
156,19.964199515592597,64.9954681039716,25.0
157,17.220743980772937,64.09208946546069,25.0
158,33.017067649807835,83.62666195072323,25.0
159,27.169092178875104,80.97024364875804,25.0
160,23.764326030158834,75.77413101944585,25.0
161,24.227714879199066,74.81091099720003,25.0
162,17.042992025678192,77.49361591240695,25.0
163,29.719220239145667,95.16510147873355,25.0
164,22.53129920305537,85.56102062662748,25.0
165,26.081355618959172,86.26164018920021,25.0
166,23.175112803049014,86.62483241129266,25.0
167,24.39815066838367,73.38802303130738,25.0
168,19.063057168078732,78.11446534003102,25.0
169,22.35011261157291,91.35463507526886,25.0
170,20.215463243082716,85.70655371169046,25.0
171,24.011063607180706,69.82794876176264,25.0
172,26.215234258673377,87.01007998060206,25.0
173,19.096847359763196,84.89340872361382,25.0
174,23.72379623889824,80.21602539346273,25.0
175,19.999654116290678,97.00051964546977,25.0
176,25.742612477346725,91.54434149227097,25.0
177,16.70847035100566,68.75659958865963,25.0
178,22.572508624879227,81.14317250622756,25.0
179,26.83036304095938,104.09204412172596,25.0
180,19.09736191655976,73.31642076015183,25.0
181,16.760602308155534,68.26267445978361,25.0
182,26.447859438743393,78.29015529344416,25.0
183,22.959638026773156,66.47282596240794,25.0
184,23.80799797349457,59.72960152290462,25.0
185,23.83948797819269,88.08803247518222,25.0
186,24.794570292900822,65.2312216766109,25.0
187,16.347867655640542,64.57784853592504,25.0
188,19.231526228954056,84.43244764906446,25.0
189,17.50338422069415,91.33413410904893,25.0
190,22.816912391012128,78.44522984815683,25.0
191,25.96640891858144,80.38679812626278,25.0
192,22.61484380766045,63.34050949142913,25.0
193,22.089030389258532,66.45677304416053,25.0
194,24.50134687646889,67.42022934131103,25.0
195,24.072736551759956,86.42490423303875,25.0
196,19.104074765340272,70.08190107521047,25.0
197,22.257109240002144,61.87693439367897,25.0
198,33.59940606213938,86.31566113344164,25.0
199,22.31620673879694,89.05308075785793,25.0
200,19.64287177399926,55.735825948914,25.0
201,18.185450955489465,72.9667066642888,25.0
202,19.917906516029294,65.39867975459222,25.0
203,23.802752934555393,63.805183332078975,25.0
204,20.72035916517032,59.38772671317708,25.0
205,23.658597894605247,85.68018821333433,25.0
206,21.929993033213393,102.30063854162773,25.0
207,22.253517830134353,71.43639790577592,25.0
208,20.50237585011028,48.87781139185267,25.0
209,17.530530409262703,65.05666410074404,25.0
210,20.582041972024875,67.30818228087759,25.0
211,26.531793412164816,75.44664742722108,25.0
212,23.363630664433778,62.761460774005116,25.0
213,15.312211503535758,63.59320991771474,25.0
214,24.869138173802497,97.4121521308599,25.0
215,21.29840941215222,81.0132903739199,25.0
216,27.266615594109865,74.94560119201786,25.0
217,18.16442354997361,71.58929270306754,25.0
218,17.613291304718082,65.41294047867811,25.0
219,26.06982360594951,90.95823208804728,25.0
220,18.319042993746034,57.82755803596275,25.0
221,20.474074827036432,79.52410569395548,25.0
222,19.206632011053777,61.288270230657645,25.0
223,20.500699115391686,73.88533454968193,25.0
224,20.79786867401678,66.21245993236259,25.0
225,21.192927653638787,60.341625897590575,25.0
226,19.41183131149138,62.29892912416775,25.0
227,24.522811463154454,85.11024073676461,25.0
228,18.961599011547836,46.1764299899909,25.0
229,36.522057953242864,88.00778254675812,25.0
230,22.219541093909545,102.31318888991716,25.0
231,25.68436429477064,80.1067266702148,25.0
232,20.885656668651066,71.20759820464846,25.0
233,23.02196187980829,71.71514923306742,25.0
234,22.38784677465086,69.24356318242222,25.0
235,20.7757538199902,85.20145698060183,25.0
236,23.102489881129436,76.77530694903872,25.0
237,21.642673635952946,67.4761842140644,25.0
238,22.61218275317995,73.13326996622713,25.0
239,27.560680066004508,98.10432438830291,25.0
240,21.043647821836764,94.1882769078501,25.0
241,18.91370167200757,80.42050030854865,25.0
242,16.07120368147268,65.60470912911678,25.0
243,20.22506724888394,96.09639287144617,25.0
244,24.037215088756955,80.7240499585867,25.0
245,26.13518737429578,78.71819808818499,25.0
246,24.052680873174456,79.29503437305097,25.0
247,20.508283380773822,65.79995006399204,25.0
248,17.15432391798374,73.18000107634661,25.0
249,25.556353121921706,72.94152352959956,25.0
250,20.684810456410883,87.70107363432076,25.0
251,26.10355614316416,88.54078076799561,25.0
252,20.49046027458947,95.88625653818956,25.0
253,19.686657637241048,69.0842463529238,25.0
254,28.94899671796761,107.25222511063548,25.0
255,22.40954663587863,74.77339507558312,25.0
256,22.362449431822377,73.63874880223672,25.0
257,21.91322519833385,72.43495309771002,25.0
258,19.97013991764758,73.26190869356846,25.0
259,23.417126703988295,63.75398974845074,25.0
260,19.994333540594035,65.62539120303644,25.0
261,16.865413456981315,85.1979723584818,25.0
262,23.1644068590673,72.43004248071765,25.0
263,24.049281774096826,70.57079020703118,25.0
264,22.141645306527213,92.49814259333418,25.0
265,20.868225409604847,79.10164979643277,25.0
266,20.222322719028355,58.50559559872387,25.0
267,16.44709385921855,63.4364323365819,25.0
268,17.55029548141807,41.419589134293716,25.0
269,25.18454293556657,90.08231081423975,25.0
270,25.617509774722716,66.2423821605209,25.0
271,19.413746367008837,54.1708822645134,25.0
272,16.1328979426345,52.602441555944324,25.0
273,20.37216930441783,59.790573006309714,25.0
274,25.713118556543925,76.13491782310307,25.0
275,21.91521631286069,90.97852552584051,25.0
276,21.03343606631043,68.64410509224417,25.0
277,22.33838644442289,79.53732382852002,25.0
278,22.628516960119615,83.2144735441959,25.0
279,22.410678708465202,83.14038868974006,25.0
280,19.255727005404754,78.69340834969616,25.0
281,20.903498121512897,78.00250506952592,25.0
282,20.65359702029474,80.64284241743465,25.0
283,24.98002815815124,80.05574277654527,25.0
284,25.98501710199431,63.86455349594836,25.0
285,17.693384604374014,67.23015395853515,25.0
286,24.57805817847782,86.09696835571052,25.0
287,25.824992722323465,81.89654791104233,25.0
288,22.662829089408064,83.08604672156312,25.0
289,25.570193933406134,78.07100014613536,25.0
290,17.631197172165177,53.20535781347979,25.0
291,16.49006792514886,60.23370103310711,25.0
292,23.834795625033554,58.47138524548818,25.0
293,22.928992319806923,73.33355742931491,25.0
294,23.384822592762713,87.8081923390028,25.0
295,23.436520044480186,74.86080394346688,25.0
296,18.476153901170555,57.42784218429656,25.0
297,19.97240669778789,65.03402321761511,25.0
298,22.25345529406938,56.6432533084676,25.0
299,19.07396349787152,54.83321687418595,25.0
300,15.175168392147999,60.48387020830328,25.0
301,19.52531055937493,62.14975287114138,25.0
302,19.236340887868124,66.66908769050849,25.0
303,28.208378736390685,80.54753611143556,25.0
304,18.698894311980858,78.56932914836432,25.0
305,19.553507574092546,58.66211605122386,25.0
306,19.156560610324632,60.77869591499744,25.0
307,21.028117134777755,50.634672011063294,25.0
308,20.38155442594581,89.84066105915069,25.0
309,22.90176732388483,82.27193299612254,25.0
310,16.6910865809161,68.41593109661507,25.0
311,21.190185857668126,69.78461222385263,25.0
312,22.250963129963733,75.71350808247362,25.0
313,20.32419587907495,74.8711174918405,25.0
314,21.142393538178943,75.47253589533544,25.0
315,21.581945905670953,60.883126335648306,25.0
316,18.37392762226658,54.485888631865095,25.0
317,20.754474947499872,75.19252254851226,25.0
318,22.29841617456249,86.46886245812941,25.0
319,16.595786427522434,50.856775407670334,25.0
320,19.22664630924975,65.30522870234167,25.0
321,22.188394195292634,75.4760031153945,25.0
322,22.197765427992803,54.734338626636415,25.0
323,19.57997012688923,78.90336507997249,25.0
324,20.38683325811076,71.96845806225532,25.0
325,26.411655094282533,74.86809259606733,25.0
326,25.854473440664062,72.94341257457857,25.0
327,22.87183120520921,73.67422815221347,25.0
328,20.5146545558216,87.86903336837325,25.0
329,20.820030957210747,58.3857453752241,25.0
330,18.76524679261851,68.68939911281835,25.0
331,22.83183454029588,91.55514589191047,25.0
332,25.45479307541119,76.05172809663303,25.0
333,17.38256876914201,60.88146410881191,25.0
334,19.73562607790707,83.73835713830525,25.0
335,24.26362272870145,82.15694550379479,25.0
336,22.98094832068478,65.38886364475846,25.0
337,24.103090835112155,85.87033940713978,25.0
338,24.010015095581743,87.93123969622327,25.0
339,27.628496329311822,81.10894888268916,25.0
340,19.299798062601546,61.0671282423084,25.0
341,22.222470166537413,67.51492462803755,25.0
342,24.493455487498043,69.44101997188011,25.0
343,22.74379075820469,91.31955897736523,25.0
344,26.80281486200932,74.42773281719577,25.0
345,26.955217066885524,68.1637279155936,25.0
346,22.248357335058852,55.402671950970436,25.0
347,21.840284357756953,91.13454048004593,25.0
348,21.270279351394052,74.04759001944868,25.0
349,14.203105230164429,47.21081786425445,25.0
350,21.75380436538492,70.83189259326,25.0
351,23.558387300365617,50.28772424656131,25.0
352,27.507888649033074,65.45321645371291,25.0
353,14.25855944546828,76.58782840256887,25.0
354,25.59498094759372,85.4636945355714,25.0
355,18.454848844646428,61.97515135781289,25.0
356,20.01313659581007,59.12583417623467,25.0
357,26.53951354732461,81.78541751939167,25.0
358,20.01912001991332,66.92092762287838,25.0
359,22.74966900551734,93.73209999467853,25.0
360,21.0698871210459,83.75457298716351,25.0
361,18.423038666765237,90.03399365633106,25.0
362,16.702490292886104,48.03489712127392,25.0
363,27.954062196523356,77.72298875929359,25.0
364,30.945763690828162,86.50603413586046,25.0
365,24.19776778989034,67.4200207621576,25.0
366,28.530186328592396,87.03422330668776,25.0
367,19.08113566813748,60.28064538968887,25.0
368,18.900101377341795,63.31511515291821,25.0
369,18.340480448522396,72.85910159741394,25.0
370,23.59841940078251,57.651394073915974,25.0
371,23.93733134598621,72.33713417970253,25.0
372,22.543280349511267,78.50507916451963,25.0
373,24.38147804976303,83.96940616739279,25.0
374,23.988216326975483,81.46299771057545,25.0
375,24.586048178812767,86.09624024115098,25.0
376,19.42259390909774,62.577664700953655,25.0
377,23.21577720030247,65.88565954729283,25.0
378,21.413399326081592,76.580622621526,25.0
379,22.93002472741328,86.23433996488379,25.0
380,19.104462938565725,62.22245243971999,25.0
381,25.113400115891373,70.18206103114878,25.0
382,23.33933358702904,76.40397003529029,25.0
383,16.908823536488892,76.26707125625248,25.0
384,18.59211338767584,52.81049593115114,25.0
385,18.709208902696208,64.3122400924827,25.0
386,23.124875752531466,86.94710474157239,25.0
387,18.446244675771137,75.7141942404338,25.0
388,15.949270720495367,60.51310540362709,25.0
389,18.09055485706483,72.68134016845805,25.0
390,21.014633140405888,57.70790715065998,25.0
391,18.04890295351789,77.11106240259626,25.0
392,20.369483142227672,72.47894480407065,25.0
393,25.177074384804325,76.49735334809534,25.0
394,20.08103101824147,69.30695303853527,25.0
395,22.911653150090828,86.04778887042252,25.0
396,24.544669257485765,77.66442199040833,25.0
397,23.98554706869072,84.2086942309013,25.0
398,21.427020112696816,92.20752943931626,25.0
399,21.077213023190343,77.97917109408354,25.0
