unit_id,ProductTiter,DissolvedOxygen,ViableCellDensity,pH,Temperature,do_GasSpargeRate
116,21.89621775988629,80.10054000663473,75.9404467059957,41.83286308214754,43.772323157004394,25.0
117,20.574748957053494,87.5633437954599,80.87967438567833,68.25513597563814,54.59832727804455,25.0
118,18.975267386980477,60.80860645037551,61.13688611195849,62.759534746227544,52.23169205476702,25.0
119,26.934973284590814,67.53495026681297,66.40470755962873,66.23523653110169,32.73446820484814,25.0
120,22.693042468607683,66.61413382383992,64.26805864803872,46.0379263746723,55.81204904321165,25.0
121,22.921415084162813,59.936964379071874,62.27210007342511,17.57801097041616,34.6504069661839,25.0
122,23.222707900171663,109.01023067931908,88.58066804280635,49.64584006688274,69.90233001888143,25.0
123,24.577576142676033,76.30424730246037,77.82343515642152,50.638113611987634,40.41434612306737,25.0
124,29.28106604477803,66.85421436830963,73.84151611771273,34.62275355708937,40.34045760479209,25.0
125,24.553239793822453,105.44563279550384,105.48663835621569,26.867321065888476,43.28102010546738,25.0
126,24.711841048321364,63.80307065509881,60.604553977270655,51.89013549566688,62.27760038381263,25.0
127,23.870209006605734,76.83762684185956,72.94284481344513,34.998651462026416,48.625482216192765,25.0
128,22.960868141211233,65.05801516673353,72.12558419455164,59.9313295653588,40.99649979708424,25.0
129,14.840928609916254,63.23652605347231,71.49722997611131,24.066005188040332,54.1867445869215,25.0
130,24.38821820441019,84.12892520139833,80.33761910061028,67.26381310162593,63.510401195590084,25.0
131,25.778734416746193,82.1762231098393,82.95853807313236,59.6139663909574,45.21804125196442,25.0
132,26.271441864066393,76.82548653492174,73.47779834312134,42.92476839077261,49.18312996810398,25.0
133,30.740673676938627,89.34215608545087,80.65382953266574,37.4929132188112,49.79776923934282,25.0
134,23.446858273184468,80.57893441023329,69.1273687077814,38.268085310211916,76.9179780747268,25.0
135,25.817543989514267,91.36360699131437,94.54328650696822,62.50922684035522,68.78691655265465,25.0
136,26.947319321840595,78.97155871918126,86.91846832568001,37.85504223137644,63.155905972117154,25.0
137,20.788190717181827,75.38704767312286,77.7019137618466,50.97565660135733,65.31423906847468,25.0
138,18.397167830427836,69.690647671194,67.25829668468114,39.20784270490762,66.19290350140734,25.0
139,18.237995278689013,67.40300785378996,59.49765200721387,80.07171387542246,49.64794525912817,25.0
140,25.19105706153387,74.77088780608166,75.13017412517823,56.959828042836484,47.98377537279625,25.0
141,25.890942578598356,78.76180194950163,82.66876956299615,66.13533512279379,35.197493915281484,25.0
142,21.717891370764622,56.90838800960191,61.26673138033938,54.3700520698518,56.456832882018354,25.0
143,24.2580439737252,76.65437451174115,72.39989431507516,31.717010291362485,53.375946083502626,25.0
144,16.926252528690803,67.82198789204858,73.39209385924057,29.861485949396336,78.31324225876413,25.0
145,24.26304348420882,72.08834930991034,69.79094601130143,62.815473474524936,45.886371451511636,25.0
146,22.437865098751185,70.52645096933432,73.78312428084365,66.50101679080804,34.96225856646595,25.0
147,30.23815925954908,102.26866444021739,105.36544933694897,44.93388809561694,40.803034223910835,25.0
148,26.019035120039113,77.04190516740434,81.8208998314385,39.09715407018175,42.48349145527277,25.0
149,18.757956350392064,71.44712438375177,72.46709464474417,65.53995681552902,36.39990806350559,25.0
150,22.294507370709884,75.95795849864382,80.4676002918282,33.181053608005186,56.298903454099424,25.0
151,22.51457389306887,91.89824288362651,89.43753941508874,32.278935820945215,48.04496297251622,25.0
152,22.36982763240992,78.20964733940332,78.21165585936977,34.772902482844124,38.353958010197125,25.0
153,18.117832763087836,78.29238354368103,85.92653480017,55.06575649372769,55.09709605653051,25.0
154,22.05356870805172,61.95478673412058,60.05241273655038,63.11094412086432,56.271386786210975,25.0
155,19.453388787106483,64.2514500756174,61.05767367838069,51.698762029979896,82.6971181099024,25.0
156,27.604418358538066,91.55335755206616,95.597853970193,65.27100965561996,50.1046155560646,25.0
157,27.048311691580306,87.29892202934452,87.14966817063822,64.22829982494,68.05463531572275,25.0
158,19.366611950161474,68.7419925127139,66.31827401096905,66.76576236330067,38.86583930856736,25.0
159,19.381784740242736,71.23609488893855,70.34474080689728,41.77392070030078,64.82292534242194,25.0
160,22.050716258236406,71.62273930478742,78.58883817611841,63.129821584690255,72.64721140328872,25.0
161,23.18442036282709,86.89446583127038,80.02852883832486,41.169236740338874,65.66658263782124,25.0
162,21.913222244039726,84.0675123085357,71.63461807616768,37.18463252448575,51.27135362653552,25.0
163,21.71119830405084,72.11909154628205,69.77601910643348,48.91402526995389,26.29700067790398,25.0
164,21.764161044649185,82.38511400867797,83.14114476302345,46.386821478114605,44.86294141396144,25.0
165,16.577376258335185,69.08731842206898,68.67710268066512,68.62934044355262,40.69597574425019,25.0
166,17.744052425109423,57.45123219907178,60.21396562153781,39.79075243469621,34.16580866689031,25.0
167,18.577477766211523,74.97997019906504,78.95713162086126,66.02650475067793,44.72355566734943,25.0
168,16.327059243452638,58.61176188837716,60.82153667335238,48.4268289222933,38.768153624143835,25.0
169,21.348092155019078,86.69828545149402,86.52151184084099,25.566808687291125,52.04757918736296,25.0
170,25.70340855136227,94.86353711634312,92.91350921822094,66.52032801231027,59.93090512616194,25.0
171,25.01711253023529,81.95847056850609,86.66354321318187,43.590808330228704,47.142003333659645,25.0
172,27.91521253494385,88.45679726698748,88.2989149704002,52.498526085109305,81.50445064729969,25.0
173,20.521306718645867,76.01823669230718,78.92712952132952,48.24303825401979,40.484760197874316,25.0
174,22.011932428176248,72.5160823609689,65.70849805159438,51.17926755936766,53.48361806928772,25.0
175,23.314961096726076,53.444005209328,49.33221671724776,39.71453268621001,40.10670107565648,25.0
176,20.257297965052175,82.07785554883408,77.32440373625208,56.02952259818715,63.41642326323711,25.0
177,29.01801546838353,91.95575384166753,87.29230487843083,49.86403652187499,56.3996748378102,25.0
178,17.839039843393927,64.13221140206535,60.62105786961909,53.378075660796746,34.02834925129834,25.0
179,16.878189544584128,79.81711551492539,84.2294723572249,25.332008976420113,58.743771453396995,25.0
180,18.46926018788336,55.277509833796884,56.97505289864193,41.062806285366214,54.56985892281825,25.0
181,18.641744141327013,68.44602946202012,62.086225653762426,50.976952800580335,53.675181828847954,25.0
182,16.780826263775026,64.97830095206014,67.19354204473956,47.65361978230683,54.864339940932105,25.0
183,23.142991128714257,77.67016564132571,78.84294251816344,53.943497888675275,32.519107019465764,25.0
184,17.665299705851226,69.09866442337285,54.46320319632515,32.33612002961707,47.03081757530832,25.0
185,17.69622496174401,56.52047284349394,57.16983180838633,59.13230158039012,53.61229683422451,25.0
186,20.783161663012212,67.83878886429446,72.44304532807766,48.720532848004744,28.028494084096046,25.0
187,22.31398089321798,87.91228988227381,87.55950988945288,73.4785914708482,56.32093264094971,25.0
188,18.258048444378,63.344453541398366,69.82715836276842,66.37299435126772,58.88167555383684,25.0
189,24.263638042368804,74.90564879496605,76.70441315133968,31.387473232601465,63.8855032053292,25.0
190,30.90861876893234,97.67325476548733,99.77361827732818,40.86513133249499,57.377092296130066,25.0
191,23.239548712169125,76.7945282658089,76.54858789833868,39.39580223034484,62.186549899869114,25.0
192,23.385286527743293,86.6619918900995,83.66938244317464,44.70320257069366,44.79911706111745,25.0
193,26.917916227616132,63.68052227940181,67.38885046228593,52.64883192098582,37.78286960107181,25.0
194,14.453160938782428,86.85325935068988,85.71771474047291,45.12869976449028,53.100404772620145,25.0
195,17.01184645737941,65.02879365445722,63.33033399997338,66.45039393242868,58.93516517428759,25.0
196,22.08592130804504,87.06765059274824,81.6863574999349,57.6301415902592,38.74447094101967,25.0
197,24.019815769117457,71.7080773461893,76.8673460824441,59.18448711493218,46.32995802416173,25.0
198,19.65550834136161,52.27520664400379,50.007424457337834,61.837350744053396,51.26472431109763,25.0
199,31.80873056057863,79.3901690099891,82.22891908658687,23.56660170136765,58.84809060873352,25.0
200,23.195599635507403,91.04014391429361,83.66282066054534,41.98748562193909,60.42744729103462,25.0
201,21.03572695804875,63.768007816337516,71.3627518773561,35.967860736434204,64.01122138817395,25.0
202,19.013793337781742,66.59955629876798,68.44763924872876,56.49800659234237,34.48268484385273,25.0
203,21.34663037052227,72.67240555194705,77.51641367002016,42.43230120123666,42.72467722111099,25.0
204,17.26174929388797,48.85636569913785,58.50491559522274,49.37019988251082,42.93186443858608,25.0
205,21.278766002077024,79.0198671580227,82.22442456023487,39.25115985843095,54.72203909537612,25.0
206,24.90524981548465,72.36506550786008,78.79165368304912,64.61024802932745,51.60984122481628,25.0
207,20.453219292661004,54.22570307301104,58.7429509914018,46.24357108980427,52.75425479032371,25.0
208,16.190449833970366,65.39127218056112,65.43917149235786,36.39062786973918,34.08567993118442,25.0
209,21.260741730614964,77.85858410353222,77.51271470862731,57.23631430121796,80.75525000937175,25.0
210,21.941287974514392,71.46442327542155,72.57011393537397,47.632372158666,45.15540397787531,25.0
211,29.152235330532022,98.90851901648239,96.90810914420378,56.77245213730239,55.68936456306911,25.0
212,23.282861976322817,74.08039417484578,82.93075849361567,63.050477325083165,63.218022082970464,25.0
213,23.060316284397928,58.82058436662956,65.61742705744429,54.65115540153651,44.35703515366132,25.0
214,21.637815371761807,67.1570979107125,68.59247994750139,52.22512070446465,61.768076105868424,25.0
215,27.092721035989516,88.31123396682923,93.08143045866588,61.11230491229996,44.05980049872256,25.0
216,19.951555739005794,71.71556475876095,81.05414556284688,38.394004971258965,27.013927967153776,25.0
217,27.93020463630211,88.26014089244308,91.01918317204589,70.25386918528933,57.03725683018604,25.0
218,24.876200736820515,76.68176373327404,78.40314427131611,68.92255026304328,57.7942118347236,25.0
219,27.77489457635175,64.6292181135296,61.634285664925926,53.225055906038804,66.44011286379903,25.0
220,20.00959193132645,51.739329296108366,55.1134714555478,80.13539541848164,42.387201286163275,25.0
221,22.046908714912835,84.14054679903084,84.53848586915025,30.83456700139674,58.35113997587685,25.0
222,19.131700842967145,68.32320080550167,73.01704239956729,43.375211133087255,35.60503420777256,25.0
223,22.746128917902038,93.48106441689046,90.9277866951489,59.32766069928732,70.40987012889569,25.0
224,22.975094911472915,65.18737723643952,63.7906227500428,31.04544554663919,57.85611685775801,25.0
225,17.605841617142016,59.635470173453996,54.235255986231685,34.23821672655636,27.847188599901436,25.0
226,20.49394467157308,83.6757329162371,72.95973899813835,64.08805963736656,53.090897860972156,25.0
227,19.713610002634194,53.58735214090164,55.35080142075296,70.27305368268497,61.73089431601649,25.0
228,27.25573246997069,100.23235294872919,96.83619323935358,39.107838496103106,69.24223836803002,25.0
229,18.575679293117396,57.14340875444475,59.47571396343484,58.65287356207485,57.379859011354746,25.0
230,25.86255221374066,106.71560936375474,101.42115187921038,32.92304448884561,45.51956355057875,25.0
231,19.445834021183515,68.67099257928889,72.45172121191706,73.6774775171187,39.13941423069772,25.0
232,29.145097595290025,94.42866493337434,91.57278960881271,30.088355346207393,57.90377475038761,25.0
233,23.622283698394686,83.02490080514256,86.54172652367109,52.15041279431052,52.85275803990351,25.0
234,22.016083544896556,67.31899241639721,77.31218328192189,48.3551719050637,43.228673640944436,25.0
235,25.994865037371405,99.1263157616792,98.82709187315345,62.38919622994021,49.79892932211488,25.0
236,15.844645581950891,69.62759749229282,69.80116206692934,49.362985594177744,50.92986512946871,25.0
237,18.346533081676903,65.64698596306422,63.644628847537795,62.033959627748665,42.65201785976423,25.0
238,19.96147876258466,64.56012747145652,70.72225374351882,76.71147313285063,48.59929188199503,25.0
239,22.728839325884355,98.41963976539954,94.27514791050767,54.33179093328791,43.240592409971086,25.0
240,24.412781124724507,85.86793566110791,88.70605367779523,58.83229913013166,64.61044796569581,25.0
241,19.703908709736524,62.62995275573416,56.86064942021389,38.742319819734526,42.26133698843872,25.0
242,19.902721847147898,68.57483685174759,78.41190357667428,42.90311075880018,55.81750877071549,25.0
243,20.38320329981734,66.0148997248902,67.69846748786146,36.74442581786817,36.737256358518486,25.0
244,20.250340787044838,65.02364782821398,74.00944159675086,42.304559603400456,43.34583857805549,25.0
245,19.94839922365593,63.58405498595419,65.8808034250918,39.49371224501254,62.552264029760046,25.0
246,27.378833887051513,90.73988940214633,80.41323706774448,70.45280622775165,51.6711221895186,25.0
247,31.623186621499766,86.61344318974963,87.64238633864903,62.6948219018214,64.5305676753553,25.0
248,20.774154892810888,81.42204354361336,79.57189844193447,44.55243551814796,50.19487966521981,25.0
249,21.367324545796325,84.34468571629073,78.02064382060668,46.612096248873755,56.47594705651154,25.0
250,19.15025968437576,57.73826491848567,61.46739565046204,46.23952111176965,43.62601729081086,25.0
251,21.579356413255695,101.93850764569777,91.00867464452007,50.13147625665826,79.53330187034865,25.0
252,19.143922893138747,67.10709796941572,68.54521924547898,47.05047180141832,52.80114273313977,25.0
253,31.560139614914966,95.53701476397462,87.50480818232009,52.7702194184621,58.20836580362168,25.0
254,23.885770899933537,97.04056190964954,86.90237137474202,39.1344831095817,54.268723933337945,25.0
255,20.773599285258403,75.51883690630305,78.06792072923174,42.79963630587783,45.45050824537195,25.0
256,16.411969144382397,85.33747865707552,84.06686467894855,54.80084338166999,35.89375197812363,25.0
257,23.70347256619853,76.70994384829001,70.87560463699258,56.758464026845694,51.49528101051667,25.0
258,26.76475732905826,98.4613882415805,95.62328913748418,52.06118219304476,51.42696234215159,25.0
259,28.115584283659132,75.6388133498036,68.45510780519284,68.18573713964058,52.94844852247459,25.0
260,24.83437542374478,95.01795506484535,92.91497929410323,51.190447336525374,25.98646035500436,25.0
261,17.446584080251945,79.37800881659786,75.82437270643227,50.2086846093246,54.40868157082495,25.0
262,31.17155630431226,79.97670488315542,79.80280118810299,38.875854270516776,21.22759298209006,25.0
263,26.17294538611165,88.81235446233616,88.02464143043699,41.658360321941885,54.93114440338344,25.0
264,20.980361670836007,91.10939603842341,76.55409936575514,60.075290083788275,41.71539203024756,25.0
265,16.321040847890064,68.22443400695445,66.67393249140784,75.86706438311367,40.91100951766809,25.0
266,18.476438081699584,60.56203199453772,57.79456195843701,48.14723592877021,59.73094744331503,25.0
267,24.860890630961112,57.0469818154279,51.119530524756456,53.293712018195194,43.97914937850468,25.0
268,23.319952301197468,71.91028180176848,74.473021995008,45.52953605415851,38.31823008897848,25.0
269,15.886652963602339,99.9842951897251,98.5134763140032,44.65372891244963,46.13567923626835,25.0
270,19.30247559107258,64.99321780445221,70.34314264680589,43.719890435994486,37.9164917093338,25.0
271,28.21304309397214,63.008175428569224,62.79529796926325,43.400806633171456,75.16936670320787,25.0
272,20.971256027432506,82.45137823630364,72.84914589737484,34.4346112958403,56.9152272749465,25.0
273,27.156846927689816,85.89024298123738,76.24035086665216,33.96183101847323,52.12617984902078,25.0
274,24.40465218613587,64.66413825092623,68.9708339800693,42.76145361741972,50.614193675635995,25.0
275,23.961192439046208,77.09471703334115,73.09602902046763,44.187487516257484,56.565116226044296,25.0
276,24.30508952377896,81.07551494664176,80.54595625203088,41.20591960927911,46.508328554827074,25.0
277,25.158035126888176,79.93966458038301,78.6323853638367,55.61437484752514,53.33421307403661,25.0
278,20.476943714527344,70.11816699359427,67.79115630427293,43.320145756997746,59.52922565697721,25.0
279,22.10597550433055,84.05969272025399,80.28493437906918,47.521610225740844,55.09519510020455,25.0
280,22.676565627767452,81.81099494904961,80.6437347719951,48.56887615829744,68.50584811210075,25.0
281,24.023991307251645,82.34578969550041,81.69767210401646,61.21238065074374,41.12655817819323,25.0
282,20.204839357684953,65.81146104486963,68.74873283616861,55.519853986296475,41.01012673160013,25.0
283,19.633818607270875,61.89249992704597,71.02008788712499,34.56629915437287,42.53764696863482,25.0
284,19.508013777049953,63.91095344361612,61.4143357959834,43.15389929767771,57.936255706092865,25.0
285,22.436497789257544,66.45749772857293,61.248257593796104,47.77268705489933,69.51593535283972,25.0
286,20.469507354919564,79.63199418906808,73.77323789056202,28.509250442485143,55.026036098480226,25.0
287,20.367930026340925,73.53057394015076,72.59259940442854,65.26972810849557,45.301490442202436,25.0
288,20.517549792034902,59.64324919168538,59.56355822845895,39.595529365443866,76.49008111962843,25.0
289,15.342642227087104,68.23886086538279,62.322558499294566,19.714653588524158,50.892064279348695,25.0
290,24.46345998557752,88.9887277636243,86.73690230849769,51.7620609829932,68.95593815630575,25.0
291,22.43879634623965,82.79039001488006,81.16049377141611,32.19295067392904,65.14128967608075,25.0
292,19.409646498534734,76.84566625747995,77.46428570467083,44.13315802891882,16.338384808054574,25.0
293,24.896504693618756,75.99857981514381,74.59650049945165,56.41132359590822,38.62698105917522,25.0
294,19.113184077043883,43.03327340035967,54.69170212420838,42.131612439471205,21.170244170177366,25.0
295,22.005623009171423,62.80977281676923,69.94023500663954,38.207694835555785,40.914365730277915,25.0
296,23.39669845619881,65.31239512597247,69.55741606751464,52.62833736535491,42.066708334526496,25.0
297,29.900754573461512,101.72475811236643,95.68418558763979,76.69295453637575,50.42512814041346,25.0
298,20.211878044342754,74.4370762732204,81.36817148590224,41.114520682193756,54.92063321945576,25.0
299,20.607394028896113,71.8405617009149,74.10491568777837,55.98497891155273,47.27525847150624,25.0
300,24.950237531962273,82.52640464541263,87.18646976516358,55.849079003984585,47.45307994702495,25.0
301,17.02138471391264,62.67789033459603,56.42880256386638,54.30092513033797,50.45972186622295,25.0
