unit_id,JobThroughput,DiskIoWait,JobQueueDepth,RackInletTemp,CpuClock,MemoryUtilization,do_io_scheduler
74,14.125110181353937,80.86705394330136,35.27795020594763,70.81637163504296,53.70018742632373,71.93407442216963,80.0
75,25.03708570358919,83.15160798292847,28.280951513634434,43.432656546293494,42.70883396117831,38.71454528910311,80.0
76,25.599526514899956,82.77413669897457,58.73448213428792,52.199091207683225,60.83641771229673,57.87087027834717,80.0
77,10.601145119488505,77.01346172613071,56.95999476897056,45.39670983749753,28.62215757401681,25.392066421113768,80.0
78,24.734212199252156,75.58065798984512,46.24839226755464,56.357996959717106,46.38040286646334,57.640007943949115,80.0
79,38.2998519071635,81.65453298340907,56.24215770798993,25.881218002108664,39.63433156261732,52.90209342358048,80.0
80,44.60979351833745,81.3239304292255,34.45223800490072,49.618905998360226,70.9695777855891,67.584056154284,80.0
81,18.669616181223557,81.5544257316515,42.45089680376158,60.18800234009712,46.293992140289724,64.84333056704355,80.0
82,12.876112551759359,73.43700625294174,40.860232957314516,70.02843204175764,41.157185107570214,35.1019649381061,80.0
83,14.435525662288482,77.27860372471119,20.13406838193389,53.85079435199651,34.24864529966926,33.4706921267959,80.0
84,17.57685919205775,82.23505058497658,43.141806879644335,49.0297766931062,51.842232344132896,49.91216511451982,80.0
85,33.76852144133713,84.10329443419513,47.00167181141407,53.21764692246838,47.0516884772126,54.68697918597451,80.0
86,14.059286476280782,79.9435182192661,41.50763099799598,38.1583603128341,38.049541152160145,45.55732610647133,80.0
87,31.034138368365543,72.05470008104821,60.29524984580894,20.799272881743992,37.67590586594054,38.081084139663204,80.0
88,54.3180401590968,86.70142145636223,43.69569793839191,51.711601770305954,46.34081936243215,32.30331892299246,80.0
89,14.906148691174227,78.12913051756671,49.27114446320291,35.2125275748145,52.32956655651532,48.80104378263826,80.0
90,29.080007759619104,84.85166527925243,62.85480863533828,38.945070596379615,41.668212882977215,52.762552376720755,80.0
91,13.56630304644835,82.40622594982176,69.86496415997021,49.0110249094772,42.88458506681584,51.78176240950479,80.0
92,39.50883862943932,86.02441257111052,54.20699959209582,46.02966552699745,40.109092768320934,55.892796933018104,80.0
93,39.746970401324084,83.23839640500357,39.52061082992037,53.13633911644823,50.08663717626575,72.33666079677499,80.0
94,13.941396947034159,74.72508445636157,44.100078287838066,35.84923275445641,70.13463630287885,53.22569819187205,80.0
95,26.673302104217804,83.11341797260518,56.11739358595315,51.18677605112736,52.310256779937916,52.73196419873231,80.0
96,31.10224089852801,78.19156788120105,52.520370893839406,45.98549676987726,54.800328426355435,56.749667134873306,80.0
97,24.237925495139923,77.2429642466894,79.70736999513079,58.38899357405654,54.13843390560792,26.58589403287697,80.0
98,18.07146658738194,84.7360503097045,50.759143788792784,42.9029033644973,53.64816750089287,60.977021987571774,80.0
99,12.16730274295076,77.84922278437386,47.390414923999096,55.421735913425266,46.208022595916816,39.83519472084666,80.0
100,5.985274901136555,79.89123079685902,74.35830177583372,65.59374867757782,57.08375494754647,55.92973345525338,80.0
101,28.683981361451668,78.68645920631107,43.029180944790035,49.640702018308566,58.9918791444399,61.11049961902739,80.0
102,49.00803318857353,83.08585496181493,28.038900933396732,48.29722130821841,53.65334273857452,37.78642105897382,80.0
103,0.579657396293884,78.20720203772856,36.75336832995628,74.61018772360417,53.594193113573695,59.01137930417455,80.0
104,17.11511070757836,84.1124433126399,47.61713289031896,48.248481720702515,65.33037666482574,56.93065692608275,80.0
105,21.11717605415928,78.58190176945226,39.11941435447207,44.4781501146645,50.24053536900474,37.63414580827958,80.0
106,22.95474953852422,79.20030403706014,38.07211829614783,41.784827584397625,62.00208689036419,43.20544349264688,80.0
107,56.99193724672126,79.29463582615115,59.696899133592126,22.278867628663576,41.323007352573526,29.807504136937464,80.0
108,10.179803529986351,79.97096052556206,51.037787597000346,66.21441653945028,54.613098507274344,36.12160285333821,80.0
109,41.689791892672986,80.97768968108623,48.09745086362796,41.44940563974563,56.71375415590629,68.95920449664746,80.0
110,21.650581513087445,82.16002668323499,49.95056506207231,53.191364684060225,53.10682309833972,52.660999301657746,80.0
111,15.68989608811146,80.61800347484186,53.80243625288583,54.65797853785313,48.84363958959389,40.148610763032494,80.0
112,18.078498412107407,77.85927128390657,28.660178592706483,58.84702856327753,50.28812658903183,56.28674129419025,80.0
113,43.070961741751,80.60511183682357,48.057546402638046,52.14431773896317,32.815401368386574,50.165142635612035,80.0
114,4.733611753724359,87.15453675157363,61.79200761787447,56.70242820437851,40.41880464901902,75.26613816290713,80.0
115,10.443888360120015,84.86488806311544,68.12622753384166,50.21978274772882,46.59784400042634,55.37368288840127,80.0
116,27.096672739075757,79.0990649076805,54.73026435767661,42.26270172603083,43.238240841925816,51.767597172017034,80.0
117,11.330032349342844,81.18580324872461,52.42102746523056,46.870142848310735,56.98924465417631,69.90776595914181,80.0
118,29.3409394000944,79.45697595494633,31.25411507219758,63.910041169151256,49.19028508814708,52.1319364726839,80.0
119,8.950737299151491,86.30905745909129,39.41640839175626,71.80808302143873,37.318267163697094,43.79478283917048,80.0
120,7.268953246607392,81.81112061458603,53.570045616103684,64.72886029197046,38.95345196527616,63.18767672653012,80.0
121,43.95551179890497,81.79698752411275,43.563308893350865,42.47685682993671,50.63514866021535,54.00600223596169,80.0
122,25.61605368437669,80.74421552553274,58.01062875776772,48.48370051529636,54.988584143473275,68.55415473769632,80.0
123,12.367554030781175,78.09366070875208,47.48754930016897,51.926511536036,53.957167304309735,33.355512206081386,80.0
124,9.277462474330797,74.51102648401998,44.30856007404826,61.90923904445952,37.648879419440775,43.721646648749186,80.0
125,24.06359638675299,83.20091935381551,52.37695695365439,42.49896098577365,60.8908518579543,52.5869365019674,80.0
126,2.0857843709045154,82.21334747009763,55.170371580847494,53.06004629644942,41.64719793968122,51.684289898120106,80.0
127,7.361312672928406,82.75444988658163,45.50581277673664,61.21609299697484,44.228982545433325,51.49521000219821,80.0
128,11.513652847701234,75.35261921772654,41.83167558877242,50.40105583352829,61.59819524473489,36.634459328249484,80.0
129,34.12506482792662,74.72134116512461,44.33675751222716,47.323514829313105,49.235386284268834,68.63967139954683,80.0
130,21.05999228157346,79.808444378458,83.3478543854399,49.76041791364185,47.733438193107204,24.154838959055066,80.0
131,17.645680599984015,81.67891818945095,32.68347233853332,43.272429307744666,53.459103933185666,39.98106631134044,80.0
132,40.99455049872818,81.09388848440472,38.75320245621047,42.62566945769376,50.66800222061416,36.192888426728665,80.0
133,28.69979560084604,77.8310059259092,49.82174101390493,60.84308478164846,50.58004336937348,61.104194819664826,80.0
134,5.104315973511289,82.66515189975837,34.97894654800731,55.19695299634611,51.224741734429905,41.34010313551112,80.0
135,3.3902156394485603,81.10080562257279,62.73991474441537,66.41766237131631,56.32262334318533,55.02879147727025,80.0
136,-5.910624123603387,77.36545444296723,50.60168964445164,78.65105514764872,58.30489737105665,49.732758730182844,80.0
137,2.9372860498420597,75.13907359575133,65.6380224290014,79.50077589499566,46.040512990731976,42.3816408383943,80.0
138,29.275465372489677,79.49575309231216,53.79234013792914,49.75568455706971,67.88041646234454,35.21496592611908,80.0
139,17.936140559834392,80.63867274553257,63.88314614276956,62.59326095791006,53.94082103381292,56.81472683421259,80.0
140,20.01346572880505,77.9528741689978,51.833281180166935,38.00769779096851,35.09733672095025,25.53201655324406,80.0
141,7.500169491870742,81.27821223220894,58.68016431888321,50.934341692040235,49.13934897188369,49.856109379716244,80.0
142,51.21654668280751,79.97626138965802,40.4386714460373,57.3307321195158,56.89377296210913,48.84396490878543,80.0
143,25.208834845751014,75.95179896775876,45.84104922628873,45.69345774319577,58.92857906521437,59.46921764446027,80.0
144,21.437442507259078,81.77869631020329,29.225228863167178,65.92669452884581,35.68267138940506,40.466166311572685,80.0
145,16.785749905036198,80.89468766519592,53.29292049374189,34.83420916520913,56.465380727112525,44.85481583523302,80.0
146,22.15947259634418,82.7449504446438,33.13292201130927,42.65686677094089,35.74291737075707,53.1616378510242,80.0
147,44.48131006742556,83.20885771333319,56.14198127453731,49.837877178670254,41.70879286272367,36.95824129771991,80.0
148,25.826720907584,80.05025914508433,51.453829507060405,43.011709221104724,56.551459815746604,55.69196959981428,80.0
149,4.816309305750442,76.08792450702244,65.90499030543626,70.85176746208151,39.08067331200249,54.02263730669201,80.0
150,21.48708932994751,80.51688976785233,69.32583273260896,57.22537835752743,53.18432474221594,61.791144336609044,80.0
151,27.404110406740475,79.08536255708947,52.44173651110679,48.81064276146133,43.12409613741116,47.04139777137842,80.0
152,21.45559396259715,75.11695162660564,49.197555629265125,43.148240786804294,43.01576812037383,45.2613383106717,80.0
153,13.595153883475962,81.64618867812851,59.47114396257062,45.73162812221721,34.06846490792528,54.86325715741154,80.0
154,3.04072302385031,86.13893039028306,74.60049740984645,69.93063837978958,51.82711706447239,25.60831656717255,80.0
155,15.138533888137161,79.98300183231491,76.01726933397782,60.950386322510155,55.63072884979879,43.71252570954732,80.0
156,8.072123042852088,78.37905707779596,58.439807594040964,54.2912318857038,59.54518875753274,32.90762418448221,80.0
157,-6.6711088802177265,74.0460753297112,42.164235132866786,76.14288076062033,55.3867406506129,71.81367905454378,80.0
158,23.60321429232719,82.39001876028503,52.17050684898471,39.650348366839964,37.54430556894897,43.040343664876595,80.0
159,11.342463998481884,77.93134665755598,54.47377699504296,55.786509989538615,44.46254319264922,58.86340723172813,80.0
160,54.667417533055136,78.43113490058639,57.169124575606446,50.62391207688402,50.053887134756565,69.28771560182658,80.0
161,12.600210450567475,84.62023385784478,62.76982004636348,52.836096617565794,59.525233203856914,69.42678017868758,80.0
162,37.8838282905729,77.76635188839973,54.591303172855525,63.93234846520577,42.41905396380144,65.20987254932761,80.0
163,16.70453898187641,80.25714183086188,75.04486994547287,56.10071682291968,45.162100233460066,43.28984431346142,80.0
164,3.739709260173761,77.79996205727741,54.41206689320195,66.98226480269031,56.8016765904103,43.49751999640219,80.0
165,9.125826274412423,85.46966513660314,80.08968571326768,51.76472971959657,64.90554171099022,48.26754030858644,80.0
166,8.910613066138158,72.90056377663996,52.142549717497886,51.87851765171394,53.048003657742875,65.6417077265222,80.0
167,-13.244278667234408,79.66996748961417,35.63900362445142,81.06213032143974,55.338951461940404,32.70590285084854,80.0
168,30.704515210791957,76.40505479709144,43.487658694728175,35.45824159266642,40.687469056182536,28.65272468221648,80.0
169,63.72455640131655,82.5087321705377,66.4720854615354,24.507281989144786,49.59103400776161,63.21371454028303,80.0
170,24.85054801749154,82.27169268684483,52.61887301850449,39.41440898739487,43.61098970295872,17.405546316166127,80.0
171,38.76071312244663,75.36926956336832,38.838960244281026,40.20447379157261,32.773003072272545,48.8308209230523,80.0
172,27.017889892401644,78.27569668735569,53.79290820609288,45.581941528239035,24.391164555521172,29.374857802203447,80.0
173,-2.339653152070226,82.44239233371137,63.70429034021953,63.34586216732177,44.1325908857806,66.53855818796902,80.0
174,28.036939345939057,80.51138484271489,59.261278363858814,39.03661031589665,45.43025200053381,66.01343189485574,80.0
175,30.708586647432853,81.92335220972147,14.772628160047551,57.1324687991306,50.05600011989843,52.92902076932934,80.0
176,16.9027549717905,82.36475046311806,51.1946347024247,70.91985070928423,34.52778985737571,47.884565178504076,80.0
177,29.562561162297122,80.79497983484583,53.247617798560796,51.01863146933387,51.78486529827504,51.55363603479118,80.0
178,15.722769601423071,81.92218733317395,59.56108214672307,44.34335387084868,59.032956756185,25.8176969130138,80.0
179,11.053412103168231,84.42878246294987,66.9932718675335,62.91455285478457,49.59136904163498,55.05439670591206,80.0
180,10.368053594734288,82.18042219081642,46.414409128916375,50.28109351209253,39.02630781196383,49.65680785221224,80.0
181,32.19613374394498,74.39588079997515,52.589180324692514,59.984287112167074,38.646062211767465,38.16296859327157,80.0
182,-6.1757792123177015,82.25903884959791,41.42671021776849,85.73127261201327,47.64501683326592,60.62464878826139,80.0
183,0.31228468327529235,78.98312287771526,32.97810215355796,74.3676108508257,53.973706949814236,28.21733036247142,80.0
184,18.138758433329322,78.811971407923,43.92962707560925,55.29452994149709,55.53447077288423,34.27249069068873,80.0
185,22.54232424568237,78.96858861186831,37.49728832340583,40.409031039534234,44.311199231021185,52.47172745018477,80.0
186,4.349081077494302,81.29692308763744,52.999302293512926,72.1480897208534,69.55600042365728,44.95482464346558,80.0
187,30.883621556636225,81.01350377690665,64.48744123386327,56.25890966822592,49.72699265944528,59.9189961495334,80.0
188,13.056812193086845,79.03636931848393,53.36767241851365,49.84719115452503,53.792463523014035,47.48652251771651,80.0
189,21.83605795780551,80.47201006688805,39.53935213346766,60.95869149432537,53.336170456382035,47.260974395852536,80.0
190,20.351382727429925,76.95746945252148,55.40638841066961,50.87832977960026,45.06182546459859,57.44507900963372,80.0
191,15.845616441081662,81.92749402255978,50.64402670497959,54.255862988537295,60.17138402344343,31.99162746317231,80.0
192,7.799363791934313,80.2428194382478,50.219502771226985,55.7148865121954,53.67826411472423,53.01835920214791,80.0
193,18.297725478394902,77.57571731083338,58.709556404162534,64.73165535207335,51.50976269188396,39.35480025140467,80.0
194,31.552465724584128,82.42929388272601,68.70569346231926,49.01036782380052,55.5912226993066,56.71449359465264,80.0
195,25.403657824556557,78.2880866950534,29.738309892230284,26.101815592792235,45.56237584083354,32.44038298630133,80.0
196,25.54467398815948,76.01942170114928,63.193106934021685,56.05453919525189,55.802468866867926,58.9660891792971,80.0
197,-3.131620806094551,77.02421111290005,36.82876476816372,77.45643607208672,47.40625502968882,55.72105005906976,80.0
198,28.26723670164418,80.2386657463625,52.132224183463634,57.00179304045255,43.482101096952874,45.4229978822251,80.0
199,29.231531155120777,83.7568634064076,35.918563029230114,42.206535329448755,29.812265227999827,61.11328792900483,80.0
200,8.571306195781174,74.53106603029823,67.05967045104795,50.35781918626917,47.990957659144065,50.156805089807534,80.0
201,27.205648181461967,79.88772714197627,61.006643419705085,49.63516138354271,42.327187291923686,49.70376329445701,80.0
202,21.521898429395396,79.25287992132512,46.543780443341234,41.18830954570788,52.5213391447844,49.28237035514986,80.0
203,37.85290048518713,77.64177138479376,38.90082199617483,44.72842499005398,40.3588094769983,55.49348348434242,80.0
204,18.310311848498873,78.45228394359584,43.755241414583764,52.82655124595682,43.08718772715943,45.00914675454244,80.0
205,3.583662210351585,80.26865861764037,46.552931649761064,62.00730584617581,44.980977730093436,29.07362523874512,80.0
206,49.12736493740342,81.77795735223037,35.39632247770631,45.704470700945656,48.18659970783673,51.964215160841334,80.0
207,22.803629152680802,77.02854808710772,27.459460555161073,74.80874005217585,55.82515422177345,49.694391959889806,80.0
208,18.543768095327128,79.72958416813206,44.04558832102704,42.72244636460303,47.14885521114084,68.52302122027766,80.0
209,17.325863836319748,81.93845682713341,48.28533867773239,59.68493644610109,43.77563696320761,55.420136672025734,80.0
210,30.218751313022008,83.62821696308619,45.3873435676306,47.90582980126854,47.89503757457571,46.35560869469201,80.0
211,20.144458947556185,80.0827777923776,61.025331830886486,54.49088546337977,27.291964433008165,67.7567239987744,80.0
212,20.437407750253694,78.88466140923204,65.83848586535369,53.74165807411089,42.28202362990294,50.97004754208953,80.0
213,24.685238326356355,83.12076099088465,68.52638666202381,37.139462257134355,49.0438243608414,66.33290747467801,80.0
214,23.276004527849175,73.87266718121302,40.96625415696225,53.68726816643041,49.555722224493664,74.52565451233285,80.0
215,36.82611252484463,82.47029888164728,29.81865001008204,47.580743192256335,53.01568265699738,47.428059744799995,80.0
216,17.17438215317841,80.8952400205206,63.56922077290299,63.17790446483999,54.44238843591487,68.73982533657416,80.0
217,20.98650624410587,75.92251393326349,47.756149436305535,39.80015173772496,51.63244232069483,42.85281367100522,80.0
218,17.420997387281194,84.97760114301317,42.03682955955692,47.06771282377294,51.42241021794724,40.748753029560355,80.0
219,11.48038958776163,85.45488995198775,49.89735967110237,57.59314755148148,58.083700769673754,65.31071233074368,80.0
220,21.627250274599813,80.90457872459825,69.54758476888563,48.836130804261956,49.496028467908104,44.41889084827628,80.0
221,26.543567126525964,76.67233347847096,47.69695982377769,54.61789725327,59.06818660868421,49.95465083512641,80.0
222,15.990035490668275,80.43352160181726,56.171231448667456,58.688682192447644,48.57525243097396,39.5385659525048,80.0
223,19.73025904238274,77.97074808873037,54.02056939896444,60.796682719063185,55.25266892218538,51.387484890938566,80.0
224,15.06692782424771,82.8851432067688,35.26696439474294,45.715106322560196,52.30231943746169,32.927707060886,80.0
225,45.1555607159817,79.37590135601202,42.81522246918693,54.04511230088033,41.30011248486247,65.7476613518113,80.0
226,20.705202607970556,82.50935230767338,55.77268888564243,58.649288223373404,48.73324818246109,49.395543498990534,80.0
227,58.029144885624305,81.30636617922671,28.446482809913434,54.73579566921726,42.31703016056086,40.64087078725809,80.0
228,59.08731938616635,80.99366121387614,50.722525681982845,31.69091799016007,51.75276370150849,32.64624588694055,80.0
229,1.624655226577044,77.43004669764407,61.86170192901421,58.71556873475488,53.39510581367234,32.57314147794272,80.0
230,41.54171337213102,83.26157440056397,44.8402294637196,49.33216143429768,46.268252743653385,35.564347262291456,80.0
231,14.484615994030992,76.00366343846655,49.97816145422953,45.58405588000512,50.60479877859754,38.51567046939498,80.0
232,4.025445809529936,83.2147432460623,46.56827645898339,56.093398165595545,48.81678874275196,51.02030858683931,80.0
233,23.485318023720104,82.17618047587737,54.19963654813611,61.96898626980284,50.820324406664895,49.062958210042495,80.0
234,0.7998727703390109,81.46259600641444,90.55808283451037,72.13954547677214,45.916707330111606,35.95299162200615,80.0
235,1.8594262915305966,78.68822090397282,38.29449777634869,81.28167272874633,45.33861328144924,41.04002034731147,80.0
236,19.4191613644456,83.98876033274684,26.180605628494973,32.76765380076478,62.47094084983298,65.38109975415804,80.0
237,18.503192185411393,81.58495051776836,56.85717651193217,51.10282996178525,43.81004901224776,42.622712920589095,80.0
238,30.29989798584659,86.16661767135302,49.28536280269712,42.740384275958476,43.63327489522459,54.81413594569012,80.0
239,9.900074301494556,76.8772294353434,63.801862384814584,58.1245822784268,63.81431930128377,38.42032691722052,80.0
240,23.66929733466273,78.02604842369306,38.0639818517416,44.09442506646173,52.28854535494821,44.710000131133405,80.0
241,28.18024376354205,78.04297826564107,50.12761700613026,57.98707804030275,55.76032012375009,51.713454444331354,80.0
242,11.074605790382568,79.54411044859421,46.48727328785142,56.587734680769145,45.654728963352184,35.796158384588736,80.0
243,16.75633724655287,78.40861790002457,36.36261841115235,54.980256597403155,29.42206117045797,42.10544743721115,80.0
244,10.162315307699279,79.3984151601209,46.321169463747715,59.643236888811906,57.75410328191276,68.72988941647289,80.0
245,10.308236899536379,76.66951696498171,49.938558810683176,61.92177398492406,63.22783420924487,44.69346314157149,80.0
246,24.933789686696073,82.2560136821263,58.453643913529895,42.87041357877433,30.145922184453333,53.15786516183227,80.0
247,20.444810504423266,80.74866089970597,53.472696371709205,51.930899395790114,44.56515253407969,54.56282074181284,80.0
248,15.711440985663549,79.38911231427339,77.79648603675305,61.075460908808594,47.00671908808696,45.119303433534704,80.0
249,12.192044090632098,78.30037581674102,45.26965532555578,60.98804369601202,42.25925174208475,54.373124813001375,80.0
250,9.298024759787555,83.68121357498975,50.47931525420969,73.74572705163017,56.53653563240736,43.05427689383375,80.0
251,14.507880754867145,80.65961644200978,48.72284829095828,38.967876783602556,51.81944161432352,70.07244893527592,80.0
252,14.74745677758536,78.5201355783562,40.34575662164337,68.99384137712529,64.84868655779705,20.733694032879274,80.0
253,2.8036775095006226,84.2019441972667,52.47190933573196,55.45708413316265,42.27461167820761,34.49373931476123,80.0
254,20.00593314288077,84.4497630538731,34.724341420712186,48.22809990693671,52.51039382339644,41.51744276655816,80.0
255,1.8197314224631889,79.38279429209177,17.5318631256179,66.23805394901191,45.194735007994815,60.97675182299307,80.0
