unit_id,CropYield,do_ph_acidifier
330,18.458366207282992,50.0
331,22.31030847195554,50.0
332,22.101984111755716,50.0
333,22.274345388749495,50.0
334,22.119470215614918,50.0
335,16.42511653647476,50.0
336,19.320391792483186,50.0
337,23.227021460838394,50.0
338,24.160767423749487,50.0
339,11.568775222738086,50.0
340,21.57198588247357,50.0
341,18.41812857155856,50.0
342,21.063692914851185,50.0
343,19.451976731198744,50.0
344,26.997951373660875,50.0
345,27.440111949376444,50.0
346,17.669140443597403,50.0
347,18.46801081665085,50.0
348,15.632988210272536,50.0
349,14.680671509932301,50.0
350,18.791864614808475,50.0
351,16.50598817743344,50.0
352,19.8115787040093,50.0
353,24.525169370855874,50.0
354,21.078671739267282,50.0
355,19.8799905158074,50.0
356,21.72657834936694,50.0
357,24.49627131602794,50.0
358,16.944543793326304,50.0
359,21.237307556970638,50.0
360,19.25093753297094,50.0
361,16.2605740580011,50.0
362,26.229664805972,50.0
363,19.263286961564226,50.0
364,16.990037693228707,50.0
365,20.00517836136433,50.0
366,18.08310935025499,50.0
367,19.03580566901828,50.0
368,22.364200478637034,50.0
369,24.374858576261502,50.0
370,17.59264277690479,50.0
371,21.53207817996419,50.0
372,20.09921979494697,50.0
373,20.73288442163118,50.0
374,19.16708133537633,50.0
375,20.252926943888294,50.0
376,15.886434390967324,50.0
377,19.157728439730427,50.0
378,22.11716139349042,50.0
379,20.770827148301787,50.0
380,21.5812479564588,50.0
381,20.83435723680888,50.0
382,17.442493824470098,50.0
383,17.795354097620407,50.0
384,17.8491674697405,50.0
385,25.587871944488167,50.0
386,22.640783545013747,50.0
387,19.422630819129505,50.0
388,18.801322190405145,50.0
389,26.673594172476434,50.0
390,16.41564107311551,50.0
391,25.06027792306485,50.0
392,18.818687841226883,50.0
393,21.193375661708743,50.0
394,20.191369992055254,50.0
395,19.335652753559017,50.0
396,21.33618538943492,50.0
397,24.025263458873322,50.0
398,21.479227788525723,50.0
399,19.56559912843056,50.0
