unit_id,TankTurbidity,SurfaceActivity
195,77.29452494626705,75.78605675627833
196,73.40714024184656,60.40640407898934
197,85.97764148952199,83.90954225705225
198,69.0036485578321,69.04867743116762
199,67.36797175678288,71.09696894213316
200,90.38278896444704,84.09117062745456
201,78.17274876666478,77.59311402133946
202,94.0937051632045,87.71851224140808
203,62.595146554727,57.569730990319236
204,75.07956147900475,70.01353066077884
205,76.40901382635343,78.05194324325521
206,55.339767432659954,59.01713569103406
207,58.9528981194362,55.976930154231994
208,72.10513584990503,71.84545617776112
209,86.68584300902315,88.13715579269123
210,77.99465435560178,83.14978842308538
211,65.10805033476781,64.10774136033884
212,73.54917500190119,72.11488505841646
213,73.84012610226944,81.10621541113518
214,62.69268757125135,55.63172763005155
215,55.489234088887294,61.24464642079597
216,73.03061389188603,73.67459736359939
217,95.53290200570234,80.73849218160854
218,92.20912204862498,95.44564351306606
219,69.62833782437443,78.93770380295564
220,75.73330699039337,76.79118487230691
221,81.19529769074988,68.28114842417317
222,56.92898935478394,64.02083693339965
223,73.51873071358294,65.21285040368062
224,70.00138501921754,77.99580891031714
225,62.18761234632951,59.8754899040531
226,88.37193926380027,87.14700748922606
227,57.110426033349256,56.056317082688395
228,50.69816085843094,55.814807794610395
229,81.82524738722816,86.12536718859191
230,62.97799669435802,67.72371022265118
231,98.1334186027644,91.93254238274457
232,89.74592678018348,98.42127448173024
233,66.8424091551195,71.27130179980409
234,94.1093833045672,100.62638653543168
235,81.1765455228688,76.92067900043973
236,94.41495779272542,98.02777996425549
237,67.59091738887268,73.3555044288561
238,74.4679219361121,77.5526450119762
239,92.59746325848302,85.36353066269899
240,72.84117517959251,68.45681492586091
241,56.49123840411271,56.691630479947094
242,87.65051160192722,78.65324735198676
243,64.29886839261187,65.97890217807668
244,72.5835692479005,70.33725924516054
245,77.56238457736939,67.87921547329496
246,70.15533535848239,74.94440507639253
247,78.82591393688658,77.56787807363321
248,69.69577340278501,64.04750987633646
249,73.49769970445274,69.52650642228365
250,70.66476682258886,72.5557085660134
251,77.35430387199905,83.41723669980158
252,79.68812804039064,69.89677722929726
253,84.45344671877012,96.50869685009313
254,79.52260384612829,88.6759641166605
255,88.17522527346875,92.29307812224286
256,83.83173120230569,77.58367701306811
257,53.09861219066971,57.31107547183752
258,95.66415691563631,87.73038681541101
259,64.46521912318745,63.43989651483664
260,59.22410283891337,67.0951187526655
261,79.05009114193136,88.967489225841
262,71.13659612377283,67.34217840533506
263,80.67986146831826,79.46730800873726
264,80.05229074872733,84.10870578967695
265,87.06849850561076,86.22504690121077
266,56.01685819317493,51.52155597236297
267,69.49864569945134,66.33016979744535
268,59.74882438758075,54.196961951693936
269,68.9634523317514,71.41019183574791
270,86.02749736353297,87.09140721352439
271,53.104267545244234,51.96378792823177
272,77.25750105371777,81.97146251995312
273,77.44374360366966,78.1661226264604
274,75.49647761769317,73.1390822223439
275,92.10046917915724,95.19838346220412
276,70.61512834851737,80.24430575438879
277,83.07070753732506,80.21736857747179
278,74.61439182746426,63.33029071537849
279,62.85209539415001,66.15249480795411
280,68.28764967230242,60.79874182157096
281,75.08655560842493,73.17443476437784
282,63.93416131445194,65.90158987895663
283,67.53535023706213,59.798337257643446
284,75.68302330142426,89.23321624488057
285,70.3031921532923,74.93083057165882
286,65.54701574930472,63.365533290486965
287,70.46085702309213,68.23853280827583
288,69.14592192031608,76.53047518431418
289,61.609385150638964,57.504418423801525
290,93.99894126553238,96.5267267685796
291,76.29583743622483,82.25323797335241
292,78.80891489881823,69.5784358608314
293,59.59432890327667,55.02012929456074
294,93.8175787457683,99.76803345033177
295,62.04114578094386,51.90878698844241
296,71.50448278040017,75.40164333699417
297,90.67304286507678,94.67672579376838
298,67.90879096376526,79.04599873213996
299,62.471987320135106,71.21820978704325
300,80.41429542263765,79.07034329498994
301,54.330964908091374,57.301703768931105
302,80.28097607512451,67.77043060956323
303,68.39169722752855,63.58255032409691
304,72.37913747180724,75.44057155145538
305,57.40140681554121,59.53754384787475
306,69.29136629136248,73.38951949784192
307,66.33378362465326,77.00919909443255
308,75.97695091270094,79.37503118509558
309,88.57788749516807,89.953357093985
310,83.46494851236773,86.70281050887243
311,53.044047912226034,56.27007138212908
312,73.10167326386475,70.51432362128809
313,86.30366658511213,78.28920600790623
314,75.15906707269593,72.09604570539243
315,76.06640264951784,69.14142199809962
316,75.38098395214494,80.12824488722981
317,76.07587975823033,74.58858915272423
318,76.11918831645696,76.54099334430805
319,73.4449520478316,83.62001323450099
320,76.16148153825644,79.0745452204603
321,83.7219817129854,81.76161438198258
322,73.17995677348121,75.00854211265562
323,84.38711740920327,96.23901972507714
324,68.8766055326695,56.99718145407525
325,72.12562409319099,70.49403691534586
326,54.6070328339613,56.50159660506979
327,58.64471964505874,55.90608191720824
328,63.83356665416516,55.14075614949599
329,65.32644672751385,72.4184967196782
330,83.02394226227874,89.16143408321422
331,79.64053533294953,73.7144932783276
332,67.75457966952281,69.37570187490535
333,79.86260168564313,76.80192218261578
334,62.942261599007736,56.91763478379056
335,59.459623497436226,68.21854361220186
336,75.93819165346314,77.23131871808029
337,72.80955815882251,70.6766718369438
338,72.35475861661686,76.35533929215099
339,61.81227624406027,64.29257594923152
340,82.90113819442186,83.03912587218524
341,77.26923763135231,70.62798189615856
342,74.04417598376173,66.88157473690376
343,82.09398163437697,82.80573119707194
344,57.163835659389065,59.918209348339055
345,74.522124137077,79.11328138806296
346,85.91649958789144,95.69959024714753
347,69.70698666043315,67.61290930704753
348,74.64236142564538,72.77267287240815
349,81.51944567760431,77.1855004358813
350,55.122350772669165,68.48181483606045
351,80.9976344170548,74.17533173386212
352,62.81865977435262,60.37339548045056
353,90.84125515879006,84.43848664424347
354,73.95233921203061,63.968781554415806
355,66.14826437917743,66.25162366937803
356,77.08488939183347,79.10402054073717
357,98.74597316934475,101.94493636048276
358,72.21930992081614,77.33577923618914
359,70.68801636487483,74.25578556424293
360,67.35714054753832,70.01047346689471
361,75.19431764835923,79.48496553348714
362,70.96724475328223,69.45501580086365
363,68.61642570403461,69.27664615999338
364,78.10983597995035,81.76021645326998
365,78.0388441517151,80.95199905897299
366,72.25354422046011,83.14306500970814
367,63.96107246999707,69.78973197985606
368,77.63524820905,71.66798063863634
369,76.60067143587051,82.2516412963456
370,101.2020825513757,109.65827081376726
371,75.88995061181362,72.46841667116382
372,81.75440777178638,78.56047410729161
373,75.09254736939303,72.78146222357253
374,64.89868875096901,68.64105666683353
375,71.90103961021981,71.4653382695324
376,77.03799154506257,71.01073479011143
377,79.00603707025158,72.41619705475416
378,47.82580432130987,55.71521434064075
379,74.97372194598277,78.10505328587655
380,88.60792240346261,89.54950989454929
381,68.94882162612214,74.78523206599291
382,60.44156585954798,60.46657001099849
383,89.73499246857321,96.6130092005246
384,68.68745738364021,66.08734311918278
385,55.04049007497663,54.37714594473788
386,72.35887689852562,68.87118802214431
387,91.34237207317453,77.75517910259789
388,86.28122186630272,85.08213307354424
389,61.052978778196994,71.29722533390412
390,67.740397286421,69.57043942611676
391,70.93180699298033,71.85160160650298
392,77.7109082954712,75.91975267089221
393,75.32708805169699,65.02440864432317
394,61.74173556733265,58.85193720155272
395,88.2324379158739,94.16362789608145
396,55.738915233804136,64.35576121461452
397,86.49015375028016,88.96534979301455
398,70.49958918825843,61.782483943916226
399,63.9084727532722,75.61543837550877
