unit_id,ProductTiter,DissolvedOxygen,Temperature,do_ChelatorDosing
51,23.698395689248784,90.48952842165338,33.809206390714586,25.0
52,8.43107707335548,62.08904696935601,55.68209054063298,25.0
53,12.916605754485984,75.21382377782447,38.162292346953805,25.0
54,12.751218749041808,68.26823421574959,47.911321395077024,25.0
55,5.1517735097492015,68.72240822254466,34.555815127122784,25.0
56,9.865574146445887,63.37495370244893,54.88666279452858,25.0
57,11.078374078108217,56.79997354219085,56.365092157589814,25.0
58,8.774626219619376,72.2176991529041,65.9974323156512,25.0
59,17.014573237920175,77.56585091050904,59.40291725934965,25.0
60,17.602848134167203,67.21247240763087,46.79835545772038,25.0
61,11.970086135577048,89.73860381566035,48.36970117239295,25.0
62,22.658768922281013,93.60850532044458,42.782274566211846,25.0
63,17.3530277528311,82.15030513381713,33.86082532383303,25.0
64,15.006054208907232,77.50175345025056,32.874533781809866,25.0
65,12.384409261303475,69.82035538893014,67.961831275805,25.0
66,11.740325196588993,80.14640782052378,68.96110473858383,25.0
67,17.756559624806872,89.74083012812369,56.45546599838531,25.0
68,9.326007205371976,62.450189830306996,61.73964389521682,25.0
69,3.34387633914194,55.08632701330161,31.509145935402234,25.0
70,9.859936126512315,72.28614236232083,61.99430683498358,25.0
71,10.718484056853884,61.621622162316164,47.99978125432465,25.0
72,7.8697954517636655,68.17669646181474,49.34073580737057,25.0
73,10.63268285015674,84.83685755680096,54.79986814597262,25.0
74,12.491583534328282,77.9850021468826,56.55882744751183,25.0
75,18.67926668504328,90.4659153825577,25.866517860747173,25.0
76,10.628476475013516,67.81532563693175,45.738290146228664,25.0
77,11.140426185906735,77.66613881705352,32.30025273380566,25.0
78,9.272457607423807,55.75851936972801,56.1097425006436,25.0
79,18.29448393356358,75.91307994678967,38.09604728802112,25.0
80,-2.8490320412154135,65.78522984522637,57.150715160838296,25.0
81,13.137318284433015,78.20736316683427,32.301067641211866,25.0
82,17.78672483329738,63.13590566910574,33.13990628655892,25.0
83,10.455918703193094,76.73085401693818,46.302372537115524,25.0
84,18.060193052855674,86.62079951360005,60.01528362478873,25.0
85,14.497095061686737,66.01755507699022,40.12341103730774,25.0
86,23.091153723654145,101.85830276217469,44.501195804068814,25.0
87,22.17225299407078,67.10057530316212,34.541898226558146,25.0
88,9.84877507660458,62.74118261712151,52.40454361989557,25.0
89,9.261271724048925,88.45258003364982,18.222587857188998,25.0
90,10.973896965896824,70.12287969247119,67.11112349128472,25.0
91,19.39792186017763,103.18321153256781,48.377576819919035,25.0
92,15.955292583021398,73.03561474988138,57.20027685699677,25.0
93,2.220700757158432,73.98007700314972,60.912971869138,25.0
94,20.590293778944663,89.40404465259334,51.432082644880474,25.0
95,11.034064549692411,69.14635144527293,54.39785253478516,25.0
96,10.116664077183296,67.91915461305258,43.12561178968117,25.0
97,14.456145350612385,63.59322004143373,27.90813854297402,25.0
98,16.808597277431225,84.31767417283602,56.526597819936306,25.0
99,14.343426915327356,80.31692876408786,45.79025949683488,25.0
100,21.56107215579245,89.1105781797758,40.63717531191676,25.0
101,13.260392083843596,60.354957516224054,55.02400166433612,25.0
102,11.794524038939464,61.20903385128452,59.75376713315376,25.0
103,6.370901120242992,64.82065304344843,53.413334605292896,25.0
104,18.882936173898592,82.42254475120053,48.218581273933715,25.0
105,12.539943201723933,72.03243055477047,48.53717825349782,25.0
106,26.07267158637262,81.01213441950402,71.3108282261139,25.0
107,10.84523218881549,53.704890881436654,53.04148770919377,25.0
108,-5.514409477835222,76.00377918341702,74.55328366858535,25.0
109,13.851245575867718,61.42474965774904,61.29279684245098,25.0
110,16.49487122078895,72.7927220639331,40.77790754952138,25.0
111,16.9270437080761,84.5142519467049,50.72402212689335,25.0
112,7.050780351575027,68.28782702276705,55.564874477537984,25.0
113,5.658042856988957,62.38546975958532,58.88850971195861,25.0
114,16.062349009491392,99.39675479847723,49.48646836865069,25.0
115,19.665808881023246,95.66164562169249,50.436822334949454,25.0
116,14.168302236910437,62.80046377650092,52.560247315983894,25.0
117,15.251374658646842,84.98409584587534,40.4563393506124,25.0
118,9.944315194021438,69.60805048903156,44.917372926843655,25.0
119,15.287651500499885,81.91572045727267,65.01246184039114,25.0
120,20.179864379640357,87.90274124459256,46.741069395710355,25.0
121,8.150745303332915,64.8096649465632,38.98279342536952,25.0
122,11.035287691930389,73.15666312283531,74.41409871989818,25.0
123,17.072258637589698,81.89781836915277,43.93908360738107,25.0
124,23.478014831475086,79.90517138448108,40.44987052805673,25.0
125,14.957684376788983,85.88862758622977,45.62690192534615,25.0
126,11.909856435980252,86.41338552516342,44.010237558465256,25.0
127,11.77925653880768,83.70316318732364,47.07062202418855,25.0
128,16.242974818669442,74.33316942854482,46.19473103890649,25.0
129,11.222471395354587,59.49546134993609,46.46460282379198,25.0
130,16.824896641485214,79.36049224723686,52.13267933286049,25.0
131,22.135403606325767,92.2623496216435,48.389805746582844,25.0
132,6.843244421396043,59.28367992767498,50.886112798929894,25.0
133,-3.3655515306811505,69.21839299839888,49.01830221409344,25.0
134,10.941018006584578,76.59653486705365,46.23419533435839,25.0
135,15.704919805880596,86.68399076987836,50.23382838892714,25.0
136,12.529468194789441,72.18655589593949,40.551552107816846,25.0
137,8.915291413158332,65.71684892429467,36.70061207312874,25.0
138,19.082794565699025,71.95833146649277,54.19361283772131,25.0
139,15.934105827402192,71.75529752521626,76.6280631469635,25.0
140,14.321686875745936,77.87502867727798,40.349389758586085,25.0
141,21.035276652886054,92.43961190612274,34.644087157603344,25.0
142,-1.3131071036280269,53.602920203028056,52.278322584754854,25.0
143,16.74859379566192,76.37495157126783,39.89963293971142,25.0
144,11.096516692937337,77.6226083286657,50.998152920552016,25.0
145,17.73023707150575,93.86131183129191,71.33611219668049,25.0
146,15.39007102579943,78.75881371607399,43.97001683603005,25.0
147,7.9599449882839295,64.44015042227176,51.517597120170535,25.0
148,13.49123505401283,71.28353250253689,46.90824243512522,25.0
149,8.504773115803827,70.9421013230383,65.19334908472877,25.0
150,14.472322644223471,73.88250269784062,62.87631554649517,25.0
151,13.302219060962171,61.52365970547708,52.89903921824382,25.0
152,18.14680051995404,66.04770824528973,63.207363433965995,25.0
153,18.94572648033778,100.5328943314122,53.759752991287456,25.0
154,22.673119327447885,99.82388491862031,68.2238579740938,25.0
155,11.958157068799977,72.84694254982766,58.503843931333705,25.0
156,17.844220762596294,86.13679897266823,35.422771355706836,25.0
157,7.036162688912823,71.14036513009381,65.64805919928688,25.0
158,16.408284911642937,73.8171038351438,52.64833619116082,25.0
159,17.264747178821718,82.88251819318464,44.22281073407515,25.0
160,10.672823044147043,49.06575165174362,65.05122860983343,25.0
161,20.78615451097583,92.14550612693039,62.80311350605421,25.0
162,8.089452566589904,53.82804302898276,75.036663295728,25.0
163,19.554728619304274,73.69165567008483,62.65520266616869,25.0
164,15.273446482943989,77.56286932674116,38.26184625081979,25.0
165,17.219210370909487,90.92228019658569,61.774376147606176,25.0
166,23.699925257520665,83.20354381056677,41.25341419322207,25.0
167,20.04463591112275,104.88690079252758,63.99134129326154,25.0
168,15.129133921635109,62.55032764669906,22.019458082070066,25.0
169,13.616063873093001,57.84612920680695,41.83102540212691,25.0
170,13.622620913891744,77.800446508222,45.60489627152539,25.0
171,3.756695009266746,61.82291301514083,56.38243978579875,25.0
172,13.016927916313941,70.02901286470723,45.8396996642997,25.0
173,16.15678215857264,103.10423197389412,52.827461924473084,25.0
174,8.03447765702655,69.72045983706349,66.25254246085265,25.0
175,4.461437135104616,58.21259151618117,50.07281157680745,25.0
176,9.306941488719193,80.53547366187381,59.29343642191026,25.0
177,8.443078932047573,61.01259303302199,42.68214314660563,25.0
178,14.903478870936258,76.99085337844033,32.118120295149716,25.0
179,27.139577973473596,100.69582608692832,66.68504013425584,25.0
180,20.272799265867658,87.1156435414465,46.865065450651386,25.0
181,13.78197283885282,54.54034209869142,37.585961129778546,25.0
182,13.627969416673185,77.40517452291375,26.81029039810508,25.0
183,21.396617426247403,90.03255437608516,51.3302409465158,25.0
184,7.429563837359955,61.98437267080321,43.577193769115496,25.0
185,19.790636918992504,87.18140037444435,36.36744864931431,25.0
186,16.37548868653282,84.58718528640964,48.13813330750639,25.0
187,17.830900582778987,72.51489948268787,54.69906691836858,25.0
188,17.826321168987697,82.9208158365354,29.985702772559907,25.0
189,12.978480248695675,64.94305572346357,65.53857036428282,25.0
190,16.984381452469744,80.99667903994647,54.604430366451325,25.0
191,18.564483694311757,82.74347084393149,58.89268789875294,25.0
192,17.913623777501073,92.9119360967835,39.71883637535823,25.0
193,13.588222556230274,60.57041591722448,53.60798965174099,25.0
194,8.343057869577489,76.15030903278141,68.77350171735914,25.0
195,16.38883591345368,75.78605675627833,58.96291802536407,25.0
196,18.82724403960848,60.40640407898934,55.30865437771589,25.0
197,16.288857897255234,83.90954225705225,43.073563391295274,25.0
198,5.651874480089434,69.04867743116762,53.5725372448845,25.0
199,14.496434602109984,71.09696894213316,41.303476013458614,25.0
200,19.13004581144766,84.09117062745456,52.79519989713568,25.0
201,7.5270580500881445,77.59311402133946,74.83277512504462,25.0
202,23.82866809526157,87.71851224140808,60.13878582321365,25.0
203,13.439327219204396,57.569730990319236,58.75910847301224,25.0
204,17.505273344980292,70.01353066077884,30.125049405202578,25.0
205,15.426321028360173,78.05194324325521,58.03197946315773,25.0
206,8.951545035868671,59.01713569103406,34.85174460475835,25.0
207,10.06016880469673,55.976930154231994,39.84305539369851,25.0
208,15.024744754408495,71.84545617776112,45.57254111631353,25.0
209,19.892306327084533,88.13715579269123,53.37567734516511,25.0
210,7.898899302536355,83.14978842308538,46.450544539060985,25.0
211,13.24070205251732,64.10774136033884,58.07357165983656,25.0
212,9.833675695582386,72.11488505841646,49.164330315061086,25.0
213,13.222962043891073,81.10621541113518,66.81545640407427,25.0
214,10.473314288016633,55.63172763005155,54.30662102084922,25.0
215,8.5449465924307,61.24464642079597,50.73866197300544,25.0
216,14.959437569333703,73.67459736359939,54.81670606182311,25.0
217,25.717372692135147,80.73849218160854,45.502160781903385,25.0
218,22.052494466949355,95.44564351306606,50.98066669948504,25.0
219,12.317468968497511,78.93770380295564,67.95787154846155,25.0
220,13.345246899747995,76.79118487230691,68.39691844833075,25.0
221,21.07108813446303,68.28114842417317,59.84159761405014,25.0
222,6.702469594362844,64.02083693339965,33.30291997951793,25.0
223,16.914399953521325,65.21285040368062,59.899622625945,25.0
224,11.882446905473918,77.99580891031714,58.302559457758484,25.0
225,1.7251639082102697,59.8754899040531,56.08541062183635,25.0
226,20.52993927275547,87.14700748922606,44.57864121203613,25.0
227,-3.3162564202446907,56.056317082688395,48.81891157717603,25.0
228,7.548509365359367,55.814807794610395,59.05113188229222,25.0
229,14.36754619891115,86.12536718859191,35.61262247840711,25.0
230,5.532344200485962,67.72371022265118,57.20523616929014,25.0
231,22.780148703995057,91.93254238274457,52.79491792691555,25.0
232,17.344234015208023,98.42127448173024,29.176996646640468,25.0
233,12.093863204615447,71.27130179980409,34.21643343559121,25.0
234,7.612734244827436,100.62638653543168,55.326348176769855,25.0
235,17.624243210753527,76.92067900043973,61.8470085816172,25.0
236,22.408508639980603,98.02777996425549,41.75096675308056,25.0
237,11.902241336860989,73.3555044288561,60.139062939264804,25.0
238,18.170463525513128,77.5526450119762,69.4934412097885,25.0
239,21.837863477691837,85.36353066269899,57.796469979364666,25.0
240,15.714374763164361,68.45681492586091,49.0372303441407,25.0
241,9.051724150900835,56.691630479947094,57.43151442457807,25.0
242,23.098975934625102,78.65324735198676,19.43072456537186,25.0
243,10.87420780035449,65.97890217807668,54.74866156262263,25.0
244,14.914268298091445,70.33725924516054,37.99670100668505,25.0
245,17.883341117537853,67.87921547329496,56.31434146815215,25.0
246,13.770301785007401,74.94440507639253,42.64219634183289,25.0
247,16.75722874681064,77.56787807363321,36.185367021414095,25.0
248,16.420024033506117,64.04750987633646,56.918236385366704,25.0
249,15.542873528699634,69.52650642228365,22.219061207896946,25.0
250,14.752756142336196,72.5557085660134,57.94277349779667,25.0
251,13.382715981183377,83.41723669980158,47.37526735815324,25.0
252,18.482061385920776,69.89677722929726,49.70274187895889,25.0
253,15.366163092170812,96.50869685009313,53.384890175908126,25.0
254,10.844280555270505,88.6759641166605,70.06124072774256,25.0
255,3.071260699120627,92.29307812224286,32.92940284283496,25.0
256,20.859651206648785,77.58367701306811,37.265370243774214,25.0
257,8.404658012530502,57.31107547183752,55.19254677378297,25.0
258,15.856530108944538,87.73038681541101,37.10606231944299,25.0
259,10.32587044714663,63.43989651483664,44.60059551095637,25.0
260,11.082751193597378,67.0951187526655,67.01204782115622,25.0
261,12.830619560558246,88.967489225841,42.1082883653422,25.0
262,13.496304052980951,67.34217840533506,44.52266511979119,25.0
263,16.15976572814546,79.46730800873726,58.59079698846566,25.0
264,17.640522453609645,84.10870578967695,62.41417831177647,25.0
265,20.02493776304322,86.22504690121077,77.16042187936604,25.0
266,11.016740851063274,51.52155597236297,50.36407464814926,25.0
267,14.28450366760836,66.33016979744535,68.60184441668741,25.0
268,11.027612969761686,54.196961951693936,59.74146464670325,25.0
269,11.672681509637329,71.41019183574791,56.610413561561174,25.0
270,9.346520943715781,87.09140721352439,44.75588977133554,25.0
271,7.882920389807129,51.96378792823177,63.22438993545381,25.0
272,13.381562587113688,81.97146251995312,47.78328187922529,25.0
273,16.49557986942832,78.1661226264604,36.49740042272277,25.0
274,17.212837582331407,73.1390822223439,50.55393319702375,25.0
275,20.324390354473692,95.19838346220412,43.67553453077068,25.0
276,11.82327257125869,80.24430575438879,44.97184274163476,25.0
277,17.050325089112906,80.21736857747179,66.51935297999373,25.0
278,20.765115428249693,63.33029071537849,53.032122472127284,25.0
279,9.982535219712643,66.15249480795411,46.60891182887822,25.0
280,16.34469270063444,60.79874182157096,29.63535828940185,25.0
281,16.274851209403984,73.17443476437784,46.882245709490775,25.0
282,12.829751617402218,65.90158987895663,54.98265509951477,25.0
283,15.886346867160656,59.798337257643446,73.93356743174222,25.0
284,13.681120470940737,89.23321624488057,44.93810082489425,25.0
285,10.525907696793846,74.93083057165882,35.7875336238578,25.0
286,14.807347621265695,63.365533290486965,64.0823871861371,25.0
287,8.295836334835117,68.23853280827583,71.09102489890577,25.0
288,12.290225522377641,76.53047518431418,60.871140315256525,25.0
289,11.144253142305407,57.504418423801525,59.26293436755216,25.0
290,20.361870763490575,96.5267267685796,80.29435902623325,25.0
291,14.206702750150503,82.25323797335241,48.5840904308338,25.0
292,20.122104407178682,69.5784358608314,46.44879270057408,25.0
293,11.613687074931066,55.02012929456074,64.38755080670728,25.0
294,19.0280179895545,99.76803345033177,45.295025965826625,25.0
295,13.552809318219836,51.90878698844241,41.09694130144269,25.0
296,6.81856349541173,75.40164333699417,55.19336304554859,25.0
297,19.393089301891923,94.67672579376838,63.752382166169,25.0
298,10.092013710122501,79.04599873213996,31.91328271745244,25.0
299,8.828450483538008,71.21820978704325,38.67451898548604,25.0
300,18.355133772371584,79.07034329498994,41.96840628185234,25.0
301,10.390394858401393,57.301703768931105,23.731209611144646,25.0
302,18.737053094590287,67.77043060956323,22.522119973369183,25.0
303,11.945577009300917,63.58255032409691,47.280869631210884,25.0
304,14.166786395878214,75.44057155145538,55.5419618293614,25.0
305,0.8895398566833065,59.53754384787475,61.84252639101487,25.0
306,12.458495608705714,73.38951949784192,62.66577298824987,25.0
307,8.086786194742446,77.00919909443255,58.5700368427604,25.0
308,14.660120416271772,79.37503118509558,47.52253350786283,25.0
309,18.73152955846036,89.953357093985,54.585594477649515,25.0
310,15.809676565376012,86.70281050887243,28.523360970089218,25.0
311,9.502852223526183,56.27007138212908,49.09564311438356,25.0
312,7.236867171405362,70.51432362128809,36.08290029188304,25.0
313,21.918175286658453,78.28920600790623,45.73115106629708,25.0
314,16.87554620819102,72.09604570539243,53.58806527091396,25.0
315,16.543079137075118,69.14142199809962,44.06158532330581,25.0
316,14.434987724677697,80.12824488722981,60.75398082061587,25.0
317,17.593064636055725,74.58858915272423,22.72216266683089,25.0
318,15.912952281504587,76.54099334430805,51.421087038217706,25.0
319,13.430171524918837,83.62001323450099,35.844701031461156,25.0
320,16.16241765231803,79.0745452204603,25.552814202749445,25.0
321,17.585307370938057,81.76161438198258,71.38453473848324,25.0
322,16.58057446956123,75.00854211265562,47.5181273067854,25.0
323,15.763903823890569,96.23901972507714,39.65148067606479,25.0
324,15.238973928963858,56.99718145407525,44.379630230081645,25.0
325,15.525587262481913,70.49403691534586,37.79189862727625,25.0
326,11.229999218191725,56.50159660506979,71.21262054473911,25.0
327,12.733671042474592,55.90608191720824,53.72700642906372,25.0
328,1.1957113227723979,55.14075614949599,41.890117941132246,25.0
329,6.085194185346168,72.4184967196782,31.81835744266857,25.0
330,13.408369621878306,89.16143408321422,39.423979237609736,25.0
331,14.731610298586194,73.7144932783276,61.70672766379951,25.0
332,12.699860678868804,69.37570187490535,59.77565308960892,25.0
333,18.368429000485627,76.80192218261578,37.54310495948881,25.0
334,12.239157328729153,56.91763478379056,44.27726769021885,25.0
335,9.601378211716948,68.21854361220186,43.43443559893121,25.0
336,15.917008060221791,77.23131871808029,43.68777566696416,25.0
337,13.445548708230675,70.6766718369438,48.06930643381982,25.0
338,-7.939853691652138,76.35533929215099,40.19795278516411,25.0
339,2.7364021394808864,64.29257594923152,53.95096894491467,25.0
340,17.507259782104814,83.03912587218524,30.7521836929985,25.0
341,17.706585144730788,70.62798189615856,35.51550595337417,25.0
342,14.3112416405294,66.88157473690376,64.88308790969081,25.0
343,18.561345737091063,82.80573119707194,52.78481277652925,25.0
344,8.30370744497387,59.918209348339055,69.76165471895106,25.0
345,-0.014885322094341902,79.11328138806296,50.01649408151846,25.0
346,17.19898095604271,95.69959024714753,32.66679035096053,25.0
347,12.868586978692148,67.61290930704753,44.48501137599099,25.0
348,14.79024127644511,72.77267287240815,42.89720761071087,25.0
349,18.63824918501114,77.1855004358813,65.15234759794309,25.0
350,6.3789750344986205,68.48181483606045,44.620109175289194,25.0
351,20.862677296146227,74.17533173386212,57.04270181431251,25.0
352,10.474134379778079,60.37339548045056,17.177782371067057,25.0
353,22.068862443892254,84.43848664424347,66.62449266538265,25.0
354,12.081827219864119,63.968781554415806,54.413866509161075,25.0
355,6.357405072464045,66.25162366937803,33.83340310119353,25.0
356,15.76437315137213,79.10402054073717,45.63892178682118,25.0
357,22.566366396139763,101.94493636048276,48.93341416953153,25.0
358,2.864567551161935,77.33577923618914,39.41889582454195,25.0
359,11.537078262358621,74.25578556424293,27.088934752617988,25.0
360,9.870509251152962,70.01047346689471,48.631029588829,25.0
361,11.671444315302754,79.48496553348714,63.75627238538454,25.0
362,5.210172395584991,69.45501580086365,40.458182117344215,25.0
363,15.003443225826423,69.27664615999338,38.074431261849426,25.0
364,16.66337032937911,81.76021645326998,58.707927695125996,25.0
365,14.533457291790926,80.95199905897299,57.35299728016414,25.0
366,10.720443797866238,83.14306500970814,66.63683286411715,25.0
367,12.491004983084524,69.78973197985606,59.98301155566995,25.0
368,15.385952550408227,71.66798063863634,60.9930549726993,25.0
369,6.60387571150531,82.2516412963456,44.94801269109402,25.0
370,20.15404828241513,109.65827081376726,38.453333474568105,25.0
371,15.169343724395288,72.46841667116382,25.574467633099246,25.0
372,9.071169409875269,78.56047410729161,17.460595142687943,25.0
373,15.198439663829678,72.78146222357253,64.12484482283104,25.0
374,9.272881195882485,68.64105666683353,51.49795013142833,25.0
375,13.727316889438576,71.4653382695324,53.94613840346525,25.0
376,17.15085150046319,71.01073479011143,32.338403108359884,25.0
377,16.901630733499022,72.41619705475416,58.151033954784964,25.0
378,3.864801112956691,55.71521434064075,70.3621940255712,25.0
379,15.062242484692947,78.10505328587655,48.67312988272318,25.0
380,20.08380973196643,89.54950989454929,53.202371973756335,25.0
381,14.314204173553357,74.78523206599291,25.11921178110431,25.0
382,6.559334389046822,60.46657001099849,38.58379659807102,25.0
383,21.015585127729373,96.6130092005246,69.46895369105938,25.0
384,14.64386420440885,66.08734311918278,61.722190546921524,25.0
385,8.638280283538817,54.37714594473788,27.698180774972506,25.0
386,15.860210417878545,68.87118802214431,49.73373991326969,25.0
387,22.785195130352733,77.75517910259789,45.32029194723334,25.0
388,17.810985589797244,85.08213307354424,46.49092725155974,25.0
389,5.31866225961917,71.29722533390412,35.51341239336707,25.0
390,10.808367111311767,69.57043942611676,57.613008368517804,25.0
391,12.965408203981816,71.85160160650298,57.247347149478486,25.0
392,14.514222990275881,75.91975267089221,49.79116605309339,25.0
393,17.592495843524684,65.02440864432317,66.05847149845083,25.0
394,15.174252475457934,58.85193720155272,45.34515922258884,25.0
395,17.886169706874796,94.16362789608145,58.19526707351735,25.0
396,7.313956766676044,64.35576121461452,39.92908571533655,25.0
397,18.565146960740016,88.96534979301455,45.790714678237194,25.0
398,15.427591308952302,61.782483943916226,51.91094545432503,25.0
399,9.33979679886078,75.61543837550877,50.75547750036116,25.0
