unit_id,ProductTiter,DissolvedOxygen,do_ChelatorDosing,do_set_CO2Level
98,20.369673339270093,81.76326678587711,75.0,75.0
99,21.49920586077002,72.70236448998806,75.0,75.0
100,15.442608688686981,68.39582370546373,75.0,75.0
101,14.48899145576002,75.10642314144752,75.0,75.0
102,21.107414694913775,74.8822427506386,75.0,75.0
103,17.581696574471895,83.69206915112993,75.0,75.0
104,15.233395541983448,80.92481302038888,75.0,75.0
105,16.16053668517168,83.73825640742265,75.0,75.0
106,11.922958614386118,72.54226852140926,75.0,75.0
107,19.98078265170858,71.45179603701764,75.0,75.0
108,13.909913140108898,65.90938625828733,75.0,75.0
109,14.913387152597663,56.833020722445504,75.0,75.0
110,17.128609004532986,71.40649704159446,75.0,75.0
111,21.64811152368876,92.88190474867518,75.0,75.0
112,17.796679507865377,65.15373847188948,75.0,75.0
113,18.81615670774796,79.11437637073152,75.0,75.0
114,16.012316244664376,63.641408564888124,75.0,75.0
115,16.23796239618995,73.61281774085784,75.0,75.0
116,25.73771961031776,96.6398609931074,75.0,75.0
117,20.39616262095011,82.97136976863518,75.0,75.0
118,21.121162434583145,83.31130173993058,75.0,75.0
119,8.845266401264054,62.2866269478549,75.0,75.0
120,13.415932283120627,84.33762584298567,75.0,75.0
121,18.53192294891264,81.36248404686037,75.0,75.0
122,18.370706227001634,80.43611434572233,75.0,75.0
123,12.102207780642045,57.386934187469016,75.0,75.0
124,11.158950904679873,53.686188687892546,75.0,75.0
125,24.09458034056736,79.93896664342921,75.0,75.0
126,20.061845209039454,76.1566406913997,75.0,75.0
127,15.677670536281997,60.43703000520314,75.0,75.0
128,15.063131043757165,73.78816539822355,75.0,75.0
129,28.449163992173307,100.86776646129397,75.0,75.0
130,30.90192138302888,106.00466247382933,75.0,75.0
131,17.699662325655094,80.29540441061052,75.0,75.0
132,17.6212854291733,81.64059711015648,75.0,75.0
133,16.67702616255872,82.33024842954843,75.0,75.0
134,19.83517462097229,79.66974908884902,75.0,75.0
135,19.636790090386192,73.20281529843754,75.0,75.0
136,18.44370601565436,87.09815357144363,75.0,75.0
137,17.656226973780484,68.62805041756906,75.0,75.0
138,22.553741184333703,90.3549292521002,75.0,75.0
139,16.158404398626324,68.59099507458102,75.0,75.0
140,12.651732133214601,63.94487393199971,75.0,75.0
141,22.07859827301052,91.56152799802796,75.0,75.0
142,11.209367096170451,63.59314804001963,75.0,75.0
143,12.527639532611127,60.602581234862264,75.0,75.0
144,19.29088147366901,68.42334491539921,75.0,75.0
145,17.22892753075992,85.94889211379422,75.0,75.0
146,10.351385253205214,60.76326582464268,75.0,75.0
147,18.481462995179072,91.93990859555679,75.0,75.0
148,18.1014867749074,63.958239774327794,75.0,75.0
149,9.730604110273955,54.38173196206339,75.0,75.0
150,19.23632739532976,84.77520771241096,75.0,75.0
151,8.664973354206412,60.85184213011346,75.0,75.0
152,13.66375400202775,59.0048393698775,75.0,75.0
153,14.495439894349142,63.49286284190604,75.0,75.0
154,17.28102190341098,65.79868290890684,75.0,75.0
155,7.504585821891849,76.82673130396726,75.0,75.0
156,15.98844145085548,72.02939716978395,75.0,75.0
157,18.703767342913274,64.99307271841873,75.0,75.0
158,19.747774543111632,87.75520166433137,75.0,75.0
159,19.680276822903153,75.89109528045923,75.0,75.0
160,13.973695421631732,73.73212047294506,75.0,75.0
161,17.27081759630024,84.3028152932287,75.0,75.0
162,14.382318459491664,41.25174286190708,75.0,75.0
163,15.44888435841239,61.216564697448774,75.0,75.0
164,16.16699727489511,86.00298893761699,75.0,75.0
165,20.98431616456225,83.08799886008511,75.0,75.0
166,20.086002672904364,76.40793384167057,75.0,75.0
167,10.475109163084698,62.01809724985867,75.0,75.0
168,15.980055454731318,76.51794356879752,75.0,75.0
169,22.029798466849662,83.59087519515379,75.0,75.0
170,8.043135819648281,75.5977645324396,75.0,75.0
171,15.246970305705162,70.1234104193032,75.0,75.0
172,17.486160166201262,86.42844636869727,75.0,75.0
173,24.548363315496612,93.27236322667099,75.0,75.0
174,11.383314718757191,66.24831556656281,75.0,75.0
175,21.18527433653147,79.86909592789941,75.0,75.0
176,10.995771196044512,57.511792384903885,75.0,75.0
177,17.33819544339004,94.38726600554084,75.0,75.0
178,20.66844100739127,81.45521345125033,75.0,75.0
179,24.98330175178708,96.9734603678956,75.0,75.0
180,16.242229086612728,82.14576795667918,75.0,75.0
181,9.020786214193215,51.93518241083713,75.0,75.0
182,20.601889982933,73.31150529279043,75.0,75.0
183,15.237384237875705,65.61248031574831,75.0,75.0
184,15.207372040516482,70.59423840586054,75.0,75.0
185,14.984733769925437,79.46883820927646,75.0,75.0
186,21.803563544894782,78.28669936225063,75.0,75.0
187,10.81886499221749,59.33646747874517,75.0,75.0
188,18.084804633976535,81.47825626018889,75.0,75.0
189,12.191152758677845,69.20530402772371,75.0,75.0
190,14.054266299745063,84.28698955260032,75.0,75.0
191,13.968994081508448,76.2980236467198,75.0,75.0
192,21.925429610790474,98.8804701018017,75.0,75.0
193,17.222976850106093,83.22266797391532,75.0,75.0
194,15.344561606624685,80.2158278973052,75.0,75.0
195,12.14212698753419,54.880152613077684,75.0,75.0
196,15.572781664489547,70.50638903970028,75.0,75.0
197,15.213403174802561,74.66508231127092,75.0,75.0
198,13.9190744603513,71.5157892325123,75.0,75.0
199,10.603427318157037,58.119006060127674,75.0,75.0
200,15.095346129353656,78.81182694484728,75.0,75.0
201,6.747461115225674,62.346768902239006,75.0,75.0
202,19.743160881861076,83.88560742965859,75.0,75.0
203,22.383768752709543,88.6524504626385,75.0,75.0
204,14.769439432042867,65.59990509521074,75.0,75.0
205,16.513216729914248,78.29076357687143,75.0,75.0
206,20.479348781528103,80.4528281512278,75.0,75.0
207,11.567112395617023,74.3687871503771,75.0,75.0
208,19.138565084963336,77.34045243059916,75.0,75.0
209,20.459637237793373,82.2401312988158,75.0,75.0
210,17.970205100886677,92.1965712789456,75.0,75.0
211,14.126311664149108,68.96443673088254,75.0,75.0
212,13.984344273969935,78.26137432040304,75.0,75.0
213,21.71843880600529,90.88484231765689,75.0,75.0
214,25.594806838072437,91.9164750923384,75.0,75.0
215,10.779577473756994,62.75067974194251,75.0,75.0
216,16.134576086702722,73.14735380039762,75.0,75.0
217,16.925800796803873,97.85147000397492,75.0,75.0
218,13.442025263728832,60.448100656805636,75.0,75.0
219,18.929514311167786,78.05312017522184,75.0,75.0
220,16.47728022249422,73.47453709703258,75.0,75.0
221,24.15289972194668,86.9129675891527,75.0,75.0
222,12.571438575221839,64.10277756736568,75.0,75.0
223,23.67398695319598,89.33111487984941,75.0,75.0
224,21.968770087700154,75.83575422945914,75.0,75.0
225,17.63873760016617,74.85411580285724,75.0,75.0
226,22.591913597651576,93.88077483680009,75.0,75.0
227,24.527378167538775,80.63325518780164,75.0,75.0
228,19.71921739005487,72.65281566029805,75.0,75.0
229,23.15455876429523,94.38844886067803,75.0,75.0
230,18.67227676409808,91.4817694302429,75.0,75.0
231,14.335826599234405,65.12759429534236,75.0,75.0
232,15.015230873608173,79.15723529348165,75.0,75.0
233,11.211487730598888,69.26408499554837,75.0,75.0
234,17.387060648722446,65.63901582615136,75.0,75.0
235,15.004745794618954,74.75648088922192,75.0,75.0
236,16.571534665206535,76.61144939899565,75.0,75.0
237,16.47229456369483,74.56428081562181,75.0,75.0
238,16.41227327150727,67.6657555031772,75.0,75.0
239,22.49746672883397,79.20600675738791,75.0,75.0
240,18.62047510095547,77.491639989065,75.0,75.0
241,10.142564870460216,59.41014458386092,75.0,75.0
242,16.535592900307353,73.21205499469797,75.0,75.0
243,15.328699194479393,75.00132135014492,75.0,75.0
244,16.15724263109169,72.83898871887676,75.0,75.0
245,17.14554745566551,77.87722290618495,75.0,75.0
246,14.26754959614632,68.61713055282767,75.0,75.0
247,17.36000631053795,87.89336284642125,75.0,75.0
248,23.97378275658951,89.3256310884782,75.0,75.0
249,10.599246179820952,73.24296319421306,75.0,75.0
250,21.541546810586183,89.69995242807957,75.0,75.0
251,12.182818716231269,56.772665740871446,75.0,75.0
252,20.24198813010249,87.69295524073493,75.0,75.0
253,19.144070054638007,84.65886536126006,75.0,75.0
254,11.448580489020182,79.61293970165673,75.0,75.0
255,19.818765352895955,72.25230504778172,75.0,75.0
256,21.277964875912534,82.47542371760666,75.0,75.0
257,16.828387949372207,61.36082242288072,75.0,75.0
258,14.14070323946991,77.96720295692771,75.0,75.0
259,16.64296100920452,73.01688343496606,75.0,75.0
260,10.573923089121456,63.58505550059393,75.0,75.0
261,13.157214766682195,71.26687333561907,75.0,75.0
262,18.2400150441402,89.53711547253997,75.0,75.0
263,12.427331921635535,72.78117926498862,75.0,75.0
264,18.300111144405598,83.10045665246308,75.0,75.0
265,15.804129418554108,73.04883239871702,75.0,75.0
266,17.847589078389127,74.7793264319746,75.0,75.0
267,14.034063152035593,78.99898885902384,75.0,75.0
268,11.814455840524575,61.043859012382505,75.0,75.0
269,6.133177739349881,46.519586408752524,75.0,75.0
270,21.595746554945546,85.90670996076041,75.0,75.0
271,14.620575463958575,65.0419311409964,75.0,75.0
272,15.92244456301668,79.06537662773121,75.0,75.0
273,11.915230920061102,68.29339105446527,75.0,75.0
274,18.908646587585064,61.66061983860495,75.0,75.0
275,13.409724427034067,84.84552841817087,75.0,75.0
276,11.979141832029736,54.824444614171526,75.0,75.0
277,18.325056390834284,64.06525930584137,75.0,75.0
278,15.802728550265716,69.62582961570497,75.0,75.0
279,14.888295906583632,72.33486688512008,75.0,75.0
280,13.378147906731522,59.323416049655336,75.0,75.0
281,19.943309811624413,85.14038788293239,75.0,75.0
282,10.850607345180862,64.89961795559492,75.0,75.0
283,17.81599472847142,82.5181252172707,75.0,75.0
284,12.160438378742406,56.05104742397642,75.0,75.0
285,20.011972317009302,83.54009484411226,75.0,75.0
286,13.655989555246292,70.07154708282638,75.0,75.0
287,5.538922583910878,47.13749197617773,75.0,75.0
288,13.938968179349512,81.53484173377716,75.0,75.0
289,11.996692446460655,67.20720746528323,75.0,75.0
290,18.302852972695955,72.02680781270077,75.0,75.0
291,21.58016721344795,74.91603161361556,75.0,75.0
292,18.67033599808307,81.43548841283862,75.0,75.0
293,6.560731615672381,62.19455499797091,75.0,75.0
294,20.32091786239718,74.2732055406405,75.0,75.0
295,14.06885854258475,72.65194001169006,75.0,75.0
296,10.825177983916406,65.94351037782195,75.0,75.0
297,17.460521032966255,88.75045386644237,75.0,75.0
298,13.034271551179657,69.29227182295713,75.0,75.0
299,14.203990551483733,66.39353618584981,75.0,75.0
300,26.916006299663735,94.48998003024269,75.0,75.0
301,16.28466826166274,71.10829500481859,75.0,75.0
302,11.466426682212104,73.3643033847995,75.0,75.0
303,13.443794585774231,62.32144771292784,75.0,75.0
304,19.211563831359495,80.77888228656798,75.0,75.0
305,14.044067542389993,54.400800332839445,75.0,75.0
306,17.74823801834409,73.89337279792157,75.0,75.0
307,13.088429209623802,67.06441854535338,75.0,75.0
308,13.409662853183411,60.95890107584421,75.0,75.0
309,11.633265669396845,61.94849607305813,75.0,75.0
310,17.99352774656516,69.52187073527546,75.0,75.0
311,15.290018726009547,75.90644944863118,75.0,75.0
312,14.928066489955278,71.72887828110866,75.0,75.0
313,18.525509939133393,85.34869699680686,75.0,75.0
314,14.649270684921449,76.73586750058463,75.0,75.0
315,18.586003121482662,69.65200463797616,75.0,75.0
316,17.573088939472967,58.53297942019546,75.0,75.0
317,18.336092359922326,71.19479434771485,75.0,75.0
318,21.977405127326833,88.32101073713173,75.0,75.0
319,14.018735253270723,61.92326492131861,75.0,75.0
320,20.199904396964257,57.10925497382145,75.0,75.0
321,15.874638510256867,69.88470687697972,75.0,75.0
322,15.710020852349778,73.91513409615652,75.0,75.0
323,21.56740965408262,68.3941930385272,75.0,75.0
324,15.027329880603226,57.593838284877044,75.0,75.0
325,19.042025715734017,72.30008238677344,75.0,75.0
326,10.89774714704869,58.63123380987324,75.0,75.0
327,21.376118641930304,80.9224745504638,75.0,75.0
328,12.968607309791622,81.23696269743276,75.0,75.0
329,13.200836749600159,62.830122547946914,75.0,75.0
330,19.311113795641763,82.3417190739435,75.0,75.0
331,13.931207229120535,70.4085537687396,75.0,75.0
332,14.030345120850662,57.260289513610054,75.0,75.0
333,20.12678627603212,68.3327780441113,75.0,75.0
334,9.272942229300359,59.21901533280292,75.0,75.0
335,21.987203624972615,82.65628643095235,75.0,75.0
336,16.73510786978179,71.17819706745456,75.0,75.0
337,14.838800506561874,74.40062160058977,75.0,75.0
338,11.650774034429693,77.64332874438301,75.0,75.0
339,16.709817833284433,70.0102135211737,75.0,75.0
340,20.46568572765944,76.82715603494732,75.0,75.0
341,21.172958123254396,79.43300538466765,75.0,75.0
342,12.49978684522033,78.55515613081437,75.0,75.0
343,17.714554431162778,71.23769726342225,75.0,75.0
344,10.055823363315882,68.98526974870313,75.0,75.0
345,12.561946953843071,70.72129950591568,75.0,75.0
346,12.539204251588952,78.513186396746,75.0,75.0
347,18.00466768911096,71.66764733739278,75.0,75.0
348,19.933677810615038,94.39435279509635,75.0,75.0
349,24.921473676626107,84.52798371985874,75.0,75.0
350,11.46338603966357,67.82632417735161,75.0,75.0
351,14.71087918580294,79.46190677778125,75.0,75.0
352,17.39641352463512,82.66724222101224,75.0,75.0
353,16.02273560104798,72.24020189791203,75.0,75.0
354,16.228629827661507,71.5423160832823,75.0,75.0
355,16.58051622223591,56.275648009231865,75.0,75.0
356,13.310649032952957,68.8710169586506,75.0,75.0
357,12.78176042387325,81.06577848812049,75.0,75.0
358,22.485484697193957,80.88005477902759,75.0,75.0
359,18.17069335971241,86.30593983381242,75.0,75.0
360,17.43214464126954,91.25219438242979,75.0,75.0
361,18.873991123491884,80.80207795796224,75.0,75.0
362,22.149298179748378,83.70800019344027,75.0,75.0
363,18.825350192009427,85.18146551981634,75.0,75.0
364,26.63149709229575,89.93139059870964,75.0,75.0
365,20.589349088169335,61.1812210675599,75.0,75.0
366,13.553335644963513,64.99440798277841,75.0,75.0
367,22.48743642465364,91.3957563239376,75.0,75.0
368,19.91712999459763,88.16236214338228,75.0,75.0
369,24.00804773224367,96.16257660369888,75.0,75.0
370,18.71451440543515,93.62987259353079,75.0,75.0
371,10.543580283319491,58.4900592504109,75.0,75.0
372,14.548148435444094,77.41973395022862,75.0,75.0
373,9.261262525048487,69.57724379037286,75.0,75.0
374,21.975672539778124,71.01055592243472,75.0,75.0
375,18.870963677240308,83.60496800976877,75.0,75.0
376,22.59691989263035,82.92437116194249,75.0,75.0
377,24.858261562161964,107.59199186965483,75.0,75.0
378,16.37640308257458,67.6940556462442,75.0,75.0
379,15.61314110749612,89.89484132471594,75.0,75.0
380,23.59377628254824,90.64349898684462,75.0,75.0
381,14.895345078650891,74.81857871947227,75.0,75.0
382,17.153165943748792,78.08800522536751,75.0,75.0
383,14.987277496123854,80.63483091900642,75.0,75.0
384,19.483390794673646,59.65354624162916,75.0,75.0
385,17.53619937658053,77.2338520712171,75.0,75.0
386,16.20172033442377,75.43832648517899,75.0,75.0
387,9.626896760236644,53.59632033738673,75.0,75.0
388,12.257868420277193,64.25522633550578,75.0,75.0
389,17.443497295997155,81.82073744034841,75.0,75.0
390,15.921782012928297,67.2264012806048,75.0,75.0
391,15.141647352938264,90.25264564223308,75.0,75.0
392,18.05333287864258,65.89896706318166,75.0,75.0
393,19.753301044569646,86.58218051924172,75.0,75.0
394,16.801419070615992,71.54781825886897,75.0,75.0
395,14.300549405896895,74.97587417548553,75.0,75.0
396,15.782495381211604,83.42659216648883,75.0,75.0
397,17.785043857151148,93.72396621415226,75.0,75.0
398,23.603384772052213,107.2391648070543,75.0,75.0
399,19.931204378711314,84.32596028401937,75.0,75.0
