unit_id,ProductTiter,DissolvedOxygen,ViableCellDensity,Temperature,do_FeedWaterFlowRate
87,36.76738515615785,67.10057530316212,72.68987054277804,65.29494261057035,0.0
88,17.74841514074978,62.74118261712151,54.04064446091889,42.17048119335173,0.0
89,34.814138699400985,88.45258003364982,93.11520269642736,37.069701051961985,0.0
90,21.28368149877409,70.12287969247119,66.00109666139599,63.155401283562725,0.0
91,41.37592648122222,103.18321153256781,104.3235068115488,59.75836461826702,0.0
92,26.576727853630693,73.03561474988138,64.04534063780235,51.570267739986356,0.0
93,28.565775585420063,73.98007700314972,71.20236192481875,35.26309957290262,0.0
94,40.31427362013321,89.40404465259334,97.40710036019703,32.61021983322058,0.0
95,21.433901007458,69.14635144527293,65.64288506012038,61.00330933278512,0.0
96,26.238304294030577,67.91915461305258,64.2599534732481,64.58211060942688,0.0
97,26.081181269598954,63.59322004143373,67.58676239492947,39.02701669345396,0.0
98,31.447837308099217,84.31767417283602,78.17907144575615,55.732767004689265,0.0
99,30.021633942205508,80.31692876408786,83.45500736119556,32.930902690182656,0.0
100,39.70731569829592,89.1105781797758,87.85427104111612,38.88285803538909,0.0
101,23.250281350578895,60.354957516224054,61.74113873691915,62.40404525000945,0.0
102,20.00133546178104,61.20903385128452,52.227141151020604,48.777822377123805,0.0
103,17.46527571619019,64.82065304344843,61.1082568026006,23.10877501097221,0.0
104,33.61219976588942,82.42254475120053,77.65301231454168,36.43110861046869,0.0
105,25.73019923288148,72.03243055477047,72.21411015795557,85.40397166678005,0.0
106,41.69124084762868,81.01213441950402,93.9808138715053,38.48800263181803,0.0
107,18.815672583016738,53.704890881436654,61.572424995007104,51.38712301554794,0.0
108,24.428571341698106,76.00377918341702,80.44432724856027,79.25002036427102,0.0
109,23.101583750758994,61.42474965774904,61.461109190788314,60.80222346037917,0.0
110,28.649937291620695,72.7927220639331,73.41647084982577,15.647550090138106,0.0
111,33.52218056360481,84.5142519467049,89.74203230434611,54.798199498118976,0.0
112,23.337138601829118,68.28782702276705,72.15842359584019,62.73599947704974,0.0
113,20.85112785111715,62.38546975958532,62.55780281337813,55.93036235115481,0.0
114,33.613210419666316,99.39675479847723,93.7631665713971,58.80070021488931,0.0
115,37.42714487112122,95.66164562169249,85.9755394019745,45.05278175812058,0.0
116,24.52121598794494,62.80046377650092,66.22262811318849,30.459862348174752,0.0
117,31.198015669415387,84.98409584587534,85.60451728158372,51.05175360982438,0.0
118,29.141963476011778,69.60805048903156,72.82049867859004,55.474487945612644,0.0
119,29.074515097705486,81.91572045727267,74.01676695673845,61.79428764713636,0.0
120,37.477780490934556,87.90274124459256,90.62509536375251,42.37179534041265,0.0
121,19.058600516695556,64.8096649465632,64.84847684246247,50.30681598440058,0.0
122,27.64197538912726,73.15666312283531,79.94952728990951,45.657438611857756,0.0
123,33.20215335742892,81.89781836915277,84.36284913050865,51.482292319474475,0.0
124,40.80318638250605,79.90517138448108,86.19934466890213,68.74638149095253,0.0
125,30.825714217123704,85.88862758622977,82.61165495237053,49.77230846232483,0.0
126,28.088854653817734,86.41338552516342,82.62332752776865,75.05882748535109,0.0
127,27.24119934093066,83.70316318732364,76.00405380746041,52.85982755499503,0.0
128,31.382355057747844,74.33316942854482,84.58480763257818,59.66431580776707,0.0
129,24.92747384333959,59.49546134993609,66.22577247384251,79.061541464716,0.0
130,31.98271490163288,79.36049224723686,78.59015001219113,65.27023039296496,0.0
131,40.19781386312466,92.2623496216435,91.9956593422452,62.709631377588,0.0
132,16.257471623375036,59.28367992767498,56.758921190407804,40.86981926874077,0.0
133,26.036359209588046,69.21839299839888,72.67086551545036,56.21390787048735,0.0
134,23.51793140830003,76.59653486705365,66.15851528895833,41.54554504611765,0.0
135,31.83603659835413,86.68399076987836,80.54093814794398,66.05910376366795,0.0
136,25.327541278572166,72.18655589593949,76.51142593267431,31.38161095628647,0.0
137,22.292718173350593,65.71684892429467,70.42903560908047,80.54064447801446,0.0
138,32.282257339517855,71.95833146649277,66.07559852137169,51.40782922479211,0.0
139,27.83994825902261,71.75529752521626,71.28442951639042,62.73163733766515,0.0
140,29.344635903622756,77.87502867727798,79.03035363872856,36.24687173068405,0.0
141,38.78867701446288,92.43961190612274,92.07232648217479,58.836479859268664,0.0
142,15.227230178844623,53.602920203028056,56.79718914829713,66.61519403189158,0.0
143,35.06477093667035,76.37495157126783,79.63909934170877,37.7646701801081,0.0
144,31.904331142804143,77.6226083286657,79.23116410060909,18.761711233072376,0.0
145,36.518085406287824,93.86131183129191,87.5944579131589,47.15077479279132,0.0
146,29.00205908202624,78.75881371607399,73.99895896498789,61.9666648231509,0.0
147,19.627536836620436,64.44015042227176,64.83349672067921,71.77002166901899,0.0
148,26.40229769818238,71.28353250253689,67.83945282661725,46.60046753702244,0.0
149,25.145917653155152,70.9421013230383,74.25889003955928,71.29043849437265,0.0
150,28.251883739622784,73.88250269784062,80.48994472261025,56.74988435583135,0.0
151,23.499880311987916,61.52365970547708,59.41241180759871,45.226563416143904,0.0
152,30.83839419315367,66.04770824528973,70.94934593174123,58.291511809308304,0.0
153,41.62416251701987,100.5328943314122,100.49653046047789,26.790399629422858,0.0
154,41.296625381003174,99.82388491862031,97.25613233586158,62.76763739114285,0.0
155,25.244085162502106,72.84694254982766,77.90018526028119,44.78347238491552,0.0
156,36.18666950903595,86.13679897266823,78.67899228394448,57.22494069755663,0.0
157,22.819576726710558,71.14036513009381,84.88886722518524,38.28314802172522,0.0
158,29.026185450103714,73.8171038351438,72.51117291295643,64.85222765548411,0.0
159,34.097090789740726,82.88251819318464,82.43437674951173,56.55430406780618,0.0
160,17.213665365970186,49.06575165174362,47.76641436769274,47.06083058627793,0.0
161,37.21235417412102,92.14550612693039,88.39704189593536,57.33251591600183,0.0
162,17.459007022244982,53.82804302898276,59.301753569827554,32.557624162427366,0.0
163,32.58758442159633,73.69165567008483,73.80376641768143,36.385671194496965,0.0
164,29.76834844065913,77.56286932674116,75.1730503571162,47.87586318881249,0.0
165,33.38124216142854,90.92228019658569,85.59517228744045,20.743967859117674,0.0
166,41.918073540523274,83.20354381056677,88.887818258897,67.66505866713928,0.0
167,41.40401635217679,104.88690079252758,98.7607473165503,46.831446454355955,0.0
168,26.844212440331905,62.55032764669906,68.78566212596512,45.26063834018777,0.0
169,21.3466566469799,57.84612920680695,51.04230325159304,40.69616056104334,0.0
170,27.203472947095165,77.800446508222,80.41413059638248,65.12943091727836,0.0
171,19.87837792412938,61.82291301514083,66.16191777237083,58.76283017903184,0.0
172,26.537401708491874,70.02901286470723,71.84704610312455,53.28745667082315,0.0
173,36.88995223369901,103.10423197389412,102.0666852777917,55.847349150764586,0.0
174,22.83163490494953,69.72045983706349,69.23501414259454,62.40416545287411,0.0
175,12.954121104100503,58.21259151618117,52.04174275278244,40.375919216413216,0.0
176,31.98248350169462,80.53547366187381,80.65603383618978,74.90181726157437,0.0
177,17.857624574537873,61.01259303302199,57.079501164573784,61.62565590513929,0.0
178,27.937243078767832,76.99085337844033,73.88427545905668,54.81158925096708,0.0
179,45.98269196741713,100.69582608692832,95.93958435680442,54.71745085701734,0.0
180,35.9936364941339,87.1156435414465,91.36264340483213,51.09617099914526,0.0
181,24.45768811969673,54.54034209869142,59.936444895721074,82.97796844085501,0.0
182,26.18772131702534,77.40517452291375,71.94298171366151,48.96147023282719,0.0
183,40.152791357593436,90.03255437608516,94.96040240071619,55.18399471568784,0.0
184,17.9769853172099,61.98437267080321,68.04922936860592,60.70291990144058,0.0
185,37.32586711615241,87.18140037444435,84.25119391950767,59.29500721915682,0.0
186,32.00350226761453,84.58718528640964,80.02815922247281,50.57932891065371,0.0
187,32.51656428872983,72.51489948268787,69.09086873329862,32.38477502903285,0.0
188,34.64547619568964,82.9208158365354,80.82228886285048,6.809088771430292,0.0
189,23.561145530742277,64.94305572346357,66.29226000740603,35.87605929410992,0.0
190,36.498284561087424,80.99667903994647,86.67993181015137,35.799210543746106,0.0
191,33.225766452397,82.74347084393149,76.66230450761773,44.37821937354173,0.0
192,36.24473140705916,92.9119360967835,97.84701587576994,68.09161689417223,0.0
193,23.736554952969087,60.57041591722448,64.86234965726915,58.42613702247252,0.0
194,26.21295830418558,76.15030903278141,81.34539450999355,44.89008688410394,0.0
195,31.21094253198122,75.78605675627833,71.40651384224941,22.070213630490805,0.0
196,29.30839078141458,60.40640407898934,65.97129703201945,25.315067566052903,0.0
197,33.70707010019587,83.90954225705225,86.96593161115206,57.805204711875604,0.0
198,25.474170446682898,69.04867743116762,69.31306235215271,64.96626523884838,0.0
199,25.24711667263029,71.09696894213316,61.66921735851101,33.96602613340061,0.0
200,37.70281033751706,84.09117062745456,90.85933576163605,19.29856721041329,0.0
201,30.936979068863042,77.59311402133946,75.69099368588073,70.566149689346,0.0
202,41.51329684346922,87.71851224140808,88.96744482563967,74.61957161809877,0.0
203,22.505626356934506,57.569730990319236,65.70714966677886,45.695556690248175,0.0
204,29.541681380620517,70.01353066077884,73.56226958646293,51.3090476102611,0.0
205,29.021760471395485,78.05194324325521,79.81210517468438,23.820920647781627,0.0
206,17.92237420377788,59.01713569103406,51.7243264458988,34.45574868918564,0.0
207,18.75294061531486,55.976930154231994,53.32007945749945,60.01938501883317,0.0
208,27.458655327462555,71.84545617776112,64.16706216725743,53.81406005501064,0.0
209,36.252336813791096,88.13715579269123,86.71325586181032,75.93634573640725,0.0
210,30.776889444647804,83.14978842308538,76.52897176507419,64.18846262189741,0.0
211,23.26524593607806,64.10774136033884,64.8436618303362,51.0569788430294,0.0
212,27.92891610419548,72.11488505841646,79.73669627942819,59.18573020858965,0.0
213,28.510145122311226,81.10621541113518,79.51928174317268,34.775411044230395,0.0
214,21.596170474776418,55.63172763005155,71.42482654261066,36.86099092206523,0.0
215,17.83168257990574,61.24464642079597,59.682995764957504,49.26936189128401,0.0
216,27.818732858999724,73.67459736359939,68.99081599978491,65.23195927718808,0.0
217,42.76537591912643,80.73849218160854,84.25776370725751,43.71320599621147,0.0
218,39.93772228312584,95.44564351306606,89.5392722370725,39.27774867174031,0.0
219,25.193238745577,78.93770380295564,72.11171383842691,61.34517396973027,0.0
220,29.404406586848065,76.79118487230691,79.50369189899823,52.703935975680736,0.0
221,34.07089060939663,68.28114842417317,72.98221151447315,32.63555439578737,0.0
222,17.237651838151137,64.02083693339965,70.53856601657809,32.85508212157828,0.0
223,28.686885756784026,65.21285040368062,71.89240740033786,34.81035950542523,0.0
224,25.67825832895494,77.99580891031714,72.76222928094143,62.16455584055979,0.0
225,21.866009371353535,59.8754899040531,59.62706978801722,77.01053542103254,0.0
226,37.743785591104974,87.14700748922606,78.58509962237784,59.307809739332335,0.0
227,19.198147516492966,56.056317082688395,57.94286275195335,54.76921360483967,0.0
228,15.247957995236126,55.814807794610395,56.756562147263395,57.68968934941018,0.0
229,31.46782372057079,86.12536718859191,91.99830951575986,61.99691551524266,0.0
230,22.219681204377473,67.72371022265118,61.55210962782567,40.50968258907747,0.0
231,42.75866022628703,91.93254238274457,100.79656528649141,60.43855060119326,0.0
232,36.54081106815118,98.42127448173024,93.14755564638733,45.046420089791546,0.0
233,24.104279862220125,71.27130179980409,67.46409548546215,53.230595587971436,0.0
234,38.301772437948784,100.62638653543168,102.48249842366955,64.86167243229382,0.0
235,31.63097571206993,76.92067900043973,83.60631628331102,43.64931457164912,0.0
236,41.11735113911909,98.02777996425549,95.3822344639923,37.62762253526921,0.0
237,24.015300464442443,73.3555044288561,69.909829106288,65.35880302909126,0.0
238,30.171054878246668,77.5526450119762,72.65022646204933,35.86186019065827,0.0
239,39.56461552497319,85.36353066269899,88.40950957263975,52.54197906881852,0.0
240,28.574289347660255,68.45681492586091,72.98769722989037,29.430727709324337,0.0
241,17.642769649042066,56.691630479947094,59.26643935292264,54.3108680182723,0.0
242,37.158415936213906,78.65324735198676,79.03478104460936,35.435342734569346,0.0
243,22.294075180992643,65.97890217807668,62.46961831209702,47.636906512617216,0.0
244,27.55641512161626,70.33725924516054,62.00969070713069,82.08490754930679,0.0
245,30.881141045042465,67.87921547329496,75.7442686735821,62.73682394465221,0.0
246,26.373284911441353,74.94440507639253,72.76178749193465,57.50046639375599,0.0
247,31.809057067946853,77.56787807363321,75.255040749292,75.92175850962441,0.0
248,26.29506099712109,64.04750987633646,59.80874734504733,56.86095276703957,0.0
249,27.939794262680604,69.52650642228365,71.11215608433537,40.38973653479412,0.0
250,25.902285505935968,72.5557085660134,70.17465336304214,55.34767719980005,0.0
251,29.70471500288067,83.41723669980158,84.02851737695637,44.36240614867802,0.0
252,32.39917023695525,69.89677722929726,73.46268197116845,47.430013053514855,0.0
253,33.02959506316198,96.50869685009313,87.90925885306534,35.34457576534386,0.0
254,31.323600497821054,88.6759641166605,87.87060443812314,33.162674433309185,0.0
255,34.73762659321085,92.29307812224286,88.83213270383311,18.165251509364104,0.0
256,35.175533400501195,77.58367701306811,82.91444853590123,60.44196255235866,0.0
257,14.895428266167135,57.31107547183752,51.81282102136878,48.4493334389495,0.0
258,40.36165465701531,87.73038681541101,89.99859572610924,91.4424020236539,0.0
259,22.277971682032813,63.43989651483664,63.542419160867865,46.479758876194715,0.0
260,19.33150824690887,67.0951187526655,61.788063780638545,32.3388153361835,0.0
261,29.63666867887259,88.967489225841,84.69699950597936,51.36095392442335,0.0
262,27.215525679024054,67.34217840533506,74.59456810914003,51.306892308771516,0.0
263,32.52629073316805,79.46730800873726,85.08911214458124,59.784471242904125,0.0
264,32.34314707206895,84.10870578967695,79.57128272582469,30.267262578351335,0.0
265,36.569140426175274,86.22504690121077,87.06592696200599,42.13768516776724,0.0
266,19.074845645621263,51.52155597236297,54.29680661466236,62.58318071146687,0.0
267,25.97908257974584,66.33016979744535,64.57862449844589,60.30873565913158,0.0
268,20.538001002826196,54.196961951693936,59.18916971939681,44.47832588372711,0.0
269,23.108599374848136,71.41019183574791,71.6689084479367,40.18530034126108,0.0
270,34.96563175339527,87.09140721352439,87.14688229793659,45.54349017600707,0.0
271,16.513759193486642,51.96378792823177,58.73642301615297,66.45942015419527,0.0
272,29.825232430076237,81.97146251995312,82.38170950621029,81.9111107278019,0.0
273,30.817042223815697,78.1661226264604,77.97100361254942,56.10820212226773,0.0
274,30.14344273471819,73.1390822223439,75.4656031003799,67.35834322260742,0.0
275,39.19982737111493,95.19838346220412,95.12448482903831,27.882381977935758,0.0
276,25.48604265731783,80.24430575438879,72.4593117851798,36.28410951408196,0.0
277,33.79789603591549,80.21736857747179,88.3055873679454,45.931598014205036,0.0
278,31.338738610722842,63.33029071537849,63.81104573167307,41.945753365699495,0.0
279,20.659252499224472,66.15249480795411,67.08007004292777,44.37717998049724,0.0
280,26.340817370616413,60.79874182157096,72.87712111229963,68.96888427306034,0.0
281,28.495396444893988,73.17443476437784,71.4209611992399,51.746118054021224,0.0
282,22.97034524527945,65.90158987895663,65.41226352678359,66.09198752191045,0.0
283,25.971579039344167,59.798337257643446,58.46213589467927,40.74346271635492,0.0
284,28.08771696061319,89.23321624488057,67.32380607144111,36.189613465623225,0.0
285,25.08486752071922,74.93083057165882,82.01164591095214,44.87600005919226,0.0
286,24.46955957747087,63.365533290486965,62.56081955107437,32.00044969555215,0.0
287,26.59731631687587,68.23853280827583,79.5053784674779,83.53719907266672,0.0
288,24.85993774559474,76.53047518431418,72.92404600125293,61.2171456412345,0.0
289,21.202198293698164,57.504418423801525,58.65075104748883,32.06220659087323,0.0
290,40.03789122265591,96.5267267685796,99.6451165591888,18.828328254187152,0.0
291,30.196420936981706,82.25323797335241,73.49838244273072,31.035055677405392,0.0
292,32.978413764587245,69.5784358608314,72.51638910525644,75.97734323158895,0.0
293,20.06588465345571,55.02012929456074,62.54489175776769,64.17090234399589,0.0
294,39.01925065727184,99.76803345033177,103.7163780696407,48.841607986397186,0.0
295,22.149242844030724,51.90878698844241,57.376269354617676,13.953553043925847,0.0
296,26.054571479073836,75.40164333699417,82.45423690934223,46.24267964347885,0.0
297,37.881265532297085,94.67672579376838,92.75528523717747,52.01541742401612,0.0
298,23.076889604849313,79.04599873213996,76.07458873446879,63.63528795439006,0.0
299,22.317484043828074,71.21820978704325,63.6627612126772,76.3917374171761,0.0
300,32.91213533376985,79.07034329498994,73.55695598262314,56.34049614144364,0.0
301,17.657268977849917,57.301703768931105,54.96027567855429,63.78835042642655,0.0
302,32.28976732944884,67.77043060956323,73.39434199759216,40.412763598658586,0.0
303,24.474393990253457,63.58255032409691,67.94745734929481,62.16742175043002,0.0
304,27.341548000257692,75.44057155145538,74.28729927498155,41.24497452013651,0.0
305,18.303665407906866,59.53754384787475,62.07635438766062,42.634150342520506,0.0
306,26.08236068104509,73.38951949784192,77.79763735395665,51.58924725587189,0.0
307,22.96521270342761,77.00919909443255,75.07679136854705,50.973094734276486,0.0
308,29.10469105321109,79.37503118509558,80.77355894128328,25.096043189152482,0.0
309,36.29831414137454,89.953357093985,89.16307348537275,10.52266317147763,0.0
310,32.80669157834258,86.70281050887243,84.8525738259532,36.62527413953935,0.0
311,15.50259204479472,56.27007138212908,49.650063745160544,52.753374402490664,0.0
312,27.533058178405128,70.51432362128809,72.75947761014635,28.277628891519267,0.0
313,36.621605213872996,78.28920600790623,79.75439894700257,34.81012662750978,0.0
314,29.647648489782355,72.09604570539243,68.35919984898052,2.3849748507330144,0.0
315,29.176182892858886,69.14142199809962,66.94790557199592,50.71849416346579,0.0
316,28.334870239508774,80.12824488722981,79.69021508134745,23.682834421390808,0.0
317,30.163901280920935,74.58858915272423,70.39100529091584,54.735742908757025,0.0
318,29.720913173831914,76.54099334430805,77.22907938366916,26.348727532524364,0.0
319,27.869293391654907,83.62001323450099,74.02127009083468,42.69658615592183,0.0
320,29.997741917529606,79.0745452204603,64.42288961758301,56.387369202890376,0.0
321,34.826690395620524,81.76161438198258,84.0809384309622,57.94000224647849,0.0
322,28.27664965736483,75.00854211265562,77.06748008461054,47.66389833475053,0.0
323,33.55428553227004,96.23901972507714,88.08913659108153,68.12401932319676,0.0
324,26.39375963965066,56.99718145407525,67.56766598011092,59.07311019248794,0.0
325,28.05229698217565,70.49403691534586,75.23301379558902,34.28451167113388,0.0
326,18.774941498854567,56.50159660506979,42.75332744271258,65.12711509360341,0.0
327,20.441905180304776,55.90608191720824,60.890046101690935,58.215454764343335,0.0
328,23.16978620808716,55.14075614949599,61.71858671200742,43.534051090673714,0.0
329,20.975391787815283,72.4184967196782,80.96647557387044,62.68206169900175,0.0
330,33.263816915069846,89.16143408321422,78.44413648897955,37.64568504394732,0.0
331,32.19548848586549,73.7144932783276,72.21335514241954,41.9047061604605,0.0
332,25.02672677013544,69.37570187490535,66.51659417565665,39.79750483634836,0.0
333,32.73573872412452,76.80192218261578,73.04747782796461,48.60895773743165,0.0
334,21.795966234773147,56.91763478379056,61.33893521169731,36.6215732815768,0.0
335,19.87289234475829,68.21854361220186,62.0121808596527,49.31897004018768,0.0
336,29.133517171382778,77.23131871808029,69.29901792991546,47.25035789022115,0.0
337,26.925748397168213,70.6766718369438,70.3409599569588,42.599489597094454,0.0
338,26.59340187489908,76.35533929215099,72.00116307129136,71.42532559509358,0.0
339,19.846057395828822,64.29257594923152,64.31354646467616,57.54030862847962,0.0
340,33.642635649596905,83.03912587218524,85.62858827269321,62.990065745536434,0.0
341,30.324320735447017,70.62798189615856,73.88151207602426,49.8536289632602,0.0
342,27.36754400650696,66.88157473690376,71.48416122024283,64.03662412129556,0.0
343,33.538821460727725,82.80573119707194,82.5348873771767,40.62521746825636,0.0
344,17.595852959567704,59.918209348339055,62.24256578775805,39.93955308447848,0.0
345,27.515888927795523,79.11328138806296,78.65037169000092,47.996235290471915,0.0
346,34.82436335289771,95.69959024714753,91.20075762058661,51.88317015000938,0.0
347,26.228614924604916,67.61290930704753,64.39860565026395,63.71865079107082,0.0
348,28.997482832556866,72.77267287240815,76.71283565328912,45.74988054571077,0.0
349,32.836955930007,77.1855004358813,82.75184890026415,57.04537926897773,0.0
350,16.53645131062063,68.48181483606045,67.79342692926258,50.407447173842904,0.0
351,34.125070525852,74.17533173386212,81.67294819781561,60.6844685933505,0.0
352,22.061452159876332,60.37339548045056,65.88362785676597,41.522137520536155,0.0
353,39.182135165822444,84.43848664424347,90.77459636170836,51.29583489540629,0.0
354,27.91482559587228,63.968781554415806,66.84212600576102,50.2375587390544,0.0
355,22.94172781011338,66.25162366937803,69.88142028421865,49.62850079133104,0.0
356,30.578514187790105,79.10402054073717,75.87597130776781,52.072597188838266,0.0
357,42.53411413507076,101.94493636048276,97.43297447326408,50.905404083992295,0.0
358,26.7010453168102,77.33577923618914,74.03952436829437,26.197186994039342,0.0
359,26.4738930288974,74.25578556424293,79.25099601375638,44.03354863177261,0.0
360,23.46443425727363,70.01047346689471,65.99002292790026,33.16865777442854,0.0
361,27.826405520368276,79.48496553348714,86.96069119537282,43.58852792017408,0.0
362,26.00365778020974,69.45501580086365,68.63368278553729,63.7468667821527,0.0
363,25.728575186877226,69.27664615999338,64.17774222405282,33.19399916835643,0.0
364,31.03992474307805,81.76021645326998,77.36978105507131,35.70763094001887,0.0
365,29.780781896169266,80.95199905897299,83.36109141968167,43.66118539191552,0.0
