unit_id,EthanolYield,ViabilityStain,do_pHBuffering
117,34.13160760580281,-28.536985216062163,100.0
118,52.095887878706954,15.54519189721322,100.0
119,31.310299158325375,2.7249124883500464,100.0
120,22.39005248988069,1.4869670482191175,100.0
121,38.72972671176118,-18.837491975973442,100.0
122,28.558453811366945,55.25401363683586,100.0
123,25.42187599862922,-3.5984819874086362,100.0
124,35.85498882952565,15.98644931281119,100.0
125,30.94422309889213,26.343748589463832,100.0
126,44.46537424281656,-6.057111089550743,100.0
127,42.26230743018282,28.773954858768136,100.0
128,22.759659389627505,46.04391706332899,100.0
129,36.00496314322602,15.505304423615593,100.0
130,37.85177345321158,5.4567659491380205,100.0
131,44.68463701714175,25.10414083388577,100.0
132,34.297828399862766,-13.483953771532562,100.0
133,37.04273466902407,12.195782669224895,100.0
134,29.010159679916207,15.831744380901775,100.0
135,39.73732388112522,-15.244566430451922,100.0
136,36.627676621411126,6.2603927090685705,100.0
137,41.98769108958318,1.8211376034816702,100.0
138,45.67686710282819,10.858953987243815,100.0
139,44.159634160676426,16.54134932013474,100.0
140,41.074472796797146,12.828397101364267,100.0
141,38.19297611218172,-12.20966398828936,100.0
142,30.726994161081933,34.04837797613406,100.0
143,36.03872490351827,-10.19626371612718,100.0
144,41.02865696734028,3.825367855473761,100.0
145,36.738440547163734,20.86466968572458,100.0
146,47.02329570497021,22.205559055289626,100.0
147,28.255032080885677,1.538104275144435,100.0
148,36.31046110881866,10.146859565172283,100.0
149,47.51048196329805,12.063176138849089,100.0
150,34.22346999080298,2.1681130190774773,100.0
151,41.97505040598991,15.493513212872408,100.0
152,44.399406554701606,33.01576261125786,100.0
153,27.721411916567344,24.199416746062077,100.0
154,37.80668184573926,-6.758725461975704,100.0
155,29.94614624603914,19.47578683953263,100.0
156,22.388656546720057,-12.615545890454683,100.0
157,34.55220450013818,35.86297295764318,100.0
158,32.970272978695704,4.215412790324174,100.0
159,42.65431849525565,13.185793196687541,100.0
160,46.55212169819575,-11.530344161605129,100.0
161,30.75766368798773,8.734149207140723,100.0
162,36.949684686371825,6.501296846765351,100.0
163,38.96278731948259,-2.2479129079556177,100.0
164,39.4958507328855,7.077270783462393,100.0
165,27.682739444556912,0.06095993792773946,100.0
166,25.048301740788517,27.094947440182143,100.0
167,30.976717101061755,-0.5773942748737113,100.0
168,31.771381980166712,7.010887377071886,100.0
169,27.727638710696716,-1.7892986761601755,100.0
170,46.954264309265675,-10.245035166104145,100.0
171,35.69539102560437,-15.687240800419978,100.0
172,30.682796839711656,15.14588457633688,100.0
173,37.58359366499889,-3.8437482050799776,100.0
174,40.406528156104734,-1.0629688757025644,100.0
175,37.65856322303038,-14.665142621994004,100.0
176,39.18206101063241,12.855315114798554,100.0
177,23.184761610733815,0.8534153415757348,100.0
178,38.81390618058933,19.827672618692198,100.0
179,51.06671993491528,19.450290796252624,100.0
180,29.80843591119867,-0.5127785651287518,100.0
181,39.69182575564667,20.312857703192375,100.0
182,38.43268551861656,-1.557579848221014,100.0
183,36.94309674787666,26.490289195891933,100.0
184,40.82945305736713,32.47733205809628,100.0
185,28.997246833019677,4.239058738072136,100.0
186,41.97227249862394,-1.8170072603686211,100.0
187,30.83376521246062,7.392002216521759,100.0
188,31.53322056985517,-15.250582690327597,100.0
189,40.089875645542385,20.335802842443762,100.0
190,30.037479088659406,13.168814635693789,100.0
191,45.33299215539856,6.295400202268893,100.0
192,19.021028444808586,-12.819595320709706,100.0
193,38.5373749719982,28.40491863064586,100.0
194,52.27448769686416,8.786638335241982,100.0
195,28.608314342232717,22.604654171209933,100.0
196,47.26203423014532,1.5836670796532246,100.0
197,28.4747293139013,3.9946542297332757,100.0
198,24.844222786137607,30.515043576517886,100.0
199,29.299582164476206,20.61913386542956,100.0
200,44.09902799907908,23.1851145413877,100.0
201,32.81859276043772,12.84583235590546,100.0
202,36.48446536933042,11.727823169186486,100.0
203,25.387613320032955,15.800578790193796,100.0
204,40.40374227546918,0.5698014299131025,100.0
205,47.29982385457201,-0.7939271690649434,100.0
206,39.28365565299344,0.10557082443037125,100.0
207,26.76772963521333,14.419949017878896,100.0
208,31.736474857506124,15.124352384132187,100.0
209,31.618832271245225,5.514043219964123,100.0
210,31.48481741630247,16.65821298382498,100.0
211,29.67244665111999,14.886679019608192,100.0
212,34.13213303686153,-43.4299269683173,100.0
213,40.4345417215773,29.74575586347487,100.0
214,37.43133663065977,27.656791299448084,100.0
215,29.717863611068744,16.86984494197554,100.0
216,36.57941387561062,-1.653231089924276,100.0
217,53.74008823843238,-4.861564594414954,100.0
218,32.82484359037249,-9.739661893859765,100.0
219,25.965532500449427,-6.136048018774877,100.0
220,30.515799706094782,-12.870081705896627,100.0
221,38.70782255694219,9.918349850913927,100.0
222,46.29645297613537,19.343387046148052,100.0
223,40.60336920402014,-0.317898263366553,100.0
224,26.003693844977875,22.046254960103656,100.0
225,38.03619122835035,0.8367041059072626,100.0
226,35.4801424105418,20.97081358245675,100.0
227,30.07233802731245,13.386008381879385,100.0
228,41.62462339596742,16.763859801515366,100.0
229,44.52049860628428,-2.8472657906918695,100.0
230,44.78958595060192,32.95849352441071,100.0
231,27.475186771239876,-18.841374547169206,100.0
232,33.95390413748546,11.645274457268696,100.0
233,43.73277875303063,-3.918456715792539,100.0
234,21.014599907527867,21.79618927233068,100.0
235,29.473936421895306,10.507301541915876,100.0
236,35.72279578708699,30.58107252671222,100.0
237,33.85529488173607,19.480136825482305,100.0
238,35.65914300850016,20.055002139215595,100.0
239,28.285563271404797,-2.030745615434979,100.0
240,33.283188328485366,-15.250581937098648,100.0
241,28.874427736205654,13.64155704887243,100.0
242,28.70947984256812,-2.109357424392975,100.0
243,46.74756880822735,9.623251070378968,100.0
244,43.58970436488814,12.901819430156214,100.0
245,41.22914195348297,10.857886613725654,100.0
246,29.963572202534113,-11.60579965683505,100.0
247,30.601160910050638,26.09359408091743,100.0
248,33.61902013136858,21.52838550858923,100.0
249,27.847902595723486,13.940219263023547,100.0
250,45.67955780819186,33.635151052023474,100.0
251,31.02594432233721,39.089156248225855,100.0
252,32.58686273474868,-22.2562533768593,100.0
253,48.91012747162648,8.07753373516459,100.0
254,29.350502161805082,11.164599129424577,100.0
255,45.46345812482048,0.21462649589054372,100.0
256,39.89699786069841,5.808775841115358,100.0
257,38.01257069424868,12.815340507636943,100.0
258,27.798224026099305,-6.406955858339423,100.0
259,31.091764980194874,32.971792640698695,100.0
260,24.375770448845874,-4.278104415750194,100.0
261,19.723733155532784,-20.36982832967849,100.0
262,33.40644214766712,10.812694528955916,100.0
263,36.301669663630186,18.240236687975628,100.0
264,41.78012002383037,11.887038990996796,100.0
265,28.40596383664966,-29.818136925853587,100.0
266,33.83003962759215,-23.97734699397541,100.0
267,34.85643514914053,11.04696572119757,100.0
268,31.490902412137544,2.0038091199721695,100.0
269,35.96549014582332,-10.74067544129625,100.0
270,39.63680358653682,23.95831683552661,100.0
271,38.39815184655539,24.21337652321208,100.0
272,24.09865694554017,19.2103160939618,100.0
273,37.10607179397541,-4.337002654944939,100.0
274,34.92990129975028,15.823305252424595,100.0
275,31.970046801698217,22.129666194514535,100.0
276,40.34967031190678,-1.6647283072681436,100.0
277,39.437569413173925,26.620444269627566,100.0
278,43.320262517430784,4.808973653998852,100.0
279,48.23284776844477,60.25878517676177,100.0
280,28.576038923265607,24.32630251066664,100.0
281,31.042104241836377,2.170568044809677,100.0
282,48.3172702244458,-0.8881677478034522,100.0
283,34.1622952963942,8.79227738238179,100.0
284,42.89980750677465,3.2924615230657723,100.0
285,32.95547448109869,16.309568884160775,100.0
286,36.619201789340146,-19.241144828604643,100.0
287,27.913210500179673,-5.719248193502398,100.0
288,26.433123302025592,-12.513292329810543,100.0
289,49.08366704245019,-7.79677935753287,100.0
290,37.67452512482,7.6425262255744455,100.0
291,55.00367301806877,4.9646201385303685,100.0
292,29.21842732090758,15.810627784865257,100.0
293,29.93663637694811,22.521442060059798,100.0
294,27.98287504594375,23.63823935712226,100.0
295,39.88990805325827,34.6515971324245,100.0
296,32.197300329488016,12.37840287298197,100.0
297,28.723917296120256,8.975728246635981,100.0
298,29.44900550269937,7.748263885680669,100.0
299,30.522307508874608,12.329780296090696,100.0
300,22.751076492676955,-13.711739951053847,100.0
301,34.56407967102924,7.887764879464184,100.0
302,45.15083922705974,16.95090071784102,100.0
303,28.79887880191417,-22.04504082322514,100.0
304,42.62371716816134,19.74558232575614,100.0
305,40.129010842909906,-10.571147321753745,100.0
306,47.53064147280136,26.38185962609019,100.0
307,33.72523358267645,32.75215185839181,100.0
308,33.3445383004112,29.88854257817861,100.0
309,39.3145706047924,4.2629140356784045,100.0
310,37.94960416623677,22.605745069518825,100.0
311,32.482468054395866,18.016033484808567,100.0
312,22.08496951320134,7.8821816788262495,100.0
313,40.358018669909754,-2.664224638622784,100.0
314,29.644492030086624,10.656787930826617,100.0
315,30.713258455491683,0.7212009637945176,100.0
316,35.68911571010078,0.8935283956771531,100.0
317,17.43645156177395,29.331245714910896,100.0
318,38.18618775682137,32.919752759447206,100.0
319,37.83796901265383,31.502640134200856,100.0
320,33.629657300576284,20.348727775578553,100.0
321,31.486538396724505,9.03565809866566,100.0
322,32.70362368259126,17.783825489244002,100.0
323,43.61266426641218,0.6072417739681999,100.0
324,22.8340920563005,13.848856066308862,100.0
325,33.026311158516,11.758109193412553,100.0
326,45.4802182174164,26.708898606147187,100.0
327,42.33718834871177,25.191506893127055,100.0
328,29.658789650800482,-3.1572495454845058,100.0
329,36.763524594361506,38.09678758346433,100.0
330,18.729643085045875,10.738492554998043,100.0
331,20.401932154784067,-1.3058160549537412,100.0
332,33.81036437570985,-1.4886907552313744,100.0
333,41.03780110819341,27.271492097140175,100.0
334,26.119687413585137,13.112670672498954,100.0
335,17.11166405508493,-9.317660950968325,100.0
336,25.43069585651781,22.135903904060942,100.0
337,30.59806757018915,18.075960204584938,100.0
338,20.611146862050813,36.03407498753232,100.0
339,28.364156280212022,-6.250310938973319,100.0
340,39.16230257749124,-14.773389249146845,100.0
341,36.81278022423316,29.01217668182848,100.0
342,38.8828457808965,-18.830951308024513,100.0
343,37.68018391537254,21.573183383745047,100.0
344,35.06583348406637,13.558801851777131,100.0
345,34.52009563550951,-2.544536186344903,100.0
346,41.454027296354795,-2.3613591813100836,100.0
347,33.162774286000044,23.758604379716786,100.0
348,35.38231256783526,2.236907119210364,100.0
349,35.4651857879563,24.206247670540307,100.0
350,20.918284331183767,6.52199928134937,100.0
351,41.70466759602861,26.51367639019548,100.0
352,37.322841371874006,15.079597813970393,100.0
353,30.64445672974346,23.1279874427158,100.0
354,35.10527608570576,23.286671693772306,100.0
355,40.93486747359102,6.4268369110403984,100.0
356,45.03597821678803,12.886907701240972,100.0
357,32.925323616386216,16.644597001123017,100.0
358,37.88607233839202,9.497052823249277,100.0
359,36.91902399174951,21.334509806420513,100.0
360,38.52203390100405,6.025822937945252,100.0
361,37.61839830561892,1.1312791538332858,100.0
362,37.21845403625901,-16.681691620928866,100.0
363,27.437667010871266,-3.8062043514161505,100.0
364,40.574225836147896,-32.87920730264923,100.0
365,33.54373260085121,16.987332054626112,100.0
366,39.474069299328356,22.112359177510967,100.0
367,41.460694729541316,13.596915145378055,100.0
368,43.08571781669073,-0.5635828461657137,100.0
369,37.830052503512796,-10.326945928695078,100.0
370,27.89742260725922,10.39885904460809,100.0
371,36.11527242846563,-12.712002541995172,100.0
372,28.86328103234584,21.890614795333125,100.0
373,29.617901875353873,20.376316441485777,100.0
374,39.84636126229535,33.39597380650574,100.0
375,42.420452367441214,-0.763897096759445,100.0
376,38.49946046920515,17.15449677061067,100.0
377,50.213082229009345,-5.250454690640417,100.0
378,51.30700667965205,-16.043047875935173,100.0
379,37.41003227587658,27.321808498934836,100.0
380,34.735120430184715,8.87849194847919,100.0
381,35.986920264206425,15.896069637152124,100.0
382,40.78627417535241,-5.697062757542257,100.0
383,40.96317491400333,0.8839865358834231,100.0
384,33.516570985642666,5.197341089102739,100.0
385,30.78013476927216,-11.237488900754101,100.0
386,36.58794052031032,0.46708387687367114,100.0
387,34.52664036248482,25.5999752494489,100.0
388,48.62462568711812,33.14608463209686,100.0
389,32.27580080331616,-12.228955990119314,100.0
390,35.52829393495852,5.286713897967649,100.0
391,47.909693465557254,21.602846833649323,100.0
392,32.81042231260014,27.99012078383939,100.0
393,45.651258214830996,5.9674176469895155,100.0
394,30.190807726689737,-13.962065922468657,100.0
395,38.754697659171185,7.948757755836192,100.0
396,41.281054222782004,8.608264894123796,100.0
397,31.766602782767002,20.723227792543558,100.0
398,30.9113472812623,4.751573609637481,100.0
399,29.176437955283927,-10.201706453081385,100.0
