unit_id,pH,Osmolality
298,41.63672885663893,29.053325705984463
299,54.286791270996034,69.63241186753278
300,48.47940747277895,51.44529547638211
301,44.729233320093904,44.59929155454145
302,50.30517323714005,31.99345500293342
303,32.69699263014107,46.29735092174466
304,62.523091605866036,41.495509547485455
305,41.47716954479533,55.36647896189193
306,46.91255554791063,55.7026377719893
307,53.59253275754756,66.51077452388452
308,63.136599974291194,37.279079607667356
309,46.81889844258009,53.93314681541367
310,48.80519811509096,49.173565483818365
311,55.863401205155384,29.69413565572132
312,68.0820832916169,47.479282925142236
313,58.20205373924506,45.659094514718724
314,36.111451458032654,49.00018715123876
315,41.82478441686186,51.07304918167549
316,51.90475305816247,41.90694448309197
317,61.81085236902277,31.89378644306685
318,38.00172799528707,53.97578199314825
319,57.02197082350827,73.57091618196667
320,51.13725463285481,51.27625115337843
321,51.1751621519447,42.30821163359712
322,42.63192755172398,51.42539114790062
323,40.844776300384446,53.34397476277956
324,51.40162733829764,51.02276457600537
325,32.571700960486055,36.424788181731635
326,41.633034305915906,61.88977790333983
327,38.63089877889928,58.32802190899509
328,32.88486585435951,45.17196673076744
329,56.49255435385433,64.68246481590829
330,52.801333790599415,54.09335845906086
331,37.27697550329206,51.03899666370563
332,51.50080277642398,47.1027205273215
333,48.980346043878676,53.40590144905359
334,59.19294014044865,57.710102488741214
335,61.822768000352895,57.531916348267835
336,39.3687142164297,55.43006018198882
337,31.711591907764422,61.840628195822426
338,45.15176705320113,57.79244804059272
339,74.78729287923113,48.925992621299955
340,60.999950584087976,42.384687204238354
341,36.92728509502613,52.319518819996944
342,66.42906224113013,30.601568579437853
343,19.955631191788402,56.50281823302276
344,53.756494262862226,55.72049803615064
345,31.892769180510584,49.54704780278685
346,24.174158341911035,38.14439744409293
347,79.57018230231206,64.24768538115106
348,56.385362748375286,44.70857681299316
349,53.745240971332095,25.681095686939663
350,57.86859894584458,32.762695094605796
351,42.35675333717774,64.63129416970692
352,75.02139214160817,49.346892627558205
353,35.99658741329357,45.27110752776589
354,45.30082832979299,66.8733606576578
355,48.420736506790625,69.7891809046358
356,63.20330770526709,34.037124454660635
357,36.615700849247126,17.70682741311729
358,23.592426215856563,58.045933338323536
359,63.80806974374724,46.47261606835528
360,46.49832156903442,51.578702446461534
361,63.86545615367385,53.154049863959095
362,45.25165591396285,63.35653400441989
363,66.88780282311559,65.56919127825874
364,44.9160363451603,35.07839909667911
365,38.38398780875019,40.95169884446052
366,32.420964299686446,52.47700197712735
367,50.24370643945511,58.1269541642736
368,53.297023586714275,68.15797542372025
369,33.458902563643676,54.814347697235576
370,42.47775324891127,62.2309261393907
371,49.52946075333507,50.28363872401485
372,35.135546787863355,69.88646406286102
373,45.65146396785142,70.57118410976089
374,56.61446223577947,73.46682141664704
375,80.40396707208933,55.9277109457753
376,47.50488487845243,64.96040320857936
377,43.92357203484562,27.177633816033236
378,26.30555231379472,36.82896535956057
379,52.66627515788525,60.04430115772699
380,49.817134820034596,58.6824954208301
381,75.3900667312956,38.89690059662963
382,34.49945699165634,50.85130412749122
383,56.367171710435834,55.33468562486367
384,62.11556262773119,27.21971261151401
385,43.54203838044423,36.01022574728642
386,64.76857773018826,35.131988418292416
387,55.25263659361772,30.381591992471883
388,39.94305262746517,52.32033277725662
389,71.61857729166051,42.84271585943621
390,58.752576248874526,34.5910412843614
391,60.270227010303394,51.23020876315573
392,36.832397251957644,54.0705176278124
393,69.8356970247454,53.188814991472164
394,53.903742811377576,53.325001961803835
395,65.05610827982619,52.48073143140733
396,52.83194624868473,60.42557629580589
397,54.534688582275216,52.4836901267614
398,50.32884646862873,36.815747110658315
399,48.913103189264326,63.71902156355897
