unit_id,ViableCellDensity,FeedWaterFlowRate
66,41.51429600746465,30.222234596506123
67,36.91821881965958,48.801271082631736
68,49.09094462784747,33.7125947145101
69,41.38720937178883,43.69006212413357
70,51.42854862917187,49.253190168030144
71,56.040028362544085,30.524845741818606
72,51.672172051641724,32.991237933546586
73,40.703420411505626,35.719152103509224
74,43.09704703038846,47.26075442017453
75,66.19233378901737,44.61641724354948
76,53.11694217568998,29.677909803863255
77,57.05113021639183,35.84162932386029
78,46.150301701712685,36.895367253982
79,14.61824031865879,36.02442979412744
80,44.598238123161025,36.613047594083184
81,55.38168003545441,42.27766946206328
82,47.13714673827315,40.33776209660929
83,62.04293300203353,29.159989841796826
84,84.65602751223423,45.92050949066214
85,45.69185157212087,48.71321334507261
86,54.240463185299774,44.93410863527022
87,31.43650570212717,42.44974227215
88,38.04489328551435,34.980812253489084
89,35.60655391506723,40.45262568889407
90,41.826556243892846,35.09285278564599
91,39.5609531685558,54.68100591851196
92,37.66768714096295,29.490900281910303
93,46.12629417954644,45.98832273195133
94,56.531814325662666,45.30417418443679
95,42.840308450538274,51.960817270442
96,72.64169644286778,41.68392158799049
97,66.2716071416764,41.57929983218518
98,44.184275974240485,43.5427013538654
99,54.3021152637408,47.91084582684318
100,55.320669200822216,51.65178727839128
101,54.00112680901474,45.6925843041905
102,46.750642964891135,24.262105582348273
103,32.72209634920583,42.27131748238046
104,41.24070592554292,42.164910640923736
105,47.28443492219211,40.698194245564885
106,54.87980498983187,37.06413779987509
107,48.60398001005507,44.27690493706806
108,55.28926032929946,43.147632570465646
109,43.69664599041085,44.03408512621776
110,46.973270315745054,53.643071907410715
111,41.197067415096804,37.59936480809368
112,50.446975130284,39.55068217802526
113,36.79718768250154,32.39267978573425
114,41.6301672825249,39.201802279866165
115,62.15669844757358,35.72752163367031
116,57.513480864809864,39.37288041006525
117,76.81837732804827,39.57821521178881
118,53.57267958339219,47.111979595006346
119,51.48498941514519,47.53130326315095
120,46.768021597402324,25.739503504520684
121,63.67030120405326,40.32033335868337
122,41.720586120180684,32.681727935243444
123,48.91752771534276,28.261393751576907
124,57.855366500513945,39.632120798565495
125,33.36304030304325,43.42085740748969
126,39.20262413449555,40.32767970616138
127,35.49530402146187,37.52784330565667
128,45.70826089077157,33.074809941489654
129,51.431649379353594,35.23469913088971
130,53.56149751153685,38.038293330814255
131,49.32134035750102,30.57418014087049
132,37.071451907408516,30.011102010910744
133,60.05598221256794,39.39793021370171
134,27.887918359005894,42.31402564676718
135,45.176906465637636,34.32858542122377
136,50.56176758367628,40.05569627749182
137,39.83854969234083,45.9717492489419
138,58.148451961242195,43.73985991935454
139,67.12023739892108,42.98521568623176
140,51.02421691253231,33.335731014657505
141,45.99142345419485,40.37519706982868
142,55.45924839595878,36.03451953022812
143,65.76202387724118,40.0142454469258
144,47.184277746751086,53.53132829147448
145,34.9598857369897,37.4195155619412
146,56.49713856779893,47.664300266637184
147,90.55228190154571,35.50926939328638
148,73.73477855954312,40.32834887257519
149,36.04441331683139,36.52655678721543
150,49.11463065120823,23.941224412578123
151,47.79485258621496,35.866011331421646
152,43.72353494890695,46.003984662716825
153,64.64558087489523,45.64671519331036
154,59.95925637191884,38.932731991429655
155,39.940685211211246,37.038463979315075
156,49.35820021136745,46.80534507081076
157,44.00405842812362,39.70771153587497
158,51.62204536715889,46.842178226743705
159,33.60408647590528,49.963808187404105
160,52.18209914509873,45.65346040294225
161,47.779844852644466,34.42393062794449
162,53.24210938078277,39.72979326577349
163,44.912931807475466,33.85996346976137
164,37.36407415886526,46.447426260500116
165,52.08594812236753,26.26439960446264
166,67.48780871078228,43.632222855601626
167,42.964451157371194,33.88574875973626
168,56.804308103383036,29.78529869071948
169,41.496917838186484,32.28664661700397
170,59.945542896196,35.03162555025079
171,62.548535021835804,38.20849969556004
172,76.9501355896927,35.655530749242416
173,42.15619689012345,45.23665695783149
174,59.33319248254644,46.43291484987437
175,40.94366317231402,44.03730897144641
176,71.72648263545474,47.44962735721567
177,59.32313275767421,31.73241341739578
178,23.198217858324703,31.05785733146935
179,50.05545812527617,43.219098391237864
180,31.60615007902834,56.05429092995895
181,62.38601505676902,35.04162252289584
182,48.24913275196206,49.56150738789485
183,59.88558400501222,46.78027798108387
184,63.7074982048246,41.225048337985896
185,43.73283767305501,29.82276903053596
186,44.24675500214802,40.87899130777409
187,60.38661771800007,38.97835368535319
188,51.117630198665594,35.855574798182964
189,43.349625918166886,51.962993670794006
190,54.72603517660497,32.3213814139783
191,72.96020876847236,52.501942592185124
192,61.35394154250482,36.83214502506368
193,27.075492652314985,50.59766535881616
194,52.735725493586195,37.77741359899845
195,72.48361971579432,38.12940653181141
196,48.43457932482097,40.231398474443466
197,46.49608495515456,39.4150782055313
198,66.74238820279703,29.019412406246133
199,54.15105363599297,30.83568573288001
200,51.72028400033013,60.723329690626606
201,37.895662027615764,43.760289722176466
202,25.769947992416803,42.03451824576894
203,50.14284075713746,45.238487344830986
204,59.31353562293322,54.158150823261636
205,65.45978933877527,36.924527225584455
206,44.14408932557394,38.326454234064386
207,61.22982687520581,37.081703069672486
208,52.60076766559803,39.97554470893489
209,56.16855147902645,50.38348021546761
210,41.30084165089625,40.6014709289356
211,45.99392064799685,44.58752563874463
212,55.530371680260345,27.698431615601557
213,64.10313457766377,47.63370061153392
214,41.88565821909519,52.85408918968881
215,45.59580144715589,46.17050650064392
216,47.62096942765051,26.191134682933
217,38.831404159594015,36.9853988963664
218,53.80999281795707,24.761750611649493
219,34.97473844914917,29.87948927238819
220,49.95463930382763,43.81442481901598
221,62.41232526134904,47.088333331753084
222,58.27161407004233,28.41649985747307
223,57.67164874551659,36.21212768206207
224,23.134852739071505,39.91782921741176
225,37.643410006294545,33.56871524987488
226,31.34799738397597,33.88669581171833
227,32.595289229963406,41.75070398630316
228,58.86041216076308,31.023353796021066
229,37.74354268325082,48.894188327267514
230,49.977710264745845,36.46155589572943
231,49.19291068054257,35.525563358156916
232,22.87265896754109,43.20648316390591
233,55.888436649081754,47.493512864285826
234,27.741558790899955,50.053932448776834
235,63.0719044283707,32.78903974376987
236,32.908076949243494,32.60959047995922
237,54.94274894545365,44.61711825834241
238,37.06866447678441,30.579476377686902
239,58.889962919886315,32.34887171943098
240,57.334892894433374,44.786822743161224
241,43.44948131834389,40.62273123601007
242,49.5757803841295,45.60733284127454
243,53.24592615187556,46.4284325628208
244,53.48656360782629,36.671559854524865
245,40.33905456269113,48.24392204547797
246,38.30460263677998,33.27958914629927
247,53.46239748980326,34.37211132170147
248,51.33675745941784,50.338826758499
249,41.49824078569273,34.36876352895367
250,52.93632016604582,55.80527141404357
251,56.47526573967204,42.79084558870074
252,40.22245575401339,34.105830514943634
253,56.86478463743115,53.49139245127286
254,54.81105194178311,36.65638411183275
255,58.551611586811774,42.62559018507264
256,39.037565144941276,43.81106770264652
257,55.438801707886995,43.64148636253426
258,54.487600422596536,40.792985458908944
259,23.539074025004833,41.947633973083555
260,50.459417392907206,40.4663868450226
261,46.3013284011176,34.539545944239585
262,51.25323549381309,40.79233865283107
263,54.12770209556155,44.31012943259047
264,60.45688825959697,35.49091030823473
265,65.76753784577234,39.904856942746974
266,33.719995594387264,28.415807670910755
267,53.080531844417095,40.575246795630754
268,62.906729599736984,34.349053585928445
269,41.3554694887215,33.51788515631722
270,62.857225791537076,46.814013215356546
271,31.42430680990491,36.42067682146971
272,38.766674209264416,36.83265428265779
273,47.72712618066207,48.80832571725812
274,70.58417331326314,29.561133243374492
275,62.999842576884404,32.880004770279704
276,55.23347301416509,34.139305510673644
277,55.56713672653754,44.53924526630843
278,47.90964821229095,47.50082851766014
279,41.66283130174013,41.748827907011226
280,67.41593096965545,41.253825280724996
281,56.28974768093156,47.38251230939372
282,76.71987816298125,43.7539548490847
283,40.624659524016586,31.2675249133741
284,54.86865822189722,26.154832270199993
285,50.8470042719092,41.98978309028759
286,39.66649207533253,37.362089850182194
287,60.143945351386705,16.681277018410555
288,29.437234162165133,42.55723983249344
289,53.721771703510626,45.63249693911725
290,54.24758066840452,34.28322814772156
291,51.69166985753992,46.73295730768773
292,32.63493651332368,37.70901124413939
293,42.06116204097241,36.62615334311312
294,48.732542320810644,40.51994493762913
295,47.62880985444396,42.594387744432446
296,65.55215932098224,38.50989369749538
297,63.994100701522456,42.370234090070085
298,63.16006222174766,36.1400381557737
299,56.05017796224165,35.09154732190839
300,34.87108348204438,44.05866439688719
301,42.41331793669985,40.72066913372488
302,68.13508066599007,40.93277276225844
303,66.39858842775988,30.032724127719014
304,51.92145072915902,45.17047828691139
305,49.605843383218506,42.303615828615705
306,44.77931504215862,43.119113223914155
307,38.86646118404403,45.325729075943634
308,62.1067311768827,34.11402220389283
309,61.425662831944074,37.34337815114721
310,41.417091661239894,48.71031394221388
311,45.78398884628837,55.06474935166074
312,47.56183088186556,34.2620137530986
313,42.59685002800894,40.32822186515929
314,46.684282972956865,35.74209964062208
315,46.72561252354345,25.6678211372509
316,38.611503770753565,39.457927807437954
317,49.67170212456644,40.2773088759835
318,52.346372231918195,56.55306914204675
319,54.54321762380221,35.57025508328108
320,53.20901397511659,47.249617737673255
321,59.46686822334462,24.85072734721637
322,54.679260611150745,46.44148870297691
323,46.39786940039551,37.99123616446371
324,39.04313290015931,22.535418203859457
325,59.55792020481341,46.71276289240108
326,43.21233574512091,51.71629161372543
327,53.12250709622069,42.596781981300715
328,38.545022616759056,33.13561079047534
329,56.36288047066201,50.510712082130965
330,38.129198480792596,36.412401737076344
331,56.23261011945306,38.142449744624074
332,57.12384072380597,38.9538959880074
333,69.04713891831403,27.392204410745364
334,69.27463484795697,27.437873271028778
335,32.875903913390076,32.73976975085678
336,58.35566074427442,24.06638587377975
337,25.310341582379294,32.041694382029924
338,42.51599580574524,34.832476395226784
339,37.99835707892417,45.47064776386093
340,54.348571934112314,23.52560138070016
341,47.748479690429676,37.01091701693183
342,42.110408323051224,40.87064008088901
343,67.16819579464463,38.39532158121983
344,56.52426595835828,28.372822656643734
345,46.09023909373342,41.361006084648345
346,61.286987411620025,45.818639599924644
347,44.871745907591006,35.62832207124625
348,65.4545179633995,51.586578149833684
349,44.10342421040275,47.55927755705252
350,43.84560188592192,29.542274875650328
351,55.90904563207336,41.25383278708693
352,38.51515322755406,31.743552364979198
353,41.516247714959654,29.671754038090697
354,56.05799802879127,34.75050794776224
355,52.793224489160075,39.328536324984015
356,51.33327344708691,34.61792371666456
357,45.05614989986572,38.661383544437356
358,43.27899234784903,52.19326788028831
359,45.75033039684547,28.432102305699516
360,47.3857423785743,36.37230974620725
361,72.65975829309957,40.00084465892126
362,26.330796400294382,53.63003467772244
363,42.526106424298625,28.196571715080786
364,59.20315119228394,35.564551525423994
365,56.003360867952594,52.99595921363856
366,29.288346242367293,45.0787441301617
367,76.24653812316018,44.67693647674213
368,44.967254497184854,40.55122740608571
369,39.76588015022783,35.42066020084133
370,41.2111554992165,39.172722262177246
371,50.44731679071518,38.28998318035845
372,53.021670879927846,30.738572304342302
373,55.41691341541985,31.076123364049405
374,55.354225712097794,41.14831776407212
375,42.98454180669063,40.86089873399859
376,46.81506701514799,43.44018527719281
377,43.099460756987234,47.48971931838105
378,31.08216847266555,58.322668191432065
379,43.67897987997385,43.61903188250533
380,71.21650306575957,45.794079010562044
381,57.9619479406901,31.072712134108656
382,41.76429077730228,44.6360144663413
383,33.335959460461595,37.75858325063234
384,62.21226050886049,43.12367543948022
385,40.77095752973376,43.82752628108257
386,46.61380351532243,43.96974456487109
387,55.671227202937445,38.18667449268713
388,34.29399590292154,36.09854712464968
389,66.29488243166084,32.96473887031713
390,52.09562255509814,40.48712033914766
391,77.85639556858047,40.516390950416096
392,49.24867538957554,35.210379816343824
393,44.65986545255304,42.87290476516625
394,59.02301302200057,30.299481387917496
395,38.49431752361832,38.22254907296611
396,51.77224272061516,41.027170398706986
397,40.76445254303652,39.64992998353965
398,42.74348337620325,39.707271044039615
399,58.198543635689745,35.453671621815815
