unit_id,EC_Salinity,PARLight
76,43.635696109163504,48.21976093818142
77,53.00193200896384,39.09057216669029
78,51.57127113051156,43.713407951180486
79,52.8333874838741,46.96796506672785
80,71.03820997643783,44.17339213676019
81,42.34421481352513,47.31652870702486
82,69.62030982963879,48.884802706694046
83,40.33696634296306,36.0966302852528
84,54.19357313642117,60.498746278646074
85,61.32801225675631,54.05555063167684
86,50.878109877489194,36.59515194569404
87,35.82974587473247,58.022205938078464
88,50.13766918404533,42.24227610360896
89,62.47252956360204,60.56778923774253
90,53.72493755064775,66.69576472280936
91,54.95218736618693,54.1521949499859
92,34.2556656515255,69.41045160588838
93,50.31852810594943,58.59982126786949
94,62.16031148515976,35.75455998496142
95,36.91906409691174,56.634678388515916
96,45.23573460918804,46.520116773567096
97,47.398173785055654,36.67989362132406
98,52.01261807738417,46.0848201135163
99,24.69586209099385,26.761030869531282
100,32.061316889008644,40.24856220242276
101,52.53553120218601,53.653264990149495
102,54.986880235232306,54.96811815987456
103,68.58659427149867,37.8026258541268
104,74.97698828447496,54.07110331815219
105,45.619892629323424,41.51150829027054
106,22.57526347890172,51.90101505118998
107,50.894782109314164,64.30570012312823
108,32.07696132380153,71.59301721733553
109,32.6484489251023,23.947047097314673
110,65.55926988594365,42.19349833962946
111,49.82904955862439,57.661102301270944
112,36.636241424308956,37.937094438682074
113,41.000498078233434,47.25668521965479
114,65.9117555261338,59.39765908402492
115,38.16893008300875,37.49334589112107
116,52.01712742691815,45.15546239417419
117,70.09970277409006,53.01273921851507
118,70.49066477694065,64.49385680485777
119,48.18371697380803,49.74814383396334
120,55.75581093440304,40.05545763699958
121,69.83375363644642,39.73763909862218
122,54.08645612353991,49.785136889138705
123,46.90949420655312,45.534278859904916
124,40.759544417330495,49.93471729196678
125,34.911171830870536,43.42832811069998
126,55.3136924826647,39.98028865600548
127,56.319372492567666,71.85855162225673
128,19.985734403448262,75.28452276964111
129,55.434365056793936,53.18870871549971
130,50.94707185698065,20.93325931595136
131,49.154957554974125,63.584986988577924
132,17.63885578232151,38.298011275362825
133,54.515928584143666,46.13901956485194
134,63.58816705978677,51.07695459307213
135,58.0917839686281,48.53637549788946
136,29.849219436918858,74.06213909062133
137,53.28969538027732,52.586344128300524
138,53.5050653935094,41.039639246512
139,46.9563958283544,82.2558607290219
140,22.72499316141839,48.89793025618509
141,48.822010568103785,47.79320205226322
142,32.830178838129925,73.57682235222154
143,30.12882474652087,68.72701622238041
144,51.99194723647292,44.463823802063686
145,25.908517378327666,50.61109605747484
146,45.002377873187996,47.36423465703593
147,35.6469014948646,65.92884972366716
148,51.489859340671686,59.27940066702258
149,49.81525543896221,44.40034814149827
150,44.227588809843766,54.084248388246856
151,53.896749416644546,56.27761282732218
152,37.299074699866054,56.14840907277849
153,67.63931274689524,63.420760850490346
154,47.186511463281704,29.296281257199734
155,58.54117024774915,34.175093314510605
156,50.68562341681914,55.197500096470904
157,22.569641989537217,70.17406578930165
158,59.79991331381796,59.778843156259384
159,58.562926320985476,57.42840852170004
160,77.06810171997697,40.04227518415701
161,38.387220424095844,46.92127460847484
162,67.52353589231355,53.87810527354496
163,46.05471748422679,61.818114535228105
164,47.86952445590699,33.1534297801366
165,46.45203589185444,47.03461592388579
166,50.01304458011175,49.870920965050736
167,44.83553223572373,49.54509306820969
168,54.99112634936132,67.99329727644616
169,63.38892095799434,70.86968061935902
170,81.69647118635594,33.14458040914027
171,64.701132119422,33.76281138312227
172,68.5118750905662,47.27510510434256
173,26.65561965769593,34.757813182783394
174,39.80480497296511,62.031693464174666
175,63.28806811834828,50.95776400547436
176,40.792433286858035,61.12779745185596
177,28.88699055351156,29.375514731177937
178,50.708502123647975,43.34305008033027
179,70.38623164786746,63.40978834645483
180,55.5394009626511,55.59889668337534
181,41.130211525953534,71.60592043858327
182,43.52906867807213,57.06952831085439
183,46.429835633502556,58.047518246229
184,59.106768820811645,51.15430497615706
185,58.776653961000235,38.573595879834954
186,41.35732798561915,56.64770824820696
187,58.55198398888842,43.18289535540759
188,40.59346396246338,34.00299938202514
189,35.99519331597519,47.48131533858849
190,38.732798952042714,64.4990621529971
191,73.58889525816522,48.60606066159501
192,42.410577150275685,53.17532381731482
193,47.494098902579466,64.83826759365391
194,50.511589338558906,42.71374084398772
195,65.54830526254132,51.687646569936696
196,41.713771037380006,49.45965397594819
197,35.14973344833111,38.31750833339754
198,40.46328339727953,55.70456245715201
199,44.12730353842308,48.46285005928663
200,52.611747365616104,39.478621018949305
201,48.35886377039058,52.45187974698341
202,20.335588783150705,60.330966886286845
203,35.58908808537252,50.24551572417867
204,69.03998740086502,20.9794533328215
205,50.42548348545819,32.087259921206176
206,50.34821370363779,38.609340355179384
207,40.6775354835462,49.638784905573466
208,46.534067064654174,49.99349487966222
209,52.93072250155445,52.570866493304
210,37.61567380890187,63.69688611075546
211,48.77214239590882,28.727986111593754
212,47.01078164372489,36.9266126036737
213,47.07595691057391,45.05656124857497
214,52.91688043431638,42.11331279494525
215,66.69261235984428,47.86932133282616
216,61.014647399462866,65.98191599189444
217,37.351372801329546,53.386280594258196
218,28.503117948718735,40.51344015901253
219,34.78687031329079,36.763047476139675
220,70.23815877102193,75.4125184087114
221,46.99159363162466,72.10164978331748
222,71.9808435262159,56.784046220546905
223,45.146601773239524,54.185388167369624
224,54.383252505550566,49.284559752961314
225,48.029183826584074,52.79884470113383
226,40.39912142213208,65.32183415514656
227,30.25739960285159,57.33874008902851
228,47.63647612446659,62.351743051126384
229,42.215395050741975,42.607024656881165
230,49.04094892285732,32.09050343860491
231,30.534667838979498,54.104863375610975
232,43.361664029817554,56.54705710741786
233,62.55596140324207,58.74432516652131
234,59.499376531546815,65.98924131551
235,39.28379917365373,48.23529708905441
236,42.969601042334915,63.11850296837519
237,45.7024242576316,47.78742763179545
238,30.486643489731353,47.51847782919276
239,64.07870668134498,34.05482050813835
240,67.15578485896228,49.60433314016276
241,37.29683562073671,43.37023105634073
242,30.690271721948914,53.85367525265868
243,43.82937059921168,44.053470350667396
244,61.15345833128929,37.56145741317668
245,71.64659060220218,60.53081689424645
246,48.38175991763069,29.408623634117887
247,41.3687260090644,44.03053148803802
248,40.233017919577094,46.010473011208184
249,58.6968525283191,70.47588791821595
250,50.13579114297113,51.93282966436217
251,54.16857681496076,62.755120388136376
252,55.26731458914119,50.352755128876076
253,56.325905730252174,54.690830826447815
254,58.92935137056989,44.03847104689024
255,63.85109344613333,48.47163649216229
256,55.58365489405392,63.36482255209214
257,62.813213908323675,61.74826046231279
258,51.62330598588389,53.96759828172551
259,38.542539411285865,61.262586222600135
260,40.401170676749494,49.91228543316478
261,41.300701577905016,34.71237082356328
262,52.43761312420589,55.1988975226297
263,36.96041344367198,55.5979949403556
264,47.336478595511686,44.363328874141345
265,54.45712432646302,60.0351581905778
266,42.45696268254329,57.17863837136293
267,39.41296124368249,74.77565379467666
268,38.520845836288466,58.24764303040535
269,55.5530252987734,29.916323160376834
270,71.74139049713871,37.32799932240844
271,48.945633500882934,63.362520746659875
272,29.30246297104968,45.34999528270445
273,53.19543413767879,27.112619487126622
274,57.451387008380124,56.93611696411702
275,47.60319845030441,68.33722459310839
276,61.60047059131727,49.936053666385014
277,46.6653714583929,49.45012004070464
278,37.34361228783992,17.212662949914186
279,74.93958288694324,44.42385187035153
280,47.45139289649252,59.43258800217935
281,63.4967401492774,24.147561052952632
282,54.14054456990449,43.32634522694663
283,63.26172345802917,54.356726495538474
284,54.20970211917018,58.778225554741155
285,69.60516483067154,39.85097253073788
286,27.03632937448377,30.01333675342681
287,49.267918588339384,49.294028464964704
288,48.219756424392315,60.190174421995174
289,63.136010602381454,54.64126693851138
290,54.501972836021444,61.87295887543566
291,58.339637912388056,42.0217169223537
292,37.562605976249785,45.57698199961614
293,55.44027695580451,64.85072381720894
294,45.94693639771328,52.17265179234785
295,60.47391553967219,78.40773604776108
296,41.848591465544104,37.71430112607922
297,41.67630087543035,41.22429910450797
298,58.77614494156814,64.96625329279593
299,82.95593524046879,56.92817909564182
300,45.82957308809053,62.77120228282319
301,48.78098733584005,64.05035450839117
302,41.99035228640247,64.39340280133278
303,56.9259637630584,32.622099108353254
304,51.585704889703216,56.95232513415342
305,60.617917788098495,25.471879102140424
306,64.0272368013199,37.395168949544384
307,66.2023770001295,58.197702012694705
308,53.46118724140369,38.42783159492823
309,44.62460177331218,40.22136924068932
310,48.09403521811224,48.58281263212586
311,45.160990958854015,55.745488855988
312,53.810361656717916,48.26191205905831
313,54.38864164057326,50.610301871562015
314,53.78239742842662,27.224587676329897
315,35.81269137458664,32.12594159485871
316,80.35991579040521,38.368832986832054
317,40.85387552762225,53.036553197881105
318,50.67246205596739,53.397183905700764
319,27.406790458396937,52.03546969908413
320,38.4927701589271,64.01454703584145
321,48.79985182278527,54.191071140306384
322,31.36357650585845,69.04649262538527
323,52.283425173368194,43.82788559901032
324,38.73606395986104,48.980532555021874
325,54.548820567708496,49.60708160389333
326,39.813899414219016,35.270070831441075
327,47.7719243678529,62.36924926751158
328,56.21083924756224,49.210676042033036
329,57.8929459101188,47.815890533067034
330,43.24518516584102,47.77466350257417
331,39.573799655029276,31.304719896076804
332,71.94723435873296,47.01914231311068
333,44.232034642234225,51.483012861592336
334,60.93981918657186,47.32173429764383
335,47.10130187123119,27.630426343606143
336,58.058571418368764,65.82414099021136
337,23.05916247881961,60.059348790167235
338,50.0740499405358,48.653635844427995
339,56.7776862193281,39.860831618785966
340,42.50684127976643,51.08807689073356
341,64.0215003265823,56.13568936581511
342,43.87230688437881,33.271457324676454
343,56.111998280899854,66.52552376616826
344,56.86958937626886,57.62972348146411
345,63.384281848047294,58.66757910981526
346,63.932950790341025,42.81476963433027
347,63.57220762624436,51.31232864693916
348,38.582172949355446,68.18596305757124
349,61.01554674296311,41.77696252196751
350,60.6503003495486,47.41612019418782
351,79.19512210119865,45.278521818588644
352,61.611302179572405,39.47349087099741
353,39.161212176742566,53.56666535776166
354,60.16531870051889,68.97172096934409
355,48.331590827696,53.66939032743201
356,48.55136019331448,36.94895047889484
357,36.82013738710994,52.632608516824256
358,69.29624560488864,55.92398546858761
359,33.657027433983515,54.01805925879355
360,77.04852574064759,33.41669905795315
361,45.42284527464389,46.575989749259
362,48.85877431474139,58.43932414027964
363,48.627411909810164,38.12718336153249
364,51.21545462453795,47.928198496059345
365,38.128930429482125,39.38035774710107
366,58.73313057078596,73.35137600538653
367,60.304383821297726,51.71319897882644
368,47.496150723462605,51.65623972252577
369,51.75662828541986,47.72321128047001
370,52.20987631847548,48.25296381571234
371,57.90296723838436,34.70294826891262
372,44.41905735071034,37.44413046098468
373,47.58661078345109,62.121329759294994
374,49.86999416012737,49.54842067170928
375,73.70342837453059,47.03654027602095
376,65.85091097205947,71.23456391120445
377,48.89259652404779,37.05505889831074
378,65.7587741194668,37.37433129791515
379,42.577233046084366,47.49106896713239
380,48.18264879101892,57.89779321478934
381,42.80105009976292,42.03290282149736
382,46.21578425126625,47.292164343379966
383,58.15871482863101,46.278411059597936
384,45.18050568197037,74.77883286938689
385,43.544706040805174,51.002403946806226
386,32.41869399048171,52.418710214153926
387,11.24362912922837,51.387422397974056
388,56.27166514449805,63.39115913238668
389,69.91988567146109,51.30179272033267
390,54.29838488131643,75.47742053789884
391,52.55460353377358,42.561628042057166
392,60.95407167323394,61.92443330701184
393,73.73619664106334,46.34672742207603
394,60.70985357389142,33.16239019182669
395,57.70373353149286,55.607058886743246
396,49.08391014254349,63.00225135712958
397,45.55086219252798,51.54336815426405
398,58.153050083698574,51.0365415153457
399,35.68046782689093,51.075493444590606
