unit_id,ConversionEfficiency,EffluentByproduct,ReactorPressure,do_ParticleSizeCat
41,22.161247120145788,12.93306981200709,98.3808137589324,75.0
42,40.82796307970742,28.378045272696674,81.5565247278241,75.0
43,16.461765068824555,9.161811000561062,88.63812527182331,75.0
44,66.40123085928454,48.96531880551088,73.64057543607188,75.0
45,22.492239620349327,9.869452948723874,71.06676104390674,75.0
46,36.23070059584878,22.29999309170756,71.29515773086104,75.0
47,16.550876988006937,10.301810551278487,79.85727219937337,75.0
48,48.5633603419866,37.265262956368176,81.63852721202066,75.0
49,57.516955597309455,44.14275311261863,73.2141134279159,75.0
50,21.90241893273683,11.567736958832473,63.16318544628678,75.0
51,12.944942371774042,9.728604749722082,91.85357934111997,75.0
52,35.275626004270066,17.65157967239746,102.24636387474027,75.0
53,20.178253783750996,17.32770304140432,69.72444608384535,75.0
54,41.60777208711798,35.87001427223061,69.18447227969973,75.0
55,23.84735801388459,14.686813372969088,69.13799077813322,75.0
56,22.222268390058115,11.208280556744791,75.43447548667152,75.0
57,20.531456239102525,10.613326702709339,74.34583471945592,75.0
58,13.89006381255089,11.240665591470725,73.34479613812799,75.0
59,44.217045286488116,37.99443470916363,69.59431552812069,75.0
60,25.148645385682787,17.64266057723383,82.37201550506353,75.0
61,24.960881073681573,10.440523771476476,75.99372328538858,75.0
62,51.926048793435385,48.019807853792,50.37805847488931,75.0
63,23.424269152556725,11.271403107445607,82.98379881985733,75.0
64,24.579873345168064,12.267281937822668,81.75662786339228,75.0
65,44.7027260565671,33.075069448763976,72.51942561084968,75.0
66,44.868349040706306,31.80743418599044,81.88575013437693,75.0
67,17.45071931787029,11.504840320687299,59.164633125195174,75.0
68,47.93026846905668,38.49121129013299,91.2123723317827,75.0
69,30.406905615930285,17.91975305268934,69.25637489507044,75.0
70,54.89065442473503,39.7583993280261,70.87350304926363,75.0
71,61.236507089836564,45.79404038705451,90.01828160831938,75.0
72,22.843048541805768,16.664148329687034,54.15102955740839,75.0
73,23.166668525536192,11.892058636132196,79.22370400196922,75.0
74,49.43344300097822,40.002213221831404,82.48203395939429,75.0
75,40.63926827020505,30.727078471736373,71.3527526052221,75.0
76,60.5377218302413,45.20336158783612,71.81162608473083,75.0
77,21.39383223692097,10.951207166709942,77.68496943863943,75.0
78,25.492103070661102,20.174784910266837,70.71566622647035,75.0
79,42.21687861114422,31.98446604577259,83.84938323235185,75.0
80,26.06126582509647,14.754068629736281,79.5483891194874,75.0
81,22.58496370910389,12.49838254602606,80.81664201372116,75.0
82,30.090287980153303,19.184665355785178,79.76082097755518,75.0
83,42.75952728054234,29.84919952907813,71.74192597369859,75.0
84,14.850702365919059,10.12414496338526,76.66028259236597,75.0
85,21.671787264738526,16.270601238480563,86.82862581362924,75.0
86,33.45750437726964,22.100276848386198,72.54480259582365,75.0
87,26.68589607727766,11.483226000026091,88.33779762894507,75.0
88,24.645973873125815,15.353537822704235,78.31799291813019,75.0
89,20.82340005563257,14.612224210475794,88.10186668987221,75.0
90,56.664838010660546,43.663693674770606,79.77617640702822,75.0
91,15.51059123342981,12.318642871191987,65.0578634459705,75.0
92,25.157141769221415,13.651023171203814,65.08261800635735,75.0
93,17.078731764973483,10.941239957341878,75.82282970425149,75.0
94,32.65430701950528,22.182434623601743,84.19406609743066,75.0
95,29.12918581641864,24.34563257633859,51.59572696948717,75.0
96,23.492575822330064,9.192670227634602,86.38687614700244,75.0
97,29.169512593930488,18.564238649965038,95.91002821678275,75.0
98,45.74727951862249,32.03080473463545,83.17696270891469,75.0
99,18.64851482185313,11.912533088301661,64.15041657881181,75.0
100,19.29904893990016,12.665723299522973,73.76347111575042,75.0
101,43.13828768643843,32.06116993732158,79.14236757938433,75.0
102,22.70415019023404,13.359175089943367,84.05384950579273,75.0
103,19.673621023296068,10.42614996128282,85.17492190139792,75.0
104,64.50589960629928,48.19342404649492,90.30899540767923,75.0
105,61.60892873560953,40.13328518777949,90.02831154651405,75.0
106,24.38841329106711,14.04180596709658,83.21241765905613,75.0
107,24.316020851283863,10.158666347263813,96.97980773281412,75.0
108,34.4002926945249,24.23444067671293,68.70880912628675,75.0
109,25.44540699189797,15.296603863649503,84.89163027299452,75.0
110,29.067855334020777,17.35779706437593,71.69498896266528,75.0
111,39.04790028454606,23.496902146582542,68.75717824768056,75.0
112,33.83513988193506,23.502886971190993,68.09195835777902,75.0
113,19.82374083523075,14.421433776246781,64.79746366414935,75.0
114,60.208027440040425,45.782361536175735,68.33109798447263,75.0
115,21.714916252781684,11.543710264663837,80.9643541558623,75.0
116,23.08249505112489,14.47034575841534,52.19734287675996,75.0
117,16.950529063364186,9.432926659032034,73.7362671228039,75.0
118,49.44976493992153,37.01587440538566,75.74899245078521,75.0
119,17.99783057059497,11.58564779357449,71.63204945592311,75.0
120,23.911617238439582,15.996735769608613,90.90341229030153,75.0
121,55.385092201725506,44.38484508484044,59.15520009641151,75.0
122,21.08541198119596,11.373380445373204,68.28599131100917,75.0
123,41.39193477599531,29.914293606429105,81.05934187714888,75.0
124,18.548122017557105,12.581438514744518,64.85650347284177,75.0
125,15.977868877332181,10.518063404812343,66.60316531522477,75.0
126,24.86768601783193,15.12992739061513,76.68877906261339,75.0
127,44.09808542830873,34.511378014869564,81.1851119748693,75.0
128,37.34989632879288,30.55548160731141,76.62048375638442,75.0
129,44.1196659726372,29.04199565840344,81.47021657925313,75.0
130,17.88910830558449,11.515543661932625,65.66952217922703,75.0
131,59.59347482272295,43.15053821788957,89.42712971351371,75.0
132,61.12470613259391,47.81222864820475,76.56185385604743,75.0
133,21.950110600282066,13.479461083527053,87.14490955901287,75.0
134,17.22178572315469,10.358674608943913,82.5155628988752,75.0
135,28.334242960699324,17.987357463443153,74.51430598117416,75.0
136,51.86893888063113,33.47017878683348,96.63123745917834,75.0
137,25.176224675813643,14.582826903159992,76.24701013439092,75.0
138,29.783060843784384,13.0623466716518,73.51749655705582,75.0
139,27.510014389228594,25.44914143982358,56.494519719951604,75.0
140,23.826495733433656,19.516675274791375,67.09078431639773,75.0
141,18.590635337006038,10.356784872302233,79.98591209531247,75.0
142,21.085033496249714,11.607526104506556,103.11878775531822,75.0
143,22.187128650748058,15.48293952272279,64.66715157361367,75.0
144,19.535540374272262,16.310166003211922,61.95912200295083,75.0
145,53.44559345549524,41.5507414382764,72.72242167929548,75.0
146,61.51498583053647,45.125692115067004,92.86304499170801,75.0
147,37.12732645693498,19.736263690716534,96.48989526191714,75.0
148,58.740319917373185,39.58207922475072,116.1345425687445,75.0
149,35.128575442235814,18.965615745189734,80.4275569284816,75.0
150,36.029543151461674,22.52078565049627,67.00461688916253,75.0
151,18.86110703635309,10.570437616380264,79.55215776405828,75.0
152,19.20358977629853,15.571307664239612,81.72312979290749,75.0
153,18.43685282413407,10.013780552651115,69.79011675482599,75.0
154,25.28292697714638,16.761495832500092,87.49163133981764,75.0
155,49.86829347966229,35.20407492326769,69.03375846300979,75.0
156,27.357145205879945,15.349417901797532,75.54510880178145,75.0
157,11.875738194613255,9.556294245048921,55.12958402046697,75.0
158,17.646655678082954,12.306622055406102,43.18486224139649,75.0
159,27.15783320627937,14.945005471689457,87.32097175664929,75.0
160,58.3203223752438,45.95238714136869,80.3941456523219,75.0
161,31.423151274542963,23.30716074900682,69.64168762113557,75.0
162,50.63220250268883,37.23864327714796,77.90198622764343,75.0
163,20.3889561662376,11.534530583350174,88.45658904427573,75.0
164,23.43033995829758,17.51846330785744,66.7761475243949,75.0
165,38.90646156474245,25.160085294061258,77.75612052145011,75.0
166,28.71831909212092,19.300236700194798,75.64916268048142,75.0
167,27.384555442524558,19.921722355359616,80.97072082678122,75.0
168,23.554247074306677,13.134806747932318,69.3808729021263,75.0
169,21.210763710780906,12.945616311774,66.87341487361721,75.0
170,20.784629836685305,18.003235991624877,64.54130624501971,75.0
171,21.256515441303847,10.228552565094033,68.34342625379341,75.0
172,54.61214500910798,43.11901971503902,84.90304122217142,75.0
173,62.623676222885486,50.126503703182884,111.42459357354078,75.0
174,31.118369337989527,22.33510160235741,80.36392117732905,75.0
175,20.044239595526605,11.56926491411011,81.9160149968231,75.0
176,26.068737983908605,11.622534154503269,87.94318910654181,75.0
177,59.639092686472246,47.234436028501776,56.702531854063785,75.0
178,30.850723258739684,21.59920964405071,85.68866296770149,75.0
179,24.238336583330092,15.681004993725063,65.1739902972852,75.0
180,38.634159079316305,24.201345237247217,60.33492464293655,75.0
181,32.854003624821324,21.876786915469225,71.40961027520261,75.0
182,16.73375099322615,10.854365338997802,71.52290384916877,75.0
183,17.619661810954884,9.740266841212062,82.50685797719731,75.0
184,9.617671304869841,9.119624766913638,61.09564838024465,75.0
185,22.636736206280435,11.779449823120927,70.68023528766014,75.0
186,54.17441722638241,36.58197185864055,68.3969713861526,75.0
187,17.11342472072478,10.528664681610971,70.03441844720041,75.0
188,22.096233449826254,8.363700692043762,83.79607897181425,75.0
189,44.95433641803362,33.331235733832216,78.31650720296277,75.0
190,44.12291859593075,36.34616117247942,59.67019291505621,75.0
191,44.37380876954323,31.88464023300454,69.55642583362261,75.0
192,43.4590232687515,30.54538679241682,72.44043133698024,75.0
193,57.63827346760639,47.94625025908975,57.41083121103968,75.0
194,50.68376225072266,34.24154097380821,82.66767772545481,75.0
195,18.861642765661752,10.246689008448309,81.76116158044195,75.0
196,23.172248865725173,11.782527280373019,56.73830660819881,75.0
197,22.892673365195087,17.234368658926382,80.10911641955295,75.0
198,20.02928514353056,10.29270326847998,74.37468342190724,75.0
199,21.432351420731308,15.418135585668733,50.399862345786964,75.0
200,17.749358199102502,12.304528292307085,73.82643898514368,75.0
201,20.003444404091773,11.178603834495206,71.08971520010076,75.0
202,16.688618947675295,13.769746470684776,74.20666522500628,75.0
203,54.44759026951498,38.286026182654496,110.00140546570634,75.0
204,17.765770642544663,10.834047147966409,67.20245037405176,75.0
205,53.379582547696174,38.97373199014927,105.7844282502709,75.0
206,52.93865849946087,38.27861997510648,79.00719769682881,75.0
207,43.380865829979484,36.890882596904525,78.68583727810345,75.0
208,32.93145368026124,20.9331996127124,65.15439419699902,75.0
209,19.806264286853125,10.473884979654605,71.51156068076067,75.0
210,21.343798794717152,10.3049174952078,62.41644030307764,75.0
211,53.235929228239485,41.57423730463142,72.79328626655423,75.0
212,20.55839897965732,16.900140583786715,63.92119052330531,75.0
213,20.806632965166393,17.66382712927256,75.35020745760117,75.0
214,24.650343427462758,15.09946957032565,89.7421039519862,75.0
215,23.1695180661578,14.22956044204818,88.99312380217246,75.0
216,24.411094096741362,11.903023801821453,69.30108441457047,75.0
217,17.39651782046633,10.260969201226441,69.44577881761579,75.0
218,32.53553840712343,22.644629770987365,86.76801982761125,75.0
219,61.82171397237542,50.27313189088482,55.69657419786703,75.0
220,38.58178163492507,30.538681611379875,79.23634474545611,75.0
221,39.40956525252485,30.937178298544087,67.61279823951752,75.0
222,29.288957997005465,18.03700198979504,74.22745239301639,75.0
223,31.104166417006198,18.329654905343915,65.42525465083497,75.0
224,49.14882748993859,37.4439487499407,72.51755842374543,75.0
225,19.69424200709613,13.258379285301888,90.00043937794226,75.0
226,64.03585159896217,51.002496995827656,86.84626547015243,75.0
227,19.812901213694328,12.685381409289239,69.20969989273335,75.0
228,54.47018382281203,45.362932675431914,76.18010694207814,75.0
229,60.64840022090422,43.987585838525064,72.8630005902877,75.0
230,32.98584217390952,22.119761645932382,69.88225112551264,75.0
231,33.7653796207053,27.34416611075083,58.58098350390215,75.0
232,30.87110755892783,18.23556875163132,87.76794662266579,75.0
233,23.750002811667756,17.778920842709553,57.95216196459207,75.0
234,37.13180545023064,28.359493643211938,74.8387173995347,75.0
235,23.647121966983285,13.660706542623643,75.97185758229057,75.0
236,42.992592071830785,35.14449855796588,58.65371137806272,75.0
237,26.81012856916638,19.551279710770572,78.82117593197363,75.0
238,38.687310618580945,26.42689565003239,81.52353769823864,75.0
239,30.552417394795746,23.293969426160004,93.15918398091316,75.0
240,58.50702443215271,46.08957300171592,58.07885690031894,75.0
241,21.147376457626155,14.567632883937168,87.49389670583288,75.0
242,45.50587841586878,34.94123577297611,73.33298101196004,75.0
243,18.156044158986646,11.623290156176159,66.08570950415549,75.0
244,20.639978584464185,11.493612569417577,83.70234613343113,75.0
245,28.811446109279586,18.751056523830716,71.62065272848604,75.0
246,40.14970099338131,28.916510127866225,87.75888242353767,75.0
247,22.969465206704534,10.473313233974833,88.56181369181066,75.0
248,40.71525348168644,35.848267796546345,56.40222245109605,75.0
249,22.223411438572235,12.080494363469851,64.11851738623612,75.0
250,45.423916853297705,35.92151801329662,69.79199531147586,75.0
251,17.20911782911682,9.06184850479004,92.45611271937982,75.0
252,17.301842119629555,9.869023082646837,80.19819799822955,75.0
253,33.88104616494961,21.90333065702076,74.44149168588301,75.0
254,24.43500643622543,14.1577949679656,75.58733274889819,75.0
255,24.70071346411104,12.6188899192404,88.60588380426346,75.0
256,25.298289660095644,13.652359295853598,82.47758899109726,75.0
257,22.824074173644142,10.019202995895736,75.37829048513326,75.0
258,32.088188923816155,20.66507512316503,62.584330594890545,75.0
259,20.395399693779762,11.356747705847356,78.2799815346475,75.0
260,22.178207135893324,13.8659839460181,76.77747290155298,75.0
261,15.636191916266903,9.800755222877026,74.83988511297424,75.0
262,64.04148945908138,49.95082532517837,54.57979099281153,75.0
263,27.324196090125923,18.69997556329837,63.151275753979434,75.0
264,24.278487991328532,14.159743634505828,64.22010592571164,75.0
265,23.007044286765712,10.536335690462632,101.33711736281612,75.0
266,19.20481994749698,9.339873529537421,85.6604136444993,75.0
267,50.28952675468699,38.843608761187795,67.68636723565527,75.0
268,27.059598918647538,17.357301921543108,82.28151165073542,75.0
269,23.97462009515192,10.04227517488844,85.35654457335296,75.0
270,24.049128075446085,19.813462240877385,47.40891504129578,75.0
271,21.74793395103293,10.593912527640732,93.94875285298374,75.0
272,21.205941502913774,18.86833629094825,69.26978817553582,75.0
273,17.98463826859475,13.486712603915773,73.54565036790393,75.0
274,43.35662070553294,32.1747833485645,81.71074981174807,75.0
275,27.587362570424602,9.487418078183259,96.9512609712526,75.0
276,32.60037125078201,25.06072474331872,62.333660498487134,75.0
277,47.85518372403296,34.98546968468947,63.206189593511894,75.0
278,27.2614115322124,11.917767998518112,104.26198836954781,75.0
279,54.93132660878121,43.53758439747632,52.95323579478047,75.0
280,23.899410630078297,10.116839409886518,93.17037954806659,75.0
281,54.52977630023292,40.864210727883645,74.86926030470303,75.0
282,23.82161548383416,10.747028334116084,59.94446729342482,75.0
283,17.364231824023086,11.909996912270987,80.24282710254468,75.0
284,30.116539689309068,18.04298046204533,72.16698025679307,75.0
285,29.087730714280006,22.504661877841173,61.09158201258989,75.0
286,29.870337156911663,21.506645486868983,76.91747350273911,75.0
287,20.05806537465069,17.160346352095473,71.44806071734217,75.0
288,27.87676261208419,16.069101635333737,88.2080866406663,75.0
289,43.91905519055398,30.61328408234789,81.53301451856359,75.0
290,19.395663391383152,14.183480095801071,84.6791469509435,75.0
291,17.419425825297,9.153568608805173,54.38088726286527,75.0
292,29.505795356646384,14.673311073264031,79.04304636438727,75.0
293,21.553958698930757,14.336853830151442,73.27839949668835,75.0
294,40.02462894832248,27.371490123053395,94.29328739907143,75.0
295,43.8699712369249,40.991749272018424,68.69047571571545,75.0
296,39.85614711889225,30.345409017698344,88.33841992845232,75.0
297,19.041441550883214,14.692292789750951,87.18783424535452,75.0
298,17.87424592401045,10.896182004663357,79.5025872940537,75.0
299,16.03349569433534,10.26564476603304,82.57835004024516,75.0
300,20.957355339704954,11.987319534964794,67.93159072645773,75.0
301,18.312614695712433,14.092501179279909,61.32685292020241,75.0
302,27.334444289070163,16.834489596023612,85.03502378044524,75.0
303,55.54704171881127,41.309638310067115,89.43043092484902,75.0
304,22.944631952375392,14.190360123694465,76.80111309707509,75.0
305,16.31204679106575,10.414354042917672,86.22269705702044,75.0
306,19.53311498317295,10.976708011755887,87.64332760372197,75.0
307,20.35679142099451,8.59802533123745,76.33854827902884,75.0
308,43.42570250594572,32.48895875968692,73.42746961131773,75.0
309,22.9590418898848,12.05102677867499,96.05076215320082,75.0
310,23.27909405989959,15.781028807228045,85.90303844169108,75.0
311,32.08626443070731,22.85822301946348,82.71332305753799,75.0
312,67.36886704505416,48.67037253111414,80.98550474145921,75.0
313,42.38063790617983,34.82998695701127,77.50410981706773,75.0
314,22.12858374305906,11.403983745215042,81.08844695194944,75.0
315,21.82374332108089,13.024043658993707,73.90051765467763,75.0
316,30.36264936698394,24.417020938152408,82.5477271066551,75.0
317,39.0683420187152,32.55336883126286,65.47426565512004,75.0
318,35.94937604580958,20.580890957824103,92.24121343920557,75.0
319,14.711118447222239,10.365040868915376,73.68786560524356,75.0
320,37.82506123078496,22.711731423809102,73.03142035086947,75.0
321,22.652922035914557,13.357063860981164,78.71814468547403,75.0
322,52.37468946958518,36.73602314613127,97.99981968951096,75.0
323,46.18465412842303,28.13593673273571,96.57261763868227,75.0
324,14.230355513364886,10.464822542373172,72.3468533244785,75.0
325,22.23958663628825,14.141667070936807,84.9968180293489,75.0
326,44.7155268774363,35.9088873374618,84.39839255625628,75.0
327,39.74699472017223,30.600157359068945,81.02797724458986,75.0
328,56.26012136183829,42.45634622688932,63.02574442383795,75.0
329,24.701227599608337,17.113407500347762,78.23723377683211,75.0
330,24.286941541865666,14.00554930891639,65.03373411212702,75.0
331,19.855162851117576,13.121700142312354,85.17556407533469,75.0
332,19.065146325927785,10.533614713555648,69.40597137448182,75.0
333,57.02549239859549,40.069586102279395,66.00605882170464,75.0
334,18.966589537205216,12.33253109705993,80.6293105203327,75.0
335,20.685175998910672,12.131517632836667,60.87735906082415,75.0
336,34.26017173861803,18.358354682783006,66.27808460662547,75.0
337,19.850333191541658,11.833240159983564,67.05333592387612,75.0
338,32.45070866800388,28.289200906564815,64.5944651016778,75.0
339,26.934176650448567,14.168136175924,79.81173801778559,75.0
340,21.879174483467803,10.955527748830708,65.95625682257514,75.0
341,56.95719716325609,44.538564675441755,61.117771952242435,75.0
342,46.951863135198586,32.10511423444741,82.516021864229,75.0
343,22.1987916906118,11.951255242147086,75.40488396737096,75.0
344,54.141182153581745,45.71137182225823,57.62868151064007,75.0
345,31.552593664980446,20.55661417577542,94.31575680064854,75.0
346,22.337989544765744,10.766623525031381,84.75273630046397,75.0
347,24.779001921458203,15.070011689519486,49.057718131873806,75.0
348,18.640410696927393,11.935880302995958,66.65337110300973,75.0
349,21.976544017972824,14.444530356912104,66.71178337963057,75.0
350,24.00233282043013,15.117300661682302,60.63548117629435,75.0
351,18.137331172269327,14.73868737685103,58.79084366688151,75.0
352,23.950910450395543,18.516119859217465,67.0412204807335,75.0
353,38.85422310587106,27.437843147244575,95.002333905186,75.0
354,29.628751709074574,18.959496181808692,63.739116777471104,75.0
355,45.6063263573869,34.04647412284138,88.79728532600372,75.0
356,24.001951175147312,16.149304134135,61.320175659710756,75.0
357,21.815807052689156,14.409842598094201,67.211128618223,75.0
358,25.986204415952482,16.094163107475474,76.60871631643342,75.0
359,20.935497365163098,11.889603458891449,54.406654129662975,75.0
360,35.23272339197138,24.001975055468954,92.87597706537292,75.0
361,24.598354966015357,10.264484855922465,74.31306585455759,75.0
362,54.931231150120304,46.09850826736254,68.24891413393215,75.0
363,31.913954718435157,18.046179364030436,77.85404097954044,75.0
364,17.545462106552122,15.927129285275502,67.67346977622707,75.0
365,37.7781467745184,30.631268901992048,69.67719861583097,75.0
366,42.71603706928708,30.584560108061034,84.99479515388742,75.0
367,56.963588666158294,43.7985007987251,88.307493086189,75.0
368,16.37973169703242,11.232184531995372,72.15774819073903,75.0
369,30.310162038617143,15.549655523590113,70.80943479422066,75.0
370,17.860331466243775,11.480435359001797,68.36863048009624,75.0
371,24.957802290164075,16.440886213882017,82.29680877253571,75.0
372,26.275476941122836,11.802225953980672,96.8334982435328,75.0
373,28.93615790122067,14.494481079083915,78.69729100355839,75.0
374,15.281018956529861,9.88964083911857,73.50791052112669,75.0
375,24.29265740382717,13.175473089686058,74.74759649427217,75.0
376,26.767731447065717,10.019919228018614,92.51543210707759,75.0
377,27.50211545434238,17.77341948932644,65.30202568497381,75.0
378,16.46654575872067,9.122563092595772,81.44096806233121,75.0
379,11.904403479304579,9.688546212345132,57.844102546630566,75.0
380,20.037494630286062,10.73657597308475,77.09950595116835,75.0
381,34.65861796782626,22.749876545065927,75.16941748918833,75.0
382,51.576655158288496,38.54425394150046,61.62495546936395,75.0
383,56.81565835203687,49.06243577745323,63.54033940525468,75.0
384,18.129696008939355,10.947428472863898,51.85067302981447,75.0
385,48.51902391983768,35.44381605866856,85.71779663603633,75.0
386,19.659816273170733,15.069046294791566,54.929213139086954,75.0
387,45.93577889753527,41.97183965682854,65.77991752374535,75.0
388,25.8401359385389,13.06893043540025,76.90500715434258,75.0
389,16.901449384745582,17.26243160703848,66.96995513594885,75.0
390,51.924567580178476,40.13935877355918,77.1194130495649,75.0
391,33.44017067266203,21.292532301943147,71.82309305959194,75.0
392,20.22930663435545,10.455872037748495,79.08454217172083,75.0
393,47.587294594990226,35.656096521977354,89.60310891265094,75.0
394,22.041975656998435,15.205098603847558,89.60731181125841,75.0
395,66.61568661185389,48.17958391389782,72.5173797273057,75.0
396,20.778205601240465,11.0841579517014,69.74018158260553,75.0
397,19.38832641084188,10.282040158220445,72.16503106251004,75.0
398,54.87427335050567,42.74456617527158,47.830441666068054,75.0
399,20.868643542915827,12.291319332074195,69.16868268658044,75.0
