unit_id,ProductTiter,BrothTurbidity,DissolvedOxygen,ViableCellDensity,do_chelator_dosing,do_feed_flow_controller
26,68.76315872246961,-10.75548791274681,48.13848463539075,53.491920137834384,60.0,0.0
27,67.48925434569242,-28.114909230191994,71.581050879115,29.206680695923634,60.0,0.0
28,65.97631744944363,0.5114881287484376,57.20478546749233,52.63761015628155,60.0,0.0
29,69.87239255315741,-1.2666082126146057,59.6363885716322,58.20814822634496,60.0,0.0
30,60.57408054533173,7.062487533952732,51.807949092231176,66.97384322654644,60.0,0.0
31,72.37722761939551,-16.71009049843388,70.13524894073907,37.19562800925409,60.0,0.0
32,59.325930208712236,29.913393668793265,39.994024992313044,37.448878518824316,60.0,0.0
33,69.86405236620105,-7.930377759357188,71.37217350614932,79.49940399380735,60.0,0.0
34,50.27896849185537,-0.029003618110945872,38.642355943230186,39.46935183460289,60.0,0.0
35,74.52321574787068,25.90386673493278,71.64683380742557,63.64096945714018,60.0,0.0
36,66.66604966363998,31.487487874055354,50.74777377666843,47.22033223677174,60.0,0.0
37,75.10505561757789,9.337349462161624,74.13629969587944,47.525214255399796,60.0,0.0
38,69.25454739495125,10.316536850288216,64.23717169189676,49.51435133608594,60.0,0.0
39,67.21789263019743,10.930143472884266,62.89116472502183,59.871311522874734,60.0,0.0
40,60.08741809505391,19.634028655643824,54.473203044374564,25.23180298260815,60.0,0.0
41,58.70440866338882,3.619648272357381,53.51794455585355,36.56592170807575,60.0,0.0
42,71.13086079598067,4.19318981049932,65.05404355469541,75.98711326236109,60.0,0.0
43,64.39856940137737,-10.923630179724157,59.80026210817755,33.125708396219245,60.0,0.0
44,71.15419983253183,23.931360921498484,58.23537636422579,32.52520751193566,60.0,0.0
45,67.08693061226096,0.537476251725562,46.38640426056188,51.888952580409885,60.0,0.0
46,68.35717028687125,13.738313083957514,52.752263172206305,48.08810943125947,60.0,0.0
47,69.25289650805834,-4.972251400832635,74.07680597454423,57.06589403496344,60.0,0.0
48,69.45735376524793,3.516790957151425,63.528385224066454,50.67778010721857,60.0,0.0
49,74.69119913078691,21.050219681364798,69.23357360906321,46.19823232425849,60.0,0.0
50,75.2100181440302,1.117281685372356,66.47295919644293,59.41033523047151,60.0,0.0
51,61.82080316131009,8.673068279646369,66.34309839939044,59.320816682096535,60.0,0.0
52,72.56383807470495,12.318176328152699,59.80648328753733,58.58047153010322,60.0,0.0
53,53.065415595416965,29.80932402405294,45.96070659048719,51.598469876559754,60.0,0.0
54,63.98549582196376,30.89931901983978,60.33255984584165,39.0489335336793,60.0,0.0
55,72.01439135332043,-4.503140854035865,64.3840800116452,48.1909279560784,60.0,0.0
56,76.13158470901762,3.798224869047827,72.60104351848008,31.837902577757603,60.0,0.0
57,61.47556457206416,1.2681144660880217,43.999069772781475,16.192408116062083,60.0,0.0
58,63.21955602014833,24.82285842078568,56.971006382741436,47.99221918389291,60.0,0.0
59,64.14212915861634,-11.552593821519972,61.83469749726754,38.57060258932208,60.0,0.0
60,66.56748984898039,2.4874278767495475,65.43810120161457,45.542873754932096,60.0,0.0
61,76.65463189445802,3.2600812436653976,69.95915443376258,56.982840244997746,60.0,0.0
62,59.69289240006349,21.550318602565603,53.95487310277242,55.74373109959584,60.0,0.0
63,70.08945558434161,28.137405861442716,60.68789466477627,65.26904358104552,60.0,0.0
64,67.48706061138606,28.209779584968285,57.3743683761807,52.86916244765593,60.0,0.0
65,78.70577635783614,-0.3529589248239624,81.82966240800539,60.272052775340185,60.0,0.0
66,62.97480317671754,23.293256424457,49.28258398977115,60.68541667730899,60.0,0.0
67,72.70748713491453,-11.392965471732179,72.90173298294752,54.431023492421296,60.0,0.0
68,58.81011510161725,12.584712037055482,55.42770443426628,43.809187506752835,60.0,0.0
69,62.99261848324841,25.453724024828585,43.13816446191399,44.02644456280235,60.0,0.0
70,72.86628629934489,2.106339995032777,61.97260421702097,36.37611109949073,60.0,0.0
71,67.1244350168372,-17.1959269094715,60.8536844388329,55.206492161310365,60.0,0.0
72,71.16039861517814,-14.980307275972908,66.36191799474632,65.29284764440617,60.0,0.0
73,69.2127511399589,6.758759828941033,59.85754659430985,69.73834418593312,60.0,0.0
74,60.83255267144901,7.534174856592867,49.25118316629114,57.44305149122495,60.0,0.0
75,69.80025510984517,-7.198450734551016,62.58648949203776,56.96630361494441,60.0,0.0
76,62.523783394210255,-2.105477325968672,47.047111409373855,50.526069637656065,60.0,0.0
77,61.78741954697656,21.990308637534923,48.09827096576276,63.27295365896101,60.0,0.0
78,56.58945038142515,23.155601282203907,47.11494815514553,61.979912118445476,60.0,0.0
79,70.43839814882817,9.80779848375783,66.50482929116784,33.70234208993381,60.0,0.0
80,75.78637366156724,7.520054511739419,68.87155741078254,50.785467270831774,60.0,0.0
81,63.45464879878933,7.216493254013081,49.58402613779173,61.85852913654047,60.0,0.0
82,63.90239743443095,0.7148289048722773,53.84845389600609,49.137449847316205,60.0,0.0
83,79.24440932741985,-9.59072049304121,76.72233418597318,48.40292049074909,60.0,0.0
84,59.56180976867644,21.98253816808718,50.9504998368107,50.28579098119321,60.0,0.0
85,62.1733885193997,6.515736789129089,60.10027936469924,47.73962597491945,60.0,0.0
86,63.974656046618584,24.112232133486373,47.69493530443305,54.59435776566624,60.0,0.0
87,63.28631257574307,-4.3601328613849635,44.40756174291891,54.37367360678489,60.0,0.0
88,67.37767754482829,-2.0946785423513923,58.23140480528803,41.096589648448806,60.0,0.0
89,50.861409891775004,-11.553088867676811,39.3475952797964,58.95645339409017,60.0,0.0
90,67.27761417681249,12.873859641657955,59.25398485842197,62.42402365098077,60.0,0.0
91,51.80085257621499,-19.57172438532305,36.93771434282298,56.6293104975531,60.0,0.0
92,73.90136364780257,-9.508463201572475,61.180293588087466,21.910468414572033,60.0,0.0
93,54.378748305444454,11.342780532278557,49.98563009691148,67.574255075984,60.0,0.0
94,66.60324725093892,22.70524796992732,58.11580597510469,48.599286370182725,60.0,0.0
95,68.91727077815464,2.2622737083053304,66.25593076895275,49.27212009720902,60.0,0.0
96,65.48247863516212,-35.29750709718681,52.94983786171552,52.48082612796912,60.0,0.0
97,63.34652111260673,24.099731561378114,59.97176657761247,36.46346927698711,60.0,0.0
98,68.5304593879249,1.6164404176455611,61.46871880728345,44.752090825960096,60.0,0.0
99,58.86032429243062,-4.164368324359902,44.95736093718601,57.6656512079535,60.0,0.0
100,61.53694761799757,26.001155615101926,51.64631440445317,64.51591416356113,60.0,0.0
101,59.63552454831303,-7.534277965956417,51.48349933915047,33.597852829633965,60.0,0.0
102,67.88113907493012,-3.969987559274214,64.9176118068622,40.471661649187176,60.0,0.0
103,62.80490834776491,7.1028741777993485,52.37319365192898,34.53601631199388,60.0,0.0
104,60.5098933531069,-12.564716962547859,45.90618593044707,42.81233557482681,60.0,0.0
105,74.2487730647627,3.202986456920077,62.60707572706996,41.463793079178,60.0,0.0
106,68.63435570051014,9.843143663006442,63.833459571286795,57.77816309730457,60.0,0.0
107,53.59298816361645,14.15995081611072,35.44478148771658,57.08038150069357,60.0,0.0
108,69.11709309315225,4.822125419691098,59.45084122341784,42.4193323176246,60.0,0.0
109,64.92579685150056,18.051348612980398,57.86488072606622,55.95827917972688,60.0,0.0
110,61.85928582754654,13.447324206976713,45.30903973061756,50.31060671044264,60.0,0.0
111,75.7488440513966,20.929976930296686,60.655227007147076,47.50749673876005,60.0,0.0
112,60.24658271492061,0.9134320239709295,39.30293945372038,64.73796853890065,60.0,0.0
113,58.98731244341132,-15.756907110379693,48.866461998581705,46.93358856379742,60.0,0.0
114,70.44628112226002,-17.21541662116902,61.13454279423959,26.01616309598062,60.0,0.0
115,57.309800728416654,2.160499629465958,41.859466684950796,58.89388762131569,60.0,0.0
116,62.07848727853304,-7.640064660557499,47.63249301364137,46.850868404766494,60.0,0.0
117,68.25903503823511,4.576915891582799,63.39947900054328,62.62734668863588,60.0,0.0
118,61.584036988334766,-3.3263343180771834,50.70898100329436,58.07416875243595,60.0,0.0
119,74.90989595233977,-14.786750911126655,81.37540219594786,48.69684343747546,60.0,0.0
120,51.769200528013315,13.624443277977974,39.009176122599264,45.939297379379354,60.0,0.0
121,62.06041567030711,-21.881639119674595,48.27693765685924,35.251722983105125,60.0,0.0
122,67.43739746622262,37.94169359407421,53.54875299790621,47.09993138799317,60.0,0.0
123,57.18456970359547,-5.000872454624677,44.05727332833404,41.906548836810366,60.0,0.0
124,61.13536687128476,1.891686976005214,46.2374058436662,28.937528223398722,60.0,0.0
125,60.75030853759715,7.464615201739992,54.15073732340629,52.00848943717523,60.0,0.0
126,78.64828901397217,5.799051379638852,76.87535690306112,24.320404333863166,60.0,0.0
127,40.41184455216563,4.373270179275863,18.56647961930496,32.37991991908069,60.0,0.0
128,58.78885882158467,19.485912931682364,55.10561137145478,57.283415202788156,60.0,0.0
129,66.88530658527448,11.314983572812562,57.23193287497935,63.90320192412459,60.0,0.0
130,64.54782310920355,15.339107219604362,58.28814813352243,68.9572267931046,60.0,0.0
131,76.53271495345675,13.875021556647155,77.93487258290665,53.524750877811144,60.0,0.0
132,61.47920464856001,-9.1722093513558,53.6763301391041,36.40003752958183,60.0,0.0
133,58.65952932946172,8.776404072918307,47.211153687409926,33.95743251074582,60.0,0.0
134,53.076612230498796,15.81290905903419,38.24403210880845,41.4792642110801,60.0,0.0
135,66.9770411130461,-12.78661271019244,57.629202641940836,46.87365594151702,60.0,0.0
136,63.40811524518334,14.165909559780552,41.84787689476949,40.0268834990639,60.0,0.0
137,68.75457630106465,-14.252582874769663,64.01242203609554,71.87063919843075,60.0,0.0
138,72.94342544202932,2.18583524073674,54.651404840825535,57.05393698272121,60.0,0.0
139,62.09149998357929,11.911233705439615,59.80858968120285,59.193143761373854,60.0,0.0
140,60.74383979897492,-1.4761876120942814,54.2401748415427,50.84521850643388,60.0,0.0
141,62.074649691584646,15.055082010567286,51.716049251281625,35.82035763490574,60.0,0.0
142,72.9150479970605,10.004923337893917,76.95801166181701,45.444334259724684,60.0,0.0
143,66.16061255870278,-3.904739359921644,56.690834622799414,46.00678586361137,60.0,0.0
144,56.816646403793634,30.008721267461958,43.97722929876768,32.37589804238714,60.0,0.0
145,67.3466200590945,25.995840095871138,58.19580220074884,34.42749433966784,60.0,0.0
146,59.428554015986215,-4.441618020295563,52.64812597294255,74.94000625269099,60.0,0.0
147,77.50747848452714,26.255158777846447,66.61506327751847,64.34464324430131,60.0,0.0
148,63.80467027732735,6.522796971750147,56.0966300609175,53.801975700817906,60.0,0.0
149,78.94620009677546,1.9272589822844828,68.8586186735485,67.01774681787252,60.0,0.0
150,68.99533967972889,-12.272499908391072,51.720509915403504,57.31928310801466,60.0,0.0
151,66.0658078618454,-6.807627893625196,60.538139795671974,47.58177670121886,60.0,0.0
152,51.623401788598684,-0.8780317283636156,43.14411923166392,24.161572228218425,60.0,0.0
153,65.77154348632429,5.474790730778785,53.96894238786332,46.70019014065912,60.0,0.0
154,66.99979621748648,0.5583954893862426,61.556530388212764,38.443532181480585,60.0,0.0
155,72.44885658960223,-12.180656637459023,64.95217326855564,68.23429298714967,60.0,0.0
156,65.6908156494955,10.490213680428175,51.380316541815176,31.221652628435496,60.0,0.0
157,69.23114003195566,5.42410598405002,68.3310756562279,32.17498060223263,60.0,0.0
158,67.42604113908035,4.967043436818152,48.3437513035014,49.21733187068858,60.0,0.0
159,67.00997304388159,18.872000177703725,58.377412573089565,49.08966407932068,60.0,0.0
160,71.77680663335478,7.523669659557182,67.17962226736482,46.62413468296166,60.0,0.0
161,59.55544173466438,0.7776157634222818,49.35747058831167,50.99450614288866,60.0,0.0
162,64.70352301956433,24.463845055257302,53.46382636013558,37.96288917811722,60.0,0.0
163,68.68588353292054,14.689118219977198,61.72857147834151,60.97999176373993,60.0,0.0
164,55.31536935987289,13.336505379384437,41.482735952213304,54.737262503364306,60.0,0.0
165,67.2639090920126,-9.435778351127814,58.646491485782,36.070289043433924,60.0,0.0
166,70.56145919468267,9.569571759475012,63.6692053894742,77.72208745381455,60.0,0.0
167,51.763001993559314,-26.091100295991453,46.50839236630165,42.38911084951932,60.0,0.0
168,70.4391573697021,5.508093088386242,58.281666032482214,64.20415478972684,60.0,0.0
169,74.19651342908413,11.759719129247,73.57154537393214,54.774934938252734,60.0,0.0
170,63.040081804855014,33.897643350653624,62.568701288761645,30.433663498754672,60.0,0.0
171,70.8663055282266,14.280045635411563,57.1799309969494,70.71602870078942,60.0,0.0
172,66.62364091181179,19.077777270050902,63.99560151401717,41.5952201539735,60.0,0.0
173,61.476365911731655,29.226417248271922,61.749566416698386,56.273123808921454,60.0,0.0
174,54.03173306666328,11.002172682794171,40.98141387796408,51.44631929703997,60.0,0.0
175,49.447412988728,-23.214960059982694,28.8898483512988,55.42183631384359,60.0,0.0
176,71.15056558582484,8.222373422753282,55.86866846091288,41.30368489579753,60.0,0.0
177,72.52007964437347,6.354400730879962,61.052846135152954,53.747786398942615,60.0,0.0
178,59.41729081771046,21.86402927636054,48.48500418469262,35.83928476105917,60.0,0.0
179,72.58335838361967,-32.83952740158933,70.33954156838745,59.89418103198129,60.0,0.0
180,72.48114371644192,22.146560155106716,52.20116942182245,40.56117403274822,60.0,0.0
181,68.7077026808458,-18.6415433558118,61.68040077227486,46.676947616162494,60.0,0.0
182,54.62997824321194,15.163053908215575,38.04648540181674,39.95977238786077,60.0,0.0
183,72.47211128614053,-8.096982735373011,70.13092246928215,40.43120238364101,60.0,0.0
184,53.95570618959928,-13.11388423563606,48.99621501902994,71.27521292539332,60.0,0.0
185,56.497005269614725,17.227446765083563,37.4113626415938,40.463119976606734,60.0,0.0
186,74.64270686958179,5.552487804193985,56.135811499366866,55.81983621205586,60.0,0.0
187,62.95829489803292,8.77671438389148,51.935242177892356,40.04252970664819,60.0,0.0
188,60.28000244253612,-32.69909029575816,42.72815493784091,46.39746775512285,60.0,0.0
189,71.22058513648389,-1.2145838991735713,67.71796429174174,50.12356033659695,60.0,0.0
190,45.013342209445256,1.674213724140691,19.950851211808192,36.760221806867776,60.0,0.0
191,66.86265737527638,28.142390180447308,54.29330238527408,68.62330656750954,60.0,0.0
192,74.46469803854674,-0.4494266021558859,69.85644442637968,44.02766568804878,60.0,0.0
193,56.47241911412156,7.489004796403995,42.914295861358376,57.05564661700643,60.0,0.0
194,68.87661256736094,31.669098939750942,56.35263947433313,59.27309943975494,60.0,0.0
195,65.25179591470152,25.69194041116829,50.38907602038124,53.143923497797594,60.0,0.0
196,78.86314656978148,19.02236640494047,68.18510669409368,21.49053538926767,60.0,0.0
197,61.668521850593656,9.156630150791136,59.399358285801384,44.74537912051114,60.0,0.0
198,71.21827782816568,4.889535647028912,66.82151170567556,34.99749287263548,60.0,0.0
199,64.61630629041964,1.4979721407123519,47.84538954578652,51.86899509908197,60.0,0.0
200,62.659831701584885,2.762821941245912,52.40901846958389,44.43867685215856,60.0,0.0
201,58.354151003544004,4.047024730686792,40.79608456102354,49.1444143545953,60.0,0.0
202,60.714983798008184,-12.271300038643346,60.066423382379114,58.18592692992641,60.0,0.0
203,70.36880906044223,-16.88985760294052,67.3616887662564,60.855121109247754,60.0,0.0
204,65.57848856164085,2.7119739070841957,54.17850674420526,78.05499685308259,60.0,0.0
205,66.47702529951852,29.626266540464044,65.02388919375022,45.09385284528297,60.0,0.0
206,74.96024528820678,16.651464782473937,68.4024683576844,41.98612356361353,60.0,0.0
207,66.94939049250594,29.95381026339744,60.41623972604186,72.70982133399046,60.0,0.0
208,65.21338316377097,16.659755447462587,46.181390890630816,55.90831283449592,60.0,0.0
209,70.04819155019142,-1.8716065485731788,58.50064550834512,52.544162213064006,60.0,0.0
210,65.01248070978167,-8.033673583070215,44.833045909029,53.46573829094195,60.0,0.0
211,70.10218328467727,5.7509153177357835,64.83159533382506,55.73621072341016,60.0,0.0
212,56.945599707269366,11.401874884865093,49.63149180264,44.842032121239,60.0,0.0
213,55.651566400409216,10.49172861952124,53.13647734011187,49.665559814011985,60.0,0.0
214,70.96186572202677,11.3165874896235,67.22904301317092,33.6910152589997,60.0,0.0
215,60.24092699763085,10.047875626599176,52.00868888075749,26.033553381301914,60.0,0.0
216,83.8109082782916,-13.907799307548895,80.23495370885314,39.86016933418854,60.0,0.0
217,70.92887929441419,16.190168911958,66.80348101329038,39.49600512361758,60.0,0.0
218,66.4934643800923,3.4023308592974226,67.60078256608236,54.08385991745749,60.0,0.0
219,69.93640940361612,3.4008373132525556,62.25825454225186,70.77017629517096,60.0,0.0
220,65.74100176047757,4.755951791499992,59.72635950988188,36.264989097172304,60.0,0.0
221,64.35152898781892,-0.3795460878698895,56.05503980183504,49.16556752920772,60.0,0.0
222,69.08082123224371,6.871048854673999,55.28533767680465,57.13020841436724,60.0,0.0
223,72.62387175100048,-5.472599003122103,57.53822295908537,51.802100367551304,60.0,0.0
224,65.75089462608156,9.612623539525458,51.74081555840218,47.20252212037651,60.0,0.0
225,52.008898741460435,25.68957035362175,41.51824299013486,49.5901989180977,60.0,0.0
226,69.81346407213431,1.7120697042760322,68.60831594082482,46.12291383293053,60.0,0.0
227,76.63934534407875,-7.329902405815922,81.18022871509599,36.96390601929786,60.0,0.0
228,63.69440792830445,6.295821125208774,59.66740667458018,65.3639838501457,60.0,0.0
229,72.17039685818168,-9.952011786078742,56.083778000996666,71.23333918300646,60.0,0.0
230,69.40978143452777,-6.482456142678104,59.609373182289666,53.21119641657336,60.0,0.0
231,62.97612866456318,1.9789743011693912,52.167655628830964,43.68150607043377,60.0,0.0
232,65.55822641404595,-16.817422964175382,54.68625801906812,49.58413407039078,60.0,0.0
233,76.13339000128911,27.075615007995584,72.55767879317614,53.090351246687504,60.0,0.0
234,56.4510773333654,28.690458639032343,38.95946536626889,54.860507671570694,60.0,0.0
235,71.68389142735822,-5.922583170603253,65.5260622564494,43.5997122671558,60.0,0.0
236,59.444179552022405,-19.960547716171245,52.489025729794776,64.08909807836899,60.0,0.0
237,64.63536906389653,21.744525619395407,57.87801072181321,52.52615469350995,60.0,0.0
238,62.33814877694525,19.339141384307922,46.73838140917608,57.54596923101286,60.0,0.0
239,68.00673385384651,29.14674718684,72.6882859598033,54.82217258116082,60.0,0.0
240,64.44745386119001,-22.23723634409508,51.98415438810118,44.96879756748404,60.0,0.0
241,59.9183380998002,15.730644847282978,55.091435428359325,47.70696690976661,60.0,0.0
242,65.92265198232114,36.44072031672478,49.97904308781282,51.964586899292385,60.0,0.0
243,67.0890773186182,22.14873689449379,60.45585565085711,58.653239788854165,60.0,0.0
244,68.39396134083019,24.247317411654087,60.596488499665156,47.31593156507938,60.0,0.0
245,74.11266738542263,26.457804030017055,73.21836411796644,60.69460332213444,60.0,0.0
246,69.84306068604158,-4.1532066437131965,67.06046850419776,31.527445161218346,60.0,0.0
247,66.81660265675997,32.44894087891042,52.714715150110365,49.81911057337972,60.0,0.0
248,54.273569195031676,17.352995524069712,40.535832168038105,54.950350600278796,60.0,0.0
249,58.33519053145409,1.5897379983103512,35.182487578322124,66.57104394053817,60.0,0.0
250,68.83122583419109,14.372984050561543,61.41100329527098,35.621432146349726,60.0,0.0
251,55.578539435750294,-6.541817306673842,42.64198916853436,48.87464119168716,60.0,0.0
252,68.36684379322317,15.78199026714623,60.378481400504896,46.20678688527025,60.0,0.0
253,69.4026113816873,10.793343078741895,60.08925386619758,42.739988750839025,60.0,0.0
254,53.91503123741413,0.21385460089494135,38.690353902355305,47.26520428676129,60.0,0.0
255,74.70973955736379,-22.037208573104262,68.93992379870063,44.83404425257341,60.0,0.0
256,71.50099663919995,24.143477962819297,63.173453181011155,32.77749263988336,60.0,0.0
257,73.52195631811625,-0.5232769645231983,63.141558445530826,42.407057646744356,60.0,0.0
258,63.168201449419996,-22.658876605544243,48.64830723599365,63.72275276883632,60.0,0.0
259,61.9996280222028,-43.42077412895357,54.40154213730678,51.54451452098293,60.0,0.0
260,71.1833261288482,24.847022235903864,69.85468759150332,83.38926613081786,60.0,0.0
261,63.289319190869044,12.61938547155888,50.445807095953896,64.86554704659204,60.0,0.0
262,63.5780529176219,9.600600815829988,45.94762797423758,55.72490428395196,60.0,0.0
263,59.159486866825056,30.58751574484696,41.55164914503414,55.09152373705977,60.0,0.0
264,68.17175130668558,10.973586444477487,53.11899743753238,54.27083508412934,60.0,0.0
265,69.15436756530592,20.03982862212526,65.47368749173383,52.77405911323795,60.0,0.0
266,72.22952137403497,-3.554946344525053,72.1626011210522,28.39875591283272,60.0,0.0
267,49.46780871957074,-41.33262936856818,34.34410033717241,63.46708995161186,60.0,0.0
268,69.98973538840791,-0.6229871710338388,68.35906602474186,55.27576433035964,60.0,0.0
269,62.413838820349525,-6.932926638919822,46.720575533887,46.938861640778704,60.0,0.0
270,62.00371071850958,2.147962734934476,47.9406442522664,50.22592017624532,60.0,0.0
271,71.78235142868242,15.629012810435142,69.83080615735383,57.39137259706526,60.0,0.0
272,51.81806737475688,5.188009768044093,45.12271519870653,72.16182625885179,60.0,0.0
273,50.14308131271609,-0.521732577722581,36.25952975701301,72.64740275493014,60.0,0.0
274,64.9203441026606,22.54944891613961,51.40497628253032,57.09559740908778,60.0,0.0
275,69.9668763500215,-5.359043992255838,55.63412913243319,46.674188453997985,60.0,0.0
276,64.8931983848502,-9.488824422971874,54.21554399015416,55.43547518382729,60.0,0.0
277,57.852193792545606,-3.9393667621039237,30.660745374969498,53.739674677505,60.0,0.0
278,66.34775897936629,-2.4017130345844784,59.3103436539987,53.65702269706734,60.0,0.0
279,69.19502357417817,21.541166730010787,54.59373779938436,30.8352908441966,60.0,0.0
280,69.96695302722549,15.648339404261783,56.73541794217297,47.773491024406496,60.0,0.0
281,62.06760755008518,14.178930606523306,51.09097202740307,40.338677637781466,60.0,0.0
282,66.04163273650953,4.048749011675126,48.95908085390845,54.73569077262556,60.0,0.0
283,56.40155019771856,6.662658919354915,47.871065625327454,30.672430788923897,60.0,0.0
284,68.2670840566407,15.130482270263188,57.2953016754793,51.81729676405534,60.0,0.0
285,54.59302476468013,-18.846141774602373,37.549910084312614,60.663385461513215,60.0,0.0
286,68.43984808983818,17.032612022257947,64.18626973583807,74.88864774502161,60.0,0.0
287,67.87081186866855,30.11097543226488,70.65798202057262,31.871103583497856,60.0,0.0
288,70.81509609476736,-11.28062362676705,68.37065732676271,60.905826048331335,60.0,0.0
289,72.86726106690732,-21.05638926346814,70.27938866765012,55.362921234066015,60.0,0.0
290,60.792249064201876,0.6870215737829906,60.576588138258025,26.361211160682565,60.0,0.0
291,70.38356304459235,-7.0145885739181235,62.986637107791964,59.89699942326135,60.0,0.0
292,67.60430019548167,-8.82568746371241,50.194532219557615,56.85312535166368,60.0,0.0
293,71.65681951224278,7.187967621770428,71.48386413969703,48.385732323994404,60.0,0.0
294,65.27392427954194,21.568092040676344,55.839802209516,38.302719718758915,60.0,0.0
295,58.46290148804931,-4.250494333566449,62.6539578026636,50.14129255817571,60.0,0.0
296,54.41932471548008,7.092664186566804,46.84627877748914,54.951873098549775,60.0,0.0
297,50.37720760925213,48.23983343148982,43.95540483587991,63.98030182413256,60.0,0.0
298,70.65303095341095,14.210965003151795,65.43675885941015,59.665023711352646,60.0,0.0
299,52.078971102012055,-9.366276123085122,40.696061772392945,57.24384842811754,60.0,0.0
300,67.91062978951487,-0.6034159939242176,57.81925594621838,37.808183096691266,60.0,0.0
301,62.73295574170807,-8.04943781086579,50.10018616939874,40.113774715471784,60.0,0.0
302,58.694255080695974,2.6973831582720713,43.48625007501682,35.81812499668177,60.0,0.0
303,69.97632432246078,20.737771354659984,65.08927143543086,70.89632822945893,60.0,0.0
304,60.99489982486599,18.098395628359803,48.69378405103975,56.39656866707484,60.0,0.0
305,55.87843123048461,-2.6392455889801756,46.45731580989879,32.90797508140016,60.0,0.0
306,78.09394815814443,23.283831245853477,83.17004960388027,41.558724423949215,60.0,0.0
307,71.8609722919953,-22.415094875063403,62.15350655197871,35.17637755995594,60.0,0.0
308,58.60815240872631,3.798911523706068,41.73169883037411,60.13070235272787,60.0,0.0
309,70.45475090990593,1.508073047791481,69.97750123529826,42.45195316042457,60.0,0.0
310,78.27309914296438,-3.3452707703887317,94.00238744625906,64.63308036347456,60.0,0.0
311,58.467663201486786,16.90534784457991,41.63841560747919,44.15386974856926,60.0,0.0
312,62.04059762410347,-5.883290015332052,45.011656743801325,46.92392362270632,60.0,0.0
313,61.629584664829935,16.704291130168812,55.011347888989555,69.68328974356479,60.0,0.0
314,64.41169189409439,1.6671028381656168,55.47982605276418,73.57666214392573,60.0,0.0
315,63.99236613120401,3.771502016681242,54.38482947675411,68.4354946748874,60.0,0.0
316,52.424909608554806,6.712629825515554,45.98642288770155,74.28457396514942,60.0,0.0
317,66.96739668763284,28.94720949480628,64.30619780302533,51.757589694946134,60.0,0.0
318,58.79018884939897,15.346578677779142,39.90013246361836,46.89961156876287,60.0,0.0
319,48.14118047399215,15.12558553907847,35.606302261907885,33.687937348877604,60.0,0.0
320,67.27785562492355,14.092564413575985,46.66209829916883,70.59728635757746,60.0,0.0
321,72.42896629495074,-19.28410507909334,67.80489081718275,50.82026620379982,60.0,0.0
322,72.0151862752345,-10.088922544897164,65.15605060055736,53.92592943448258,60.0,0.0
323,73.03283600471538,5.955427211025416,67.9327992711548,45.095107215090266,60.0,0.0
324,54.11786498802288,34.85219219368504,40.926334053018316,42.463100203076195,60.0,0.0
325,66.50862254929024,36.47285787818286,63.85910644882004,29.450884392925772,60.0,0.0
326,58.820942076636435,-9.736621305897138,58.476208574879195,50.280963647023135,60.0,0.0
