unit_id,IrrigationRate,TissueNutrientAssay
62,49.82508099368785,56.56280935615301
63,20.05046029319536,28.74383550198865
64,21.675912762563467,28.20676788577959
65,46.45072322255225,57.76069820131032
66,49.82410335165357,38.117074440796614
67,37.45397683829004,50.37649657593229
68,28.042148186575197,61.194122327573254
69,46.605869547185115,59.680728994658296
70,56.496603660334415,52.30735671595499
71,25.822879368808707,14.954569606463455
72,41.30833445854111,38.72609931898084
73,42.535095852369174,34.932864547470906
74,51.516031885430294,75.72084536817727
75,57.740165416866894,13.251587883124056
76,35.176607245421245,62.18466808239457
77,39.22937360700893,37.49873248770767
78,30.679602560681378,32.073320293694024
79,52.730930433665215,35.04551297550635
80,69.1569649075418,35.43437783109507
81,53.739883461469496,51.24607941176871
82,22.2006490985287,48.23012997081424
83,50.06067860025415,28.455156466802634
84,46.033693025829216,34.242584869590345
85,30.172105340673447,35.719571956295965
86,29.149010922953078,14.186542673257751
87,21.610686758058264,-4.5456234793385395
88,53.11902543213634,44.03655317665108
89,56.680119144507444,57.694558751881786
90,30.77590531102157,29.370814846926578
91,51.52644950233185,57.95383969769258
92,51.87571046436126,33.46511934656029
93,69.63987497125422,59.67550879824099
94,35.18709319293713,40.01160557667314
95,42.94310823211937,45.6412953524412
96,53.35095884275914,24.924875288852395
97,36.56311064651094,47.246378736699874
98,25.664240862291834,22.585656067870694
99,41.09036735216126,45.60488264229923
100,38.91576777070191,47.07076589982516
101,22.211165906252763,27.039375250028066
102,46.79758653840574,21.595115371816437
103,19.608070713206637,21.818856338583863
104,38.871809673762385,47.151880220801736
105,28.714067286333943,14.104485058986562
106,27.11435246130127,75.71708886278441
107,36.09986767513074,39.15661155703654
108,58.83392916358772,72.42071362957914
109,31.632538060921117,24.89656823257559
110,37.233652179430734,56.08428973253613
111,38.423502159686855,60.931007163019984
112,48.62955466506122,56.2511017110285
113,57.939250718929166,54.72054909003561
114,49.2002443713641,63.784491660889685
115,28.63640194342386,21.475130254909168
116,18.187262211337355,28.971853069201355
117,22.200638651324976,32.66076333146097
118,55.384850255711875,62.71564104724122
119,39.69031835904292,52.21351899929118
120,30.74179150806099,65.17402728587422
121,55.586190051617024,44.321666586733826
122,53.23689263093608,77.62389957858527
123,34.254491931583004,40.67017086992165
124,20.373348626396247,39.96830309205679
125,53.00523089774979,33.11425503652158
126,33.63332013300463,42.458463095714535
127,46.67554535790351,36.384992095382565
128,25.645209793768196,54.38316352086463
129,46.581215118705884,44.839244952636626
130,40.57613808944429,31.43846156431729
131,36.441034609707735,41.18504250598292
132,48.82248846799527,43.75100514008696
133,63.36455610674828,56.81804339888549
134,24.613346704485984,13.394042871642483
135,34.59110512511083,30.565824572761027
136,14.931461817749955,45.5350204827758
137,31.396693657388163,45.89390106884092
138,43.195055665795266,16.09568376291942
139,31.649451964045927,42.42513767364916
140,41.38873348054662,25.402138550022244
141,32.61677555832731,49.0560078827482
142,58.12596018224496,65.40223450087359
143,49.84318010239015,36.70883600415957
144,55.63636408899794,68.03093025593648
145,42.234493634351,8.362899771298647
146,40.381856966086296,29.153969154100317
147,56.64986295224453,63.780085500598275
148,43.18335314881208,25.466871246842587
149,43.2747766219178,47.96235724139533
150,48.59264638474185,76.57907319150675
151,30.360876369071093,28.069294086901323
152,28.073973806258437,33.295439410021906
153,55.422800186808004,56.091001538302436
154,40.04114950269816,71.798025334943
155,44.15536417347224,68.40889055222257
156,38.386596543642796,14.527389053662176
157,31.202230444482662,74.84674769244653
158,28.89371098250709,34.92724654744112
159,33.85441194928769,30.923866890762113
160,38.14156218484892,35.14228706341619
161,30.265587133285422,42.93657086696548
162,44.22260566854578,61.31957147737816
163,27.866147486816732,43.28494571361225
164,15.497222008217577,13.340735601448863
165,28.7338456605295,42.267141880035204
166,25.019130774704955,31.262103394050868
167,24.20515279564843,25.904195708874717
168,25.20889766951867,24.765613722972255
169,40.8949687295577,-1.4831663820805403
170,47.76434414801771,54.58357699739284
171,59.40600556335259,35.32895973313939
172,46.929492628043285,39.21473781941771
173,47.18255312597326,60.69298190429809
174,53.110161250567174,47.02611419775352
175,30.316462093563253,27.18270389197723
176,56.66128201727928,66.63508220665085
177,34.46283628584127,29.983901082512368
178,15.840351582257757,14.105616644158149
179,45.3935587926706,54.82544503285923
180,25.538074384424963,61.19690847234562
181,39.54533707210362,43.30938468935558
182,12.82488010577407,24.238170530265013
183,24.4404490905519,60.941648032111935
184,27.751561463770372,56.625229433335065
185,27.089233224622525,-4.078040011833997
186,38.91956535038024,40.820332527476694
187,51.774902252573554,42.50673386782434
188,39.91125521731837,34.552242937888956
189,33.222687873226334,52.685348578761804
190,48.98022015783449,53.076598354241355
191,43.21536590126354,33.79851290503376
192,35.20179663815741,60.22789410001137
193,9.307726694829608,25.91881199119689
194,62.17453381254913,77.49541707440318
195,19.858672384525416,-13.590005891561042
196,24.918296527849236,41.80139834518419
197,31.91032700158779,49.25364367695036
198,56.65922689789385,54.951341346754226
199,38.917130803973656,18.67027738608521
200,19.405810139501828,33.634163696534806
201,61.64539655529112,44.58971196901194
202,27.776210266318945,24.935891829696928
203,35.213501972647485,57.045128820000585
204,27.8012802421301,43.90950962645088
205,14.896271798407025,37.838688855770606
206,50.112811149792925,24.496029869024188
207,31.67344209083694,26.68208562384788
208,32.76946101932188,9.967700589260957
209,40.059702085265236,41.20625410592857
210,67.5415611365281,44.88434323582984
211,26.317173849115214,43.67870768988148
212,51.21132502392481,74.72677818002774
213,50.47052269379101,41.6574190561426
214,32.99958374225292,75.95308776840108
215,37.57277703260017,42.62655649512843
216,39.946287699086646,34.70019649102645
217,23.414778897268448,24.9723931091019
218,29.716469620290646,29.367769390915416
219,39.515471287873,49.130685407082176
220,52.1137626108282,64.40528555872608
221,40.13749938050758,48.19575530152181
222,31.66892475381822,70.8173733051447
223,33.04231604156376,63.12401081390371
224,35.61267176158251,33.00108848459058
225,60.88484384377283,49.191417202899395
226,48.37527795765003,26.087055011975085
227,68.31622807424945,67.14508725115034
228,48.71549851740049,31.08530089518478
229,14.549755464153646,35.59947717995887
230,62.351982129208814,43.68065048067555
231,34.81196620449141,50.83044498879629
232,33.40338136462429,38.615314134487996
233,47.03275951893201,44.46912837040258
234,56.73885146761803,69.22157958072685
235,30.636538071257753,69.57874144564879
236,33.95484184345506,31.050178194518715
237,45.63261397673911,43.45548725926386
238,40.78061622965177,42.07565143211132
239,15.933282216180334,27.218434570230816
240,28.445947395550206,37.70572719843329
241,31.29435786725932,45.09788053532981
242,20.194988715798207,37.300645856412466
243,26.78948536947766,16.644013535912347
244,13.261134432284484,-3.871562442383901
245,10.08137977435446,43.243495694600846
246,44.82007739065361,40.37130921800863
247,43.675783585335296,40.41542090377805
248,12.869091915526257,9.650450096501025
249,28.72634012306016,43.74996665751688
250,31.066175930711466,58.05793146605778
251,47.00331817897551,49.81500745123195
252,31.73835030457774,55.74416089925618
253,40.02251043878788,35.1217221525945
254,60.7054784365491,66.31827600929684
255,56.39394914653833,40.33340555777295
256,24.851177459680695,52.59538749309196
257,15.906195448484315,24.862104532545573
258,45.81610916141831,36.954864827914406
259,28.465233505744838,21.712354102820736
260,42.290703854444686,64.69298682405326
261,23.188862813900137,38.87375394426758
262,47.74808344023025,64.29610940851593
263,45.18882897168193,48.91305021434907
264,40.466870826324076,44.101904296588835
265,48.90446433991498,65.83888032218051
266,36.88099089183453,40.2457407274096
267,39.21566771669956,38.57130539810805
268,12.655986661355108,17.70264572588448
269,35.76769244705989,69.67277856184108
270,57.99876061632584,63.808551516073514
271,40.87203609196578,36.49331113615965
272,49.886926823823664,46.154536899220574
273,42.65058195276612,47.66151074552785
274,42.90245253989886,51.73777237586713
275,35.9108874151174,20.068956311543303
276,37.50551911603575,34.8620584901907
277,41.02928852075115,48.480395123653565
278,46.83685045125093,35.841932314248766
279,14.42609905877437,32.13075221998042
280,36.087836841578344,77.11791252010696
281,25.23943657100573,36.958248904673994
282,27.71663729826338,48.34068929473967
283,30.532733479956242,33.678899712208235
284,51.45588223092757,10.708789943463685
285,18.720066704008982,50.06283675128757
286,24.433323418790856,38.73544223444045
287,63.752250707928575,69.37476553835572
288,39.796595987398945,47.373492042464235
289,37.62658481124406,37.36188535383468
290,50.00999762914584,80.30079828157004
291,56.91141826771975,34.59118188590668
292,37.16935081282052,41.863518605681634
293,31.354596262176685,57.64970471919798
294,33.45976565989594,71.98800970841774
295,40.62565877129981,53.3178433003968
296,52.70226689244003,79.41006855074384
297,35.27207024387892,53.9206714142161
298,45.829091088311515,58.37800488570589
299,64.45046820901155,50.958104863993334
300,20.718054847865478,9.072088370733452
301,25.38369701020038,35.31015388827011
302,28.515141095947115,44.876924840206804
303,40.816413627060015,42.20282536858227
304,46.793872386820986,49.46381325350923
305,57.917107334825126,66.38271416794544
306,50.992383141033464,45.835931830022204
307,53.81460371972733,59.45326954951804
308,13.993293739506084,25.814646036527094
309,34.11120912069392,47.74960362851324
310,37.14711815780578,38.2480656050868
311,37.73092886191354,44.9346397294166
312,50.47595973718827,50.320754047436075
313,34.02331006218386,46.867256912406305
314,28.35842480253166,16.892925265607612
315,28.193790553925645,29.324508102042863
316,39.623008712957166,63.27441756033261
317,32.31012346140266,38.12079502247269
318,38.87393141136895,50.334877732452284
319,38.24458765752505,35.25032049613471
320,51.56972195793027,13.157172310707118
321,55.9303273515655,49.08810184330254
322,22.54749310349527,60.191514471854646
323,33.80727857333662,28.232122613700056
324,28.33398415367887,41.3352052227596
325,36.06872303198565,32.576907673123294
326,53.7631402235758,8.911931670804847
327,41.8144067309285,60.7795037150327
328,59.97718298493322,65.9073548577045
329,46.663865971831946,89.11781664961175
330,56.98065277239495,35.848052534129565
331,51.30950752498705,29.308025209099256
332,35.75496527319078,26.35657295253767
333,32.14817535513245,31.906291579850794
334,34.752615606708204,50.111183768502215
335,39.13491405649235,30.216817370961657
336,35.84071867805358,25.57577691849958
337,31.443139759737548,29.203020283444552
338,69.28447004570234,49.48802195048456
339,49.40678223825218,37.65070708880037
340,31.1623569213246,32.4102374180158
341,40.94622250779492,47.14915887508248
342,26.95367826902228,44.75214144387893
343,25.405999030241933,39.29590799906913
344,29.52318857442006,63.24601663789228
345,61.36131051074477,65.49236841795081
346,48.33423860328258,56.160617940052674
347,42.562950142969065,8.067484183797216
348,43.20372498961644,36.85866650184274
349,27.94794988110384,58.54375680586345
350,23.909535281326047,44.810629233106326
351,32.37022953074357,62.29090094070764
352,39.42850822820117,4.76563945200534
353,40.23834011836315,62.9584300649683
354,39.087581916697495,23.302593846758718
355,48.36528623776608,50.671168895097125
356,46.181497845072904,23.60983724153833
357,31.2570174880488,40.2668082539822
358,61.028527274122666,48.83791123280983
359,54.26002895607826,59.03643185594962
360,44.112052149156995,33.755553742354614
361,38.24739788718868,62.53319244447421
362,54.545878973527806,62.02658940684901
363,33.58943430220769,33.232134335645185
364,35.471949767226185,36.274081173349565
365,28.91987142531441,45.50570443709006
366,46.37619328805193,38.531753500910206
367,41.78798818318165,80.58297243281872
368,32.84767489289776,37.43981848678078
369,53.62057962020039,50.76850261919272
370,47.97319074731859,43.997893243033914
371,44.6513540665443,23.301639640379072
372,51.28909630416485,47.69053192734761
373,35.822500364296666,49.427307236737676
374,30.002864483453045,15.860520409592993
375,35.030390976595314,44.44333157177568
376,37.087942988143816,35.84040938863962
377,38.93157088452511,56.605913113223274
378,28.46807648580086,31.848094523771174
379,39.0494385599601,32.93731901490098
380,29.329287311457755,31.580923886293842
381,42.65539289184583,10.214343959439638
382,49.3026839561067,24.326430399154372
383,37.55477761444946,1.8316756416687276
384,30.266277043457087,50.911943126440704
385,25.367919734626646,7.236449570684819
386,36.76872462932292,41.24761427842951
387,41.63103976130147,30.49510169935669
388,39.98948798470499,44.70613138192334
389,51.609032071941044,48.86764185323302
390,36.90684235555823,47.06439649853075
391,17.232230182410543,22.153558114709103
392,42.31723502819096,59.607581377891954
393,37.08539554696474,42.18163428095102
394,37.35028930056859,39.83191470189514
395,39.511501195016,63.98728480864944
396,32.40483098162831,30.87305810478331
397,29.295143217338833,22.94696489971861
398,53.08489294296744,26.95031598226167
399,34.5611550835577,55.05151895739003
