unit_id,HarvestBiomass,NitriteLevel,AmmoniaLevel,do_set_UVSterilizer,do_StockingDensity
29,13.379783613989432,71.52538084057575,51.877965642846135,1.0,25.0
30,21.19880571550287,94.07798954855375,29.31776551305417,1.0,25.0
31,17.128243423784305,79.78388120680515,56.00979797187897,1.0,25.0
32,15.658073248973812,91.074082273196,42.31623519315909,1.0,25.0
33,16.576589354389164,96.49711242335458,75.35631884282306,1.0,25.0
34,7.40996092009829,66.76813457293588,44.242340328089604,1.0,25.0
35,9.303706487784602,72.17231984852108,51.6991776276832,1.0,25.0
36,15.392002645399419,82.5154234571938,44.75274650986282,1.0,25.0
37,12.779227804688658,71.2218709469142,59.587997471708604,1.0,25.0
38,7.881699394994089,59.035332511499874,51.04985826663383,1.0,25.0
39,19.611942012345263,89.27932872625782,69.63464622060808,1.0,25.0
40,8.262217729293267,74.0955406811855,37.626301389030296,1.0,25.0
41,13.322481908397503,86.6325176537603,55.01891835689966,1.0,25.0
42,8.708339571168738,60.12036852463279,54.23352268429635,1.0,25.0
43,22.03884442692009,77.45246333126755,36.522914527140834,1.0,25.0
44,15.008750089391805,66.769490051901,53.677376298544765,1.0,25.0
45,13.44813109507838,64.32348449245318,50.454995448203206,1.0,25.0
46,19.007658487906184,90.23193451513414,57.24689491327272,1.0,25.0
47,13.526326480256774,67.64513617109705,78.08541811246909,1.0,25.0
48,18.918497656080717,87.5041837821485,44.25388667046254,1.0,25.0
49,15.500359451893793,92.49755069799802,61.21538949502623,1.0,25.0
50,13.995493678310932,72.37840388008078,47.982685357275045,1.0,25.0
51,18.68711402502931,76.85408860545326,35.27850224173273,1.0,25.0
52,16.144792773468943,79.84655864342946,50.96910266449617,1.0,25.0
53,16.032429656437355,70.81530129092468,61.98866230792808,1.0,25.0
54,20.120048233428886,76.76460664989449,55.92937166012586,1.0,25.0
55,12.867045737937707,79.89002051836214,56.800626795848785,1.0,25.0
56,13.820741375456116,78.80982436912896,57.34467016973949,1.0,25.0
57,12.434008741937427,82.13588119908071,47.973894622982655,1.0,25.0
58,13.242303631178412,66.91147086749504,49.91616566434277,1.0,25.0
59,17.747044752617082,88.07780183345773,45.90621447936769,1.0,25.0
60,14.672160142851226,73.03636961608836,41.80482990940938,1.0,25.0
61,16.74060389237184,79.10017012771951,51.778033635595904,1.0,25.0
62,9.427999260089342,76.57436067713984,55.81939502541442,1.0,25.0
63,15.530970779833588,75.11796541636836,46.31304873373938,1.0,25.0
64,11.692249639333777,67.13809462009593,49.40275207109994,1.0,25.0
65,17.022979017338965,80.83464037438424,40.80054036638252,1.0,25.0
66,5.7412595599972835,61.64539086188196,47.231259974628685,1.0,25.0
67,12.414734452876322,74.92681682994458,85.5794725246531,1.0,25.0
68,13.071787277152513,61.58460090567177,59.803159810969646,1.0,25.0
69,19.75372910810528,87.64407043022086,36.577735774648595,1.0,25.0
70,9.890784054777505,65.10589343476775,38.40502652287657,1.0,25.0
71,16.767550918626515,84.80701778844397,50.048426131663604,1.0,25.0
72,18.58118852671538,98.99013506859865,20.921196552720048,1.0,25.0
73,16.409248192832464,74.6548662215644,51.395169826217156,1.0,25.0
74,13.666359940548448,74.13631627647361,37.52700434754798,1.0,25.0
75,13.150698970708014,83.67517184067106,44.353772972820856,1.0,25.0
76,15.998812591614543,75.70788598928084,53.03586256355282,1.0,25.0
77,18.46569356516975,76.85271803338624,27.567697251720944,1.0,25.0
78,17.094116174482025,96.02829335412002,54.97280465877917,1.0,25.0
79,17.005421270247904,71.81382015942033,46.108201154124146,1.0,25.0
80,7.273871130807019,54.89520864319843,63.685057026092444,1.0,25.0
81,14.596142470190243,75.47787107333595,48.1464109604084,1.0,25.0
82,16.805803089488194,88.68794582915696,40.918381262890804,1.0,25.0
83,12.518467810276885,73.62257077963423,45.00258440172419,1.0,25.0
84,4.82253360654699,62.382332771533804,48.77985405032985,1.0,25.0
85,25.66478851416768,94.43291399178732,60.83230726263403,1.0,25.0
86,15.258265327127381,75.19548567997205,71.79865360052564,1.0,25.0
87,15.96205617535518,66.16389678791231,81.44589799671694,1.0,25.0
88,12.377498630431106,76.87598576068689,68.08273169171247,1.0,25.0
89,17.70911365732229,84.32138749470248,46.40619298228044,1.0,25.0
90,7.836145872556253,71.86619959075851,62.13987388337022,1.0,25.0
91,11.88432107912999,84.68748519189654,60.20167733507823,1.0,25.0
92,13.984924694909907,56.634957123168405,37.74625973598895,1.0,25.0
93,5.271608493982214,69.85782917993747,76.1609356237254,1.0,25.0
94,17.300255026554638,70.86353253949248,42.772473626202974,1.0,25.0
95,16.95404245546056,80.98526597058,73.18669782173798,1.0,25.0
96,9.096440054312641,75.6216874195551,58.42686669138001,1.0,25.0
97,16.165631835371972,79.02369810487335,39.52097316666956,1.0,25.0
98,18.107287553799495,81.76326678587711,51.63934853704238,1.0,25.0
99,18.43092536041611,72.70236448998806,46.54854950174946,1.0,25.0
100,12.489533796297852,68.39582370546373,39.9590717780536,1.0,25.0
101,13.016005047958693,75.10642314144752,40.53578414084331,1.0,25.0
102,19.14249263140939,74.8822427506386,51.97254185084439,1.0,25.0
103,14.325386118790007,83.69206915112993,51.00325265203807,1.0,25.0
104,11.644181535344526,80.92481302038888,58.27908440774885,1.0,25.0
105,13.377854123489245,83.73825640742265,63.77655010028081,1.0,25.0
106,7.220137011243546,72.54226852140926,78.73675213911055,1.0,25.0
107,18.357591669499364,71.45179603701764,40.5590390890779,1.0,25.0
108,10.751702092229525,65.90938625828733,38.11672265026697,1.0,25.0
109,11.717578211356413,56.833020722445504,38.45423140281321,1.0,25.0
110,14.164185091446022,71.40649704159446,52.98682945880641,1.0,25.0
111,18.677883121631602,92.88190474867518,48.99610142836698,1.0,25.0
112,15.9981848343169,65.15373847188948,51.72392888606644,1.0,25.0
113,16.034024791223565,79.11437637073152,38.59178720644632,1.0,25.0
114,11.508291866665544,63.641408564888124,65.25255169120254,1.0,25.0
115,14.602509942830045,73.61281774085784,35.10401118925894,1.0,25.0
116,23.080801636900897,96.6398609931074,45.10372255063204,1.0,25.0
117,18.007361990222996,82.97136976863518,49.76103680465666,1.0,25.0
118,17.535660614227204,83.31130173993058,60.344505559137765,1.0,25.0
119,4.076405689065499,62.2866269478549,45.6925071753443,1.0,25.0
120,11.913000906219912,84.33762584298567,47.59245982546364,1.0,25.0
121,16.427637828596946,81.36248404686037,74.15704694704206,1.0,25.0
122,16.684434039136814,80.43611434572233,52.35148412802964,1.0,25.0
123,11.257589171261714,57.386934187469016,35.90442938105015,1.0,25.0
124,9.758502830934582,53.686188687892546,60.703034762674065,1.0,25.0
125,20.59549099386483,79.93896664342921,51.7938635482291,1.0,25.0
126,16.166841810829354,76.1566406913997,34.04744426430538,1.0,25.0
127,9.938121971674166,60.43703000520314,55.087507328128396,1.0,25.0
128,12.862667758540338,73.78816539822355,57.94388068437202,1.0,25.0
129,26.659204656478945,100.86776646129397,60.35731438175291,1.0,25.0
130,29.015279966787684,106.00466247382933,51.84927532493747,1.0,25.0
131,14.469347145011188,80.29540441061052,54.30369909351335,1.0,25.0
132,15.000434021642876,81.64059711015648,60.79370497113337,1.0,25.0
133,13.732276496332833,82.33024842954843,45.62678091717217,1.0,25.0
134,19.01365044145592,79.66974908884902,52.906860558542704,1.0,25.0
135,17.59543568277892,73.20281529843754,36.69628465640753,1.0,25.0
136,16.339151499497678,87.09815357144363,64.42133850137884,1.0,25.0
137,15.870107866479275,68.62805041756906,53.10413896097385,1.0,25.0
138,20.1537631429793,90.3549292521002,48.64517915722981,1.0,25.0
139,14.293772515034249,68.59099507458102,41.532619635580204,1.0,25.0
140,10.913675902004632,63.94487393199971,56.49471180233648,1.0,25.0
141,19.264695784340333,91.56152799802796,32.4680153014755,1.0,25.0
142,8.569056051080123,63.59314804001963,49.588068035914155,1.0,25.0
143,10.338985780017516,60.602581234862264,57.17598065159051,1.0,25.0
144,18.51666704606017,68.42334491539921,63.36020531447904,1.0,25.0
145,15.256913394126355,85.94889211379422,51.40734612791449,1.0,25.0
146,8.002421154923827,60.76326582464268,46.005279663303185,1.0,25.0
147,16.922329340831624,91.93990859555679,61.66052176594376,1.0,25.0
148,16.266427041416385,63.958239774327794,30.31613411598686,1.0,25.0
149,7.681422213031393,54.38173196206339,38.35293615463071,1.0,25.0
150,18.702312135779863,84.77520771241096,61.76089178976222,1.0,25.0
151,4.83395062888515,60.85184213011346,59.049281490144324,1.0,25.0
152,10.608472923114691,59.0048393698775,56.85330252568106,1.0,25.0
153,11.70051494352971,63.49286284190604,42.13227983601937,1.0,25.0
154,14.215071442022294,65.79868290890684,45.68981834775853,1.0,25.0
155,4.7281309067889605,76.82673130396726,56.663843520880825,1.0,25.0
156,14.636246673459194,72.02939716978395,36.71911138431594,1.0,25.0
157,15.7062570644097,64.99307271841873,62.03999662291664,1.0,25.0
158,16.317194115235253,87.75520166433137,45.77884800801805,1.0,25.0
159,18.40214667456724,75.89109528045923,78.17089877239039,1.0,25.0
160,11.61347452162616,73.73212047294506,42.82341054556891,1.0,25.0
161,14.140531682369817,84.3028152932287,50.45656361679026,1.0,25.0
162,12.106311822767566,41.25174286190708,59.026939293783414,1.0,25.0
163,12.42061230267258,61.216564697448774,65.88197127634996,1.0,25.0
164,14.630312843355277,86.00298893761699,46.53874334944351,1.0,25.0
165,16.62729752538919,83.08799886008511,65.13900163495168,1.0,25.0
166,16.83208427263002,76.40793384167057,39.48753848595899,1.0,25.0
167,6.708315450522114,62.01809724985867,53.86746835224618,1.0,25.0
168,14.079519203145352,76.51794356879752,40.94374834678945,1.0,25.0
169,19.18186969028302,83.59087519515379,61.62801494328415,1.0,25.0
170,5.336444462505369,75.5977645324396,36.23350449689936,1.0,25.0
171,13.981478665027767,70.1234104193032,26.574386813445443,1.0,25.0
172,16.60993146074718,86.42844636869727,54.60334388291946,1.0,25.0
173,21.183116935257402,93.27236322667099,76.94465470567762,1.0,25.0
174,9.7666231327117,66.24831556656281,64.19649613373369,1.0,25.0
175,20.23032681797782,79.86909592789941,23.805794436966472,1.0,25.0
176,9.48713969953296,57.511792384903885,32.664257177586464,1.0,25.0
177,14.884119110254058,94.38726600554084,44.87534589548061,1.0,25.0
178,19.356990481107843,81.45521345125033,62.169552231956246,1.0,25.0
179,22.547132771626167,96.9734603678956,55.30167251511143,1.0,25.0
180,14.003703534044622,82.14576795667918,101.77414632898834,1.0,25.0
181,5.986620026833924,51.93518241083713,67.13673723754519,1.0,25.0
182,18.134815272969334,73.31150529279043,65.43323142297308,1.0,25.0
183,14.902293849585703,65.61248031574831,54.61094510494168,1.0,25.0
184,10.537648401387694,70.59423840586054,42.692916838014334,1.0,25.0
185,12.637323410806186,79.46883820927646,40.9444740634268,1.0,25.0
186,20.46723929607988,78.28669936225063,37.68091398464697,1.0,25.0
187,8.55933128977207,59.33646747874517,37.77942864721408,1.0,25.0
188,14.862697912540682,81.47825626018889,40.72640763612921,1.0,25.0
189,10.790863076455814,69.20530402772371,45.54882244195044,1.0,25.0
190,10.85502537544291,84.28698955260032,56.71690110323673,1.0,25.0
191,12.411108058743736,76.2980236467198,55.218790164908775,1.0,25.0
192,19.71084422147027,98.8804701018017,37.54126187568669,1.0,25.0
193,14.060670310460011,83.22266797391532,46.566164167647884,1.0,25.0
194,12.293887098373032,80.2158278973052,60.17374089979198,1.0,25.0
195,10.492713599211559,54.880152613077684,79.8058233164953,1.0,25.0
196,14.520649214592456,70.50638903970028,55.88943839752436,1.0,25.0
197,12.961100705183293,74.66508231127092,57.022444063303396,1.0,25.0
198,10.421576489685322,71.5157892325123,65.44765154068291,1.0,25.0
199,9.561247688438195,58.119006060127674,44.43994990557539,1.0,25.0
200,12.654594889531989,78.81182694484728,62.33996938423964,1.0,25.0
201,4.746751402896097,62.346768902239006,70.42083505879157,1.0,25.0
202,18.075474330860377,83.88560742965859,50.09087795784434,1.0,25.0
203,20.67141244928305,88.6524504626385,26.121504694163626,1.0,25.0
204,13.356423960975434,65.59990509521074,60.20235251562831,1.0,25.0
205,13.441641543030066,78.29076357687143,50.31012258941277,1.0,25.0
206,18.13772129296544,80.4528281512278,42.87245245911372,1.0,25.0
207,10.420524642884658,74.3687871503771,58.248885805469996,1.0,25.0
208,15.92596922574302,77.34045243059916,49.40111942467529,1.0,25.0
209,17.742848698711217,82.2401312988158,59.91031300646781,1.0,25.0
210,15.12780255370528,92.1965712789456,37.16228845308985,1.0,25.0
211,12.34596848713443,68.96443673088254,42.604381535427784,1.0,25.0
212,11.319922970537863,78.26137432040304,34.43459239163164,1.0,25.0
213,18.41798439933285,90.88484231765689,48.002661754024636,1.0,25.0
214,24.915867325683735,91.9164750923384,51.393587798731936,1.0,25.0
215,8.203082182641452,62.75067974194251,61.367137573704596,1.0,25.0
216,14.289232884292401,73.14735380039762,53.099479094156315,1.0,25.0
217,15.373435716400458,97.85147000397492,54.328687211385414,1.0,25.0
218,11.925717236470128,60.448100656805636,52.65936941655595,1.0,25.0
219,17.833298022900394,78.05312017522184,54.117828771444636,1.0,25.0
220,14.244596040652493,73.47453709703258,53.49145153082417,1.0,25.0
221,20.705980958087917,86.9129675891527,51.26525324915567,1.0,25.0
222,11.075793016525624,64.10277756736568,35.98214261445451,1.0,25.0
223,21.792835870544884,89.33111487984941,37.44724939981302,1.0,25.0
224,20.483860455009584,75.83575422945914,51.106671400671736,1.0,25.0
225,15.461671174910023,74.85411580285724,29.385959797314236,1.0,25.0
226,21.28721097774264,93.88077483680009,34.22394227678806,1.0,25.0
227,22.226458135813,80.63325518780164,51.93582271471279,1.0,25.0
228,17.477430579217472,72.65281566029805,43.53535290298174,1.0,25.0
229,19.843852191605993,94.38844886067803,52.79273761631941,1.0,25.0
230,17.1608050748794,91.4817694302429,53.58090266905338,1.0,25.0
231,11.440640268846089,65.12759429534236,68.8867324536405,1.0,25.0
232,12.19490753080676,79.15723529348165,43.56086805190615,1.0,25.0
233,7.7914566663503315,69.26408499554837,63.38628525289172,1.0,25.0
234,13.96714540335803,65.63901582615136,41.52525954309799,1.0,25.0
235,11.853519247597841,74.75648088922192,65.34820821167023,1.0,25.0
236,13.854188699450795,76.61144939899565,59.07421077001468,1.0,25.0
237,15.314672367458149,74.56428081562181,49.268768130583666,1.0,25.0
238,12.669355847418544,67.6657555031772,40.523146771215174,1.0,25.0
239,18.27147645609297,79.20600675738791,44.18860476561174,1.0,25.0
240,15.471147304391375,77.491639989065,52.00275637043183,1.0,25.0
241,8.107388419550869,59.41014458386092,33.66573608261655,1.0,25.0
242,14.787597825080029,73.21205499469797,63.444192438720876,1.0,25.0
243,12.495229049400193,75.00132135014492,27.020092273533898,1.0,25.0
244,14.797592548962582,72.83898871887676,61.579341570981924,1.0,25.0
245,14.55770620176376,77.87722290618495,41.1120499138891,1.0,25.0
246,12.585138419557095,68.61713055282767,75.33850319376857,1.0,25.0
247,15.180307050170626,87.89336284642125,58.7349992549144,1.0,25.0
248,22.01771602644168,89.3256310884782,56.6597334057883,1.0,25.0
249,8.183662322892287,73.24296319421306,65.66224197051937,1.0,25.0
250,18.925916943165568,89.69995242807957,66.77283361424352,1.0,25.0
251,9.909421573912793,56.772665740871446,53.24023375397494,1.0,25.0
252,18.720939060705675,87.69295524073493,39.07347736270117,1.0,25.0
253,15.984992790405977,84.65886536126006,68.718668893981,1.0,25.0
254,9.176906659429177,79.61293970165673,47.744332747316186,1.0,25.0
255,17.13340528908065,72.25230504778172,39.026198990261015,1.0,25.0
256,18.85096295295572,82.47542371760666,40.07623084396713,1.0,25.0
257,14.406464910757741,61.36082242288072,51.04447721702583,1.0,25.0
258,11.175730537511868,77.96720295692771,66.90332120396674,1.0,25.0
259,15.201955130211058,73.01688343496606,38.619049548166124,1.0,25.0
260,6.84866736989725,63.58505550059393,48.054255826037966,1.0,25.0
261,10.787837962653718,71.26687333561907,43.48127011920883,1.0,25.0
262,16.83689779839655,89.53711547253997,41.53966216833379,1.0,25.0
263,10.11316080991628,72.78117926498862,64.75677046002308,1.0,25.0
264,13.962038331653499,83.10045665246308,51.30015607123259,1.0,25.0
265,14.752885220559639,73.04883239871702,42.40388836980574,1.0,25.0
266,15.925791119620923,74.7793264319746,62.24222917586981,1.0,25.0
267,13.088420962006637,78.99898885902384,47.37450132073007,1.0,25.0
268,10.482123095207678,61.043859012382505,65.22222260969076,1.0,25.0
269,3.658274982394247,46.519586408752524,23.879701382084118,1.0,25.0
270,19.893356082865026,85.90670996076041,34.529086689451695,1.0,25.0
271,12.986172351982203,65.0419311409964,53.756426241460524,1.0,25.0
272,13.905865754580478,79.06537662773121,42.601392583546684,1.0,25.0
273,10.950090390468777,68.29339105446527,75.91285544571988,1.0,25.0
274,17.737321555650663,61.66061983860495,57.19139605016157,1.0,25.0
275,9.383939518539881,84.84552841817087,61.66146636871314,1.0,25.0
276,9.387820084099378,54.824444614171526,55.835980689151505,1.0,25.0
277,16.14879494767499,64.06525930584137,47.48379991194848,1.0,25.0
278,12.019427160620724,69.62582961570497,55.57515839583521,1.0,25.0
279,12.322693965172826,72.33486688512008,31.508565932430805,1.0,25.0
280,10.90253859110996,59.323416049655336,68.65130827341716,1.0,25.0
281,16.63201268476759,85.14038788293239,46.17976131179225,1.0,25.0
282,8.535292525058875,64.89961795559492,60.00552063973041,1.0,25.0
283,13.416169110580137,82.5181252172707,43.45180135202014,1.0,25.0
284,9.525160383979866,56.05104742397642,47.85562616392466,1.0,25.0
285,16.74029732434372,83.54009484411226,36.05384977107415,1.0,25.0
286,12.299227989664843,70.07154708282638,53.601672695223314,1.0,25.0
287,2.7174915732050007,47.13749197617773,54.11607531619537,1.0,25.0
288,12.314438636082901,81.53484173377716,54.27001513950004,1.0,25.0
289,11.293078141225452,67.20720746528323,48.25023237989898,1.0,25.0
290,15.612347088472838,72.02680781270077,36.93602462335006,1.0,25.0
291,17.692762227877083,74.91603161361556,49.49500883206394,1.0,25.0
292,16.54588173437749,81.43548841283862,65.94972900247973,1.0,25.0
293,4.6223898931800065,62.19455499797091,47.06352708804786,1.0,25.0
294,17.952949877861414,74.2732055406405,39.60893208879018,1.0,25.0
295,12.192245551563063,72.65194001169006,64.9685745818015,1.0,25.0
296,8.919616552338178,65.94351037782195,30.93709243159963,1.0,25.0
297,14.695026816728543,88.75045386644237,39.8484578826436,1.0,25.0
298,9.490975167456705,69.29227182295713,31.65177751231938,1.0,25.0
299,13.57988563760863,66.39353618584981,45.05769207711103,1.0,25.0
300,25.661904704897474,94.48998003024269,66.73127831121761,1.0,25.0
301,13.560258371661364,71.10829500481859,42.0928909719009,1.0,25.0
302,7.707910527442559,73.3643033847995,83.60853035939377,1.0,25.0
303,12.19810676107737,62.32144771292784,43.00523525148377,1.0,25.0
304,14.438237457517372,80.77888228656798,58.32393517317587,1.0,25.0
305,11.871735604721575,54.400800332839445,56.36574009027031,1.0,25.0
306,13.118369113987809,73.89337279792157,49.749708682249896,1.0,25.0
307,11.100643087176898,67.06441854535338,58.14632131267615,1.0,25.0
308,10.802174486366463,60.95890107584421,42.47349636313799,1.0,25.0
309,8.985770569871857,61.94849607305813,70.30704922467264,1.0,25.0
310,16.786114384111066,69.52187073527546,59.43278537172062,1.0,25.0
311,12.88843949968208,75.90644944863118,42.606719084095054,1.0,25.0
312,13.084214008124377,71.72887828110866,64.02482190664577,1.0,25.0
313,17.56050417790226,85.34869699680686,70.8426679601197,1.0,25.0
314,11.803849865723073,76.73586750058463,39.57139497657066,1.0,25.0
315,15.535465717798264,69.65200463797616,47.643381022331496,1.0,25.0
316,15.695058079948787,58.53297942019546,49.60720108585049,1.0,25.0
317,16.888108783915552,71.19479434771485,35.04768310554789,1.0,25.0
318,18.495785903070452,88.32101073713173,65.24078526889397,1.0,25.0
319,12.512260312334792,61.92326492131861,59.808260865021424,1.0,25.0
320,16.71483739197187,57.10925497382145,58.40989744342806,1.0,25.0
321,13.414025692782856,69.88470687697972,80.44022856919136,1.0,25.0
322,12.850397401610834,73.91513409615652,28.240023590576747,1.0,25.0
323,17.449418596290116,68.3941930385272,56.837337885327635,1.0,25.0
324,12.542169283054566,57.593838284877044,31.31590900946542,1.0,25.0
325,15.824813642241018,72.30008238677344,49.93976595450534,1.0,25.0
326,8.880501498882317,58.63123380987324,65.21342701404983,1.0,25.0
327,16.80805249652076,80.9224745504638,54.64810920454841,1.0,25.0
328,10.963083312671648,81.23696269743276,37.49528300739427,1.0,25.0
329,10.940579068174037,62.830122547946914,61.74231865133553,1.0,25.0
330,18.059601534794258,82.3417190739435,57.82669829551679,1.0,25.0
331,11.151066200497242,70.4085537687396,53.500533655124364,1.0,25.0
332,11.588661402236962,57.260289513610054,49.11435265489379,1.0,25.0
333,19.015403627335946,68.3327780441113,39.695440522099446,1.0,25.0
334,7.4448870591861045,59.21901533280292,40.368670549694166,1.0,25.0
335,20.39445874997987,82.65628643095235,39.718970599646205,1.0,25.0
336,14.048285572540113,71.17819706745456,52.849294533832285,1.0,25.0
337,10.544849732041602,74.40062160058977,63.085417358469634,1.0,25.0
338,8.830678664843898,77.64332874438301,33.72258759738263,1.0,25.0
339,14.684176863661328,70.0102135211737,38.57116811164384,1.0,25.0
340,18.965185858781886,76.82715603494732,48.19736957130455,1.0,25.0
341,19.737831305649454,79.43300538466765,52.81418781321222,1.0,25.0
342,10.412919938989816,78.55515613081437,62.09316513519797,1.0,25.0
343,15.42158792808532,71.23769726342225,22.359916170750168,1.0,25.0
344,8.295310981857117,68.98526974870313,63.35726080888936,1.0,25.0
345,10.352728511244937,70.72129950591568,49.49761370875705,1.0,25.0
346,10.439432447246318,78.513186396746,65.63074389278731,1.0,25.0
347,15.870587404581217,71.66764733739278,46.089801530828474,1.0,25.0
348,18.28667004674196,94.39435279509635,53.530915081768974,1.0,25.0
349,22.78583797741095,84.52798371985874,35.04136998574452,1.0,25.0
350,10.796374729764617,67.82632417735161,57.87764958862449,1.0,25.0
351,10.573157344947312,79.46190677778125,30.45438549826344,1.0,25.0
352,14.546186818952727,82.66724222101224,42.38117714475438,1.0,25.0
353,14.082969783968412,72.24020189791203,57.21417594822884,1.0,25.0
354,13.763955414401533,71.5423160832823,61.45018972159544,1.0,25.0
355,12.374321094915274,56.275648009231865,61.79774036809896,1.0,25.0
356,11.389774859377166,68.8710169586506,52.058059583809374,1.0,25.0
357,9.828080322459565,81.06577848812049,46.36835931739478,1.0,25.0
358,19.242626802203834,80.88005477902759,35.226008872669155,1.0,25.0
359,15.654740058857765,86.30593983381242,43.940386701232015,1.0,25.0
360,15.493814293750972,91.25219438242979,52.93201933165571,1.0,25.0
361,18.093295802183526,80.80207795796224,53.19541516466559,1.0,25.0
362,18.949538929410465,83.70800019344027,42.47587404515166,1.0,25.0
363,17.143740996238417,85.18146551981634,51.211853767288616,1.0,25.0
364,25.01437994113968,89.93139059870964,45.188042268056726,1.0,25.0
365,19.023326122377327,61.1812210675599,23.020359818768306,1.0,25.0
366,12.86091548270796,64.99440798277841,60.353299385640256,1.0,25.0
367,20.47408841774386,91.3957563239376,61.43796695815713,1.0,25.0
368,17.36866374867078,88.16236214338228,53.3089215584975,1.0,25.0
369,22.729932635811316,96.16257660369888,42.64371085435159,1.0,25.0
370,17.527406581459548,93.62987259353079,43.980790714201376,1.0,25.0
371,8.63234065774658,58.4900592504109,51.54161975070164,1.0,25.0
372,11.90996053772158,77.41973395022862,45.88857618918046,1.0,25.0
373,4.599045162457017,69.57724379037286,32.7786627353601,1.0,25.0
374,20.929427274136536,71.01055592243472,48.409440078717125,1.0,25.0
375,16.316060601049156,83.60496800976877,58.787631456869406,1.0,25.0
376,18.383863734310804,82.92437116194249,39.84540659203081,1.0,25.0
377,21.74212898607749,107.59199186965483,55.57673383015496,1.0,25.0
378,13.71175321857475,67.6940556462442,47.34293757991527,1.0,25.0
379,12.758121693514788,89.89484132471594,54.201113748604755,1.0,25.0
380,22.76223875026102,90.64349898684462,37.712686033218915,1.0,25.0
381,11.586310460149503,74.81857871947227,33.17573674363624,1.0,25.0
382,16.389358049980316,78.08800522536751,38.040837737761464,1.0,25.0
383,13.817151390873892,80.63483091900642,67.34468992104611,1.0,25.0
384,14.264915606018922,59.65354624162916,57.767422273954665,1.0,25.0
385,15.310169371469652,77.2338520712171,55.512268139884455,1.0,25.0
386,11.75150192192286,75.43832648517899,42.35198593014797,1.0,25.0
387,7.2071091199199815,53.59632033738673,38.367652630980515,1.0,25.0
388,9.46791641337574,64.25522633550578,36.99201795937917,1.0,25.0
389,14.02025272831663,81.82073744034841,60.11623439261514,1.0,25.0
390,14.606101890106007,67.2264012806048,51.242600153663986,1.0,25.0
391,12.651313183765794,90.25264564223308,43.76356515055683,1.0,25.0
392,16.493723055840825,65.89896706318166,35.379777823407345,1.0,25.0
393,18.493567927856446,86.58218051924172,66.54388816505418,1.0,25.0
394,14.256557720933083,71.54781825886897,59.57087956833097,1.0,25.0
395,12.960153693198585,74.97587417548553,47.4250545291751,1.0,25.0
396,13.962376985336956,83.42659216648883,61.55208435099938,1.0,25.0
397,14.218366952571884,93.72396621415226,42.599096102426145,1.0,25.0
398,19.66220196533076,107.2391648070543,60.67552330598623,1.0,25.0
399,18.305730521050652,84.32596028401937,31.939338724097404,1.0,25.0
