unit_id,DiskIoWait,JobQueueDepth
85,61.363078011292494,43.63315298293526
86,58.01280250360042,57.034533447261815
87,60.84916551258795,56.352405430230164
88,29.70802520792185,47.492444922894556
89,46.47514788815678,40.66613045571052
90,53.31671282013856,52.576015369261626
91,52.33821251188942,54.03315860864483
92,57.60511053869928,80.98039927720878
93,38.03864889890073,30.186669753479627
94,43.530682005414185,57.124708371848584
95,45.914633764991585,57.99162300463414
96,71.09829112828336,49.94477367599557
97,49.149894276183346,43.692098554155315
98,27.53517787674756,29.3145402062796
99,47.95646721689266,47.101833411899854
100,15.236735940550293,17.258042434270465
101,56.409526102298486,39.99200598991031
102,38.320249836786864,29.670544540470516
103,45.69914307553146,81.82741824428216
104,35.46394875268267,52.44702611814348
105,30.28623128094905,54.41078947460634
106,45.750543267730905,49.95077155317401
107,32.193478792212574,48.09080949929171
108,67.07610337382636,61.22073869836272
109,52.72812323683789,58.51300254215246
110,46.56340563937579,56.592951297688174
111,58.99709930788911,65.90298578518893
112,59.34018424677331,45.89037660832275
113,57.24100761523398,69.28476994709511
114,32.80980470824973,55.03075450373464
115,45.137567839276606,60.39201763925705
116,40.00323479566122,52.60013316117153
117,50.53085595891312,46.29691169711848
118,60.23240191019458,53.89228355416839
119,23.832586141810285,33.663064115756136
120,51.79962200767166,66.92469155051727
121,44.04358105084813,46.16179418561114
122,41.02982057331191,47.60025524383502
123,76.4851084179764,59.16342800589812
124,46.53204315853868,49.1306690673117
125,74.92203341439131,63.06692457475028
126,67.3990845351829,74.70236830351547
127,66.7992077413161,39.82691266453974
128,60.132099770408274,81.06173302195899
129,27.173454174783085,47.80263677958398
130,41.01609281528192,61.78088030524241
131,50.243692047396564,58.055589537404416
132,66.22311420656156,49.66042354457689
133,50.967150385020446,49.71529569551916
134,58.835778428857864,56.17680840012827
135,54.157905073986626,51.83217334224442
136,47.97053190356114,58.65349468069733
137,35.528652682686264,63.855788581735695
138,31.191195360027976,42.60032013601943
139,37.22667455655743,53.59064086368312
140,58.38468827377911,46.53049594346181
141,70.91035363412051,39.79181592588341
142,55.21910875015665,65.24822932490049
143,52.39974662757932,61.698063386816685
144,46.240606099127575,55.594352473051345
145,43.25950441889607,69.34292348675172
146,60.81475534395712,41.98504381665292
147,43.96137443414078,65.85168898410282
148,50.16529463849344,45.91099622684985
149,54.982063262911396,48.797815748928
150,36.65907728800949,59.757311438156194
151,39.8018814765231,46.90102433685589
152,52.373995399189525,77.91213634023391
153,60.365518522172046,39.474417815061
154,28.872441856727118,28.12951354609942
155,67.1322004437109,50.685538580789284
156,61.3777761956818,56.62468859486313
157,42.95739624217498,54.32051806097721
158,61.16074943600878,37.974942507840574
159,48.435697085171896,68.465101602556
160,40.64342067771726,44.873555343037445
161,42.14035954482514,59.089356616072045
162,38.83606528018662,49.07786943593687
163,46.52356201971633,47.72672268884753
164,51.147311752330886,57.42690324472332
165,58.61748710913164,47.91647388976255
166,61.76334118800043,50.92544274522508
167,35.72587199038626,64.95993107761991
168,31.68211195989196,57.30364819648097
169,64.23383343687134,83.37278006022389
170,53.57494874180508,47.142742121673095
171,48.35853923301399,42.85701967089724
172,39.90410739216769,68.6256320406911
173,55.945732030853016,65.95487804883734
174,72.52115956817163,61.062164611070656
175,39.97767355604097,53.585573053651494
176,54.63478256351876,43.32647328743444
177,44.4725432769286,51.587242092818826
178,63.75436714664205,57.17048665090183
179,59.53944190492086,27.63576880548318
180,66.01798943778385,47.23136813238472
181,35.76513676321682,41.69203630650614
182,47.16891614173286,57.77113140964451
183,48.557998644711326,59.622253714870965
184,48.81734297519429,23.63278657818461
185,52.96675241636807,43.761152470216985
186,50.30679921313141,50.26552190467412
187,68.08315428609818,60.67768450740666
188,42.33319999380628,59.14226130087648
189,52.08427146973293,53.71753854793128
190,50.039118377900486,46.41063315413315
191,60.979042362150686,47.30741293116274
192,41.84635267166735,72.90159275966218
193,36.573756457220085,75.22200864819226
194,41.68415765294457,49.01121901345208
195,22.07876078534107,69.59735275570961
196,52.654597499909826,77.51325434661474
197,33.201139799843155,69.56044010066351
198,63.23566942377311,30.27090669604245
199,69.00215630378197,67.69696214541436
200,60.78633373654216,60.98798807074482
201,61.94407700541206,43.215261028587285
202,66.86414174872658,61.66921035631242
203,69.92554483025737,81.64357722230937
204,36.73524267012841,36.0797384642971
205,52.27698928153851,55.54248580865901
206,44.9337462716882,42.48419459899198
207,40.69589547893068,64.44321905033502
208,40.99351884878477,59.86804154357687
209,84.7340146786383,46.039708213733846
210,59.676872614317986,62.8949522087177
211,53.413591970695286,56.79545243076417
212,42.58626434990657,45.81890249543064
213,51.27247693710925,56.90303299767962
214,49.81506396089385,61.139591141685464
215,53.78440447617665,76.00344456939769
216,72.51959172191403,69.2728341876726
217,21.92862317247821,50.929943785535514
218,30.75878484307857,44.19649696395786
219,63.25896800082717,34.138570780610046
220,31.162070982754873,42.94544707008806
221,59.958338502363446,53.87763713081178
222,29.835452065117543,47.977273055644034
223,40.70445766225508,42.81651104562324
224,62.527802217992935,46.29869855397088
225,52.11624145780761,54.0222293841402
226,68.47342147927318,50.5951598501663
227,54.69350641902754,49.61319014349399
228,48.37850822436853,42.247850302917584
229,64.11406617686697,57.3420012986639
230,44.33087089809499,52.72005305643173
231,36.50167803745093,68.36187100672775
232,59.67528245809473,58.29157748793839
233,71.80997903690283,65.45037966643584
234,26.13823008910051,46.41647768299727
235,71.45405558578975,44.78905920716805
236,82.71171821229733,39.39205018669756
237,55.84466402336611,60.90932311773574
238,49.58834680576677,35.71924659503947
239,44.57594766775656,62.437800075260995
240,67.95580011288334,59.41617619414805
241,25.901419195500868,49.52447592939419
242,34.60072530421024,50.51327826096037
243,47.7166721480949,59.938662408654125
244,63.73512934320995,71.67219280991462
245,48.19029196310701,44.77850200721697
246,41.0558387592277,40.22240756510895
247,35.831822065940884,17.192240728761732
248,67.3306616938158,50.13043226500354
249,40.10966356103257,86.17472561864687
250,47.521566200984154,50.74274131276834
251,65.88403540273582,58.1272357339048
252,49.720013047697044,33.82033879819416
253,60.129511230689374,60.08473148197934
254,32.110586614927755,41.59808492743093
255,47.80926292603894,49.5725493704275
256,35.70292890462897,41.112185694869154
257,63.01513182982939,74.62947329947289
258,36.09234219544896,30.493034129240453
259,74.56144539349005,46.00061324463528
260,48.57451936653833,51.29182600731356
261,59.72142794834537,62.67436536575535
262,32.78712294630047,49.70761398634487
263,47.511543265337984,43.97305858670609
264,49.29411601541605,35.70098355711457
265,35.94785980843986,53.48227664796931
266,63.182481192136635,55.63963296707449
267,45.03196189964766,32.99078322803493
268,31.449888388293143,62.874096902085036
269,54.34298677401702,65.55438159690137
270,45.8065106678706,62.37542460584659
271,42.75986316715284,71.05730303432588
272,48.025511682253764,70.32939362270587
273,55.36121427912206,53.430103039157565
274,32.33919654349684,49.00611462271006
275,50.99460047314609,63.95687641216045
276,51.87638331358195,35.07237584177372
277,47.53790032968481,59.49875146185592
278,54.57310252444203,27.044831083910886
279,45.34217444761722,44.30748345373121
280,56.35873908700287,58.8624273149853
281,53.91159077038227,36.78677975862885
282,42.88832097402877,45.61277120010353
283,60.72834528428052,29.89206916837396
284,56.67727180839707,42.20818957598299
285,50.42519397334067,54.20299268347522
286,49.450948318089154,52.653855803471046
287,72.23973959437635,48.77112264413705
288,60.062356637274355,36.89151279146773
289,54.71902168882518,34.083765883897385
290,60.37132590745512,38.40546434010406
291,47.486843490647374,57.60688873376567
292,39.46593350654453,33.08667970341989
293,44.80332750521309,44.02218728656854
294,31.768703806094003,30.503795804762255
295,51.24831961694758,52.26794968109424
296,52.22888762038167,51.17521764020512
297,55.93053223135985,44.55298065163558
298,38.56893689505411,53.71103142720728
299,45.31565428520458,47.71081122435366
300,43.58340914070953,62.29012181352073
301,39.41545562444953,34.427908168188104
302,70.33494857188683,30.725774962411133
303,48.73143735503594,32.51100489808949
304,54.20689010930381,52.82948749739481
305,36.13490911076754,42.67656513731603
306,39.40336879440738,30.51836674631575
307,62.618426479719396,49.92866568857663
308,55.831329918327526,51.232790313287865
309,67.90353301265826,51.73925721202525
310,41.89761940032068,63.084005985877006
311,28.496943595181747,53.96260366126729
312,56.55604622366625,44.81747255022946
313,48.4451030053874,38.317895514733806
314,68.7205956165541,70.16154364264848
315,4.898767117200487,54.39623308633707
316,40.5486890479965,49.252339410856834
317,65.58743540215379,54.5663823258946
318,21.93427469727184,38.603638183117816
319,23.15040120804561,49.76613531452421
320,55.525433593492515,50.55043669112028
321,74.85219273298046,50.8729535823915
322,62.07257433501793,63.354232566919286
323,55.41049367113633,56.77500640508594
324,53.66805558097284,42.862707871367604
325,55.581341845681834,62.31448198749762
326,34.9704580610997,56.203189839481354
327,61.786971801063395,68.04330567961178
328,51.2634554355777,58.31642864170454
329,49.11061290752444,88.84456210739366
330,70.23686253899031,47.60572746948968
331,65.85350934231349,25.699576479247916
332,21.317457186163843,38.258814100586335
333,54.99248297390014,62.17462441214472
334,44.37058441431007,41.357240461590116
335,45.9164247253863,46.952429776633736
336,35.00999350942123,41.73008251921109
337,42.87372427013282,56.85210700170996
338,48.05280933527804,52.293405025581116
339,51.62345404427977,60.51822571699605
340,82.24456708442413,51.98135615985067
341,42.09114730233064,52.533639381410836
342,76.88563992602113,53.019702089281424
343,43.107773389183095,34.16808318928085
344,40.85428833717065,23.07649069090383
345,59.012853411712875,67.61361870999151
346,33.66619780498126,54.74888849767442
347,47.834434363591754,41.51432559920898
348,59.41166812652968,49.3915390585835
349,46.24477647069556,60.4815665946959
350,25.214294377492347,61.10348208531545
351,58.69806448312035,38.30175139403243
352,48.85065051122045,36.274761036072576
353,43.61990063541349,51.400909483759705
354,40.64973589951838,52.495339606850045
355,41.72117403593383,46.87459494706222
356,50.49039899040027,62.645798194687735
357,67.42747644164997,72.43731483531022
358,38.356230253038746,67.7271532356724
359,67.09406396872589,65.89606687386687
360,53.23895782390216,69.54957677710031
361,62.28255372452875,77.35863927280701
362,54.00691962723733,20.818085493872132
363,54.286071890962724,58.273098845948795
364,56.57102421288273,45.21567290344479
365,54.861501405217204,38.82024573345067
366,48.71609058552213,52.9112538994735
367,47.504157655232675,36.875600633272896
368,69.25472435149005,43.46154099606835
369,39.895275545647785,43.21307065145585
370,60.016292349396814,37.84123826351755
371,34.86182827159354,45.03309153751497
372,59.611971551107395,41.19978813692612
373,34.31643969076759,36.530824315268106
374,51.58575790127375,58.27254782836997
375,84.92141470593818,52.96697908308827
376,53.13586075482956,35.695232046730574
377,36.53560268102327,39.8617228174578
378,39.75694056321437,21.117712270774
379,45.21781309452351,58.67605502146382
380,36.40001112637002,53.779226991475596
381,72.24967857140064,51.04506196981888
382,44.320280715972245,39.94553408689977
383,61.978864105132985,37.82365079237124
384,48.98190133366925,52.9115424871923
385,30.121032226322566,78.48948093039766
386,54.276719748689246,54.1175038701893
387,53.174757143325635,31.248304999181347
388,59.011180491681834,57.31453204919258
389,42.30820696207843,55.11448724158414
390,52.51149649719753,50.35342113598917
391,52.41744496165529,45.0696091958201
392,22.746395831157255,70.12752908537861
393,30.808614412152313,31.38881920405987
394,43.71926820025878,45.431654605540764
395,48.00522253585537,54.816379408278195
396,42.70354050702069,58.95272355723221
397,55.137359808359115,56.995059524735005
398,65.08231430844052,59.82844920093243
399,67.66610207486195,57.46140409537828
