unit_id,ReadmissionRate,do_diuretic_titration
81,56.09461023095796,25.0
82,53.168910073392176,25.0
83,44.152138700731726,25.0
84,43.42154757051695,25.0
85,33.739918903968025,25.0
86,63.55071065171501,25.0
87,72.75860707830113,25.0
88,27.598796181224753,25.0
89,41.69186959431727,25.0
90,43.964930238884335,25.0
91,55.39479077456097,25.0
92,43.3413155820575,25.0
93,36.437609282078945,25.0
94,55.26552970631486,25.0
95,24.19085475001565,25.0
96,36.09128469106547,25.0
97,29.93396482040119,25.0
98,49.75275331658734,25.0
99,33.68072348768284,25.0
100,67.70718175232255,25.0
101,33.924211641659966,25.0
102,32.40615379014479,25.0
103,52.476834687300425,25.0
104,38.10327196504264,25.0
105,51.26662650501187,25.0
106,50.980075217949775,25.0
107,55.63235224572535,25.0
108,61.03459622347714,25.0
109,49.240328938397425,25.0
110,31.79156850683652,25.0
111,44.94470468890008,25.0
112,37.13660989916866,25.0
113,23.98989524445403,25.0
114,46.79607760811698,25.0
115,40.80983707078504,25.0
116,39.9630939125587,25.0
117,43.48950777546661,25.0
118,45.093119329635186,25.0
119,57.26192515945783,25.0
120,57.79889685503944,25.0
121,41.30082166858,25.0
122,30.37291828300617,25.0
123,37.28660998476775,25.0
124,59.876170795447514,25.0
125,57.09269167004337,25.0
126,41.92542782329606,25.0
127,41.66148649144808,25.0
128,33.204041316236726,25.0
129,34.601487147638,25.0
130,49.695522542938384,25.0
131,54.79530707028657,25.0
132,17.846905421694768,25.0
133,37.26340754942268,25.0
134,40.52731498292586,25.0
135,50.84598776768908,25.0
136,74.08726929223695,25.0
137,56.470792554957846,25.0
138,45.970274690441784,25.0
139,33.91950216858137,25.0
140,50.81086981160975,25.0
141,51.00837699987044,25.0
142,29.82811483176434,25.0
143,48.47144539192057,25.0
144,47.09072816474787,25.0
145,62.58298135982515,25.0
146,45.94743022047608,25.0
147,27.03094569694393,25.0
148,42.98959955493233,25.0
149,59.668340369328725,25.0
150,36.51452312908253,25.0
151,24.512684962786857,25.0
152,34.401669901251495,25.0
153,45.499816371733885,25.0
154,75.43963618390707,25.0
155,36.08818734677624,25.0
156,47.991440373630425,25.0
157,65.64668846976166,25.0
158,44.626738495477326,25.0
159,36.266712969806896,25.0
160,26.058779471480367,25.0
161,39.14368793756943,25.0
162,35.311851009485274,25.0
163,43.56880976744851,25.0
164,46.08720366178815,25.0
165,36.76555987347819,25.0
166,55.40218084108914,25.0
167,96.17293729680055,25.0
168,55.408895620967904,25.0
169,60.267103956172974,25.0
170,47.69354110209896,25.0
171,41.08141253896699,25.0
172,40.995602729955564,25.0
173,59.681412702598486,25.0
174,32.42950877061317,25.0
175,16.991969993361295,25.0
176,55.68905675930111,25.0
177,21.348651793152683,25.0
178,41.421793209147175,25.0
179,65.33438530495985,25.0
180,43.11039776198397,25.0
181,35.933996115158415,25.0
182,79.07712257487371,25.0
183,76.51450542979495,25.0
184,22.209544932932726,25.0
185,74.81411004186181,25.0
186,58.32257735367666,25.0
187,37.07313426156301,25.0
188,37.649319721747695,25.0
189,35.59456179945597,25.0
190,44.22218366315576,25.0
191,38.30353610944453,25.0
192,38.15024940155637,25.0
193,29.62551242870555,25.0
194,38.17254841137595,25.0
195,72.65795050563332,25.0
196,38.0049984994829,25.0
197,73.89340572325038,25.0
198,33.93721713846566,25.0
199,36.94343918432203,25.0
200,39.23695811812935,25.0
201,32.769876321039426,25.0
202,63.62400462992471,25.0
203,29.784754721984022,25.0
204,34.37814635876468,25.0
205,50.23926831051311,25.0
206,30.00982166801604,25.0
207,50.04201276019039,25.0
208,30.325127492693532,25.0
209,47.67544463128885,25.0
210,33.3552353226868,25.0
211,36.02659468382855,25.0
212,39.15091606466944,25.0
213,54.3357894071578,25.0
214,30.88035565495779,25.0
215,31.055380221687294,25.0
216,36.47749907300653,25.0
217,53.777694590781095,25.0
218,56.115531165433666,25.0
219,40.892906639994656,25.0
220,34.28062054847796,25.0
221,36.956512026110275,25.0
222,29.753864060993166,25.0
223,47.261684604817766,25.0
224,33.564256599565894,25.0
225,27.954397367733044,25.0
226,46.03176529735027,25.0
227,25.340459962897544,25.0
228,44.95196448844904,25.0
229,36.73292518274776,25.0
230,26.087167463571753,25.0
231,54.607866087364314,25.0
232,43.460354032067784,25.0
233,26.240954355765908,25.0
234,66.79012100973772,25.0
235,74.97303577835284,25.0
236,66.5475472302608,25.0
237,30.84244314220086,25.0
238,48.782819163968426,25.0
239,44.380925435809296,25.0
240,44.68231929219967,25.0
241,30.3564312659759,25.0
242,58.81274539295245,25.0
243,23.71619082531649,25.0
244,41.591910916974285,25.0
245,51.052707291346785,25.0
246,41.107201817646605,25.0
247,37.73957077586938,25.0
248,47.00595117199061,25.0
249,47.717094699216084,25.0
250,64.28349338023033,25.0
251,37.9402799777031,25.0
252,57.2288006089924,25.0
253,43.84737785375042,25.0
254,40.61612619182821,25.0
255,66.23908592103301,25.0
256,36.48983395675939,25.0
257,57.43106000148699,25.0
258,63.31460704861341,25.0
259,23.393783580210943,25.0
260,49.80930524511166,25.0
261,52.29278172169871,25.0
262,32.24821566924585,25.0
263,50.631464315852405,25.0
264,37.8329041704235,25.0
265,43.932658076621124,25.0
266,33.91687059347486,25.0
267,37.641774123504305,25.0
268,32.3204742444105,25.0
269,98.49861837927018,25.0
270,57.027171703351485,25.0
271,41.405571726040584,25.0
272,40.08171655818501,25.0
273,38.44568128804434,25.0
274,40.19027208024682,25.0
275,68.79798972213416,25.0
276,34.876645387089916,25.0
277,51.976177594401776,25.0
278,51.513957862971026,25.0
279,44.392208707789294,25.0
280,32.07816012589446,25.0
281,57.616358355632386,25.0
282,26.55074382675289,25.0
283,28.776365880858386,25.0
284,54.33676979383919,25.0
285,28.07634943643245,25.0
286,25.47429415908442,25.0
287,45.55113541845078,25.0
288,34.276385843927585,25.0
289,29.426251726355236,25.0
290,51.61143578824111,25.0
291,43.214187426679224,25.0
292,47.034269480377766,25.0
293,30.967701319879534,25.0
294,52.050702460101405,25.0
295,37.99698314934168,25.0
296,39.25194471233706,25.0
297,46.79185400871167,25.0
298,48.92510148320436,25.0
299,35.39140823156578,25.0
300,44.40780476821406,25.0
301,24.918624195101156,25.0
302,58.378049354287384,25.0
303,40.12958018131346,25.0
304,28.57968586510558,25.0
305,35.142842853225616,25.0
306,57.557968946806184,25.0
307,26.527221044898077,25.0
308,32.855103048124384,25.0
309,52.49822733712521,25.0
310,46.12808347849199,25.0
311,55.44648754217703,25.0
312,40.81694619662684,25.0
313,43.94322130610574,25.0
314,35.43645519800095,25.0
315,64.38226465185824,25.0
316,54.57350416217021,25.0
317,40.76079852242528,25.0
318,32.69589372182672,25.0
319,30.876441944270262,25.0
320,33.975801891892694,25.0
321,51.80194714658712,25.0
322,41.797412159846246,25.0
323,39.1151346588388,25.0
324,38.52558321680883,25.0
325,53.58684021404877,25.0
326,40.694911116884256,25.0
327,27.435014090387202,25.0
328,38.99103604481821,25.0
329,64.59327454364166,25.0
330,47.057523152865535,25.0
331,36.310549436193654,25.0
332,38.41175406543664,25.0
333,35.891332814378664,25.0
334,43.891359175731374,25.0
335,33.469167836630895,25.0
336,48.339507396418846,25.0
337,42.42107009811803,25.0
338,49.98091777114788,25.0
339,36.303168921086346,25.0
340,49.23962700677661,25.0
341,47.0668199185304,25.0
342,67.32360181963621,25.0
343,37.95364405367058,25.0
344,51.65104601349108,25.0
345,59.88040214855499,25.0
346,36.2223778895693,25.0
347,47.89454782969421,25.0
348,47.39617053435056,25.0
349,48.93314159750897,25.0
350,24.096798952711925,25.0
351,46.517584612972,25.0
352,59.50862742663939,25.0
353,44.226822796316526,25.0
354,42.45747699932128,25.0
355,34.712968670975485,25.0
356,52.66437120722302,25.0
357,52.766760894273595,25.0
358,35.58495956836095,25.0
359,44.4977839036,25.0
360,42.74055684276183,25.0
361,30.53085057541589,25.0
362,70.47463749414842,25.0
363,30.42744712315832,25.0
364,36.827083534799094,25.0
365,39.23136856245763,25.0
366,51.73626059743701,25.0
367,49.593418809769425,25.0
368,37.85427304665263,25.0
369,77.94288078417821,25.0
370,53.06932622592924,25.0
371,33.40447560512032,25.0
372,61.495743557986366,25.0
373,37.32004807115612,25.0
374,26.728863195298217,25.0
375,29.9731084099186,25.0
376,35.94195468325384,25.0
377,47.9463960718325,25.0
378,13.349871506698488,25.0
379,38.250532427504474,25.0
380,57.59580359446503,25.0
381,62.557107009382584,25.0
382,32.89191172088298,25.0
383,48.49803489075135,25.0
384,34.255040527935826,25.0
385,23.62081755347952,25.0
386,36.28401489887487,25.0
387,43.859457291100554,25.0
388,56.68202913250606,25.0
389,42.09184929397476,25.0
390,39.0044273644435,25.0
391,36.09331171042759,25.0
392,61.947609390027495,25.0
393,58.339027276977774,25.0
394,41.21870535541787,25.0
395,59.67384857013224,25.0
396,28.400642465824667,25.0
397,67.00801783237435,25.0
398,47.86440919167909,25.0
399,27.468540082809,25.0
