unit_id,LeafGreennessIndex
208,8.134598592723279
209,7.2454540906264056
210,7.109814985407293
211,7.457523308287221
212,6.928076636935841
213,7.54456339398588
214,7.146036596140812
215,6.51375927151898
216,7.73887362519934
217,6.835748074807361
218,6.843077258494964
219,7.117322645651812
220,6.314874312613997
221,8.59572748853612
222,7.294249733764778
223,8.465334373971327
224,6.952551080783996
225,6.7105079607985605
226,7.346762040997049
227,7.894550649640324
228,7.801991519798731
229,7.27879879804112
230,7.425025826614367
231,8.096353282525051
232,8.279700974983692
233,7.247641996138552
234,7.06727992362408
235,7.293562329625623
236,7.619077092157626
237,6.445333012514501
238,8.241623181529846
239,7.468817304193355
240,7.062336098256476
241,7.569717669379636
242,7.271903340981501
243,7.2795128273873075
244,5.870569026315668
245,7.601085250335878
246,7.112659236755333
247,5.908655563980451
248,7.407600114729254
249,8.444614508464118
250,8.176959268000672
251,7.733529750115233
252,7.14153363436066
253,8.24702667677994
254,7.9427883455978705
255,7.418682809026965
256,7.229227288959132
257,7.4839156836383545
258,7.091123349714166
259,7.76082271794422
260,7.470322336075338
261,6.873450600975931
262,7.420886772847479
263,7.3369501376806205
264,7.119632403721688
265,6.976485997222603
266,6.965378259773159
267,7.196212409760415
268,7.7522183529695345
269,7.355550657286567
270,8.099101604740211
271,7.586484296602895
272,7.9800329347338925
273,7.477363148411755
274,8.249339293388635
275,7.732955990277787
276,6.506078285308268
277,7.6194202792581684
278,7.610108680337026
279,7.768977673811092
280,7.371651709732264
281,6.842110666152707
282,7.435380716425907
283,7.9357544781511065
284,7.728425783473234
285,8.091882313206497
286,7.3892419229198625
287,6.870354258859956
288,7.952792925703412
289,6.96459737809276
290,7.280668582203646
291,7.0045421272145605
292,7.7501993396533315
293,7.6012124531117164
294,7.581645862201316
295,7.91343962053456
296,6.948705360446785
297,7.180394198032097
298,6.986698987241675
299,7.604133610112169
300,6.969193812897658
301,7.057896176924673
302,6.945777446427977
303,8.135518162842544
304,6.465905522487749
305,6.874720032367038
306,7.819544052271762
307,7.472671598186326
308,6.618266565049566
309,7.691135879296976
310,8.07505900094474
311,6.848878853562932
312,7.7627834958680495
313,7.810333708205661
314,7.313486778128466
315,7.022854964328961
316,8.113769615701958
317,8.836062835584661
318,8.102807173920823
319,6.8989315903838175
320,7.693248355544232
321,7.477134387860876
322,7.833088655020744
323,7.180673872851914
324,7.608384936996726
325,7.361022914370308
326,7.4216742153956
327,7.502403910960692
328,6.7666077322501526
329,6.532562999936695
330,7.5598864690897685
331,8.183301299109898
332,8.246577773543097
333,6.523062163674426
334,8.613142986581508
335,7.8559926701427045
336,7.334969091430826
337,7.112914528336997
338,6.692216147436397
339,7.208905100349579
340,7.845647800479304
341,7.079806457817625
342,7.250560810930014
343,7.900942209078161
344,6.518838666948029
345,6.242749776935008
346,8.050949826357995
347,7.5498465579047345
348,6.168252019535562
349,7.436738568845176
350,7.261901077232696
351,7.911168570453564
352,6.805182487365844
353,8.40717412626807
354,6.588720726016495
355,7.573134363467095
356,7.755854829419248
357,7.3492018013451785
358,6.9741604329987865
359,7.307359635100448
360,7.101062530901039
361,7.078722106640436
362,7.906346310479019
363,7.779130734992977
364,7.031594395825836
365,7.536323800795831
366,6.189024713244298
367,6.772840731244444
368,6.760319288293665
369,7.104328326931939
370,7.366215985261541
371,7.997197423227072
372,6.980396629807152
373,7.980198971124084
374,7.638579773743675
375,8.13410394635055
376,6.982990814423181
377,7.209553966410327
378,7.423318835723641
379,7.73650225876631
380,6.658005993204619
381,7.663917516433693
382,7.546892129000444
383,7.830278766151735
384,7.457531524556436
385,6.962446089212703
386,6.83436929329066
387,8.389256469620776
388,7.072484433539108
389,7.9087681004432975
390,7.430981745733504
391,7.536217326077095
392,8.181741008063488
393,7.461485893759053
394,8.604880327044008
395,7.866204888579882
396,7.903167764566274
397,7.672858523558321
398,7.280627832839661
399,7.093193888581005
