unit_id,CropYield,LeafGreennessIndex,do_ph_acidifier,do_iron_fertigation
163,17.337962879575148,7.773214252542962,5.8,100.0
164,29.541495672129447,9.232408098203909,5.8,100.0
165,20.087040891654194,7.744812162962218,5.8,100.0
166,15.269674480858377,6.8451446161637906,5.8,100.0
167,20.515343266973154,7.656367212615761,5.8,100.0
168,17.963505485277636,7.990339380914686,5.8,100.0
169,17.90314689701209,7.795900566853873,5.8,100.0
170,17.8456305239049,7.533665470929497,5.8,100.0
171,18.215414584033315,7.512605273074977,5.8,100.0
172,22.96117981057283,6.934984154866277,5.8,100.0
173,19.431771130832793,6.966685188670697,5.8,100.0
174,18.99222962028886,7.91820648888496,5.8,100.0
175,22.435484305995605,8.704638158383366,5.8,100.0
176,19.760950451346474,7.96166761503595,5.8,100.0
177,15.936795193035373,7.787757530174339,5.8,100.0
178,20.656943865811797,7.932957600482518,5.8,100.0
179,15.061806973716074,7.846163686878791,5.8,100.0
180,24.127344075957268,7.074502352221849,5.8,100.0
181,22.400550272586155,7.061793054859682,5.8,100.0
182,24.56135827710134,7.4034848578549415,5.8,100.0
183,13.30327066091908,7.904578121713194,5.8,100.0
184,20.27976080804283,7.701537259948416,5.8,100.0
185,22.614517201011303,7.888314433982205,5.8,100.0
186,24.68776015591508,8.980958117643217,5.8,100.0
187,17.070886762220724,7.595441855714814,5.8,100.0
188,14.77569839595617,7.1828812860207405,5.8,100.0
189,20.0592160295786,7.6367583623846755,5.8,100.0
190,21.563483566387106,8.120411634089361,5.8,100.0
191,22.58141301217323,7.927025582637391,5.8,100.0
192,19.55865581068305,7.2148231120220645,5.8,100.0
193,18.41970387635308,8.181290020649978,5.8,100.0
194,15.927110188176748,7.03212755750971,5.8,100.0
195,19.46630179125487,7.196900024430111,5.8,100.0
196,19.638005681349895,7.726991163216187,5.8,100.0
197,13.698549470801874,7.356907842984354,5.8,100.0
198,18.559905236194194,6.7770865054889695,5.8,100.0
199,23.42839135724915,7.586403095236494,5.8,100.0
200,14.152564940143764,7.877679178622411,5.8,100.0
201,22.12887217639158,7.642589371541986,5.8,100.0
202,19.193141568670747,7.3390542575736655,5.8,100.0
203,18.482221061778958,7.454528875950782,5.8,100.0
204,21.69662020049056,7.261662023087478,5.8,100.0
205,20.03141100941957,7.980276422753776,5.8,100.0
206,14.701366690204711,7.2942138706984885,5.8,100.0
207,24.280500774424674,7.37102189293174,5.8,100.0
208,17.38723382018646,8.639189071191199,5.8,100.0
209,19.492339399114098,7.384276632141479,5.8,100.0
210,17.016944651101145,8.057631943820084,5.8,100.0
211,20.794152358329406,6.6571733741815144,5.8,100.0
212,24.422299172376988,8.446123769966196,5.8,100.0
213,15.449136880548481,7.706542698420135,5.8,100.0
214,14.144815483511668,7.584978421153705,5.8,100.0
215,16.3329626844731,7.40480903102413,5.8,100.0
216,14.037704835975784,7.9121228260077645,5.8,100.0
217,20.51853110262562,7.784529646452045,5.8,100.0
218,17.303450959703156,8.303047453943636,5.8,100.0
219,18.40468852070881,8.10008064531796,5.8,100.0
220,22.278398018695675,7.719388578160928,5.8,100.0
221,24.424952761330886,7.3808002064670974,5.8,100.0
222,22.814726431374282,7.051126051284822,5.8,100.0
223,20.49779441470695,8.25077660520544,5.8,100.0
224,22.954096126691073,8.164112515867478,5.8,100.0
225,19.80741393121909,7.825360329453205,5.8,100.0
226,17.654968290556592,7.562515138557641,5.8,100.0
227,21.25824258572923,7.188285489459654,5.8,100.0
228,22.503099426169484,7.88452972677371,5.8,100.0
229,22.07626858680542,8.20677779452757,5.8,100.0
230,21.180486852075898,7.148563363834084,5.8,100.0
231,16.189428227779544,7.599237428954561,5.8,100.0
232,22.40001683782342,7.070230400766132,5.8,100.0
233,19.635439029022816,7.29867113766921,5.8,100.0
234,19.713215639325416,7.663834926590988,5.8,100.0
235,24.134810715838917,6.932618739131827,5.8,100.0
236,22.356502052083975,7.442663113599856,5.8,100.0
237,16.125792512203116,7.880422431379596,5.8,100.0
238,17.113670897870392,6.902451147502221,5.8,100.0
239,16.7089412896631,7.795561947285023,5.8,100.0
240,19.77273837221531,7.328540121351943,5.8,100.0
241,18.308530128850883,8.323478828365724,5.8,100.0
242,17.04234500196726,7.3233875949263965,5.8,100.0
243,21.958194688327232,8.707217258283755,5.8,100.0
244,15.220327045307918,8.08838448929236,5.8,100.0
245,19.492238952988338,8.008098664577371,5.8,100.0
246,18.031080164517448,7.223650710679692,5.8,100.0
247,16.944866641311275,7.548081716745245,5.8,100.0
248,23.860787454452634,7.227142998707674,5.8,100.0
249,16.348288624268115,8.861202848924062,5.8,100.0
250,24.499950280203855,6.831066797676407,5.8,100.0
251,22.004231973924718,8.128926209548126,5.8,100.0
252,17.21271410013603,7.954203515125843,5.8,100.0
253,26.995143295598957,7.535295092129116,5.8,100.0
254,18.727382079230352,7.514756177271439,5.8,100.0
255,15.414130488864519,7.3222829420013795,5.8,100.0
256,24.26756004155121,8.409777523047538,5.8,100.0
257,19.63151630985546,7.7216224512119265,5.8,100.0
258,12.899237885896413,7.34783094303987,5.8,100.0
259,25.335243508620184,7.379815354666567,5.8,100.0
260,16.65639922631652,7.685558605261518,5.8,100.0
261,23.579421227625975,7.857361671747507,5.8,100.0
262,22.077785859026832,7.419058686957635,5.8,100.0
263,21.64960006908885,8.157449608176421,5.8,100.0
264,21.231895036869172,8.096092670804511,5.8,100.0
265,18.320398295309985,7.1283706147989765,5.8,100.0
266,22.102889539191082,7.467721882750275,5.8,100.0
267,22.585566131970502,7.753053624127626,5.8,100.0
268,22.812034761784222,7.056987746824273,5.8,100.0
269,20.95167346503712,7.948749974508486,5.8,100.0
270,21.824412032345812,7.56956014573687,5.8,100.0
271,26.28727567425718,7.7635777286061405,5.8,100.0
272,22.808843704180717,7.0063285527773385,5.8,100.0
273,24.50344901428724,7.7217085866726505,5.8,100.0
274,25.31663994685794,7.072666744700248,5.8,100.0
275,17.83440678659668,7.550377058270784,5.8,100.0
276,18.56294117070453,7.961549000776409,5.8,100.0
277,21.23839829747949,7.129806648129902,5.8,100.0
278,23.133163388993943,7.878905727075938,5.8,100.0
279,16.96237618951922,6.747833688584538,5.8,100.0
280,21.676302879671518,7.994898930748549,5.8,100.0
281,18.672666460702217,7.933464390485558,5.8,100.0
282,25.82467455312439,7.135267300566162,5.8,100.0
283,22.066978258921214,6.849130321591247,5.8,100.0
284,18.740724975919107,7.520178690402283,5.8,100.0
285,22.009352332851446,8.171658898775897,5.8,100.0
286,19.20299959279492,6.884134089847275,5.8,100.0
287,22.570630597472313,7.644018697427826,5.8,100.0
288,22.579453242324497,8.539185823337208,5.8,100.0
289,22.384922947998042,8.352998102502976,5.8,100.0
290,24.888840296510086,7.832362667981406,5.8,100.0
291,18.86965165108911,6.997435977451318,5.8,100.0
292,22.337865872534763,8.128275000541338,5.8,100.0
293,19.669351326796637,6.9682602450226,5.8,100.0
294,13.624379645274605,8.488573993490059,5.8,100.0
295,19.297207328894903,8.450528009934548,5.8,100.0
296,21.8151964111353,7.814226131446648,5.8,100.0
297,22.918221351039413,7.50229895024124,5.8,100.0
298,18.577739609383634,7.382705437712402,5.8,100.0
299,27.341490314635692,7.9086040703228955,5.8,100.0
300,23.108835661019352,7.793499748370947,5.8,100.0
301,18.09357283644055,7.992578771735745,5.8,100.0
302,21.152323503987784,7.875514995667453,5.8,100.0
303,16.9524849485947,7.789939743983352,5.8,100.0
304,21.749562584481797,6.778769924937412,5.8,100.0
305,13.224164149158739,7.056466869864237,5.8,100.0
306,14.165895225742842,8.077567388239936,5.8,100.0
307,20.818747315624897,7.370316455680483,5.8,100.0
308,19.713302619553524,8.504731825937741,5.8,100.0
309,18.20445829720921,8.233006453878382,5.8,100.0
310,19.988862782309813,7.717115045878366,5.8,100.0
311,20.43266327216227,7.724037245991406,5.8,100.0
312,20.08974051026605,8.353401864244677,5.8,100.0
313,19.957871270652507,7.190656225990964,5.8,100.0
314,23.54152598610565,7.9168169922111105,5.8,100.0
315,17.884693519313448,7.666917183707944,5.8,100.0
316,19.050159313272122,8.218465606710687,5.8,100.0
317,20.573209557109845,7.605062477899682,5.8,100.0
318,17.335402282245227,6.858409268456144,5.8,100.0
319,21.15243353024571,7.986931967567276,5.8,100.0
320,22.369645106701718,8.354708729158578,5.8,100.0
321,24.40356058711836,6.921415536724155,5.8,100.0
322,21.71661305760141,7.346440158288555,5.8,100.0
323,16.688770217392175,7.576511936887015,5.8,100.0
324,20.727068103059647,6.873760032104601,5.8,100.0
325,18.173968143380634,8.478249829167625,5.8,100.0
326,17.285974977172135,7.8730566731917335,5.8,100.0
327,18.39763518329455,7.585708172115604,5.8,100.0
328,25.236213504011836,7.527727690839688,5.8,100.0
329,19.628215181380007,7.944585728147223,5.8,100.0
330,18.577373686764986,6.89194524392709,5.8,100.0
331,22.86969027479326,7.25280640718581,5.8,100.0
332,22.493196415697195,7.209433608728239,5.8,100.0
333,22.62229522187695,8.38199686471539,5.8,100.0
334,22.410407872905573,6.969031082599329,5.8,100.0
335,16.943962646174278,7.735995056756437,5.8,100.0
336,19.754735333775486,8.183237773109258,5.8,100.0
337,23.385926845766058,8.505471178248461,5.8,100.0
338,24.03755906794961,8.388640206178994,5.8,100.0
339,11.569849010436378,7.593820226701679,5.8,100.0
340,21.89021974477037,7.654391503608867,5.8,100.0
341,18.71258759300885,8.022608402060284,5.8,100.0
342,21.266445423465004,7.231045283221142,5.8,100.0
343,19.320564849858226,7.983991913233162,5.8,100.0
344,27.33701809450544,7.923198425311064,5.8,100.0
345,27.435682618551855,7.742267261488216,5.8,100.0
346,17.98556778240825,6.352579195902766,5.8,100.0
347,18.7918596989937,8.181271348180129,5.8,100.0
348,16.042046733804188,7.45831278655049,5.8,100.0
349,15.01791019162482,7.403431424247971,5.8,100.0
350,19.05129346604476,8.022144347060676,5.8,100.0
351,16.91784674923651,7.738985915740427,5.8,100.0
352,19.941271651528446,6.524657986554831,5.8,100.0
353,24.571527460519075,7.053901421928934,5.8,100.0
354,21.204725447338195,8.436560764130542,5.8,100.0
355,20.196472562483184,7.522571597974404,5.8,100.0
356,22.13807925739377,8.320970075550717,5.8,100.0
357,24.75549007494243,8.070307920082527,5.8,100.0
358,17.443723243738614,6.628467487519841,5.8,100.0
359,21.05669802221032,8.273443129376497,5.8,100.0
360,19.725203413769414,7.78660553858109,5.8,100.0
361,16.568152810526875,7.981212475926864,5.8,100.0
362,26.52622711027166,7.210292379078682,5.8,100.0
363,19.40163163239185,7.669427294276109,5.8,100.0
364,17.188286008901816,7.659869353835148,5.8,100.0
365,20.231844928803692,6.660638717091297,5.8,100.0
366,18.48544903986061,7.250496744294012,5.8,100.0
367,19.38172820642729,8.028989150306343,5.8,100.0
368,22.73626304428308,7.245155388989113,5.8,100.0
369,24.74374051582288,7.72984390705844,5.8,100.0
370,18.053168535435823,7.844693183706813,5.8,100.0
371,21.937773933034872,8.056126873074055,5.8,100.0
372,20.093113878315165,8.495225705381735,5.8,100.0
373,20.89683205075754,7.574111394768129,5.8,100.0
374,19.476752352777833,7.955299495312637,5.8,100.0
375,20.577787069361975,7.113620534577245,5.8,100.0
376,16.23152367798147,8.037265590398357,5.8,100.0
377,19.34871734921513,6.85000969410682,5.8,100.0
378,22.552494847281622,8.235250350536218,5.8,100.0
379,21.16905382347498,8.148370213868738,5.8,100.0
380,22.026355622378365,7.615160140945503,5.8,100.0
381,20.875597153061374,7.92717067120467,5.8,100.0
382,17.875791595867145,8.364909952159227,5.8,100.0
383,18.164991699351184,7.736512246801983,5.8,100.0
384,18.006255118515448,7.923889206537392,5.8,100.0
385,25.6539376291099,7.920491245473447,5.8,100.0
386,22.869765968302072,7.38550224595405,5.8,100.0
387,19.855671071950663,7.479342551317781,5.8,100.0
388,19.092953275761406,7.395641530203974,5.8,100.0
389,27.07507169182035,7.234501287430943,5.8,100.0
390,16.867261674002865,6.8493403685132055,5.8,100.0
391,25.447175656453165,7.805733519495087,5.8,100.0
392,19.243104362997858,7.380773780136485,5.8,100.0
393,21.400407046100614,6.96642689357736,5.8,100.0
394,20.074629598722442,7.5354645535107565,5.8,100.0
395,19.842016312086443,7.741075308837235,5.8,100.0
396,21.43843265050607,7.571920730846078,5.8,100.0
397,24.44267157355376,6.996507862869684,5.8,100.0
398,21.655228237297678,7.984184391695021,5.8,100.0
399,19.754738056562807,7.430934892795697,5.8,100.0
