unit_id,CropYield,DissolvedO2Nutrient,PARLight,do_iron_fertigation
141,13.85195364839338,56.13756429236702,56.24562930839638,100.0
142,21.42690354938333,37.74505140051473,55.742548145137086,100.0
143,20.854010366310423,36.7019301796442,68.4072965699874,100.0
144,22.07003312853227,47.97959123001731,67.67572047955028,100.0
145,24.81430148520088,26.29378749659687,43.65242176722954,100.0
146,24.024166655737133,74.04701830181713,50.29955643820955,100.0
147,20.29282565311689,68.75361689165672,52.62630003977718,100.0
148,22.859739256968375,49.81000196504309,51.809920626185274,100.0
149,18.622932917746212,40.80989552718014,44.32709890080045,100.0
150,18.78972215925627,50.17369464474474,50.01473109800535,100.0
151,23.030088346886608,46.32375846726788,51.5951941982426,100.0
152,23.01782954014992,58.16680896818056,35.84563287703179,100.0
153,24.506988086410896,28.351682990135934,32.84363168951943,100.0
154,20.633622309402437,50.92879709419385,41.76419298108468,100.0
155,22.53860707405887,35.02106354113529,35.20531233721747,100.0
156,24.82546220184109,63.68938230269753,47.78469497013582,100.0
157,25.32320809330622,38.61321148999605,25.243722003256728,100.0
158,18.519531032012814,64.25147072682815,44.53683758066533,100.0
159,19.32041817523815,51.799050046715905,43.15135935264136,100.0
160,23.692500742735593,40.314586521982136,44.13765897860819,100.0
161,19.291702658881434,71.41157755865756,82.02370965782819,100.0
162,20.905716834538378,42.59057352519497,51.92017490190983,100.0
163,16.99643746636926,37.40433207284083,35.649993930715304,100.0
164,20.24771776379403,65.98523362113437,49.06100652257566,100.0
165,22.23437457113972,59.9856875206996,60.943931090542975,100.0
166,17.306316963485866,62.614299230971845,60.11467102089308,100.0
167,15.796903504702234,63.56522516898307,54.256289524700904,100.0
168,17.69801300371774,74.0909824466446,52.802470871556785,100.0
169,26.747478295118796,54.96454765410123,46.60404687332421,100.0
170,23.09855029535281,65.12317026582467,60.653511239999006,100.0
171,22.73748847646925,81.97405019802571,46.994250076377725,100.0
172,27.007058806825082,55.57306875971134,49.37434383378596,100.0
173,17.946820406936478,61.53483583272984,36.55569007325565,100.0
174,24.303971330837072,49.56598997690301,54.15812293650153,100.0
175,17.730044772629356,45.75810123402485,70.61803972999957,100.0
176,24.33146397343437,61.35061580644678,50.459804920338094,100.0
177,19.64321687840803,48.313465126985676,32.165501476793786,100.0
178,20.282958981091163,53.597865908839026,69.99276107968574,100.0
179,19.364781548563876,64.41338980555173,41.71832313278225,100.0
180,28.46333199350535,42.831931391456465,66.88813865718494,100.0
181,24.94198541957926,38.44838512771536,61.819596946590465,100.0
182,24.29298714141107,49.98536252104593,38.596128205969976,100.0
183,21.50886996421853,37.94290490373275,48.26225267815295,100.0
184,28.35396304427203,53.40325231817431,45.63829438320667,100.0
185,23.566934296027597,41.95718263328413,34.03393712978133,100.0
186,19.733131810221447,57.70074490207013,58.75021912889621,100.0
187,26.622303856461322,52.58526221425065,51.8534393032861,100.0
188,17.270170406787134,32.43487092176327,34.892992377841104,100.0
189,21.802331728628715,61.456577140502326,50.84618972075919,100.0
190,25.70167271471886,40.1086131347758,54.88205549671353,100.0
191,20.63423116951076,53.37614929646291,49.55489140451824,100.0
192,19.696671400961367,37.60973035116719,37.15790545207304,100.0
193,23.572695621615146,41.93634348618437,64.57360691514822,100.0
194,24.87566230149149,45.96951682574795,59.29191030763243,100.0
195,19.470867762728425,44.21229854866638,62.52429225338617,100.0
196,15.03900876651755,37.80402441781406,33.783819286291234,100.0
197,21.968024624775023,46.599726669471394,50.04248483041593,100.0
198,21.03058650835858,66.72450969764692,38.41378201872888,100.0
199,19.216425632331518,47.348481957202,54.79662996281473,100.0
200,27.21291602319033,52.63770263676094,56.015562193369526,100.0
201,23.6350798363549,62.73226334726713,50.10278615227927,100.0
202,23.976970108055244,50.95542094952134,59.918408124832794,100.0
203,22.32305602732687,59.31814602526134,49.13660576459859,100.0
204,22.130251042000648,49.8775778241166,71.09927581125847,100.0
205,19.14150538561468,61.68165332962363,41.960053101991626,100.0
206,19.01202068002394,28.401234379717476,52.96571888864498,100.0
207,27.76524182008447,64.2532927121709,51.720506721684814,100.0
208,25.99544640885638,40.21983730295028,54.995932240491996,100.0
209,16.75304790536475,48.908531031380406,43.559511792019734,100.0
210,20.263749374495074,40.36653655243954,59.3492086752277,100.0
211,22.395242693888502,47.591150591898696,56.611584044359596,100.0
212,19.051206233193696,58.140830608426526,32.98279338275713,100.0
213,23.30248785948414,14.12491316389149,38.99653286558594,100.0
214,20.75441986031565,45.09439039656419,38.494183080426964,100.0
215,15.61707230467646,55.43048796994574,58.26847798561315,100.0
216,22.84339692315017,72.04618646480434,18.555289353780587,100.0
217,22.14490195774791,44.53136139410734,44.42224407259574,100.0
218,19.347444698906536,72.54842509476896,62.00207799088159,100.0
219,20.072311055427896,32.96899221268231,55.9788331891904,100.0
220,11.143021490815434,45.48880687196041,42.776481337961634,100.0
221,28.70246489833546,34.1617281926314,58.0676239560918,100.0
222,18.91267262256362,28.157199552380447,55.01358729797209,100.0
223,32.049346089018144,57.1998811197657,51.437076551919255,100.0
224,17.891136203845303,73.46168207451974,51.86880815783202,100.0
225,20.153974051280677,59.82845387600354,61.26065270988354,100.0
226,20.17301499944498,55.37688970011535,47.87142403337354,100.0
227,25.345372501192738,33.86885936551887,49.92563530930956,100.0
228,25.636505531069737,48.31026867508469,53.80078478606091,100.0
229,22.272350925196264,41.910477282502605,49.36472921213594,100.0
230,20.537258442447932,35.220588073476165,72.48789650311663,100.0
231,27.35103243376916,46.97477866395543,43.788187911032956,100.0
232,25.812108943772362,55.786778084146874,45.45634957249078,100.0
233,20.992110796238553,44.62678069493145,45.16417339402869,100.0
234,20.2954871999266,29.08372268484695,59.87336899092915,100.0
235,25.045465173165642,31.070300496004386,50.06211926987876,100.0
236,25.642455460182603,27.411656508988376,45.72832848259578,100.0
237,13.470201243137323,40.46519326395221,24.783368238706153,100.0
238,28.518166833218036,38.12139060337004,33.564928725190065,100.0
239,19.84675804033122,31.068881462140848,82.07938366003613,100.0
240,18.368457237025265,31.754209776428375,57.510007364910074,100.0
241,23.753443381645113,53.377680431620874,33.89740152817901,100.0
242,22.21574855924817,42.16305158956572,54.12970115972095,100.0
243,18.3295517230963,44.237842135419626,40.913457693824846,100.0
244,11.93993680854135,50.24125341551758,24.327208630888098,100.0
245,22.21222094909821,71.3486704820524,60.104449219786694,100.0
246,19.36452277292697,52.04050763476166,59.32292935792165,100.0
247,13.374061752289409,28.204308948765156,36.342675260067686,100.0
248,24.650377680556527,52.84476842760797,35.01766271353422,100.0
249,28.160497301768903,54.15789748031868,29.982053860118036,100.0
250,27.22714879686136,60.761749031038335,35.31735510484277,100.0
251,24.53257155586746,63.00136591892567,33.55711178446188,100.0
252,19.078036585057454,57.419699341846496,25.395042408271095,100.0
253,28.731082705286745,51.73742712114377,71.57925526488076,100.0
254,26.941996998762832,59.87095274723623,40.403548284803904,100.0
255,21.309571027003237,44.471744006523934,50.55974840472661,100.0
256,20.81014770453341,41.81082883854297,27.87185549007763,100.0
257,25.12792112121772,29.720546315676707,60.5560639930509,100.0
258,17.838749943716973,52.50805075130569,64.38245137460582,100.0
259,21.245858656143024,53.25769315778922,44.86007940645128,100.0
260,20.573946283244986,62.64237349444453,67.36765615886867,100.0
261,20.874964563959047,57.858897224332715,53.04466338013877,100.0
262,20.237373517922897,43.85293768391113,52.374552115326566,100.0
263,18.664515081754946,33.684891668708445,44.577073842430906,100.0
264,20.848717871563576,50.17248267078512,64.26054043546884,100.0
265,19.639392359297553,59.71942603720299,85.99525898497659,100.0
266,19.114378991298004,42.93167256451645,50.71290006771735,100.0
267,20.675384390447388,67.32608600805558,36.811436595194,100.0
268,23.563252408342095,36.95715031349131,64.01272028762328,100.0
269,23.359247328567694,32.119956310310634,44.20104018112428,100.0
270,26.375025697003895,27.725904566884303,62.63578625931629,100.0
271,25.152462538200435,34.080998987672906,52.26210652675463,100.0
272,24.35185122473428,66.51353375924589,38.84406639930103,100.0
273,22.632966551818406,46.73853778159888,57.33815753453629,100.0
274,28.32176586704552,53.068406441277524,52.131911192586465,100.0
275,23.837768797163807,66.02669418064623,58.86530077977178,100.0
276,14.7840627533811,42.38685465591868,51.316119109131165,100.0
277,21.514780489687517,45.67967267274652,46.434020808570935,100.0
278,19.3258454943644,54.11713693708668,56.309411656664615,100.0
279,24.34392100508195,53.68911486563582,67.64294270935339,100.0
280,22.627951005029946,41.23766279123885,71.0094309760551,100.0
281,17.21464517491237,55.27300554212055,52.662000565131066,100.0
282,23.550687606855014,32.88335154464115,43.36311419877593,100.0
283,27.03033965053957,32.5101781337731,39.709852840182705,100.0
284,23.083745087731113,66.69393290561432,37.33285476758982,100.0
285,25.39285935684364,56.85745353014955,60.80399382209943,100.0
286,23.425479391034497,67.5584446708669,46.9491582989502,100.0
287,17.648560701756434,78.47243153750286,56.841851311746865,100.0
288,25.669335110517057,43.3042540991034,56.0839955151721,100.0
289,17.897845316862877,35.642567576506174,62.34882293934804,100.0
290,23.84709259795187,49.612183976852265,43.25089346082177,100.0
291,18.829175613390223,68.50716832080408,50.669810796911726,100.0
292,21.278004008413212,44.57459801180887,47.939090495615574,100.0
293,22.332648597951,44.5283369190457,66.42175802949757,100.0
294,22.907571749815546,52.86141937446727,43.505527783762844,100.0
295,23.41668685559425,54.774414346294286,55.05227013916364,100.0
296,18.66532468256411,49.57171104260461,45.58010529800443,100.0
297,20.270810321249737,37.5906513932519,62.246404038814894,100.0
298,19.97188735924184,65.7013191113486,61.951443375958625,100.0
299,25.03809020785311,55.24897944070515,35.83181872954951,100.0
300,18.851707795602003,50.7609971357984,69.96482552598091,100.0
301,16.991148157803124,55.786111395048394,66.51394860233272,100.0
302,19.902874779116985,45.01375853870021,50.07755138175541,100.0
303,29.726611886803795,54.186574635611976,53.005881999574946,100.0
304,15.041261324205202,35.89000204845662,30.63089572460518,100.0
305,16.843461412398,61.20103948704053,52.06780423346553,100.0
306,26.007667291909407,16.52775169959031,33.738317346138125,100.0
307,22.953256497683654,37.16331654619496,45.399264952076884,100.0
308,14.09735388696058,41.48650742675416,64.89921449129888,100.0
309,20.83976514368132,65.61597461872546,33.61551147284574,100.0
310,23.133042796382863,48.2204667754758,65.69406860473588,100.0
311,17.821841910566413,70.5288435373663,55.16548090021669,100.0
312,25.0579260155464,40.162129706270704,73.29307274642687,100.0
313,22.252494011413393,62.97386705791138,68.81050686552354,100.0
314,21.639009411081265,59.769744273866685,71.77616390281514,100.0
315,18.291213611058787,28.058482052098213,35.867980679259894,100.0
316,26.02036260464382,35.10397175296005,33.24396505632678,100.0
317,29.68556497201123,48.392427910798425,49.90438720359147,100.0
318,25.340966528480624,50.48685114708923,47.694903211638646,100.0
319,20.863617265018647,59.65953826131678,39.518951381513624,100.0
320,26.130314986965335,55.40295378524459,42.905151509064076,100.0
321,21.25659441133296,36.44343064000851,60.769175192789696,100.0
322,24.856298308324984,37.87244682272208,33.921854311735665,100.0
323,17.32613645395306,48.8436904831314,71.19000402940038,100.0
324,24.881561759662542,27.62923724361439,59.953055033859044,100.0
325,22.90804646155954,68.31245455959103,70.09880092729762,100.0
326,20.913253729624238,40.00104485377168,26.528904157281207,100.0
327,20.714954695085147,70.939758395252,62.08951791537837,100.0
328,17.376055313238588,46.465643513717225,61.741658210888986,100.0
329,17.31111953617166,57.68257493353197,39.89490309393638,100.0
330,22.32550206030685,48.81203138970138,59.2941140377839,100.0
331,25.941414434792154,56.634232440502025,39.40487058805402,100.0
332,25.455947093489055,49.354351025723,35.05916912684404,100.0
333,13.271340959705762,52.87101901906932,63.048864143827934,100.0
334,27.629843521392353,46.3436016948681,43.06342934180163,100.0
335,25.184398294647618,54.11630909274021,57.27506144084669,100.0
336,24.420723332569427,50.05146365208963,55.940283449111675,100.0
337,19.76578024740613,77.13664306554995,60.9955817337955,100.0
338,18.704214663351358,39.485417362916294,41.79202116460136,100.0
339,19.76302967495588,42.87210038588859,46.805445222938,100.0
340,24.595037026983725,39.278571786695125,45.120528016610976,100.0
341,19.15414697263819,58.722510817250644,39.15063000725742,100.0
342,20.23537006809773,51.38958115385852,63.18115347001411,100.0
343,25.066788331167412,53.51108386032341,47.95165775976916,100.0
344,17.07292099890219,29.54734048887267,63.05699597409775,100.0
345,14.502902424724546,78.42199442532011,57.679473907426946,100.0
346,25.966907483199055,26.182485596605463,43.422265783899796,100.0
347,21.99340317785834,49.015255227251814,27.73914038405572,100.0
348,12.848638207804594,65.47088819030232,64.86024928456783,100.0
349,20.53449815968656,43.075219654276644,36.96249959264886,100.0
350,21.54428535721549,58.50747631930553,45.32369635709912,100.0
351,24.887128981322288,39.96394146016983,73.59812520225464,100.0
352,17.375336304419186,43.471174349044716,49.39557861498181,100.0
353,24.48115259181545,58.1932390237572,59.89136915669515,100.0
354,15.035123396530157,52.008668591890185,51.44499830471874,100.0
355,22.69107473255271,63.35048943780295,37.79199022400299,100.0
356,24.98638891737696,63.62594214945673,68.28390282816481,100.0
357,23.59438512287448,38.813872210363996,54.59687251889767,100.0
358,20.68754958085239,56.23293225174517,44.25507747311279,100.0
359,20.322196888279677,63.898032450755004,73.14274167683823,100.0
360,19.130778719837423,48.66974438947924,43.58968457441523,100.0
361,17.918413541105,57.94467522541837,58.453938408062164,100.0
362,23.753037862976534,43.97276926685844,43.35311407644894,100.0
363,25.999622821343568,41.05769535942078,63.636196765730666,100.0
364,23.164068762673207,40.44334768352333,54.086379129807376,100.0
365,18.640529657853648,42.0405275667965,60.902802341662124,100.0
366,15.4436120498524,58.882508535945256,52.703719924099936,100.0
367,14.718685679073456,42.27988335321629,62.8629796794286,100.0
368,22.380970947507247,21.623051646519677,65.9716793353108,100.0
369,20.49343903151743,53.79237368223904,52.46378003827655,100.0
370,23.878411103328215,60.437430470307966,61.09489208076331,100.0
371,28.595855667114154,58.917255685650595,60.378666593735154,100.0
372,16.87795264218624,52.70529063028947,31.78999300705665,100.0
373,24.8934085577799,35.174804127709706,44.19394511139654,100.0
374,23.396780276441774,64.60581304135044,33.76663252748843,100.0
375,26.527882109697742,58.84104983793863,48.33419008674725,100.0
376,18.294823702727857,54.87384474155856,46.135241989473315,100.0
377,19.642333883943383,53.65354164065614,50.76644730407873,100.0
378,23.580782539687455,63.21851374798033,27.87433294539266,100.0
379,22.85320018230998,71.1059678977424,58.715409356360816,100.0
380,15.756571294062729,57.15611168215939,54.7841293878399,100.0
381,23.928193158683865,48.945966884463765,24.83999567188972,100.0
382,23.586327562189872,61.79436082787036,47.82469105625097,100.0
383,22.57296891050944,58.849877219718,59.494318078151736,100.0
384,23.404229423680203,48.45382280384289,40.89535466190026,100.0
385,22.605124854160774,43.756923010795255,58.81179712540497,100.0
386,17.47315751895935,26.76797687282187,64.27488904792845,100.0
387,24.60711152570442,49.46459216545154,57.064170855838654,100.0
388,21.76036968957021,40.74105939725501,55.91844178755,100.0
389,21.222083364415848,45.18880991795392,38.371674503632974,100.0
390,22.024188526911505,43.026819715659606,59.22373314199829,100.0
391,23.285605435408733,40.14003971384489,52.43035029019665,100.0
392,28.39741243296104,53.084062221523645,65.53764469880431,100.0
393,23.28291308769893,49.69712325509047,43.601568100987336,100.0
394,30.119813075371184,53.99252016065194,44.3052693401432,100.0
395,26.484814867191275,30.384871389856222,61.02075001134591,100.0
396,27.430115016047356,32.298749627060566,49.21535442888627,100.0
397,23.838628800600507,42.867880400171536,48.26800292462682,100.0
398,21.696905660286614,59.94823739068941,40.08983733726763,100.0
399,19.956554062607154,48.95037207186954,40.385280411212875,100.0
