unit_id,WaferYield,ChamberPressure,do_DepositionRate
80,26.30986383703157,74.61332865282542,1.2
81,24.495736701150694,74.65383080643872,1.2
82,37.439707853390296,99.4203670920867,1.2
83,20.924307857821354,68.8643901214948,1.2
84,21.749359475322635,74.44508304955912,1.2
85,18.272761749062173,85.29469385042574,1.2
86,25.514986439259996,70.31384572582495,1.2
87,20.505732860959622,79.82578633166085,1.2
88,22.67922536623521,83.63033703453442,1.2
89,27.68015936158689,86.72452264741761,1.2
90,18.92335533095003,53.71010861496574,1.2
91,22.087132039388564,77.43737859253972,1.2
92,34.902211770410425,102.08473949096506,1.2
93,28.354649544572155,88.1042754309528,1.2
94,25.586874989039963,87.81966706065229,1.2
95,23.744682182044606,79.92443267523976,1.2
96,29.07463276611019,92.30391680568184,1.2
97,15.11467747571135,80.52383209234645,1.2
98,28.427024809197032,87.59650437659103,1.2
99,28.936851666153476,91.3345644238726,1.2
100,27.990821534877043,68.13969980119178,1.2
101,22.31045360837229,89.03712570319209,1.2
102,18.0468963461151,86.19288743575581,1.2
103,27.504425659953537,76.06535364676175,1.2
104,26.533625037664233,67.63939143971638,1.2
105,24.27628033554103,92.3261697520323,1.2
106,22.928717871998415,61.68138181077087,1.2
107,28.603959206627916,88.60989041633647,1.2
108,16.804574736915754,77.87283552439393,1.2
109,24.831088712193957,76.5389170403978,1.2
110,23.971137136696356,80.90412295172426,1.2
111,31.26029543531505,91.18090086916942,1.2
112,17.520123636265474,84.84424198345233,1.2
113,23.394519823454164,65.70583016582135,1.2
114,32.86565143209137,87.2304098173439,1.2
115,22.991346297274678,80.11782223731254,1.2
116,25.76834316557481,85.53172497391213,1.2
117,25.706326864937733,96.49276341036423,1.2
118,17.6399718822544,63.04253098730144,1.2
119,29.208023937162007,77.64671709570646,1.2
120,28.043725511272555,84.09989612064187,1.2
121,23.97836583640837,72.06675134361898,1.2
122,21.57889532795309,72.29358894644176,1.2
123,26.579954903303584,73.77839143901522,1.2
124,29.6142740907376,69.25053787430916,1.2
125,22.527803463176493,65.71260997900127,1.2
126,22.49126993578312,60.36731396914165,1.2
127,22.588510265502592,69.58244359259221,1.2
128,23.221806800523236,64.53729057297991,1.2
129,12.613258220386449,56.767289891995325,1.2
130,30.338601677088164,94.43338542049783,1.2
131,24.32162674330575,61.46068634493727,1.2
132,27.44479578299355,76.58152640955615,1.2
133,32.54834261128893,76.16980676876308,1.2
134,24.727343476705148,81.78013040758468,1.2
135,26.231356632697047,69.0525571458441,1.2
136,27.0958879770185,59.139005456123584,1.2
137,25.35250465450114,84.91770876111501,1.2
138,19.711298759279135,77.79127190823736,1.2
139,20.801346020124363,81.90857283201014,1.2
140,28.70012722148121,82.7259652823843,1.2
141,24.096873613549516,58.15942316207028,1.2
142,26.57380880214241,79.32982146897092,1.2
143,28.305801413791066,91.87599246438707,1.2
144,24.9153027726921,95.9520426404564,1.2
145,24.464041995430886,77.01615718834391,1.2
146,26.60812520099239,80.03409004317885,1.2
147,32.11514500621426,73.60626081992531,1.2
148,32.39342798893123,83.89492714207927,1.2
149,20.098617567424075,74.42304347530717,1.2
150,21.731713269011816,68.36514031217557,1.2
151,22.888646265883516,71.67366648797986,1.2
152,25.578354850404118,78.18648243963408,1.2
153,18.271761494601567,62.41973049868946,1.2
154,25.795973520969834,76.6713501061723,1.2
155,19.788267581203833,70.22237578153656,1.2
156,27.389506131624984,59.703966928769454,1.2
157,25.539490092911343,64.25913094211012,1.2
158,16.090518262128256,59.566468681195396,1.2
159,19.35096683009983,67.46799168361036,1.2
160,23.861484353060398,76.56286311196237,1.2
161,28.265116293838965,92.70536961845887,1.2
162,22.749859770587033,75.96031842570048,1.2
163,23.274767594073,73.89568359985476,1.2
164,23.37726952036683,74.96343638164046,1.2
165,21.74829564435468,87.84914049777562,1.2
166,16.65140282868518,60.07221770651681,1.2
167,22.612635057877235,80.03830404362965,1.2
168,19.424008925222807,78.65113040579458,1.2
169,23.556941012603236,81.55077544014279,1.2
170,25.666648959480966,71.54260441508157,1.2
171,31.628835728952087,91.18756356661422,1.2
172,33.09097219615687,89.34804433802593,1.2
173,24.12070117336546,81.10359414083543,1.2
174,19.94640163150102,60.816074690430504,1.2
175,29.160026924910202,85.73079932674179,1.2
176,20.040202974152038,72.92701014699946,1.2
177,33.252244374665665,88.97809800791231,1.2
178,14.82698604196974,60.854806740797926,1.2
179,16.197513202636582,62.7961023473318,1.2
180,18.752237249213863,72.23793156894119,1.2
181,20.717517042201436,82.21279344383996,1.2
182,19.46769539331287,83.46107994982712,1.2
183,23.02041372215178,67.89901612360971,1.2
184,22.686957567485614,90.66228524350937,1.2
185,19.97901124431899,70.58128690157126,1.2
186,25.88201783221893,89.44652753674548,1.2
187,29.618308081487633,102.65019181040348,1.2
188,22.333994887095876,80.90954241866451,1.2
189,24.27813209623955,70.82082835826202,1.2
190,33.90959693994056,79.80315103457528,1.2
191,23.197452052110734,65.58507521019058,1.2
192,29.327969894147774,88.43088079595546,1.2
193,23.299705695472493,50.06948735310665,1.2
194,12.371877712003652,61.85904873539832,1.2
195,16.34006524920319,66.5968992441664,1.2
196,28.305045607716355,93.88168371959478,1.2
197,27.375178493766953,79.05154901668823,1.2
198,21.41791628113165,73.40532391287321,1.2
199,30.093819462801946,61.87728352599151,1.2
200,26.78298229679358,85.63984598341919,1.2
201,26.57088719433271,85.59372401105999,1.2
202,25.028964838345665,91.72929374887946,1.2
203,25.540106596905144,77.81504497460776,1.2
204,20.482073004236184,69.48353069084064,1.2
205,28.30900345182421,96.44802537060647,1.2
206,31.014588612134254,91.3465805504669,1.2
207,23.66344667843075,80.8034551809946,1.2
208,15.549242580610542,66.38731041948293,1.2
209,22.788942544414855,74.12437995456631,1.2
210,21.504067105430714,69.49684270514571,1.2
211,35.98411060472304,93.23527559385306,1.2
212,21.67155404341605,59.087266849790836,1.2
213,23.989146612126493,66.89836792014268,1.2
214,25.62286170187905,86.62685356195145,1.2
215,28.50291237838829,78.50911872724967,1.2
216,22.531193376792636,70.25317136223437,1.2
217,26.589425345984576,57.407492832848284,1.2
218,30.017139212056172,78.6259505780273,1.2
219,33.04191564215685,86.72191340634181,1.2
220,23.983003369908275,78.24073569146448,1.2
221,26.839635970641297,93.2875259909112,1.2
222,23.620020494249744,77.05023872228185,1.2
223,22.226723848746524,70.13449784420257,1.2
224,24.079085703901907,69.11778328428052,1.2
225,19.518247018325717,78.7633190902916,1.2
226,20.11134236115461,81.15541789856532,1.2
227,20.67023292611109,67.59056531635439,1.2
228,28.045957961626286,77.67091540751314,1.2
229,16.328289592867694,57.63555757219889,1.2
230,27.866964492426675,75.47943275626511,1.2
231,24.479695074040755,85.14859494784395,1.2
232,30.89041358997094,77.88643214224658,1.2
233,20.45207001688733,57.118961441324885,1.2
234,24.83276934800556,68.14910567855337,1.2
235,28.603699776124067,79.39536558631465,1.2
236,15.332940743891788,74.92424837274481,1.2
237,21.377368431432856,79.9122096695004,1.2
238,21.54449238691751,67.81010054761735,1.2
239,19.85927312895025,61.36129188127437,1.2
240,26.00316597360661,78.29740645573985,1.2
241,20.286466705847374,73.56361087934215,1.2
242,23.022008277438797,77.00436752892911,1.2
243,15.886616738124177,53.66288357883236,1.2
244,18.587966116315656,52.78874219996338,1.2
245,18.601941809854004,65.64360720219801,1.2
246,25.597551476135116,65.95499367527296,1.2
247,37.20806661673687,86.72371823492722,1.2
248,24.569072740753573,85.28278189330283,1.2
249,24.073790018573792,77.833453083181,1.2
250,18.804285580630044,65.02928585636793,1.2
251,27.119052850613954,96.43671501992873,1.2
252,20.203490884296006,77.80136899450184,1.2
253,34.09573963037498,85.1886181350052,1.2
254,30.792694218759163,92.63172675337813,1.2
255,24.417055822458572,74.96739818533477,1.2
256,15.22279412283651,67.936002739105,1.2
257,25.918422978836627,76.7812234764487,1.2
258,28.158937619231878,79.85306394672804,1.2
259,32.340906586321196,84.10343100050922,1.2
260,30.7709267100748,87.02967931267821,1.2
261,21.780431845145166,83.24169169375567,1.2
262,30.698296066707456,60.1552764904492,1.2
263,31.9941707420946,92.06421527627221,1.2
264,21.631345415295247,77.3449744309054,1.2
265,12.636394665173267,54.67581644874832,1.2
266,18.183631739700342,67.81947539597223,1.2
267,28.48750975573319,78.13963309975324,1.2
268,24.2084132525593,68.73516850991571,1.2
269,15.421263952202112,79.72799464173144,1.2
270,26.044193760474187,88.11525275638401,1.2
271,32.77367788772874,81.98818008722576,1.2
272,24.986555752567053,89.8960635927871,1.2
273,31.3602381094942,82.585715819993,1.2
274,28.464893609874032,78.93607481721055,1.2
275,29.439698875925302,88.51454777314783,1.2
276,36.37529112374036,118.23700276316168,1.2
277,28.60352776338324,86.30674340498047,1.2
278,21.01083566514219,67.70004818745385,1.2
279,21.20411086702739,67.72011633338896,1.2
280,20.862721866694603,63.858795304424795,1.2
281,24.40126418637729,72.00905617533917,1.2
282,21.23105361791702,76.10752200749522,1.2
283,24.806232970538183,82.78161682727502,1.2
284,18.460298112768236,69.23729954821714,1.2
285,22.404095781803985,76.51357477075193,1.2
286,17.89965981576171,59.66591070152527,1.2
287,23.288990080858085,83.96248199375214,1.2
288,17.878008941468384,54.354863347663624,1.2
289,16.508677122633063,73.18815045383133,1.2
290,26.281179541689752,69.65350186740272,1.2
291,22.079742192374844,73.31786385449881,1.2
292,18.556301319923058,66.49746672626644,1.2
293,29.15568706464956,86.03924864086162,1.2
294,24.465140258216177,85.9831365418602,1.2
295,24.690676766389245,69.34350134868424,1.2
296,30.475628049611938,93.02276009537844,1.2
297,34.00682522832549,94.43556393933248,1.2
298,20.528557540674317,64.2613872191069,1.2
299,21.41391087482373,66.60670332804636,1.2
300,25.959395442888834,66.43755571793851,1.2
301,17.054411878538243,64.06588978227897,1.2
302,21.46462331244213,57.787096847928034,1.2
303,28.77904058462344,73.58562805867939,1.2
304,28.105051897989274,72.87553828312247,1.2
305,24.79690375084703,69.44072150560015,1.2
306,25.958326849491797,66.80023722075352,1.2
307,25.614314503878287,79.75923123496845,1.2
308,25.162746147594458,77.04382848704763,1.2
309,23.641139145650623,71.8136928247493,1.2
310,25.050874101396115,83.67952129738215,1.2
311,20.24990558673465,74.64579521183383,1.2
312,25.698661696161764,80.5124792766647,1.2
313,16.56684715295653,66.77303288236813,1.2
314,21.89150466293538,74.61946872767935,1.2
315,26.301852392771394,67.0604185871813,1.2
316,19.101692600865842,44.991450948640704,1.2
317,21.498616836368317,67.02177872938731,1.2
318,19.531824912550306,78.63749121474049,1.2
319,15.329098421981342,62.75273584040229,1.2
320,29.688571768465476,85.438478573309,1.2
321,26.838857574687825,85.19414071625565,1.2
322,29.079755715157106,60.227848794515516,1.2
323,20.836492071428232,66.75885675378156,1.2
324,19.39364965632103,65.74093350939894,1.2
325,12.034455257134166,50.23931608077498,1.2
326,17.64961755199996,72.66844624824373,1.2
327,22.647727954230856,77.36270850752463,1.2
328,19.27013183465057,71.39046818309667,1.2
329,24.523923737709328,80.17335182486943,1.2
330,31.319636517530974,86.21378697795882,1.2
331,21.706941699532692,71.06859442728374,1.2
332,24.31125730668261,68.24793247190969,1.2
333,18.26211344106656,69.00038684163685,1.2
334,27.949215375250454,81.74473164516135,1.2
335,19.8094096857613,67.42935711254493,1.2
336,28.582920835100786,68.87905382758676,1.2
337,26.330554445793457,76.13500950679352,1.2
338,21.945203584733715,72.8868350947708,1.2
339,17.914122542330013,76.83349658062059,1.2
340,15.92592438957567,55.166436680139405,1.2
341,23.614235351110484,79.52059834262379,1.2
342,26.625332004070344,86.57908783780934,1.2
343,20.95623408968393,74.44358411345144,1.2
344,16.684212610002945,74.71650107191427,1.2
345,25.270389470842368,78.76383870630164,1.2
346,26.376614544342797,88.57662491149709,1.2
347,26.045412842876154,84.92228127907703,1.2
348,28.397142681439753,71.34938308942309,1.2
349,20.644435945470708,80.87599524936657,1.2
350,25.208431876842152,77.35880169505059,1.2
351,18.571496951110475,45.7775891197953,1.2
352,21.983653674438433,84.50758875223073,1.2
353,27.66508403239713,71.69718579391987,1.2
354,26.74758382948204,84.51814215544009,1.2
355,26.59959056422062,79.61369681471476,1.2
356,28.08074298899188,92.2200351458981,1.2
357,17.529325144599042,48.36238590387882,1.2
358,17.604519791687693,65.43112311720375,1.2
359,23.638186041419193,66.04759932858443,1.2
360,31.34912674105541,87.1593810779939,1.2
361,22.099673147142326,61.588882614398415,1.2
362,18.705055836729024,73.60191210160448,1.2
363,18.148780738474066,73.71343104516626,1.2
364,21.91826336411907,57.613665314886035,1.2
365,14.445056655045788,71.7951511025386,1.2
366,21.854823247401324,86.94135933989666,1.2
367,18.008591492658105,69.06438010550005,1.2
368,22.64484268777723,73.78832111723308,1.2
369,27.360461738654436,77.17718899737709,1.2
370,25.591090711601407,80.67547765382159,1.2
371,24.9386503669113,79.48170801371973,1.2
372,20.271977976186864,79.52228478238327,1.2
373,23.559040401735942,87.69946758163613,1.2
374,23.12784061028481,68.13014083930864,1.2
375,19.46183354377139,68.27218573866566,1.2
376,14.62248901390767,75.73673843112682,1.2
377,17.531447630490828,63.166629358220014,1.2
378,26.80904937142249,65.29436792091752,1.2
379,16.167147258090168,60.15299367720641,1.2
380,19.67134358587172,72.58726870186929,1.2
381,34.70468583827853,88.54433462233985,1.2
382,22.243912482299756,67.1282734123477,1.2
383,25.157141094441165,84.31317651249789,1.2
384,30.46915356191594,63.81122724747459,1.2
385,18.958646626881027,63.06647705669654,1.2
386,26.275033181163522,78.26702439049048,1.2
387,14.6810304608207,61.48751243950047,1.2
388,23.032820885271896,75.78328153399049,1.2
389,27.96930916237414,88.410878267408,1.2
390,31.980620904356943,84.72508142811631,1.2
391,19.42581171106449,67.23500298108068,1.2
392,18.221622136712142,78.20894554882344,1.2
393,22.476894521611104,87.22861283765718,1.2
394,27.504754697609417,71.41588479549996,1.2
395,22.315073523756023,75.84823737858083,1.2
396,30.381625381032396,97.502372477784,1.2
397,23.518958551437805,73.73798408546115,1.2
398,19.686994722911844,68.52743309502458,1.2
399,28.480129649236673,83.27745972525422,1.2
